"whack","5"
"incommode","1"
"mold","1"
"telephone","82"
"duplicate","6"
"consecrate","2"
"decrease","20"
"overlap","21"
"surmise","6"
"volunteer","12"
"debase","1"
"reopen","21"
"assassinate","4"
"name","114"
"mourn","1"
"bolt","2"
"migrate","1"
"shoo","3"
"crunch","4"
"nod","1255"
"shop","5"
"import","12"
"occupy","100"
"submit","43"
"abolish","34"
"abstain","4"
"attract","210"
"book","24"
"show","2084"
"intrude","9"
"snatch","62"
"blink","55"
"disappear","1008"
"renounce","9"
"magnify","11"
"button","27"
"crouch","3"
"impose","51"
"defend","309"
"ally","5"
"arrive","1161"
"thrash","11"
"pinch","16"
"rack","2"
"abbreviate","1"
"race","7"
"conquer","69"
"introduce","370"
"greet","126"
"situate","5"
"bond","1"
"target","4"
"obstruct","7"
"oust","1"
"mouth","2"
"droop","7"
"grind","22"
"refer","14"
"risk","1"
"rise","1256"
"flame","3"
"yank","17"
"play","1697"
"symbolize","19"
"discard","29"
"fancy","2"
"rebel","1"
"bounce","65"
"jig","2"
"decide","1489"
"loosen","67"
"vouchsafe","1"
"rent","102"
"babysit","7"
"cart","3"
"cast","141"
"hijack","4"
"crush","90"
"slice","5"
"frost","1"
"burrow","2"
"catch","1652"
"incline","32"
"embed","1"
"rend","2"
"plan","243"
"elevate","16"
"designate","93"
"clinch","2"
"give","4436"
"liven","1"
"counsel","25"
"double","41"
"carp","1"
"imbue","2"
"phone","155"
"rely","68"
"slide","159"
"moor","2"
"utilize","6"
"prevail","38"
"subside","20"
"suit","72"
"care","320"
"browse","6"
"damage","49"
"assault","34"
"vindicate","5"
"study","550"
"intensify","10"
"guard","155"
"harry","1"
"settle","341"
"direct","144"
"heighten","2"
"smother","16"
"exercise","31"
"gain","178"
"scrounge","2"
"labour","13"
"engross","1"
"bulldoze","1"
"confuse","116"
"cushion","3"
"scold","5"
"abate","2"
"hassle","8"
"wed","5"
"eschew","5"
"protect","482"
"amass","1"
"deign","5"
"dial","55"
"nudge","1"
"grin","127"
"stress","62"
"grip","180"
"explore","73"
"wet","12"
"display","83"
"shirk","3"
"deify","1"
"kill","1993"
"bore","161"
"wrong","10"
"criticize","49"
"spurt","4"
"waive","3"
"disquiet","1"
"whet","1"
"rage","48"
"behold","44"
"preside","13"
"spurn","5"
"board","44"
"stuff","42"
"persevere","1"
"shut","522"
"arrest","245"
"mature","8"
"retrace","2"
"alleviate","12"
"influence","100"
"disassemble","2"
"overflow","1"
"provoke","117"
"threaten","368"
"enrich","19"
"shun","10"
"foil","3"
"negotiate","51"
"strain","13"
"rain","183"
"hunt","161"
"tangle","9"
"intrigue","16"
"package","1"
"shatter","24"
"market","3"
"unburden","2"
"glimpse","70"
"transfer","112"
"keel","1"
"invigorate","2"
"phrase","2"
"overhaul","1"
"keep","3627"
"effect","7"
"omit","36"
"perceive","102"
"embarrass","1"
"raid","4"
"weigh","157"
"sponsor","1"
"prance","15"
"terrify","31"
"jog","4"
"ascertain","23"
"unveil","15"
"contribute","80"
"launder","2"
"insert","69"
"awaken","171"
"remark","155"
"forbid","170"
"jot","7"
"strangle","4"
"highlight","7"
"strive","64"
"reject","142"
"sag","9"
"compliment","5"
"strafe","2"
"diet","1"
"blunder","4"
"double-cross","1"
"win","614"
"profit","4"
"rest","418"
"breach","10"
"move","2326"
"amount","3"
"comply","13"
"entomb","2"
"spellbind","1"
"saw","11"
"bewilder","9"
"say","39114"
"increase","271"
"shine","347"
"differ","68"
"diminish","23"
"spread","297"
"surpass","18"
"fizzle","1"
"stagnate","1"
"visit","424"
"affiliate","1"
"rake","4"
"succumb","39"
"fib","4"
"unfold","62"
"parent","1"
"hearten","2"
"shunt","3"
"christen","23"
"bring","2318"
"alienate","3"
"awake","155"
"kiss","743"
"plague","6"
"ban","29"
"fascinate","9"
"offer","926"
"fit","70"
"suffer","530"
"fix","147"
"draft","5"
"perch","27"
"prowl","3"
"neglect","67"
"adjourn","13"
"grow","1068"
"carve","2"
"shrink","18"
"veil","9"
"proliferate","2"
"disclaim","3"
"extend","126"
"underestimate","38"
"fold","150"
"delay","56"
"hurl","34"
"plant","77"
"presuppose","36"
"drive","991"
"hurt","695"
"inscribe","16"
"deal","122"
"prove","317"
"abuse","26"
"exacerbate","1"
"affect","193"
"admire","245"
"drain","14"
"amuse","115"
"isolate","3"
"rape","86"
"amputate","1"
"see","20544"
"search","389"
"fool","11"
"enquire","3"
"relinquish","8"
"indicate","272"
"sidestep","2"
"symbolise","1"
"foot","4"
"plummet","12"
"contain","425"
"set","872"
"charge","66"
"litter","1"
"sew","35"
"jeopardise","1"
"punctuate","5"
"alternate","21"
"quicken","33"
"breathe","561"
"sample","5"
"jingle","1"
"integrate","1"
"assuage","5"
"recreate","1"
"battle","26"
"holler","14"
"fly","570"
"pique","1"
"plunge","41"
"petition","1"
"enchant","9"
"diagnose","1"
"decry","2"
"stigmatize","1"
"gape","18"
"tipple","1"
"clarify","25"
"betoken","1"
"beg","370"
"haunt","79"
"precede","59"
"ditch","1"
"scare","124"
"jut","6"
"grub","1"
"Remind","1"
"do","15779"
"stroll","46"
"observe","484"
"disillusion","7"
"furnish","28"
"bet","193"
"differentiate","16"
"criticise","14"
"Pose","1"
"discharge","21"
"exclude","34"
"enlighten","6"
"perturb","1"
"deduct","4"
"snarl","2"
"douse","9"
"portray","7"
"blight","1"
"complain","214"
"scrub","2"
"splay","6"
"affirm","10"
"collate","1"
"usurp","3"
"renovate","2"
"condone","3"
"waggle","1"
"piece","2"
"adjust","99"
"excrete","1"
"garb","1"
"carry","1280"
"burst","102"
"frame","3"
"debauch","1"
"clamber","27"
"forgive","83"
"deem","35"
"stiffen","40"
"clash","2"
"compel","55"
"overturn","12"
"depress","6"
"parade","7"
"sic","1"
"incarcerate","7"
"repress","8"
"burden","6"
"salute","4"
"clasp","65"
"dine","2"
"overhang","6"
"alert","30"
"plot","12"
"rate","3"
"sanction","1"
"deduce","28"
"await","253"
"trouble","100"
"divide","236"
"sip","54"
"class","1"
"contend","6"
"sit","6236"
"rehearse","13"
"thwart","3"
"gamble","8"
"plod","1"
"splice","3"
"bound","9"
"shackle","3"
"go","13975"
"falter","2"
"counter","7"
"conserve","4"
"stroke","185"
"unmask","3"
"breed","23"
"tease","20"
"parry","4"
"descry","1"
"form","307"
"appraise","9"
"implicate","8"
"coagulate","1"
"waylay","3"
"publish","243"
"avoid","607"
"renew","32"
"lull","1"
"bid","44"
"astonish","47"
"prompt","15"
"polemicize","1"
"withdraw","160"
"assign","48"
"elaborate","9"
"practice","46"
"select","127"
"gawp","1"
"fulfill","67"
"crowd","8"
"deprave","1"
"languish","1"
"repose","4"
"invoke","4"
"divine","1"
"disbelieve","1"
"slaughter","14"
"abhor","1"
"flourish","18"
"transcribe","1"
"ski","8"
"fatigue","5"
"contemplate","52"
"recognise","170"
"model","2"
"join","506"
"drag","237"
"decease","1"
"clamp","20"
"reduce","123"
"sentence","36"
"inquire","90"
"issue","91"
"lower","236"
"expunge","1"
"rave","2"
"announce","484"
"drink","943"
"decree","7"
"operate","138"
"intercept","11"
"supplement","9"
"gladden","1"
"contrast","11"
"defy","8"
"reconsider","3"
"begin","5593"
"become","14"
"admonish","5"
"widen","62"
"mediate","7"
"accrue","2"
"penalize","3"
"amplify","8"
"goggle","2"
"lure","17"
"whirl","17"
"recede","26"
"delegate","1"
"dissolve","74"
"digest","27"
"slump","9"
"veto","1"
"congregate","4"
"delight","46"
"side","1"
"disembark","16"
"break","989"
"change","1627"
"predominate","17"
"draw","814"
"comfort","98"
"hide","1123"
"scrutinise","3"
"clang","2"
"condescend","3"
"report","385"
"stabilize","5"
"complete","138"
"shuffle","10"
"compensate","9"
"idolize","2"
"disburse","2"
"squirm","21"
"sigh","292"
"lament","3"
"certify","4"
"sign","429"
"mislead","14"
"outrage","4"
"diffuse","5"
"coax","6"
"scramble","15"
"salve","1"
"adumbrate","1"
"sift","1"
"download","1"
"split","30"
"skirt","7"
"immerse","17"
"marshal","4"
"limit","71"
"lust","4"
"claim","45"
"FIND","1"
"overbalance","1"
"undress","73"
"durst","1"
"pre-empt","1"
"fasten","53"
"contest","22"
"level","18"
"clench","21"
"beget","2"
"preserve","211"
"establish","195"
"wrench","15"
"raze","2"
"deter","17"
"lurk","45"
"license","3"
"puff","2"
"coat","5"
"expand","73"
"bob","15"
"gaze","452"
"dream","522"
"squander","3"
"confide","103"
"proclaim","40"
"survey","60"
"retrieve","43"
"jolt","1"
"postpone","54"
"spy","6"
"jeopardize","7"
"heat","22"
"hammer","33"
"displace","12"
"blab","1"
"seal","21"
"apportion","1"
"box","1"
"bow","61"
"investigate","80"
"wobble","4"
"switch","137"
"head","120"
"total","1"
"heal","53"
"reserve","10"
"dive","40"
"heap","2"
"hear","6908"
"fight","523"
"rescue","121"
"cripple","6"
"console","71"
"recover","116"
"determine","363"
"wheel","18"
"devastate","7"
"cross","579"
"exonerate","3"
"control","248"
"drill","4"
"confer","6"
"unmake","2"
"acknowledge","98"
"equip","44"
"ameliorate","1"
"quarrel","68"
"overthrow","29"
"cock","7"
"inflict","27"
"knit","12"
"mould","6"
"stumble","20"
"transmute","3"
"hoard","3"
"elbow","2"
"vary","43"
"stoop","41"
"paint","351"
"wrest","2"
"apologise","21"
"discipline","2"
"ponder","88"
"transgress","1"
"animate","1"
"injure","44"
"freeze","82"
"exert","6"
"lighten","6"
"hinder","27"
"estimate","66"
"strengthen","76"
"scent","7"
"exhibit","28"
"brand","15"
"pinpoint","8"
"choke","36"
"deny","241"
"edit","6"
"gotta","207"
"subtract","3"
"unscrew","2"
"puke","2"
"swathe","3"
"accept","699"
"seat","86"
"wheedle","3"
"adopt","77"
"wander","176"
"expire","27"
"hustle","7"
"affront","3"
"oppose","20"
"tarry","3"
"sue","43"
"sermonize","1"
"overcome","150"
"cooperate","51"
"sum","23"
"delve","2"
"recite","6"
"seek","568"
"seem","2312"
"obliterate","5"
"oppress","2"
"waltz","2"
"disturb","173"
"adore","96"
"lecture","39"
"persist","44"
"pump","3"
"caution","16"
"pierce","35"
"bewitch","9"
"incense","3"
"storm","10"
"speculate","40"
"shudder","12"
"launch","26"
"store","39"
"heed","13"
"adorn","26"
"quell","2"
"dismantle","8"
"flower","4"
"confirm","260"
"single","13"
"pull","1146"
"molest","9"
"scourge","2"
"bug","6"
"cloak","2"
"appoint","26"
"acquaint","18"
"assist","85"
"intervene","40"
"ELECT","1"
"ignite","11"
"stoke","2"
"declare","255"
"separate","193"
"buy","1317"
"express","367"
"confine","30"
"advocate","7"
"quest","1"
"elicit","38"
"up","5"
"generate","30"
"tuck","18"
"coil","4"
"ensure","75"
"sink","253"
"query","3"
"suppose","648"
"scruple","3"
"thin","1"
"brake","5"
"extract","59"
"obscure","14"
"dismay","1"
"forge","6"
"expend","12"
"solve","143"
"quake","1"
"sing","862"
"demonstrate","126"
"heft","2"
"organise","8"
"support","169"
"enfold","8"
"deceive","72"
"coin","6"
"drop","813"
"hire","250"
"imprint","6"
"decompose","7"
"throng","2"
"hearken","1"
"gag","1"
"saunter","1"
"damp","1"
"flush","1"
"cringe","8"
"screw","3"
"assent","6"
"emphasize","49"
"shriek","32"
"decamp","1"
"brighten","6"
"figure","61"
"preclude","3"
"corrupt","6"
"teach","768"
"transmit","55"
"commemorate","3"
"argue","254"
"weaken","22"
"damn","1"
"belie","2"
"daunt","1"
"deepen","61"
"succeed","248"
"forego","1"
"revel","11"
"bluff","1"
"advertise","6"
"compromise","2"
"sack","11"
"torment","71"
"reach","1266"
"type","40"
"hiss","1"
"recant","4"
"practise","55"
"disarticulate","1"
"justify","13"
"review","15"
"sight","19"
"weather","1"
"roar","116"
"tighten","5"
"roam","38"
"enshrine","1"
"simulate","8"
"guide","131"
"segue","1"
"souse","1"
"lambaste","1"
"collar","1"
"contract","21"
"conclude","117"
"scroll","1"
"come","11184"
"push","531"
"exist","777"
"countermand","1"
"purr","26"
"assail","23"
"LOSE","2"
"lift","661"
"force","573"
"goad","1"
"gambol","1"
"flag","1"
"suffuse","4"
"trudge","6"
"wear","1785"
"range","1"
"wean","4"
"derive","38"
"disprove","8"
"cope","19"
"rock","43"
"overhear","68"
"confess","283"
"impress","44"
"leak","19"
"dart","12"
"flay","4"
"predetermine","1"
"lean","704"
"feature","6"
"assert","12"
"get","6535"
"recall","484"
"climax","3"
"darn","1"
"leap","308"
"flap","17"
"copy","59"
"place","596"
"dare","71"
"dispute","6"
"overstate","3"
"cook","158"
"sell","699"
"suggest","462"
"suspect","228"
"abide","13"
"apologize","211"
"contrive","4"
"lead","1314"
"filter","17"
"expect","1634"
"help","2238"
"cease","296"
"soothe","26"
"assess","40"
"mingle","50"
"rename","8"
"braid","2"
"owe","146"
"drape","10"
"date","27"
"dress","410"
"blot","8"
"reveal","443"
"utter","99"
"own","243"
"sound","612"
"vibrate","18"
"plait","4"
"translate","216"
"escalate","2"
"condense","2"
"revitalize","2"
"substantiate","4"
"divert","24"
"create","507"
"tag","1"
"blow","107"
"tan","2"
"tap","51"
"like","1799"
"titillate","1"
"tax","2"
"replay","5"
"constrain","11"
"flabbergast","7"
"delude","9"
"startle","73"
"reaffirm","2"
"enforce","6"
"ground","1"
"dash","44"
"flunk","4"
"send","1992"
"note","130"
"sail","33"
"regret","178"
"abridge","1"
"purpose","1"
"line","1"
"link","102"
"exile","2"
"flee","310"
"scale","1"
"forage","3"
"hedge","2"
"weep","219"
"tune","18"
"hoist","39"
"can","1"
"award","15"
"subdivide","10"
"organize","55"
"surmount","4"
"ready","7"
"readjust","3"
"flex","1"
"alarm","21"
"station","4"
"shimmer","3"
"fester","1"
"smooth","6"
"satisfy","143"
"will","10"
"plight","1"
"smoke","229"
"match","68"
"fault","2"
"follow","1647"
"hail","20"
"accent","1"
"beckon","10"
"interrogate","62"
"divest","3"
"emphasise","27"
"challenge","41"
"unearth","7"
"emit","56"
"intend","335"
"rival","6"
"snap","38"
