"invade","invaded","pf"
"prosper","prospered","impf"
"wolf","wolfed","pf"
"weary","Wearied","pf"
"slant","slant","impf"
"bespeak","bespeaks","impf"
"appeal","appeal","impf"
"swamp","swamp","pf"
"people","people","pf"
"stay","stayed","pf"
"repine","repine","impf"
"dedicate","dedicated","pf"
"evolve","evolve","impf"
"appear","appeared","impf"
"face","facing","impf"
"gyrate","gyrating","impf"
"abandon","abandoned","pf"
"stab","stabbed","impf"
"inspire","inspire","pf"
"impart","impart","pf"
"negate","negate","impf"
"fish","fished","impf"
"progress","progressed","impf"
"invite","invited","pf"
"glide","gliding","impf"
"open","opened","pf"
"devote","devoting","impf"
"crumble","crumbled","pf"
"circumvent","circumventing","impf"
"treat","Treated","pf"
"daydream","daydream","impf"
"approximate","approximate","pf"
"invest","invested","pf"
"consign","consigned","pf"
"project","projected","pf"
"ice","iced","pf"
"nominate","nominated","pf"
"tread","trod","impf"
"emboss","emboss","pf"
"loom","looms","impf"
"reevaluate","REEVALUATE","pf"
"budge","budge","pf"
"imperil","imperil","pf"
"beseech","beseeched","impf"
"sever","severing","pf"
"loop","looping","impf"
"restrain","restrain","pf"
"fend","fended","pf"
"rummage","rummaged","impf"
"bare","bare","pf"
"ruin","ruin","pf"
"surprise","surprised","impf"
"crane","craning","pf"
"abound","abounded","impf"
"invert","inverting","pf"
"celebrate","celebrate","pf"
"spill","spilled","pf"
"pester","pestering","impf"
"cradle","Cradling","pf"
"please","pleased","impf"
"look","looked","pf"
"hunger","hungered","impf"
"darken","darkened","pf"
"retch","retched","impf"
"disrupt","disrupt","pf"
"scar","scar","pf"
"attune","Attuned","pf"
"misfire","misfired","pf"
"rankle","rankled","impf"
"converse","conversing","impf"
"inspect","inspected","impf"
"salvage","salvaged","pf"
"allow","allowed","pf"
"dangle","dangled","impf"
"gulp","gulping","impf"
"defer","deferred","pf"
"knock","knocked","pf"
"fantasize","fantasize","impf"
"befall","befallen","pf"
"upend","upending","pf"
"rule","rules","impf"
"detect","detect","pf"
"re-establish","re-established","pf"
"revoke","revoke","pf"
"update","updated","impf"
"purge","purging","pf"
"condemn","condemned","pf"
"speed","speeded","pf"
"allot","allotted","pf"
"canvass","canvassing","impf"
"evert","everted","pf"
"admit","admitted","pf"
"propel","propelled","impf"
"mash","mashed","impf"
"wonder","wondered","impf"
"bath","bathed","impf"
"mask","masked","pf"
"patrol","patrolled","impf"
"accustom","accustomed","pf"
"entail","entailed","impf"
"apply","applies","impf"
"stew","stewed","impf"
"overlook","overlooked","pf"
"commend","commended","pf"
"externalize","externalize","pf"
"concoct","concocting","pf"
"chastise","chastised","impf"
"disagree","disagree","impf"
"misplace","misplaced","pf"
"step","step","pf"
"comment","commented","pf"
"bash","bashing","impf"
"revolt","revolted","pf"
"transcend","transcends","impf"
"disgust","disgusted","pf"
"mark","marked","impf"
"stem","stems","impf"
"base","based","pf"
"endanger","endanger","impf"
"employ","employed","pf"
"coerce","coerce","impf"
"subordinate","subordinate","pf"
"defuse","defused","pf"
"equalize","equalize","impf"
"reminisce","reminisced","impf"
"tingle","tingling","impf"
"reestablish","reestablish","pf"
"consist","consist","impf"
"ingest","ingesting","impf"
"prick","pricked","impf"
"relate","relating","impf"
"enable","enabled","pf"
"espy","espied","pf"
"deplore","deplored","impf"
"zip","zipped","pf"
"still","stilled","pf"
"compress","compressing","pf"
"work","working","impf"
"arise","arise","pf"
"lose","lose","pf"
"constitute","constituted","impf"
"cherish","cherishes","impf"
"outlive","outlive","pf"
"agree","agreed","impf"
"patronize","patronize","impf"
"fail","failed","pf"
"indict","indict","pf"
"convince","convinced","pf"
"mate","mated","pf"
"deputize","deputized","impf"
"prolong","prolong","impf"
"terminate","terminate","pf"
"love","loved","impf"
"broadcast","broadcasting","impf"
"galvanize","galvanized","pf"
"steep","steeped","pf"
"seize","seized","pf"
"excise","excising","pf"
"enjoy","enjoy","impf"
"nettle","nettled","impf"
"shroud","shrouded","pf"
"caress","caressing","impf"
"substitute","Substitute","pf"
"punch","punching","pf"
"nick","nicked","pf"
"discontinue","discontinued","pf"
"falsify","falsified","pf"
"fall","fell","pf"
"illumine","illumine","impf"
"blaze","blaze","impf"
"scatter","scattered","pf"
"violate","violate","pf"
"eat","eat","impf"
"verify","verify","pf"
"steer","steered","impf"
"inaugurate","inaugurating","pf"
"cramp","cramped","pf"
"undergo","undergone","pf"
"reward","rewarded","pf"
"finger","fingered","pf"
"include","include","impf"
"sympathize","sympathizing","impf"
"erase","erased","pf"
"repent","repenting","impf"
"swallow","swallowed","pf"
"ebb","ebbing","impf"
"inhabit","inhabit","impf"
"gratify","gratified","pf"
"sting","stung","impf"
"abstract","abstracted","pf"
"nurture","nurtured","impf"
"buckle","buckled","pf"
"stink","stank","impf"
"excel","excel","impf"
"culture","cultured","impf"
"thump","thumped","impf"
"abduct","abducted","pf"
"bawl","bawled","impf"
"fake","faking","impf"
"perambulate","perambulating","impf"
"stir","stirred","pf"
"devour","devour","pf"
"unroll","unrolled","pf"
"nonplus","nonplussed","pf"
"insult","insulted","impf"
"span","spanned","impf"
"voice","voiced","pf"
"escort","escorted","impf"
"wince","wince","pf"
"perfect","perfected","pf"
"prefer","prefer","impf"
"ascribe","ascribe","impf"
"butcher","butchering","impf"
"enhearten","enhearten","pf"
"float","floating","impf"
"allure","allured","pf"
"cauterize","cauterized","pf"
"arrange","arranged","pf"
"evade","evaded","impf"
"disgorge","disgorged","impf"
"depart","departed","impf"
"exaggerate","exaggerating","impf"
"demean","demean","pf"
"discover","discover","pf"
"spell","spelt","impf"
"imply","implying","impf"
"offset","offset","pf"
"tether","tethered","pf"
"vex","vexed","impf"
"excite","excite","pf"
"peruse","perused","impf"
"capture","captured","pf"
"solicit","soliciting","impf"
"poke","poked","pf"
"manufacture","manufacture","impf"
"thrust","thrust","pf"
"enshroud","enshrouded","pf"
"mug","mugged","pf"
"commence","commenced","pf"
"wriggle","wriggled","impf"
"repair","repaired","pf"
"billet","billeted","pf"
"steal","stolen","pf"
"interact","interacted","impf"
"insure","insured","pf"
"bombard","bombard","impf"
"bestow","bestowed","pf"
"superintend","superintended","impf"
"unwind","unwinding","impf"
"typeset","typeset","impf"
"captivate","captivate","pf"
"forsake","forsaken","pf"
"trace","trace","pf"
"empathize","empathize","impf"
"blubber","blubbering","impf"
"spend","spend","pf"
"endeavour","endeavoured","impf"
"discriminate","discriminating","impf"
"camouflage","camouflaged","pf"
"track","tracking","pf"
"value","valued","impf"
"annex","annexed","pf"
"procure","procuring","pf"
"agonize","agonize","impf"
"appertain","appertains","impf"
"repay","repaid","pf"
"stifle","stifled","pf"
"overestimate","overestimating","impf"
"rush","rushed","impf"
"command","commanded","impf"
"demolish","demolished","pf"
"embolden","emboldened","pf"
"trade","trade","pf"
"round","rounded","pf"
"swarm","swarming","impf"
"anticipate","anticipated","impf"
"detach","detaches","pf"
"fabricate","fabricated","pf"
"spew","spewed","impf"
"slash","slashed","pf"
"transfigure","transfigured","pf"
"tally","tallied","pf"
"seduce","seduced","impf"
"weave","weave","impf"
"fare","fare","impf"
"urge","urged","impf"
"mislay","mislaid","pf"
"score","scoring","pf"
"vie","vying","impf"
"quote","quoted","pf"
"graduate","graduated","pf"
"scorn","scorned","impf"
"farm","farmed","impf"
"silence","silenced","pf"
"near","nearing","impf"
"educate","educated","impf"
"utilise","utilising","pf"
"ram","rammed","pf"
"navigate","navigate","impf"
"rap","rap","pf"
"instruct","instructed","pf"
"upgrade","upgraded","pf"
"coalesce","coalesced","pf"
"pool","pooled","pf"
"retell","retold","impf"
"stop","stop","pf"
"guess","guess","pf"
"topple","toppled","pf"
"detain","detaining","pf"
"pilfer","pilfering","impf"
"contravene","contravenes","impf"
"institute","institute","pf"
"endure","endured","pf"
"feign","feigned","impf"
"stow","stowed","pf"
"exhale","exhaled","pf"
"hasten","hasten","impf"
"cede","cede","pf"
"maneuver","Maneuver","impf"
"sleep","slept","impf"
"refuse","refuse","impf"
"sicken","sickened","pf"
"retire","retired","pf"
"efface","efface","pf"
"close","closed","pf"
"sweep","sweep","pf"
"descend","descended","pf"
"irk","irked","impf"
"slay","slain","pf"
"mitigate","mitigate","pf"
"learn","learned","pf"
"signify","signify","pf"
"slink","slinking","pf"
"unclose","unclosed","pf"
"unleash","unleashed","pf"
"oblige","obliged","impf"
"disdain","disdain","impf"
"slam","slammed","pf"
"characterize","characterize","impf"
"swing","swing","impf"
"refute","refute","pf"
"spin","spin","impf"
"dissect","dissect","pf"
"emerge","emerged","pf"
"lease","lease","pf"
"exploit","exploit","pf"
"slap","slapped","pf"
"scout","scouting","pf"
"register","registered","impf"
"scour","scouring","impf"
"couple","coupled","impf"
"communicate","communicating","impf"
"evidence","evidenced","impf"
"jerk","jerked","pf"
"sprint","sprinted","impf"
"entangle","entangled","pf"
"garnish","garnished","impf"
"DO","DO","pf"
"fling","flung","pf"
"stun","stunned","pf"
"spring","sprang","pf"
"narrate","narrated","impf"
"act","act","impf"
"post","posting","impf"
"decelerate","decelerated","pf"
"leave","leave","pf"
"duck","duck","pf"
"blush","blush","impf"
"shred","shredded","impf"
"finish","finished","pf"
"disown","disown","pf"
"kindle","kindled","pf"
"surrender","surrendered","pf"
"add","added","pf"
"liquidate","liquidated","pf"
"ratify","ratified","pf"
"accede","accede","pf"
"need","need","impf"
"pose","posed","pf"
"amend","amends","pf"
"erupt","erupted","pf"
"shade","shade","pf"
"collide","collided","pf"
"remedy","remedied","pf"
"gather","gathered","pf"
"jail","jail","pf"
"insist","insisted","impf"
"consent","consented","impf"
"nullify","nullified","pf"
"respect","respected","impf"
"purloin","purloined","pf"
"retreat","retreated","impf"
"unloose","unloosed","pf"
"ache","ache","impf"
"shell","shelled","impf"
"loose","loosed","pf"
"exchange","exchanging","pf"
"hesitate","hesitated","impf"
"trust","trust","impf"
"trounce","trounced","pf"
"scoop","scooped","pf"
"culminate","culminating","pf"
"scamper","scampering","impf"
"scoot","scoot","impf"
"choose","chosen","pf"
"paste","pasting","impf"
"overtake","overtook","pf"
"ride","ridden","impf"
"prevent","prevented","impf"
"expiate","expiate","pf"
"behave","behave","impf"
"stretch","stretched","impf"
"undo","undo","pf"
"accomplish","accomplished","pf"
"irritate","irritated","impf"
"dislodge","dislodged","pf"
"end","ended","impf"
"enumerate","enumerate","impf"
"illuminate","illuminated","pf"
"estrange","estranged","pf"
"vow","vowed","impf"
"mistake","mistaken","pf"
"identify","identify","pf"
"embrace","embraced","impf"
"intersect","intersects","impf"
"protrude","protruding","impf"
"pour","poured","pf"
"toil","toiling","impf"
"enthrall","enthralled","pf"
"label","label","pf"
"praise","praise","pf"
"modify","modified","pf"
"vouch","vouch","pf"
"cram","cramming","impf"
"mortify","mortified","pf"
"re-echo","re-echoed","impf"
"fulminate","fulminate","pf"
"betray","betrayed","impf"
"enunciate","enunciated","pf"
"pledge","pledged","pf"
"detest","detests","impf"
"pronounce","pronounce","pf"
"deliberate","deliberating","impf"
"swear","swore","impf"
"age","ageing","impf"
"taper","tapered","impf"
"decorate","decorated","pf"
"career","careering","impf"
"slacken","slackened","pf"
"release","released","pf"
"careen","careened","pf"
"charter","charter","pf"
"overbear","overborne","pf"
"yearn","yearn","impf"
"purify","purified","impf"
"rid","rid","pf"
"liberate","liberate","pf"
"toll","tolling","impf"
"nab","nabbed","pf"
"number","numbered","pf"
"eject","ejecting","pf"
"aspire","aspires","impf"
"rig","rigged","pf"
"shorten","shortened","impf"
"nag","nag","impf"
"explode","exploded","pf"
"reinforce","reinforcing","impf"
"punish","punish","impf"
"slack","slack","pf"
"rip","ripped","pf"
"decline","declined","pf"
"narrow","narrowed","pf"
"brave","brave","impf"
"judge","judged","pf"
"rebut","rebutting","pf"
"manipulate","manipulated","impf"
"contradict","contradict","impf"
"wiggle","wiggle","impf"
"scuffle","scuffle","impf"
"shape","shaped","impf"
"embroider","embroidered","impf"
"extradite","extradite","pf"
"specify","specify","pf"
"whistle","whistling","impf"
"handle","handled","impf"
"wanna","wanna","impf"
"quarry","quarried","impf"
"exit","exit","pf"
"submerge","submerged","pf"
"converge","converged","impf"
"compose","composing","impf"
"spot","spotted","pf"
"circumscribe","circumscribed","pf"
"aid","aiding","impf"
"aim","aiming","impf"
"ail","ails","impf"
"drench","drenched","impf"
"retain","retain","pf"
"savor","savor","impf"
"air","aired","impf"
"unbolt","unbolted","pf"
"swell","swollen","pf"
"remind","remind","pf"
"defeat","defeated","impf"
"withstand","withstand","impf"
"epitomize","epitomized","impf"
"encourage","encourage","pf"
"accommodate","accommodating","impf"
"vacillate","vacillated","impf"
"yield","yielded","pf"
"incriminate","incriminate","pf"
"administer","administered","impf"
"transplant","transplant","pf"
"speak","spoke","pf"
"share","sharing","impf"
"elucidate","elucidated","pf"
"prevaricate","prevaricate","impf"
"elope","eloping","pf"
"Believe","Believe","impf"
"err","err","impf"
"linger","lingered","impf"
"USE","USE","pf"
"dispel","dispelled","pf"
"meditate","meditated","impf"
"recollect","recollected","pf"
"sham","shamming","impf"
"slip","slipping","pf"
"anchor","anchor","pf"
"dislocate","dislocate","pf"
"cite","cited","pf"
"blurt","blurt","pf"
"moan","moaning","impf"
"pertain","pertains","impf"
"shed","sheds","pf"
"shake","shaken","pf"
"honor","honored","impf"
"screen","screened","impf"
"correspond","corresponded","impf"
"spur","spurred","pf"
"elapse","elapsed","pf"
"rear","reared","pf"
"undertake","undertook","pf"
"impersonate","impersonating","impf"
"reap","reaped","pf"
"presume","presumed","impf"
"complement","complementing","impf"
"qualify","qualified","pf"
"read","Read","pf"
"touch","touches","impf"
"articulate","articulate","impf"
"adhere","adhered","impf"
"bluster","blustering","impf"
"traverse","traverse","pf"
"yell","yelled","impf"
"foretell","foretell","impf"
"swipe","swiped","pf"
"scowl","scowling","pf"
"activate","activating","pf"
"collect","collect","pf"
"inconvenience","inconvenienced","impf"
"endow","endowed","pf"
"shame","shames","impf"
"precipitate","precipitated","pf"
"facilitate","facilitates","pf"
"rob","robbed","pf"
"rile","rile","pf"
"quiver","quivered","impf"
"favour","favoured","pf"
"harden","hardened","pf"
"disappoint","disappointed","pf"
"exalt","exalted","pf"
"grunt","grunted","impf"
"hurtle","hurtling","impf"
"snitch","Snitching","pf"
"define","defined","pf"
"predict","predicted","pf"
"dictate","dictates","impf"
"dump","dumped","pf"
"flick","flicked","pf"
"render","rendered","pf"
"undermine","undermined","pf"
"blossom","blossomed","impf"
"manifest","manifested","impf"
"relieve","relieved","pf"
"endeavor","endeavored","impf"
"enrage","enraged","pf"
"distil","distilled","impf"
"transport","transported","pf"
"sprain","sprained","pf"
"untie","untying","pf"
"engage","engaged","pf"
"earmark","earmark","pf"
"whisper","whispered","pf"
"transpose","transposed","pf"
"revolve","revolve","pf"
"collapse","collapses","impf"
"summon","summon","pf"
"comprehend","comprehend","pf"
"reason","reasoning","impf"
"ring","ringing","impf"
"maintain","maintained","pf"
"taste","tasted","impf"
"shift","shifted","pf"
"implore","implored","impf"
"ship","shipped","pf"
"echo","echoed","impf"
"jab","jabbed","pf"
"rehabilitate","rehabilitate","pf"
"erect","erected","pf"
"bargain","bargained","impf"
"annihilate","annihilated","impf"
"despatch","despatched","pf"
"jam","jamming","impf"
"construe","construed","impf"
"pivot","pivoted","impf"
"tote","toting","impf"
"resort","resorting","pf"
"dance","danced","impf"
"testify","testify","impf"
"dwindle","Dwindling","impf"
"boil","boiled","pf"
"dissuade","dissuade","impf"
"encompass","encompassed","impf"
"dissociate","dissociating","pf"
"dunk","dunked","impf"
"officiate","officiated","impf"
"waver","waver","impf"
"nail","nail","pf"
"remain","remains","pf"
"amaze","amazed","pf"
"refine","refined","pf"
"reek","reeks","impf"
"demand","demanded","impf"
"toss","tossed","pf"
"mount","mounted","pf"
"confound","confounded","pf"
"reel","reeled","impf"
"prickle","prickled","impf"
"acquiesce","acquiesce","pf"
"slow","slowed","pf"
"grade","grade","pf"
"deposit","deposit","pf"
"dissipate","dissipate","pf"
"recount","recounting","impf"
"scorch","scorch","impf"
"flash","flashing","impf"
"accuse","accusing","impf"
"accentuate","accentuating","pf"
"guarantee","guarantee","pf"
"recommend","recommend","pf"
"espouse","espousing","impf"
"acquire","acquired","pf"
"entwine","entwined","pf"
"commingle","commingled","impf"
"grace","graced","impf"
"indemnify","indemnify","pf"
"attribute","attributed","impf"
"arm","armed","pf"
"broaden","broadened","impf"
"retard","retarded","pf"
"caper","capered","impf"
"stitch","stitched","impf"
"triumph","triumphed","pf"
"esteem","esteem","impf"
"poison","poisoning","pf"
"outweigh","outweighs","impf"
"slumber","slumber","impf"
"suffocate","suffocating","impf"
"arouse","aroused","impf"
"empower","empower","pf"
"suppress","suppressed","impf"
"outgrow","outgrew","pf"
"tour","touring","impf"
"persuade","persuade","pf"
"call","called","pf"
"calm","Calm","pf"
"refill","refill","pf"
"embellish","embellish","impf"
"kick","kicks","impf"
"retract","retracted","pf"
"ask","ask","impf"
"supervise","supervising","impf"
"swerve","swerve","pf"
"gossip","gossiped","impf"
"describe","described","pf"
"grab","grabbed","pf"
"suck","sucking","impf"
"countenance","countenance","impf"
"rub","rub","impf"
"solace","solaced","pf"
"rue","rue","impf"
"disregard","disregard","impf"
"run","ran","impf"
"dwell","dwelled","impf"
"incorporate","incorporates","impf"
"enact","enact","impf"
"bomb","bomb","impf"
"recapture","recapture","pf"
"boast","boasted","impf"
"outshine","outshine","pf"
"research","research","impf"
"scrutinize","scrutinizing","impf"
"debate","debate","impf"
"extinguish","extinguished","pf"
"mother","mothered","impf"
"view","view","impf"
"reiterate","reiterating","impf"
"preach","preach","impf"
"segment","segmented","pf"
"flank","flanked","impf"
"forewarn","forewarned","impf"
"subjugate","subjugate","pf"
"donate","donating","pf"
"deplete","depleted","pf"
"overvalue","overvalued","impf"
"clothe","clothed","pf"
"slug","slug","pf"
"worry","worried","impf"
"imagine","imagine","impf"
"whack","whack","pf"
"incommode","incommode","impf"
"mold","molded","impf"
"telephone","telephone","pf"
"duplicate","duplicate","impf"
"consecrate","consecrated","pf"
"decrease","decrease","pf"
"overlap","overlaps","impf"
"surmise","surmised","impf"
"volunteer","volunteered","pf"
"debase","debased","pf"
"reopen","reopen","pf"
"assassinate","assassinated","pf"
"name","named","pf"
"mourn","mourned","impf"
"bolt","bolted","pf"
"migrate","migrate","impf"
"shoo","shooed","pf"
"crunch","crunching","impf"
"nod","nodded","pf"
"shop","shopped","pf"
"import","import","impf"
"occupy","occupied","pf"
"submit","submit","pf"
"abolish","abolish","pf"
"abstain","abstained","pf"
"attract","attracted","pf"
"book","book","pf"
"show","show","pf"
"intrude","intruded","pf"
"snatch","snatched","pf"
"blink","blinked","impf"
"disappear","disappearing","pf"
"renounce","renounce","pf"
"magnify","magnified","impf"
"button","buttoned","pf"
"crouch","crouched","pf"
"impose","impose","pf"
"defend","defended","impf"
"ally","allying","pf"
"arrive","arrived","pf"
"thrash","thrashed","impf"
"pinch","pinching","impf"
"rack","racked","impf"
"abbreviate","abbreviating","impf"
"race","raced","impf"
"conquer","conquered","pf"
"introduce","introduced","pf"
"greet","greeted","pf"
"situate","situated","pf"
"bond","bonded","pf"
"target","target","pf"
"obstruct","obstructing","impf"
"oust","ousted","pf"
"mouth","mouth","pf"
"droop","drooped","impf"
"grind","ground","impf"
"refer","refer","pf"
"risk","risk","pf"
"rise","rose","pf"
"flame","flame","impf"
"yank","yanked","pf"
"play","playing","impf"
"symbolize","symbolizes","impf"
"discard","discard","pf"
"fancy","fancied","impf"
"rebel","rebelled","pf"
"bounce","bounced","impf"
"jig","jigging","impf"
"decide","decided","pf"
"loosen","loosen","pf"
"vouchsafe","vouchsafed","pf"
"rent","rent","pf"
"babysit","babysit","impf"
"cart","carted","impf"
"cast","cast","impf"
"hijack","hijack","impf"
"crush","crushed","pf"
"slice","sliced","pf"
"frost","frosted","pf"
"burrow","burrowing","impf"
"catch","caught","pf"
"incline","inclined","pf"
"embed","Embedded","pf"
"rend","rend","pf"
"plan","planning","impf"
"elevate","elevate","pf"
"designate","designated","pf"
"clinch","clinching","pf"
"give","gave","impf"
"liven","liven","pf"
"counsel","counselled","impf"
"double","double","pf"
"carp","carped","impf"
"imbue","imbued","pf"
"phone","phoned","pf"
"rely","rely","impf"
"slide","slide","impf"
"moor","moored","pf"
"utilize","utilize","pf"
"prevail","prevailed","pf"
"subside","subside","impf"
"suit","suit","impf"
"care","cared","impf"
"browse","browsing","impf"
"damage","damaged","pf"
"assault","assaulted","pf"
"vindicate","vindicating","impf"
"study","studied","impf"
"intensify","intensified","pf"
"guard","guarded","impf"
"harry","harry","impf"
"settle","settle","pf"
"direct","directs","impf"
"heighten","heightened","pf"
"smother","smothered","impf"
"exercise","exercises","impf"
"gain","gained","pf"
"scrounge","scrounge","pf"
"labour","laboured","impf"
"engross","engrossed","pf"
"bulldoze","bulldozed","pf"
"confuse","confused","pf"
"cushion","cushioned","pf"
"scold","scolding","impf"
"abate","abate","impf"
"hassle","hassle","impf"
"wed","wed","pf"
"eschew","eschew","impf"
"protect","protected","impf"
"amass","amassing","impf"
"deign","deigned","impf"
"dial","dialed","pf"
"nudge","nudge","pf"
"grin","grinned","pf"
"stress","stressing","pf"
"grip","gripped","pf"
"explore","explore","impf"
"wet","wet","pf"
"display","displayed","impf"
"shirk","shirk","impf"
"deify","Deifying","impf"
"kill","killed","pf"
"bore","bored","impf"
"wrong","wronged","pf"
"criticize","criticized","impf"
"spurt","spurted","pf"
"waive","waiving","pf"
"disquiet","disquieted","pf"
"whet","Whets","pf"
"rage","raged","impf"
"behold","beholding","impf"
"preside","presided","impf"
"spurn","spurned","pf"
"board","boarding","impf"
"stuff","stuffing","pf"
"persevere","persevered","pf"
"shut","shut","pf"
"arrest","arrest","pf"
"mature","mature","pf"
"retrace","retraced","impf"
"alleviate","alleviate","pf"
"influence","influence","pf"
"disassemble","disassembled","pf"
"overflow","overflowed","pf"
"provoke","provoked","pf"
"threaten","threaten","impf"
"enrich","enriched","pf"
"shun","shun","impf"
"foil","foil","pf"
"negotiate","negotiated","pf"
"strain","straining","pf"
"rain","raining","impf"
"hunt","hunting","impf"
"tangle","tangled","pf"
"intrigue","intrigued","pf"
"package","packaged","pf"
"shatter","shattered","pf"
"market","market","impf"
"unburden","unburdening","pf"
"glimpse","glimpsed","pf"
"transfer","transferred","impf"
"keel","keeled","pf"
"invigorate","invigorated","pf"
"phrase","phrase","pf"
"overhaul","overhauled","pf"
"keep","keeping","impf"
"effect","effected","pf"
"omit","omit","pf"
"perceive","perceived","impf"
"embarrass","embarrassed","impf"
"raid","raiding","impf"
"weigh","weighed","impf"
"sponsor","Sponsored","impf"
"prance","prances","impf"
"terrify","terrified","pf"
"jog","jogging","impf"
"ascertain","ascertaining","pf"
"unveil","unveil","pf"
"contribute","contributed","pf"
"launder","laundered","impf"
"insert","insert","pf"
"awaken","awakened","pf"
"remark","remarked","pf"
"forbid","forbid","pf"
"jot","jotted","pf"
"strangle","strangled","impf"
"highlight","highlighted","pf"
"strive","strive","impf"
"reject","rejected","pf"
"sag","sagged","pf"
"compliment","complimenting","pf"
"strafe","strafe","impf"
"diet","diet","impf"
"blunder","blundered","pf"
"double-cross","double-crossed","pf"
"win","won","pf"
"profit","profit","impf"
"rest","rest","pf"
"breach","breach","pf"
"move","moved","impf"
"amount","amounted","impf"
"comply","comply","pf"
"entomb","entombed","pf"
"spellbind","spellbound","pf"
"saw","sawed","impf"
"bewilder","bewildered","pf"
"say","Says","impf"
"increase","increasing","impf"
"shine","shining","impf"
"differ","differed","impf"
"diminish","diminished","pf"
"spread","spread","pf"
"surpass","surpassing","pf"
"fizzle","fizzled","pf"
"stagnate","stagnate","impf"
"visit","visit","pf"
"affiliate","affiliated","pf"
"rake","raking","impf"
"succumb","succumbed","pf"
"fib","fibbing","impf"
"unfold","unfolding","impf"
"parent","parenting","pf"
"hearten","Heartened","pf"
"shunt","shunted","impf"
"christen","christened","pf"
"bring","bring","impf"
"alienate","alienated","pf"
"awake","awoke","pf"
"kiss","kissed","pf"
"plague","plague","impf"
"ban","banned","pf"
"fascinate","fascinated","pf"
"offer","offered","impf"
"fit","fitted","pf"
"suffer","suffering","impf"
"fix","fixed","pf"
"draft","drafted","pf"
"perch","perched","impf"
"prowl","prowling","impf"
"neglect","neglected","pf"
"adjourn","adjourned","pf"
"grow","grew","impf"
"carve","carve","pf"
"shrink","shrink","pf"
"veil","veiled","pf"
"proliferate","proliferate","impf"
"disclaim","disclaimed","impf"
"extend","extend","pf"
"underestimate","underestimated","impf"
"fold","folded","pf"
"delay","delayed","pf"
"hurl","hurled","pf"
"plant","planted","pf"
"presuppose","presupposes","impf"
"drive","drive","impf"
"hurt","hurting","pf"
"inscribe","inscribed","pf"
"deal","deal","impf"
"prove","proved","pf"
"abuse","abusing","impf"
"exacerbate","exacerbated","pf"
"affect","affected","impf"
"admire","admiring","impf"
"drain","drain","pf"
"amuse","amused","impf"
"isolate","isolate","pf"
"rape","rape","pf"
"amputate","amputate","pf"
"see","see","impf"
"search","searched","impf"
"fool","fooling","impf"
"enquire","enquire","impf"
"relinquish","relinquish","pf"
"indicate","indicated","pf"
"sidestep","sidestepped","pf"
"symbolise","symbolised","impf"
"foot","footing","pf"
"plummet","plummeted","impf"
"contain","contain","impf"
"set","set","pf"
"charge","charge","impf"
"litter","littered","pf"
"sew","sewed","pf"
"jeopardise","jeopardised","pf"
"punctuate","punctuate","pf"
"alternate","alternated","impf"
"quicken","quickens","pf"
"breathe","breathed","pf"
"sample","sample","pf"
"jingle","jingled","impf"
"integrate","integrate","pf"
"assuage","assuage","pf"
"recreate","recreate","pf"
"battle","battled","impf"
"holler","hollered","impf"
"fly","flying","impf"
"pique","piqued","pf"
"plunge","plunged","pf"
"petition","petition","impf"
"enchant","enchanted","pf"
"diagnose","diagnosed","pf"
"decry","decries","impf"
"stigmatize","Stigmatized","pf"
"gape","gaped","impf"
"tipple","tippling","impf"
"clarify","clarifies","pf"
"betoken","betokened","impf"
"beg","beg","impf"
"haunt","haunted","impf"
"precede","preceded","impf"
"ditch","ditched","pf"
"scare","scares","pf"
"jut","jutted","impf"
"grub","grubbing","impf"
"Remind","Remind","pf"
"do","doing","impf"
"stroll","strolled","impf"
"observe","observing","impf"
"disillusion","disillusioned","pf"
"furnish","furnish","pf"
"bet","bet","pf"
"differentiate","differentiate","impf"
"criticise","criticised","impf"
"Pose","Pose","impf"
"discharge","discharged","pf"
"exclude","exclude","pf"
"enlighten","enlighten","pf"
"perturb","perturbed","impf"
"deduct","deducted","pf"
"snarl","snarling","impf"
"douse","douse","pf"
"portray","portrayed","pf"
"blight","blight","impf"
"complain","complain","impf"
"scrub","scrubbing","pf"
"splay","splayed","pf"
"affirm","affirmed","impf"
"collate","collated","impf"
"usurp","usurp","pf"
"renovate","renovated","pf"
"condone","condoning","impf"
"waggle","waggled","impf"
"piece","pieced","pf"
"adjust","adjusting","pf"
"excrete","excrete","pf"
"garb","garbing","impf"
"carry","carrying","impf"
"burst","burst","pf"
"frame","frame","pf"
"debauch","debauched","pf"
"clamber","clamber","impf"
"forgive","forgave","pf"
"deem","deemed","impf"
"stiffen","stiffened","pf"
"clash","clashing","pf"
"compel","compelled","impf"
"overturn","overturned","pf"
"depress","depressed","pf"
"parade","parading","impf"
"sic","sic","pf"
"incarcerate","incarcerated","pf"
"repress","repress","pf"
"burden","burden","impf"
"salute","saluted","pf"
"clasp","clasped","impf"
"dine","dined","impf"
"overhang","overhung","impf"
"alert","alerted","pf"
"plot","plotted","pf"
"rate","rated","impf"
"sanction","sanctioned","pf"
"deduce","deducing","pf"
"await","awaiting","impf"
"trouble","troubling","impf"
"divide","divided","impf"
"sip","sipped","impf"
"class","classed","pf"
"contend","contended","impf"
"sit","sitting","impf"
"rehearse","rehearsing","impf"
"thwart","thwarted","pf"
