"replayed","replay","přehrát","přehrát","pf"," If a measuring device is present at a scene of great mental stress — and at the right time in the cycle according to which the electrical disturbances created by the event pass by the spot again, then the whole scene might be replayed, albeit in decayed form ... ”"," Pokud do dějiště velkého duševního vypětí umístíme měřící zařízení ve správný okamžik cyklu, tedy ve chvíli, kdy elektrické poruchy tou událostí vyvolané opět kolem dotyčného místa probíhají, dá se celý výjev znovu přehrát, i když nepřesně ... """
"suggests","suggest","navrhne","navrhnout","pf"," when she answers “ I do nothing ” he suggests they take a boat-ride on the Jiři together."," "" Nic, "" odpoví Táňa, a Serge jí navrhne, že by si mohli společně vyjet na parníku Jiří."
"nods","nod","kývne","kývnout","pf"," Casting an inquisitive glance at the secretary, who nods at him that she ’ s got it all down, the transcriber picks the duster up and wipes it clean."," Muž, který zapisuje, se tázavě zahledí na sekretářku, ta na něj kývne na znamení, že všechno zapsala, přepisovač se chopí houby a tabuli utře."
"wipes","wipe","utře","utřít","pf"," Casting an inquisitive glance at the secretary, who nods at him that she ’ s got it all down, the transcriber picks the duster up and wipes it clean."," Muž, který zapisuje, se tázavě zahledí na sekretářku, ta na něj kývne na znamení, že všechno zapsala, přepisovač se chopí houby a tabuli utře."
"clean","clean","utře","utřít","pf"," Casting an inquisitive glance at the secretary, who nods at him that she ’ s got it all down, the transcriber picks the duster up and wipes it clean."," Muž, který zapisuje, se tázavě zahledí na sekretářku, ta na něj kývne na znamení, že všechno zapsala, přepisovač se chopí houby a tabuli utře."
"wiped","wipe","otře","otřít","pf"," The top half of the board is wiped again as the message continues :"," Muž otře horní polovinu tabule a zpráva pokračuje :"
"continues","continue","pokračuje","pokračovat","impf"," The top half of the board is wiped again as the message continues :"," Muž otře horní polovinu tabule a zpráva pokračuje :"
"Finding","find","zjistila","zjistit","pf"," Finding herself persecuted by malicious sceptics on her homecoming, she resolved to once more offer her gift to the more open-minded peoples of the Old World ..."," Po svém návratu do Ameriky zjistila, že si ji čím dál tím častěji berou na mušku zlovolní skeptikové, a tak se opět rozhodla věnovat svůj talent svobodomyslnějším národům Starého světa ..."
"resolved","resolve","rozhodla","rozhodnout","pf"," Finding herself persecuted by malicious sceptics on her homecoming, she resolved to once more offer her gift to the more open-minded peoples of the Old World ..."," Po svém návratu do Ameriky zjistila, že si ji čím dál tím častěji berou na mušku zlovolní skeptikové, a tak se opět rozhodla věnovat svůj talent svobodomyslnějším národům Starého světa ..."
"asks","ask","zeptá","zeptat","pf"," “ What are these for? ” Serge asks Audrey."," "" K čemu je tohle? "" zeptá se Serge."
"says","say","odpoví","odpovědět","pf"," “ To vibrate the air, ” she says."," "" K rozvibrování vzduchu, "" odpoví Audrey."
"look","look","podíváš","podívat","pf"," When you look at them from here — ” he pulls Serge ’ s head across to where his own was — “ they run together."," A když se na ně podíváš odtud - "" přitáhne Sergeovi hlavu přes stůl k té své, "" tak ti splynou."
"pulls","pull","přitáhne","přitáhnout","pf"," When you look at them from here — ” he pulls Serge ’ s head across to where his own was — “ they run together."," A když se na ně podíváš odtud - "" přitáhne Sergeovi hlavu přes stůl k té své, "" tak ti splynou."
"tell","tell","Rozeznáš","rozeznat","pf"," Can you tell what part of the liquid ’ s in the glass and what ’ s on the table top? ”"," Rozeznáš, co z vína je ve sklenici a co na stole? """
"asks","ask","zeptá","zeptat","pf"," “ Does it matter? ” Serge asks."," "" A je to důležité? "" zeptá se Serge."
"paint","paint","nakreslit","nakreslit","pf"," “ How you going to paint something if you can ’ t even see what it is? ”"," "" Jak chceš něco nakreslit, když ani nevidíš, co to je? """
"see","see","nevidíš","vidět","impf"," “ How you going to paint something if you can ’ t even see what it is? ”"," "" Jak chceš něco nakreslit, když ani nevidíš, co to je? """
"trying","try","snaží","snažit","impf"," Fedora ’ s taken his hand out of his jacket now, and is trying to attract the master of ceremonies ’ attention, but to no avail."," Klobouk už vytáhl ruku zpod saka a snaží se upoutat konferenciérovu pozornost, ale nedaří se."
"attract","attract","upoutat","upoutat","pf"," Fedora ’ s taken his hand out of his jacket now, and is trying to attract the master of ceremonies ’ attention, but to no avail."," Klobouk už vytáhl ruku zpod saka a snaží se upoutat konferenciérovu pozornost, ale nedaří se."
"murmurs","murmur","zamumlá","zamumlat","pf"," “ That ’ s German for ‘ Mrs., ’ ” someone near him murmurs."," "" Nemá to být ' jehla '? "" zamumlá někdo poblíž něj."
"adds","add","doplní","doplnit","pf"," D, he adds."," RKA, doplní Serge."
"shot","shoot","spustila","spustit","pf"," “ Got shot through the heart when someone else ’ s gun went off. ”"," "" Někomu spustila puška a prostřelila mu srdce. """
"says","say","řekne","říci","pf"," “ That was his own gun, ” a fourth man says."," "" To byla jeho puška, "" řekne čtvrtý."
"died","die","umřel","umřít","pf"," “ No, that was another man who died the week before, ” the third man corrects him."," "" Ne, to byl ještě jiný, co umřel týden předtím, "" opraví ho ten třetí."
"corrects","correct","opraví","opravit","pf"," “ No, that was another man who died the week before, ” the third man corrects him."," "" Ne, to byl ještě jiný, co umřel týden předtím, "" opraví ho ten třetí."
"see","see","vidí","vidět","impf"," From where he is now, he can see the children in the orchard and their game-board shrinking, and the orchard itself shrinking, and the wires around it too : their edges all contracting to form a compound that itself shrinks until it ’ s so small that it ’ s no longer perceptible."," Ze svého současného stanoviště vidí, jak se děti v sadu i jejich hrací deska scvrkávají, scvrkává se i sad a dráty kolem : jejich obrysy se smršťují a tvoří ohrazené místo, které se také scvrkává, až je tak malé, že už není k rozeznání."
"form","form","tvoří","tvořit","impf"," From where he is now, he can see the children in the orchard and their game-board shrinking, and the orchard itself shrinking, and the wires around it too : their edges all contracting to form a compound that itself shrinks until it ’ s so small that it ’ s no longer perceptible."," Ze svého současného stanoviště vidí, jak se děti v sadu i jejich hrací deska scvrkávají, scvrkává se i sad a dráty kolem : jejich obrysy se smršťují a tvoří ohrazené místo, které se také scvrkává, až je tak malé, že už není k rozeznání."
"gets","get","dostane","dostat","pf"," Again, the table tilts at Y, then O, then U, and spells out the same sequence as before — until it gets to the E of ‘ BRIDE ’ : this it replaces with a G;"," Stůl se opět pohne při T, při V, při A, a opakuje stejný sled písmen jako předtím, až se dostane za třetí A."
"meant","mean","chtěl","chtít","impf"," “ Is that what you meant?"," "" To jsi chtěl říci?"
"sitting","sit","sedí","sedět","impf"," He gestures vaguely at Serge, who ’ s sitting quietly in the corner holding the guillotine with which the men have allowed him to cut their cigars."," Neurčitě ukáže na Serge, který tiše sedí v koutku a drží gilotinku, na které smí dospělým odřezávat špičky doutníků."
"holding","hold","drží","držet","impf"," He gestures vaguely at Serge, who ’ s sitting quietly in the corner holding the guillotine with which the men have allowed him to cut their cigars."," Neurčitě ukáže na Serge, který tiše sedí v koutku a drží gilotinku, na které smí dospělým odřezávat špičky doutníků."
"allowed","allow","smí","smět","impf"," He gestures vaguely at Serge, who ’ s sitting quietly in the corner holding the guillotine with which the men have allowed him to cut their cigars."," Neurčitě ukáže na Serge, který tiše sedí v koutku a drží gilotinku, na které smí dospělým odřezávat špičky doutníků."
"mean","mean","chci","chtít","impf"," “ No, I mean that — ”"," "" Ne, já chci říct, že - """
"prepare","prepare","připravuješ","připravovat","impf"," You work on it, prepare its way into the world, then some other bastard sneaks into the nest and steals your egg. ”"," Dřeš se s tím, připravuješ tomu cestičku na svět, a pak se ti do hnízdečka přikrade nějaká svinská straka a šup, ukradne ti vajíčko. """
"steals","steal","ukradne","ukrást","pf"," You work on it, prepare its way into the world, then some other bastard sneaks into the nest and steals your egg. ”"," Dřeš se s tím, připravuješ tomu cestičku na svět, a pak se ti do hnízdečka přikrade nějaká svinská straka a šup, ukradne ti vajíčko. """
"slides","slide","sklouzne","sklouznout","pf"," “ Your face is black! ” they shout at him as he steps out of the nacelle and slides down off the lower wing."," "" Jsi celej černej! "" hulákají na něj, když vyleze z gondoly a sklouzne se dolů po spodním křídle."
"says","say","řekne","říci","pf"," “ Tar in the explosive mixture, ” Langeveldt says as he peels his helmet off."," "" To je dehet v palivu, "" řekne Langeveldt a sundá si kuklu."
"replies","reply","odpoví","odpovědět","pf"," “ I liked it a lot, ” Serge replies."," "" Moc, "" odpoví Serge."
"sitting","sit","sedí","sedět","impf"," Maybe neither she nor he ’ s behind it all, but someone else entirely, a “ control ” not even in the room but sitting back at home counting the proceeds of this remote manipulation of human automata."," Třeba za tím vším ani nestojí ona, nýbrž úplně někdo jiný, "" řídící duch "", který možná ani není tady v sále, nýbrž sedí doma a počítá, kolik mu tenhle na dálku řízený lidský automat vydělal."
"counting","count","počítá","počítat","impf"," Maybe neither she nor he ’ s behind it all, but someone else entirely, a “ control ” not even in the room but sitting back at home counting the proceeds of this remote manipulation of human automata."," Třeba za tím vším ani nestojí ona, nýbrž úplně někdo jiný, "" řídící duch "", který možná ani není tady v sále, nýbrž sedí doma a počítá, kolik mu tenhle na dálku řízený lidský automat vydělal."
"starts","start","začne","začít","pf"," Serge slips his hand back underneath his jacket as the lady starts calling the letters out."," Dáma začne odříkávat abecedu a Serge opět zajede rukou pod sako."
"hear","hear","slyšíte","slyšet","impf"," “ How do you hear? ” the secretary asks, addressing herself to the table as before."," "" Jak je slyšíte? "" zeptá se sekretářka - i dnes se přitom obrací na stůl."
"asks","ask","zeptá","zeptat","pf"," “ How do you hear? ” the secretary asks, addressing herself to the table as before."," "" Jak je slyšíte? "" zeptá se sekretářka - i dnes se přitom obrací na stůl."
"reminds","remind","Připomíná","připomínat","impf"," reminds him of liturgical chants and whispers echoing around St. Alfege ’ s interior."," Připomíná mu liturgické zpěvy a šeptání, rozléhající se kostelem svátého Alfega."
"hear","hear","slyší","slyšet","impf"," There are people around : he can hear voices, muffled beyond the metal."," Kolem jsou lidé, slyší hlasy tlumené vrstvou plechu."
"hear","hear","slyší","slyšet","impf"," They can hear him too : they ’ re saying so, saying he must be hurt, that the car should be lifted from above him."," I oni ho slyší : říkají to, říkají, že je určitě zraněný a že je potřeba z něj to auto zvednout."
"saying","say","říkají","říkat","impf"," They can hear him too : they ’ re saying so, saying he must be hurt, that the car should be lifted from above him."," I oni ho slyší : říkají to, říkají, že je určitě zraněný a že je potřeba z něj to auto zvednout."
"saying","say","říkají","říkat","impf"," They can hear him too : they ’ re saying so, saying he must be hurt, that the car should be lifted from above him."," I oni ho slyší : říkají to, říkají, že je určitě zraněný a že je potřeba z něj to auto zvednout."
"saying","say","říkají","říkat","impf"," They can hear him too : they ’ re saying so, saying he must be hurt, that the car should be lifted from above him."," I oni ho slyší : říkají to, říkají, že je určitě zraněný a že je potřeba z něj to auto zvednout."
"saying","say","říkají","říkat","impf"," They can hear him too : they ’ re saying so, saying he must be hurt, that the car should be lifted from above him."," I oni ho slyší : říkají to, říkají, že je určitě zraněný a že je potřeba z něj to auto zvednout."
"lifted","lift","zvednout","zvednout","pf"," They can hear him too : they ’ re saying so, saying he must be hurt, that the car should be lifted from above him."," I oni ho slyší : říkají to, říkají, že je určitě zraněný a že je potřeba z něj to auto zvednout."
"come","come","nepůjde","jít","impf"," “ It won ’ t come off, ” he tries to call back to them."," "" To nepůjde, "" zkouší na ně zavolat."
"tries","try","zkouší","zkoušet","impf"," “ It won ’ t come off, ” he tries to call back to them."," "" To nepůjde, "" zkouší na ně zavolat."
"call","call","zavolat","zavolat","pf"," “ It won ’ t come off, ” he tries to call back to them."," "" To nepůjde, "" zkouší na ně zavolat."
"asked","ask","Zeptal","zeptat","pf"," He asked me : am I a little brother, or is she my little sister?"," Zeptal se mě : jsem já mladší bratr, nebo ona je moje mladší sestra?"
"calls","call","říká","říkat","impf"," She calls me her big brother, but she ’ s like little sister."," Ona mi říká velký bráško, ale je jako mladší sestřička."
"understand","understand","nerozumí","rozumět","impf"," Now Tilly doesn ’ t understand. ”"," Tilly tomu nerozumí. """
"says","say","odpoví","odpovědět","pf"," “ Blocks here have always been labelled like that, ” Petrou says, adding after a short pause :"," "" Tady jsou domovní bloky odjakživa označené takhle, "" odpoví Petrou a po krátké odmlce dodá :"
"adding","add","dodá","dodat","pf"," “ Blocks here have always been labelled like that, ” Petrou says, adding after a short pause :"," "" Tady jsou domovní bloky odjakživa označené takhle, "" odpoví Petrou a po krátké odmlce dodá :"
"devised","devise","vymysleli","vymyslet","pf"," It was here that the fourth-century Copts devised their alphabet by transcribing spoken Egyptian into Greek figures, then adding hieroglyphs."," Právě tady ve čtvrtém století Koptové vymysleli svou abecedu, když přepsali mluvenou egyptštinu řeckou abecedou a přidali hieroglyfy."
"adding","add","přidali","přidat","pf"," It was here that the fourth-century Copts devised their alphabet by transcribing spoken Egyptian into Greek figures, then adding hieroglyphs."," Právě tady ve čtvrtém století Koptové vymysleli svou abecedu, když přepsali mluvenou egyptštinu řeckou abecedou a přidali hieroglyfy."
"began","begin","začalo","začít","pf"," This city ’ s where it all began : cultures and languages slamming into one another, making new ones."," V tomhle městě to všechno začalo : kultury a jazyky se tu přebíjejí a přetvářejí v jiné."
"rising","rise","stoupá","stoupat","impf"," There ’ s always something rising from your plane;"," Z vašeho prostoru pořád něco stoupá."
"says","say","řekne","říci","pf"," “ I have a question, ” he says."," "" Mám dotaz, "" řekne."
"need","need","potřebujete","potřebovat","impf"," “ If you need the atoms of living things to reconstitute them, why do those things not disappear from our world? ”"," "" Pokud na jejich rekonstrukci potřebujete atomy z věcí z našeho světa, tak jak to, že tyhle věci v našem světě nemizí? """
"disappear","disappear","nemizí","mizet","impf"," “ If you need the atoms of living things to reconstitute them, why do those things not disappear from our world? ”"," "" Pokud na jejich rekonstrukci potřebujete atomy z věcí z našeho světa, tak jak to, že tyhle věci v našem světě nemizí? """
"expecting","expect","očekává","očekávat","impf"," Twenty or so minutes into the production, Serge is expecting a male hero to wash up on the Scythian shore and introduce a basic conflict into the prevailing orthodoxy, but no such event takes place : instead, the play runs through a gamut of light-hearted sketches in which aspects of contemporary London life — hailing a taxi, ordering in restaurants, navigating the new telephone-number system — are satirised through a thin Amazonian veil."," Po dvaceti minutách představení Serge stále ještě očekává, že se u skýthských břehů vylodí mužský hrdina a vnese do zdejšího ortodoxního řádu konflikt, leč nic takového se nestane : místo toho se začne odvíjet pestrá paleta rozverných výstupů, v nichž se v amazonském hávu předvádí satira na soudobé strasti života v Londýně - shánění taxíka, objednávání v restauraci i nový systém telefonních čísel."
"buy","buy","kupují","kupovat","impf"," Sometimes their parents or nurses stop and buy them pastries, which the children never seem to enjoy much."," Občas se tu jejich rodiče nebo ošetřovatelky zastavují a kupují jim sladkosti, z nichž děti nebývají dvakrát nadšené."
"thinks","think","myslí","myslet","impf"," Sins of the fathers, Serge thinks as he watches them each day."," Hříchy otců, myslí si Serge, když je den co den sleduje."
"watches","watch","sleduje","sledovat","impf"," Sins of the fathers, Serge thinks as he watches them each day."," Hříchy otců, myslí si Serge, když je den co den sleduje."
"takes","take","bere","brát","impf"," As far as Serge can tell, Sophie only takes breakfast, and doesn ’ t even seem to eat that : each time he visits her lab over the next few days he sees sandwiches piled up virtually untouched beside glasses of lemonade that, no more than sipped at, are growing viscid bubbles on their surface like Aphrophora spumaria."," Pokud je to Serge s to posoudit, Sophie si bere jen snídani, a ani tu patrně nesní : vždycky, když ji v několika následujících dnech navštíví v laboratoři, všimne si téměř netknutých sendvičů, které se vrší za sklenicemi limonády, z nichž bylo sotva usrknuto a v nichž se na hladině tvoří vazké bubliny připomínající výměšky Aphrophora spumaria."
"eat","eat","nesní","sníst","pf"," As far as Serge can tell, Sophie only takes breakfast, and doesn ’ t even seem to eat that : each time he visits her lab over the next few days he sees sandwiches piled up virtually untouched beside glasses of lemonade that, no more than sipped at, are growing viscid bubbles on their surface like Aphrophora spumaria."," Pokud je to Serge s to posoudit, Sophie si bere jen snídani, a ani tu patrně nesní : vždycky, když ji v několika následujících dnech navštíví v laboratoři, všimne si téměř netknutých sendvičů, které se vrší za sklenicemi limonády, z nichž bylo sotva usrknuto a v nichž se na hladině tvoří vazké bubliny připomínající výměšky Aphrophora spumaria."
"visits","visit","navštíví","navštívit","pf"," As far as Serge can tell, Sophie only takes breakfast, and doesn ’ t even seem to eat that : each time he visits her lab over the next few days he sees sandwiches piled up virtually untouched beside glasses of lemonade that, no more than sipped at, are growing viscid bubbles on their surface like Aphrophora spumaria."," Pokud je to Serge s to posoudit, Sophie si bere jen snídani, a ani tu patrně nesní : vždycky, když ji v několika následujících dnech navštíví v laboratoři, všimne si téměř netknutých sendvičů, které se vrší za sklenicemi limonády, z nichž bylo sotva usrknuto a v nichž se na hladině tvoří vazké bubliny připomínající výměšky Aphrophora spumaria."
"sees","see","navštíví","navštívit","pf"," As far as Serge can tell, Sophie only takes breakfast, and doesn ’ t even seem to eat that : each time he visits her lab over the next few days he sees sandwiches piled up virtually untouched beside glasses of lemonade that, no more than sipped at, are growing viscid bubbles on their surface like Aphrophora spumaria."," Pokud je to Serge s to posoudit, Sophie si bere jen snídani, a ani tu patrně nesní : vždycky, když ji v několika následujících dnech navštíví v laboratoři, všimne si téměř netknutých sendvičů, které se vrší za sklenicemi limonády, z nichž bylo sotva usrknuto a v nichž se na hladině tvoří vazké bubliny připomínající výměšky Aphrophora spumaria."
"growing","grow","přibývají","přibývat","impf"," Above these, on the wall, the texts, charts and diagrams are growing, spreading."," Nad nimi na zdi přibývají a rozlézají se texty, tabulky a diagramy."
"rings","ring","zazvoní","zazvonit","pf"," it rings out tight and clearly, like a tuning fork."," džbán jasně, čistě zazvoní, jako ladička."
"follows","follow","sleduje","sledovat","impf"," Serge follows its vibrations round the chamber with his eye."," Serge pohledem sleduje jeho vibrace po celé místnosti."
"visited","visit","navštěvoval","navštěvovat","impf"," The place looks less like a warehouse to him now, and more like the backstage area of the Empire Theatre where he visited Audrey."," Teď už si nepřipadá tolik jako ve skladišti, spíš jako v zákulisí divadla Empire, kde navštěvoval Audrey."
"intimated","intimate","naznačil","naznačit","pf"," “ It ’ s communicated to us via intermediaries, on a need-to-know basis, as I intimated."," "" To je nám sdělováno přes prostředníky a jen pomocí nejnutnějších informací, jak jsem již naznačil."
"listening","listen","poslouchá","poslouchat","impf"," The man listening at the door hisses and signals to them to restore the room to its original state."," Muž, který poslouchá u dveří, sykne a zamává, aby uvedli světnici do původního stavu."
"lowering","lower","spouštějí","spouštět","impf"," They pass out of the courtyard towards the town ’ s river, where, beside a boathouse, rowers are lowering their not-yet-charcoaled canoes from a jetty while swimmers in trunks and bathing caps splash friends in paddle boats."," Serge a Lucia vyjdou z nádvoří k řece, kde před loděnicí veslaři spouštějí z mola své zatím ještě nezuhelnatělé kánoe a plavci v koupacích oděvech a čepicích cákají na své přátele na šlapadlech."
"fall","fall","padnou","padnout","pf"," He jerks his palm upwards, propelling them towards the ceiling, but they arc leadenly, fall straight down to the floor and separate again."," Vymrští dlaň vzhůru a hodí s nimi ke stropu, ale motýlci jako kus olova padnou přímo k zemi a zase se oddělí."
"sets","set","Položí","položit","pf"," He sets the denuded torso back inside the pit to stagger around as it did before while he holds the wings up for inspection."," Položí očesané torzo zpátky do jámy, aby se tu mohlo jako předtím potácet dokola, a začne si křídla prohlížet."
"tries","try","Pokusí","pokusit","pf"," He tries to roll its asphalt flatness up into a tarry sphere, to coil the outlying landscape into a larger, hollow ring around it, and to bounce a tiny, yellow ball between the two, but finds the mental space through which the smaller orb should move filling up with crackling gorse and heather."," Pokusí se jejich asfaltovou plochu srolovat do dehtové koule, okolní krajinu svinout do velké kružnice kolem a rozpohybovat mezi nimi žlutý míček, ale zjistí, že se mu myšlený prostor, kterým by měla menší kulička poskakovat, plní praskajícím hlodášem a vřesem."
"finds","find","zjistí","zjistit","pf"," He tries to roll its asphalt flatness up into a tarry sphere, to coil the outlying landscape into a larger, hollow ring around it, and to bounce a tiny, yellow ball between the two, but finds the mental space through which the smaller orb should move filling up with crackling gorse and heather."," Pokusí se jejich asfaltovou plochu srolovat do dehtové koule, okolní krajinu svinout do velké kružnice kolem a rozpohybovat mezi nimi žlutý míček, ale zjistí, že se mu myšlený prostor, kterým by měla menší kulička poskakovat, plní praskajícím hlodášem a vřesem."
"bounce","bounce","poskakovat","poskakovat","impf"," He tries to roll its asphalt flatness up into a tarry sphere, to coil the outlying landscape into a larger, hollow ring around it, and to bounce a tiny, yellow ball between the two, but finds the mental space through which the smaller orb should move filling up with crackling gorse and heather."," Pokusí se jejich asfaltovou plochu srolovat do dehtové koule, okolní krajinu svinout do velké kružnice kolem a rozpohybovat mezi nimi žlutý míček, ale zjistí, že se mu myšlený prostor, kterým by měla menší kulička poskakovat, plní praskajícím hlodášem a vřesem."
"filling","fill","plní","plnit","impf"," He tries to roll its asphalt flatness up into a tarry sphere, to coil the outlying landscape into a larger, hollow ring around it, and to bounce a tiny, yellow ball between the two, but finds the mental space through which the smaller orb should move filling up with crackling gorse and heather."," Pokusí se jejich asfaltovou plochu srolovat do dehtové koule, okolní krajinu svinout do velké kružnice kolem a rozpohybovat mezi nimi žlutý míček, ale zjistí, že se mu myšlený prostor, kterým by měla menší kulička poskakovat, plní praskajícím hlodášem a vřesem."
"explaining","explain","vysvětluje","vysvětlovat","impf"," His father ’ s explaining :"," Otec vysvětluje :"
"accelerates","accelerate","zrychluje","zrychlovat","impf"," The land accelerates away, its surface area expanding even as it shrinks."," Země pod nimi zrychluje a její povrch se zároveň smršťuje i roste."
"casts","cast","vrhá","vrhat","impf"," in a solar eclipse the moon casts a shadow on the earth;"," tedy Měsíc vrhá stín na Zemi."
"got","get","obdrželi","obdržet","pf"," Malin ’ s got ten private messages for Lusitania, seven for Campania, two for Olympic : request instructions how to proceed with ... the honour of your company on the occasion of ... weighing seven and a half pounds, a girl ..."," V Malinu obdrželi deset soukromých zpráv pro Lusitanii, sedm pro Campanii, dvě pro Olympic : vyžádat pokyny k dalšímu postupu ohledně ... čest vás doprovodit u příležitosti ... holčička, váha sedm a půl libry ..."
"stay","stay","zůstávají","zůstávat","impf"," The operators stay on after the Marconigrams have gone through, chatting to one another :"," Telegrafisté zůstávají na příjmu i po přijetí radiogramů a klábosí spolu :"
"asked","ask","zeptal","zeptat","pf"," “ An appendix? ” Serge asked."," "" Dodatek? "" zeptal se Serge."
"repeated","repeat","zopakoval","zopakovat","pf"," “ An appendix, ” Widsun repeated."," "" Dodatek, "" zopakoval Widsun."
"Think","think","považovat","považovat","impf"," Think of it as the lost chapter. ”"," Můžeš to považovat za ztracenou kapitolu. """
"contain","contain","měla","mít","impf"," “ What should it contain? ”"," "" Co by měla obsahovat? """
"contain","contain","obsahovat","obsahovat","impf"," “ What should it contain? ”"," "" Co by měla obsahovat? """
"write","write","napíšu","napsat","pf"," “ If I knew that I ’ d write it myself, ” Widsun chuckled."," "" Kdybych to věděl, napíšu si ji sám, "" zachechtal se Widsun."
"carries","carry","vysílá","vysílat","impf"," The music carries signals too :"," I hudba vysílá signály;"
"lose","lose","ztrácejí","ztrácet","impf"," There are several, gathering within the noise only to lose their shape again and slip away."," Je jich několik, spojují se v proudu hudby, vzápětí opět ztrácejí tvar a odplouvají."
"pronounces","pronounce","vysloví","vyslovit","pf"," When she pronounces Y though, the table top dips — unmistakeably, a clear forward tilt towards the audience, who gasp in amazement."," Když ale vysloví T, deska stolu se nakloní - bez nejmenší pochybnosti se zcela zřetelně nakloní k divákům a ti užasle zalapají po dechu."
"imbibing","imbibe","popíjejíce","popíjet","impf"," So now, it says here, ‘ all visitors may divertise themselves imbibing of the restorative balm. ’"," A tak dnes, jak se tu píše, ' se tu mohou všichni návštěvníci věnovat radovánkám, popíjejíce přitom léčivý balsam '."
"transmit","transmit","přenášet","přenášet","impf"," There is no reason this could not be done : indeed, successes have already been claimed by others in the passing of static images via radio — you of all people will be privy to that fact — but my ambition is much higher : to transmit moving pictures over distance, such that life in all its full, vibrant immediacy may be relayed without any delay."," Není důvodu, proč by to nebylo možné : jiní badatelé už hlásí úspěchy v přenosu nehybného obrazu prostřednictvím radiových vln - což tobě musí být známo -, já si však kladu cíl mnohem vyšší : přenášet na dálku obraz pohyblivý, tak, aby mohl být přenášen život ve vší své syté bezprostřednosti."
"relayed","relay","přenášet","přenášet","impf"," There is no reason this could not be done : indeed, successes have already been claimed by others in the passing of static images via radio — you of all people will be privy to that fact — but my ambition is much higher : to transmit moving pictures over distance, such that life in all its full, vibrant immediacy may be relayed without any delay."," Není důvodu, proč by to nebylo možné : jiní badatelé už hlásí úspěchy v přenosu nehybného obrazu prostřednictvím radiových vln - což tobě musí být známo -, já si však kladu cíl mnohem vyšší : přenášet na dálku obraz pohyblivý, tak, aby mohl být přenášen život ve vší své syté bezprostřednosti."
"transmit","transmit","přenášen","přenášet","impf"," There is no reason this could not be done : indeed, successes have already been claimed by others in the passing of static images via radio — you of all people will be privy to that fact — but my ambition is much higher : to transmit moving pictures over distance, such that life in all its full, vibrant immediacy may be relayed without any delay."," Není důvodu, proč by to nebylo možné : jiní badatelé už hlásí úspěchy v přenosu nehybného obrazu prostřednictvím radiových vln - což tobě musí být známo -, já si však kladu cíl mnohem vyšší : přenášet na dálku obraz pohyblivý, tak, aby mohl být přenášen život ve vší své syté bezprostřednosti."
"relayed","relay","přenášen","přenášet","impf"," There is no reason this could not be done : indeed, successes have already been claimed by others in the passing of static images via radio — you of all people will be privy to that fact — but my ambition is much higher : to transmit moving pictures over distance, such that life in all its full, vibrant immediacy may be relayed without any delay."," Není důvodu, proč by to nebylo možné : jiní badatelé už hlásí úspěchy v přenosu nehybného obrazu prostřednictvím radiových vln - což tobě musí být známo -, já si však kladu cíl mnohem vyšší : přenášet na dálku obraz pohyblivý, tak, aby mohl být přenášen život ve vší své syté bezprostřednosti."
"read","read","čteš","číst","impf"," Yes, you read that right : what I ’ m inventing is no less than a remote, instant kinematoscope!"," Ano, čteš správně : vynalézám ne méně než dálkový a okamžitý kinematoskop!"
"pass","pass","míjejí","míjet","impf"," As they pass the enormous poppy bed she exchanges finger-signs with Bodner, who ’ s half-lost among the swollen, bulbous heads."," Když míjejí rozměrný záhon s mákem, vymění si Sophie pár znaků s Bodnerem, který se mezi naběhlými baňatými makovicemi skoro ztrácí."
"exchanges","exchange","vymění","vyměnit","pf"," As they pass the enormous poppy bed she exchanges finger-signs with Bodner, who ’ s half-lost among the swollen, bulbous heads."," Když míjejí rozměrný záhon s mákem, vymění si Sophie pár znaků s Bodnerem, který se mezi naběhlými baňatými makovicemi skoro ztrácí."
"warns","warn","varuje","varovat","impf"," “ Don ’ t ever let your father catch you doing that, ” Clair warns her."," "" Ať vás při tomhle nikdy nenačapá otec, "" varuje ji Clair."
"continues","continue","pokračuje","pokračovat","impf"," “ These lilies, ” she continues lecturing them as they arrive beside swathes of deep maroon, “ are Sun Gods."," "" Tyhle lilie, "" pokračuje v přednášce, když dojdou k temně hnědému posekanému záhonu, "" to je odrůda Sluneční bůh."
"arrive","arrive","dojdou","dojít","pf"," “ These lilies, ” she continues lecturing them as they arrive beside swathes of deep maroon, “ are Sun Gods."," "" Tyhle lilie, "" pokračuje v přednášce, když dojdou k temně hnědému posekanému záhonu, "" to je odrůda Sluneční bůh."
"scoop","scoop","nabere","nabrat","pf"," Here — ” she digs her hand into the ground to scoop and scrape earth away from the bulb — “ is the basal plate, this round pyramid thing."," Tady - "" hrábne do hlíny, nabere cibuli do dlaně a oklepe z ní hlínu, "" - tahle kulová, zašpičatělá věc, to je zárodek."
"came","come","přišel","přijít","pf"," She has a glazed look, not quite in the present, as though she were staring through him, or around him, at something that was there before he came and will be there after he leaves."," Dívá se skelně, tak trochu nepřítomně, jako by se dívala skrz něj nebo kolem něj, jako by tu cosi bylo předtím, než přišel, a bude to tu i poté, co odejde."
"leaves","leave","odejde","odejít","pf"," She has a glazed look, not quite in the present, as though she were staring through him, or around him, at something that was there before he came and will be there after he leaves."," Dívá se skelně, tak trochu nepřítomně, jako by se dívala skrz něj nebo kolem něj, jako by tu cosi bylo předtím, než přišel, a bude to tu i poté, co odejde."
