"missed","miss","vynechala","vynechat","pf"," The woman who did the pressing, at the cleaners, had missed some days that week."," Žehlířka v čistírně však ten týden několik dní vynechala."
"come","come","Pojďte","jít","impf"," “ You better come in, ” she said, and led the way."," "" Pojďte radši dál, "" vyzvala je a šla napřed."
"come","come","šla","jít","impf"," “ You better come in, ” she said, and led the way."," "" Pojďte radši dál, "" vyzvala je a šla napřed."
"hope","hope","Doufám","doufat","impf"," “ I hope you don ’ t mind if I finish my churning."," "" Doufám, že vám nebude vadit, když budu pokračovat se stloukáním."
"did","do","Dělala","dělat","impf"," I was churning when my last company came and I did stop it, but if I don ’ t get at it again the butter might go bad on me. ”"," Dělala jsem máslo, když přišli moji poslední návštěvníci, a nechala jsem toho, ale jestli se do toho nepustím hned znovu, mohlo by se mi srazit. """
"go","go","Dělala","dělat","impf"," I was churning when my last company came and I did stop it, but if I don ’ t get at it again the butter might go bad on me. ”"," Dělala jsem máslo, když přišli moji poslední návštěvníci, a nechala jsem toho, ale jestli se do toho nepustím hned znovu, mohlo by se mi srazit. """
"came","come","přišli","přijít","pf"," I was churning when my last company came and I did stop it, but if I don ’ t get at it again the butter might go bad on me. ”"," Dělala jsem máslo, když přišli moji poslední návštěvníci, a nechala jsem toho, ale jestli se do toho nepustím hned znovu, mohlo by se mi srazit. """
"get","get","přišli","přijít","pf"," I was churning when my last company came and I did stop it, but if I don ’ t get at it again the butter might go bad on me. ”"," Dělala jsem máslo, když přišli moji poslední návštěvníci, a nechala jsem toho, ale jestli se do toho nepustím hned znovu, mohlo by se mi srazit. """
"said","say","prohlásila","prohlásit","pf"," “ Churning on Sunday, what a naughty girl, ” said Nancy."," "" Stloukat v neděli, to je ale hříšnice, "" prohlásila Nancy."
"answered","answer","Odpovídal","odpovídat","impf"," He answered with various promises and mutters, and once more he fell asleep."," Odpovídal, sliboval jí všechno možné a zase jenom mumlal, až opět usnul."
"fell","fall","usnul","usnout","pf"," He answered with various promises and mutters, and once more he fell asleep."," Odpovídal, sliboval jí všechno možné a zase jenom mumlal, až opět usnul."
"remain","remain","zůstat","zůstat","pf"," That they could not remain here, that they were still in the world after all."," Že tu nemůžou zůstat, že jsou ještě stále v cizím světě."
"wake","wake","nevzbudilo","vzbudit","pf"," If that did not wake him, it was clear nothing could."," Jestliže ho to nevzbudilo, bylo jasné, že ho nemůže vzbudit nic."
"wake","wake","vzbudit","vzbudit","pf"," If that did not wake him, it was clear nothing could."," Jestliže ho to nevzbudilo, bylo jasné, že ho nemůže vzbudit nic."
"called","call","ohlásil","ohlásit","pf"," The bus must have stopped, the driver must have called out the name, and she had not heard or seen anything in her fog of fright."," Autobus tam jistě zastavil a řidič ohlásil jeho jméno, a ona v mlze strachu nic neslyšela a neviděla."
"heard","hear","neslyšela","slyšet","impf"," The bus must have stopped, the driver must have called out the name, and she had not heard or seen anything in her fog of fright."," Autobus tam jistě zastavil a řidič ohlásil jeho jméno, a ona v mlze strachu nic neslyšela a neviděla."
"seen","see","neviděla","vidět","impf"," The bus must have stopped, the driver must have called out the name, and she had not heard or seen anything in her fog of fright."," Autobus tam jistě zastavil a řidič ohlásil jeho jméno, a ona v mlze strachu nic neslyšela a neviděla."
"brushing","brush","vyčistit","vyčistit","pf"," What would be the point of getting into a taxi and giving the new address, of getting up in the morning and brushing her teeth and going into the world?"," Jaký bude mít smysl nastoupit do taxíku, oznámit řidiči novou adresu, ráno vstát, vyčistit si zuby a vydat se do světa?"
"giving","give","vydat","vydat","pf"," What would be the point of getting into a taxi and giving the new address, of getting up in the morning and brushing her teeth and going into the world?"," Jaký bude mít smysl nastoupit do taxíku, oznámit řidiči novou adresu, ráno vstát, vyčistit si zuby a vydat se do světa?"
"see","see","nevidím","vidět","impf"," Who should I see in the store but Tessa Netterby whom I hadn ’ t seen for maybe a year."," A koho v obchodě nevidím jako Tessu Netterbyovou, s kterou jsem se nesetkala už možná rok."
"seen","see","nevidím","vidět","impf"," Who should I see in the store but Tessa Netterby whom I hadn ’ t seen for maybe a year."," A koho v obchodě nevidím jako Tessu Netterbyovou, s kterou jsem se nesetkala už možná rok."
"keep","keep","Měla","mít","impf"," I felt badly I ’ d never got out to see her, because I used to try to keep up a sort of friendship after she dropped out of school."," Měla jsem nepříjemný pocit, že jsem za ní nikdy nezašla, přestože jsem se s ní snažila udržovat jakési přátelství poté, co vypadla ze školy."
"try","try","snažila","snažit","impf"," I felt badly I ’ d never got out to see her, because I used to try to keep up a sort of friendship after she dropped out of school."," Měla jsem nepříjemný pocit, že jsem za ní nikdy nezašla, přestože jsem se s ní snažila udržovat jakési přátelství poté, co vypadla ze školy."
"keep","keep","udržovat","udržovat","impf"," I felt badly I ’ d never got out to see her, because I used to try to keep up a sort of friendship after she dropped out of school."," Měla jsem nepříjemný pocit, že jsem za ní nikdy nezašla, přestože jsem se s ní snažila udržovat jakési přátelství poté, co vypadla ze školy."
"think","think","myslím","myslet","impf"," I think I was the only one that did."," V tom jsem byla myslím jediná."
"sat","sit","seděla","sedět","impf"," Her room was on the ground floor, with a small private patio, and Juliet sat with her there, looking out at a sunny bit of lawn, and the wisteria all in bloom along the fence that concealed the garbage bins."," Pokoj dostala v přízemí, s malým soukromým patiem, a Juliet tam s ní seděla a vyhlížela na osluněný kus trávníku a rozkvetlou vistárii podél plotu, zakrývající popelnice."
"looking","look","vyhlížela","vyhlížet","impf"," Her room was on the ground floor, with a small private patio, and Juliet sat with her there, looking out at a sunny bit of lawn, and the wisteria all in bloom along the fence that concealed the garbage bins."," Pokoj dostala v přízemí, s malým soukromým patiem, a Juliet tam s ní seděla a vyhlížela na osluněný kus trávníku a rozkvetlou vistárii podél plotu, zakrývající popelnice."
"told","tell","Vyprávěla","vyprávět","impf"," Juliet told Christa the whole story of the trip to Denman Island."," Vyprávěla Christě celý příběh své cesty na Denman."
"told","tell","neřekla","říci","pf"," She had told nobody else, and had hoped perhaps not to have to tell anybody."," Nikomu jinému o něm neřekla."
"tell","tell","neřekla","říci","pf"," She had told nobody else, and had hoped perhaps not to have to tell anybody."," Nikomu jinému o něm neřekla."
"done","do","provedla","provést","pf"," Once or twice Carla had burst out and done something really silly just to loosen up the atmosphere."," Jednou či dvakrát Carlu cosi napadlo a provedla nějakou hloupost, jenom aby trochu uvolnila atmosféru."
"loosen","loosen","uvolnila","uvolnit","pf"," Once or twice Carla had burst out and done something really silly just to loosen up the atmosphere."," Jednou či dvakrát Carlu cosi napadlo a provedla nějakou hloupost, jenom aby trochu uvolnila atmosféru."
"did","do","dělala","dělat","impf"," The kind of thing she did when clumsy and terrified first-time horseback riders were feeling humiliated."," Něco takového, co dělala, když si úplní začátečníci, poprvé na koni, neohrabaní a vyděšení, připadali pokoření."
"try","try","pokusila","pokusit","pf"," She used to try that too when Clark was stuck in his moods."," Tu metodu se pokusila použít taky na Clarka, když se babral se svými náladami."
"used","use","použít","použít","pf"," She used to try that too when Clark was stuck in his moods."," Tu metodu se pokusila použít taky na Clarka, když se babral se svými náladami."
"avoid","avoid","vyhnout","vyhnout","pf"," There was no way to avoid the puddles in the path or the tall soaked grass alongside it, or the wild carrot which had recently come into flower."," Nebylo možné vyhnout se loužím na cestě ani vysoké zmáčené trávě podél ní či plané mrkvi, která nedávno rozkvetla."
"said","say","řekla","říci","pf"," She got out of the car and said, “ Good-bye, ” to none of them in particular, and stumped along the mushy sidewalk into the hotel."," Vystoupila z vozu, řekla neurčitě "" sbohem "" a dupala přes chodník s rozbředlou břečkou do hotelu."
"asked","ask","pozvali","pozvat","pf"," Maybe she appreciated that we asked. ”"," "" Třeba ji potěšilo, že jsme ji vůbec pozvali. """
"thought","think","myslela","myslet","impf"," She only cared about Lauren, when she thought Lauren was hers."," Stála jenom o Lauren, když si myslela, že Lauren je její."
"turned","turn","otočila","otočit","pf"," When she turned her head there was something like a bright flash — of inquiry, of hopefulness — that made Carla shrink back."," Když otočila hlavu, jako by se kmitl jakýsi světlý záblesk - něco jako otázka nebo naděje -, který Carlu přiměl ucouvnout."
"made","make","přiměl","přimět","pf"," When she turned her head there was something like a bright flash — of inquiry, of hopefulness — that made Carla shrink back."," Když otočila hlavu, jako by se kmitl jakýsi světlý záblesk - něco jako otázka nebo naděje -, který Carlu přiměl ucouvnout."
"subscribing","subscribe","odebírali","odebírat","impf"," Partly they were cut off by Sara ’ s heart trouble, but also by their subscribing to magazines nobody around them read, listening to programs on the national radio network, which nobody around them listened to."," K tomu odloučení vedly částečně Sařiny potíže se srdcem, ale také to, že odebírali časopisy, které nečetl nikdo z jejich okolí, a poslouchali programy na celostátní rozhlasové stanici, jaké také nikdo nesledoval."
"read","read","nečetl","číst","impf"," Partly they were cut off by Sara ’ s heart trouble, but also by their subscribing to magazines nobody around them read, listening to programs on the national radio network, which nobody around them listened to."," K tomu odloučení vedly částečně Sařiny potíže se srdcem, ale také to, že odebírali časopisy, které nečetl nikdo z jejich okolí, a poslouchali programy na celostátní rozhlasové stanici, jaké také nikdo nesledoval."
"listening","listen","poslouchali","poslouchat","impf"," Partly they were cut off by Sara ’ s heart trouble, but also by their subscribing to magazines nobody around them read, listening to programs on the national radio network, which nobody around them listened to."," K tomu odloučení vedly částečně Sařiny potíže se srdcem, ale také to, že odebírali časopisy, které nečetl nikdo z jejich okolí, a poslouchali programy na celostátní rozhlasové stanici, jaké také nikdo nesledoval."
"listened","listen","poslouchali","poslouchat","impf"," Partly they were cut off by Sara ’ s heart trouble, but also by their subscribing to magazines nobody around them read, listening to programs on the national radio network, which nobody around them listened to."," K tomu odloučení vedly částečně Sařiny potíže se srdcem, ale také to, že odebírali časopisy, které nečetl nikdo z jejich okolí, a poslouchali programy na celostátní rozhlasové stanici, jaké také nikdo nesledoval."
"listening","listen","nesledoval","sledovat","impf"," Partly they were cut off by Sara ’ s heart trouble, but also by their subscribing to magazines nobody around them read, listening to programs on the national radio network, which nobody around them listened to."," K tomu odloučení vedly částečně Sařiny potíže se srdcem, ale také to, že odebírali časopisy, které nečetl nikdo z jejich okolí, a poslouchali programy na celostátní rozhlasové stanici, jaké také nikdo nesledoval."
"listened","listen","nesledoval","sledovat","impf"," Partly they were cut off by Sara ’ s heart trouble, but also by their subscribing to magazines nobody around them read, listening to programs on the national radio network, which nobody around them listened to."," K tomu odloučení vedly částečně Sařiny potíže se srdcem, ale také to, že odebírali časopisy, které nečetl nikdo z jejich okolí, a poslouchali programy na celostátní rozhlasové stanici, jaké také nikdo nesledoval."
"making","make","šila","šít","impf"," By Sara ’ s making her own clothes — sometimes ineptly — from Vogue patterns, instead of Butterick."," Rovněž to, že si Sara šila šaty sama - někdy s nevalným úspěchem - podle obrázků ve Vogue místo toho, aby si je pořizovala hotové."
"preserved","preserve","zachovali","zachovat","pf"," Even by the way they preserved some impression of youth instead of thickening and slouching like the parents of Juliet ’ s schoolfellows."," Oba si rovněž zachovali jisté mladistvé rysy místo toho, aby ztloustli a při chůzi se hrbili jako rodiče Julietiných spolužáků, což lidi rovněž dráždilo."
"said","say","řekla","říci","pf"," I ’ m a stranger on Denman, ” she said disarmingly."," Já se na Denmanu nevyznám, "" řekla krotce, aby si ženu naklonila."
"come","come","přijela","přijet","pf"," “ You know I ’ ve come to see Penelope? ”"," "" Víte, přijela jsem za Penelopou. """
"darkened","darken","zastřena","zastřít","pf"," The inside of the church was darkened with purple cloth hung over the high windows."," V kostele vládlo šero, vysoká okna byla totiž zastřena nachovými závěsy."
"removed","remove","odstranili","odstranit","pf"," The pews and other church furnishings had been removed, and plain white curtains had been strung up to form private cubicles, as in a hospital ward."," Lavice a jiný kostelní nábytek odstranili a interiér rozdělovaly prosté bílé záclony na soukromé komůrky jako v nemocnici."
"went","go","odešla","odejít","pf"," Mavis gave a sigh of unspecific accusation and she went back into the house."," Mavis si opět vzdychla, jako by z toho hodlala někoho obvinit, a odešla zpátky do domu."
"fix","fix","zařídili","zařídit","pf"," “ We could fix that. ”"," "" To už bysme zařídili. """
"went","go","pokračoval","pokračovat","impf"," Clark went on as if she had not spoken."," Clark pokračoval, jako kdyby ji neslyšel."
"get","get","dostane","dostat","pf"," People get money for stuff like that all the time. ”"," Každou chvíli někdo dostane prachy za něco takovýho. """
"do","do","udělal","udělat","pf"," “ How could you do that?"," "" Jak bys to udělal?"
"drive","drive","řídit","řídit","impf"," “ Maury can drive."," "" Maury umí řídit."
"looking","look","hledal","hledat","impf"," Maury was in the front bedroom looking for his swimming trunks, though everybody had told him that the water would be too cold for swimming."," Maury byl v předním pokoji a hledal plavky, ačkoli ho všichni varovali, že voda bude na koupání moc studená."
"sell","sell","Prodávají","prodávat","impf"," “ They sell gas."," "" Prodávají benzin."
"do","do","dělat","dělat","impf"," “ I like to have something to do, ” Lauren said."," "" Mě prostě baví, když mám co dělat, "" vysvětlovala Lauren."
"go","go","jít","jít","impf"," “ Not just go on home. ”"," "" Nemusím jít rovnou domů. """
"go","go","nechodíš","chodit","impf"," “ Don ’ t you go visit your friends? ”"," "" Copak nechodíš na návštěvy ke kamarádkám? """
"started","start","začala","začít","pf"," I only started this school in September. ”"," Do školy jsem tu začala chodit až v září. """
"tell","tell","povím","povědět","pf"," I could make up some kind of a lie to tell you, but I am going to tell you the truth."," Teď bych si mohl vymyslet nějakou lež, ale povím ti pravdu."
"tell","tell","povím","povědět","pf"," I could make up some kind of a lie to tell you, but I am going to tell you the truth."," Teď bych si mohl vymyslet nějakou lež, ale povím ti pravdu."
"told","tell","říkat","říkat","impf"," Because I believe that children should be told the truth."," Podle mého přesvědčení by se dětem měla říkat pravda."
"got","get","zůstat","zůstat","pf"," But in this case it has got to be a secret."," Ale v tomhle případě to musí zůstat tajemstvím."
"laughed","laugh","zasmála","zasmát","pf"," Juliet had an idea that people might always have looked her mother ’ s way when she laughed or talked, but in the old days it would have been a spurt of merriment they noticed, something girlish and attractive ( though not everybody would have liked that either, they would have said she was always trying to get attention )."," Juliet napadlo, že se lidé možná vždycky po matce ohlíželi, když se zasmála nebo něco říkala, ale v dřívějších dobách by je byl upoutal spíš jakýsi výtrysk veselosti, cosi dívčího a přitažlivého ( ačkoli každému se nelíbilo ani to, mysleli si možná, že se za každou cenu snaží předvádět )."
"said","say","říkala","říkat","impf"," Juliet had an idea that people might always have looked her mother ’ s way when she laughed or talked, but in the old days it would have been a spurt of merriment they noticed, something girlish and attractive ( though not everybody would have liked that either, they would have said she was always trying to get attention )."," Juliet napadlo, že se lidé možná vždycky po matce ohlíželi, když se zasmála nebo něco říkala, ale v dřívějších dobách by je byl upoutal spíš jakýsi výtrysk veselosti, cosi dívčího a přitažlivého ( ačkoli každému se nelíbilo ani to, mysleli si možná, že se za každou cenu snaží předvádět )."
"liked","like","nelíbilo","líbit","impf"," Juliet had an idea that people might always have looked her mother ’ s way when she laughed or talked, but in the old days it would have been a spurt of merriment they noticed, something girlish and attractive ( though not everybody would have liked that either, they would have said she was always trying to get attention )."," Juliet napadlo, že se lidé možná vždycky po matce ohlíželi, když se zasmála nebo něco říkala, ale v dřívějších dobách by je byl upoutal spíš jakýsi výtrysk veselosti, cosi dívčího a přitažlivého ( ačkoli každému se nelíbilo ani to, mysleli si možná, že se za každou cenu snaží předvádět )."
"trying","try","snaží","snažit","impf"," Juliet had an idea that people might always have looked her mother ’ s way when she laughed or talked, but in the old days it would have been a spurt of merriment they noticed, something girlish and attractive ( though not everybody would have liked that either, they would have said she was always trying to get attention )."," Juliet napadlo, že se lidé možná vždycky po matce ohlíželi, když se zasmála nebo něco říkala, ale v dřívějších dobách by je byl upoutal spíš jakýsi výtrysk veselosti, cosi dívčího a přitažlivého ( ačkoli každému se nelíbilo ani to, mysleli si možná, že se za každou cenu snaží předvádět )."
"finished","finish","skončila","skončit","pf"," But he would pick her up when her work was finished, around eleven o ’ clock, and they would go for a drive, stop for ice cream or a hamburger — Maury was scrupulous about not taking her into a bar, because she was not yet twenty-one — then end up parking somewhere."," Zastavil se pro ni, když jí skončila práce, kolem jedenácté, a pak nasedli do auta, trochu se projeli, zastavili se na zmrzlinu nebo na hamburger - zásadně ji nechtěl brát do baru, poněvadž jí ještě nebylo jedenadvacet - a nakonec někde zaparkovali."
"end","end","skončila","skončit","pf"," But he would pick her up when her work was finished, around eleven o ’ clock, and they would go for a drive, stop for ice cream or a hamburger — Maury was scrupulous about not taking her into a bar, because she was not yet twenty-one — then end up parking somewhere."," Zastavil se pro ni, když jí skončila práce, kolem jedenácté, a pak nasedli do auta, trochu se projeli, zastavili se na zmrzlinu nebo na hamburger - zásadně ji nechtěl brát do baru, poněvadž jí ještě nebylo jedenadvacet - a nakonec někde zaparkovali."
"taking","take","brát","brát","impf"," But he would pick her up when her work was finished, around eleven o ’ clock, and they would go for a drive, stop for ice cream or a hamburger — Maury was scrupulous about not taking her into a bar, because she was not yet twenty-one — then end up parking somewhere."," Zastavil se pro ni, když jí skončila práce, kolem jedenácté, a pak nasedli do auta, trochu se projeli, zastavili se na zmrzlinu nebo na hamburger - zásadně ji nechtěl brát do baru, poněvadž jí ještě nebylo jedenadvacet - a nakonec někde zaparkovali."
"see","see","Neuvidí","uvidět","pf"," Won ’ t he see your car in the lot? ”"," Neuvidí tam vaše zaparkované auto? """
"parked","park","zaparkoval","zaparkovat","pf"," “ I parked out back."," "" Já jsem zaparkoval vzadu."
"made","make","zhotovila","zhotovit","pf"," She must have made the outfit herself, or got some dressmaker to make it for her."," Komplet si zřejmě zhotovila sama nebo přemluvila nějakou švadlenu, aby jí ho ušila."
"make","make","zhotovila","zhotovit","pf"," She must have made the outfit herself, or got some dressmaker to make it for her."," Komplet si zřejmě zhotovila sama nebo přemluvila nějakou švadlenu, aby jí ho ušila."
"made","make","ušila","ušít","pf"," She must have made the outfit herself, or got some dressmaker to make it for her."," Komplet si zřejmě zhotovila sama nebo přemluvila nějakou švadlenu, aby jí ho ušila."
"make","make","ušila","ušít","pf"," She must have made the outfit herself, or got some dressmaker to make it for her."," Komplet si zřejmě zhotovila sama nebo přemluvila nějakou švadlenu, aby jí ho ušila."
"admitted","admit","přijat","přijmout","pf"," He was admitted to Perth County Long Term Care Facility Sept 25, 1995, and has been a patient there since that date."," Dne 25. 9. 1995 přijat na oddělení dlouhodobě ležících pacientů nemocnice okresu Perth, od té doby tam veden jako pacient."
"worked","work","pracuje","pracovat","impf"," Anybody would think that it was because she worked as a waitress and was too poor to go to college, and that if she wanted anything like that kind of wedding she would have to spend years saving up to pay for it herself."," Snad je to tím, jak by mohlo každého napadnout, že pracuje jako servírka a nemá na studium peníze, a kdyby chtěla takovouhle svatbu, musela by šetřit celé roky, aby si ji mohla sama zaplatit."
"go","go","pracuje","pracovat","impf"," Anybody would think that it was because she worked as a waitress and was too poor to go to college, and that if she wanted anything like that kind of wedding she would have to spend years saving up to pay for it herself."," Snad je to tím, jak by mohlo každého napadnout, že pracuje jako servírka a nemá na studium peníze, a kdyby chtěla takovouhle svatbu, musela by šetřit celé roky, aby si ji mohla sama zaplatit."
"think","think","nemá","mít","impf"," Anybody would think that it was because she worked as a waitress and was too poor to go to college, and that if she wanted anything like that kind of wedding she would have to spend years saving up to pay for it herself."," Snad je to tím, jak by mohlo každého napadnout, že pracuje jako servírka a nemá na studium peníze, a kdyby chtěla takovouhle svatbu, musela by šetřit celé roky, aby si ji mohla sama zaplatit."
"wanted","want","chtěla","chtít","impf"," Anybody would think that it was because she worked as a waitress and was too poor to go to college, and that if she wanted anything like that kind of wedding she would have to spend years saving up to pay for it herself."," Snad je to tím, jak by mohlo každého napadnout, že pracuje jako servírka a nemá na studium peníze, a kdyby chtěla takovouhle svatbu, musela by šetřit celé roky, aby si ji mohla sama zaplatit."
"pay","pay","zaplatit","zaplatit","pf"," Anybody would think that it was because she worked as a waitress and was too poor to go to college, and that if she wanted anything like that kind of wedding she would have to spend years saving up to pay for it herself."," Snad je to tím, jak by mohlo každého napadnout, že pracuje jako servírka a nemá na studium peníze, a kdyby chtěla takovouhle svatbu, musela by šetřit celé roky, aby si ji mohla sama zaplatit."
"explain","explain","vysvětlit","vysvětlit","pf"," She could not explain or quite understand that it wasn ’ t altogether jealousy she felt, it was rage."," Nedovedla vysvětlit, ba ani dost dobře pochopit, proč vůbec necítí závist, ale vztek."
"understand","understand","pochopit","pochopit","pf"," She could not explain or quite understand that it wasn ’ t altogether jealousy she felt, it was rage."," Nedovedla vysvětlit, ba ani dost dobře pochopit, proč vůbec necítí závist, ale vztek."
"felt","feel","necítí","cítit","impf"," She could not explain or quite understand that it wasn ’ t altogether jealousy she felt, it was rage."," Nedovedla vysvětlit, ba ani dost dobře pochopit, proč vůbec necítí závist, ale vztek."
"remove","remove","vytáhnout","vytáhnout","pf"," She filled the kettle at the sink and plugged in the hot plate, then yanked off the bedspread to remove a blanket."," Napustila vodu do čajníku a zapnula vařič, potom strhla přehoz, aby mohla vytáhnout deku."
"said","say","řekla","říci","pf"," “ Get out of that jacket, ” she said."," "" Sundej si to sáčko, "" řekla."
"touched","touch","Sáhla","sáhnout","pf"," She touched the radiator."," Sáhla na radiátor."
"takes","take","Trvá","trvat","impf"," “ It takes all day for any heat to get up here. ”"," "" Trvá to celej den, než teplo vystoupá až sem. """
"did","do","udělala","udělat","pf"," Lauren did as she was told."," Lauren udělala všechno, co jí Delphine řekla."
"told","tell","řekla","říci","pf"," Lauren did as she was told."," Lauren udělala všechno, co jí Delphine řekla."
"stood","stand","měl","mít","impf"," Because his voice was high and nervous and he stood there stiffly, as if forcing himself."," Protože měl vysoký hlas a protože se choval nervózně a stál tam strnule, jako by se k tomu nutil."
"forcing","force","nutil","nutit","impf"," Because his voice was high and nervous and he stood there stiffly, as if forcing himself."," Protože měl vysoký hlas a protože se choval nervózně a stál tam strnule, jako by se k tomu nutil."
"dare","dare","vyzvat","vyzvat","pf"," And it was known that sometimes a party of young men from the cottages would dare one another to ask a waitress out."," Bylo známo, že party mladíků z domků někdy uzavírají sázky, jestli se odváží vyzvat servírku na schůzku."
"ask","ask","vyzvat","vyzvat","pf"," And it was known that sometimes a party of young men from the cottages would dare one another to ask a waitress out."," Bylo známo, že party mladíků z domků někdy uzavírají sázky, jestli se odváží vyzvat servírku na schůzku."
"accepted","accept","přijala","přijmout","pf"," It wasn ’ t entirely a joke — they really would show up, if accepted, though sometimes they only meant to park, without taking you to a movie or even for coffee."," Nešlo tak docela o žert - pokud dívka pozvání přijala, opravdu přišli, ale někdy to znamenalo, že jenom někde zaparkovali a chlapec ani nevzal děvče do kina, dokonce ani na kávu."
"taking","take","přijala","přijmout","pf"," It wasn ’ t entirely a joke — they really would show up, if accepted, though sometimes they only meant to park, without taking you to a movie or even for coffee."," Nešlo tak docela o žert - pokud dívka pozvání přijala, opravdu přišli, ale někdy to znamenalo, že jenom někde zaparkovali a chlapec ani nevzal děvče do kina, dokonce ani na kávu."
"meant","mean","znamenalo","znamenat","impf"," It wasn ’ t entirely a joke — they really would show up, if accepted, though sometimes they only meant to park, without taking you to a movie or even for coffee."," Nešlo tak docela o žert - pokud dívka pozvání přijala, opravdu přišli, ale někdy to znamenalo, že jenom někde zaparkovali a chlapec ani nevzal děvče do kina, dokonce ani na kávu."
"park","park","zaparkovali","zaparkovat","pf"," It wasn ’ t entirely a joke — they really would show up, if accepted, though sometimes they only meant to park, without taking you to a movie or even for coffee."," Nešlo tak docela o žert - pokud dívka pozvání přijala, opravdu přišli, ale někdy to znamenalo, že jenom někde zaparkovali a chlapec ani nevzal děvče do kina, dokonce ani na kávu."
"accepted","accept","nevzal","vzít","pf"," It wasn ’ t entirely a joke — they really would show up, if accepted, though sometimes they only meant to park, without taking you to a movie or even for coffee."," Nešlo tak docela o žert - pokud dívka pozvání přijala, opravdu přišli, ale někdy to znamenalo, že jenom někde zaparkovali a chlapec ani nevzal děvče do kina, dokonce ani na kávu."
"taking","take","nevzal","vzít","pf"," It wasn ’ t entirely a joke — they really would show up, if accepted, though sometimes they only meant to park, without taking you to a movie or even for coffee."," Nešlo tak docela o žert - pokud dívka pozvání přijala, opravdu přišli, ale někdy to znamenalo, že jenom někde zaparkovali a chlapec ani nevzal děvče do kina, dokonce ani na kávu."
"murdered","murder","zavraždil","zavraždit","pf"," Did you think I ’ d murdered her? ”"," Že jsem ji zavraždil? """
"helped","help","Pomohla","pomoci","pf"," “ I helped her —, ” Sylvia said with considerable effort, “ I helped her because she seemed to be in distress. ”"," "" Pomohla jsem jí - "" soukala ze sebe Sylvia se značným úsilím, "" pomohla jsem jí, protože byla hluboce nešťastná. """
"helped","help","Pomohla","pomoci","pf"," “ I helped her —, ” Sylvia said with considerable effort, “ I helped her because she seemed to be in distress. ”"," "" Pomohla jsem jí - "" soukala ze sebe Sylvia se značným úsilím, "" pomohla jsem jí, protože byla hluboce nešťastná. """
"helped","help","pomohla","pomoci","pf"," “ I helped her —, ” Sylvia said with considerable effort, “ I helped her because she seemed to be in distress. ”"," "" Pomohla jsem jí - "" soukala ze sebe Sylvia se značným úsilím, "" pomohla jsem jí, protože byla hluboce nešťastná. """
"helped","help","pomohla","pomoci","pf"," “ I helped her —, ” Sylvia said with considerable effort, “ I helped her because she seemed to be in distress. ”"," "" Pomohla jsem jí - "" soukala ze sebe Sylvia se značným úsilím, "" pomohla jsem jí, protože byla hluboce nešťastná. """
"examining","examine","zkoumal","zkoumat","impf"," “ Distress, ” he said, as if examining the word."," "" Nešťastná, "" opakoval po ní, jako by to slovo zkoumal."
"encountered","encounter","nesetkala","setkat","pf"," The hotel key is in the door of the room, as she believes the keys used to be, though this is not something she has ever encountered in her own life."," Hotelový klíč je ve dveřích pokoje, jak asi dřív klíče bývaly, ačkoli sama se v životě s ničím takovým nesetkala."
"pulled","pull","zatáhnout","zatáhnout","pf"," A ceiling light, a rod with a couple of wire hangers on it, a curtain of pink and yellow flowered material that can be pulled around to hide the hanging clothes from view."," Stropní světlo, tyč s několika ramínky na šaty, závěs z růžovo - žluté květované látky, který se dá zatáhnout, aby pověšené šatstvo nebylo vidět."
"see","see","Uvidíme","uvidět","pf"," We ’ ll have to see. ”"," Uvidíme. """
"want","want","nechtělo","chtít","impf"," Grace didn ’ t want to think ahead at all."," Grace se vůbec nechtělo uvažovat o budoucnosti."
"think","think","uvažovat","uvažovat","impf"," Grace didn ’ t want to think ahead at all."," Grace se vůbec nechtělo uvažovat o budoucnosti."
"wanted","want","Přála","přát","impf"," She wanted life to continue just as it was now."," Přála si, aby život běžel dál jako dosud."
"managed","manage","podařilo","podařit","pf"," By trading shifts with another girl, she had managed to get Sundays off, from breakfast on."," Vyměňováním směn s jinou dívkou se jí podařilo zajistit si od snídaně na celý den volné neděle."
"meant","mean","znamenalo","znamenat","impf"," This meant that she always worked late on Saturdays."," To znamenalo, že v sobotu pracovala dlouho do noci."
"worked","work","pracovala","pracovat","impf"," This meant that she always worked late on Saturdays."," To znamenalo, že v sobotu pracovala dlouho do noci."
"traded","trade","vyměnila","vyměnit","pf"," In effect, it meant that she had traded time with Maury for time with Maury ’ s family."," V praxi to vedlo k tomu, že vyměnila dobu, kdy mohla pobývat s Maurym, za dobu s jeho rodinou."
"learned","learn","naučila","naučit","pf"," And it ’ s time you learned how to clean your own house."," A je načase, abyste se naučila uklízet si barák sama."
"clean","clean","uklízet","uklízet","impf"," And it ’ s time you learned how to clean your own house."," A je načase, abyste se naučila uklízet si barák sama."
"hope","hope","doufám","doufat","impf"," “ Oh, I really hope it has."," "" To pevně doufám."
"hope","hope","Doufám","doufat","impf"," I hope so. ”"," Doufám, že jo. """
"think","think","myslím","myslet","impf"," “ And you know what else I think? ”"," "" A víte, co si ještě myslím? """
"think","think","Myslím","myslet","impf"," “ I think you owe me something. ”"," "" Myslím, že mi něco dlužíte. """
"owe","owe","dlužíte","dlužit","impf"," “ I think you owe me something. ”"," "" Myslím, že mi něco dlužíte. """
