"work","work","Pracujete","pracovat","impf"," "" Do you work here at home? "" I asked."," "" Pracujete tady doma? "" vyzvídala jsem."
"waved","wave","zamával","zamávat","pf"," Sam caught sight of us and waved a massive arm."," Sam nás zahlédl a zamával nám robustní paží."
"begin","begin","začít","začít","pf"," "" Let the games begin! """," "" Hry mohou začít! "" zvolal."
"ran","run","běželi","běžet","impf"," he called, and we all linked arms and ran the rest of the way up the Cordonata to the wedding of Maria and Colin."," Zavěsili jsme se do sebe a běželi jsme vzhůru po schodišti na Kapitol, na svatbu Marie a Colina."
"think","think","domníval","domnívat","impf"," But I honestly think he had thought it only a very long time ago, and not often even then."," V hloubi duše jsem nicméně přesvědčena, že se tohle domníval před velice dávnou dobou - a poté ho už zase tak často tato domněnka nepronásledovala."
"thought","think","domníval","domnívat","impf"," But I honestly think he had thought it only a very long time ago, and not often even then."," V hloubi duše jsem nicméně přesvědčena, že se tohle domníval před velice dávnou dobou - a poté ho už zase tak často tato domněnka nepronásledovala."
"said","say","řekla","říci","pf"," "" If it 's not about food or shit, I 'm game, "" I said."," "" Beru to, pokud se to netýká jídla nebo záchodu, "" řekla jsem."
"do","do","dělá","dělat","impf"," "" They do that in Italy? "" I said, peeling my nightgown off slowly to the rhythm of an imaginary bump and grind."," "" Tohle že se v Itálii dělá? "" podivila jsem se a stahovala ze sebe noční košilku v rytmu imaginární hudby."
"think","think","myslíš","myslet","impf"," "" Why else do you think they close the shops from noon to four?"," "" A proč si myslíš, že zavírají v obchodech od dvanácti do čtyř?"
"close","close","zavírají","zavírat","impf"," "" Why else do you think they close the shops from noon to four?"," "" A proč si myslíš, že zavírají v obchodech od dvanácti do čtyř?"
"Look","look","podívej","podívat","pf"," Look at you."," Jen se podívej, jak jsi krásná!"
"accompanied","accompany","doprovází","doprovázet","impf"," "" I 'm Joe Gaillard, the man who accompanied Cat Compton to Rome, to paraphrase another celebrated redhead, "" Joe said, holding out his hand."," "" A já jsem Joe Gaillard, muž, který doprovází Cat Comptonovou do Říma, abych parafrázoval jinou význačnou dámu světlých vlasů, "" představil se Joe a podával Samovi ruku."
"said","say","řekl","říci","pf"," "" I figured, "" Sam said."," "" To mi došlo, "" řekl Sam."
"said","say","prohlásila","prohlásit","pf"," "" Maria said to look for a man who was the spittin ' image of Ashley Wilkes in seersucker."," "" Maria o vás prohlásila, že vypadáte, jako byste z oka vypadl Ashleymu Wilkesovi."
"played","play","Hrál","hrát","impf"," Joe played tennis four or five times a week, and was perhaps fifty pounds lighter than Sam Forrest, but he was not used to the heat and the cobbles and the constant, hammering noise of Rome."," Hrál sice tenis čtyřikrát pětkrát týdně a vážil o dobrých pětadvacet kilogramů méně než Sam, nebyl však zvyklý na vedro, dláždění a nepřetržitý římský hluk, který vytvářel nekončící zvukovou kulisu."
"need","need","Musíme","muset","impf"," "" We need to slow down, "" I called to Sam. "" You 're going to lose two ugly Americans if we do n't. """," "" Musíme trochu zpomalit, "" zavolala jsem na Sama, "" jinak ztratíte dva nehodné Američany. """
"slow","slow","zpomalit","zpomalit","pf"," "" We need to slow down, "" I called to Sam. "" You 're going to lose two ugly Americans if we do n't. """," "" Musíme trochu zpomalit, "" zavolala jsem na Sama, "" jinak ztratíte dva nehodné Američany. """
"called","call","zavolala","zavolat","pf"," "" We need to slow down, "" I called to Sam. "" You 're going to lose two ugly Americans if we do n't. """," "" Musíme trochu zpomalit, "" zavolala jsem na Sama, "" jinak ztratíte dva nehodné Američany. """
"lose","lose","ztratíte","ztratit","pf"," "" We need to slow down, "" I called to Sam. "" You 're going to lose two ugly Americans if we do n't. """," "" Musíme trochu zpomalit, "" zavolala jsem na Sama, "" jinak ztratíte dva nehodné Američany. """
"led","lead","Zavedl","zavést","pf"," He led us around a corner and onto the Via Condotti."," Zavedl nás za roh a pak na Via Condotti."
"make","make","Uděláme","udělat","pf"," "" We 'll make a pit stop at the Cafe Greco, "" he said."," "" Uděláme si zastávku cestou u Caffè Greco, "" oznámil nám."
"Helping","help","Pomáhal","pomáhat","impf"," "" Helping mop up, like everybody else. """," "" Pomáhal jsem, jako všichni. """
"die","die","umřela","umřít","pf"," "" I think I 'd absolutely die of terror if I were hurt and looked up and saw that coming at me, “ I said."," "" Já bych asi umřela hrůzou, kdybych se zranila a spatřila, jak se ke mně něco takového blíží, "" přiznala jsem se."
"hurt","hurt","zranila","zranit","pf"," "" I think I 'd absolutely die of terror if I were hurt and looked up and saw that coming at me, “ I said."," "" Já bych asi umřela hrůzou, kdybych se zranila a spatřila, jak se ke mně něco takového blíží, "" přiznala jsem se."
"saw","see","spatřila","spatřit","pf"," "" I think I 'd absolutely die of terror if I were hurt and looked up and saw that coming at me, “ I said."," "" Já bych asi umřela hrůzou, kdybych se zranila a spatřila, jak se ke mně něco takového blíží, "" přiznala jsem se."
"see","see","uvidíme","uvidět","pf"," Going to travel a little with the Dekes, it read. Maybe I 'll see you in the morning."," Rozhodl jsem se vydat trochu na cesty s krajany, stálo tam. Možná se uvidíme ráno."
"see","see","uvidíme","uvidět","pf"," Maybe I 'll see you in Rome."," Možná se uvidíme v Římě."
"see","see","uvidím","uvidět","pf"," Maybe I 'll see you in a gallery."," Možná Tě uvidím v galerii."
"looking","look","díval","dívat","impf"," He was looking at me intently."," Soustředěně se na mě díval."
"decided","decide","rozhodl","rozhodnout","pf"," "" Joe 's decided to join the Dekes and see the world, "" I said, and giggled."," "" Joe se rozhodl připojit k těm americkým abiturientům a porozhlédnout se s nimi po světě, "" sdělila jsem mu a začala jsem se hihňat."
"join","join","připojit","připojit","pf"," "" Joe 's decided to join the Dekes and see the world, "" I said, and giggled."," "" Joe se rozhodl připojit k těm americkým abiturientům a porozhlédnout se s nimi po světě, "" sdělila jsem mu a začala jsem se hihňat."
"turned","turn","Obrátila","obrátit","pf"," I turned my face into his neck and bit his earlobe delicately and quite hard."," Obrátila jsem tvář k jeho šíji a jemně, ale vší silou jsem ho kousla do lalůčku."
"felt","feel","Cítila","cítit","impf"," I felt him flinch slightly."," Cítila jsem, jak sebou slabě trhl."
"saw","see","Viděly","vidět","impf"," "" Maria and I saw more naked balls than at a marine boot camp."," "" Viděly jsme s Marií víc obnažených koulí než v celém výcvikovém táboře námořnictva."
"looked","look","pohlédl","pohlédnout","pf"," Across the table, Sam laughed. I looked at him."," Sam, sedící naproti nám, se rozesmál a pohlédl na něj."
"left","leave","neopustily","opustit","pf"," At the beginning of our marriage it was a kind of warm red earthquake, shaking me until my senses literally left me."," Na počátku našeho manželství to bylo jakési žhavé, doruda zbarvené zemětřesení, které mnou otřásalo až do okamžiku, dokud mě doslova neopustily smysly."
"Rest","rest","odpočiň","odpočinout","pf"," "" Rest just a little while, "" he whispered."," "" Jen si chvilku odpočiň, "" zašeptal."
"whispered","whisper","zašeptal","zašeptat","pf"," "" Rest just a little while, "" he whispered."," "" Jen si chvilku odpočiň, "" zašeptal."
"closed","close","Zavřela","zavřít","pf"," I closed my eyes ...."," Zavřela jsem oči ..."
"sat","sit","Posadila","posadit","pf"," I sat up, blinking around the glade."," Posadila jsem se, zamrkala a rozhlížela se přivřenýma očima po mýtině."
"wanted","want","chtěli","chtít","impf"," It felt as if we were going to be parted and wanted to be sure we did not forget each other ...."," Jako bychom se měli rozloučit a chtěli se ujistit, že na sebe navzájem nezapomeneme ..."
"forget","forget","nezapomeneme","zapomenout","pf"," It felt as if we were going to be parted and wanted to be sure we did not forget each other ...."," Jako bychom se měli rozloučit a chtěli se ujistit, že na sebe navzájem nezapomeneme ..."
"cut","cut","omezit","omezit","pf"," "" We really ought to cut this out for a little while."," "" Opravdu bychom měli tuhle činnost na nějakou dobu trochu omezit."
"see","see","zahlédneme","zahlédnout","pf"," We 'll be jet-lagged before we ever see the jet, "" I said, a few days before we left."," Budeme z té cesty unavení ještě dřív, než vůbec zahlédneme letadlo, "" prohlásila jsem pár dní před odletem."
"said","say","prohlásila","prohlásit","pf"," We 'll be jet-lagged before we ever see the jet, "" I said, a few days before we left."," Budeme z té cesty unavení ještě dřív, než vůbec zahlédneme letadlo, "" prohlásila jsem pár dní před odletem."
"lying","lie","Leželi","ležet","impf"," We were lying on the sofa under the window wall that faced the Steep and the blue summer air beyond it."," Leželi jsme na gauči pod oknem, z něhož byl výhled na Strž a na modrý letní vzduch, který se pod ní vznášel."
"cried","cry","vykřikla","vykřiknout","pf"," "" Oh, God, darling! "" I cried, and started for him."," "" Panebože, miláčku! "" vykřikla jsem a vyrazila vpřed."
"started","start","vyrazila","vyrazit","pf"," "" Oh, God, darling! "" I cried, and started for him."," "" Panebože, miláčku! "" vykřikla jsem a vyrazila vpřed."
"sat","sit","seděli","sedět","impf"," Much later that afternoon, just at dusk, Joe and I sat at a small table outside Florian 's, having a caffe granita. The air was cool and dry, like wine after the sluggish stew of the past few days."," Mnohem později toho odpoledne, když už padal soumrak, jsme s Joem seděli u malého stolečku před Florianem a pili caffè granita. Vzduch byl po té táhlé omáčce několika uplynulých dní chladný a suchý jako víno. Scirocco foukalo a foukalo."
"sees","see","vidí","vidět","impf"," Something that the paint sees, and the canvas, and the brush."," Je to o něčem, co vidí barva, a také plátno a štětec."
"see","see","vidím","vidět","impf"," Sometimes it does n't have a goddamned thing to do with the way I see. """," Někdy to nemá ani za mák společného s tím, jak vidím skutečnost já. """
"think","think","myslíte","myslet","impf"," "" Well, what do you think?"," "" A jak dlouho si myslíte, že to ještě potrvá?"
"tell","tell","říct","říci","pf"," "" Ca n't tell."," "" To vám říct nemůžu."
"go","go","odjedeme","odjet","pf"," Well before we go on from there."," Jistě dřív, než odsud odjedeme."
"pushed","push","potlačila","potlačit","pf"," I pushed it away, hating it."," Rychle jsem je potlačila."
"Sit","sit","Posaďte","posadit","pf"," Sit over there and let 's see what it does to your face. """," Posaďte se tamhle, abychom viděli, co to udělá s vaší tváří. """
"see","see","viděli","vidět","impf"," Sit over there and let 's see what it does to your face. """," Posaďte se tamhle, abychom viděli, co to udělá s vaší tváří. """
"does","do","udělá","udělat","pf"," Sit over there and let 's see what it does to your face. """," Posaďte se tamhle, abychom viděli, co to udělá s vaší tváří. """
"see","see","podívat","podívat","pf"," It 's apt to be the only time I see the Grand Canal out a hotel window. """," Asi to bude jediná příležitost, kdy se budu moct podívat na Velký kanál z hotelového okna. """
"remember","remember","vzpomínám","vzpomínat","impf"," I remember those early years as the years when the Mountain began to come to us."," Na ty rané roky si vzpomínám jako na období, kdy Hora chodila za námi."
"come","come","chodila","chodit","impf"," I remember those early years as the years when the Mountain began to come to us."," Na ty rané roky si vzpomínám jako na období, kdy Hora chodila za námi."
"fasten","fasten","Zapněte","zapnout","pf"," fasten your seat belts and return your tray tables to the upright position ...."," Zapněte si bezpečnostní pásy a stolky sklopte do původní polohy ..."
"concentrated","concentrate","soustředila","soustředit","pf"," I concentrated fiercely on talking lightly and normally and eating my lunch and drinking the wine that came with it."," Všechny síly jsem soustředila na to, abych mluvila zlehka a normálně, zatímco jsem jedla a pila víno, které přinesli s obědem."
"talking","talk","mluvila","mluvit","impf"," I concentrated fiercely on talking lightly and normally and eating my lunch and drinking the wine that came with it."," Všechny síly jsem soustředila na to, abych mluvila zlehka a normálně, zatímco jsem jedla a pila víno, které přinesli s obědem."
"eating","eat","jedla","jíst","impf"," I concentrated fiercely on talking lightly and normally and eating my lunch and drinking the wine that came with it."," Všechny síly jsem soustředila na to, abych mluvila zlehka a normálně, zatímco jsem jedla a pila víno, které přinesli s obědem."
"watched","watch","pozorovala","pozorovat","impf"," I felt as if I watched myself from behind a pane of glass."," Měla jsem pocit, jako bych se pozorovala skrz skleněnou stěnu."
"laugh","laugh","smát","smát","impf"," I could even laugh at Sam 's foolishness."," Dokázala jsem se dokonce smát Samovým vtípkům."
"say","say","říct","říci","pf"," What could one say to that?"," Co má člověk na něco podobného říct?"
"found","find","objevil","objevit","pf"," Joe had found a book at home called A Literary Companion to Rome and had memorized countless epigrams written by travelers over the centuries about the city."," Joe doma objevil knížku s názvem Literární průvodce Římem a naučil se z ní nazpaměť bezpočet vtipných rčení a citátů, které o Římě sepsali během staletí cestovatelé."
"written","write","sepsali","sepsat","pf"," Joe had found a book at home called A Literary Companion to Rome and had memorized countless epigrams written by travelers over the centuries about the city."," Joe doma objevil knížku s názvem Literární průvodce Římem a naučil se z ní nazpaměť bezpočet vtipných rčení a citátů, které o Římě sepsali během staletí cestovatelé."
"do","do","dělají","dělat","impf"," I 'd just chunk the poor bastard into the canal, like they do the dogs and cats."," Já bych toho zesnulého chudáka hodil prostě do kanálu, jako to tady dělají se psy nebo s kočkami."
"pay","pay","platit","platit","impf"," Thomas Mann obviously never had to pay for a funeral flotilla;"," Thomas Mann zjevně nemusel platit za takovou pohřební flotilu."
"set","set","připraví","připravit","pf"," these gondolas will set the family back whatever inheritance Uncle Aldo or whoever left."," Ty gondoly připraví rodinu o všechno, co jim strýček Aldo, nebo kdokoli už to byl, odkázal."
"left","leave","odkázal","odkázat","pf"," these gondolas will set the family back whatever inheritance Uncle Aldo or whoever left."," Ty gondoly připraví rodinu o všechno, co jim strýček Aldo, nebo kdokoli už to byl, odkázal."
"do","do","udělat","udělat","pf"," They will do it, though. I never heard of anybody going to San Michele permanently in a vaporetto. """," Ale oni něco takového udělat chtějí. Nikdy jsem neslyšel o někom, kdo by se na San Michele vydal vaporettem. """
"heard","hear","neslyšel","slyšet","impf"," They will do it, though. I never heard of anybody going to San Michele permanently in a vaporetto. """," Ale oni něco takového udělat chtějí. Nikdy jsem neslyšel o někom, kdo by se na San Michele vydal vaporettem. """
"asked","ask","zeptala","zeptat","pf"," "" Where 's San Michele? "" Yolanda asked."," "" Co je San Michele? "" zeptala se Yolanda."
"feeling","feel","necítil","cítit","impf"," "" If it was, he was n't feeling it then."," "" Pokud ho bolela, tak to v tu chvíli zrovna necítil."
"heard","hear","nezaslechl","zaslechnout","pf"," I always heard, back home, about the catamounts screaming in the swamp, though nobody I knew ever heard one."," Doma jsem vždycky slýchával o tom, jak v bažinách vydávají divoké šelmy táhlý řev, i když já nikdy žádný nezaslechl."
"heard","hear","nezaslechl","zaslechnout","pf"," I always heard, back home, about the catamounts screaming in the swamp, though nobody I knew ever heard one."," Doma jsem vždycky slýchával o tom, jak v bažinách vydávají divoké šelmy táhlý řev, i když já nikdy žádný nezaslechl."
"lay","lie","Spočívalo","spočívat","impf"," It lay, somehow, in their manner."," Spočívalo to nějak v jejich vystupování."
"took","take","vzal","vzít","pf"," Then he came over and took both my hands and sat me down on the edge of the bed and sat himself, facing me."," Potom ke mně přistoupil, vzal mé ruce do dlaní, usadil mě na okraj postele, posadil se vedle mě a zahleděl se mi do tváře."
"sat","sit","usadil","usadit","pf"," Then he came over and took both my hands and sat me down on the edge of the bed and sat himself, facing me."," Potom ke mně přistoupil, vzal mé ruce do dlaní, usadil mě na okraj postele, posadil se vedle mě a zahleděl se mi do tváře."
"sat","sit","usadil","usadit","pf"," Then he came over and took both my hands and sat me down on the edge of the bed and sat himself, facing me."," Potom ke mně přistoupil, vzal mé ruce do dlaní, usadil mě na okraj postele, posadil se vedle mě a zahleděl se mi do tváře."
"sat","sit","posadil","posadit","pf"," Then he came over and took both my hands and sat me down on the edge of the bed and sat himself, facing me."," Potom ke mně přistoupil, vzal mé ruce do dlaní, usadil mě na okraj postele, posadil se vedle mě a zahleděl se mi do tváře."
"sat","sit","posadil","posadit","pf"," Then he came over and took both my hands and sat me down on the edge of the bed and sat himself, facing me."," Potom ke mně přistoupil, vzal mé ruce do dlaní, usadil mě na okraj postele, posadil se vedle mě a zahleděl se mi do tváře."
"thought","think","Myslel","myslet","impf"," I thought you 'd just decided not to come."," Myslel jsem si, že ses prostě jen rozhodla, že tam nepřijdeš."
"decided","decide","rozhodla","rozhodnout","pf"," I thought you 'd just decided not to come."," Myslel jsem si, že ses prostě jen rozhodla, že tam nepřijdeš."
"come","come","nepřijdeš","přijít","pf"," I thought you 'd just decided not to come."," Myslel jsem si, že ses prostě jen rozhodla, že tam nepřijdeš."
"talked","talk","hovořit","hovořit","impf"," His specialty was the Fugitives, and Joe still talked about his thesis on Allen Tate now, long after Colin had finished grad school and become Joe 's graduate assistant."," A Joe nepřestával hovořit o jeho diplomové práci o Allenu Tateovi i nyní, dlouho poté, co Colin absolvoval a stal se jeho asistentem."
"live","live","bydlí","bydlet","impf"," "" If they live just below our hotel, they must live in a tree, "" Joe muttered half an hour later."," "" Musí žít na stromě, pokud bydlí přímo pod naším hotelem, "" zahučel Joe o půlhodinu později."
"live","live","bydlí","bydlet","impf"," "" If they live just below our hotel, they must live in a tree, "" Joe muttered half an hour later."," "" Musí žít na stromě, pokud bydlí přímo pod naším hotelem, "" zahučel Joe o půlhodinu později."
"suffers","suffer","trpí","trpět","impf"," "" Ada Forrest obviously suffers from depth-perception deficit. """," "" Ada Forrestová trpí jasně nedostatkem v odhadu vertikálních vzdáleností. """
"going","go","šla","jít","impf"," We 're going to eat in the garden."," A pak vás nechám, abyste si šla do večeře zdřímnout."
"shut","shut","zamkla","zamknout","pf"," "" Oh, I 'm sorry, "" I said, and clamped my mouth shut."," "" To mě ale mrzí, "" vypravila jsem ze sebe, ale pak jsem si zamkla ústa na sedm západů."
"talked","talk","mluvila","mluvit","impf"," I knew if I talked anymore I would begin to cry."," Věděla jsem, že kdybych mluvila ještě chvilku, tak bych se rozplakala."
"staying","stay","Bydlí","bydlet","impf"," She 's staying somewhere in the old section with a boy toy presented to her by her loving landlords."," Bydlí někde ve staré čtvrti s nějakým mladíčkem, kterého jí obstarali její milující bytní."
"drew","draw","přitáhl","přitáhnout","pf"," "" I 've missed you, "" he said, and drew my hand to his mouth and kissed the palm."," "" Ale přišel jsem o tvou přítomnost, "" namítl, přitáhl si mou ruku ke rtům a políbil mě do dlaně."
"kissed","kiss","políbil","políbit","pf"," "" I 've missed you, "" he said, and drew my hand to his mouth and kissed the palm."," "" Ale přišel jsem o tvou přítomnost, "" namítl, přitáhl si mou ruku ke rtům a políbil mě do dlaně."
"put","put","položila","položit","pf"," I whirled around and put my hands on his shoulders and leaned up into his face."," Zatočila jsem se kolem dokola, položila mu ruce na ramena a opřela se mu čelem o tvář."
"leaned","lean","opřela","opřít","pf"," I whirled around and put my hands on his shoulders and leaned up into his face."," Zatočila jsem se kolem dokola, položila mu ruce na ramena a opřela se mu čelem o tvář."
"said","say","řekla","říci","pf"," "" This is not a night for wine, "" I said."," "" Dnešní noc není pro víno stvořená, "" řekla jsem."
"spinning","spin","otáčela","otáčet","impf"," And then I twirled away, spinning on one foot so that the skirt of my dress would bell out."," A pak jsem odvířila pryč a otáčela jsem se přitom na jedné noze tak, aby se sukně kolem mne roztočila jako zvon."
"caught","catch","Zachytil","zachytit","pf"," He caught me by the arm and looked down at me, smiling."," Zachytil mě za paži a s úsměvem se na mě zadíval."
"said","say","odpověděla","odpovědět","pf"," "" Catherine of Siena, "" I said."," "" Kateřinu ze Sieny, "" odpověděla jsem."
"said","say","prohlásil","prohlásit","pf"," "" That 's a great dress, "" he said."," "" Máš úžasné šaty! "" prohlásil."
"get","get","Koupila","koupit","pf"," "" Did you get it today?"," "" Koupila sis je dneska?"
"Turn","turn","Otoč","otočit","pf"," Turn around and let me see. """," Otoč se, ať si tě prohlédnu. """
"turned","turn","otáčela","otáčet","impf"," I turned slowly before him, like a mannequin."," Pomalu jsem se před ním otáčela, jako manekýnka."
"try","try","Zkusíš","zkusit","pf"," "" Will you try it?"," "" Zkusíš to?"
"felt","feel","Pociťovala","pociťovat","impf"," I felt a kind of weary, bitchy amusement when he sat down next to me and slipped his arm around me."," Pociťovala jsem jisté unavené, jedovaté pobavení, když se vedle mne posadil a objal mne kolem ramen."
"sat","sit","posadil","posadit","pf"," I felt a kind of weary, bitchy amusement when he sat down next to me and slipped his arm around me."," Pociťovala jsem jisté unavené, jedovaté pobavení, když se vedle mne posadil a objal mne kolem ramen."
"thought","think","pomyslela","pomyslet","pf"," Save it, bubba, I know who lit that fire, I thought."," To si můžeš odpustit, kamaráde, já moc dobře vím, kdo v tobě ten oheň zažehl! pomyslela jsem si."
"smiled","smile","Usmála","usmát","pf"," I smiled at him."," Usmála jsem se na něj."
"want","want","nechtěl","chtít","impf"," "" We were just wondering why you did n't want to tell me what it meant when I made that adorable little circle sign, "" I said."," "" Právě si lámeme hlavu, proč jsi mi nechtěl říct, co to znamená, když dělám ukazovákem a palcem ten zbožňováníhodný drobný kroužek, "" vysvětlila jsem mu."
"meant","mean","nechtěl","chtít","impf"," "" We were just wondering why you did n't want to tell me what it meant when I made that adorable little circle sign, "" I said."," "" Právě si lámeme hlavu, proč jsi mi nechtěl říct, co to znamená, když dělám ukazovákem a palcem ten zbožňováníhodný drobný kroužek, "" vysvětlila jsem mu."
"tell","tell","říct","říci","pf"," "" We were just wondering why you did n't want to tell me what it meant when I made that adorable little circle sign, "" I said."," "" Právě si lámeme hlavu, proč jsi mi nechtěl říct, co to znamená, když dělám ukazovákem a palcem ten zbožňováníhodný drobný kroužek, "" vysvětlila jsem mu."
"said","say","říct","říci","pf"," "" We were just wondering why you did n't want to tell me what it meant when I made that adorable little circle sign, "" I said."," "" Právě si lámeme hlavu, proč jsi mi nechtěl říct, co to znamená, když dělám ukazovákem a palcem ten zbožňováníhodný drobný kroužek, "" vysvětlila jsem mu."
"meant","mean","znamená","znamenat","impf"," "" We were just wondering why you did n't want to tell me what it meant when I made that adorable little circle sign, "" I said."," "" Právě si lámeme hlavu, proč jsi mi nechtěl říct, co to znamená, když dělám ukazovákem a palcem ten zbožňováníhodný drobný kroužek, "" vysvětlila jsem mu."
"did","do","dělám","dělat","impf"," "" We were just wondering why you did n't want to tell me what it meant when I made that adorable little circle sign, "" I said."," "" Právě si lámeme hlavu, proč jsi mi nechtěl říct, co to znamená, když dělám ukazovákem a palcem ten zbožňováníhodný drobný kroužek, "" vysvětlila jsem mu."
"made","make","dělám","dělat","impf"," "" We were just wondering why you did n't want to tell me what it meant when I made that adorable little circle sign, "" I said."," "" Právě si lámeme hlavu, proč jsi mi nechtěl říct, co to znamená, když dělám ukazovákem a palcem ten zbožňováníhodný drobný kroužek, "" vysvětlila jsem mu."
"means","mean","znamená","znamenat","impf"," "" The one that means asshole. """," "" Ten, který znamená idiot. """
"laughed","laugh","zasmál","zasmát","pf"," He laughed."," Joe se zasmál."
"calling","call","nazývá","nazývat","impf"," you 're such a ... a lady, I guess, and there you were, the madonna of the Mountain, calling all those people-well."," Jsi taková ... dáma - a tady to máš, madona z Hory, a nazývá všechny ty lidi kolem blby."
"did","do","neudělala","udělat","pf"," Christ. You did n't do it again, did you? """," Bože, snad jsi to neudělala znovu? """
"do","do","neudělala","udělat","pf"," Christ. You did n't do it again, did you? """," Bože, snad jsi to neudělala znovu? """
"did","do","neudělala","udělat","pf"," Christ. You did n't do it again, did you? """," Bože, snad jsi to neudělala znovu? """
"slept","sleep","Spala","spát","impf"," I slept, badly, on the sofa in the alcove."," Spala jsem na pohovce v alkovně, a spala jsem špatně."
"slept","sleep","spala","spát","impf"," I slept, badly, on the sofa in the alcove."," Spala jsem na pohovce v alkovně, a spala jsem špatně."
"want","want","nechtělo","chtít","impf"," Somehow I did not want to ask for a rollaway bed, not in this seat of some unremembered Florentine noble."," Nějak se mi nechtělo požádat o lůžko, ne v tomhle sídle nějakého zapomenutého šlechtice z Florencie."
"ask","ask","požádat","požádat","pf"," Somehow I did not want to ask for a rollaway bed, not in this seat of some unremembered Florentine noble."," Nějak se mi nechtělo požádat o lůžko, ne v tomhle sídle nějakého zapomenutého šlechtice z Florencie."
"want","want","nechtěla","chtít","impf"," I was restless but did not want to take the jitney into Florence."," Cítila jsem nepokoj, ale minibusem jsem se do Florencie vypravit nechtěla."
"sit","sit","sedět","sedět","impf"," I thought now I would rather be beaten with wire whisks than go down to that Esther Williams pool and sit and listen to Yolanda Whitney burble about macrame and decoupage."," Raději bych snesla výprask metlami z ostnatého drátu, než žemusím sejít dolů k tomu nóbl bazénu, sedět tam a naslouchat zurčivému hovoru Yolandy Whitneyové o mřížové krajce a dekupáži."
"listen","listen","naslouchat","naslouchat","impf"," I thought now I would rather be beaten with wire whisks than go down to that Esther Williams pool and sit and listen to Yolanda Whitney burble about macrame and decoupage."," Raději bych snesla výprask metlami z ostnatého drátu, než žemusím sejít dolů k tomu nóbl bazénu, sedět tam a naslouchat zurčivému hovoru Yolandy Whitneyové o mřížové krajce a dekupáži."
"come","come","přišli","přijít","pf"," How on earth had the Forrests come to know her?"," Jak k ní pro všechno na světě Forrestovi přišli?"
"make","make","vytvořit","vytvořit","pf"," Maybe she 'll tell you how to make a centerpiece of gilded squirrel turds, “ Joe said."," Třeba ti poradí, jak vytvořit zajímavý prvek z pozlacených veverčích bobků, "" uklidňoval mne Joe."
"said","say","pronesla","pronést","pf"," I said to the back of his head."," Otázku jsem pronesla do jeho týla."
"said","say","odpověděl","odpovědět","pf"," "" Down the path, "" he said with his back to me, gesturing toward the door."," "" Dolů po cestičce, "" odpověděl zády ke mně a ukazoval ke dveřím."
"said","say","ukazoval","ukazovat","impf"," "" Down the path, "" he said with his back to me, gesturing toward the door."," "" Dolů po cestičce, "" odpověděl zády ke mně a ukazoval ke dveřím."
"miss","miss","minout","minout","pf"," "" You ca n't miss it. """," "" Nemůžete ji minout. """
"turn","turn","zapnula","zapnout","pf"," She did not turn on the light, but she started the ceiling fan."," Nerozsvítila, ale zapnula větrák u stropu."
"started","start","zapnula","zapnout","pf"," She did not turn on the light, but she started the ceiling fan."," Nerozsvítila, ale zapnula větrák u stropu."
"Sleep","sleep","Spěte","spát","impf"," "" Sleep late, "" she said."," "" Spěte hodně dlouho, "" radila mi."
"closes","close","zavírají","zavírat","impf"," it closes at eight. But we can find something fun to do after."," Musíme se tam ale vypravit brzy, protože zavírají už v osm."
"said","say","řekla","říci","pf"," "" Well, "" I said. "" Looks like we 're all set. """," "" Takže jsme domluvení, "" řekla jsem."
"said","say","odpověděla","odpovědět","pf"," "" No, "" I said."," "" Ne, "" odpověděla jsem."
"seen","see","neviděla","vidět","impf"," But I have n't seen anything at all of Florence yet. """," Ale ještě jsem neviděla nic z Florencie. """
"come","come","nepřijela","přijet","pf"," "" Well, you did n't really come to Italy to see the sights, did you? """," "" No, vy jste zrovna nepřijela do Itálie, abyste si prohlížela pamětihodnosti, ne? "" poznamenal."
"listening","listen","naslouchá","naslouchat","impf"," I thought he was listening to his own words and for mine."," Napadlo mě, že naslouchá vlastním slovům a čeká na mou odpověď."
"mean","mean","myslíte","myslet","impf"," "" How do you mean? """," "" Jak to myslíte? """
"mean","mean","Chtěl","chtít","impf"," "" I mean, you came to be with the newly weds and all that. I think."," "" Chtěl jsem tím říct, že jste přijela, abyste dělala společnosti novomanželům a tak."
"came","come","přijela","přijet","pf"," "" I mean, you came to be with the newly weds and all that. I think."," "" Chtěl jsem tím říct, že jste přijela, abyste dělala společnosti novomanželům a tak."
"seemed","seem","zdálo","zdát","impf"," seen above the line of potted trees, it seemed to grow out of a small forest."," Vzhlížela jsem k němu zpoza řady stromků v květináčích, takže se zdálo, jako by Panteon vyrůstal z nevelkého lesíka."
"grow","grow","vyrůstal","vyrůstat","impf"," seen above the line of potted trees, it seemed to grow out of a small forest."," Vzhlížela jsem k němu zpoza řady stromků v květináčích, takže se zdálo, jako by Panteon vyrůstal z nevelkého lesíka."
"called","call","zavolal","zavolat","pf"," Just as I was pulling the door shut behind me, he called sleepily, "" Cat?"," Ospale na mne zavolal, když jsem za sebou užuž zavírala dveře :"
"shut","shut","zavírala","zavírat","impf"," Just as I was pulling the door shut behind me, he called sleepily, "" Cat?"," Ospale na mne zavolal, když jsem za sebou užuž zavírala dveře :"
"thought","think","Myslela","myslet","impf"," I thought you were asleep."," Myslela jsem, že spíš."
