"hurried","hurry","spěchal","spěchat","impf"," Mr. Weasley blinked rather rapidly, then he too hurried to hug his son."," Pan Weasley několikrát dost rychle zamrkal a pak také spěchal syna obejmout."
"going","go","jdou","jít","impf"," That ’ s their pretext for going after you. ”"," Tohle je záminka, proč po tobě jdou. """
"WANTED","want","Hledán","hledat","impf"," WANTED FOR QUESTIONING ABOUT THE DEATH OF ALBUS DUMBLEDORE"," Hledán za účelem výslechu ve věci úmrtí Albuse Brumbála"
"stay","stay","zůstat","zůstat","pf"," "" I ca n't stay here. """," "" Tady zůstat nemůžu. """
"want","want","nechci","chtít","impf"," I do n't want - """," A já nechci - """
"mention","mention","zmínil","zmínit","pf"," And now you mention it, I wanted to talk to you about that. ”"," A když už ses o tom zmínil, chci si s tebou na tohle téma promluvit. """
"wanted","want","chci","chtít","impf"," And now you mention it, I wanted to talk to you about that. ”"," A když už ses o tom zmínil, chci si s tebou na tohle téma promluvit. """
"talk","talk","promluvit","promluvit","pf"," And now you mention it, I wanted to talk to you about that. ”"," A když už ses o tom zmínil, chci si s tebou na tohle téma promluvit. """
"hurt","hurt","bolet","bolet","impf"," “ Does it hurt? ”"," "" Bude to bolet? """
"stop","stop","zadržet","zadržet","pf"," The childish question had fallen from Harry ’ s lips before he could stop it."," Dětinská otázka sklouzla Harrymu ze rtů dřív, než ji stačil zadržet."
"want","want","chtít","chtít","impf"," “ And he will want it to be quick."," "" A Voldemort to bude chtít udělat rychle."
"wants","want","Chce","chtít","impf"," He wants it over, ” said Lupin."," Chce to už mít za sebou, "" dodal Lupin."
"want","want","Nechtěl","chtít","impf"," “ I didn ’ t want you to die, ” Harry said."," "" Nechtěl jsem, abyste zemřeli, "" vyhrkl Harry."
"die","die","zemřeli","zemřít","pf"," “ I didn ’ t want you to die, ” Harry said."," "" Nechtěl jsem, abyste zemřeli, "" vyhrkl Harry."
"mean","mean","Chci","chtít","impf"," "" I mean, just what you hear, you know, that all these old stories came from Beedle."," "" Chci říct, že se vlastně jen říká, víš, že všechny ty staré pohádky pocházejí od Beedleho."
"came","come","pocházejí","pocházet","impf"," "" I mean, just what you hear, you know, that all these old stories came from Beedle."," "" Chci říct, že se vlastně jen říká, víš, že všechny ty staré pohádky pocházejí od Beedleho."
"thought","think","myslel","myslet","impf"," "" But I wonder why Dumbledore thought I should read them? """," "" Zajímalo by mě ale, proč si Brumbál myslel, že bych si je měla přečíst. """
"thought","think","měla","mít","impf"," "" But I wonder why Dumbledore thought I should read them? """," "" Zajímalo by mě ale, proč si Brumbál myslel, že bych si je měla přečíst. """
"read","read","přečíst","přečíst","pf"," "" But I wonder why Dumbledore thought I should read them? """," "" Zajímalo by mě ale, proč si Brumbál myslel, že bych si je měla přečíst. """
"whispered","whisper","zašeptala","zašeptat","pf"," "" All the same, we should get to bed, "" whispered Hermione."," "" Stejně už bychom měli jít spát, "" zašeptala Hermiona."
"listen","listen","poslouchat","poslouchat","impf"," We ’ ve all got to listen to her explain how Muggles are like animals, stupid and dirty, and how they drive wizards into hiding by being vicious toward them, and how the natural order is being reestablished."," Všichni musíme poslouchat, jak nám vysvětluje, že mudlové jsou jako zvěř, pitomí a špinaví, že zahnali kouzelníky do skrýší, protože se na nich dopouštěli nejrůznějšího násilí, a že je třeba obnovit přirozený řád věcí."
"explain","explain","vysvětluje","vysvětlovat","impf"," We ’ ve all got to listen to her explain how Muggles are like animals, stupid and dirty, and how they drive wizards into hiding by being vicious toward them, and how the natural order is being reestablished."," Všichni musíme poslouchat, jak nám vysvětluje, že mudlové jsou jako zvěř, pitomí a špinaví, že zahnali kouzelníky do skrýší, protože se na nich dopouštěli nejrůznějšího násilí, a že je třeba obnovit přirozený řád věcí."
"reestablished","reestablish","obnovit","obnovit","pf"," We ’ ve all got to listen to her explain how Muggles are like animals, stupid and dirty, and how they drive wizards into hiding by being vicious toward them, and how the natural order is being reestablished."," Všichni musíme poslouchat, jak nám vysvětluje, že mudlové jsou jako zvěř, pitomí a špinaví, že zahnali kouzelníky do skrýší, protože se na nich dopouštěli nejrůznějšího násilí, a že je třeba obnovit přirozený řád věcí."
"missed","miss","minuli","minout","pf"," Harry, Ron and Hermione backed as quickly as possible down the nearest side street, and the Death Eaters missed them by inches."," Harry, Ron a Hermiona co nejrychleji zacouvali do nejbližší postranní uličky a pronásledovatelé je minuli o pouhých pár centimetrů."
"waited","wait","Čekali","čekat","impf"," They waited in the darkness, listening to the footsteps running up and down, beams of light flying along the street from the Death Eaters ' searching wands."," Čekali ve tmě, naslouchali dusotu nohou pobíhajících tam a zase zpátky, a dívali se, jak ulici křižují paprsky světla z hůlek smrtijedské pátrací čety."
"listening","listen","naslouchali","naslouchat","impf"," They waited in the darkness, listening to the footsteps running up and down, beams of light flying along the street from the Death Eaters ' searching wands."," Čekali ve tmě, naslouchali dusotu nohou pobíhajících tam a zase zpátky, a dívali se, jak ulici křižují paprsky světla z hůlek smrtijedské pátrací čety."
"felt","feel","pocítil","pocítit","pf"," And then he felt that stealing sense of despair, or hopelessness, filling him, expanding inside him ...."," A pak pocítil vlnu známého plíživého zoufalství, beznaděj ho celého zaplňovala a vzdouvala se v něm ..."
"filling","fill","zaplňovala","zaplňovat","impf"," And then he felt that stealing sense of despair, or hopelessness, filling him, expanding inside him ...."," A pak pocítil vlnu známého plíživého zoufalství, beznaděj ho celého zaplňovala a vzdouvala se v něm ..."
"reached","reach","došel","dojít","pf"," And as he reached the foot of the stairs and turned to his right he saw a dreadful scene."," Když došel na spodní konec schodiště a zabočil doprava, naskytl se jeho očím příšerný výjev."
"hidden","hide","zakrývaly","zakrývat","impf"," The dark passage outside the courtrooms was packed with tall, black-hooded figures, their faces completely hidden, their ragged breathing the only sound in the place."," V temné chodbičce před soudními síněmi se to jen hemžilo vysokými postavami v černých kápích, které jim dokonale zakrývaly obličeje, a jejich přerývaný dech tu byl jediným slyšitelným zvukem."
"Capture","capture","chyťte","chytit","pf"," Capture Potter."," Pottera chyťte živého."
"Kill","kill","Zabijte","zabít","pf"," Kill his friends - the more, the better - but do not kill him."," Zabijte jeho přátele - čím víc, tím líp -, jeho ale nezabíjejte."
"kill","kill","Zabijte","zabít","pf"," Kill his friends - the more, the better - but do not kill him."," Zabijte jeho přátele - čím víc, tím líp -, jeho ale nezabíjejte."
"Kill","kill","nezabíjejte","zabíjet","impf"," Kill his friends - the more, the better - but do not kill him."," Zabijte jeho přátele - čím víc, tím líp -, jeho ale nezabíjejte."
"kill","kill","nezabíjejte","zabíjet","impf"," Kill his friends - the more, the better - but do not kill him."," Zabijte jeho přátele - čím víc, tím líp -, jeho ale nezabíjejte."
"wished","wish","Chtěl","chtít","impf"," "" But it is of you that I wished to speak, Severus, not Harry Potter."," Chtěl jsem však mluvit o tobě, Severusi, ne o Harrym Potterovi."
"speak","speak","mluvit","mluvit","impf"," "" But it is of you that I wished to speak, Severus, not Harry Potter."," Chtěl jsem však mluvit o tobě, Severusi, ne o Harrym Potterovi."
"serve","serve","sloužit","sloužit","impf"," "" My Lord knows I seek only to serve him."," "" Můj pán ví, že jediným mým cílem je sloužit mu."
"let","let","dovolte","dovolit","pf"," But - let me go and find the boy, my Lord."," Ale - dovolte mi odejít a nalézt toho kluka, můj pane."
"go","go","odejít","odejít","pf"," But - let me go and find the boy, my Lord."," Ale - dovolte mi odejít a nalézt toho kluka, můj pane."
"Let","let","Dovolte","dovolit","pf"," Let me bring him to you."," Dovolte mi, abych vám ho přivedl."
"bring","bring","přivedl","přivést","pf"," Let me bring him to you."," Dovolte mi, abych vám ho přivedl."
"vanished","vanish","Zmizel","zmizet","pf"," He vanished, with his plans for seizing power, and his schemes for Muggle torture, and his dreams of the Deathly Hallows, dreams in which I had encouraged him and helped him."," Zmizel i se všemi svými plány na uchvácení moci, se svými projekty mučení mudlů i se svými sny o relikviích smrti - se sny, v nichž jsem ho podporoval a s jejichž uskutečněním jsem mu pomáhal."
"encouraged","encourage","podporoval","podporovat","impf"," He vanished, with his plans for seizing power, and his schemes for Muggle torture, and his dreams of the Deathly Hallows, dreams in which I had encouraged him and helped him."," Zmizel i se všemi svými plány na uchvácení moci, se svými projekty mučení mudlů i se svými sny o relikviích smrti - se sny, v nichž jsem ho podporoval a s jejichž uskutečněním jsem mu pomáhal."
"helped","help","pomáhal","pomáhat","impf"," He vanished, with his plans for seizing power, and his schemes for Muggle torture, and his dreams of the Deathly Hallows, dreams in which I had encouraged him and helped him."," Zmizel i se všemi svými plány na uchvácení moci, se svými projekty mučení mudlů i se svými sny o relikviích smrti - se sny, v nichž jsem ho podporoval a s jejichž uskutečněním jsem mu pomáhal."
"ran","run","Utekl","utéci","pf"," He ran, while I was left to bury my sister, and learn to live with my guilt and my terrible grief, the price of my shame."," Utekl a na mně zůstalo, abych pohřbil sestru a naučil se žít se svou vinou i se strašlivým žalem, který byl cenou za moji hanbu."
"bury","bury","pohřbil","pohřbít","pf"," He ran, while I was left to bury my sister, and learn to live with my guilt and my terrible grief, the price of my shame."," Utekl a na mně zůstalo, abych pohřbil sestru a naučil se žít se svou vinou i se strašlivým žalem, který byl cenou za moji hanbu."
"learn","learn","naučil","naučit","pf"," He ran, while I was left to bury my sister, and learn to live with my guilt and my terrible grief, the price of my shame."," Utekl a na mně zůstalo, abych pohřbil sestru a naučil se žít se svou vinou i se strašlivým žalem, který byl cenou za moji hanbu."
"passed","pass","Ubíhala","ubíhat","impf"," “ Years passed."," Ubíhala léta."
"saw","see","Viděl","vidět","impf"," I saw him waving it in the bloke from the Ministry ’ s face, he nearly shoved it up his nose! ”"," Viděl jsem, jak s ním šermoval tomu chlapíkovi z ministerstva před obličejem, málem mu ho vrazil do nosu! """
"shoved","shove","vrazil","vrazit","pf"," I saw him waving it in the bloke from the Ministry ’ s face, he nearly shoved it up his nose! ”"," Viděl jsem, jak s ním šermoval tomu chlapíkovi z ministerstva před obličejem, málem mu ho vrazil do nosu! """
"saved","save","Zachránil","zachránit","pf"," You saved our lives! """," Zachránil jste nám všem život. """
"seeing","see","viděl","vidět","impf"," "" It 's your eye I 've been seeing in the mirror. """," "" To bylo vaše oko, které jsem viděl v zrcátku. """
"looked","look","hleděli","hledět","impf"," Harry and the barman looked at each other."," Harry a výčepní si hleděli do očí."
"said","say","pravil","pravit","pf"," "" Those are the Deathly Hallows, "" said Xenophilius."," "" To jsou relikvie smrti, "" pravil Xenofilius."
"pulled","pull","vytáhl","vytáhnout","pf"," He picked up a quill from a packed table at his elbow, and pulled a torn piece of parchment from between more books."," Z haraburdí na stole po své pravici vytáhl brk a mezi hromadou knih našel potrhaný kousek pergamenu."
"drew","draw","nakreslil","nakreslit","pf"," "" The Elder Wand, "" he said, and drew a straight vertical line upon the parchment."," "" Bezová hůlka, "" začal a zároveň nakreslil na pergamen rovnou svislou čáru."
"pointed","point","namířil","namířit","pf"," He grabbed his wand from the ground and pointed it into the depths of the magical bag."," Zvedl ze země svoji hůlku a namířil jí do hlubin kouzelné kabelky."
"imprisoned","imprison","uvěznil","uvěznit","pf"," Even now, having been tortured and imprisoned by Voldemort, the idea of the Dark Wizard in possession of this wand seemed to enthrall him as much as it repulsed him."," Dokonce i teď - poté, co ho Voldemort uvěznil a mučil - se zdálo, že ho představa spojení černokněžníka a bezové hůlky stejným dílem vzrušuje i odpuzuje."
"tortured","torture","mučil","mučit","impf"," Even now, having been tortured and imprisoned by Voldemort, the idea of the Dark Wizard in possession of this wand seemed to enthrall him as much as it repulsed him."," Dokonce i teď - poté, co ho Voldemort uvěznil a mučil - se zdálo, že ho představa spojení černokněžníka a bezové hůlky stejným dílem vzrušuje i odpuzuje."
"seemed","seem","zdálo","zdát","impf"," Even now, having been tortured and imprisoned by Voldemort, the idea of the Dark Wizard in possession of this wand seemed to enthrall him as much as it repulsed him."," Dokonce i teď - poté, co ho Voldemort uvěznil a mučil - se zdálo, že ho představa spojení černokněžníka a bezové hůlky stejným dílem vzrušuje i odpuzuje."
"think","think","domníváte","domnívat","impf"," “ You - you really think this wand exists, then, Mr. Ollivander? ” asked Hermione."," "" Takže - vy se domníváte, že ta hůlka skutečně existuje, pane Ollivandere? "" zeptala se Hermiona."
"exists","exist","existuje","existovat","impf"," “ You - you really think this wand exists, then, Mr. Ollivander? ” asked Hermione."," "" Takže - vy se domníváte, že ta hůlka skutečně existuje, pane Ollivandere? "" zeptala se Hermiona."
"asked","ask","zeptala","zeptat","pf"," “ You - you really think this wand exists, then, Mr. Ollivander? ” asked Hermione."," "" Takže - vy se domníváte, že ta hůlka skutečně existuje, pane Ollivandere? "" zeptala se Hermiona."
"saying","say","říkala","říkat","impf"," "" ... and tiny little ears, "" Luna was saying, "" a bit like hippo 's, Daddy says, only purple and hairy."," "" ... a maličká ouška, "" říkala právě Lenka, "" táta tvrdí, že se trochu podobají hroším, až na to, že jsou jasně rudá a chlupatá."
"says","say","říkala","říkat","impf"," "" ... and tiny little ears, "" Luna was saying, "" a bit like hippo 's, Daddy says, only purple and hairy."," "" ... a maličká ouška, "" říkala právě Lenka, "" táta tvrdí, že se trochu podobají hroším, až na to, že jsou jasně rudá a chlupatá."
"want","want","chceš","chtít","impf"," And if you want to call them, you have to hum;"," A když je chceš přivolat, musíš jim zanotovat."
"call","call","přivolat","přivolat","pf"," And if you want to call them, you have to hum;"," A když je chceš přivolat, musíš jim zanotovat."
"following","follow","následoval","následovat","impf"," Looking uncomfortable, Dean shrugged at Harry as he passed, following Luna into the combined dining and sitting room where Ron and Hermione were laying the dinner table."," Dean, který se tvářil poněkud rozpačitě, pokrčil rameny, když procházel kolem Harryho, a následoval Lenku do obývacího pokoje spojeného s jídelnou, kde Ron a Hermiona prostírali k večeři."
"go","go","Pojďte","jít","impf"," Let ’ s go downstairs, there ’ s a lot to tell you, and I want to know what happened after you left the Burrow. ”"," Pojďte dolů, musím vám toho hodně říct a taky chci vědět, co se s vámi dělo, když jste zmizeli z Doupěte. """
"tell","tell","říct","říci","pf"," Let ’ s go downstairs, there ’ s a lot to tell you, and I want to know what happened after you left the Burrow. ”"," Pojďte dolů, musím vám toho hodně říct a taky chci vědět, co se s vámi dělo, když jste zmizeli z Doupěte. """
"want","want","chci","chtít","impf"," Let ’ s go downstairs, there ’ s a lot to tell you, and I want to know what happened after you left the Burrow. ”"," Pojďte dolů, musím vám toho hodně říct a taky chci vědět, co se s vámi dělo, když jste zmizeli z Doupěte. """
"descended","descend","Sešli","sejít","pf"," They descended into the kitchen, where Hermione pointed her wand at the grate."," Sešli po schodech do kuchyně a Hermiona ukázala hůlkou na krbový rošt."
"pointed","point","ukázala","ukázat","pf"," They descended into the kitchen, where Hermione pointed her wand at the grate."," Sešli po schodech do kuchyně a Hermiona ukázala hůlkou na krbový rošt."
"pulled","pull","vytáhl","vytáhnout","pf"," Lupin pulled a few butterbeers from beneath his traveling cloak and they sat down."," Lupin vytáhl zpod cestovního pláště několik lahví máslového ležáku a všichni se posadili."
"sat","sit","posadili","posadit","pf"," Lupin pulled a few butterbeers from beneath his traveling cloak and they sat down."," Lupin vytáhl zpod cestovního pláště několik lahví máslového ležáku a všichni se posadili."
"knocked","knock","zaklepal","zaklepat","pf"," Ron and Hermione looked bewildered but very impressed as they followed him across the little landing and knocked upon the door opposite Bill and Fleur ’ s."," Ron s Hermionou se tvářili zmateně, ale zaujatě, když mu šli v patách přes malé odpočívadlo, kde zaklepal na dveře proti Billově a Fleuřině ložnici."
"lying","lie","ležel","ležet","impf"," The wandmaker was lying on the twin bed farthest from the window."," Výrobce hůlek ležel na velké manželské posteli, odsunuté co nejdál od okna."
"held","hold","drželi","držet","impf"," He had been held in the cellar for more than a year, and tortured, Harry knew, on at least one occasion."," Déle než rok ho drželi zavřeného ve sklepě a Harry věděl přinejmenším o jednom případu, kdy ho i mučili."
"tortured","torture","mučili","mučit","impf"," He had been held in the cellar for more than a year, and tortured, Harry knew, on at least one occasion."," Déle než rok ho drželi zavřeného ve sklepě a Harry věděl přinejmenším o jednom případu, kdy ho i mučili."
"regret","regret","Lituji","litovat","impf"," "" I regret it, "" said Voldemort coldly."," "" Lituji, "" utrousil chladně Voldemort."
"leave","leave","odejít","odejít","pf"," It was time to leave this shack and take charge, with a wand that would now do his full bidding."," Měl načase odejít z téhle chýše a vzít věci do vlastních rukou, teď když měl hůlku, která plně poslouží všem jeho záměrům."
"take","take","vzít","vzít","pf"," It was time to leave this shack and take charge, with a wand that would now do his full bidding."," Měl načase odejít z téhle chýše a vzít věci do vlastních rukou, teď když měl hůlku, která plně poslouží všem jeho záměrům."
"do","do","vzít","vzít","pf"," It was time to leave this shack and take charge, with a wand that would now do his full bidding."," Měl načase odejít z téhle chýše a vzít věci do vlastních rukou, teď když měl hůlku, která plně poslouží všem jeho záměrům."
"pointed","point","Namířil","namířit","pf"," He pointed it at the starry cage holding the snake, which drifted upward, off snape, who fell sideways onto the floor, blood gushing from the wounds in his neck."," Namířil jí na třpytnou klec s hadem, ta se vznesla výš, had pustil Snapea, čaroděj padl na podlahu a z ran na krku se mu valila krev."
"fell","fall","padl","padnout","pf"," He pointed it at the starry cage holding the snake, which drifted upward, off snape, who fell sideways onto the floor, blood gushing from the wounds in his neck."," Namířil jí na třpytnou klec s hadem, ta se vznesla výš, had pustil Snapea, čaroděj padl na podlahu a z ran na krku se mu valila krev."
"added","add","Přidali","přidat","pf"," “ They have added Germino and Flagrante Curses! ” said Griphook."," "" Přidali k ochranným opatřením kletby Gemino a Flagrante! "" konstatoval Griphook."
"wait","wait","čekat","čekat","impf"," He had to wait ten minutes, but it seemed much longer to Harry, skulking alone in the sick-splattered alleyway beside the door concealing the Stunned Mafalda."," Harry musel čekat deset minut, ty mu však připadaly mnohem delší, když se docela sám krčil v pozvracené uličce u dveří, za nimiž ukryli Mafaldu Hopkirkovou."
"concealing","conceal","ukryli","ukrýt","pf"," He had to wait ten minutes, but it seemed much longer to Harry, skulking alone in the sick-splattered alleyway beside the door concealing the Stunned Mafalda."," Harry musel čekat deset minut, ty mu však připadaly mnohem delší, když se docela sám krčil v pozvracené uličce u dveří, za nimiž ukryli Mafaldu Hopkirkovou."
"passing","pass","sdělila","sdělit","pf"," “ We don ’ t know who he is, ” Hermione said, passing Harry several curly black hairs, “ but he ’ s gone home with a dreadful nosebleed!"," "" Nevíme, kdo to je, "" sdělila mu Hermiona a podala mu několik kudrnatých černých vlasů, "" ale šel domů s příšerným krvácením z nosu."
"passing","pass","podala","podat","pf"," “ We don ’ t know who he is, ” Hermione said, passing Harry several curly black hairs, “ but he ’ s gone home with a dreadful nosebleed!"," "" Nevíme, kdo to je, "" sdělila mu Hermiona a podala mu několik kudrnatých černých vlasů, "" ale šel domů s příšerným krvácením z nosu."
"gone","go","šel","jít","impf"," “ We don ’ t know who he is, ” Hermione said, passing Harry several curly black hairs, “ but he ’ s gone home with a dreadful nosebleed!"," "" Nevíme, kdo to je, "" sdělila mu Hermiona a podala mu několik kudrnatých černých vlasů, "" ale šel domů s příšerným krvácením z nosu."
"need","need","potřebovat","potřebovat","impf"," Here, he ’ s pretty tall, you ’ ll need bigger robes ... ”"," Tumáš, je to chlap jako hora, budeš potřebovat větší hábit ... """
"tell","tell","říct","říci","pf"," The Cruciatus Curse, I - I had no choice but to tell him what I knew, what I guessed! ”"," Mučil mě kletbou Cruciatus, ne - neměl jsem na vybranou ... musel jsem mu říct, co vím i co si myslím! """
"understand","understand","chápu","chápat","impf"," “ I understand, ” said Harry."," "" Já vás chápu, "" ujistil ho Harry."
"told","tell","Pověděl","povědět","pf"," “ You told him about the twin cores?"," "" Pověděl jste mu o těch totožných jádrech?"
"borrow","borrow","vypůjčil","vypůjčit","pf"," You said he just had to borrow another wizard ’ s wand? ”"," Poradil jste mu, aby si prostě vypůjčil hůlku někoho jiného? """
"horrified","horrify","děsilo","děsit","impf"," Ollivander looked horrified, transfixed, by the amount that Harry knew."," Ollivandera zjevně děsilo a ohromovalo, co všechno Harry ví."
"nodded","nod","přikývl","přikývnout","pf"," He nodded slowly."," Pomalu přikývl."
"went","go","pokračoval","pokračovat","impf"," “ But it didn ’ t work, ” Harry went on."," "" Jenže to nezabralo, "" pokračoval Harry."
"beat","beat","porazila","porazit","pf"," “ Mine still beat the borrowed wand."," "" Moje hůlka tu jeho vypůjčenou stejně porazila."
"pulled","pull","vytáhl","vytáhnout","pf"," Scrimgeour now pulled out of the bag a small book that looked as ancient as the copy of Secrets of the Darkest Art upstairs."," Tentokrát vytáhl z váčku malou knížečku, která vypadala stejně starodávně jako Tajnosti magie nejčernější, schované nahoře v Ronově ložnici."
"looked","look","díval","dívat","impf"," As he looked, a tear splashed onto the embossed symbols."," Jak se na knihu díval, ukápla na symboly vytlačené do jejích desek slza."
"shows","show","Ukazuje","ukazovat","impf"," Bathilda shows me a letter, kept by her that Albus Dumbledore sent Gellert Grindelwald in the dead of night."," Ukazuje mi dopis, který si dodnes schovává a který poslal Albus Brumbál Gellertu Grindelwaldovi jednou uprostřed noci."
"sent","send","poslal","poslat","pf"," Bathilda shows me a letter, kept by her that Albus Dumbledore sent Gellert Grindelwald in the dead of night."," Ukazuje mi dopis, který si dodnes schovává a který poslal Albus Brumbál Gellertu Grindelwaldovi jednou uprostřed noci."
"struck","strike","napadlo","napadnout","pf"," An idea would have struck him and he had to let Gellert know immediately! ”"," Něco ho prostě napadlo a musel se okamžitě se svým nápadem Gellertovi svěřit! """
"stole","steal","ukradl","ukrást","pf"," How do you know Mundungus Fletcher stole the locket? ”"," Jak víš, že ten medailonek ukradl Mundungus Fletcher? """
"saw","see","viděl","vidět","impf"," “ Kreacher saw him! ” gasped the elf as tears poured over his snout and into his mouth full of graying teeth."," "" Krátura ho viděl! "" vyprskl skřítek, slzy se mu koulely po rypáku a kapaly mu do úst plných šedivějících zubů."
"saw","see","viděl","vidět","impf"," “ Kreacher saw him coming out of Kreacher ’ s cupboard with his hands full of Kreacher ’ s treasures."," "" Krátura ho viděl, jak vychází z Kráturova přístěnku a nese plnou náruč Kráturových pokladů."
"say","say","říct","říci","pf"," I must say it does complicate organizing a wedding, having all these security spells around the place. ”"," Musím říct, že všechna ta bezpečnostní kouzla kolem domu jsou pro organizaci svatby dost velkou komplikací. """
"missed","miss","uniklo","uniknout","pf"," It was only now, therefore, that he saw what he had missed."," Teprve teď si tedy všiml, co mu ráno uniklo."
"considered","consider","považován","považovat","impf"," Coming next week, the shocking story of the flawed genius considered by many to be the greatest wizard of his generation."," Již příští týden vychází šokující příběh pokryteckého génia, který je mnohými považován za největšího kouzelníka své generace."
"make","make","pochopíte","pochopit","pf"," Much the best way to make sure we all understand. """," To bude zdaleka nejlepší způsob, jak zajistit, že všichni pochopíte, co vám pak povím. """
"understand","understand","pochopíte","pochopit","pf"," Much the best way to make sure we all understand. """," To bude zdaleka nejlepší způsob, jak zajistit, že všichni pochopíte, co vám pak povím. """
"Refusing","refuse","odmítal","odmítat","impf"," Refusing to believe his eyes, Harry snatched up the blankets and shook them."," Harry odmítal uvěřit vlastním očím, popadl pokrývky a začal je vytřásat."
"believe","believe","uvěřit","uvěřit","pf"," Refusing to believe his eyes, Harry snatched up the blankets and shook them."," Harry odmítal uvěřit vlastním očím, popadl pokrývky a začal je vytřásat."
"snatched","snatch","popadl","popadnout","pf"," Refusing to believe his eyes, Harry snatched up the blankets and shook them."," Harry odmítal uvěřit vlastním očím, popadl pokrývky a začal je vytřásat."
"Lying","lie","ležel","ležet","impf"," Lying with his face pressed into the dusty carpet of the office where he had once thought he was learning the secrets of victory, Harry understood at last that he was not supposed to survive."," Harry ležel s obličejem zabořeným do zaprášeného koberce v pracovně, v níž kdysi sedával a domníval se, že se učí tajemstvím, jak zvítězit."
"thought","think","domníval","domnívat","impf"," Lying with his face pressed into the dusty carpet of the office where he had once thought he was learning the secrets of victory, Harry understood at last that he was not supposed to survive."," Harry ležel s obličejem zabořeným do zaprášeného koberce v pracovně, v níž kdysi sedával a domníval se, že se učí tajemstvím, jak zvítězit."
"understood","understand","domníval","domnívat","impf"," Lying with his face pressed into the dusty carpet of the office where he had once thought he was learning the secrets of victory, Harry understood at last that he was not supposed to survive."," Harry ležel s obličejem zabořeným do zaprášeného koberce v pracovně, v níž kdysi sedával a domníval se, že se učí tajemstvím, jak zvítězit."
"supposed","suppose","domníval","domnívat","impf"," Lying with his face pressed into the dusty carpet of the office where he had once thought he was learning the secrets of victory, Harry understood at last that he was not supposed to survive."," Harry ležel s obličejem zabořeným do zaprášeného koberce v pracovně, v níž kdysi sedával a domníval se, že se učí tajemstvím, jak zvítězit."
"learning","learn","učí","učit","impf"," Lying with his face pressed into the dusty carpet of the office where he had once thought he was learning the secrets of victory, Harry understood at last that he was not supposed to survive."," Harry ležel s obličejem zabořeným do zaprášeného koberce v pracovně, v níž kdysi sedával a domníval se, že se učí tajemstvím, jak zvítězit."
"tried","try","Snažil","snažit","impf"," He tried to put a lot of unsaid things into the hug and perhaps she understood them, because she patted his cheek clumsily when he released her, then waved her wand in a slightly random way, causing half a pack of bacon to flop out of the frying pan onto the floor."," Snažil se do toho objetí vložit spoustu nevysloveného a paní Weasleyová to možná pochopila, protože když ji pustil, neohrabaně ho popleskala po tváři a pak poněkud bezmyšlenkovitě mávla hůlkou, takže asi půl balíčku slaniny vyskočilo z pánve a spadlo na podlahu."
"understood","understand","pochopila","pochopit","pf"," He tried to put a lot of unsaid things into the hug and perhaps she understood them, because she patted his cheek clumsily when he released her, then waved her wand in a slightly random way, causing half a pack of bacon to flop out of the frying pan onto the floor."," Snažil se do toho objetí vložit spoustu nevysloveného a paní Weasleyová to možná pochopila, protože když ji pustil, neohrabaně ho popleskala po tváři a pak poněkud bezmyšlenkovitě mávla hůlkou, takže asi půl balíčku slaniny vyskočilo z pánve a spadlo na podlahu."
"released","release","pustil","pustit","pf"," He tried to put a lot of unsaid things into the hug and perhaps she understood them, because she patted his cheek clumsily when he released her, then waved her wand in a slightly random way, causing half a pack of bacon to flop out of the frying pan onto the floor."," Snažil se do toho objetí vložit spoustu nevysloveného a paní Weasleyová to možná pochopila, protože když ji pustil, neohrabaně ho popleskala po tváři a pak poněkud bezmyšlenkovitě mávla hůlkou, takže asi půl balíčku slaniny vyskočilo z pánve a spadlo na podlahu."
"waved","wave","mávla","mávnout","pf"," He tried to put a lot of unsaid things into the hug and perhaps she understood them, because she patted his cheek clumsily when he released her, then waved her wand in a slightly random way, causing half a pack of bacon to flop out of the frying pan onto the floor."," Snažil se do toho objetí vložit spoustu nevysloveného a paní Weasleyová to možná pochopila, protože když ji pustil, neohrabaně ho popleskala po tváři a pak poněkud bezmyšlenkovitě mávla hůlkou, takže asi půl balíčku slaniny vyskočilo z pánve a spadlo na podlahu."
"adding","add","přidala","přidat","pf"," "" Happy birthday, Harry! "" said Hermione, hurrying into the kitchen and adding her own present to the top of the pile."," "" Všechno nejlepší k narozeninám, Harry! "" ozvala se Hermiona, spěšně vběhla do kuchyně a přidala na hromádku svůj dárek."
"hope","hope","doufám","doufat","impf"," "" It 's not much, but I hope you like it."," "" Není to nic zvláštního, ale doufám, že se ti to bude líbit."
"trusted","trust","věřil","věřit","impf"," “ Dumbledore trusted Snape, ” Harry reminded her."," "" Brumbál Snapeovi věřil, "" připomněl jí Harry."
"reminded","remind","připomněl","připomenout","pf"," “ Dumbledore trusted Snape, ” Harry reminded her."," "" Brumbál Snapeovi věřil, "" připomněl jí Harry."
"tell","tell","pověděl","povědět","pf"," “ Not enough to tell him that he had swapped the swords, ” said Hermione."," "" Ale ne natolik, aby mu pověděl, že meče vyměnil, "" namítla Hermiona."
"said","say","pověděl","povědět","pf"," “ Not enough to tell him that he had swapped the swords, ” said Hermione."," "" Ale ne natolik, aby mu pověděl, že meče vyměnil, "" namítla Hermiona."
