"drink","drink","pít","pít","impf"," For birds to drink out of."," Ptáčkové by z nich mohli pít."
"chasing","chase","honit","honit","impf"," Knock myself silly chasing that ball?"," A do zblbnutí se honit za tím kulatým přízrakem -"
"counting","count","počítá","počítat","impf"," VÉNA ( counting the money ). A hundred-forty ... three crowns."," Véna : / počítá / Sto - čtyřicet - tři."
"turns","turn","obrátí","obrátit","pf"," VÉNA turns his face into her lap and stops his ears."," / Véna jí obrátí obličej do klína a zacpe si uši /"
"tell","tell","říkala","říkat","impf"," Did I tell you my little turtle died?"," To jsem ti říkala, jak mi chcípla ta želvička?"
"kept","keep","Měla","mít","impf"," I kept her in my closet in a box. I thought she was hibernating, so I waited until Easter ... then I found out it was all up with her."," Měla jsem ji na skříni ve škatuli, myslela jsem, že upadla do zimního spánku, čekala jsem až do velikonoc, a pak jsem zjistila, že je definitivně po ní."
"thought","think","Měla","mít","impf"," I kept her in my closet in a box. I thought she was hibernating, so I waited until Easter ... then I found out it was all up with her."," Měla jsem ji na skříni ve škatuli, myslela jsem, že upadla do zimního spánku, čekala jsem až do velikonoc, a pak jsem zjistila, že je definitivně po ní."
"thought","think","myslela","myslet","impf"," I kept her in my closet in a box. I thought she was hibernating, so I waited until Easter ... then I found out it was all up with her."," Měla jsem ji na skříni ve škatuli, myslela jsem, že upadla do zimního spánku, čekala jsem až do velikonoc, a pak jsem zjistila, že je definitivně po ní."
"waited","wait","čekala","čekat","impf"," I kept her in my closet in a box. I thought she was hibernating, so I waited until Easter ... then I found out it was all up with her."," Měla jsem ji na skříni ve škatuli, myslela jsem, že upadla do zimního spánku, čekala jsem až do velikonoc, a pak jsem zjistila, že je definitivně po ní."
"found","find","zjistila","zjistit","pf"," I kept her in my closet in a box. I thought she was hibernating, so I waited until Easter ... then I found out it was all up with her."," Měla jsem ji na skříni ve škatuli, myslela jsem, že upadla do zimního spánku, čekala jsem až do velikonoc, a pak jsem zjistila, že je definitivně po ní."
"pray","pray","prosím","prosit","impf"," How, pray, did you find out?"," A jaks to, prosím tě, zjistila?"
"find","find","zjistila","zjistit","pf"," How, pray, did you find out?"," A jaks to, prosím tě, zjistila?"
"ask","ask","ptát","ptát","impf"," VÉNA ( slowly ). Next time you ask me about the family hearth-why it wo n't work-just take it I 've said all I 'm going to say."," Véna : / pomalu / Až se zas budeš ptát, proč to nejde,. ten rodinnéj krb, tak si mysli, že jsem ti svoje už řek."
"going","go","nejde","jít","impf"," VÉNA ( slowly ). Next time you ask me about the family hearth-why it wo n't work-just take it I 've said all I 'm going to say."," Véna : / pomalu / Až se zas budeš ptát, proč to nejde,. ten rodinnéj krb, tak si mysli, že jsem ti svoje už řek."
"Does","do","jít","jít","impf"," Does it bore you to go hiking with me?"," Tebe otravuje jít se mnou na vejlet?"
"go","go","jít","jít","impf"," Does it bore you to go hiking with me?"," Tebe otravuje jít se mnou na vejlet?"
"marry","marry","neberu","brát","impf"," That 's why I wo n't marry you."," Proto já si tě neberu."
"said","say","Povídala","povídat","impf"," She said, ' a piano might fall on you ... '"," Povídala - spadne na tebe klavír -"
"fall","fall","spadne","spadnout","pf"," She said, ' a piano might fall on you ... '"," Povídala - spadne na tebe klavír -"
"love","love","Miluju","milovat","impf"," I love heights. I love heights."," Miluju vejšky, miluju vejšky."
"love","love","Miluju","milovat","impf"," I love heights. I love heights."," Miluju vejšky, miluju vejšky."
"love","love","miluju","milovat","impf"," I love heights. I love heights."," Miluju vejšky, miluju vejšky."
"love","love","miluju","milovat","impf"," I love heights. I love heights."," Miluju vejšky, miluju vejšky."
"give","give","dá","dát","pf"," So, she 'll give you another picture."," No tak, obrázek ti dá jinej."
"get","get","seženu","sehnat","pf"," I 'll try get matches somewhere."," Třeba seženu sirky."
"looks","look","podívá","podívat","pf"," BOY ( turns, looks at them ). Sure. You can talk!"," Chlapec : / se otočí, podívá se na oba / Vám se to mluví!"
"talk","talk","mluví","mluvit","impf"," BOY ( turns, looks at them ). Sure. You can talk!"," Chlapec : / se otočí, podívá se na oba / Vám se to mluví!"
"Tell","tell","Povídej","povídat","impf"," Tell me about me."," Povídej mi o mně."
"evoke","evoke","vyvoláš","vyvolat","pf"," - or ' rock '. So you 'd better bloody watch out how you evoke me."," Tak si dej velkýho bacha, čím mě vyvoláš."
"opens","open","otevře","otevřít","pf"," VÉNA ( opens his eyes in disgust ). Oh, get lost."," Véna : / otevře oči, otráveně / Jdi se vycpat!"
"Calling","call","Volá","volat","impf"," ( Calling out. ) Hey-Ivaaan!"," / Volá / Haló - Ivanééé!"
"listen","listen","Poslouchají","poslouchat","impf"," They listen. Silence."," / Poslouchají, nic se neozve /"
"opens","open","otevřel","otevřít","pf"," VÉNA ( opens the wallet, examines the contents ). Dance ticket, a little money-"," Véna : / otevřel tašku, dívá se do ní / Lístek od zábavy, prachy -"
"looks","look","podívá","podívat","pf"," VÉNA ( looks at her ). Interested?"," Véna : / se po ní podívá / To tě zajímá?"
"lean","lean","opřela","opřít","pf"," When business was slow, she would lean against the cash register and grind out poems."," Když nebyl fofr, opřela se o kasu a mlela básničky."
"grind","grind","mlela","mlít","impf"," When business was slow, she would lean against the cash register and grind out poems."," Když nebyl fofr, opřela se o kasu a mlela básničky."
"tell","tell","poznám","poznat","pf"," How can I tell a composed poem from a written one?"," Copak poznám složenou básničku od napsaný?"
"believe","believe","myslet","myslet","impf"," ) How can you believe it was only that?"," Jak si můžeš myslet, že to bylo jen z toho?"
"believe","believe","nemyslím","myslet","impf"," VÉNA ( stands mournfully ). Maybe I do n't really believe it."," Véna : / stojí zkroušeně stranou / Já si to snad ani nemyslím."
"puts","put","dá","dát","pf"," VÉNA puts his hands in his pockets, ÉVI starts crying."," / Véna dá ruce do kapes, Évi se rozpláče /"
"cry","cry","Nebreč","brečet","impf"," Do n't cry, cat."," Nebreč, kočko."
"runs","run","Běží","běžet","impf"," FIRST YOUNG MAN ( exploding ). I 'm gonna kick his teeth in! ( He runs towards the shed. )"," První : / vyletí / Já mu rozbiju hubu! / Běží k boudě /"
"pacing","pace","chodit","chodit","impf"," VÉNA ( pacing up and down the path, preaching ). That 's why darkness prevails."," Véna : / začne chodit po pěšině, káže / Proto panuje takový temno."
"prevails","prevail","panuje","panovat","impf"," VÉNA ( pacing up and down the path, preaching ). That 's why darkness prevails."," Véna : / začne chodit po pěšině, káže / Proto panuje takový temno."
"revolve","revolve","točil","točit","impf"," If it were n't for Suzies, the world would revolve around the sun."," Nebejt Nanynek, točil by se svět kolem slunce."
"watching","watch","dívá","dívat","impf"," ÉVI ( watching him ). Hey, are you putting on weight?"," Évi : / se po něm dívá / Poslechni, netloustneš mi?"
"make","make","děláš","dělat","impf"," VÉNA ( slops ). Me? - Well, that ought to make me good-natured."," Véna : / se zastaví / Co děláš? - Aspoň budu hodnej."
"address","address","oslovit","oslovit","pf"," - You may address me now, and the way you address me, that 's what I 'll be, that 's what you 'll make me."," Teď mě smíš oslovit, a jak mě oslovíš, to budu, to ze mě uděláš."
"address","address","oslovit","oslovit","pf"," - You may address me now, and the way you address me, that 's what I 'll be, that 's what you 'll make me."," Teď mě smíš oslovit, a jak mě oslovíš, to budu, to ze mě uděláš."
"address","address","oslovíš","oslovit","pf"," - You may address me now, and the way you address me, that 's what I 'll be, that 's what you 'll make me."," Teď mě smíš oslovit, a jak mě oslovíš, to budu, to ze mě uděláš."
"address","address","oslovíš","oslovit","pf"," - You may address me now, and the way you address me, that 's what I 'll be, that 's what you 'll make me."," Teď mě smíš oslovit, a jak mě oslovíš, to budu, to ze mě uděláš."
"make","make","uděláš","udělat","pf"," - You may address me now, and the way you address me, that 's what I 'll be, that 's what you 'll make me."," Teď mě smíš oslovit, a jak mě oslovíš, to budu, to ze mě uděláš."
"depend","depend","Záleží","záležet","impf"," It 'll all depend on what you use to call me out of the dark."," Záleží na tom, čím mě vyvoláš z temnot."
"call","call","vyvoláš","vyvolat","pf"," It 'll all depend on what you use to call me out of the dark."," Záleží na tom, čím mě vyvoláš z temnot."
"saw","see","uviděl","uvidět","pf"," Remember, it is just like when the first man saw a lump of matter in front of him and called it ' tree '"," Představ si, že to je zrovna to samý, jako když první člověk prvně uviděl před sebou kus hmoty a řek jí "" strom "" nebo "" skála ""."
"dance","dance","netancuje","tancovat","impf"," Such a body, and it wo n't dance."," Évi se dívá na Vénu / Takový tělo - a netancuje to"
"came","come","přišel","přijít","pf"," Listen, the manager came to me yesterday-seems they 'll be turning that old gate house into a little wine bar, a kind of bistro-and would I run it for them."," No počkej, to jsem ti neříkala, přišel za mnou včera vedoucí, že budou zařizovat vinárničku, takový bistro nebo co, jestli prej bych to nevzala"
"come","come","Pojď","jít","impf"," Let 's take a walk, come on."," Pojď se procházet, pojď."
"come","come","pojď","jít","impf"," Let 's take a walk, come on."," Pojď se procházet, pojď."
"Notice","notice","Pozoruješ","pozorovat","impf"," ÉVI ( crossing to shed ). Notice any such signs in me?"," Évi : / jde k boudě / Pozoruješ něco takového na mně?"
"kisses","kiss","Políbí","políbit","pf"," ( He kisses her. ) Hey, it 's beginning to work."," / Políbí ji / Ty, na mě to už působí."
"work","work","působí","působit","impf"," ( He kisses her. ) Hey, it 's beginning to work."," / Políbí ji / Ty, na mě to už působí."
"embracing","embrace","obejme","obejmout","pf"," ( embracing her ). That was great when he chased after the wedding."," / Évi obejme / To bylo veliký, jak honil tu svatbu."
"chased","chase","honil","honit","impf"," ( embracing her ). That was great when he chased after the wedding."," / Évi obejme / To bylo veliký, jak honil tu svatbu."
"shoot","shoot","střílet","střílet","impf"," You can shoot here, too, but you do n't win."," Tady se taky dá střílet, ale tady se nevyhrává."
"win","win","nevyhrává","vyhrávat","impf"," You can shoot here, too, but you do n't win."," Tady se taky dá střílet, ale tady se nevyhrává."
"win","win","nevyhrává","vyhrávat","impf"," Even if you hit the bull 's eye you do n't win."," Ani do černýho se nevyhrává!"
"win","win","vyhrát","vyhrát","pf"," I know there 's nothing to win any more."," Já vím, že už není co vyhrát."
"lose","lose","prohrát","prohrát","pf"," Nothing to lose, either. That 's the one thing that gives me courage.-"," Vlastně jenon to mi dodalo kuráž - že už není co prohrát."
"Hear","hear","Slyšíš","slyšet","impf"," Hear me?"," Slyšíš mě, jo?"
"squeeze","squeeze","nezmáčk","zmáčknout","pf"," Oh, I did n't squeeze that hard."," Tolik jsem tě zas nezmáčk."
"grow","grow","roste","růst","impf"," It 's stupid of it to grow, anyway."," Stejně je blbej, že roste."
"steal","steal","krad","krást","impf"," Why steal it? I can just keep it."," Co bych to krad, když si to můžu nechat."
"keep","keep","nechat","nechat","pf"," Why steal it? I can just keep it."," Co bych to krad, když si to můžu nechat."
"gives","give","nedá","dát","pf"," Fact is, whatever I ca n't get my hands on gives me trouble."," Protože co se nedá vzít do rukou, to mi dělá potíže."
"grabbing","grab","chytil","chytit","pf"," SECOND YOUNG MAN ( grabbing ÉVI almost simultaneously ). Got him!"," Druhý : / skoro současně chytil Évi / Mám ho!"
"kicks","kick","kopne","kopnout","pf"," ÉVI kicks his shins;"," / Évi kopne Druhého do holeně."
"hands","hand","podá","podat","pf"," VÉNA hands her a box of matches."," Véna : / jí podá krabičku zápalek /"
"ask","ask","ptej","ptát","impf"," Do n't ask me."," Jo, na to se mě ptej!"
"going","go","Jdeme","jít","impf"," We 're going up-we 're high-and that 's all there 's to it."," Jdeme nahoru - a je to takovej doping, nic víc."
"believe","believe","nevěříš","věřit","impf"," ÉVI ( breaks away ). You mean you do n't believe it just happened by itself?"," Évi : / se mu vytrhne / Tak ty nevěříš, že to přišlo tak, samo od sebe?"
"happened","happen","přišlo","přijít","pf"," ÉVI ( breaks away ). You mean you do n't believe it just happened by itself?"," Évi : / se mu vytrhne / Tak ty nevěříš, že to přišlo tak, samo od sebe?"
"think","think","myslíš","myslet","impf"," ( She kneels beside him. ) You think I do n't know what I 'm saying?"," / Sveze se k němu na kolena / Copak ty myslíš - že nevím, co mluvím?"
"saying","say","mluvím","mluvit","impf"," ( She kneels beside him. ) You think I do n't know what I 'm saying?"," / Sveze se k němu na kolena / Copak ty myslíš - že nevím, co mluvím?"
"See","see","Vidíš","vidět","impf"," - See him? The mole?"," Vidíš ho, krtka?"
"Pushing","push","odstrčí","odstrčit","pf"," ÉVI. You filth! ( Pushing him away."," Évi : / ho odstrčí od sebe / Ty hnuse!"
"Say","say","Řekni","říci","pf"," Say it again."," Řekni to ještě jednou - l"
"turning","turn","otočí","otočit","pf"," ÉVI ( turning her back on the tree ). Cloud! Cloud! Cloud!"," Évi : / se otočí ke stromu / Mrak, mrak, mrak."
"turns","turn","otočí","otočit","pf"," VÉNA ( steps towards her and forcibly turns her head around ). Now look."," Véna : / došel k ní, násilím jí otočí hlavu / Tak se dívej!"
"look","look","dívej","dívat","impf"," VÉNA ( steps towards her and forcibly turns her head around ). Now look."," Véna : / došel k ní, násilím jí otočí hlavu / Tak se dívej!"
"burning","burn","Pálím","pálit","impf"," ÉVI. I 'm burning my fingers!"," Pálím si prsty."
"drops","drop","upustí","upustit","pf"," but ÉVI drops the burnt-out match."," Évi upustí oharek zápalky /"
"Try","try","Zkus","zkusit","pf"," Try another one. Maybe they 're dry now."," Zkus jinou, třeba uschly!"
"Try","try","zkus","zkusit","pf"," Try them."," Tak je zkus."
"takes","take","Vezme","vzít","pf"," ( He takes the box, strikes the match, it breaks. He picks it up, tries again, in vain. ) Nothing. They crumble like cheese."," / Vezme jí krabičku z rukou, ale zápalka se zlomí, shýbne se pro ni, zápalka nechytí / Kdepak, je jako tvaroh."
"picks","pick","Vezme","vzít","pf"," ( He takes the box, strikes the match, it breaks. He picks it up, tries again, in vain. ) Nothing. They crumble like cheese."," / Vezme jí krabičku z rukou, ale zápalka se zlomí, shýbne se pro ni, zápalka nechytí / Kdepak, je jako tvaroh."
"breaks","break","zlomí","zlomit","pf"," ( He takes the box, strikes the match, it breaks. He picks it up, tries again, in vain. ) Nothing. They crumble like cheese."," / Vezme jí krabičku z rukou, ale zápalka se zlomí, shýbne se pro ni, zápalka nechytí / Kdepak, je jako tvaroh."
"takes","take","nechytí","chytit","pf"," ( He takes the box, strikes the match, it breaks. He picks it up, tries again, in vain. ) Nothing. They crumble like cheese."," / Vezme jí krabičku z rukou, ale zápalka se zlomí, shýbne se pro ni, zápalka nechytí / Kdepak, je jako tvaroh."
"gazes","gaze","Dívá","dívat","impf"," ( She gazes at him. )"," / Dívá se na něho /"
"sits","sit","sedne","sednout","pf"," ÉVI sits beside him."," Évi : / si sedne vedle něho."
"see","see","vidíš","vidět","impf"," However, I can see that in the middle of a desert, money 's for the birds."," Jenže, jak vidíš, na poušti jsou peníze pro kočku."
"want","want","chtěl","chtít","impf"," I want one now."," Já bych chtěl hned."
"enjoy","enjoy","netěší","těšit","impf"," I do n't enjoy what I ca n't have now-( He throws the bills up in the air. )"," To mě netěší, co nemůže bejt hned - / Rozhodí bankovky do vzduchu / Nemá to za halíř cenu."
"comes","come","Jezdí","jezdit","impf"," There 's this Prokoš, comes on inspection. One day he opened a matchbox full of gold ... that 's to make rings, he said-"," Jezdí k nám na kontrolu ňákej Prokoš, jednou vytáh krabičku od sirek plnou zlata a povídá - to je na prstýnky."
"Do","do","ber","brát","impf"," Do! Take it."," To ber."
"Take","take","ber","brát","impf"," Do! Take it."," To ber."
"Take","take","ber","brát","impf"," Take it, take it"," To ber, to ber"
"take","take","ber","brát","impf"," Take it, take it"," To ber, to ber"
"Take","take","ber","brát","impf"," Take it, take it"," To ber, to ber"
"take","take","ber","brát","impf"," Take it, take it"," To ber, to ber"
"presses","press","Přitiskne","přitisknout","pf"," ( She presses her hand on the place. )"," / Přitiskne si ruku na to místo /"
"say","say","Nepovídej","povídat","impf"," You do n't say."," Nepovídej!"
"turned","turn","otáčel","otáčet","impf"," Whenever you turned towards me I felt you on my neck."," Jak ses otáčel po mně, cejtila jsem tě na krku -"
"sits","sit","sedne","sednout","pf"," VÉNA ( sits beside her on the bench ). I would get crates from the greengrocer and I 'd bring home piano legs and desk legs that I broke off moving widows and school teachers-"," Véna : / si sedne vedle ní na lavičku / Kupoval bych bedýnky ze zelinářství a nosil bych nohy od pian a od skříní, který bych ulamoval vdovám a učitelkám -"
"get","get","Kupoval","kupovat","impf"," VÉNA ( sits beside her on the bench ). I would get crates from the greengrocer and I 'd bring home piano legs and desk legs that I broke off moving widows and school teachers-"," Véna : / si sedne vedle ní na lavičku / Kupoval bych bedýnky ze zelinářství a nosil bych nohy od pian a od skříní, který bych ulamoval vdovám a učitelkám -"
"bring","bring","nosil","nosit","impf"," VÉNA ( sits beside her on the bench ). I would get crates from the greengrocer and I 'd bring home piano legs and desk legs that I broke off moving widows and school teachers-"," Véna : / si sedne vedle ní na lavičku / Kupoval bych bedýnky ze zelinářství a nosil bych nohy od pian a od skříní, který bych ulamoval vdovám a učitelkám -"
"Tell","tell","povídej","povídat","impf"," ÉVI ( props her back against him and cuddles up ). Tell me something nice."," Évi : / se opře o něho zády a schoulí se / Tak mi něco hezkýho povídej."
"fixed","fix","spravit","spravit","pf"," You ought to have that stove fixed."," Kdybys ho aspoň dala spravit, ten vařič."
"Reading","read","Čte","číst","impf"," ( Reading from the poster. ) ' Dance music by comrade Posch and his Brass Band. '"," / Čte z plakátu / "" K tanci vyhrává dechová hudba soudruha Páši. """
"hit","hit","uhodí","uhodit","pf"," VÉNA. Why is it, the moment you hit thirty, all of you, you get all hot about the family hearth?"," Véna : Že vy všecky, jak vám uhodí třicítka jste celý žhavý do rodinnýho krbu!"
"looking","look","podívá","podívat","pf"," VÉNA ( looking at the snapshot ). Some piece!"," Véna : / se podívá na obrázek / A pěknej korpus."
"revolve","revolve","točí","točit","impf"," Now, there 's the kind of Suzy things revolve around."," To je zrovna ta Nanynka, kolem který se - to moc rádo točí."
"finds","find","najde","najít","pf"," Where, oh where will we be when the kid finds it?"," Kde my budem, až to milej hoch najde!"
"killed","kill","zabijem","zabít","pf"," Maybe we 'll be killed."," Třeba se zabijem."
"torturing","torture","trápit","trápit","impf"," ÉVI ( after a beat, a little anxious ). Let 's stop torturing each other, shall we?"," Évi : / znejistí / Tak se přestanem trápit, ne?"
"holds","hold","nemám","mít","impf"," ÉVI ( holds him ). But I ca n't see what 's ahead."," Évi : / se k němu sklání / Ale vyhlídku nemám žádnou."
"catches","catch","popadne","popadnout","pf"," BOY catches jacket, looks around in alarm and darts off behind the shed."," Chlapec : / popadne sako, vyplašeně se rozhlédne, vyrazí za boudu / Vy mi taky můžete -"
"lying","lie","lžem","lhát","impf"," We 've been lying long enough, cat."," Kočko, už si dost dlouho lžem."
"lie","lie","lhát","lhát","impf"," One should lie slower so it would last longer."," Má se lhát pomalejc, aby to vystačilo."
"last","last","vystačilo","vystačit","pf"," One should lie slower so it would last longer."," Má se lhát pomalejc, aby to vystačilo."
"listens","listen","poslouchá","poslouchat","impf"," VÉNA ( he crosses to track and listens for the train ). Oh, I could 've been alseep long ago instead of listening to your blah-blah."," Véna : / došel ke kolejím, skloní se opět k nim a poslouchá / Už jsem dávno moh spát a neposlouchat - ty kydy."
"listening","listen","poslouchá","poslouchat","impf"," VÉNA ( he crosses to track and listens for the train ). Oh, I could 've been alseep long ago instead of listening to your blah-blah."," Véna : / došel ke kolejím, skloní se opět k nim a poslouchá / Už jsem dávno moh spát a neposlouchat - ty kydy."
"listens","listen","neposlouchat","poslouchat","impf"," VÉNA ( he crosses to track and listens for the train ). Oh, I could 've been alseep long ago instead of listening to your blah-blah."," Véna : / došel ke kolejím, skloní se opět k nim a poslouchá / Už jsem dávno moh spát a neposlouchat - ty kydy."
"listening","listen","neposlouchat","poslouchat","impf"," VÉNA ( he crosses to track and listens for the train ). Oh, I could 've been alseep long ago instead of listening to your blah-blah."," Véna : / došel ke kolejím, skloní se opět k nim a poslouchá / Už jsem dávno moh spát a neposlouchat - ty kydy."
"sits","sit","Sedne","sednout","pf"," ( He sits on the rail. )"," / Sedne si na kolej /"
"keeps","keep","má","mít","impf"," ( Uncovers his eyes but keeps them shut ) I 'm ready."," / Snímá ruce s obličeje, ale oči má zavřené / Jsem připravenej."
"takes","take","Vyndá","vyndat","pf"," He does n't even have his name in it ( He takes out a snapshot ). Pretty as a picture."," / Vyndá obrázek, prohlíží ho / Holka jako obrázek."
"hanging","hang","visí","viset","impf"," ÉVI lets herself down from the roof. She is hanging by the hands."," Évi : / se spustí se střechy, visí za ruce / Pomoc!"
"Help","help","pomozte","pomoci","pf"," ÉVI. Help! - somebody help me!"," Tak mi někdo pomozte!"
"help","help","pomozte","pomoci","pf"," ÉVI. Help! - somebody help me!"," Tak mi někdo pomozte!"
"pushes","push","odstrčí","odstrčit","pf"," Say the word-( Starts towards ÉVI but FIRST pushes him aside. )"," / Zamíří k Évi, ale První ho odstrčí /"
"did","do","jde","jít","impf"," SECOND YOUNG MAN ( to VÉNA ). It 's a wonder I did n't put an eye out."," Druhý : / jde k Váňovi / Div jsem nepřisel o oko."
"figured","figure","spočítat","spočítat","pf"," VÉNA ( chuckling ). He figured what was in store for him."," Véna : / se směje / Čili moh si spočítat, co ho čeká!"
"want","want","Chtěla","chtít","impf"," That 's all I want to hear."," Chtěla bych jednou slyšet upřímný slovo."
"hear","hear","slyšet","slyšet","impf"," That 's all I want to hear."," Chtěla bych jednou slyšet upřímný slovo."
"want","want","nechceš","chtít","impf"," But you do not lot want to hear it."," Vždyť ty ho nechceš slyšet."
"hear","hear","slyšet","slyšet","impf"," But you do not lot want to hear it."," Vždyť ty ho nechceš slyšet."
"say","say","řeknu","říci","pf"," You wait! One day I 'll fly off the handle and simply say goodbye-"," Ale až já se utrhnu a řeknu jednoduše sbohem, pane!"
"walk","walk","chodit","chodit","impf"," Like they knitted us out of some yarn ... and then they had to make a knot so we would n't unravel when we started to walk."," Jako když nás z něčeho tkali, a pak to museli zadrhnout, aby se to nerozpáralo, když v tom budeme chodit."
"skipping","skip","přeskakuješ","přeskakovat","impf"," You 're skipping."," To přeskakuješ."
"skip","skip","přeskočím","přeskočit","pf"," I 'll skip yours, too, then."," Taky to na tobě přeskočím."
"do","do","děláš","dělat","impf"," Some things you do for yourself. Others are-well-written out for you."," Něco děláš sám od sebe, a něco už je pro tebe napsaný."
"wrote","write","napsal","napsat","pf"," Who wrote this out then?"," A kdo mi to napsal, co?"
"pretend","pretend","tváří","tvářit","impf"," They all just pretend to know."," Každej se jenom tváří že to ví."
"pretends","pretend","předstíraj","předstírat","impf"," Everybody pretends to everybody else. Take them together and they still know nothing!"," Jeden druhýmu předstíraj, že to ví - a všichni dohromady vědí kulový."
"grabs","grab","popadne","popadnout","pf"," BOY grabs his jacket, starts off, but VÉNA gets hold of a sleeve. The jacket is stretched taut between them."," / Chlapec popadne sako, chce zmizet, ale Véna ho chytí za rukáv - napjaté sako je mezi nimi /"
"grabs","grab","chytí","chytit","pf"," BOY grabs his jacket, starts off, but VÉNA gets hold of a sleeve. The jacket is stretched taut between them."," / Chlapec popadne sako, chce zmizet, ale Véna ho chytí za rukáv - napjaté sako je mezi nimi /"
"gets","get","chytí","chytit","pf"," BOY grabs his jacket, starts off, but VÉNA gets hold of a sleeve. The jacket is stretched taut between them."," / Chlapec popadne sako, chce zmizet, ale Véna ho chytí za rukáv - napjaté sako je mezi nimi /"
"tell","tell","Neříkal","říkat","impf"," What did I tell you."," Neříkal jsem to?"
"hides","hide","Schová","schovat","pf"," ( She hides her face in her hands. ) I know."," / Schová obličej do dlaní / Nemám."
"scares","scare","děsí","děsit","impf"," It scares me."," Až mě to někdy děsí."
"sits","sit","sedne","sednout","pf"," VÉNA ( He sits beside her ). Well-what might what?"," Véna : / si k ní sedne /"
"Do","do","Udělej","udělat","pf"," Do like this."," Udělej tohle."
"walk","walk","kráčíš","kráčet","impf"," When you walk, they 're like fledgling wings."," Když kráčíš, klubou se ti jak křidýlka."
"holding","hold","drží","držet","impf"," SECOND YOUNG MAN ( holding his eye, to VÉNA )."," Druhý : / si. drží oko, šťouchne do Prvního / Zas ten Omyl."
"Say","say","Řekni","říci","pf"," ( to SECOND ). Say something."," / Druhému / Řekni mu něco."
"came","come","šel","jít","impf"," He took her home, and then came back and started after me-I 'll go nuts if I do n't find it."," Odved ji domů a pak šel na mě - já se zblázním, jestli ji nenajdu!"
"go","go","šel","jít","impf"," He took her home, and then came back and started after me-I 'll go nuts if I do n't find it."," Odved ji domů a pak šel na mě - já se zblázním, jestli ji nenajdu!"
"do","do","šel","jít","impf"," He took her home, and then came back and started after me-I 'll go nuts if I do n't find it."," Odved ji domů a pak šel na mě - já se zblázním, jestli ji nenajdu!"
"find","find","nenajdu","najít","pf"," He took her home, and then came back and started after me-I 'll go nuts if I do n't find it."," Odved ji domů a pak šel na mě - já se zblázním, jestli ji nenajdu!"
"tell","tell","říkal","říkat","impf"," SECOND YOUNG MAN ( stops ). What did I tell you."," Druhý : / se zastaví / Co jsem říkal?"
"look","look","Koukal","koukat","impf"," Up there, look."," Koukal bych."
"Go","go","Jdi","jít","impf"," Go."," Jdi!"
"pushes","push","Strčí","strčit","pf"," FIRST YOUNG MAN pushes SECOND who falls hit drags down FIRST with him."," / Strčí do Druhého, ten upadne, ale strhne Prvního s sebou /"
"falls","fall","upadne","upadnout","pf"," FIRST YOUNG MAN pushes SECOND who falls hit drags down FIRST with him."," / Strčí do Druhého, ten upadne, ale strhne Prvního s sebou /"
"takes","take","uchopil","uchopit","pf"," VÉNA ( helps ÉVI down, and takes her in his arms ). Kitten-"," Véna : / uchopil zatím Évi do náruče / Kotě moje!"
"see","see","postarám","postarat","pf"," SECOND YOUNG MAN ( retreating ). T'morrow they 'll all know how you fell in the brook-I 'll see to that-"," Druhý : / couvá / Zejtra to bude vědět každej jak jsi spad do toho potoka, o to se postarám;"
"do","do","neuděláš","udělat","pf"," You will not do it. That 's a fact."," Ty to neuděláš, to je fakt."
"doing","do","děláš","dělat","impf"," VÉNA ( glancing at her, he notices the lit match ). Whadya doing?"," Véna : / se po ní podívá, všimne si hořící zápalky / Co děláš?"
"see","see","nevidím","vidět","impf"," You too-why, when I do n't actually see you I ... all of a sudden I get awful suspicious."," A tak i ty, když tě zrovna nevidím, jseš mi na jednou strašně podezřelá."
"thinking","think","myslíš","myslet","impf"," What 're you thinking?"," Nač myslíš?"
"say","say","říct","říci","pf"," - Why do n't you say so?"," To nemůžeš říct?"
"swear","swear","přísahám","přísahat","impf"," FIRST YOUNG MAN ( shouting ). Go fish in your own waters, I swear to you!"," První : / křičí / Lov si v svejch vodách, to ti přísahám!"
"Come","come","Pojď","jít","impf"," C'mon and get one in the teeth! Come on out!"," Pojď si pro jednu do dršky, pojď!"
"Come","come","pojď","jít","impf"," C'mon and get one in the teeth! Come on out!"," Pojď si pro jednu do dršky, pojď!"
"goes","go","Jde","jít","impf"," ( He goes. )"," / Jde /"
"carry","carry","nést","nést","impf"," You may have to carry me onto the train.- Well, I swallowed it-so what?"," Abys mě nemusela nést do vlaku! - Tak jsem to spolk a co?"
"swallowed","swallow","spolk","spolknout","pf"," You may have to carry me onto the train.- Well, I swallowed it-so what?"," Abys mě nemusela nést do vlaku! - Tak jsem to spolk a co?"
"expect","expect","Nemysli","myslet","impf"," Do n't expect me to make a declaration of love.- Or ask for your hand."," Nemysli, že ti začnu vyznávat lásku - Nebo že tě požádám o ruku l"
"ask","ask","požádám","požádat","pf"," Do n't expect me to make a declaration of love.- Or ask for your hand."," Nemysli, že ti začnu vyznávat lásku - Nebo že tě požádám o ruku l"
"tell","tell","pověz","povědět","pf"," Come on, tell me."," Schválně mi to pověz!"
"want","want","chceš","chtít","impf"," You want to hear it?"," Ty to chceš slyšet?"
"hear","hear","slyšet","slyšet","impf"," You want to hear it?"," Ty to chceš slyšet?"
"say","say","neřek","říci","pf"," VÉNA.- that I might say something rude again."," Véna : - abych neřek zas něco hrubýho."
