"repeated","repeat","opakoval","opakovat","impf"," "" A week, "" Nate repeated to himself."," "" Týden, "" opakoval si pro sebe Nate."
"listening","listen","naslouchá","naslouchat","impf"," Was she there now, listening to her people and deciding what to do?"," Je tam teď, naslouchá svým lidem a rozhoduje, co udělat?"
"deciding","decide","rozhoduje","rozhodovat","impf"," Was she there now, listening to her people and deciding what to do?"," Je tam teď, naslouchá svým lidem a rozhoduje, co udělat?"
"do","do","udělat","udělat","pf"," Was she there now, listening to her people and deciding what to do?"," Je tam teď, naslouchá svým lidem a rozhoduje, co udělat?"
"send","send","Pošle","poslat","pf"," Would she send a warrior to fetch them, or would she herself simply walk through the woods and say hello?"," Pošle bojovníky, aby je přivedli, nebo sama projde lesem a pozdraví je?"
"fetch","fetch","přivedli","přivést","pf"," Would she send a warrior to fetch them, or would she herself simply walk through the woods and say hello?"," Pošle bojovníky, aby je přivedli, nebo sama projde lesem a pozdraví je?"
"said","say","řekl","říci","pf"," "" It 's a small settlement, "" Nate said, trying not to move."," "" Je to malá osada, "" řekl Nate a dělal, co mohl, aby se příliš nehýbal."
"move","move","nehýbal","hýbat","impf"," "" It 's a small settlement, "" Nate said, trying not to move."," "" Je to malá osada, "" řekl Nate a dělal, co mohl, aby se příliš nehýbal."
"think","think","myslíte","myslet","impf"," "" What do you think they 're doing? """," "" Co si myslíte, že dělají? """
"do","do","dělají","dělat","impf"," "" What do you think they 're doing? """," "" Co si myslíte, že dělají? """
"doing","do","dělají","dělat","impf"," "" What do you think they 're doing? """," "" Co si myslíte, že dělají? """
"Talking","talk","Mluví","mluvit","impf"," "" Talking."," "" Mluví."
"talking","talk","mluví","mluvit","impf"," Just talking. """," Prostě mluví. """
"need","need","musíme","muset","impf"," "" Well I hate to bring this up, but we need to make a move."," "" Dobrá, já je v žádném případě nechci rušit, ale musíme se pohnout."
"bring","bring","pohnout","pohnout","pf"," "" Well I hate to bring this up, but we need to make a move."," "" Dobrá, já je v žádném případě nechci rušit, ale musíme se pohnout."
"said","say","řekl","říci","pf"," "" Always, "" Nate said with a smile, trying to deflect the arrows."," "" Stále, "" řekl Nate s úsměvem ve snaze odvrátit ten úmyslný ironický šíp."
"fallen","fall","Padl","padnout","pf"," "" Have you fallen off since last summer? """," "" Padl jsi do toho od minulého léta znovu? """
"tells","tell","řekl","říci","pf"," "" Dan tells me you 've been through rehab, "" Stef said, smoke drifting from her nostrils."," "" Dan mi řekl, že jste prodělal rehabilitační léčbu, "" ozvala se Stef a z nosních dírek sejí vyvalil kouř."
"said","say","řekl","říci","pf"," "" Dan tells me you 've been through rehab, "" Stef said, smoke drifting from her nostrils."," "" Dan mi řekl, že jste prodělal rehabilitační léčbu, "" ozvala se Stef a z nosních dírek sejí vyvalil kouř."
"surprised","surprise","překvapilo","překvapit","pf"," Nate was surprised she was able to start and finish a sentence."," Natea překvapilo, že je schopná začít i dokončit větu."
"start","start","začít","začít","pf"," Nate was surprised she was able to start and finish a sentence."," Natea překvapilo, že je schopná začít i dokončit větu."
"finish","finish","dokončit","dokončit","pf"," Nate was surprised she was able to start and finish a sentence."," Natea překvapilo, že je schopná začít i dokončit větu."
"disappeared","disappear","zmizel","zmizet","pf"," His small smile disappeared."," Jeho slabý úsměv zmizel."
"need","need","Potřebujeme","potřebovat","impf"," We need to see her. """," Potřebujeme se s ní setkat. """
"send","send","poslat","poslat","pf"," "" Ca n't you send a letter or a package? """," "" Nemůžete poslat dopis nebo balíček? """
"needed","need","Potřebujeme","potřebovat","impf"," Her cooperation is needed, along with her signature. """," Potřebujeme její spolupráci a její podpis. """
"Excuse","excuse","Omluvte","omluvit","pf"," "" Excuse me for a minute. """," "" Omluvte mě na okamžik. """
"called","call","Zavolal","zavolat","pf"," He called Sergio for their weekly pep session."," Zavolal Sergia na jejich týdenní telefonický pohovor."
"called","call","zavolal","zavolat","pf"," He called Salem and had a pleasant chat with Angela and Austin."," Pak zavolal do Salemu a příjemně si popovídal s Angelou a Austinem."
"wants","want","nechce","chtít","impf"," No kid in his right mind wants to be a lawyer."," Žádný normální kluk se nechce stát právníkem."
"play","play","hrát","hrát","impf"," I was going to play for the Colts or the Orioles, maybe both. """," Přál jsem si hrát za Colty nebo za Orioly, někdy za oba týmy. """
"go","go","Chodil","chodit","impf"," "" Did you go to church? """," "" Chodil jste do kostela? """
"whispered","whisper","zašeptal","zašeptat","pf"," "" Welly 's here, "" Jevy whispered."," "" Je tady Welly, "" zašeptal Jevy."
"helped","help","pomohla","pomoci","pf"," The nurse on duty helped Jevy roll the bed from the room, down the hall, and into a small courtyard where there was sunshine."," Službu konající sestra pomohla Jevymu vyvézt lůžko z pokoje do haly a na malý dvorek, kam svítilo slunce."
"turned","turn","otočila","otočit","pf"," The nurse turned a crank and half the bed inclined."," Sestra otočila klikou a polovina lůžka se zvedla."
"removed","remove","Sejmula","sejmout","pf"," She removed the gauze and tape, and Nate never flinched."," Sejmula Nateovi z očí obvaz a náplast a Nate se ani nepohnul."
"opened","open","otevřel","otevřít","pf"," He slowly opened his eyes and tried to focus."," Pomalu otevřel oči a snažil se je zaostřit."
"tried","try","snažil","snažit","impf"," He slowly opened his eyes and tried to focus."," Pomalu otevřel oči a snažil se je zaostřit."
"said","say","řekla","říci","pf"," "" Good evening, Mr. O'Riley, "" she said, in the same low, slow tone that betrayed nothing."," "" Dobrý večer, pane O ' Riley! "" řekla stejným tichým a pomalým hlasem, který nic neprozrazoval."
"betrayed","betray","neprozrazoval","prozrazovat","impf"," "" Good evening, Mr. O'Riley, "" she said, in the same low, slow tone that betrayed nothing."," "" Dobrý večer, pane O ' Riley! "" řekla stejným tichým a pomalým hlasem, který nic neprozrazoval."
"call","call","říkejte","říkat","impf"," Please call me Nate. """," Prosím, říkejte mi Nate. """
"squirming","squirm","kroutil","kroutit","impf"," He sprayed his arms and legs, then crawled into the hammock, squirming and adjusting until his head was properly elevated above his butt."," Nate si postříkal repelentem paže i nohy a vlezl do hamaku, kde se kroutil a posunoval, až měl hlavu v patřičné výšce."
"vowing","vow","přísahal","přísahat","impf"," In the past ten years, he had been a frequent visitor to rehab facilities, each time drying out, breaking habits, growing closer to a higher power, working on his tan and tennis game, and vowing to kick his addictions once and for all."," V uplynulých deseti letech byl častým návštěvníkem léčeben a specializovaných sanatorií, kde se léčil ze svých závislostí, sbíral síly, opaloval se, hrál tenis a přísahal, že se jednou provždy zbaví drog a alkoholu."
"took","take","přijali","přijmout","pf"," Their lawyers took this in stride."," Jejich právní zástupci to přijali chladně."
"said","say","řekne","říci","pf"," The less said the better."," Čím méně o tom řekne, tím lépe."
"brings","bring","přivádí","přivádět","impf"," "" That brings us to Snead, "" he said."," "" To nás přivádí k Sneadovi, "" pokračoval."
"came","come","došlo","dojít","pf"," The assaults came; the trusts held firm, and any young Strong was still guaranteed a fine education."," K útokům skutečně došlo, ale smlouvy to vydržely, takže každý mladý Strong měl stále zaručeno skvělé vzdělání."
"held","hold","vydržely","vydržet","pf"," The assaults came; the trusts held firm, and any young Strong was still guaranteed a fine education."," K útokům skutečně došlo, ale smlouvy to vydržely, takže každý mladý Strong měl stále zaručeno skvělé vzdělání."
"held","hold","měl","mít","impf"," The assaults came; the trusts held firm, and any young Strong was still guaranteed a fine education."," K útokům skutečně došlo, ale smlouvy to vydržely, takže každý mladý Strong měl stále zaručeno skvělé vzdělání."
"guaranteed","guarantee","zaručeno","zaručit","pf"," The assaults came; the trusts held firm, and any young Strong was still guaranteed a fine education."," K útokům skutečně došlo, ale smlouvy to vydržely, takže každý mladý Strong měl stále zaručeno skvělé vzdělání."
"received","receive","získal","získat","pf"," Cody boarded at Tart, was an average student at Dartmouth, then received an MBA from Columbia."," Cody absolvoval Taft, byl průměrným studentem v Dartmouthu a nakonec získal titul MBA na Columbijské univerzitě."
"following","follow","řídí","řídit","impf"," This struck Nate as funny-primitive natives yet to discover clothing but following a complicated system of rules."," Nateovi to připadalo k smíchu - primitivní domorodci, kteří dosud nevynalezli ani oděv, se řídí složitým systémem pravidel."
"leave","leave","odjel","odjet","pf"," "" I would like to leave by noon tomorrow, "" Nate said to her."," "" Moc rád bych odjel zítra kolem poledne, "" řekl Nate Rachel."
"said","say","řekl","říci","pf"," "" I would like to leave by noon tomorrow, "" Nate said to her."," "" Moc rád bych odjel zítra kolem poledne, "" řekl Nate Rachel."
"mean","mean","Myslíte","myslet","impf"," "" You mean we ca n't leave when we want? """," "" Myslíte tím, že nemůžeme odjet, kdy chceme? """
"leave","leave","odjet","odjet","pf"," "" You mean we ca n't leave when we want? """," "" Myslíte tím, že nemůžeme odjet, kdy chceme? """
"mean","mean","chceme","chtít","impf"," "" You mean we ca n't leave when we want? """," "" Myslíte tím, že nemůžeme odjet, kdy chceme? """
"want","want","chceme","chtít","impf"," "" You mean we ca n't leave when we want? """," "" Myslíte tím, že nemůžeme odjet, kdy chceme? """
"leave","leave","Odjedete","odjet","pf"," "" You will leave when he says you can leave."," "" Odjedete, až řekne, že odjet můžete."
"leave","leave","Odjedete","odjet","pf"," "" You will leave when he says you can leave."," "" Odjedete, až řekne, že odjet můžete."
"says","say","řekne","říci","pf"," "" You will leave when he says you can leave."," "" Odjedete, až řekne, že odjet můžete."
"leave","leave","odjet","odjet","pf"," "" You will leave when he says you can leave."," "" Odjedete, až řekne, že odjet můžete."
"leave","leave","odjet","odjet","pf"," "" You will leave when he says you can leave."," "" Odjedete, až řekne, že odjet můžete."
"sent","send","Poslala","poslat","pf"," She sent the Indians back to the village."," Poslala Indiány zpátky do vesnice."
"sank","sink","sklánělo","sklánět","impf"," A musician began tuning his guitar, and a crowd slowly gathered as the sun sank over the Bolivian mountains not far away."," Hudebník se pustil do ladění kytary, slunce se sklánělo k hřebenům nedalekých bolivijských hor a lidé se začali pomalu scházet."
"began","begin","začali","začít","pf"," A musician began tuning his guitar, and a crowd slowly gathered as the sun sank over the Bolivian mountains not far away."," Hudebník se pustil do ladění kytary, slunce se sklánělo k hřebenům nedalekých bolivijských hor a lidé se začali pomalu scházet."
"stay","stay","zůstala","zůstat","pf"," "" That 's another good reason to stay here."," "" To je právě další dobrý důvod, abych tady zůstala."
"means","mean","neznamenají","znamenat","impf"," Money means nothing to me."," Peníze pro mne nic neznamenají."
"ringing","ring","zněla","znít","impf"," But to the question still ringing around the room he had no quick response."," Na otázku, která stále ještě zněla v místnosti ozvěnou, však rychlou odpověď neměl."
"frozen","freeze","ztuhla","ztuhnout","pf"," He seemed to gasp as he looked wildly at Hark, whose spine had become rigid and his stare frozen like a deer 's."," Zajíkl se a zadíval se poplašeně na Harka, jemuž ztuhla páteř a díval se strnule před sebe, jako jelen vyplašený lovcem."
"looked","look","díval","dívat","impf"," He seemed to gasp as he looked wildly at Hark, whose spine had become rigid and his stare frozen like a deer 's."," Zajíkl se a zadíval se poplašeně na Harka, jemuž ztuhla páteř a díval se strnule před sebe, jako jelen vyplašený lovcem."
"celebrate","celebrate","oslavil","oslavit","pf"," Just a couple, to celebrate their successful journey."," A možná i na dvě, aby oslavil úspěšnou cestu."
"land","land","přistát","přistát","pf"," Surely they could land the damned boat and tie it to a tree."," Určitě by mohli s tou zatracenou lodí přistát někde u břehu a přivázat ji ke stromu."
"tie","tie","přivázat","přivázat","pf"," Surely they could land the damned boat and tie it to a tree."," Určitě by mohli s tou zatracenou lodí přistát někde u břehu a přivázat ji ke stromu."
"approached","approach","Přiblížili","přiblížit","pf"," They approached a little square house, the first dwelling Nate had seen since Corumba."," Přiblížili se k malému čtvercovému domu, k prvnímu stavení, které Nate po odplutí z Corumbá viděl."
"seen","see","viděl","vidět","impf"," They approached a little square house, the first dwelling Nate had seen since Corumba."," Přiblížili se k malému čtvercovému domu, k prvnímu stavení, které Nate po odplutí z Corumbá viděl."
"pointed","point","ukázal","ukázat","pf"," Past the house, Welly pointed to a spot where thick undergrowth spilled into the river."," Když dům minuli, Welly ukázal k místu, kde se hustý podrost skláněl až do řeky."
"said","say","řekl","říci","pf"," "" Jacares, "" he said."," "" Jacarés, "" řekl."
"find","find","sehnat","sehnat","pf"," "" She ca n't find enough medical supplies in Corumba."," "" Nemohla v Corumbá sehnat potřebné zásoby léků."
"send","send","poslal","poslat","pf"," I 'd love to send her whatever she needs. """," Já bych jí velmi rád poslal všechno, co potřebuje. """
"needs","need","potřebuje","potřebovat","impf"," I 'd love to send her whatever she needs. """," Já bych jí velmi rád poslal všechno, co potřebuje. """
"Thank","thank","Děkuji","děkovat","impf"," "" Thank you."," "" Děkuji vám."
"Send","send","Pošlete","poslat","pf"," Send the money to my attention at World Tribes, and I 'll make sure she gets the supplies."," Pošlete peníze k mým rukám a já u Kmenů světa zajistím, aby zásoby dostala."
"gets","get","Pošlete","poslat","pf"," Send the money to my attention at World Tribes, and I 'll make sure she gets the supplies."," Pošlete peníze k mým rukám a já u Kmenů světa zajistím, aby zásoby dostala."
"gets","get","dostala","dostat","pf"," Send the money to my attention at World Tribes, and I 'll make sure she gets the supplies."," Pošlete peníze k mým rukám a já u Kmenů světa zajistím, aby zásoby dostala."
"chosen","choose","Vybral","vybrat","pf"," They are chosen by God. """," Vybral si je Bůh. """
"agreed","agree","Dohodli","dohodnout","pf"," They agreed to keep in touch."," Dohodli se, že zůstanou ve styku."
"send","send","posílat","posílat","impf"," Nate could send all the letters he wanted."," Nate může posílat tolik dopisů, kolik bude chtít."
"wanted","want","chtít","chtít","impf"," Nate could send all the letters he wanted."," Nate může posílat tolik dopisů, kolik bude chtít."
"learned","learn","naučil","naučit","pf"," He 'd learned basic Portuguese from his father and from the white missionaries."," Základům portugalštiny se naučil od svého otce a od bílých misionářů."
"ate","eat","jedl","jíst","impf"," Nate ate, listened, and watched the village for any sign of Rachel."," Nate jedl, naslouchal a pozoroval vesnici, v níž nebylo ani stopy po Rachel."
"listened","listen","naslouchal","naslouchat","impf"," Nate ate, listened, and watched the village for any sign of Rachel."," Nate jedl, naslouchal a pozoroval vesnici, v níž nebylo ani stopy po Rachel."
"watched","watch","pozoroval","pozorovat","impf"," Nate ate, listened, and watched the village for any sign of Rachel."," Nate jedl, naslouchal a pozoroval vesnici, v níž nebylo ani stopy po Rachel."
"explained","explain","vysvětlil","vysvětlit","pf"," She was n't there, the chief explained."," Není tady, konečně vysvětlil náčelník."
"tending","tend","ošetřuje","ošetřovat","impf"," She was in the next village tending to a child who 'd been bitten by a snake."," Je v sousední osadě a ošetřuje dítě, které uštkl had."
"return","return","vrátí","vrátit","pf"," He was n't sure when she would return."," Není si jist, kdy se vrátí."
"thought","think","pomyslel","pomyslet","pf"," Just wonderful, thought Nate."," No, to je prostě nádhera, pomyslel si Nate."
"runs","run","běží","běžet","impf"," The lame man walks, almost runs, past the row of leather chairs, past one of my portraits, a bad one commissioned by a wife, past everything, to the sliding doors, which are unlocked."," Nemohoucí muž kráčí, ba téměř běží, podél řady kožených křesel, kolem jednoho z mých portrétů, celkem špatného, který obstarala jedna z mých manželek, a podél ostatního vybavení haly k shrnovacím dveřím, které nejsou zamčené."
"seen","see","neviděl","vidět","impf"," No one has seen me walk in a year."," Nikdo z nich mě léta neviděl chodit."
"walk","walk","chodit","chodit","impf"," No one has seen me walk in a year."," Nikdo z nich mě léta neviděl chodit."
"grab","grab","Popadnu","popadnout","pf"," I grab the handle and open the door."," Popadnu kliku a otevřu dveře."
"open","open","otevřu","otevřít","pf"," I grab the handle and open the door."," Popadnu kliku a otevřu dveře."
"touched","touch","nedotkla","dotknout","pf"," Surely she 'd never touched any of the males."," A Rachel se určitě ani nedotkla žádného z mužů."
"wanted","want","Chtěl","chtít","impf"," He wanted to kiss her, if only on the cheek, because she had obviously gone years without such affection."," Chtěl ji políbit, byť jenom na tvář, protože zřejmě celé roky tento citový projev nezažila."
"kiss","kiss","políbit","políbit","pf"," He wanted to kiss her, if only on the cheek, because she had obviously gone years without such affection."," Chtěl ji políbit, byť jenom na tvář, protože zřejmě celé roky tento citový projev nezažila."
"fight","fight","bojovat","bojovat","impf"," I, as his lawyer, have no choice but to fight to protect the integrity of the will."," Já jako jeho právník nemám jinou možnost než bojovat za nedotknutelnost poslední vůle."
"get","get","dostat","dostat","pf"," He was horrified that they would somehow get their hands on his money."," Hrozil se toho, že by se jim jeho peníze mohly dostat do rukou."
"share","share","Sdílím","sdílet","impf"," I share his feelings about them, and I shudder to think what would happen if they got a billion each."," Sdílím jeho názory na ně a běhá mi mráz po zádech, když si pomyslím, co se stane, dostane - li každý z nich miliardu."
"think","think","pomyslím","pomyslit","pf"," I share his feelings about them, and I shudder to think what would happen if they got a billion each."," Sdílím jeho názory na ně a běhá mi mráz po zádech, když si pomyslím, co se stane, dostane - li každý z nich miliardu."
"got","get","dostane","dostat","pf"," I share his feelings about them, and I shudder to think what would happen if they got a billion each."," Sdílím jeho názory na ně a běhá mi mráz po zádech, když si pomyslím, co se stane, dostane - li každý z nich miliardu."
"count","count","nepočítejte","počítat","impf"," "" Do n't count on it. """," "" S tím nepočítejte. """
"lying","lie","leží","ležet","impf"," "" Is that the will lying on the table there before you? """," "" Je to ta závěť, která leží před vámi na stole? """
"give","give","Dává","dávat","impf"," "" Does that will give a substantial portion of your assets to your children? """," "" Dává závěť podstatnou část vašeho jmění vašim dětem? """
"prepared","prepare","připraven","připravit","pf"," "" Are you prepared to sign the will at this time? """," "" Jste připraven podepsat ji hned teď? """
"sign","sign","podepsat","podepsat","pf"," "" Are you prepared to sign the will at this time? """," "" Jste připraven podepsat ji hned teď? """
"places","place","položí","položit","pf"," Zadel carefully places his pen on the table, folds his hands thoughtfully, and looks at Stafford."," Zadel opatrně položí své pero na stůl, zamyšleně si založí ruce na hrudi a zadívá se na Stafforda."
"dispose","dispose","disponoval","disponovat","impf"," "" In my opinion, Mr. Phelan has sufficient testamentary capacity at this time to dispose of his assets. """," "" Podle mého názoru má pan Phelan dostatečné duševní schopnosti, aby nyní v závěti disponoval svým jměním. """
"said","say","řekl","říci","pf"," "" Our clients, of course, do not have the money, "" Hark said."," "" Samozřejmě, naši klienti peníze nemají, "" řekl Hark."
"want","want","Chceme","chtít","impf"," "" So if we want to purchase his testimony, then it 's up to us."," "" Chceme - li tedy toto svědectví koupit, pak je to na nás."
"purchase","purchase","koupit","koupit","pf"," "" So if we want to purchase his testimony, then it 's up to us."," "" Chceme - li tedy toto svědectví koupit, pak je to na nás."
"sign","sign","podepsat","podepsat","pf"," For about eighty-five thousand per heir, we can sign a contract with Mr. Snead."," Přibližně za pětaosmdesát tisíc na dědice můžeme s panem Sneadem smluvu podepsat."
"deliver","deliver","podá","podat","pf"," I 'm convinced he will deliver testimony that will either win the case or force a settlement. """," Jsem přesvědčen, že podá svědectví, které může případ buď vyhrát, nebo si vynutit mimosoudní vypořádání. """
"win","win","vyhrát","vyhrát","pf"," I 'm convinced he will deliver testimony that will either win the case or force a settlement. """," Jsem přesvědčen, že podá svědectví, které může případ buď vyhrát, nebo si vynutit mimosoudní vypořádání. """
"force","force","vynutit","vynutit","pf"," I 'm convinced he will deliver testimony that will either win the case or force a settlement. """," Jsem přesvědčen, že podá svědectví, které může případ buď vyhrát, nebo si vynutit mimosoudní vypořádání. """
"Founded","found","založena","založit","pf"," Founded in 1920, the organization had four thousand missionaries spread around the world working exclusively with native peoples."," Organizace byla založena v roce 1920 a měla čtyři tisíce misionářů roztroušených po celém světě a pracujících výhradně s domorodci."
"spread","spread","rozšířit","rozšířit","pf"," Its sole purpose and goal was to spread the Christian Gospel to every remote tribe in the world."," Jediným jejich motivem a cílem bylo rozšířit křesťanské evangelium ke všem odlehlým domorodým kmenům na světě."
"inherit","inherit","nezdědila","zdědit","pf"," Obviously, Rachel did not inherit her religious beliefs from her father."," Rachel pochopitelně svou náboženskou víru nezdědila po otci."
"seemed","seem","zdálo","zdát","impf"," For a few minutes it seemed as though the race would be won by the Cessna."," Po pár minutách se zdálo, že cessna svůj zápas vyhrála a Nateovi se začal vracet klid."
"won","win","vyhrála","vyhrát","pf"," For a few minutes it seemed as though the race would be won by the Cessna."," Po pár minutách se zdálo, že cessna svůj zápas vyhrála a Nateovi se začal vracet klid."
"thought","think","má","mít","impf"," Surely, Nate thought, an airplane of any size can outrun a storm."," Je přece samozřejmé, že každé letadlo, jakkoli malé, má možnost uniknout bouři, myslel si."
"thought","think","myslel","myslet","impf"," Surely, Nate thought, an airplane of any size can outrun a storm."," Je přece samozřejmé, že každé letadlo, jakkoli malé, má možnost uniknout bouři, myslel si."
"rubbed","rub","třít","třít","impf"," He rubbed the crown of his head, and decided against looking behind them."," Začal si třít bolavé temeno a předsevzal si, že se za sebe ani neohlédne."
"checking","check","nezkontroluje","zkontrolovat","pf"," What kind of backward, half-ass pilot takes off without checking the radar?"," Který pitomý, slabomyslný pilot vyrazí na cestu a nezkontroluje si radar?"
"read","read","nečetl","číst","impf"," Nate did n't read them because at the bottom of the box he saw her will."," Nate je nečetl, protože zahlédl na dně krabice Rachelinu poslední vůli."
"saw","see","nečetl","číst","impf"," Nate did n't read them because at the bottom of the box he saw her will."," Nate je nečetl, protože zahlédl na dně krabice Rachelinu poslední vůli."
"saw","see","zahlédl","zahlédnout","pf"," Nate did n't read them because at the bottom of the box he saw her will."," Nate je nečetl, protože zahlédl na dně krabice Rachelinu poslední vůli."
"opened","open","otevřel","otevřít","pf"," His hands shook as he carefully opened it."," Pak ji třesoucí se rukou opatrně otevřel."
"lay","lie","ležel","ležet","impf"," Nate lay on his side and watched the riverbanks go by."," Nate však ležel spokojeně na boku, pozoroval ubíhající říční břeh a přemýšlel."
"watched","watch","pozoroval","pozorovat","impf"," Nate lay on his side and watched the riverbanks go by."," Nate však ležel spokojeně na boku, pozoroval ubíhající říční břeh a přemýšlel."
"controlled","control","kontrolovali","kontrolovat","impf"," Somehow she 'd known he was n't a drunk anymore, that his addictions were gone, that the demons who 'd controlled his life had been forever locked away."," Rachel musela nějak vědět, že definitivně zanechal pití, že se konečně zbavil svých závislostí a že démoni, kteří dosud kontrolovali jeho život, jsou navždy někde zavřeni."
"locked","lock","zavřeni","zavřít","pf"," Somehow she 'd known he was n't a drunk anymore, that his addictions were gone, that the demons who 'd controlled his life had been forever locked away."," Rachel musela nějak vědět, že definitivně zanechal pití, že se konečně zbavil svých závislostí a že démoni, kteří dosud kontrolovali jeho život, jsou navždy někde zavřeni."
"wants","want","chce","chtít","impf"," "" He wants us to stay here tonight, in the village, "" Jevy said."," "" On chce, abychom dnešní noc strávili tady, ve vesnici, "" řekl Jevy."
"said","say","řekl","říci","pf"," "" He wants us to stay here tonight, in the village, "" Jevy said."," "" On chce, abychom dnešní noc strávili tady, ve vesnici, "" řekl Jevy."
"staying","stay","zůstaneme","zůstat","pf"," "" Did n't know we were staying, "" Nate said."," "" Nepočítali jsme s tím, že tu zůstaneme, "" řekl Nate."
"said","say","řekl","říci","pf"," "" Did n't know we were staying, "" Nate said."," "" Nepočítali jsme s tím, že tu zůstaneme, "" řekl Nate."
"says","say","Říká","říkat","impf"," "" He says we are. """," "" Říká, že máme zůstat. """
"Tell","tell","Řekněte","říci","pf"," "" Tell him I 'll think about it. """," "" Řekněte mu, že si to rozmyslím. """
"tell","tell","Řekněte","říci","pf"," "" You tell him. """," "" Řekněte mu to sám. """
"pacing","pace","chodí","chodit","impf"," Josh was surely pacing the floor of his office right now, worried sick."," Josh, plný starostí, určitě právě teď chodí nervózně po kanceláři."
"talked","talk","nemluvili","mluvit","impf"," They had not talked in almost a week."," Již téměř týden spolu nemluvili."
"enjoyed","enjoy","vychutnával","vychutnávat","impf"," Hark enjoyed the moment, then went back to work."," Hark chvíli vychutnával tento okamžik a pak se vrátil k práci."
"looked","look","podíval","podívat","pf"," At a red light on Pennsylvania, he looked in his rearview mirror and saw the building, clustered among a dozen others, where he had spent most of the past twenty-three years."," U červených světel na Pennsylvania Avenue se podíval do zpětného zrcátka a sevřenou ve shluku mnoha dalších velkých domů spatřil budovu, v níž strávil většinu času z uplynulých třiadvaceti let."
"saw","see","podíval","podívat","pf"," At a red light on Pennsylvania, he looked in his rearview mirror and saw the building, clustered among a dozen others, where he had spent most of the past twenty-three years."," U červených světel na Pennsylvania Avenue se podíval do zpětného zrcátka a sevřenou ve shluku mnoha dalších velkých domů spatřil budovu, v níž strávil většinu času z uplynulých třiadvaceti let."
"saw","see","spatřil","spatřit","pf"," At a red light on Pennsylvania, he looked in his rearview mirror and saw the building, clustered among a dozen others, where he had spent most of the past twenty-three years."," U červených světel na Pennsylvania Avenue se podíval do zpětného zrcátka a sevřenou ve shluku mnoha dalších velkých domů spatřil budovu, v níž strávil většinu času z uplynulých třiadvaceti let."
"spent","spend","strávil","strávit","pf"," At a red light on Pennsylvania, he looked in his rearview mirror and saw the building, clustered among a dozen others, where he had spent most of the past twenty-three years."," U červených světel na Pennsylvania Avenue se podíval do zpětného zrcátka a sevřenou ve shluku mnoha dalších velkých domů spatřil budovu, v níž strávil většinu času z uplynulých třiadvaceti let."
"wanted","want","nepřejí","přát","impf"," He inquired about dessert and coffee, but the guests already had what they wanted."," Poptal se, zda si nepřejí moučník nebo kávu, ale hosté již měli vše, co chtěli."
"wanted","want","chtěli","chtít","impf"," He inquired about dessert and coffee, but the guests already had what they wanted."," Poptal se, zda si nepřejí moučník nebo kávu, ale hosté již měli vše, co chtěli."
"thinking","think","myslel","myslet","impf"," It was obvious Josh had been thinking about Nate all along, and this slightly irritated Tip."," Bylo zřejmé, že Josh myslel na Natea po celou dobu, a Tipa to trochu vyvedlo z rovnováhy."
"sending","send","vyslat","vyslat","pf"," They pondered the idea of sending Nate for a while, each working past their initial objections and fears."," Zatímco zvažovali myšlenku vyslat Natea, oba zvolna překonávali své původní výhrady a pochybnosti."
"take","take","převzít","převzít","pf"," When can we take delivery? """," Kdy si je můžeme převzít? """
"take","take","Potrvá","trvat","impf"," That should take a day or two."," Potrvá to tak den dva."
"see","see","spatří","spatřit","pf"," He expected to see Rachel stride elegantly between the huts and along the path to greet them."," Čekal, až spatří Rachel kráčet elegantně mezi chýšemi a po stezce, aby je pozdravila."
"recognized","recognize","nepoznal","poznat","pf"," What if the Ipica had not recognized them, and Rachel was terrified that someone else had found her?"," Což, když je Ipica nepoznal a Rachel se vyděsila, že ji objevil někdo jiný?"
"terrified","terrify","vyděsila","vyděsit","pf"," What if the Ipica had not recognized them, and Rachel was terrified that someone else had found her?"," Což, když je Ipica nepoznal a Rachel se vyděsila, že ji objevil někdo jiný?"
"found","find","objevil","objevit","pf"," What if the Ipica had not recognized them, and Rachel was terrified that someone else had found her?"," Což, když je Ipica nepoznal a Rachel se vyděsila, že ji objevil někdo jiný?"
"saw","see","uviděli","uvidět","pf"," Then they saw the chief slowly walking toward them."," Pak uviděli, že k nim zvolna kráčí sám náčelník."
"walking","walk","kráčí","kráčet","impf"," Then they saw the chief slowly walking toward them."," Pak uviděli, že k nim zvolna kráčí sám náčelník."
"followed","follow","doprovázel","doprovázet","impf"," He carried a long ceremonial spear and was followed by an Ipica Nate recognized."," V ruce držel dlouhý obřadní oštěp a doprovázel ho Ipica, jehož Nate poznal."
"recognized","recognize","poznal","poznat","pf"," He carried a long ceremonial spear and was followed by an Ipica Nate recognized."," V ruce držel dlouhý obřadní oštěp a doprovázel ho Ipica, jehož Nate poznal."
"tell","tell","říci","říci","pf"," "" I can tell no one but her. """," "" To nemohu říci nikomu jinému než jí. """
"saw","see","pozorovala","pozorovat","impf"," She saw every movement, every reaction, every twitch."," Ona pozorovala každý pohyb, každou reakci, každé škubnutí."
"allowed","allow","dovoleno","dovolit","pf"," You 're allowed to forget the past."," Je vám dovoleno zapomenout na minulost."
"forget","forget","zapomenout","zapomenout","pf"," You 're allowed to forget the past."," Je vám dovoleno zapomenout na minulost."
