"hand","hand","předat","předat","pf"," The idea seemed to be that he should sit around until Dr. Pearson could take enough time away from his mail and various other chores to hand out a few tasks."," Zřejmě se tady domnívají, že bude trpně vyčkávat, až se doktoru Pearsonovi uráčí předat mu některé ze svých pravomocí a některé své pracovní úkoly."
"regret","regret","litovat","litovat","impf"," I think if you feel like this, and do n't go to medical school while you have the chance, it may be something you 'll regret the rest of your life. """," "" Jestliže po studiu toužíte a nejdete na lékařskou fakultu, dokud máte šanci - může se stát, že toho budete do konce života litovat! """
"asked","ask","zeptala","zeptat","pf"," Elizabeth asked, "" There 's still a need for a lot of doctors in pathology, is n't there? """," "" A je dosud nedostatek lékařů na patologii? "" zeptala se Elizabeth."
"said","say","řekl","říci","pf"," "" If you came here, "" Brown had said to him near the end, "" I could n't promise you a thing."," "" Kdybyste přijal, "" řekl Brown nakonec, "" nemohl bych vám nic slíbit."
"said","say","slíbit","slíbit","pf"," "" If you came here, "" Brown had said to him near the end, "" I could n't promise you a thing."," "" Kdybyste přijal, "" řekl Brown nakonec, "" nemohl bych vám nic slíbit."
"promise","promise","slíbit","slíbit","pf"," "" If you came here, "" Brown had said to him near the end, "" I could n't promise you a thing."," "" Kdybyste přijal, "" řekl Brown nakonec, "" nemohl bych vám nic slíbit."
"think","think","mít","mít","impf"," I 'd like to say you 'd have a free hand, but I think the chances are you 'd have to fight for everything you wanted."," Hrozně rád bych vás sice ujistil, že budete mít v práci volnou ruku, ale raději upřímně zdůrazním, že byste musel spíš o všechno bojovat."
"fight","fight","bojovat","bojovat","impf"," I 'd like to say you 'd have a free hand, but I think the chances are you 'd have to fight for everything you wanted."," Hrozně rád bych vás sice ujistil, že budete mít v práci volnou ruku, ale raději upřímně zdůrazním, že byste musel spíš o všechno bojovat."
"meet","meet","Setkával","setkávat","impf"," You 'd meet opposition, entrenchment, politics, resentment."," Setkával byste se s opozicí, intrikami, politikou, odporem."
"realized","realize","Pochopil","pochopit","pf"," He realized that the affair with Bannister was merely a preliminary skirmish."," Pochopil, že scéna s Bannisterem byla pouhým nevýznamným střetnutím."
"making","make","Provádíte","provádět","impf"," I mean by making lab checks-without my authority. """," Provádíte si laboratorní kontroly - bez mého dovolení! """
"want","want","přát","přát","impf"," "" Any time I want lab checks I 'll order them! """," "" Kdykoliv si budu přát laboratorní kontrolu - nařídím ji! """
"turned","turn","otočil","otočit","pf"," Tomaselli turned."," Tomaselli se otočil."
"discovered","discover","objevil","objevit","pf"," "" Typhoid has been discovered in the hospital, "" he announced."," "" V nemocnici se objevil tyfus, "" oznámil."
"announced","announce","oznámil","oznámit","pf"," "" Typhoid has been discovered in the hospital, "" he announced."," "" V nemocnici se objevil tyfus, "" oznámil."
"find","find","objevit","objevit","pf"," We 've an epidemic on our hands and we have to find the source. """," Propuká nám epidemie a my musíme okamžitě objevit její zdroj! """
"overlapped","overlap","překrývaly","překrývat","impf"," The child was so small, O'Donnell 's two hands overlapped;"," O ' Donnellovy ruce byly pro ně příliš velké, takže se překrývaly;"
"act","act","jednat","jednat","impf"," Dimly, through the enveloping anguish, Elizabeth knew she had to act quickly."," S další vlnou bolesti si Elizabeth uvědomila, že musí jednat rychle."
"asking","ask","požádat","požádat","pf"," For a time O'Donnell had even considered asking Pearson to retire;"," Před nedávnem chtěl skoro požádat Pearsona, aby odešel do penze."
"retire","retire","odešel","odejít","pf"," For a time O'Donnell had even considered asking Pearson to retire;"," Před nedávnem chtěl skoro požádat Pearsona, aby odešel do penze."
"remaining","remain","zůstane","zůstat","pf"," Of course, that was before Eustace Swayne had made it clear that his quarter-million-dollar donation was contingent on Joe Pearson 's remaining at the helm of Pathology; Swayne, incidentally, had still not confirmed the gift."," To bylo ovšem předtím, než dal Eustace Swayne najevo, že jeho dar čtvrtiny miliónu dolarů závisí na tom, zůstane - li Joe Pearson vedoucím patologie, a tentýž Swayne úmyslně dosud svůj dar nepotvrdil!"
"made","make","nepotvrdil","potvrdit","pf"," Of course, that was before Eustace Swayne had made it clear that his quarter-million-dollar donation was contingent on Joe Pearson 's remaining at the helm of Pathology; Swayne, incidentally, had still not confirmed the gift."," To bylo ovšem předtím, než dal Eustace Swayne najevo, že jeho dar čtvrtiny miliónu dolarů závisí na tom, zůstane - li Joe Pearson vedoucím patologie, a tentýž Swayne úmyslně dosud svůj dar nepotvrdil!"
"confirmed","confirm","nepotvrdil","potvrdit","pf"," Of course, that was before Eustace Swayne had made it clear that his quarter-million-dollar donation was contingent on Joe Pearson 's remaining at the helm of Pathology; Swayne, incidentally, had still not confirmed the gift."," To bylo ovšem předtím, než dal Eustace Swayne najevo, že jeho dar čtvrtiny miliónu dolarů závisí na tom, zůstane - li Joe Pearson vedoucím patologie, a tentýž Swayne úmyslně dosud svůj dar nepotvrdil!"
"felt","feel","cítil","cítit","impf"," But O'Donnell felt his judgment was superior to considerations like that, however important they might seem."," O ' Donnell cítil, že tyto úvahy, ať se zdály jakkoliv důležité, ani v nejmenším neovlivnily spravedlivost jeho úsudku."
"seem","seem","zdály","zdát","impf"," But O'Donnell felt his judgment was superior to considerations like that, however important they might seem."," O ' Donnell cítil, že tyto úvahy, ať se zdály jakkoliv důležité, ani v nejmenším neovlivnily spravedlivost jeho úsudku."
"admit","admit","připustit","připustit","pf"," He had to admit, however, that the arrangements made by O'Donnell and Pearson appeared to be working well, and at least they all had the common aim of ending this deplorable outbreak of typhoid."," Musel ovšem připustit, že opatření, vypracovaná O ' Donnellem a Pearsonem, fungují dobře a že všichni usilují o potlačení politováníhodné epidemie."
"working","work","fungují","fungovat","impf"," He had to admit, however, that the arrangements made by O'Donnell and Pearson appeared to be working well, and at least they all had the common aim of ending this deplorable outbreak of typhoid."," Musel ovšem připustit, že opatření, vypracovaná O ' Donnellem a Pearsonem, fungují dobře a že všichni usilují o potlačení politováníhodné epidemie."
"Remember","remember","připomněl","připomenout","pf"," Frowning slightly, he told the cook who had now dressed, "" Remember to be especially careful about hygiene."," Mírně se zamračil a připomněl kuchaři, který se oblékal :"
"dressed","dress","oblékal","oblékat","impf"," Frowning slightly, he told the cook who had now dressed, "" Remember to be especially careful about hygiene."," Mírně se zamračil a připomněl kuchaři, který se oblékal :"
"reached","reach","sáhl","sáhnout","pf"," By this time he had packed the tobacco tightly in his pipe and now he reached for a folder of matches."," Docpal vrstvu tabáku v dýmce a sáhl po krabičce zápalek."
"rang","ring","zazvonil","zazvonit","pf"," He was about to strike one when the telephone rang."," Chtěl právě škrtnout, když zazvonil telefon."
"see","see","neviděl","vidět","impf"," O'Donnell did not see Tomaselli at first, then the administrator called to him."," Při prvním rozhlédnutí správce neviděl, ale uslyšel :"
"leaning","lean","nakláněl","naklánět","impf"," On the far side of the birch-paneled room, away from the desk at which he spent most of his working hours, Tomaselli was leaning over a table."," Tomaselli neseděl za svým psacím stolem, kde trávil většinu své pracovní doby, ale nakláněl se nad pultem ve vzdáleném koutě místnosti, vykládané březovým dřevem."
"elected","elect","zvolen","zvolit","pf"," A year ago O'Donnell had been elected president of the hospital 's medical board, which made him the senior practitioner at Three Counties."," Před rokem byl O ' Donnell zvolen předsedou ústavní lékařské rady, takže se stal v nemocnici Three Counties nejváženějším lékařem."
"draped","drape","zahaleny","zahalit","pf"," He went on, "" At all autopsies the face and genitals will be draped and there will be no smoking in the room at any time."," "" Při všech autopsiích budou obličeje a genitálie mrtvých zahaleny a v místnosti se nebude kouřit!"
"think","think","věřím","věřit","impf"," As for your own demeanor, and particularly the use of humor "" - at the word Mike Seddons flushed a deep red- "" I think I can leave that to your imagination. """," Pokud jde o vaše chování a zvláště o vyprávění vtipů "" - Mike Seddons se zarděl až po kořínky vlasů - "" věřím, že si sami vyberete, co je správné! """
"looked","look","podíval","podívat","pf"," Momentarily Coleman looked directly at each man in turn."," Coleman se podíval z jednoho na druhého."
"Thank","thank","Děkuji","děkovat","impf"," Then, "" Thank you, gentlemen."," "" Děkuji vám, pánové."
"held","hold","podržel","podržet","pf"," The senior lab technician picked up the slide and held it to the light."," Vedoucí laboratorní technik jej zdvihl, podržel proti světlu a konstatoval :"
"given","give","podal","podat","pf"," He glanced over the sheet the administrator had given him."," Pročítal list, který mu správce podal."
"absorbed","absorb","pohlceni","pohltit","pf"," I think we become absorbed in medicine, science, better hospitals; and we forget that all these things have only one reason for existence-people."," Často jsme zcela pohlceni teoretickou medicínou, vědou, představou lépe vybavených nemocnic - a zapomínáme, že všechno tohle má jediný smysl : lidi, kteří nás potřebují a očekávají od medicíny pomoc. """
"forget","forget","zapomínáme","zapomínat","impf"," I think we become absorbed in medicine, science, better hospitals; and we forget that all these things have only one reason for existence-people."," Často jsme zcela pohlceni teoretickou medicínou, vědou, představou lépe vybavených nemocnic - a zapomínáme, že všechno tohle má jediný smysl : lidi, kteří nás potřebují a očekávají od medicíny pomoc. """
"think","think","má","mít","impf"," I think we become absorbed in medicine, science, better hospitals; and we forget that all these things have only one reason for existence-people."," Často jsme zcela pohlceni teoretickou medicínou, vědou, představou lépe vybavených nemocnic - a zapomínáme, že všechno tohle má jediný smysl : lidi, kteří nás potřebují a očekávají od medicíny pomoc. """
"put","put","Řekl","říci","pf"," He stopped. "" I 've put it clumsily. """," "" Řekl jsem to nějak kostrbatě. """
"belied","belie","nezklamal","zklamat","pf"," Instinct had not belied him; he had chosen well."," Instinkt ho nezklamal, volil dobře."
"chosen","choose","volil","volit","impf"," Instinct had not belied him; he had chosen well."," Instinkt ho nezklamal, volil dobře."
"kept","keep","udržoval","udržovat","impf"," and regular sport-tennis in summer, skiing in winter-had kept him robust and lithe."," pohyboval se lehce, a pravidelně pěstovaný sport - tenis v létě a lyžování v zimě - ho udržoval silným a křepkým."
"smiled","smile","usmál","usmát","pf"," He smiled, then chided himself for unmedical thinking-the kind that held back air-pollution control and slum removal."," V duchu se usmál a hned si vytkl kacířské, nelékařské úvahy, jaké brzdí úsilí o kontrolu čistoty ovzduší a o odstraňování brlohů."
"turning","turn","zamířili","zamířit","pf"," They moved off the bridge and along Sixtieth Street to Madison, then jogged a block, turning west on Fifty-ninth."," Přejeli most a Šedesátou ulicí zamířili k Madison Square, drkotali kolem jednoho bloku a obrátili západně na Padesátou devátou."
"turning","turn","obrátili","obrátit","pf"," They moved off the bridge and along Sixtieth Street to Madison, then jogged a block, turning west on Fifty-ninth."," Přejeli most a Šedesátou ulicí zamířili k Madison Square, drkotali kolem jednoho bloku a obrátili západně na Padesátou devátou."
"think","think","myslíte","myslet","impf"," "" Do you really think, Eustace, that mankind is so degenerate now? "" Amelia Brown had asked the question, and O'Donnell saw she was smiling."," "" Eustaci, myslíte doopravdy, že lidstvo v současné době degeneruje? "" otázala se s úsměvem Amelia Brownová."
"asked","ask","otázala","otázat","pf"," "" Do you really think, Eustace, that mankind is so degenerate now? "" Amelia Brown had asked the question, and O'Donnell saw she was smiling."," "" Eustaci, myslíte doopravdy, že lidstvo v současné době degeneruje? "" otázala se s úsměvem Amelia Brownová."
"enjoying","enjoy","vychutnává","vychutnávat","impf"," She knows that Swayne 's enjoying this, he thought."," I ona dobře ví, že Swayne potyčku vychutnává, konstatoval O ' Donnell."
"fight","fight","bojují","bojovat","impf"," They fight for life. """," Přímo bojují o život. """
"fighting","fight","bojuje","bojovat","impf"," He asked her, "" This one-is he fighting? """," "" A můj ... bojuje? "" zeptal se."
"said","say","odpověděla","odpovědět","pf"," She said carefully, "" It 's too early to know."," "" Zatím je příliš brzy, aby se to dalo poznat, "" odpověděla obezřetně."
"sitting","sit","seděl","sedět","impf"," Last night, sitting alone with her in the hospital room-the other woman patient had been discharged, and for the time being the second bed was empty-she had teased him about seeming downcast."," Minulého večera, když s ní seděl sám v nemocničním pokoji - druhá žena byla propuštěna a její lůžko bylo prozatím volné - škádlila ho, že vypadá ztrápeně."
"discharged","discharge","propuštěna","propustit","pf"," Last night, sitting alone with her in the hospital room-the other woman patient had been discharged, and for the time being the second bed was empty-she had teased him about seeming downcast."," Minulého večera, když s ní seděl sám v nemocničním pokoji - druhá žena byla propuštěna a její lůžko bylo prozatím volné - škádlila ho, že vypadá ztrápeně."
"trying","try","pokoušel","pokoušet","impf"," "" I never did hop from bed to bed, "" he had said, trying to match her mood."," "" Já jsem náhodou nikdy z postele do postele nehopkal! "" odporoval uraženě a pokoušel se přizpůsobit jejímu bezstarostnému tónu."
"match","match","přizpůsobit","přizpůsobit","pf"," "" I never did hop from bed to bed, "" he had said, trying to match her mood."," "" Já jsem náhodou nikdy z postele do postele nehopkal! "" odporoval uraženě a pokoušel se přizpůsobit jejímu bezstarostnému tónu."
"considered","consider","považoval","považovat","impf"," In the old days, on meeting someone whom he considered intellectually inferior, he had never bothered to conceal his boredom or disinterest."," Jestliže dříve se setkal s někým, koho považoval za intelektuálně podřadnějšího, neskrýval nudu či nezájem."
"conceal","conceal","neskrýval","skrývat","impf"," In the old days, on meeting someone whom he considered intellectually inferior, he had never bothered to conceal his boredom or disinterest."," Jestliže dříve se setkal s někým, koho považoval za intelektuálně podřadnějšího, neskrýval nudu či nezájem."
"taken","take","získal","získat","pf"," As a result, in college he had taken on the reputation of a friendly sage."," V koleji získal pověst přátelského mudrlanta."
"hoped","hope","Doufal","doufat","impf"," He hoped he had conveyed this in the time he had spent last evening with Vivian 's parents after their initial meeting at the hospital."," Doufal, že to poznali i Vivianini rodiče, když s nimi po prvním setkání v nemocnici strávil celý večer."
"spent","spend","strávil","strávit","pf"," He hoped he had conveyed this in the time he had spent last evening with Vivian 's parents after their initial meeting at the hospital."," Doufal, že to poznali i Vivianini rodiče, když s nimi po prvním setkání v nemocnici strávil celý večer."
"keeping","keep","držel","držet","impf"," In all his years in medicine Charles Dornberger had prided himself in keeping up to date."," Po všechna léta své praxe držel hrdě krok s dobou."
"contributed","contribute","přispíval","přispívat","impf"," He subscribed to many of the medical journals which he read thoroughly and occasionally contributed articles himself."," Předplatil si řadu lékařských časopisů, které důkladně pročítal a občas do nich přispíval svými články."
"decided","decide","Rozhodla","rozhodnout","pf"," First, though, she decided, she must locate four patients for admission that afternoon."," Rozhodla se, že dřív než si odskočí, zatelefonuje čtyřem pacientům, kteří budou přijati odpoledne."
"like","like","Chtěl","chtít","impf"," "" I 'd like you to talk with him about the hospital generally."," "" Chtěl bych, abys s ním promluvil o nemocnici zcela obecně."
"talk","talk","promluvil","promluvit","pf"," "" I 'd like you to talk with him about the hospital generally."," "" Chtěl bych, abys s ním promluvil o nemocnici zcela obecně."
"do","do","Udělám","udělat","pf"," "" I 'll do what I can. """," "" Udělám, co budu moci. """
"left","leave","Přenechal","přenechat","pf"," He had left his car for the uniformed doorman to park and followed her."," Přenechal zaparkování vozu uniformovanému vrátnému a následoval Lucy ke vchodu."
"followed","follow","následoval","následovat","impf"," He had left his car for the uniformed doorman to park and followed her."," Přenechal zaparkování vozu uniformovanému vrátnému a následoval Lucy ke vchodu."
"raised","raise","pozdvihl","pozdvihnout","pf"," He had raised his eyebrows and Lucy smiled."," Pochvalně pozdvihl obočí a Lucy se usmála :"
"smiled","smile","usmála","usmát","pf"," He had raised his eyebrows and Lucy smiled."," Pochvalně pozdvihl obočí a Lucy se usmála :"
"went","go","začal","začít","pf"," Coleman went on to explain."," Coleman začal vysvětlovat."
"explain","explain","vysvětlovat","vysvětlovat","impf"," Coleman went on to explain."," Coleman začal vysvětlovat."
"carries","carry","přenáší","přenášet","impf"," "" It 's someone who carries disease germs in their body without having the clinical disease themselves."," "" Zkrátka, člověka, který přenáší v těle bacily, aniž by se na něm projevovaly klinické příznaky nemoci."
"think","think","předpokládala","předpokládat","impf"," It happens more frequently than you 'd think. """," Bývá jich ve větším kolektivu více, než byste předpokládala. """
"said","say","řekla","říci","pf"," "" Yes, I see what you mean, "" Mrs. Straughan said thoughtfully."," "" Je mi to jasné, "" řekla paní Straughanová vážně."
"turned","turn","obrátil","obrátit","pf"," Coleman had turned to the two technicians."," Coleman se obrátil k oběma laborantům."
"suppose","suppose","Předpokládám","předpokládat","impf"," He asked, "" I suppose we / are/ doing regular lab checks on all food handlers in the hospital? """," "" Předpokládám, že provádíme pravidelně laboratorní vyšetřeni všech zaměstnanců, kteří v nemocnici přicházejí do styku s přípravou nebo roznášením potravy? "" zeptal se."
"doing","do","provádíme","provádět","impf"," He asked, "" I suppose we / are/ doing regular lab checks on all food handlers in the hospital? """," "" Předpokládám, že provádíme pravidelně laboratorní vyšetřeni všech zaměstnanců, kteří v nemocnici přicházejí do styku s přípravou nebo roznášením potravy? "" zeptal se."
"touched","touch","nedotkl","dotknout","pf"," but that was the modern way which had not touched Three Counties ' pathology department yet."," bohužel lesk moderny se dosud nedotkl patologie v nemocnici Three Counties."
"enter","enter","vejít","vejít","pf"," Nurse Penfield was about to enter the cafeteria when she saw the group bearing down toward her."," Sestra Penfieldová chtěla právě vejít do jídelny, když spatřila skupinu, spěchající směrem k ní."
"saw","see","spatřila","spatřit","pf"," Nurse Penfield was about to enter the cafeteria when she saw the group bearing down toward her."," Sestra Penfieldová chtěla právě vejít do jídelny, když spatřila skupinu, spěchající směrem k ní."
"recognized","recognize","Poznala","poznat","pf"," She recognized the administrator and the chief of surgery."," Poznala správce a primáře chirurgie."
"keeping","keep","udržet","udržet","pf"," Behind them, her big breasts bouncing with the effort of keeping up, was Mrs. Straughan, the chief dietitian."," S nimi se snažila udržet krok hlavní dietní sestra Straughanová s poprsím bouřlivě rozvlněným."
"nodded","nod","přikývla","přikývnout","pf"," The dietitian nodded, and together they entered the kitchens through a service doorway."," Dietetička přikývla a oba vstoupili do kuchyně dveřmi pro personál."
"entered","enter","vstoupili","vstoupit","pf"," The dietitian nodded, and together they entered the kitchens through a service doorway."," Dietetička přikývla a oba vstoupili do kuchyně dveřmi pro personál."
"saw","see","zahlédl","zahlédnout","pf"," Out of the corner of his eye he saw Bannister enter the room."," Koutkem oka zahlédl, jak do místnosti vešel Bannister."
"enter","enter","vešel","vejít","pf"," Out of the corner of his eye he saw Bannister enter the room."," Koutkem oka zahlédl, jak do místnosti vešel Bannister."
"listening","listen","naslouchali","naslouchat","impf"," Now both lab technicians were listening to the conversation."," Oba laboranti naslouchali rozhovoru."
"taught","teach","naučil","naučit","pf"," perhaps John had placed too much importance on some of the things that were taught at technology school."," snad opravdu přikládá příliš mnoho důležitosti některým věcem, kterým se naučil ve škole."
"want","want","chceš","chtít","impf"," If you want to go back to the hospital, just say so and I 'll take you. """," Jestli se chceš vrátit do internátu, dovedu tě tam. """
"believe","believe","věř","věřit","impf"," "" Please believe me, Mike. """," "" Miku, prosím tě, věř mi! """
"hurts","hurt","bolí","bolet","impf"," It hurts me terribly."," Děsně bolí."
"sit","sit","sednout","sednout","pf"," I have to sit down. """," Musím si sednout! """
"guided","guide","vedl","vést","impf"," She could tell he was still skeptical, but he guided her back through the trees. There was a park bench nearby, and they made for it."," Tón jeho hlasu byl sice skeptický, ale přesto ji vedl zpátky mezi stromy na blízkou lavičku."
"think","think","přemýšlet","přemýšlet","impf"," but if I do n't work I 'll think too much, and it would n't help. """," jestli nebudu v práci, budu příliš přemýšlet a nic tím nenapravím. """
"help","help","nenapravím","napravit","pf"," but if I do n't work I 'll think too much, and it would n't help. """," jestli nebudu v práci, budu příliš přemýšlet a nic tím nenapravím. """
"nodded","nod","přikývl","přikývnout","pf"," Pearson had nodded and said that Alexander could do as he pleased and leave the lab to go upstairs and see his wife and baby whenever he wished."," Pearson přikývl a řekl, že si Alexander může dělat, jak chce a kdykoliv bude chtít, může z laboratoře odejít nahoru navštívit ženu a dítě."
"said","say","řekl","říci","pf"," Pearson had nodded and said that Alexander could do as he pleased and leave the lab to go upstairs and see his wife and baby whenever he wished."," Pearson přikývl a řekl, že si Alexander může dělat, jak chce a kdykoliv bude chtít, může z laboratoře odejít nahoru navštívit ženu a dítě."
"do","do","dělat","dělat","impf"," Pearson had nodded and said that Alexander could do as he pleased and leave the lab to go upstairs and see his wife and baby whenever he wished."," Pearson přikývl a řekl, že si Alexander může dělat, jak chce a kdykoliv bude chtít, může z laboratoře odejít nahoru navštívit ženu a dítě."
"go","go","dělat","dělat","impf"," Pearson had nodded and said that Alexander could do as he pleased and leave the lab to go upstairs and see his wife and baby whenever he wished."," Pearson přikývl a řekl, že si Alexander může dělat, jak chce a kdykoliv bude chtít, může z laboratoře odejít nahoru navštívit ženu a dítě."
"wished","wish","chce","chtít","impf"," Pearson had nodded and said that Alexander could do as he pleased and leave the lab to go upstairs and see his wife and baby whenever he wished."," Pearson přikývl a řekl, že si Alexander může dělat, jak chce a kdykoliv bude chtít, může z laboratoře odejít nahoru navštívit ženu a dítě."
"wished","wish","chtít","chtít","impf"," Pearson had nodded and said that Alexander could do as he pleased and leave the lab to go upstairs and see his wife and baby whenever he wished."," Pearson přikývl a řekl, že si Alexander může dělat, jak chce a kdykoliv bude chtít, může z laboratoře odejít nahoru navštívit ženu a dítě."
"leave","leave","odejít","odejít","pf"," Pearson had nodded and said that Alexander could do as he pleased and leave the lab to go upstairs and see his wife and baby whenever he wished."," Pearson přikývl a řekl, že si Alexander může dělat, jak chce a kdykoliv bude chtít, může z laboratoře odejít nahoru navštívit ženu a dítě."
"go","go","odejít","odejít","pf"," Pearson had nodded and said that Alexander could do as he pleased and leave the lab to go upstairs and see his wife and baby whenever he wished."," Pearson přikývl a řekl, že si Alexander může dělat, jak chce a kdykoliv bude chtít, může z laboratoře odejít nahoru navštívit ženu a dítě."
"do","do","navštívit","navštívit","pf"," Pearson had nodded and said that Alexander could do as he pleased and leave the lab to go upstairs and see his wife and baby whenever he wished."," Pearson přikývl a řekl, že si Alexander může dělat, jak chce a kdykoliv bude chtít, může z laboratoře odejít nahoru navštívit ženu a dítě."
"see","see","navštívit","navštívit","pf"," Pearson had nodded and said that Alexander could do as he pleased and leave the lab to go upstairs and see his wife and baby whenever he wished."," Pearson přikývl a řekl, že si Alexander může dělat, jak chce a kdykoliv bude chtít, může z laboratoře odejít nahoru navštívit ženu a dítě."
"opened","open","otevřel","otevřít","pf"," Now David Coleman opened the door of the serology lab and went in."," David Coleman otevřel dveře sérologické laboratoře a vstoupil."
"told","tell","oznámil","oznámit","pf"," "" All right, "" he told Dornberger. "" Let 's go in. """," "" Hotovo, "" oznámil Dornbergerovi, "" začneme. """
"go","go","začneme","začít","pf"," "" All right, "" he told Dornberger. "" Let 's go in. """," "" Hotovo, "" oznámil Dornbergerovi, "" začneme. """
"Entering","enter","vstoupil","vstoupit","pf"," Entering the small operating room, O'Donnell ran his eye over the equipment which had been made ready."," O ' Donnell vstoupil do malého operačního sálku a zkontroloval přípravy."
"giving","give","poskytuje","poskytovat","impf"," It was an indication that a pathology department was doing its work efficiently; that, as well as giving service for the present, it was storing up knowledge for the future."," Byla ukazatelem, že patologické oddělení pracuje efektivně, poskytuje dokonalé služby v přítomnosti a shromažďuje dokumentární materiál pro budoucnost."
"learned","learn","poznali","poznat","pf"," It was a warranty that tomorrow 's hospital patients would benefit from what was learned today."," Byla zárukou, že zítřejší pacienti nemocnice budou moci těžit z toho, co poznali zdravotníci dnes."
"keep","keep","držet","držet","impf"," Did he feel himself slipping, unable to keep up with new developments in medicine?"," Nechtěl připustit, že není schopen držet krok s vývojem medicíny?"
"followed","follow","následoval","následovat","impf"," The same procedure followed quickly for the other arteries and veins."," Stejný postup rychle následoval u ostatních arterií a žil."
"reached","reach","dosáhla","dosáhnout","pf"," Then, cutting again through muscle, Lucy reached and exposed the nerve running parallel downward."," Po hlubším proříznutí svalu Lucy dosáhla k paralelně běžícímu nervu a obnažila jej."
"faced","face","pohlédla","pohlédnout","pf"," She faced O'Donnell."," Otevřeně pohlédla na O ' Donnella."
"go","go","jezdit","jezdit","impf"," Then you 'd have the evidence already arranged and Mother would n't have to go away to one of those awful places like Reno. """," Důkazy k rozvodu by byly očividné a ty bys, maminko, nemusela jezdit do nějakého hrozného místa, jako je Reno. """
"doing","do","dělat","dělat","impf"," "" After that maybe we can figure out what you 'll be doing around here. """," "" Potom bychom mohli rozhodnout, co budete dělat. """
"sat","sit","seděl","sedět","impf"," Coleman had sat, with nothing else to do but read a medical journal, while Pearson had plowed through some of the papers."," Coleman seděl a neměl jiný úkol než pročítat si lékařský žurnál, zatímco se Pearson probíral papíry."
"come","come","přišla","přijít","pf"," Then a girl had come in to take dictation, and after that he had accompanied Pearson to a gross conference in the autopsy-room annex."," Potom přišla nějaká dívka na diktát a nato doprovázel Pearsona k závěrečné poradě do místnosti vedle pitevny."
"accompanied","accompany","doprovázel","doprovázet","impf"," Then a girl had come in to take dictation, and after that he had accompanied Pearson to a gross conference in the autopsy-room annex."," Potom přišla nějaká dívka na diktát a nato doprovázel Pearsona k závěrečné poradě do místnosti vedle pitevny."
"finish","finish","dokončíme","dokončit","pf"," "" Sorry, Lucy. Have to finish some other time. """," "" Odpusť, Lucy, dokončíme debatu jinďy. """
"tell","tell","řeknu","říci","pf"," "" I 'll tell you one thing, though-I do n't think I 'll worry about unemployment."," "" Jedno vám řeknu - myslím si, že nemusíme mít strach z nezaměstnanosti."
"think","think","myslím","myslet","impf"," "" I 'll tell you one thing, though-I do n't think I 'll worry about unemployment."," "" Jedno vám řeknu - myslím si, že nemusíme mít strach z nezaměstnanosti."
"think","think","mít","mít","impf"," "" I 'll tell you one thing, though-I do n't think I 'll worry about unemployment."," "" Jedno vám řeknu - myslím si, že nemusíme mít strach z nezaměstnanosti."
"expected","expect","očekávala","očekávat","impf"," Intuitively she had expected that soon he might make a direct approach to her, and now here it was."," Instinktivně očekávala, že ji vyhledá, a teď seděl naproti ní."
"wondered","wonder","Uvažoval","uvažovat","impf"," All the same, he wondered if the amputation to be performed tomorrow was necessary or not."," Uvažoval, zda je zítřejší amputace nutná."
"show","show","ukáže","ukázat","pf"," When the severed limb came down to the lab, dissection would show if the diagnosis of malignancy was right or wrong."," Až bude amputovaný úd dodán patologii, ukáže sekce, zda diagnóza o zhoubnosti nádoru byla správná nebo ne."
"say","say","řekl","říci","pf"," If she were fifty I 'd say malignant and never turn a hair."," Kdyby jí bylo padesát, řekl bych maligní a neuhnul bych ani o vlas :"
"turn","turn","neuhnul","uhnout","pf"," If she were fifty I 'd say malignant and never turn a hair."," Kdyby jí bylo padesát, řekl bych maligní a neuhnul bych ani o vlas :"
"did","do","vezmou","vzít","pf"," - and maybe have your leg off when you did n't need to. """," A může se stát, že jí vezmou nohu docela zbytečně! """
"felt","feel","cítil","cítit","impf"," Despite his feelings about Pearson, despite his own conviction that the tissue they were speaking of was benign and not malignant, Coleman felt his sympathy for Pearson grow."," Přes své kritické výhrady k Pearsonovi, přes své přesvědčení, že osudná tkáň je benigní a ne maligní, Coleman cítil, že jeho sympatie k Pearsonovi vzrostly."
"heard","hear","slyšelo","slyšet","impf"," How many of these people, he wondered-the man and the girl at the next table, the waiter by the door, the foursome just leaving-had ever heard of Three Counties Hospital and, if they had, would care what went on there?"," Uvažoval, kolik z těchto lidí - třeba onen muž a dívka u vedlejšího stolu nebo číšník u dveří či právě odcházející čtveřice - kdy slyšelo o nemocnici Three Counties."
"heard","hear","uslyšeli","uslyšet","pf"," Then they heard Pearson 's shuffling footsteps, and the old man came in."," Konečně uslyšeli Pearsonovy šouravé kroky a primář vešel."
"Notified","notify","vyrozuměli","vyrozumět","pf"," Notified, the coroner had ordered an autopsy."," Koroner, kterého vyrozuměli, nařídil pitvu."
"told","tell","oznámil","oznámit","pf"," McNeil told Pearson what they had discovered."," McNeil Pearsonovi oznámil, co zjistil."
"told","tell","zjistil","zjistit","pf"," McNeil told Pearson what they had discovered."," McNeil Pearsonovi oznámil, co zjistil."
"discovered","discover","zjistil","zjistit","pf"," McNeil told Pearson what they had discovered."," McNeil Pearsonovi oznámil, co zjistil."
"laughed","laugh","zasmála","zasmát","pf"," Philippa laughed and kissed her mother."," Philippa se zasmála a políbila matku."
