"wanted","want","hledána","hledat","impf"," She 's wanted for questioning about the apparent smothering death of a patient named Ida Mancini."," Je hledána v souvislosti s vyšetřováním smrti pacientky jménem Ida Manciniová, k níž došlo údajně zadušením."
"wearing","wear","mám","mít","impf"," So I 'm hiding in the closet, naked with all her dry cleaning sticking to me, the pantyhose over my head, wearing sunglasses and holding the dullest knife I could find, waiting."," Takže se schovávám ve skříni a jsem nahý a všechny její šaty z čistírny se na mě lepí a punčochu mám přes hlavu a mám na sobě tmavé brýle a držím ten nejtupější nůž, co jsem našel, a čekám."
"holding","hold","mám","mít","impf"," So I 'm hiding in the closet, naked with all her dry cleaning sticking to me, the pantyhose over my head, wearing sunglasses and holding the dullest knife I could find, waiting."," Takže se schovávám ve skříni a jsem nahý a všechny její šaty z čistírny se na mě lepí a punčochu mám přes hlavu a mám na sobě tmavé brýle a držím ten nejtupější nůž, co jsem našel, a čekám."
"wearing","wear","mám","mít","impf"," So I 'm hiding in the closet, naked with all her dry cleaning sticking to me, the pantyhose over my head, wearing sunglasses and holding the dullest knife I could find, waiting."," Takže se schovávám ve skříni a jsem nahý a všechny její šaty z čistírny se na mě lepí a punčochu mám přes hlavu a mám na sobě tmavé brýle a držím ten nejtupější nůž, co jsem našel, a čekám."
"holding","hold","mám","mít","impf"," So I 'm hiding in the closet, naked with all her dry cleaning sticking to me, the pantyhose over my head, wearing sunglasses and holding the dullest knife I could find, waiting."," Takže se schovávám ve skříni a jsem nahý a všechny její šaty z čistírny se na mě lepí a punčochu mám přes hlavu a mám na sobě tmavé brýle a držím ten nejtupější nůž, co jsem našel, a čekám."
"sticking","stick","držím","držet","impf"," So I 'm hiding in the closet, naked with all her dry cleaning sticking to me, the pantyhose over my head, wearing sunglasses and holding the dullest knife I could find, waiting."," Takže se schovávám ve skříni a jsem nahý a všechny její šaty z čistírny se na mě lepí a punčochu mám přes hlavu a mám na sobě tmavé brýle a držím ten nejtupější nůž, co jsem našel, a čekám."
"holding","hold","držím","držet","impf"," So I 'm hiding in the closet, naked with all her dry cleaning sticking to me, the pantyhose over my head, wearing sunglasses and holding the dullest knife I could find, waiting."," Takže se schovávám ve skříni a jsem nahý a všechny její šaty z čistírny se na mě lepí a punčochu mám přes hlavu a mám na sobě tmavé brýle a držím ten nejtupější nůž, co jsem našel, a čekám."
"find","find","našel","najít","pf"," So I 'm hiding in the closet, naked with all her dry cleaning sticking to me, the pantyhose over my head, wearing sunglasses and holding the dullest knife I could find, waiting."," Takže se schovávám ve skříni a jsem nahý a všechny její šaty z čistírny se na mě lepí a punčochu mám přes hlavu a mám na sobě tmavé brýle a držím ten nejtupější nůž, co jsem našel, a čekám."
"waiting","wait","čekám","čekat","impf"," So I 'm hiding in the closet, naked with all her dry cleaning sticking to me, the pantyhose over my head, wearing sunglasses and holding the dullest knife I could find, waiting."," Takže se schovávám ve skříni a jsem nahý a všechny její šaty z čistírny se na mě lepí a punčochu mám přes hlavu a mám na sobě tmavé brýle a držím ten nejtupější nůž, co jsem našel, a čekám."
"stick","stick","strčím","strčit","pf"," Now in front of her class, with my hands good and black, I stick the pincers back into the fire, then wiggle two of my black fingers at the kids, international sign language for come closer."," Teď před její třídou začerněnými pazourami strčím kleště zpátky do ohně a pak na děcka zakývám dvěma začernalými prsty, což je univerzální znamení pro pojďte blíž."
"come","come","pojďte","jít","impf"," Now in front of her class, with my hands good and black, I stick the pincers back into the fire, then wiggle two of my black fingers at the kids, international sign language for come closer."," Teď před její třídou začerněnými pazourami strčím kleště zpátky do ohně a pak na děcka zakývám dvěma začernalými prsty, což je univerzální znamení pro pojďte blíž."
"push","push","tlačí","tlačit","impf"," The kids in the back push the ones in the front."," Děti zezadu tlačí na ty vepředu."
"stand","stand","neměl","mít","impf"," Men or women, anybody bent over had no way of knowing who was doing the ram job, and this was the real reason you never wanted to end up here unless you had a family member or a friend who 'd stand with you the whole time."," Ať už byl muž nebo žena, neměl šanci zjistit, kdo vzadu přiráží, a to byl taky pravý důvod, proč tak nikdo nechtěl skončit, leda by měl příbuzného nebo přítele, který byl ochoten to tam celou dobu odstát."
"wanted","want","nechtěl","chtít","impf"," Men or women, anybody bent over had no way of knowing who was doing the ram job, and this was the real reason you never wanted to end up here unless you had a family member or a friend who 'd stand with you the whole time."," Ať už byl muž nebo žena, neměl šanci zjistit, kdo vzadu přiráží, a to byl taky pravý důvod, proč tak nikdo nechtěl skončit, leda by měl příbuzného nebo přítele, který byl ochoten to tam celou dobu odstát."
"end","end","skončit","skončit","pf"," Men or women, anybody bent over had no way of knowing who was doing the ram job, and this was the real reason you never wanted to end up here unless you had a family member or a friend who 'd stand with you the whole time."," Ať už byl muž nebo žena, neměl šanci zjistit, kdo vzadu přiráží, a to byl taky pravý důvod, proč tak nikdo nechtěl skončit, leda by měl příbuzného nebo přítele, který byl ochoten to tam celou dobu odstát."
"stand","stand","měl","mít","impf"," Men or women, anybody bent over had no way of knowing who was doing the ram job, and this was the real reason you never wanted to end up here unless you had a family member or a friend who 'd stand with you the whole time."," Ať už byl muž nebo žena, neměl šanci zjistit, kdo vzadu přiráží, a to byl taky pravý důvod, proč tak nikdo nechtěl skončit, leda by měl příbuzného nebo přítele, který byl ochoten to tam celou dobu odstát."
"protect","protect","Ochránit","ochránit","pf"," To protect you."," Ochránit ho."
"says","say","říká","říkat","impf"," "" Dude, "" Denny says. "" It 's my pants, again. """," "" Hele, vole, zas ty gatě, "" říká Denny."
"do","do","dělat","dělat","impf"," In traffic, she could n't do anything and it was n't her fault."," V dopravní zácpě nemohla dělat nic a nebyla to její chyba."
"said","say","povídá","povídat","impf"," The Mommy said, "" I 'll give you an easy one. """," "" Teď jedna lehká, "" povídá mamka."
"wearing","wear","měli","mít","impf"," They were both wearing the same clothes from the day she had picked him up after school."," Oba měli na sobě stejné oblečení jako ten den, kdy ho vyzvedla u školy."
"Feel","feel","cítit","cítit","impf"," Feel the tension trickle down into each finger, then relax and imagine the tension draining out through each fingertip."," Musíte cítit, jak napětí odtéká v čúrcích do všech prstů, pak se uvolněte a představte si, jak napětí crčí z konečků všech prstů pryč."
"relax","relax","uvolněte","uvolnit","pf"," Feel the tension trickle down into each finger, then relax and imagine the tension draining out through each fingertip."," Musíte cítit, jak napětí odtéká v čúrcích do všech prstů, pak se uvolněte a představte si, jak napětí crčí z konečků všech prstů pryč."
"imagine","imagine","představte","představit","pf"," Feel the tension trickle down into each finger, then relax and imagine the tension draining out through each fingertip."," Musíte cítit, jak napětí odtéká v čúrcích do všech prstů, pak se uvolněte a představte si, jak napětí crčí z konečků všech prstů pryč."
"put","put","Uvedla","uvést","pf"," What she did was put him in a trance, hypnotic induction, and guide the experience."," Uvedla jej vlastně do tranzu, do hypnotického vytržení, a pak řídila jeho zážitek."
"guide","guide","řídila","řídit","impf"," What she did was put him in a trance, hypnotic induction, and guide the experience."," Uvedla jej vlastně do tranzu, do hypnotického vytržení, a pak řídila jeho zážitek."
"wanted","want","chtěl","chtít","impf"," What was most important is he wanted this to happen."," Nejdůležitější ze všeho bylo, že chtěl, aby se to odehrávalo."
"Imagine","imagine","Představte","představit","pf"," Imagine listening to a baseball game over the radio."," Představte si, že posloucháte v rádiu přenos baseballového utkání."
"listening","listen","posloucháte","poslouchat","impf"," Imagine listening to a baseball game over the radio."," Představte si, že posloucháte v rádiu přenos baseballového utkání."
"start","start","Začnete","začít","pf"," You start out with hand jobs and progress to orgies."," Začnete s honěním ptáků a skončíte u orgií."
"spent","spend","Strávili","strávit","pf"," "" We 've spent so much time judging what other people created that we 've created very, very little of our own. """," "" Strávili jsme tolik času hodnocením toho, co vytvořili druzí, až jsme toho sami vytvořili hrozně, hrozně málo. """
"created","create","vytvořili","vytvořit","pf"," "" We 've spent so much time judging what other people created that we 've created very, very little of our own. """," "" Strávili jsme tolik času hodnocením toho, co vytvořili druzí, až jsme toho sami vytvořili hrozně, hrozně málo. """
"created","create","vytvořili","vytvořit","pf"," "" We 've spent so much time judging what other people created that we 've created very, very little of our own. """," "" Strávili jsme tolik času hodnocením toho, co vytvořili druzí, až jsme toho sami vytvořili hrozně, hrozně málo. """
"created","create","vytvořili","vytvořit","pf"," "" We 've spent so much time judging what other people created that we 've created very, very little of our own. """," "" Strávili jsme tolik času hodnocením toho, co vytvořili druzí, až jsme toho sami vytvořili hrozně, hrozně málo. """
"created","create","vytvořili","vytvořit","pf"," "" We 've spent so much time judging what other people created that we 've created very, very little of our own. """," "" Strávili jsme tolik času hodnocením toho, co vytvořili druzí, až jsme toho sami vytvořili hrozně, hrozně málo. """
"use","use","používáme","používat","impf"," We use criticism as a fake participation. """," Kritiku používáme jako napodobeninu účasti na dění. """
"says","say","povídá","povídat","impf"," "" And I tinted my hair, "" she says."," "" A obarvila jsem si vlasy, "" povídá."
"complaining","complain","stěžujou","stěžovat","impf"," People are complaining."," Lidi si stěžujou."
"think","think","myslí","myslet","impf"," People think it 's some kind of church, and he wo n't say what kind. """," Lidi si myslí, že to je nějakej kostel, a on nechce říct jakej. """
"say","say","říct","říci","pf"," People think it 's some kind of church, and he wo n't say what kind. """," Lidi si myslí, že to je nějakej kostel, a on nechce říct jakej. """
"understand","understand","neumíme","umět","impf"," It 's pathetic how we ca n't live with the things we ca n't understand."," Je to až dojemné, jak neumíme žít s věcmi, které nechápeme."
"understand","understand","nechápeme","chápat","impf"," It 's pathetic how we ca n't live with the things we ca n't understand."," Je to až dojemné, jak neumíme žít s věcmi, které nechápeme."
"need","need","potřebujeme","potřebovat","impf"," How we need everything labeled and explained and deconstructed."," Jak potřebujeme, aby všechno bylo ocedulkované a vysvětlené a rozložené na prvočinitele."
"smells","smell","cítit","cítit","impf"," Everything smells like chocolate."," Všechno je cítit čokoládou."
"press","press","Stisknu","stisknout","pf"," I press the nurse call button."," Stisknu tlačítko a volám sestru."
"tell","tell","říkám","říkat","impf"," I tell her, "" I 'm sorry. I 'm sorry. I 'm sorry. I 'm sorry ... """," "" Je mi to líto, líto, líto, líto, líto ... "" říkám jí."
"start","start","začínám","začínat","impf"," The next week, I start writing things down, the details, so I wo n't forget who I 'm supposed to be from one week to the next."," Od příštího týdne si to začínám zapisovat, všechny podrobnosti, abych z týdne na týden nezapomněl, kdo jako mám být."
"writing","write","zapisovat","zapisovat","impf"," The next week, I start writing things down, the details, so I wo n't forget who I 'm supposed to be from one week to the next."," Od příštího týdne si to začínám zapisovat, všechny podrobnosti, abych z týdne na týden nezapomněl, kdo jako mám být."
"forget","forget","nezapomněl","zapomenout","pf"," The next week, I start writing things down, the details, so I wo n't forget who I 'm supposed to be from one week to the next."," Od příštího týdne si to začínám zapisovat, všechny podrobnosti, abych z týdne na týden nezapomněl, kdo jako mám být."
"drive","drive","jezdí","jezdit","impf"," The Hastings always drive to Robson Lake for our vacation, I write."," Hastingsovi vždycky jezdí na dovolenou k Robsonovu jezeru, zapisuju si."
"write","write","zapisuju","zapisovat","impf"," The Hastings always drive to Robson Lake for our vacation, I write."," Hastingsovi vždycky jezdí na dovolenou k Robsonovu jezeru, zapisuju si."
"fish","fish","Lovíme","lovit","impf"," We fish for steelhead."," Lovíme tam pstruhy."
"buying","buy","Nakoupili","nakoupit","pf"," We were buying land."," Nakoupili jsme ty pozemky."
"sit","sit","sednu","sednout","pf"," Each Saturday, I first sit in the dayroom and study my notes while the nurse goes to see if my mom is awake."," Každou sobotu si nejdřív sednu do společenské místnosti a proberu si poznámky a sestra se jde podívat, jestli je máma vzhůru."
"goes","go","jde","jít","impf"," Each Saturday, I first sit in the dayroom and study my notes while the nurse goes to see if my mom is awake."," Každou sobotu si nejdřív sednu do společenské místnosti a proberu si poznámky a sestra se jde podívat, jestli je máma vzhůru."
"see","see","podívat","podívat","pf"," Each Saturday, I first sit in the dayroom and study my notes while the nurse goes to see if my mom is awake."," Každou sobotu si nejdřív sednu do společenské místnosti a proberu si poznámky a sestra se jde podívat, jestli je máma vzhůru."
"say","say","řekněme","říci","pf"," For sure, even the worst blow job is better than, say, sniffing the best rose ... watching the greatest sunset."," No jasně, i ta nejmizernější kuřba je lepší než řekněme přivonění k té nejpěknější růži ... než pohled na ten nejbáječnější západ slunce."
"Painting","paint","namalovat","namalovat","pf"," Painting a picture, composing an opera, that 's just something you do until you find the next willing piece of ass."," Můžete namalovat obraz, složit operu, ale není to víc než cosi, čím se zabýváte v mezidobí, než si najdete další svolnou prcinu."
"composing","compose","složit","složit","pf"," Painting a picture, composing an opera, that 's just something you do until you find the next willing piece of ass."," Můžete namalovat obraz, složit operu, ale není to víc než cosi, čím se zabýváte v mezidobí, než si najdete další svolnou prcinu."
"find","find","najdete","najít","pf"," Painting a picture, composing an opera, that 's just something you do until you find the next willing piece of ass."," Můžete namalovat obraz, složit operu, ale není to víc než cosi, čím se zabýváte v mezidobí, než si najdete další svolnou prcinu."
"says","say","říká","říkat","impf"," "" It 's okay, dude, "" Denny says. "" You do n't have to stand out here with me. """," "" To je dobrý, vole, "" říká Denny, "" nemusíš tu stát se mnou. """
"shuts","shut","zavřela","zavřít","pf"," And I say, how about if she just shuts up and lets me rape her my way."," Co takhle kdyby prostě zavřela klapačku, říkám já, a nechala mě, ať ji znásilním podle svého."
"say","say","říkám","říkat","impf"," And I say, how about if she just shuts up and lets me rape her my way."," Co takhle kdyby prostě zavřela klapačku, říkám já, a nechala mě, ať ji znásilním podle svého."
"lets","let","nechala","nechat","pf"," And I say, how about if she just shuts up and lets me rape her my way."," Co takhle kdyby prostě zavřela klapačku, říkám já, a nechala mě, ať ji znásilním podle svého."
"rape","rape","znásilním","znásilnit","pf"," And I say, how about if she just shuts up and lets me rape her my way."," Co takhle kdyby prostě zavřela klapačku, říkám já, a nechala mě, ať ji znásilním podle svého."
"looked","look","podívá","podívat","pf"," That if enough people looked at you, you 'd never need anybody 's attention ever again."," Že když se na vás podívá dost lidí, už nikdy nebudete znovu potřebovat ničí pozornost."
"need","need","potřebovat","potřebovat","impf"," That if enough people looked at you, you 'd never need anybody 's attention ever again."," Že když se na vás podívá dost lidí, už nikdy nebudete znovu potřebovat ničí pozornost."
"caught","catch","chytnou","chytnout","pf"," That if someday you were caught, exposed, and revealed enough, then you 'd never be able to hide again."," Že když vás jednou chytnou, vystaví všem a odhalí, už nebudete s to se zase schovávat."
"exposed","expose","vystaví","vystavit","pf"," That if someday you were caught, exposed, and revealed enough, then you 'd never be able to hide again."," Že když vás jednou chytnou, vystaví všem a odhalí, už nebudete s to se zase schovávat."
"exposed","expose","odhalí","odhalit","pf"," That if someday you were caught, exposed, and revealed enough, then you 'd never be able to hide again."," Že když vás jednou chytnou, vystaví všem a odhalí, už nebudete s to se zase schovávat."
"revealed","reveal","odhalí","odhalit","pf"," That if someday you were caught, exposed, and revealed enough, then you 'd never be able to hide again."," Že když vás jednou chytnou, vystaví všem a odhalí, už nebudete s to se zase schovávat."
"hide","hide","schovávat","schovávat","impf"," That if someday you were caught, exposed, and revealed enough, then you 'd never be able to hide again."," Že když vás jednou chytnou, vystaví všem a odhalí, už nebudete s to se zase schovávat."
"acquire","acquire","získáte","získat","pf"," That if you could acquire enough, accomplish enough, you 'd never want to own or do another thing."," Že když toho dost získáte a dokážete, nebudete už nikdy nic jiného chtít mít nebo udělat."
"want","want","chtít","chtít","impf"," That if you could acquire enough, accomplish enough, you 'd never want to own or do another thing."," Že když toho dost získáte a dokážete, nebudete už nikdy nic jiného chtít mít nebo udělat."
"own","own","mít","mít","impf"," That if you could acquire enough, accomplish enough, you 'd never want to own or do another thing."," Že když toho dost získáte a dokážete, nebudete už nikdy nic jiného chtít mít nebo udělat."
"do","do","udělat","udělat","pf"," That if you could acquire enough, accomplish enough, you 'd never want to own or do another thing."," Že když toho dost získáte a dokážete, nebudete už nikdy nic jiného chtít mít nebo udělat."
"need","need","potřebovat","potřebovat","impf"," That if you could eat or sleep enough, you 'd never need more."," Že když se dokážete dost prospat a najíst, už to nikdy nebudete potřebovat znovu."
"poking","poke","strkal","strkat","impf"," On their way here from the weaver 's, one kid was poking a stick in Denny 's nose and then trying to poke the stick in his mouth."," Když děti šly sem ze tkalcovny, jeden kluk strkal Dennymu klacík do nosu a pak se mu ho pokoušel vsunout do pusy."
"poke","poke","strkal","strkat","impf"," On their way here from the weaver 's, one kid was poking a stick in Denny 's nose and then trying to poke the stick in his mouth."," Když děti šly sem ze tkalcovny, jeden kluk strkal Dennymu klacík do nosu a pak se mu ho pokoušel vsunout do pusy."
"trying","try","pokoušel","pokoušet","impf"," On their way here from the weaver 's, one kid was poking a stick in Denny 's nose and then trying to poke the stick in his mouth."," Když děti šly sem ze tkalcovny, jeden kluk strkal Dennymu klacík do nosu a pak se mu ho pokoušel vsunout do pusy."
"poking","poke","vsunout","vsunout","pf"," On their way here from the weaver 's, one kid was poking a stick in Denny 's nose and then trying to poke the stick in his mouth."," Když děti šly sem ze tkalcovny, jeden kluk strkal Dennymu klacík do nosu a pak se mu ho pokoušel vsunout do pusy."
"poke","poke","vsunout","vsunout","pf"," On their way here from the weaver 's, one kid was poking a stick in Denny 's nose and then trying to poke the stick in his mouth."," Když děti šly sem ze tkalcovny, jeden kluk strkal Dennymu klacík do nosu a pak se mu ho pokoušel vsunout do pusy."
"rub","rub","hladili","hladit","impf"," Other kids rub his shaved head for luck."," Další mu pro štěstí hladili vyholenou hlavu."
"kills","kill","zabije","zabít","pf"," Starting the fire only kills about fifteen minutes, so after that I 'm supposed to show each herd of kids the big cooking pots and twig brooms and bed warmers and shit."," Rozděláváním ohně se zabije jenom tak patnáct minut, a tak potom mám každému stádu děcek ukázat velké hrnce na vaření a proutěná košťata a ohřívadla do postele a podobné kraviny."
"show","show","ukázat","ukázat","pf"," Starting the fire only kills about fifteen minutes, so after that I 'm supposed to show each herd of kids the big cooking pots and twig brooms and bed warmers and shit."," Rozděláváním ohně se zabije jenom tak patnáct minut, a tak potom mám každému stádu děcek ukázat velké hrnce na vaření a proutěná košťata a ohřívadla do postele a podobné kraviny."
"took","take","trvalo","trvat","impf"," They looked at the colonial governor and then looked at their shoes, and it took a little bit for the red to drain out of their cheeks."," Zadívali se na koloniálního guvernéra a pak zase na vlastní boty a chvilku trvalo, než jim zmizela červeň z tváří."
"sign","sign","podepíšu","podepsat","pf"," I spread it flat against her round humped back and sign my name at the bottom, on the blank that says sponsor. Through her dress, you can feel the thick back of her bra, elastic with five or six little wire hooks."," Položím ho naplocho na její dokulata nahrbená záda a podepíšu se úplně dole, do kolonky ručitel. Skrz šaty je cítit široké zapínání podprsenky, pružný pásek snad s pěti nebo šesti drátěnými háčky."
"feel","feel","cítit","cítit","impf"," I spread it flat against her round humped back and sign my name at the bottom, on the blank that says sponsor. Through her dress, you can feel the thick back of her bra, elastic with five or six little wire hooks."," Položím ho naplocho na její dokulata nahrbená záda a podepíšu se úplně dole, do kolonky ručitel. Skrz šaty je cítit široké zapínání podprsenky, pružný pásek snad s pěti nebo šesti drátěnými háčky."
"feel","feel","cítit","cítit","impf"," You can feel her rib bones under a thick layer of muscle."," A pod tlustou vrstvou svalů jsou cítit žebra."
"ate","eat","snědla","sníst","pf"," Right now, down the hall in Room 234 is the girlfriend of your best friend 's cousin, the girl who almost died banging herself on the stick shift of a Ford Pinto after she ate Spanish fly."," Teď zrovna je v místnosti 234 ta kamarádka bratrance vašeho nejlepšího kamaráda, která se div nezabila, jak šukala s řadicí pákou Fordu Pinto, protože předtím snědla španělskou mušku."
"fit","fit","nesedí","sedět","impf"," Even if the shoe does n't fit, you 'll shrink into it."," I když bota nesedí, smrsknete se do ní."
"stop","stop","přestanou","přestat","pf"," After long enough even the most generous people will stop sending a check."," A po dost dlouhé době přestanou dokonce i ti nejštědřejší posílat šeky."
"sending","send","posílat","posílat","impf"," After long enough even the most generous people will stop sending a check."," A po dost dlouhé době přestanou dokonce i ti nejštědřejší posílat šeky."
"hugged","hug","objímají","objímat","impf"," The crying part, where I 'm hugged in somebody 's arms, gasping and crying, that part just gets easier and easier."," Ta plačtivá část, kdy mě objímají v náručí, kdy vzlykám a brečím, tahle část je pořád snadnější."
"crying","cry","brečím","brečet","impf"," The crying part, where I 'm hugged in somebody 's arms, gasping and crying, that part just gets easier and easier."," Ta plačtivá část, kdy mě objímají v náručí, kdy vzlykám a brečím, tahle část je pořád snadnější."
"says","say","říká","říkat","impf"," Denny says, "" Dude, you look possessed by the devil or something. """," "" Vole, "" říká Denny, "" vypadáš jako posedlej ďáblem nebo tak něco. """
"trying","try","Pokouším","pokoušet","impf"," This is me trying to make good."," Pokouším se konat dobro."
"trying","try","Pokouším","pokoušet","impf"," I 'm trying to work some little miracles so I can build up to the big stuff."," Pokouším se udělat nějaké ty drobné zázráčky, abych se vymakal k těm velkým."
"Sitting","sit","Sedím","sedět","impf"," Sitting here with a thermometer in my mouth, I check and it says 101 degrees."," Sedím s teploměrem v puse, vyndám ho, mrknu se, ukazuje osmatřicet šest."
"says","say","ukazuje","ukazovat","impf"," Sitting here with a thermometer in my mouth, I check and it says 101 degrees."," Sedím s teploměrem v puse, vyndám ho, mrknu se, ukazuje osmatřicet šest."
"sell","sell","prodávají","prodávat","impf"," Plus the sexaholic recovery books they sell here, it 's every way you always wanted to get laid but did n't know how."," A navíc, ty příručky pro sexoholiky, co tu prodávají, to je manuál : všechny metody, jak si vrznout, které jste ještě neznali."
"realize","realize","uvědomili","uvědomit","pf"," Of course, all this is to help you realize you 're a sex junkie."," Samozřejmě je jejich účelem, abyste si uvědomili, že jste sexuální hadráci."
"do","do","provozujete","provozovat","impf"," It 's delivered in a kind of "" if you do any of the following things, you may be an alcoholic "" checklist."," Je to napsané jako seznam věcí, které pokud provozujete, máte závislost."
"means","mean","znamená","znamenat","impf"," A little muscle twitch means rabies, means muscle cramps, thirst, confusion, and drooling, followed by seizures, coma, death."," Drobounký svalový záškub znamená vzteklinu, znamená svalovou křeč, žízeň, zmatenost, slintání a po něm záchvaty, kóma, smrt."
"means","mean","znamená","znamenat","impf"," A little muscle twitch means rabies, means muscle cramps, thirst, confusion, and drooling, followed by seizures, coma, death."," Drobounký svalový záškub znamená vzteklinu, znamená svalovou křeč, žízeň, zmatenost, slintání a po něm záchvaty, kóma, smrt."
"means","mean","znamená","znamenat","impf"," A little muscle twitch means rabies, means muscle cramps, thirst, confusion, and drooling, followed by seizures, coma, death."," Drobounký svalový záškub znamená vzteklinu, znamená svalovou křeč, žízeň, zmatenost, slintání a po něm záchvaty, kóma, smrt."
"means","mean","znamená","znamenat","impf"," A little muscle twitch means rabies, means muscle cramps, thirst, confusion, and drooling, followed by seizures, coma, death."," Drobounký svalový záškub znamená vzteklinu, znamená svalovou křeč, žízeň, zmatenost, slintání a po něm záchvaty, kóma, smrt."
"means","mean","znamená","znamenat","impf"," Acne means ovarian cysts."," Akné znamená cysty na vaječníku."
"mean","mean","znamenají","znamenat","impf"," Those floaters you see cross your eyes on sunny days, they mean your retina is detaching."," A ty mžitky, co jdou před očima za slunných dní, ty znamenají, že se vám odtrhuje sítnice."
"hangs","hang","pověsí","pověsit","pf"," Then she goes to the open closet and hangs the robe on a padded hanger."," Pak zajde k otevřené skříni a pověsí župan na čalouněné ramínko."
"see","see","nevidím","vidět","impf"," But I ca n't hardly see."," Jenže já skoro nevidím."
"says","say","povídá","povídat","impf"," "" Do n't be so selfish, "" she says."," "" Nebuď takovej sobec, "" povídá."
"use","use","použít","použít","pf"," Elephants, the Mommy said, can use their trunks."," Sloni na to můžou použít choboty, povídá mamka."
"said","say","povídá","povídat","impf"," Elephants, the Mommy said, can use their trunks."," Sloni na to můžou použít choboty, povídá mamka."
"use","use","používat","používat","impf"," Spider monkeys can use their tails."," Chápani můžou používat ocasy."
"thought","think","myslel","myslet","impf"," Until us, the boy thought."," Byla, než jsme přišli my, myslel si kluk."
"compare","compare","porovnáte","porovnat","pf"," Still, when you compare this to other feelings, to sadness, anger, fear, worry, despair, and depression, well, an addiction no longer looks so bad."," Ovšem když to porovnáte s jinými pocity, se smutkem, vztekem, strachem, obavami, zoufalstvím a depresí, nevypadá už závislost tak zle."
"wanted","want","Chtěli","chtít","impf"," They wanted Clara Bow and Betsy Ross and Elizabeth Tudor and the Queen of Sheba."," Chtěli Claru Bowovou a Betsy Rossovou a Elizabeth Taylorovou a královnu ze Sáby."
"running","run","běhala","běhat","impf"," And every day she was running down to the library to research the next day 's women, Eleanor Roosevelt, Amelia Earhart, Harriet Beecher Stowe."," A ona denně běhala do knihovny a sháněla ženu na zítra, Eleanor Rooseveltovou, Amelii Earhartovou, Harriet Beecher Stoweovou."
"called","call","Volali","volat","impf"," Guys called wanting to pork Helen Hayes, Margaret Sanger, and Aimee Semple McPherson."," Volali chlapi a chtěli klátit Helen Hayesovou, Margaret Sangerovou, a taky Aimee Semple McPhersonovou."
"wanting","want","chtěli","chtít","impf"," Guys called wanting to pork Helen Hayes, Margaret Sanger, and Aimee Semple McPherson."," Volali chlapi a chtěli klátit Helen Hayesovou, Margaret Sangerovou, a taky Aimee Semple McPhersonovou."
"wanted","want","Chtěli","chtít","impf"," They wanted to bone Edith Piaf, Sojourner Truth, and the Empress Theodora."," Chtěli ojíždět Edith Piaf, Sojourner Truthovou a císařovnu Teodoru."
"bothered","bother","trápilo","trápit","impf"," And at first it bothered the Mommy, how all these guys were obsessed with only dead women."," A mamku nejprve trápilo, jak to, že všichni ti chlapi jsou posedlí výhradně mrtvými ženami."
"saw","see","viděla","vidět","impf"," "" I saw you, "" she says, and looks at me with one cloudy eye."," "" Já tě viděla, "" a podívá se na mě jedním zakaleným okem."
"saw","see","podívá","podívat","pf"," "" I saw you, "" she says, and looks at me with one cloudy eye."," "" Já tě viděla, "" a podívá se na mě jedním zakaleným okem."
"looks","look","podívá","podívat","pf"," "" I saw you, "" she says, and looks at me with one cloudy eye."," "" Já tě viděla, "" a podívá se na mě jedním zakaleným okem."
"win","win","Vyhrát","vyhrát","pf"," You ca n't win."," Vyhrát nemůžete."
"waiting","wait","očekávala","očekávat","impf"," Whether she knew it or not, she 's spent her whole life waiting and expecting men to diddle her."," Ať už to věděla nebo ne, po celý život očekávala, že se ji muži pokusí přeříznout."
"expecting","expect","očekávala","očekávat","impf"," Whether she knew it or not, she 's spent her whole life waiting and expecting men to diddle her."," Ať už to věděla nebo ne, po celý život očekávala, že se ji muži pokusí přeříznout."
"looking","look","podívá","podívat","pf"," The guard blows through the security doors, looking at the front desk girl, asking, "" So?"," Strážný vyběhne z bezpečnostních dveří, podívá se na recepční a ptá se :"
"asking","ask","ptá","ptát","impf"," The guard blows through the security doors, looking at the front desk girl, asking, "" So?"," Strážný vyběhne z bezpečnostních dveří, podívá se na recepční a ptá se :"
"reads","read","čte","číst","impf"," Next to me, Denny reads :"," Denny stojí vedle mě a čte :"
"reads","read","přečte","přečíst","pf"," Then he reads a phone number."," Pak přečte telefonní číslo."
"found","find","Našel","najít","pf"," He found this left on his bed last night."," Našel to včera, leželo to u něj na posteli."
"mean","mean","myslej","myslet","impf"," Denny says, "" They mean me. """," "" To myslej mě, "" kýve Denny."
"say","say","Říkám","říkat","impf"," I say I understand that part."," Říkám, že tomuhle rozumím."
"understand","understand","rozumím","rozumět","impf"," I say I understand that part."," Říkám, že tomuhle rozumím."
"see","see","vidíme","vidět","impf"," It 's easier to see ourselves in the mirror, flat and behind glass, a movie, a download, a magazine picture, somebody else, not us, somebody beautiful without a life or a future outside this moment."," Snadněji se vidíme v zrcadle, ploché a za sklem, film, obrázek stažený ze sítě, fotka v časopise, někdo jiný, ne my, někdo krásný, kdo kromě tohohle okamžiku nemá žádný život ani budoucnost."
"pretend","pretend","předstírat","předstírat","impf"," You can pretend."," Dá se jen předstírat."
"delude","delude","klamat","klamat","impf"," You can delude yourself, but you ca n't re-create what 's over."," Můžete jen klamat sebe sama, ale co skončilo, nedá se znovu vytvořit."
