"glistened","glisten","leskla","lesknout","impf"," That involved the one visible spray, a faintly pink mist that glistened liquidly in air, but dried and deepened richly on contact with the lips."," Tato jediná viditelná vrstva se na vzduchu leskla jako bledě růžová mlha, ale jak usychala na rtech, rychle tmavla."
"tried","try","snažil","snažit","impf"," Baley tried to look official and threatening."," Baley se snažil vypadat úředně a přísné."
"meant","mean","nevyjadřoval","vyjadřovat","impf"," Olivaw 's expression, as always, meant nothing at all."," Olivawův obličej nevyjadřoval jako obvykle nic."
"order","order","přikažte","přikázat","pf"," "" In that case, "" said R. Daneel, "" order the woman to let herself be waited on or to leave. """," "" Potom přikažte té ženě, "" řekl R. Daneel, "" ať se dá obsloužit, nebo ať odejde. """
"said","say","řekl","říci","pf"," "" In that case, "" said R. Daneel, "" order the woman to let herself be waited on or to leave. """," "" Potom přikažte té ženě, "" řekl R. Daneel, "" ať se dá obsloužit, nebo ať odejde. """
"leave","leave","odejde","odejít","pf"," "" In that case, "" said R. Daneel, "" order the woman to let herself be waited on or to leave. """," "" Potom přikažte té ženě, "" řekl R. Daneel, "" ať se dá obsloužit, nebo ať odejde. """
"do","do","udělat","udělat","pf"," I was just wondering what kind of man could do that. """," Zajímalo by mě jenom, jaký člověk by to mohl udělat. """
"Thank","thank","Děkuju","děkovat","impf"," Thank you for helping out. """," Děkuju vám za pomoc."
"sent","send","poslal","poslat","pf"," Baley sent out for lunch, but when it came ( yeast-nut cake and a rather extravagant slice of fried chicken on cracker ) he could only stare at it."," Baley si poslal pro oběd, ale když mu ho přinesli ( kvasinkový ořechový koláč a mimořádně velký kus obalovaného pečeného kuřete ), jíst nemohl."
"shoot","shoot","Zastřelím","zastřelit","pf"," I will shoot the man or woman who touches me."," Zastřelím každého muže nebo ženu, jestli se mě dotkne."
"touches","touch","dotkne","dotknout","pf"," I will shoot the man or woman who touches me."," Zastřelím každého muže nebo ženu, jestli se mě dotkne."
"shoot","shoot","zastřelím","zastřelit","pf"," When I reach the door, I will shoot any man or woman who is not moving about his business."," Až budu u dveří, zastřelím každého, kdo tu nebude mít co dělat."
"tell","tell","říkám","říkat","impf"," "" No, no, "" yelled the woman with the hat, "" I tell ya I did n't do nothing."," "" Ne, ne, "" vzlykala žena v klobouku, "" říkám vám, že jsem nic neprovedla."
"did","do","neprovedla","provést","pf"," "" No, no, "" yelled the woman with the hat, "" I tell ya I did n't do nothing."," "" Ne, ne, "" vzlykala žena v klobouku, "" říkám vám, že jsem nic neprovedla."
"do","do","neprovedla","provést","pf"," "" No, no, "" yelled the woman with the hat, "" I tell ya I did n't do nothing."," "" Ne, ne, "" vzlykala žena v klobouku, "" říkám vám, že jsem nic neprovedla."
"mean","mean","Nemyslela","myslet","impf"," I did n't mean no harm."," Nemyslela jsem nic zlého."
"ate","eat","jedl","jíst","impf"," Baley ate a sparse meal in the small and infrequently used Department lunchroom."," Baley jedl svou nevelkou večeři v malé, nepříliš používané jídelně oddělení."
"gulped","gulp","spolkl","spolknout","pf"," He devoured the stuffed tomato on lettuce without being entirely aware of its nature and for a second or so after he had gulped down the last mouthful his fork still slithered aimlessly over the slick cardboard of his plate, searching automatically for something that was no longer there."," Zhltl plněná rajčata se salátem, aniž si uvědomil, co vlastně jí, a ještě vteřinu nato, co spolkl poslední sousto, jezdil vidličkou naprázdno po hladké lepence talíře a hledal mechanicky něco, co už tam nebylo."
"searching","search","hledal","hledat","impf"," He devoured the stuffed tomato on lettuce without being entirely aware of its nature and for a second or so after he had gulped down the last mouthful his fork still slithered aimlessly over the slick cardboard of his plate, searching automatically for something that was no longer there."," Zhltl plněná rajčata se salátem, aniž si uvědomil, co vlastně jí, a ještě vteřinu nato, co spolkl poslední sousto, jezdil vidličkou naprázdno po hladké lepence talíře a hledal mechanicky něco, co už tam nebylo."
"put","put","položil","položit","pf"," He became aware of that and put down his fork with a muffled, "" Jehoshaphat! """," Uvědomil si to a položil vidličku."
"killed","kill","zavražděna","zavraždit","pf"," The person killed was too well chosen and the time of the murder too appropriate for anything but deliberate planning on the part of an organized group. """," Osoba, jež byla zavražděna, byla příliš dobře vybrána, a také doba, v níž byla zavražděna, příliš dobře určena, aby se tak promyšlený čin dal přisoudit někomu jinému než organizované skupině. """
"chosen","choose","vybrána","vybrat","pf"," The person killed was too well chosen and the time of the murder too appropriate for anything but deliberate planning on the part of an organized group. """," Osoba, jež byla zavražděna, byla příliš dobře vybrána, a také doba, v níž byla zavražděna, příliš dobře určena, aby se tak promyšlený čin dal přisoudit někomu jinému než organizované skupině. """
"killed","kill","zavražděna","zavraždit","pf"," The person killed was too well chosen and the time of the murder too appropriate for anything but deliberate planning on the part of an organized group. """," Osoba, jež byla zavražděna, byla příliš dobře vybrána, a také doba, v níž byla zavražděna, příliš dobře určena, aby se tak promyšlený čin dal přisoudit někomu jinému než organizované skupině. """
"understand","understand","rozumím","rozumět","impf"," "" Your phraseology is obscure, but I think I understand."," "" Vaše výrazy jsou nejasné, leč domnívám se, že vám rozumím."
"explain","explain","objasnit","objasnit","pf"," I will have to explain some of the background to you."," Budu vám muset objasnit něco z pozadí celé věci."
"muttered","mutter","zamumlal","zamumlat","pf"," "" Tough, "" muttered Baley."," "" Neurvalé, "" zamumlal Baley."
"explained","explain","vysvětlil","vysvětlit","pf"," Of course, there would be no way for Enderby to have explained the situation to the lofty Spacers, who looked upon physical disability as a peculiarly disgusting attribute of the non-genetically selected Earthmen."," Samozřejmě neměl možnost, aby to vysvětlil pyšným Vesmířanům, kteří pohlíželi na tělesný nedostatek jako na obzvlášť odpornou vlastnost geneticky netříděných Pozemšťanů."
"run","run","neběhal","běhat","impf"," He had n't run the strips for over twenty years, but he remembered some of the tricks."," Přes dvacet let neběhal po pásech, ale některé triky si pamatoval."
"remembered","remember","pamatoval","pamatovat","impf"," He had n't run the strips for over twenty years, but he remembered some of the tricks."," Přes dvacet let neběhal po pásech, ale některé triky si pamatoval."
"lost","lose","ztratil","ztratit","pf"," What he had lost in agility, he made up in another respect."," To, co ztratil na čilosti, nahradil jinak."
"began","begin","začíná","začínat","impf"," No one but another policeman as experienced as himself could possibly know the City as well, know where almost every metal-bordered alley began and ended."," A pouze jiný policista, stejně zkušený jako on, snad mohl znát Město stejně dobře a vědět skoro o každém kovovém průchodu, kde začíná a kde končí."
"ended","end","končí","končit","impf"," No one but another policeman as experienced as himself could possibly know the City as well, know where almost every metal-bordered alley began and ended."," A pouze jiný policista, stejně zkušený jako on, snad mohl znát Město stejně dobře a vědět skoro o každém kovovém průchodu, kde začíná a kde končí."
"build","build","vybudovat","vybudovat","pf"," We can build space stations inside Mercury 's orbit to act as energy accumulators."," Můžeme vybudovat vesmírné stanice na dráze Merkura a ty budou sloužit jako akumulátory."
"transmit","transmit","přenášet","přenášet","impf"," We 'll transmit energy to Earth by direct beam. """," Na Zemi budeme energii přenášet přímou cestou. """
"acted","act","jednal","jednat","impf"," Baley acted quickly."," Baley jednal rychle."
"snatched","snatch","chytil","chytit","pf"," He flung the door open, snatched brutally at Ben 's wrist as the boy raised his hand to signal a third time, and pulled him in."," Otevřel dveře, chytil pevně Bena za zápěstí právě v okamžiku, kdy se chlapec chystal potřetí stisknout dveřní signál, a vtáhl ho dovnitř."
"pulled","pull","stisknout","stisknout","pf"," He flung the door open, snatched brutally at Ben 's wrist as the boy raised his hand to signal a third time, and pulled him in."," Otevřel dveře, chytil pevně Bena za zápěstí právě v okamžiku, kdy se chlapec chystal potřetí stisknout dveřní signál, a vtáhl ho dovnitř."
"did","do","Udělal","udělat","pf"," He did that for several reasons."," Udělal to z několika důvodů."
"thought","think","myslel","myslet","impf"," In the first place, we were college friends and he thought he could count on its never occurring to me that an old buddy and respected superior could be a criminal."," Za prvé jsme přátelé z koleje a on si myslel, že mě nikdy nenapadne, abych podezíral starého kamaráda a váženého nadřízeného z toho, že by mohl být zločincem."
"occurring","occur","nenapadne","napadnout","pf"," In the first place, we were college friends and he thought he could count on its never occurring to me that an old buddy and respected superior could be a criminal."," Za prvé jsme přátelé z koleje a on si myslel, že mě nikdy nenapadne, abych podezíral starého kamaráda a váženého nadřízeného z toho, že by mohl být zločincem."
"counted","count","počítal","počítat","impf"," He counted on my well-known loyalty, you see."," Víte, počítal s mou známou poslušností."
"expected","expect","předpokládal","předpokládat","impf"," Secondly, he knew Jessie was a member of an underground organization and expected to be able to maneuver me out of the investigation or blackmail me into silence if I got too close to the truth."," Za druhé věděl, že Jessie je členkou podzemní organizace, a předpokládal, že se mu podaří odvést mě od vyšetřování nebo mě donutit, abych mlčel, kdybych se dostal příliš blízko k pravdě."
"got","get","dostal","dostat","pf"," Secondly, he knew Jessie was a member of an underground organization and expected to be able to maneuver me out of the investigation or blackmail me into silence if I got too close to the truth."," Za druhé věděl, že Jessie je členkou podzemní organizace, a předpokládal, že se mu podaří odvést mě od vyšetřování nebo mě donutit, abych mlčel, kdybych se dostal příliš blízko k pravdě."
"worried","worry","neznepokojovalo","znepokojovat","impf"," And he was n't really worried about that."," Doopravdy ho to vůbec neznepokojovalo."
"force","force","donutilo","donutit","pf"," We could force the government to ban all robots and make the Spacers go back where they came from."," To by donutilo vládu, aby zrušila všechny roboty a donutila Vesmířany vrátit se tam, odkud přišli."
"make","make","donutilo","donutit","pf"," We could force the government to ban all robots and make the Spacers go back where they came from."," To by donutilo vládu, aby zrušila všechny roboty a donutila Vesmířany vrátit se tam, odkud přišli."
"force","force","donutila","donutit","pf"," We could force the government to ban all robots and make the Spacers go back where they came from."," To by donutilo vládu, aby zrušila všechny roboty a donutila Vesmířany vrátit se tam, odkud přišli."
"make","make","donutila","donutit","pf"," We could force the government to ban all robots and make the Spacers go back where they came from."," To by donutilo vládu, aby zrušila všechny roboty a donutila Vesmířany vrátit se tam, odkud přišli."
"came","come","přišli","přijít","pf"," We could force the government to ban all robots and make the Spacers go back where they came from."," To by donutilo vládu, aby zrušila všechny roboty a donutila Vesmířany vrátit se tam, odkud přišli."
"thought","think","Myslela","myslet","impf"," I thought it was just talk and then, this thing started; about you and Daneel, I mean."," Myslela jsem si, že to jsou jenom řeči, ale pak se stalo to s Daneelem."
"mean","mean","Myslela","myslet","impf"," I thought it was just talk and then, this thing started; about you and Daneel, I mean."," Myslela jsem si, že to jsou jenom řeči, ale pak se stalo to s Daneelem."
"said","say","Říkali","říkat","impf"," Then they said, ' Now we 'll see action, ' and ' We 're going to make an example of them and put a stop to the robot invasion right now. '"," Říkali "" teď uvidíme akci ' a "" dáme jim za vyučenou a okamžitě zastavíme invazi robotů '."
"see","see","uvidíme","uvidět","pf"," Then they said, ' Now we 'll see action, ' and ' We 're going to make an example of them and put a stop to the robot invasion right now. '"," Říkali "" teď uvidíme akci ' a "" dáme jim za vyučenou a okamžitě zastavíme invazi robotů '."
"put","put","dáme","dát","pf"," Then they said, ' Now we 'll see action, ' and ' We 're going to make an example of them and put a stop to the robot invasion right now. '"," Říkali "" teď uvidíme akci ' a "" dáme jim za vyučenou a okamžitě zastavíme invazi robotů '."
"said","say","Říkali","říkat","impf"," Right there in Personal they said it, not knowing it was you they were talking about."," Říkali to přímo v umývárnách, aniž věděli, že mluví o tobě."
"said","say","mluví","mluvit","impf"," Right there in Personal they said it, not knowing it was you they were talking about."," Říkali to přímo v umývárnách, aniž věděli, že mluví o tobě."
"talking","talk","mluví","mluvit","impf"," Right there in Personal they said it, not knowing it was you they were talking about."," Říkali to přímo v umývárnách, aniž věděli, že mluví o tobě."
"thrown","throw","vyhodili","vyhodit","pf"," Jehoshaphat, at least his father had been thrown out because of an accident that had done damage, that had killed people."," Jeho otce alespoň vyhodili kvůli neštěstí, při němž došlo k tomu, že byli zabiti lidé."
"killed","kill","zabiti","zabít","pf"," Jehoshaphat, at least his father had been thrown out because of an accident that had done damage, that had killed people."," Jeho otce alespoň vyhodili kvůli neštěstí, při němž došlo k tomu, že byli zabiti lidé."
"make","make","udělali","udělat","pf"," Suppose he had been eased out to make room for a mechanical physicist."," Snad jeho otce propustili proto, aby udělali místo automatickému fyzikovi."
"do","do","dělat","dělat","impf"," Nothing he could do about it."," Proti tomu nemohl nic dělat."
"go","go","Pojďme","jít","impf"," He said, curtly, "" Let 's go now."," "" Pojďme, "" řekl krátce, "" musím vás zavést domů. """
"said","say","řekl","říci","pf"," He said, curtly, "" Let 's go now."," "" Pojďme, "" řekl krátce, "" musím vás zavést domů. """
"brought","bring","přinesli","přinést","pf"," They brought in their own, of course, but they also brought with them the latest medical and microbiological techniques."," Samozřejmě si přinesli svoje vlastní, zároveň však také nejmodernější lékařskou a mikrobiologickou techniku."
"brought","bring","přinesli","přinést","pf"," They brought in their own, of course, but they also brought with them the latest medical and microbiological techniques."," Samozřejmě si přinesli svoje vlastní, zároveň však také nejmodernější lékařskou a mikrobiologickou techniku."
"grow","grow","růst","růst","impf"," Disease agents were wiped out and symbiotic bacteria allowed to grow."," Vyhubili nosiče nemocí a symbiotické bakterie mohly růst."
"want","want","chtěl","chtít","impf"," Why should anyone want to kill R. Sammy?"," Proč by někdo chtěl zabít R. Sammyho?"
"kill","kill","zabít","zabít","pf"," Why should anyone want to kill R. Sammy?"," Proč by někdo chtěl zabít R. Sammyho?"
"want","want","chtěli","chtít","impf"," Mind you, it 's not just a question of who would want to smash up robots in general."," Uvědomte si, že nejde jenom o ty, kdo by vůbec chtěli rozbíjet roboty."
"want","want","chtěl","chtít","impf"," Any Earthman, practically, would want to do that."," To by chtěl vlastně každý Pozemšťan."
"said","say","prohlásil","prohlásit","pf"," Vincent Barrett might, but the Commissioner said he could n't get hold of an alpha-sprayer, and he 's right."," Možná Vincentu Barrettovi, ale komisař prohlásil, že se nemohl dostat k zářiči alfa, a má pravdu."
"get","get","dostat","dostat","pf"," Vincent Barrett might, but the Commissioner said he could n't get hold of an alpha-sprayer, and he 's right."," Možná Vincentu Barrettovi, ale komisař prohlásil, že se nemohl dostat k zářiči alfa, a má pravdu."
"faded","fade","zanikl","zaniknout","pf"," But the afternoon roar of the City was all around them, the smell faded and was gone, and he felt a little ashamed of himself."," Ale odpolední řev města je zcela pohltil, zápach zeslábl a zanikl a on se za sebe trochu zastyděl."
"want","want","Chcete","chtít","impf"," If you want a design capable of doing a great many widely various things, all fairly well, you could do no better than to imitate the human form."," Chcete - li model schopný dělat množství nejrůznějších věcí, všechny poměrně dobře, nemůžete udělat nic lepšího než napodobit člověka."
"doing","do","dělat","dělat","impf"," If you want a design capable of doing a great many widely various things, all fairly well, you could do no better than to imitate the human form."," Chcete - li model schopný dělat množství nejrůznějších věcí, všechny poměrně dobře, nemůžete udělat nic lepšího než napodobit člověka."
"do","do","dělat","dělat","impf"," If you want a design capable of doing a great many widely various things, all fairly well, you could do no better than to imitate the human form."," Chcete - li model schopný dělat množství nejrůznějších věcí, všechny poměrně dobře, nemůžete udělat nic lepšího než napodobit člověka."
"doing","do","udělat","udělat","pf"," If you want a design capable of doing a great many widely various things, all fairly well, you could do no better than to imitate the human form."," Chcete - li model schopný dělat množství nejrůznějších věcí, všechny poměrně dobře, nemůžete udělat nic lepšího než napodobit člověka."
"do","do","udělat","udělat","pf"," If you want a design capable of doing a great many widely various things, all fairly well, you could do no better than to imitate the human form."," Chcete - li model schopný dělat množství nejrůznějších věcí, všechny poměrně dobře, nemůžete udělat nic lepšího než napodobit člověka."
"imitate","imitate","napodobit","napodobit","pf"," If you want a design capable of doing a great many widely various things, all fairly well, you could do no better than to imitate the human form."," Chcete - li model schopný dělat množství nejrůznějších věcí, všechny poměrně dobře, nemůžete udělat nic lepšího než napodobit člověka."
"took","take","Netrvalo","trvat","impf"," The process took less time than that."," Netrvalo to ani deset minut."
"stared","stare","zíral","zírat","impf"," Baley stared at the small aluminum block he held in his trembling hands."," Baley zíral na hliníkovou kostku, kterou držel v třesoucích se rukou."
"held","hold","držel","držet","impf"," Baley stared at the small aluminum block he held in his trembling hands."," Baley zíral na hliníkovou kostku, kterou držel v třesoucích se rukou."
"look","look","Pohlédl","pohlédnout","pf"," He saw Baley and a certain anxiety passed from his round face, leaving behind it a look of growing thunder."," Pohlédl na Baleyho s dychtivostí, která v sobě skrývala nastávající bouři."
"Look","look","Pohleďte","pohledět","pf"," He said, uncertainly, "" Look here, Lije, you 're taking a devil of a time, eating. """," "" Pohleďte, Lije, "" řekl nejistě, "" to jídlo vám trvá zatraceně dlouho. """
"said","say","řekl","říci","pf"," He said, uncertainly, "" Look here, Lije, you 're taking a devil of a time, eating. """," "" Pohleďte, Lije, "" řekl nejistě, "" to jídlo vám trvá zatraceně dlouho. """
"taking","take","trvá","trvat","impf"," He said, uncertainly, "" Look here, Lije, you 're taking a devil of a time, eating. """," "" Pohleďte, Lije, "" řekl nejistě, "" to jídlo vám trvá zatraceně dlouho. """
"connected","connect","spojovala","spojovat","impf"," In careful orientation to one another and to the whole were the large residential Sections connected and interlaced by the expressway and the localways."," Kolem se rozprostíraly jednotlivé obytné sekce, pečlivě uspořádané, a spojovala je expresní dráha i místní linky."
"repaired","repair","opravovat","opravovat","impf"," A robot, covered with synthetic skin, and deliberately made to look human, could not be repaired in the ordinary fashion."," Robot s umělou kůží, umělá napodobenina člověka, nedal se opravovat obvyklými způsoby."
"happening","happen","Probíhá","probíhat","impf"," It 's been happening all along."," Probíhá to stále."
"happening","happen","probíhá","probíhat","impf"," It 's been happening for twenty-five years, ever since the Spacers came."," Po celých pětadvacet let to probíhá, od chvíle, kdy sem přišli Vesmířani."
"happening","happen","přišli","přijít","pf"," It 's been happening for twenty-five years, ever since the Spacers came."," Po celých pětadvacet let to probíhá, od chvíle, kdy sem přišli Vesmířani."
"came","come","přišli","přijít","pf"," It 's been happening for twenty-five years, ever since the Spacers came."," Po celých pětadvacet let to probíhá, od chvíle, kdy sem přišli Vesmířani."
"muff","muff","zkazíme","zkazit","pf"," If we muff this case, it 's a big, long step toward the point where we can stop looking forward to collecting our pension-tab booklets."," Jestliže tenhle případ zkazíme, přiblížíme chvíli, kdy se budeme moct zastavit a těšit se na penzi."
"decide","decide","rozhodne","rozhodnout","pf"," We 'll let the Doctor decide."," Ať rozhodne doktor."
"asked","ask","Pozval","pozvat","pf"," "" I 've asked you here for an authoritative analysis of this robot."," "" Pozval jsem vás sem, abyste provedl odborný rozbor tohoto robota."
"arrange","arrange","zařídit","zařídit","pf"," I can arrange to have you use the laboratories of the City Bureau of Standards."," Můžu vám zařídit přístup do Městského úřadu pro výzkum hodnot."
"need","need","potřeboval","potřebovat","impf"," If you need any piece of equipment they do n't have, I 'll get it for you."," Kdybyste potřeboval jakékoliv zařízení, které nemají, seženu vám je."
"get","get","seženu","sehnat","pf"," If you need any piece of equipment they do n't have, I 'll get it for you."," Kdybyste potřeboval jakékoliv zařízení, které nemají, seženu vám je."
"agreed","agree","souhlasil","souhlasit","impf"," Oh, I agreed with him."," Ale souhlasil jsem s tím."
"do","do","dělat","dělat","impf"," What could I do?"," Co jsem mohl dělat."
"hoping","hope","doufat","doufat","impf"," It 's just a matter of humoring them and hoping they 'll keep within reason in their notions."," Jde jen o to vyhovět jim a doufat, že se ve svých představách budou držet v rozumných mezích."
"keep","keep","držet","držet","impf"," It 's just a matter of humoring them and hoping they 'll keep within reason in their notions."," Jde jen o to vyhovět jim a doufat, že se ve svých představách budou držet v rozumných mezích."
"waited","wait","čekal","čekat","impf"," Baley waited but he did n't say what maybe-some-day might bring."," Baley čekal, ale komisař neřekl, co se snad jednoho dne stane."
"say","say","neřekl","říci","pf"," Baley waited but he did n't say what maybe-some-day might bring."," Baley čekal, ale komisař neřekl, co se snad jednoho dne stane."
"mention","mention","Zmínil","zmínit","pf"," Baley said, "" Did he ever mention anything about emigration? """," "" Zmínil se vůbec někdy o vystěhovalectví? "" zeptal se Baley."
"say","say","říct","říci","pf"," "" I cannot say, Elijah, but is it coincidence that six of the watchers were in the crowd outside the shoe store last night? """," "" To nemohu říct, Eliáši, ale myslíte, že je to jen náhoda, když šest z těch, kdo nás sledují, bylo včera večer v davu před obchodem s obuví? """
"asked","ask","zeptal","zeptat","pf"," "" Are you sure? "" he asked automatically, and as he said it, he realized the uselessness of the question."," "" Jste si tím jist? "" zeptal se automaticky, a když to vyslovil, uvědomil si zbytečnost té otázky."
"said","say","vyslovil","vyslovit","pf"," "" Are you sure? "" he asked automatically, and as he said it, he realized the uselessness of the question."," "" Jste si tím jist? "" zeptal se automaticky, a když to vyslovil, uvědomil si zbytečnost té otázky."
"realized","realize","uvědomil","uvědomit","pf"," "" Are you sure? "" he asked automatically, and as he said it, he realized the uselessness of the question."," "" Jste si tím jist? "" zeptal se automaticky, a když to vyslovil, uvědomil si zbytečnost té otázky."
"held","hold","držel","držet","impf"," Baley said, "" He held it to his head mica first, I take it. """," "" Domnívám se, že ho držel slídou otočený ke své hlavě, "" řekl Baley."
"said","say","řekl","říci","pf"," Baley said, "" He held it to his head mica first, I take it. """," "" Domnívám se, že ho držel slídou otočený ke své hlavě, "" řekl Baley."
"speak","speak","říkajíc","říkat","impf"," Instant death, so to speak. """," Tak říkajíc okamžitá smrt. """
"turned","turn","obrátil","obrátit","pf"," Baley turned to the pale Commissioner."," Baley se obrátil na bledého komisaře."
"nodded","nod","přikývl","přikývnout","pf"," The Commissioner nodded, his plump hips thrust out."," Komisař přikývl."
"vanished","vanish","Mizela","mizet","impf"," It vanished as he watched, soaking and spreading away into the intercellular fluid, from that into the blood stream and the neighboring cells, from that into all the cells of his body."," Mizela mu přímo před očima, rozpadala se a vsakovala do mezibuněčné kapaliny, z ní pak do krevního oběhu a okolních buněk a z nich pak do všech buněk jeho těla."
"asked","ask","zeptal","zeptat","pf"," "" Do you feel better, partner Elijah? "" asked R. Daneel."," "" Už je vám lépe, kolego Eliáši? "" zeptal se R. Daneel."
"sat","sit","seděl","sedět","impf"," Dr. Fastolfe sat where he had been, a small smile softening the homeliness of his face."," Doktor Fastolfe seděl tam, co předtím, a slabý úsměv dodával měkký výraz jeho tváři."
"do","do","provedla","provést","pf"," "" But you would n't say it was a very likely thing for a human being to do? """," "" Myslíte, že je pravděpodobné, že by to provedla lidská bytost? """
"considered","consider","uvažovat","uvažovat","impf"," "" In fact, if there 's any other explanation for the crime, any other conceivable explanation, it should be considered. """," "" Jestliže ovšem existuje nějaké další vysvětlení zločinu, nějaké další přijatelné vysvětlení, je třeba o něm uvažovat. """
"sat","sit","seděl","sedět","impf"," Dr. Gerrigel looked more uncomfortable than ever as he sat bolt upright with his well-kept hands precisely folded in his lap."," Dr. Gerrigel se zdál být ve větších rozpacích než dříve, když seděl přehnaně vzpřímený, pěstěné ruce pečlivě složeny v klíně."
"folded","fold","složeny","složit","pf"," Dr. Gerrigel looked more uncomfortable than ever as he sat bolt upright with his well-kept hands precisely folded in his lap."," Dr. Gerrigel se zdál být ve větších rozpacích než dříve, když seděl přehnaně vzpřímený, pěstěné ruce pečlivě složeny v klíně."
"remained","remain","zůstal","zůstat","pf"," Meanwhile, he remained at the punch bowl, watching the folks come and go and sipping thoughtfully."," Zatím zůstal u číše punče, sledoval, jak lidé přicházejí a odcházejí, a zamyšleně usrkával."
"watching","watch","sledoval","sledovat","impf"," Meanwhile, he remained at the punch bowl, watching the folks come and go and sipping thoughtfully."," Zatím zůstal u číše punče, sledoval, jak lidé přicházejí a odcházejí, a zamyšleně usrkával."
"come","come","přicházejí","přicházet","impf"," Meanwhile, he remained at the punch bowl, watching the folks come and go and sipping thoughtfully."," Zatím zůstal u číše punče, sledoval, jak lidé přicházejí a odcházejí, a zamyšleně usrkával."
"go","go","odcházejí","odcházet","impf"," Meanwhile, he remained at the punch bowl, watching the folks come and go and sipping thoughtfully."," Zatím zůstal u číše punče, sledoval, jak lidé přicházejí a odcházejí, a zamyšleně usrkával."
"helped","help","Pomáhala","pomáhat","impf"," "" I helped make the punch. """," "" Pomáhala jsem připravit punč. """
"make","make","připravit","připravit","pf"," "" I helped make the punch. """," "" Pomáhala jsem připravit punč. """
"want","want","Chcete","chtít","impf"," Do you want more? """," "" Chcete ještě? """
"jumped","jump","přeskočit","přeskočit","pf"," One inconsistency that could be neither jumped oven, burrowed under, nor shunted aside."," Najednou ho však rozbořila jediná nesrovnalost, kterou nebylo možno přeskočit, zahrabat ani obejít."
"remained","remain","zůstával","zůstávat","impf"," While that inconsistency existed, the case remained buried below his thoughts, beyond the reach of his conscious probing."," Pokud ona nesrovnalost platila, celý případ zůstával hluboko pohřben pod myšlenkami, mimo dosah jeho rozumového uvažování."
"buried","bury","pohřben","pohřbít","pf"," While that inconsistency existed, the case remained buried below his thoughts, beyond the reach of his conscious probing."," Pokud ona nesrovnalost platila, celý případ zůstával hluboko pohřben pod myšlenkami, mimo dosah jeho rozumového uvažování."
"thought","think","Pomyslel","pomyslet","pf"," He thought feverishly, hopefully :"," Pomyslel si horečně a naplněn nadějí :"
"supervising","supervise","řídit","řídit","impf"," Look here, Mr. Baley, if you were supervising a farm, would you care to buy a tractor with a positronic brain, a reaper, a harrow, a milker, an automobile, and so on, each with a positronic brain; or would you rather have ordinary unbrained machinery with a single positronic robot to run them all."," Představte si, pane Baley, kdybyste měl řídit farmu, koupil byste raději traktor s pozitronickým mozkem, žací stroj, brány, automobil a další, to všechno s pozitronickým mozkem, nebo byste dal přednost obyčejným strojům a jednomu robotu s pozitronickým mozkem, který by je všechny ovládal?"
"run","run","řídit","řídit","impf"," Look here, Mr. Baley, if you were supervising a farm, would you care to buy a tractor with a positronic brain, a reaper, a harrow, a milker, an automobile, and so on, each with a positronic brain; or would you rather have ordinary unbrained machinery with a single positronic robot to run them all."," Představte si, pane Baley, kdybyste měl řídit farmu, koupil byste raději traktor s pozitronickým mozkem, žací stroj, brány, automobil a další, to všechno s pozitronickým mozkem, nebo byste dal přednost obyčejným strojům a jednomu robotu s pozitronickým mozkem, který by je všechny ovládal?"
"buy","buy","koupil","koupit","pf"," Look here, Mr. Baley, if you were supervising a farm, would you care to buy a tractor with a positronic brain, a reaper, a harrow, a milker, an automobile, and so on, each with a positronic brain; or would you rather have ordinary unbrained machinery with a single positronic robot to run them all."," Představte si, pane Baley, kdybyste měl řídit farmu, koupil byste raději traktor s pozitronickým mozkem, žací stroj, brány, automobil a další, to všechno s pozitronickým mozkem, nebo byste dal přednost obyčejným strojům a jednomu robotu s pozitronickým mozkem, který by je všechny ovládal?"
"run","run","ovládal","ovládat","impf"," Look here, Mr. Baley, if you were supervising a farm, would you care to buy a tractor with a positronic brain, a reaper, a harrow, a milker, an automobile, and so on, each with a positronic brain; or would you rather have ordinary unbrained machinery with a single positronic robot to run them all."," Představte si, pane Baley, kdybyste měl řídit farmu, koupil byste raději traktor s pozitronickým mozkem, žací stroj, brány, automobil a další, to všechno s pozitronickým mozkem, nebo byste dal přednost obyčejným strojům a jednomu robotu s pozitronickým mozkem, který by je všechny ovládal?"
"represents","represent","představuje","představovat","impf"," I warn you that the second alternative represents only a fiftieth or a hundredth the expense. """," Upozorňuju vás, že druhé řešení představuje padesátkrát nebo stokrát menší náklady. """
"report","report","ohlásit","ohlásit","pf"," If he breaks the case, if he can report that we 're incompetent, we 're ruined, anyway."," Jestliže on ten případ rozřeší, jestliže on bude moct ohlásit, že jsme neschopní, budeme úplně zničeni."
"ruined","ruin","zničeni","zničit","pf"," If he breaks the case, if he can report that we 're incompetent, we 're ruined, anyway."," Jestliže on ten případ rozřeší, jestliže on bude moct ohlásit, že jsme neschopní, budeme úplně zničeni."
"see","see","Chápete","chápat","impf"," You see that, do n't you?"," Chápete to, ne?"
"work","work","vyřešil","vyřešit","pf"," You 've got to work with him, but see to it that you solve the case and not he."," Budete s ním muset spolupracovat, ale musíte to provést tak, abyste ten případ vyřešil vy, a nikoliv on."
