"spotted","spot","našli","najít","pf"," Would he have been spotted if he 'd gone across crouching under a rug on the floor behind the driver 's seat? '"," Kdyby se přikrčil za sedadlo, nebo schoval pod přikrývku, našli by ho? """
"bought","buy","koupil","koupit","pf"," He 'd bought a bottle of brandy on the plane and there was n't much left of that, now, before we went to bed. '"," V letadle koupil flašku brandy a než jsme se dostali do postele, moc z ní nezbylo. """
"talk","talk","mluvil","mluvit","impf"," ' What did he talk about? '"," "" O čem mluvil? """
"moved","move","jela","jet","impf"," The boat moved slowly on its tenth traverse, and Lars Baltzersen said gloomily, ' The police think this is a waste of time. '"," Loďka jela od břehu břehu už po desáté a Lars Baltzersen zasmušile prohlásil, že policie považuje celou akci za ztrátu času."
"said","say","prohlásil","prohlásit","pf"," The boat moved slowly on its tenth traverse, and Lars Baltzersen said gloomily, ' The police think this is a waste of time. '"," Loďka jela od břehu břehu už po desáté a Lars Baltzersen zasmušile prohlásil, že policie považuje celou akci za ztrátu času."
"think","think","považuje","považovat","impf"," The boat moved slowly on its tenth traverse, and Lars Baltzersen said gloomily, ' The police think this is a waste of time. '"," Loďka jela od břehu břehu už po desáté a Lars Baltzersen zasmušile prohlásil, že policie považuje celou akci za ztrátu času."
"come","come","přišli","přijít","pf"," ' Still, ' I said, ' they did come. '"," "" Hlavně že vůbec přišli, "" namítl jsem."
"caught","catch","zachytil","zachytit","pf"," A grapple caught."," Hák se o něco zachytil."
"tell","tell","zjistit","zjistit","pf"," ' Impossible to tell, but probably a syndicate, considering the huge sums involved."," "" To nejde zjistit, ale nejspíš to byl nějaký syndikát, protože ta transakce vyžadovala moc peněz."
"involved","involve","vyžadovala","vyžadovat","impf"," ' Impossible to tell, but probably a syndicate, considering the huge sums involved."," "" To nejde zjistit, ale nejspíš to byl nějaký syndikát, protože ta transakce vyžadovala moc peněz."
"thanked","thank","Poděkoval","poděkovat","pf"," I thanked him and rang off;"," Poděkoval jsem mu a zavěsil."
"consoling","console","utěšovat","utěšovat","impf"," A lot of my mind persisted in telling me that there was another flight in the morning and widows were meant for consoling : well, maybe, but not this one, not yet."," Sice mi kdeco napovídalo, že ráno taky letí letadlo do Norska a že se sluší utěšovat vdovy, ale usoudil jsem, že v daném případě se to nejspíš ještě nesluší."
"kissed","kiss","Políbil","políbit","pf"," I kissed her goodbye."," Políbil jsem ji na rozloučenou."
"Tell","tell","Povězte","povědět","pf"," ' Tell me about Sven Wangen, ' I said."," "" Povězte mi něco o Svenu Wangenovi, "" požádal jsem ho."
"said","say","Povězte","povědět","pf"," ' Tell me about Sven Wangen, ' I said."," "" Povězte mi něco o Svenu Wangenovi, "" požádal jsem ho."
"said","say","prohlásil","prohlásit","pf"," ' His father was a collaborator, ' he said."," "" Jeho otec byl kolaborant, "" prohlásil."
"forgets","forget","nezapomíná","zapomínat","impf"," ' And no one forgets it? '"," "" A na to se nezapomíná? """
"say","say","Říkají","říkat","impf"," ' They say it went at about the time the body was found in the pond."," "" Říkají, že to sedlo zmizelo asi v tu dobu, co se prohledával rybník."
"left","leave","Odešli","odejít","pf"," We left the weighing room building and strolled the few yards to the racecourse rails."," Odešli jsme z budovy vážnice a kráčeli zvolna k zábradlí u dráhy."
"need","need","musíte","muset","impf"," ' First thing you need is the police. '"," "" Nejdřív ze všeho musíte zavolat policii. """
"called","call","Zavolal","zavolat","pf"," I called them. '"," Zavolal jsem je. """
"said","say","řekl","říci","pf"," One of the policemen said something to his chief, and Baltzersen obligingly translated for me."," Jeden z policistů řekl něco svému nadřízenému a Baltzersen mi to bez váhání přeložil."
"translated","translate","přeložil","přeložit","pf"," One of the policemen said something to his chief, and Baltzersen obligingly translated for me."," Jeden z policistů řekl něco svému nadřízenému a Baltzersen mi to bez váhání přeložil."
"says","say","říká","říkat","impf"," He did not think anything of it at the time, but he says there were frayed ends of rope coming from the cement."," Prý tomu nepřikládal žádnou důležitost, ale teď říká, že od toho bloku vlál kus provazu s roztřepenými konci."
"asked","ask","pozval","pozvat","pf"," I said I understood he was a member of the racecourse committee which had asked me to come."," Poznamenal jsem, že pokud se nemýlím, je členem dostihového výboru, který mne do Norska pozval."
"asked","ask","Pozval","pozvat","pf"," ' Lars Baltzersen asked you, ' he said brusquely."," "" Pozval vás Lars Baltzersen, "" odsekl."
"get","get","získám","získat","pf"," ' The sooner I get the questions answered, the sooner I 'll go home, ' I said."," "" Čím dřív získám odpovědi na svoje otázky, tím dřív odjedu, "" namítl jsem."
"go","go","odjedu","odjet","pf"," ' The sooner I get the questions answered, the sooner I 'll go home, ' I said."," "" Čím dřív získám odpovědi na svoje otázky, tím dřív odjedu, "" namítl jsem."
"led","lead","vedl","vést","impf"," In my own sister it had led to resentment, rows, and a broken marriage."," V rodině mé sestry vedl problém rozdělení povinností ke sporům a nakonec k rozpadu manželství."
"achieved","achieve","získala","získat","pf"," Kari, it seemed to me, expected less, settled for less, and achieved more."," Kari byla míň náročná, spokojila se málem a získala víc."
"seemed","seem","zdálo","zdát","impf"," It seemed to me that he had almost stopped breathing."," V tu chvíli se mi zdálo, jako by přestal dýchat."
"stopped","stop","přestal","přestat","pf"," It seemed to me that he had almost stopped breathing."," V tu chvíli se mi zdálo, jako by přestal dýchat."
"sat","sit","Seděl","sedět","impf"," He sat totally without movement, smoke from the cigarette between his fingers rising in a column as straight as honesty."," Seděl úplně bez hnutí, jen z nehybné cigarety stoupal vzhůru ke stropu kouř."
"rising","rise","stoupal","stoupat","impf"," He sat totally without movement, smoke from the cigarette between his fingers rising in a column as straight as honesty."," Seděl úplně bez hnutí, jen z nehybné cigarety stoupal vzhůru ke stropu kouř."
"read","read","přečetl","přečíst","pf"," ' Yes, I 've read what you told the police."," "" Vím, přečetl jsem si, co jste řekla policistům."
"told","tell","řekla","říci","pf"," ' Yes, I 've read what you told the police."," "" Vím, přečetl jsem si, co jste řekla policistům."
"look","look","Nedívala","dívat","impf"," You did n't look at them, you shut your eyes, you only saw their sweaters and their rubber gloves. '"," Nedívala jste se na ty chlapy, zakryla jste si oči, viděla jste jen jejich svetry a gumové rukavice. """
"saw","see","Nedívala","dívat","impf"," You did n't look at them, you shut your eyes, you only saw their sweaters and their rubber gloves. '"," Nedívala jste se na ty chlapy, zakryla jste si oči, viděla jste jen jejich svetry a gumové rukavice. """
"saw","see","viděla","vidět","impf"," You did n't look at them, you shut your eyes, you only saw their sweaters and their rubber gloves. '"," Nedívala jste se na ty chlapy, zakryla jste si oči, viděla jste jen jejich svetry a gumové rukavice. """
"asked","ask","požádal","požádat","pf"," ' Would you have asked him to ride for you again? '"," Taky byste ho znovu požádal, aby pro vás jel? """
"ride","ride","jel","jet","impf"," ' Would you have asked him to ride for you again? '"," Taky byste ho znovu požádal, aby pro vás jel? """
"said","say","řekl","říci","pf"," ' Certainly, ' he said without hesitation."," "" Jistě, "" řekl bez zaváhání."
"listens","listen","poslouchá","poslouchat","impf"," He listens to what you say about a horse."," Když mu vyprávíte o koni, poslouchá."
"rides","ride","Jezdí","jezdit","impf"," He rides with his head."," Jezdí hlavou."
"enjoying","enjoy","líbilo","líbit","impf"," Odin himself seemed to be enjoying it."," Odinovi se to líbilo."
"came","come","došla","dojít","pf"," She came out of the gate down there and walked up the road here."," Vyšla z branky a došla až sem."
"hung","hang","visela","viset","impf"," The walls here also were hung with diagrams of rock formations, charts of progress and maps showing areas being worked."," Na zdech taky visela schémata skalních formací a mapy oblastí, ve kterých probíhaly práce."
"find","find","našel","najít","pf"," ' You did - find him, then. '"," "" Takže ... jste ho našel. """
"see","see","vidět","vidět","impf"," ' I must go and see him. '"," "" Musím tam, chci ho vidět. """
"hoped","hope","Doufal","doufat","impf"," The police, I hoped, would quickly dig down to the roots themselves and save me from proving to the world that I could n't."," Doufal jsem však, že se policii podaří dohrabat se ke kořenům věci a já zůstanu ušetřen toho, abych musel celému světu dokazovat, že nic nedokážu."
"save","save","ušetřen","ušetřit","pf"," The police, I hoped, would quickly dig down to the roots themselves and save me from proving to the world that I could n't."," Doufal jsem však, že se policii podaří dohrabat se ke kořenům věci a já zůstanu ušetřen toho, abych musel celému světu dokazovat, že nic nedokážu."
"proving","prove","dokazovat","dokazovat","impf"," The police, I hoped, would quickly dig down to the roots themselves and save me from proving to the world that I could n't."," Doufal jsem však, že se policii podaří dohrabat se ke kořenům věci a já zůstanu ušetřen toho, abych musel celému světu dokazovat, že nic nedokážu."
"spent","spend","strávil","strávit","pf"," William Romney went to Norway, spent two full days there and returned depressed."," William Romney odletěl do Norska, strávil tam celé tři dny a vrátil se sklíčený."
"returned","return","vrátil","vrátit","pf"," William Romney went to Norway, spent two full days there and returned depressed."," William Romney odletěl do Norska, strávil tam celé tři dny a vrátil se sklíčený."
"came","come","Přišel","přijít","pf"," ' He came to Fornebu and opened the locker, ' Knut said."," "" Přišel na letiště a odemkl skříňku, "" vyprávěl Knut."
"went","go","odcházel","odcházet","impf"," I myself and two other officers went up to him as he was walking away from the lockers and asked him to accompany us to this police station."," Já a dva další důstojníci jsme k němu přistoupili, když od skříňky odcházel, a požádali jsme ho, aby s námi šel na stanici."
"asked","ask","požádali","požádat","pf"," I myself and two other officers went up to him as he was walking away from the lockers and asked him to accompany us to this police station."," Já a dva další důstojníci jsme k němu přistoupili, když od skříňky odcházel, a požádali jsme ho, aby s námi šel na stanici."
"went","go","šel","jít","impf"," I myself and two other officers went up to him as he was walking away from the lockers and asked him to accompany us to this police station."," Já a dva další důstojníci jsme k němu přistoupili, když od skříňky odcházel, a požádali jsme ho, aby s námi šel na stanici."
"walking","walk","šel","jít","impf"," I myself and two other officers went up to him as he was walking away from the lockers and asked him to accompany us to this police station."," Já a dva další důstojníci jsme k němu přistoupili, když od skříňky odcházel, a požádali jsme ho, aby s námi šel na stanici."
"seemed","seem","nezdálo","zdát","impf"," He seemed surprised but not - not deeply disturbed."," Tvářil se překvapeně, ale nezdálo se ..., velké starosti mu to nedělalo."
"stopped","stop","Zůstal","zůstat","pf"," I stopped."," Zůstal jsem stát."
"sent","send","neposlal","poslat","pf"," Surely Sandvik would n't have sent his son to this threatening place, even if he did urgently want to hide him."," Sandvik by přece syna na tak pusté, zranitelné místo neposlal, i když si jistě přál ho co nejlíp ukryt."
"want","want","přál","přát","impf"," Surely Sandvik would n't have sent his son to this threatening place, even if he did urgently want to hide him."," Sandvik by přece syna na tak pusté, zranitelné místo neposlal, i když si jistě přál ho co nejlíp ukryt."
"hide","hide","ukryt","ukrýt","pf"," Surely Sandvik would n't have sent his son to this threatening place, even if he did urgently want to hide him."," Sandvik by přece syna na tak pusté, zranitelné místo neposlal, i když si jistě přál ho co nejlíp ukryt."
"help","help","pomoct","pomoci","pf"," ' Can you help me? '"," Nemohl byste mi pomoct? """
"shivered","shiver","Třásl","třást","impf"," I shivered with cold and wholeheartedly cursed him."," Třásl jsem se zimou a Mikkela v duchu upřímně proklínal."
"answer","answer","Neodpověděl","odpovědět","pf"," I did n't answer."," Neodpověděl jsem."
"passed","pass","Uplynulo","uplynout","pf"," Five minutes passed with no sound except the blustering wind."," Uplynulo pět minut ticha, jen vítr hučel."
"Go","go","Jděte","jít","impf"," ' Go away. '"," "" Jděte pryč. """
"talked","talk","nemluvili","mluvit","impf"," I had n't talked to him at all at the races."," Za celý den jsme spolu nemluvili."
"stopped","stop","zarazil","zarazit","pf"," He stopped again."," Znovu se zarazil."
"passing","pass","prošli","projít","pf"," Then two people came past and in some passing headlights I saw they were Bob and Arne."," Pak prošli kolem dva lidé, a když projíždělo auto a osvítilo je reflektory, viděl jsem, že to je Bob s Arnem."
"saw","see","viděl","vidět","impf"," Then two people came past and in some passing headlights I saw they were Bob and Arne."," Pak prošli kolem dva lidé, a když projíždělo auto a osvítilo je reflektory, viděl jsem, že to je Bob s Arnem."
"tried","try","pokusil","pokusit","pf"," ' Someone tried to drown me in the fjord the first day I came to Norway. '"," "" Někdo se mne pokusil zabít hned ten první den, co jsem přijel do Norska, na fjordu. """
"came","come","přijel","přijet","pf"," ' Someone tried to drown me in the fjord the first day I came to Norway. '"," "" Někdo se mne pokusil zabít hned ten první den, co jsem přijel do Norska, na fjordu. """
"told","tell","Vyprávěl","vyprávět","impf"," I told them about the black speedboat."," Vyprávěl jsem jim o rychlém černém člunu."
"nodded","nod","Přikývl","přikývnout","pf"," I nodded."," Přikývl jsem."
"tried","try","snažil","snažit","impf"," I put my padded mitts inside my padded pockets and tried to kid myself that my fingers were warm."," Strčil jsem ruce v teplých rukavicích do kapes prošívané bundy a snažil se sám sobě namluvit, že nemám prsty zmrzlé."
"sitting","sit","seděl","sedět","impf"," And it was a minor disaster that the jacket was n't really long enough for sitting on."," Potíž byla i v tom, že bunda byla příliš krátká, než abych si na ní seděl."
"did","do","jde","jít","impf"," ' He did n't come last year, if that 's what you mean. '"," "" Jo, loni tu nebyl, pokud vám jde o tohle. """
"come","come","jde","jít","impf"," ' He did n't come last year, if that 's what you mean. '"," "" Jo, loni tu nebyl, pokud vám jde o tohle. """
"liked","like","Líbilo","líbit","impf"," ' But he liked it? '"," "" Líbilo se mu tady? """
"invited","invite","zveme","zvát","impf"," All British jockeys who are invited, they like it."," Všem jezdcům z Británie, co je sem zveme, se tu líbí."
"like","like","líbí","líbit","impf"," All British jockeys who are invited, they like it."," Všem jezdcům z Británie, co je sem zveme, se tu líbí."
"nodded","nod","Přikývl","přikývnout","pf"," He nodded, crossing to join me."," Přikývl a přešel ke mně."
"crossing","cross","přešel","přejít","pf"," He nodded, crossing to join me."," Přikývl a přešel ke mně."
"pointed","point","Ukázal","ukázat","pf"," He pointed to two areas which bore an entirely different name."," Ukázal na dvě políčka, kde byla jména jiných společností."
"brought","bring","přivezl","přivézt","pf"," Immediately after Bob Sherman brought his package to Norway, the Interpetro shares started an upward movement on the world stock markets."," Bezprostředně poté, co Bob Sherman přivezl onu obálku do Norska, došlo k náhlému vzestupu ceny akcií Interpetro Oil na všech burzách."
"write","write","napsat","napsat","pf"," ' Could you write me a list of those who were there? '"," "" Mohl bys mi napsat seznam lidí, kteří u toho byli? """
"said","say","řekl","říci","pf"," ' Yes, ' he said with surprise."," "" Jistě, "" řekl překvapeně."
"see","see","neviděl","vidět","impf"," It was too dark to see what he was thinking, but there were faint tremors still, occasionally, through his body."," Byla tma, neviděl jsem na Mikkela a nevěděl jsem, na co myslí, cítil jsem však, kdykoli se zachvěl."
"said","say","řekl","říci","pf"," ' I took the rest of the bedding down to Berit 's house yesterday, ' he said."," "" Odvezl jsem ostatní přikrývky a polštáře včera k Berit, "" řekl."
"think","think","Věřil","věřit","impf"," But I did think so."," Věřil jsem však, že už nežije."
"killing","kill","zastřelil","zastřelit","pf"," ' What will happen to me, for killing that man? '"," "" Co mi udělají za to, že jsem toho člověka zastřelil? """
"returned","return","vrátil","vrátit","pf"," Arne returned with an air of satisfaction and the ticket for the seat beside mine."," Arne se vrátil celý spokojený, v ruce lístek na vedlejší sedadlo."
"think","think","Měli","mít","impf"," ' I should have waited for you at the ticket office - did n't think of it in time. '"," "" Měli jsme si dát sraz u pokladny, mohlo mne to napadnout, "" řekl."
"think","think","myslíš","myslet","impf"," ' David - Do you think he meant those men to kill me? '"," "" Davide ..., myslíš, že mne ti dva měli zabít? """
"meant","mean","myslíš","myslet","impf"," ' David - Do you think he meant those men to kill me? '"," "" Davide ..., myslíš, že mne ti dva měli zabít? """
"think","think","měli","mít","impf"," ' David - Do you think he meant those men to kill me? '"," "" Davide ..., myslíš, že mne ti dva měli zabít? """
"kill","kill","zabít","zabít","pf"," ' David - Do you think he meant those men to kill me? '"," "" Davide ..., myslíš, že mne ti dva měli zabít? """
"told","tell","Řekl","říci","pf"," ' He told them where to come."," "" Řekl jim kde mě hledat."
"spent","spend","strávil","strávit","pf"," The whole of the rest of the day was spent with two opposite numbers from the New York Racing Commission who had come to discuss the viability of a world-wide racing investigatory link-up, something along the lines of Interpol."," Zbytek dne jsem strávil se svými protějšky z newyorské dostihové komise, kteří za mnou přišli prodiskutovat možnosti zřízení celosvětové dostihové vyšetřovací sítě, cosi jako dostihový Interpol."
"come","come","přišli","přijít","pf"," The whole of the rest of the day was spent with two opposite numbers from the New York Racing Commission who had come to discuss the viability of a world-wide racing investigatory link-up, something along the lines of Interpol."," Zbytek dne jsem strávil se svými protějšky z newyorské dostihové komise, kteří za mnou přišli prodiskutovat možnosti zřízení celosvětové dostihové vyšetřovací sítě, cosi jako dostihový Interpol."
"driving","drive","jezdit","jezdit","impf"," ' You 're not driving David any more, ' Knut said positively."," "" S Davidem už jezdit nebudeš, "" prohlásil Knut energicky."
"said","say","prohlásil","prohlásit","pf"," ' You 're not driving David any more, ' Knut said positively."," "" S Davidem už jezdit nebudeš, "" prohlásil Knut energicky."
"drove","drive","vozit","vozit","impf"," Anyone in future who drove me must be presumed to be at risk."," Kdokoli mne v budoucnosti bude vozit, musí počítat s rizikem."
"manage","manage","Zvládnu","zvládnout","pf"," ' I 'll manage, ' I said."," "" Zvládnu to sám, "" řekl jsem."
"said","say","řekl","říci","pf"," ' I 'll manage, ' I said."," "" Zvládnu to sám, "" řekl jsem."
"plan","plan","chystáte","chystat","impf"," Erik said, ' Where do you plan to go? '"," "" Kam se chystáte jet? "" zeptal se Erik."
"go","go","jet","jet","impf"," Erik said, ' Where do you plan to go? '"," "" Kam se chystáte jet? "" zeptal se Erik."
"distributed","distribute","rozdělit","rozdělit","pf"," ' All estates should be distributed among the masses. '"," "" Všechen majetek by se měl rozdělit mezi lid. """
"made","make","Nadělal","nadělat","pf"," He made a lot of money out of the Nazis. '"," Nadělal za nacistů spoustu peněz. """
"did","do","neudělal","udělat","pf"," ' He did nothing for his fellow-countrymen."," "" Pro svoje spoluobčany neudělal nic."
"waited","wait","Počkali","počkat","pf"," They waited while I changed at the Grand, so that they could take back the lent clothes."," Počkali, až se v Grandu převléknu, aby si mohli odvézt zapůjčené oblečení."
"recognise","recognise","nepoznal","poznat","pf"," The Norwiegian police did not have photographs of the intruders, or if they did, Romney did not recognise them."," Norská policie fotografie útočníků neměla, anebo pokud je měla, Romney je nepoznal."
"put","put","dala","dát","pf"," Emma left hospital and went home to put her house straight."," Emma se po propuštění z nemocnice vrátila domů a dala se do úklidu."
"spoke","speak","Mluvili","mluvit","impf"," I spoke to you on the telephone a few days ago. '"," Mluvili jsme spolu před několika dny telefonicky. """
"thought","think","Předpokládal","předpokládat","impf"," I had thought she would already have known about her husband being at the police station, but apparently he had n't yet made his two calls."," Předpokládal jsem, že už o zadržení svého muže bude vědět, ale jak se zdálo, Sandvik své dva telefonní hovory ještě neuskutečnil."
"thought","think","zdálo","zdát","impf"," I had thought she would already have known about her husband being at the police station, but apparently he had n't yet made his two calls."," Předpokládal jsem, že už o zadržení svého muže bude vědět, ale jak se zdálo, Sandvik své dva telefonní hovory ještě neuskutečnil."
"obey","obey","neuposlechnout","uposlechnout","pf"," ' They find it difficult not to obey a man with such prestige, ' he said."," "" Prý se neopovážili neuposlechnout tak váženého člověka, "" řekl."
"said","say","řekl","říci","pf"," ' They find it difficult not to obey a man with such prestige, ' he said."," "" Prý se neopovážili neuposlechnout tak váženého člověka, "" řekl."
"wait","wait","počkali","počkat","pf"," ' He told them to wait outside the door while he spoke to his wife and his lawyer, as both calls were of a private nature."," "" Požádal je, aby počkali venku, že potřebuje soukromí, až bude hovořit se svojí ženou a svým právníkem."
"spoke","speak","hovořit","hovořit","impf"," ' He told them to wait outside the door while he spoke to his wife and his lawyer, as both calls were of a private nature."," "" Požádal je, aby počkali venku, že potřebuje soukromí, až bude hovořit se svojí ženou a svým právníkem."
"asked","ask","ptali","ptát","impf"," ' The police asked me that, over and over. '"," "" Na to se mne policisté ptali znovu a znovu. """
"want","want","nechci","chtít","impf"," ' Yes - I did n't want to go back to Grandad 's."," "" Ano ..., nechci zpátky k dědečkovi."
"want","want","Nechcete","chtít","impf"," ' Do you want the bed made properly? '"," "" Nechcete, abych vám odestlal? """
"thank","thank","děkuju","děkovat","impf"," ' No thank you."," "" Ne, děkuju."
"looking","look","hledal","hledat","impf"," ' Are these the lot you 're looking for? '"," "" To jsou ty, co jste hledal? "" zeptal se."
"nodded","nod","Přikývl","přikývnout","pf"," I nodded."," Přikývl jsem."
"think","think","Myslím","myslet","impf"," ' I think so. '"," "" Myslím že ano. """
"do","do","uděláme","udělat","pf"," ' What do we do now, then? '"," "" Co tedy uděláme? """
"do","do","uděláme","udělat","pf"," ' What do we do now, then? '"," "" Co tedy uděláme? """
"started","start","vyjel","vyjet","pf"," The train started back towards Oslo."," Vlak vyjel."
"smiled","smile","Usmála","usmát","pf"," She smiled and moved forward until our bodies were touching at more points than not, and no woman ever did that unless she meant to."," Usmála se a přivinula se ke mně, takže jsme se jeden druhého dotýkali, kde jen to šlo, a to žena připustí, jen když chce."
"touching","touch","dotýkali","dotýkat","impf"," She smiled and moved forward until our bodies were touching at more points than not, and no woman ever did that unless she meant to."," Usmála se a přivinula se ke mně, takže jsme se jeden druhého dotýkali, kde jen to šlo, a to žena připustí, jen když chce."
"did","do","šlo","jít","impf"," She smiled and moved forward until our bodies were touching at more points than not, and no woman ever did that unless she meant to."," Usmála se a přivinula se ke mně, takže jsme se jeden druhého dotýkali, kde jen to šlo, a to žena připustí, jen když chce."
"meant","mean","chce","chtít","impf"," She smiled and moved forward until our bodies were touching at more points than not, and no woman ever did that unless she meant to."," Usmála se a přivinula se ke mně, takže jsme se jeden druhého dotýkali, kde jen to šlo, a to žena připustí, jen když chce."
"behaves","behave","Chová","chovat","impf"," ' He behaves as if everyone ought to go on their knees when they talk to him."," "" Chová se, jako by před ním měl každý padnout na kolena."
"held","hold","měl","mít","impf"," Arne raised his eyebrows at what evidently seemed to him a nonsensical question, because from the tone of his reply it seemed he held great wealth to be morally wrong."," Arne povytáhl obočí, jako by to ode mne byla hloupá otázka, měl jsem pochopit, že považuje příliš velké bohatství za nemorální."
"drop","drop","vysadil","vysadit","pf"," ' Where did you drop him? '"," "" Kde jste ho vysadil? """
"thanked","thank","Poděkoval","poděkovat","pf"," He thanked me for the ride - and I think he said he would catch the Lijordet tram if there was one."," Poděkoval za svezení ..., pak ... myslím, že mluvil o tom, že chce jet tramvají, pokud nějaká pojede."
"think","think","myslím","myslet","impf"," He thanked me for the ride - and I think he said he would catch the Lijordet tram if there was one."," Poděkoval za svezení ..., pak ... myslím, že mluvil o tom, že chce jet tramvají, pokud nějaká pojede."
"said","say","mluvil","mluvit","impf"," He thanked me for the ride - and I think he said he would catch the Lijordet tram if there was one."," Poděkoval za svezení ..., pak ... myslím, že mluvil o tom, že chce jet tramvají, pokud nějaká pojede."
"remember","remember","vzpomínám","vzpomínat","impf"," Anyway, I remember him standing on the pavement with his bag and saddle and stuff."," Ano, vzpomínám si, jak stál s taškou a sedlem na chodníku a čekal."
"talking","talk","Mluvím","mluvit","impf"," ' I 'm talking about Arne being the one person who could be sure no one saw him putting bodies into ponds, taking them out again, and later putting them back again."," "" Mluvím o tom, že jediný Arne si mohl být jistý, že ho nikdo neuvidí, až bude házet mrtvolu do rybníka, že ho nikdo neuvidí, až ji bude vytahovat, ani až ji zase bude do vody vracet."
"saw","see","neuvidí","uvidět","pf"," ' I 'm talking about Arne being the one person who could be sure no one saw him putting bodies into ponds, taking them out again, and later putting them back again."," "" Mluvím o tom, že jediný Arne si mohl být jistý, že ho nikdo neuvidí, až bude házet mrtvolu do rybníka, že ho nikdo neuvidí, až ji bude vytahovat, ani až ji zase bude do vody vracet."
"saw","see","neuvidí","uvidět","pf"," ' I 'm talking about Arne being the one person who could be sure no one saw him putting bodies into ponds, taking them out again, and later putting them back again."," "" Mluvím o tom, že jediný Arne si mohl být jistý, že ho nikdo neuvidí, až bude házet mrtvolu do rybníka, že ho nikdo neuvidí, až ji bude vytahovat, ani až ji zase bude do vody vracet."
"catch","catch","chytíme","chytit","pf"," We race in England Saturday afternoon, catch the six-thirty, race here Sunday, catch the late plane back if we can, otherwise the eight-fifteen Monday morning."," Jedeme v sobotu v Anglii, pak chytíme letadlo v půl sedmý, tady startujeme v neděli a pokud to stihneme, letíme večerním letadlem, a když to nestihneme, letíme v pondělí ráno."
"catch","catch","chytíme","chytit","pf"," We race in England Saturday afternoon, catch the six-thirty, race here Sunday, catch the late plane back if we can, otherwise the eight-fifteen Monday morning."," Jedeme v sobotu v Anglii, pak chytíme letadlo v půl sedmý, tady startujeme v neděli a pokud to stihneme, letíme večerním letadlem, a když to nestihneme, letíme v pondělí ráno."
"catch","catch","stihneme","stihnout","pf"," We race in England Saturday afternoon, catch the six-thirty, race here Sunday, catch the late plane back if we can, otherwise the eight-fifteen Monday morning."," Jedeme v sobotu v Anglii, pak chytíme letadlo v půl sedmý, tady startujeme v neděli a pokud to stihneme, letíme večerním letadlem, a když to nestihneme, letíme v pondělí ráno."
"catch","catch","stihneme","stihnout","pf"," We race in England Saturday afternoon, catch the six-thirty, race here Sunday, catch the late plane back if we can, otherwise the eight-fifteen Monday morning."," Jedeme v sobotu v Anglii, pak chytíme letadlo v půl sedmý, tady startujeme v neděli a pokud to stihneme, letíme večerním letadlem, a když to nestihneme, letíme v pondělí ráno."
"catch","catch","nestihneme","stihnout","pf"," We race in England Saturday afternoon, catch the six-thirty, race here Sunday, catch the late plane back if we can, otherwise the eight-fifteen Monday morning."," Jedeme v sobotu v Anglii, pak chytíme letadlo v půl sedmý, tady startujeme v neděli a pokud to stihneme, letíme večerním letadlem, a když to nestihneme, letíme v pondělí ráno."
"catch","catch","nestihneme","stihnout","pf"," We race in England Saturday afternoon, catch the six-thirty, race here Sunday, catch the late plane back if we can, otherwise the eight-fifteen Monday morning."," Jedeme v sobotu v Anglii, pak chytíme letadlo v půl sedmý, tady startujeme v neděli a pokud to stihneme, letíme večerním letadlem, a když to nestihneme, letíme v pondělí ráno."
"get","get","Poznal","poznat","pf"," ' Do you get to know people here well, in that time? '"," "" Poznal jste se s místními lidmi? """
"try","try","Nepokusím","pokusit","pf"," ' I wo n't try to take the gun away, ' I said."," "" Nepokusím se vás odzbrojit, "" řekl jsem."
"said","say","řekl","říci","pf"," ' I wo n't try to take the gun away, ' I said."," "" Nepokusím se vás odzbrojit, "" řekl jsem."
"brought","bring","přivezl","přivézt","pf"," ' For instance, ' I said, ' if what he brought was straight pornography, it probably had nothing to do with his death. '"," "" Totiž ..., jestli opravdu přivezl pornografii, věděli bychom, že to s jeho smrtí nijak nesouvisí. """
"see","see","Rozumím","rozumět","impf"," ' I see, ' he said."," "" Rozumím, "" řekl."
"said","say","řekl","říci","pf"," ' I see, ' he said."," "" Rozumím, "" řekl."
"think","think","domníváte","domnívat","impf"," ' And because no one has said they received it, you think it did not contain pornography? '"," "" Protože se k tomu nikdo nepřiznal, domníváte se, že o pornografii nešlo. """
"did","do","nešlo","jít","impf"," ' And because no one has said they received it, you think it did not contain pornography? '"," "" Protože se k tomu nikdo nepřiznal, domníváte se, že o pornografii nešlo. """
"poured","pour","nalili","nalít","pf"," The coffee arrived and he poured it carefully into dark brown crusty mugs."," Přinesli kávu a nalili nám ji do hrubých kameninových hrníčků."
"looked","look","podíval","podívat","pf"," About two miles away, I guessed, whichever way I looked."," Ať jsem se podíval na kteroukoli stranu, připadalo mi, že je daleko, nejmíň kilometr."
"gone","go","odešli","odejít","pf"," When they had gone I collected my suitcase from the hall porter and took myself to the reception desk."," Když odešli, došel jsem si k portýrovi pro kufr a zašel do recepce."
"said","say","řek","říci","pf"," So then I asked him for a look, do you see, but he said it was sealed some way so he could n't steam it."," Já mu samozřejmě řek, že bych se rád podíval, ale on prej, že to je zalepený tak, že se to nedá rozlepit."
"see","see","podíval","podívat","pf"," So then I asked him for a look, do you see, but he said it was sealed some way so he could n't steam it."," Já mu samozřejmě řek, že bych se rád podíval, ale on prej, že to je zalepený tak, že se to nedá rozlepit."
