"seen","see","Neviděla","vidět","impf"," "" Have you seen Pooh? """," "" Neviděla jsi Púa? """
"do","do","udělám","udělat","pf"," "" But if I do that, it will spoil the balloon, "" you said."," "" Ale když to udělám, bude po balónu. """
"said","say","řekl","říci","pf"," "" But if you DON'T "" said Pooh, "" I shall have to let go, and that would spoil ME. """," "" A když to neuděláš, "" řekl Pú, "" budu se muset pustit a bude po mně. """
"put","put","řekl","říci","pf"," When he put it like this, you saw how it was, and you aimed very carefully at the balloon, and fired."," Když to řekl takhle, viděl jsi, jak to s ním vypadá, a tak jsi velmi pozorně zamířil na balón a vystřelil."
"saw","see","viděl","vidět","impf"," When he put it like this, you saw how it was, and you aimed very carefully at the balloon, and fired."," Když to řekl takhle, viděl jsi, jak to s ním vypadá, a tak jsi velmi pozorně zamířil na balón a vystřelil."
"aimed","aim","zamířil","zamířit","pf"," When he put it like this, you saw how it was, and you aimed very carefully at the balloon, and fired."," Když to řekl takhle, viděl jsi, jak to s ním vypadá, a tak jsi velmi pozorně zamířil na balón a vystřelil."
"fired","fire","vystřelil","vystřelit","pf"," When he put it like this, you saw how it was, and you aimed very carefully at the balloon, and fired."," Když to řekl takhle, viděl jsi, jak to s ním vypadá, a tak jsi velmi pozorně zamířil na balón a vystřelil."
"left","leave","nechal","nechat","pf"," To his great joy Christopher Robin had left the door open."," K jeho nemalé radosti nechal Kryštůfek Robin otevřené dveře."
"rolled","roll","válelo","válet","impf"," But when he was a hundred yards away he stopped running, and rolled the rest of the way home, so as to get his own nice comfortable colour again."," Ale když uběhlo sto sáhů, zastavilo se a zbývající kus cesty domů se válelo v prachu, aby zas dostalo svou hezkou, příjemnou barvu ..."
"get","get","dostalo","dostat","pf"," But when he was a hundred yards away he stopped running, and rolled the rest of the way home, so as to get his own nice comfortable colour again."," Ale když uběhlo sto sáhů, zastavilo se a zbývající kus cesty domů se válelo v prachu, aby zas dostalo svou hezkou, příjemnou barvu ..."
"stayed","stay","zůstala","zůstat","pf"," So Kanga and Roo stayed in the Forest."," Tak zůstala Klokanice s Klokánkem v Lese."
"rained","rain","Pršelo","pršet","impf"," It rained, and it rained, and it rained, and he slept and he slept and he slept."," Pršelo a pršelo a pršelo a Pú spal a spal a spal."
"rained","rain","Pršelo","pršet","impf"," It rained, and it rained, and it rained, and he slept and he slept and he slept."," Pršelo a pršelo a pršelo a Pú spal a spal a spal."
"rained","rain","Pršelo","pršet","impf"," It rained, and it rained, and it rained, and he slept and he slept and he slept."," Pršelo a pršelo a pršelo a Pú spal a spal a spal."
"rained","rain","pršelo","pršet","impf"," It rained, and it rained, and it rained, and he slept and he slept and he slept."," Pršelo a pršelo a pršelo a Pú spal a spal a spal."
"rained","rain","pršelo","pršet","impf"," It rained, and it rained, and it rained, and he slept and he slept and he slept."," Pršelo a pršelo a pršelo a Pú spal a spal a spal."
"rained","rain","pršelo","pršet","impf"," It rained, and it rained, and it rained, and he slept and he slept and he slept."," Pršelo a pršelo a pršelo a Pú spal a spal a spal."
"rained","rain","pršelo","pršet","impf"," It rained, and it rained, and it rained, and he slept and he slept and he slept."," Pršelo a pršelo a pršelo a Pú spal a spal a spal."
"rained","rain","pršelo","pršet","impf"," It rained, and it rained, and it rained, and he slept and he slept and he slept."," Pršelo a pršelo a pršelo a Pú spal a spal a spal."
"rained","rain","pršelo","pršet","impf"," It rained, and it rained, and it rained, and he slept and he slept and he slept."," Pršelo a pršelo a pršelo a Pú spal a spal a spal."
"slept","sleep","spal","spát","impf"," It rained, and it rained, and it rained, and he slept and he slept and he slept."," Pršelo a pršelo a pršelo a Pú spal a spal a spal."
"slept","sleep","spal","spát","impf"," It rained, and it rained, and it rained, and he slept and he slept and he slept."," Pršelo a pršelo a pršelo a Pú spal a spal a spal."
"slept","sleep","spal","spát","impf"," It rained, and it rained, and it rained, and he slept and he slept and he slept."," Pršelo a pršelo a pršelo a Pú spal a spal a spal."
"slept","sleep","spal","spát","impf"," It rained, and it rained, and it rained, and he slept and he slept and he slept."," Pršelo a pršelo a pršelo a Pú spal a spal a spal."
"slept","sleep","spal","spát","impf"," It rained, and it rained, and it rained, and he slept and he slept and he slept."," Pršelo a pršelo a pršelo a Pú spal a spal a spal."
"slept","sleep","spal","spát","impf"," It rained, and it rained, and it rained, and he slept and he slept and he slept."," Pršelo a pršelo a pršelo a Pú spal a spal a spal."
"slept","sleep","spal","spát","impf"," It rained, and it rained, and it rained, and he slept and he slept and he slept."," Pršelo a pršelo a pršelo a Pú spal a spal a spal."
"slept","sleep","spal","spát","impf"," It rained, and it rained, and it rained, and he slept and he slept and he slept."," Pršelo a pršelo a pršelo a Pú spal a spal a spal."
"slept","sleep","spal","spát","impf"," It rained, and it rained, and it rained, and he slept and he slept and he slept."," Pršelo a pršelo a pršelo a Pú spal a spal a spal."
"remember","remember","Pamatujete","pamatovat","impf"," You remember how he discovered the North Pole;"," Pamatujete si ještě, jak objevil severní točnu?"
"discovered","discover","objevil","objevit","pf"," You remember how he discovered the North Pole;"," Pamatujete si ještě, jak objevil severní točnu?"
"asked","ask","zeptal","zeptat","pf"," well, he was so proud of this that he asked Christopher Robin if there were any other Poles such as a Bear of Little Brain might discover."," Byl na to tak pyšný, že se zeptal Kryštůfka Robina, jestli jsou ještě jiné točny, které by mohl Medvěd s malým rozoumkem objevit."
"discover","discover","objevit","objevit","pf"," well, he was so proud of this that he asked Christopher Robin if there were any other Poles such as a Bear of Little Brain might discover."," Byl na to tak pyšný, že se zeptal Kryštůfka Robina, jestli jsou ještě jiné točny, které by mohl Medvěd s malým rozoumkem objevit."
"said","say","řekla","říci","pf"," "" Hush! "" said Kanga to Owl, while Roo said "" Hush! "" several times to himself, very quietly."," "" Pst! "" řekla Klokanice Sově, zatímco Klokánek si několikrát potichu řekl "" Pst! "" sám pro sebe."
"said","say","řekla","říci","pf"," "" Hush! "" said Kanga to Owl, while Roo said "" Hush! "" several times to himself, very quietly."," "" Pst! "" řekla Klokanice Sově, zatímco Klokánek si několikrát potichu řekl "" Pst! "" sám pro sebe."
"said","say","řekl","říci","pf"," "" Hush! "" said Kanga to Owl, while Roo said "" Hush! "" several times to himself, very quietly."," "" Pst! "" řekla Klokanice Sově, zatímco Klokánek si několikrát potichu řekl "" Pst! "" sám pro sebe."
"said","say","řekl","říci","pf"," "" Hush! "" said Kanga to Owl, while Roo said "" Hush! "" several times to himself, very quietly."," "" Pst! "" řekla Klokanice Sově, zatímco Klokánek si několikrát potichu řekl "" Pst! "" sám pro sebe."
"said","say","řekla","říci","pf"," "" Hush! "" said Owl to Eeyore."," "" Pst! "" řekla Sova Ijáčkovi."
"said","say","řekl","říci","pf"," "" HUSH! "" said Eeyore in a terrible voice to all Rabbit 's friends-and-relations, and "" Hush! "" they said hastily to each other all down the line, until it got to the last one of all."," "" Pst! "" řekl Ijáček hrozným hlasem všem Králíčkovým přátelům a příbuzným a "" Pst! "" říkali si rychle jeden druhému po celé dlouhé řadě, až se to dostalo k poslednímu."
"said","say","řekl","říci","pf"," "" HUSH! "" said Eeyore in a terrible voice to all Rabbit 's friends-and-relations, and "" Hush! "" they said hastily to each other all down the line, until it got to the last one of all."," "" Pst! "" řekl Ijáček hrozným hlasem všem Králíčkovým přátelům a příbuzným a "" Pst! "" říkali si rychle jeden druhému po celé dlouhé řadě, až se to dostalo k poslednímu."
"said","say","říkali","říkat","impf"," "" HUSH! "" said Eeyore in a terrible voice to all Rabbit 's friends-and-relations, and "" Hush! "" they said hastily to each other all down the line, until it got to the last one of all."," "" Pst! "" řekl Ijáček hrozným hlasem všem Králíčkovým přátelům a příbuzným a "" Pst! "" říkali si rychle jeden druhému po celé dlouhé řadě, až se to dostalo k poslednímu."
"said","say","říkali","říkat","impf"," "" HUSH! "" said Eeyore in a terrible voice to all Rabbit 's friends-and-relations, and "" Hush! "" they said hastily to each other all down the line, until it got to the last one of all."," "" Pst! "" řekl Ijáček hrozným hlasem všem Králíčkovým přátelům a příbuzným a "" Pst! "" říkali si rychle jeden druhému po celé dlouhé řadě, až se to dostalo k poslednímu."
"got","get","dostalo","dostat","pf"," "" HUSH! "" said Eeyore in a terrible voice to all Rabbit 's friends-and-relations, and "" Hush! "" they said hastily to each other all down the line, until it got to the last one of all."," "" Pst! "" řekl Ijáček hrozným hlasem všem Králíčkovým přátelům a příbuzným a "" Pst! "" říkali si rychle jeden druhému po celé dlouhé řadě, až se to dostalo k poslednímu."
"keeping","keep","měl","mít","impf"," "" Somebody has been keeping honey in it, "" said Owl."," "" Někdo v ní měl med, "" řekla Sova."
"said","say","řekla","říci","pf"," "" Somebody has been keeping honey in it, "" said Owl."," "" Někdo v ní měl med, "" řekla Sova."
"keep","keep","mít","mít","impf"," "" You can keep ANYTHING in it, "" said Pooh earnestly."," "" Můžeš v ní mít, co chceš, "" řekl Pú vážně."
"said","say","řekl","říci","pf"," "" You can keep ANYTHING in it, "" said Pooh earnestly."," "" Můžeš v ní mít, co chceš, "" řekl Pú vážně."
"wanted","want","chtěl","chtít","impf"," And I wanted to ask you - """," - A chtěl jsem tě poprosit - """
"ask","ask","poprosit","poprosit","pf"," And I wanted to ask you - """," - A chtěl jsem tě poprosit - """
"write","write","napsat","napsat","pf"," "" You ought to write ' A HAPPY BIRTHDAY ' on it. """," "" Měl bys na to napsat "" Mnoho štěstí '. """
"wanted","want","chtěl","chtít","impf"," "" THAT was what I wanted to ask you, "" said Pooh."," "" O to jsem tě chtěl právě poprosit, "" řekl Pú."
"ask","ask","poprosit","poprosit","pf"," "" THAT was what I wanted to ask you, "" said Pooh."," "" O to jsem tě chtěl právě poprosit, "" řekl Pú."
"said","say","řekl","říci","pf"," "" THAT was what I wanted to ask you, "" said Pooh."," "" O to jsem tě chtěl právě poprosit, "" řekl Pú."
"written","write","napsáno","napsat","pf"," It had HUNNY written on it, but, just to make sure, he took off the paper cover and looked at it, and it LOOKED just like honey."," Bylo na ní napsáno MET, ale pro jistotu sňal papír a podíval se na něj, a opravdu to vypadalo jako med."
"looked","look","podíval","podívat","pf"," It had HUNNY written on it, but, just to make sure, he took off the paper cover and looked at it, and it LOOKED just like honey."," Bylo na ní napsáno MET, ale pro jistotu sňal papír a podíval se na něj, a opravdu to vypadalo jako med."
"LOOKED","look","podíval","podívat","pf"," It had HUNNY written on it, but, just to make sure, he took off the paper cover and looked at it, and it LOOKED just like honey."," Bylo na ní napsáno MET, ale pro jistotu sňal papír a podíval se na něj, a opravdu to vypadalo jako med."
"tell","tell","řekl","říci","pf"," "" But you never can tell, "" said Pooh."," "" Ale jeden nikdy neví, "" řekl Pú."
"said","say","řekl","říci","pf"," "" But you never can tell, "" said Pooh."," "" Ale jeden nikdy neví, "" řekl Pú."
"remember","remember","Pamatuju","pamatovat","impf"," "" I remember my uncle saying once that he had seen cheese just this colour. """," "" Pamatuju se, že strýc jednou říkal, že viděl sýr, který měl zrovna takovou barvu. """
"saying","say","říkal","říkat","impf"," "" I remember my uncle saying once that he had seen cheese just this colour. """," "" Pamatuju se, že strýc jednou říkal, že viděl sýr, který měl zrovna takovou barvu. """
"seen","see","viděl","vidět","impf"," "" I remember my uncle saying once that he had seen cheese just this colour. """," "" Pamatuju se, že strýc jednou říkal, že viděl sýr, který měl zrovna takovou barvu. """
"said","say","řekl","říci","pf"," "" Yes, "" he said, "" it is."," "" Ano, "" řekl, "" je to med."
"called","call","volal","volat","impf"," "" Many happy returns of the day, "" called out Pooh, forgetting that he had said it already."," "" Mnoho štěstí a zdraví, "" volal Pú, zapomněl totiž, že už to řekl."
"forgetting","forget","zapomněl","zapomenout","pf"," "" Many happy returns of the day, "" called out Pooh, forgetting that he had said it already."," "" Mnoho štěstí a zdraví, "" volal Pú, zapomněl totiž, že už to řekl."
"said","say","řekl","říci","pf"," "" Many happy returns of the day, "" called out Pooh, forgetting that he had said it already."," "" Mnoho štěstí a zdraví, "" volal Pú, zapomněl totiž, že už to řekl."
"Thank","thank","Děkuju","děkovat","impf"," "" Thank you, Pooh, I 'm having them, "" said Eeyore gloomily."," "" Děkuju, Pú, už je mám, "" řekl Ijáček zachmuřeně."
"said","say","řekl","říci","pf"," "" Thank you, Pooh, I 'm having them, "" said Eeyore gloomily."," "" Děkuju, Pú, už je mám, "" řekl Ijáček zachmuřeně."
"brought","bring","Přinesl","přinést","pf"," "" I 've brought you a little present, "" said Pooh excitedly."," "" Přinesl jsem ti dáreček, "" řekl Pú rozčileně."
"said","say","řekl","říci","pf"," "" I 've brought you a little present, "" said Pooh excitedly."," "" Přinesl jsem ti dáreček, "" řekl Pú rozčileně."
"told","tell","poznal","poznat","pf"," But as he got nearer to it his nose told him that it was indeed honey, and his tongue came out and began to polish up his mouth, ready for it."," Ale když se Pú naklonil blíže, poznal po čichu med, vyplázl jazyk a začal se olizovat."
"began","begin","začal","začít","pf"," But as he got nearer to it his nose told him that it was indeed honey, and his tongue came out and began to polish up his mouth, ready for it."," Ale když se Pú naklonil blíže, poznal po čichu med, vyplázl jazyk a začal se olizovat."
"said","say","řekl","říci","pf"," "" Bother! "" said Pooh, as he got his nose inside the jar."," "" To je hloupé, "" řekl Pú, když vstrčil nos do láhve."
"forgot","forget","zapomněl","zapomenout","pf"," I forgot. """," Už jsem na to zapomněl. """
"tried","try","pokoušel","pokoušet","impf"," and he tried to climb out of the Trap, but as he could see nothing but jar, and not much of that, he could n't find his way."," a pokoušel se vylézt z pasti, ale protože neviděl nic než láhev, a to ještě špatně, nemohl najít cestu."
"climb","climb","vylézt","vylézt","pf"," and he tried to climb out of the Trap, but as he could see nothing but jar, and not much of that, he could n't find his way."," a pokoušel se vylézt z pasti, ale protože neviděl nic než láhev, a to ještě špatně, nemohl najít cestu."
"see","see","neviděl","vidět","impf"," and he tried to climb out of the Trap, but as he could see nothing but jar, and not much of that, he could n't find his way."," a pokoušel se vylézt z pasti, ale protože neviděl nic než láhev, a to ještě špatně, nemohl najít cestu."
"find","find","najít","najít","pf"," and he tried to climb out of the Trap, but as he could see nothing but jar, and not much of that, he could n't find his way."," a pokoušel se vylézt z pasti, ale protože neviděl nic než láhev, a to ještě špatně, nemohl najít cestu."
"lifted","lift","zdvihl","zdvihnout","pf"," So at last he lifted up his head, jar and all, and made a loud, roaring noise of Sadness and Despair ... and it was at that moment that Piglet looked down."," A tak nakonec zdvihl hlavu, bolestně, zoufale zavyl ... a právě v tom okamžiku nahlédlo Prasátko do jámy."
"looked","look","nahlédlo","nahlédnout","pf"," So at last he lifted up his head, jar and all, and made a loud, roaring noise of Sadness and Despair ... and it was at that moment that Piglet looked down."," A tak nakonec zdvihl hlavu, bolestně, zoufale zavyl ... a právě v tom okamžiku nahlédlo Prasátko do jámy."
"cried","cry","volalo","volat","impf"," "" Help, help! "" cried Piglet, "" a Heffalump, a Horrible Heffalump! "" and he scampered off as hard as he could, still crying out,"," "" Pomoc, pomoc! "" volalo Prasátko, "" Slon, Strašlivý Slon! "" a uhánělo odtud, co mu síly stačily, a vykřikovalo :"
"crying","cry","volalo","volat","impf"," "" Help, help! "" cried Piglet, "" a Heffalump, a Horrible Heffalump! "" and he scampered off as hard as he could, still crying out,"," "" Pomoc, pomoc! "" volalo Prasátko, "" Slon, Strašlivý Slon! "" a uhánělo odtud, co mu síly stačily, a vykřikovalo :"
"cried","cry","vykřikovalo","vykřikovat","impf"," "" Help, help! "" cried Piglet, "" a Heffalump, a Horrible Heffalump! "" and he scampered off as hard as he could, still crying out,"," "" Pomoc, pomoc! "" volalo Prasátko, "" Slon, Strašlivý Slon! "" a uhánělo odtud, co mu síly stačily, a vykřikovalo :"
"crying","cry","vykřikovalo","vykřikovat","impf"," "" Help, help! "" cried Piglet, "" a Heffalump, a Horrible Heffalump! "" and he scampered off as hard as he could, still crying out,"," "" Pomoc, pomoc! "" volalo Prasátko, "" Slon, Strašlivý Slon! "" a uhánělo odtud, co mu síly stačily, a vykřikovalo :"
"said","say","řekl","říci","pf"," "" Quite, quite sure, "" said Pooh."," "" Docela jistě, "" řekl Pú."
"come","come","pojď","jít","impf"," "" Oh, well, then, come in. """," "" Tak tedy pojď dál. """
"pushed","push","tlačil","tlačit","impf"," So Pooh pushed and pushed and pushed his way through the hole, and at last he got in."," Pú se tlačil a tlačil do díry, až se dostal konečně dovnitř."
"pushed","push","tlačil","tlačit","impf"," So Pooh pushed and pushed and pushed his way through the hole, and at last he got in."," Pú se tlačil a tlačil do díry, až se dostal konečně dovnitř."
"pushed","push","tlačil","tlačit","impf"," So Pooh pushed and pushed and pushed his way through the hole, and at last he got in."," Pú se tlačil a tlačil do díry, až se dostal konečně dovnitř."
"pushed","push","tlačil","tlačit","impf"," So Pooh pushed and pushed and pushed his way through the hole, and at last he got in."," Pú se tlačil a tlačil do díry, až se dostal konečně dovnitř."
"pushed","push","tlačil","tlačit","impf"," So Pooh pushed and pushed and pushed his way through the hole, and at last he got in."," Pú se tlačil a tlačil do díry, až se dostal konečně dovnitř."
"pushed","push","tlačil","tlačit","impf"," So Pooh pushed and pushed and pushed his way through the hole, and at last he got in."," Pú se tlačil a tlačil do díry, až se dostal konečně dovnitř."
"got","get","dostal","dostat","pf"," So Pooh pushed and pushed and pushed his way through the hole, and at last he got in."," Pú se tlačil a tlačil do díry, až se dostal konečně dovnitř."
"said","say","řekl","říci","pf"," "" You were quite right, "" said Rabbit, looking at him all over."," "" Opravdu, "" řekl Králíček a celého si ho měřil."
"think","think","myslel","myslet","impf"," "" Who did you think it was? """," "" A kdo jsi myslel, že to je? """
"lived","live","bydlila","bydlet","impf"," For it was in the Hundred Acre Wood that Owl lived."," Ve Stokorcovém lese bydlila Sova."
"said","say","řekl","říci","pf"," "" And if anyone knows anything about anything, "" said Bear to himself, "" it 's Owl who knows something about something, "" he said, "" or my name 's not Winnie-the-Pooh, "" he said."," "" A jestli vůbec někdo něčemu rozumí, "" řekl si Medvěd, "" tak je to sova, nebo se nejmenuju Medvídek Pú."
"said","say","řekl","říci","pf"," "" And if anyone knows anything about anything, "" said Bear to himself, "" it 's Owl who knows something about something, "" he said, "" or my name 's not Winnie-the-Pooh, "" he said."," "" A jestli vůbec někdo něčemu rozumí, "" řekl si Medvěd, "" tak je to sova, nebo se nejmenuju Medvídek Pú."
"said","say","řekl","říci","pf"," "" And if anyone knows anything about anything, "" said Bear to himself, "" it 's Owl who knows something about something, "" he said, "" or my name 's not Winnie-the-Pooh, "" he said."," "" A jestli vůbec někdo něčemu rozumí, "" řekl si Medvěd, "" tak je to sova, nebo se nejmenuju Medvídek Pú."
"going","go","Půjdeme","jít","impf"," "" We are all going on an Expedition, "" said Christopher Robin, as he got up and brushed himself."," "" Půjdeme všichni na expedici, "" řekl Kryštůfek Robin, když vstal a oprášil se."
"said","say","řekl","říci","pf"," "" We are all going on an Expedition, "" said Christopher Robin, as he got up and brushed himself."," "" Půjdeme všichni na expedici, "" řekl Kryštůfek Robin, když vstal a oprášil se."
"Thank","thank","Děkuju","děkovat","impf"," "" Thank you, Pooh. """," "" Děkuju, Pú. """
"said","say","řekl","říci","pf"," "" Going on an Expotition? "" said Pooh eagerly."," "" Na expudici? "" řekl Pú dychtivě."
"going","go","půjdeme","jít","impf"," Where are we going to on this Expotition? """," A kam půjdeme na tu expudici? """
"said","say","řekl","říci","pf"," "" Oh! "" said Pooh."," "" Aha! "" řekl Pú."
"remember","remember","vzpomínám","vzpomínat","impf"," "" Yes, I remember, "" said Christopher Robin?"," "" Ano, už si vzpomínám, "" řekl Kryštůfek Robin."
"said","say","řekl","říci","pf"," "" Yes, I remember, "" said Christopher Robin?"," "" Ano, už si vzpomínám, "" řekl Kryštůfek Robin."
"came","come","přišli","přijít","pf"," NOBODY seemed to know where they came from, but there they were in the Forest :"," Nikdo nevěděl, odkud přišli, ale najednou byli v Lese :"
"say","say","neřekne","říci","pf"," Piglet began to say that this was because he had just had a bath, and then he thought that perhaps he would n't say that, and as he opened his mouth to say something else, Kanga slipped the medicine spoon in, and then patted him on the back and told him that it was really quite a nice taste when you got used to it."," Prasátko chtělo vykládat, to že je tím, že se zrovna vykoupalo, pak si to zas rozmyslilo, že to radši neřekne, a jak otevřelo ústa, aby něco řeklo, Klokanice mu nalila lžičku medicíny do úst, pak mu poklepala na záda a řekla, že to chutná docela dobře, když si na to zvykne."
"say","say","neřekne","říci","pf"," Piglet began to say that this was because he had just had a bath, and then he thought that perhaps he would n't say that, and as he opened his mouth to say something else, Kanga slipped the medicine spoon in, and then patted him on the back and told him that it was really quite a nice taste when you got used to it."," Prasátko chtělo vykládat, to že je tím, že se zrovna vykoupalo, pak si to zas rozmyslilo, že to radši neřekne, a jak otevřelo ústa, aby něco řeklo, Klokanice mu nalila lžičku medicíny do úst, pak mu poklepala na záda a řekla, že to chutná docela dobře, když si na to zvykne."
"say","say","neřekne","říci","pf"," Piglet began to say that this was because he had just had a bath, and then he thought that perhaps he would n't say that, and as he opened his mouth to say something else, Kanga slipped the medicine spoon in, and then patted him on the back and told him that it was really quite a nice taste when you got used to it."," Prasátko chtělo vykládat, to že je tím, že se zrovna vykoupalo, pak si to zas rozmyslilo, že to radši neřekne, a jak otevřelo ústa, aby něco řeklo, Klokanice mu nalila lžičku medicíny do úst, pak mu poklepala na záda a řekla, že to chutná docela dobře, když si na to zvykne."
"told","tell","neřekne","říci","pf"," Piglet began to say that this was because he had just had a bath, and then he thought that perhaps he would n't say that, and as he opened his mouth to say something else, Kanga slipped the medicine spoon in, and then patted him on the back and told him that it was really quite a nice taste when you got used to it."," Prasátko chtělo vykládat, to že je tím, že se zrovna vykoupalo, pak si to zas rozmyslilo, že to radši neřekne, a jak otevřelo ústa, aby něco řeklo, Klokanice mu nalila lžičku medicíny do úst, pak mu poklepala na záda a řekla, že to chutná docela dobře, když si na to zvykne."
"began","begin","otevřelo","otevřít","pf"," Piglet began to say that this was because he had just had a bath, and then he thought that perhaps he would n't say that, and as he opened his mouth to say something else, Kanga slipped the medicine spoon in, and then patted him on the back and told him that it was really quite a nice taste when you got used to it."," Prasátko chtělo vykládat, to že je tím, že se zrovna vykoupalo, pak si to zas rozmyslilo, že to radši neřekne, a jak otevřelo ústa, aby něco řeklo, Klokanice mu nalila lžičku medicíny do úst, pak mu poklepala na záda a řekla, že to chutná docela dobře, když si na to zvykne."
"opened","open","otevřelo","otevřít","pf"," Piglet began to say that this was because he had just had a bath, and then he thought that perhaps he would n't say that, and as he opened his mouth to say something else, Kanga slipped the medicine spoon in, and then patted him on the back and told him that it was really quite a nice taste when you got used to it."," Prasátko chtělo vykládat, to že je tím, že se zrovna vykoupalo, pak si to zas rozmyslilo, že to radši neřekne, a jak otevřelo ústa, aby něco řeklo, Klokanice mu nalila lžičku medicíny do úst, pak mu poklepala na záda a řekla, že to chutná docela dobře, když si na to zvykne."
"say","say","řeklo","říci","pf"," Piglet began to say that this was because he had just had a bath, and then he thought that perhaps he would n't say that, and as he opened his mouth to say something else, Kanga slipped the medicine spoon in, and then patted him on the back and told him that it was really quite a nice taste when you got used to it."," Prasátko chtělo vykládat, to že je tím, že se zrovna vykoupalo, pak si to zas rozmyslilo, že to radši neřekne, a jak otevřelo ústa, aby něco řeklo, Klokanice mu nalila lžičku medicíny do úst, pak mu poklepala na záda a řekla, že to chutná docela dobře, když si na to zvykne."
"say","say","řeklo","říci","pf"," Piglet began to say that this was because he had just had a bath, and then he thought that perhaps he would n't say that, and as he opened his mouth to say something else, Kanga slipped the medicine spoon in, and then patted him on the back and told him that it was really quite a nice taste when you got used to it."," Prasátko chtělo vykládat, to že je tím, že se zrovna vykoupalo, pak si to zas rozmyslilo, že to radši neřekne, a jak otevřelo ústa, aby něco řeklo, Klokanice mu nalila lžičku medicíny do úst, pak mu poklepala na záda a řekla, že to chutná docela dobře, když si na to zvykne."
"say","say","řeklo","říci","pf"," Piglet began to say that this was because he had just had a bath, and then he thought that perhaps he would n't say that, and as he opened his mouth to say something else, Kanga slipped the medicine spoon in, and then patted him on the back and told him that it was really quite a nice taste when you got used to it."," Prasátko chtělo vykládat, to že je tím, že se zrovna vykoupalo, pak si to zas rozmyslilo, že to radši neřekne, a jak otevřelo ústa, aby něco řeklo, Klokanice mu nalila lžičku medicíny do úst, pak mu poklepala na záda a řekla, že to chutná docela dobře, když si na to zvykne."
"told","tell","řeklo","říci","pf"," Piglet began to say that this was because he had just had a bath, and then he thought that perhaps he would n't say that, and as he opened his mouth to say something else, Kanga slipped the medicine spoon in, and then patted him on the back and told him that it was really quite a nice taste when you got used to it."," Prasátko chtělo vykládat, to že je tím, že se zrovna vykoupalo, pak si to zas rozmyslilo, že to radši neřekne, a jak otevřelo ústa, aby něco řeklo, Klokanice mu nalila lžičku medicíny do úst, pak mu poklepala na záda a řekla, že to chutná docela dobře, když si na to zvykne."
"say","say","řekla","říci","pf"," Piglet began to say that this was because he had just had a bath, and then he thought that perhaps he would n't say that, and as he opened his mouth to say something else, Kanga slipped the medicine spoon in, and then patted him on the back and told him that it was really quite a nice taste when you got used to it."," Prasátko chtělo vykládat, to že je tím, že se zrovna vykoupalo, pak si to zas rozmyslilo, že to radši neřekne, a jak otevřelo ústa, aby něco řeklo, Klokanice mu nalila lžičku medicíny do úst, pak mu poklepala na záda a řekla, že to chutná docela dobře, když si na to zvykne."
"say","say","řekla","říci","pf"," Piglet began to say that this was because he had just had a bath, and then he thought that perhaps he would n't say that, and as he opened his mouth to say something else, Kanga slipped the medicine spoon in, and then patted him on the back and told him that it was really quite a nice taste when you got used to it."," Prasátko chtělo vykládat, to že je tím, že se zrovna vykoupalo, pak si to zas rozmyslilo, že to radši neřekne, a jak otevřelo ústa, aby něco řeklo, Klokanice mu nalila lžičku medicíny do úst, pak mu poklepala na záda a řekla, že to chutná docela dobře, když si na to zvykne."
"say","say","řekla","říci","pf"," Piglet began to say that this was because he had just had a bath, and then he thought that perhaps he would n't say that, and as he opened his mouth to say something else, Kanga slipped the medicine spoon in, and then patted him on the back and told him that it was really quite a nice taste when you got used to it."," Prasátko chtělo vykládat, to že je tím, že se zrovna vykoupalo, pak si to zas rozmyslilo, že to radši neřekne, a jak otevřelo ústa, aby něco řeklo, Klokanice mu nalila lžičku medicíny do úst, pak mu poklepala na záda a řekla, že to chutná docela dobře, když si na to zvykne."
"told","tell","řekla","říci","pf"," Piglet began to say that this was because he had just had a bath, and then he thought that perhaps he would n't say that, and as he opened his mouth to say something else, Kanga slipped the medicine spoon in, and then patted him on the back and told him that it was really quite a nice taste when you got used to it."," Prasátko chtělo vykládat, to že je tím, že se zrovna vykoupalo, pak si to zas rozmyslilo, že to radši neřekne, a jak otevřelo ústa, aby něco řeklo, Klokanice mu nalila lžičku medicíny do úst, pak mu poklepala na záda a řekla, že to chutná docela dobře, když si na to zvykne."
"said","say","řekla","říci","pf"," "" I knew it was n't Piglet, "" said Kanga."," "" Věděla jsem, že to není Prasátko, "" řekla Klokanice."
"get","get","dostal","dostat","pf"," "" How did you get here, Pooh? "" asked Christopher Robin, when he was ready to talk again."," "" Jak ses sem dostal, Pú? "" ptal se Kryštůfek Robin, když zase mohl mluvit."
"asked","ask","ptal","ptát","impf"," "" How did you get here, Pooh? "" asked Christopher Robin, when he was ready to talk again."," "" Jak ses sem dostal, Pú? "" ptal se Kryštůfek Robin, když zase mohl mluvit."
"talk","talk","mluvit","mluvit","impf"," "" How did you get here, Pooh? "" asked Christopher Robin, when he was ready to talk again."," "" Jak ses sem dostal, Pú? "" ptal se Kryštůfek Robin, když zase mohl mluvit."
"said","say","řekl","říci","pf"," "" On my boat, "" said Pooh proudly."," "" Na své lodi, "" řekl Pú pyšně."
"got","get","Dostal","dostat","pf"," "" I had a Very Important Missage sent me in a bottle, and owing to having got some water in my eyes, I could n't read it, so I brought it to you."," "" Dostal jsem v láhvi velmi důležité poselství, a protože jsem měl vodu v očích, nemohl jsem je přečíst, tak jsem ti je přinesl."
