"Give","give","Dejte","dát","pf"," "" Give me your hand now, Ruskin."," "" Dejte mi ruku, tak, Ruskine."
"leaned","lean","opřel","opřít","pf"," Stoker leaned back."," Stoker se opřel o dveře."
"beginning","begin","Začínal","začínat","impf"," He was beginning to gain a measure of the woman 's substantial fortitude."," Začínal chápat velikost její vnitřní síly."
"introduce","introduce","Představil","představit","pf"," "" Did the man introduce you to the medium before the night of the séance? "" asked Sparks."," "" Představil vás ten muž před vlastní seancí médiu? "" zeptal se Sparks."
"asked","ask","zeptal","zeptat","pf"," "" Did the man introduce you to the medium before the night of the séance? "" asked Sparks."," "" Představil vás ten muž před vlastní seancí médiu? "" zeptal se Sparks."
"suppose","suppose","Myslím","myslet","impf"," I suppose we all assumed it would be just another actor."," Myslím, že jsme všichni předpokládali, že to bude prostě jen další herečka."
"suppose","suppose","předpokládali","předpokládat","impf"," I suppose we all assumed it would be just another actor."," Myslím, že jsme všichni předpokládali, že to bude prostě jen další herečka."
"assumed","assume","předpokládali","předpokládat","impf"," I suppose we all assumed it would be just another actor."," Myslím, že jsme všichni předpokládali, že to bude prostě jen další herečka."
"took","take","vzal","vzít","pf"," At that time, the man took us to Cheshire Street and showed us the room where the séance would be staged."," Toho dne nás pak ten člověk vzal do Cheshire Street a ukázal nám pokoj, kde bude seance inscenována."
"showed","show","ukázal","ukázat","pf"," At that time, the man took us to Cheshire Street and showed us the room where the séance would be staged."," Toho dne nás pak ten člověk vzal do Cheshire Street a ukázal nám pokoj, kde bude seance inscenována."
"told","tell","sdělil","sdělit","pf"," He gave each of us our character 's name, told us what sort of person they were supposed to be, and asked us to supply our own appropriate costumes."," Každému nám sdělil jméno naší postavy, řekl nám, o jaké lidi se má jednat, a požádal nás, abychom si sami obstarali vhodné kostýmy."
"told","tell","řekl","říci","pf"," He gave each of us our character 's name, told us what sort of person they were supposed to be, and asked us to supply our own appropriate costumes."," Každému nám sdělil jméno naší postavy, řekl nám, o jaké lidi se má jednat, a požádal nás, abychom si sami obstarali vhodné kostýmy."
"asked","ask","požádal","požádat","pf"," He gave each of us our character 's name, told us what sort of person they were supposed to be, and asked us to supply our own appropriate costumes."," Každému nám sdělil jméno naší postavy, řekl nám, o jaké lidi se má jednat, a požádal nás, abychom si sami obstarali vhodné kostýmy."
"learned","learn","dozvěděli","dozvědět","pf"," That 's when we learned that Dennis and I were to play brother and sister. """," Tehdy jsme se dozvěděli, že Dennis a já máme hrát bratra a sestru. """
"play","play","hrát","hrát","impf"," That 's when we learned that Dennis and I were to play brother and sister. """," Tehdy jsme se dozvěděli, že Dennis a já máme hrát bratra a sestru. """
"heard","hear","neslyšela","slyšet","impf"," "" Had you ever before heard the name Lady Caroline Nicholson? """," "" Jméno lady Caroliny Nicholsonové jste nikdy předtím neslyšela? """
"test","test","ověřit","ověřit","pf"," Or was there a more skulduggerous way to test the fidelity of his character?"," Nebo existuje rafinovanější cesta, jak si ověřit upřímnost jeho osobnosti?"
"speak","speak","promluvit","promluvit","pf"," If only he 'd had a chance to speak with him, hear firsthand the source of this news about Sparks and more details."," Kdyby jen byl měl čas s ním promluvit, vyslechnout z první ruky zdroj jeho informací o Sparksovi a dozvědět se více podrobností."
"hear","hear","vyslechnout","vyslechnout","pf"," If only he 'd had a chance to speak with him, hear firsthand the source of this news about Sparks and more details."," Kdyby jen byl měl čas s ním promluvit, vyslechnout z první ruky zdroj jeho informací o Sparksovi a dozvědět se více podrobností."
"lost","lose","ztracena","ztratit","pf"," That opportunity might now be lost for good; after Doyle had fled from the hospital in full view of his friend, Leboux 's patience had surely reached its end."," Tato příležitost je ale možná ztracena navždy : když Doyle s pohledem upřeným na svého přítele uprchl od nemocnice, Lebouxova trpělivost jistě přetekla."
"fled","flee","uprchl","uprchnout","pf"," That opportunity might now be lost for good; after Doyle had fled from the hospital in full view of his friend, Leboux 's patience had surely reached its end."," Tato příležitost je ale možná ztracena navždy : když Doyle s pohledem upřeným na svého přítele uprchl od nemocnice, Lebouxova trpělivost jistě přetekla."
"takes","take","trvá","trvat","impf"," "" Raising the child from infancy takes that long regardless."," "" Tak dlouho trvá výchova dítěte od samé kolébky tak jako tak."
"initiated","initiate","uveden","uvést","pf"," Before the accession, the young King is made carefully aware of the lineage of his left-handed path to power -- initiated into the fold -- and so begins his thousand-year reign at the head of the most powerful nation on earth. """," Ještě před nástupem na trůn bude mladý král pečlivě poučen o dědičné linii své cesty k moci po levé stezce - - - uveden mezi své ovečky - - - a tak začíná jeho tisíciletá vláda v čele nejmocnějšího národa na zemi. """
"begins","begin","začíná","začínat","impf"," Before the accession, the young King is made carefully aware of the lineage of his left-handed path to power -- initiated into the fold -- and so begins his thousand-year reign at the head of the most powerful nation on earth. """," Ještě před nástupem na trůn bude mladý král pečlivě poučen o dědičné linii své cesty k moci po levé stezce - - - uveden mezi své ovečky - - - a tak začíná jeho tisíciletá vláda v čele nejmocnějšího národa na zemi. """
"said","say","řekl","říci","pf"," "" Bats, "" said Sparks, prompting Doyle to reach for his hat."," "" Netopýři, "" řekl Sparks, což pohnulo Doyla, aby sáhl po svém klobouku."
"reach","reach","sáhl","sáhnout","pf"," "" Bats, "" said Sparks, prompting Doyle to reach for his hat."," "" Netopýři, "" řekl Sparks, což pohnulo Doyla, aby sáhl po svém klobouku."
"see","see","Vidí","vidět","impf"," They see a good deal better down here than we do -- """," Vidí tady dole mnohem lépe než my. """
"crashed","crash","narazil","narazit","pf"," With a loud clang, Sparks crashed into a solid obstruction and dropped the lantern, plunging them into a void of darkness."," S hlasitým kovovým zvukem narazil Sparks na pevnou překážku a upustil lucernu."
"dropped","drop","upustil","upustit","pf"," With a loud clang, Sparks crashed into a solid obstruction and dropped the lantern, plunging them into a void of darkness."," S hlasitým kovovým zvukem narazil Sparks na pevnou překážku a upustil lucernu."
"owe","owe","dlužím","dlužit","impf"," "" Mr. Stoker, I owe you a new hat. """," "" Pane Stokere, dlužím vám nový klobouk. """
"sat","sit","posadili","posadit","pf"," Larry and Barry sat up on the floor and tried unsuccessfully to keep from laughing out loud."," Larry a Barry se na podlaze posadili a bez úspěchu se pokoušeli potlačit hlasitý smích."
"tried","try","pokoušeli","pokoušet","impf"," Larry and Barry sat up on the floor and tried unsuccessfully to keep from laughing out loud."," Larry a Barry se na podlaze posadili a bez úspěchu se pokoušeli potlačit hlasitý smích."
"resist","resist","neodolal","odolat","pf"," Doyle was unable to resist joining them."," Doyle neodolal pokušení se k nim připojit."
"joining","join","připojit","připojit","pf"," Doyle was unable to resist joining them."," Doyle neodolal pokušení se k nim připojit."
"asked","ask","zeptala","zeptat","pf"," "" If a move to the other inn is no longer in order, Mr. Sparks, what is your alternate plan? "" asked Eileen."," "" Pokud stěhování do druhého hostince již není na pořadu, pane Sparksi, jaký máte alternativní plán? "" zeptala se Eileen."
"prevailing","prevail","převládala","převládat","impf"," The gay mood prevailing in the room, the dancers swirling about them made no inroad to the core of Sparks 's private burden."," Ale veselá nálada, která v sále převládala, nemohla převážit tíži Sparksova soukromého trápení."
"face","face","Hleděl","hledět","impf"," He stared into his drink, face drawn, his eyes haunted and febrile."," Hleděl do své sklenice, tvář měl staženou, s horečnatýma uštvanýma očima."
"went","go","šlo","jít","impf"," "" And so we went along."," "" A tak to šlo dál."
"wrote","write","napsal","napsat","pf"," "" That is precisely why I wrote my story, Madam, and exactly why I sent it to you as I did, "" said Doyle, opening his hands as if revealing cards in a poker game."," "" Přesně z toho důvodu jsem napsal svůj příběh, madame, a právě proto jsem vám ho poslal, "" Doyle nastavil ruce, jako by při pokeru odhaloval své karty."
"sent","send","poslal","poslat","pf"," "" That is precisely why I wrote my story, Madam, and exactly why I sent it to you as I did, "" said Doyle, opening his hands as if revealing cards in a poker game."," "" Přesně z toho důvodu jsem napsal svůj příběh, madame, a právě proto jsem vám ho poslal, "" Doyle nastavil ruce, jako by při pokeru odhaloval své karty."
"revealing","reveal","odhaloval","odhalovat","impf"," "" That is precisely why I wrote my story, Madam, and exactly why I sent it to you as I did, "" said Doyle, opening his hands as if revealing cards in a poker game."," "" Přesně z toho důvodu jsem napsal svůj příběh, madame, a právě proto jsem vám ho poslal, "" Doyle nastavil ruce, jako by při pokeru odhaloval své karty."
"got","get","dojede","dojet","pf"," All right, there was time enough to consider what his approach should be before he got there."," No nic, než tam dojede, je dost času promyslit, jak na to půjde."
"getting","get","zůstat","zůstat","pf"," The task at hand was getting through the night ahead of him alive."," První úkol je přečkat noc, která leží před ním, a zůstat naživu."
"decided","decide","rozhodl","rozhodnout","pf"," Doyle decided not to leave his bag in the room, although he felt secure enough to leave his coat on the bed."," Doyle se rozhodl nenechávat brašnu v pokoji, ale cítil se natolik v bezpečí, že nechal kabát na posteli."
"leave","leave","nenechávat","nechávat","impf"," Doyle decided not to leave his bag in the room, although he felt secure enough to leave his coat on the bed."," Doyle se rozhodl nenechávat brašnu v pokoji, ale cítil se natolik v bezpečí, že nechal kabát na posteli."
"leave","leave","nenechávat","nechávat","impf"," Doyle decided not to leave his bag in the room, although he felt secure enough to leave his coat on the bed."," Doyle se rozhodl nenechávat brašnu v pokoji, ale cítil se natolik v bezpečí, že nechal kabát na posteli."
"felt","feel","cítil","cítit","impf"," Doyle decided not to leave his bag in the room, although he felt secure enough to leave his coat on the bed."," Doyle se rozhodl nenechávat brašnu v pokoji, ale cítil se natolik v bezpečí, že nechal kabát na posteli."
"leave","leave","nechal","nechat","pf"," Doyle decided not to leave his bag in the room, although he felt secure enough to leave his coat on the bed."," Doyle se rozhodl nenechávat brašnu v pokoji, ale cítil se natolik v bezpečí, že nechal kabát na posteli."
"leave","leave","nechal","nechat","pf"," Doyle decided not to leave his bag in the room, although he felt secure enough to leave his coat on the bed."," Doyle se rozhodl nenechávat brašnu v pokoji, ale cítil se natolik v bezpečí, že nechal kabát na posteli."
"found","find","našli","najít","pf"," By the time the panicked villagers found her at the end of the following day, Alexander was on the packet sailing back to England. """," Když ji na sklonku příštího dne našli vyděšení vesničané, byl již Alexander na palubě dopravní lodi a plavil se zpět do Anglie. """
"Come","come","Pojďme","jít","impf"," Come on, Doyle, we 've a long walk ahead of us, "" said Sparks, setting off through the copse of woods."," Pojďme, Doyle, máme před sebou dlouhou cestu, "" vybídl ho Sparks a znovu vyrazil lesním podrostem."
"rising","rise","vstávaje","vstávat","impf"," "" I do have more questions for you, "" Doyle said, rising to follow him."," "" Nicméně mám na vás ještě pár otázek, "" opáčil Doyle vstávaje a vydávaje se za ním."
"clenched","clench","sevřel","sevřít","pf"," Sparks took a series of deep breaths and clenched his fists, closing and opening them rhythmically, trying to bring his tumultuous emotions under control."," Sparks několikrát zhluboka vdechl a sevřel pěsti, otvíral je rytmicky a zase zavíral, aby získal vládu nad svými city."
"closing","close","sevřel","sevřít","pf"," Sparks took a series of deep breaths and clenched his fists, closing and opening them rhythmically, trying to bring his tumultuous emotions under control."," Sparks několikrát zhluboka vdechl a sevřel pěsti, otvíral je rytmicky a zase zavíral, aby získal vládu nad svými city."
"opening","open","otvíral","otvírat","impf"," Sparks took a series of deep breaths and clenched his fists, closing and opening them rhythmically, trying to bring his tumultuous emotions under control."," Sparks několikrát zhluboka vdechl a sevřel pěsti, otvíral je rytmicky a zase zavíral, aby získal vládu nad svými city."
"closing","close","zavíral","zavírat","impf"," Sparks took a series of deep breaths and clenched his fists, closing and opening them rhythmically, trying to bring his tumultuous emotions under control."," Sparks několikrát zhluboka vdechl a sevřel pěsti, otvíral je rytmicky a zase zavíral, aby získal vládu nad svými city."
"took","take","získal","získat","pf"," Sparks took a series of deep breaths and clenched his fists, closing and opening them rhythmically, trying to bring his tumultuous emotions under control."," Sparks několikrát zhluboka vdechl a sevřel pěsti, otvíral je rytmicky a zase zavíral, aby získal vládu nad svými city."
"finished","finish","dokončila","dokončit","pf"," As Eileen finished dressing a strip of shirt cloth around Barry ’ s wounds, Larry joined Doyle at the window."," Když Eileen dokončila obvaz Barryho zranění z pruhu košile, přidal se Larry k Doylovi u okna."
"joined","join","přidal","přidat","pf"," As Eileen finished dressing a strip of shirt cloth around Barry ’ s wounds, Larry joined Doyle at the window."," Když Eileen dokončila obvaz Barryho zranění z pruhu košile, přidal se Larry k Doylovi u okna."
"organized","organize","zorganizovala","zorganizovat","pf"," As awareness of the figure spread through the car, there was a rising sentiment among the passengers to put the torch to this blaspheming display, but before any reaction organized itself, the whistle sounded and the brutish vision receded as the train pulled away."," Jak si ukřižované postavy postupně povšiml celý vagón, došli cestující k názoru, že je třeba ten blasfemický obraz podpálit, ale než se akce zorganizovala, zazněl hvizd, vlak se rozjel a barbarská vize zmizela."
"sounded","sound","zazněl","zaznít","pf"," As awareness of the figure spread through the car, there was a rising sentiment among the passengers to put the torch to this blaspheming display, but before any reaction organized itself, the whistle sounded and the brutish vision receded as the train pulled away."," Jak si ukřižované postavy postupně povšiml celý vagón, došli cestující k názoru, že je třeba ten blasfemický obraz podpálit, ale než se akce zorganizovala, zazněl hvizd, vlak se rozjel a barbarská vize zmizela."
"registered","register","zaznamenal","zaznamenat","pf"," The last sight Doyle registered was one of the farmhands, over the protests of the boy, approaching the fallen horse with a shotgun."," Poslední pohled, který Doyle zaznamenal, byl jeden z rolníků, jak přes protesty mladého hocha přistupuje k padlému koni s brokovnicí."
"approaching","approach","přistupuje","přistupovat","impf"," The last sight Doyle registered was one of the farmhands, over the protests of the boy, approaching the fallen horse with a shotgun."," Poslední pohled, který Doyle zaznamenal, byl jeden z rolníků, jak přes protesty mladého hocha přistupuje k padlému koni s brokovnicí."
"averted","avert","odvrátila","odvrátit","pf"," The Indian woman, after a long look at Doyle, which she averted the moment his eyes met hers, resumed her reading."," Indka věnovala Doylovi dlouhý pohled, který ihned odvrátila, když se jejich oči setkaly, a pak se vrátila k četbě."
"met","meet","setkaly","setkat","pf"," The Indian woman, after a long look at Doyle, which she averted the moment his eyes met hers, resumed her reading."," Indka věnovala Doylovi dlouhý pohled, který ihned odvrátila, když se jejich oči setkaly, a pak se vrátila k četbě."
"varying","vary","měnily","měnit","impf"," By varying their density, the shards spread out and began purposefully assuming the dimensions of a random topography, foot-hills, rifts, peninsulas, all within the invisible confines of borders as rigid as a gilded frame."," Výběžky měnily hustotu a začaly zřetelně nabírat tvar jakési náhodné topografie s pohořími, soutěskami, poloostrovy, to vše uvnitř neviditelných hranic tak nehybných, jako zlacený rám."
"began","begin","začaly","začít","pf"," By varying their density, the shards spread out and began purposefully assuming the dimensions of a random topography, foot-hills, rifts, peninsulas, all within the invisible confines of borders as rigid as a gilded frame."," Výběžky měnily hustotu a začaly zřetelně nabírat tvar jakési náhodné topografie s pohořími, soutěskami, poloostrovy, to vše uvnitř neviditelných hranic tak nehybných, jako zlacený rám."
"welcomed","welcome","vítal","vítat","impf"," Her stride was long, steady, and brisk, and the climb seemed dismayingly less arduous to her than to Doyle himself who welcomed each of Sparks 's frequent pauses as an opportunity to reclaim his wind."," Kráčela dlouhým, pravidelným a svižným krokem a zdálo se, že je pro ni výstup až znepokojivě méně namáhavý než pro samotného Doyla, který vítal každou ze Sparksových zastávek jako příležitost popadnout dech."
"realized","realize","uvědomil","uvědomit","pf"," Doyle realized it was the heads of the cemetery 's gravestones peering out of the drifts."," Doyle si uvědomil, že jsou to náhrobní kameny hřbitova, vystupující ze závějí."
"caught","catch","chytil","chytit","pf"," The Clerk caught sight of him from the corner of his eye and lurched back against the cart, clutching his chest in fright."," Zřízenec ho zahlédl koutkem oka, škubl sebou, až narazil zády na vozík, a chytil se za srdce."
"clutching","clutch","chytil","chytit","pf"," The Clerk caught sight of him from the corner of his eye and lurched back against the cart, clutching his chest in fright."," Zřízenec ho zahlédl koutkem oka, škubl sebou, až narazil zády na vozík, a chytil se za srdce."
"mean","mean","Nechtěl","chtít","impf"," Did n't mean to startle you --"," Nechtěl jsem vás polekat. """
"startle","startle","polekat","polekat","pf"," Did n't mean to startle you --"," Nechtěl jsem vás polekat. """
"ring","ring","zazvonit","zazvonit","pf"," "" You 're supposed to ring the bell! """," "" Máte zazvonit na zvonek. """
"attempted","attempt","Pokusil","pokusit","pf"," He attempted to regain his footing by leaning back against the cart, but his insubstantial mass was enough to motivate the wheels ever so slightly backward."," Pokusil se opět dostat do svislé polohy, ale i jeho zanedbatelná hmotnost stačila k tomu, aby vždy právě o kousek pootočila koly vozíku."
"sat","sit","usadil","usadit","pf"," Leboux sat opposite to Doyle, folded his arms, splayed out his feet and toyed with one waxed end of his mustache while he waited for the next line of questions to coalesce in his mind."," Leboux se usadil naproti Doylovi, založil si ruce, natáhl nohy a zatímco čekal, až mu v mysli vykrystalizuje sled dalších otázek, pohrával si s jednou z navoskovaných špiček svého kníru."
"waited","wait","čekal","čekat","impf"," Leboux sat opposite to Doyle, folded his arms, splayed out his feet and toyed with one waxed end of his mustache while he waited for the next line of questions to coalesce in his mind."," Leboux se usadil naproti Doylovi, založil si ruce, natáhl nohy a zatímco čekal, až mu v mysli vykrystalizuje sled dalších otázek, pohrával si s jednou z navoskovaných špiček svého kníru."
"needed","need","muset","muset","impf"," Trying to heed Sparks 's repeated advice about mistrusting the police, Doyle weighed how much he needed to divulge in order to secure his release, without drawing down the unwelcome attention of Leboux 's superiors."," Doyle u vědomí Sparksových opakovaných rad, aby nedůvěřoval policii, zvažoval, kolik toho bude muset odhalit, aby si zajistil propuštění, aniž by přitom přilákal nežádoucí pozornost Lebouxových nadřízených."
"divulge","divulge","odhalit","odhalit","pf"," Trying to heed Sparks 's repeated advice about mistrusting the police, Doyle weighed how much he needed to divulge in order to secure his release, without drawing down the unwelcome attention of Leboux 's superiors."," Doyle u vědomí Sparksových opakovaných rad, aby nedůvěřoval policii, zvažoval, kolik toho bude muset odhalit, aby si zajistil propuštění, aniž by přitom přilákal nežádoucí pozornost Lebouxových nadřízených."
"secure","secure","zajistil","zajistit","pf"," Trying to heed Sparks 's repeated advice about mistrusting the police, Doyle weighed how much he needed to divulge in order to secure his release, without drawing down the unwelcome attention of Leboux 's superiors."," Doyle u vědomí Sparksových opakovaných rad, aby nedůvěřoval policii, zvažoval, kolik toho bude muset odhalit, aby si zajistil propuštění, aniž by přitom přilákal nežádoucí pozornost Lebouxových nadřízených."
"said","say","řekl","říci","pf"," "" You look like a valet, "" Leboux finally said."," "" Vypadáš jako sluha, "" řekl Leboux konečně."
"heard","hear","slyšel","slyšet","impf"," As Sparks 's hand made contact with the wood, a chilling howl went up from just outside the building : the cry of a wolf, almost certainly, but the timbre lower, more guttural than any Doyle had ever heard."," Když se Sparksova ruka dotkla dřeva, ozvalo se těsně před budovou děsivé zavytí : hlas vlka, takřka nepochybně, ale nižší, mnohem hrdelnější zvuk, než jaký Doyle kdy předtím slyšel."
"froze","freeze","ztuhli","ztuhnout","pf"," They froze as the sound echoed away."," Všichni ztuhli, než zvuk odezněl."
"whispered","whisper","zašeptal","zašeptat","pf"," "" That was very close, "" whispered Doyle."," "" To bylo velmi blízko, "" zašeptal Doyle."
"answered","answer","odpovědělo","odpovědět","pf"," Another animal answered back an identical howl from the other side of the abbey."," Jiné zvíře odpovědělo stejným zavytím z druhé strany kláštera."
"sounded","sound","zaznělo","zaznít","pf"," Then a third sounded, at a greater distance."," Pak zaznělo třetí, z větší vzdálenosti."
"began","begin","zahájil","zahájit","pf"," Sparks took off his coat and began a complicated sequence of actions completely screened from Doyle 's view."," Sparks si svlékl kabát a zahájil složitý sled úkonů zcela zakrytých Doylovu pohledu."
"turned","turn","otočil","otočit","pf"," When Sparks turned back, in profile now, vividly outlined by the lamp on the wall behind him, Doyle saw a syringe in his hand."," Když se otočil zpět, nyní z profilu, s obrysem plasticky vykresleným lampou, kterou měl za sebou na stěně, uviděl Doyle v jeho ruce injekční stříkačku."
"saw","see","uviděl","uvidět","pf"," When Sparks turned back, in profile now, vividly outlined by the lamp on the wall behind him, Doyle saw a syringe in his hand."," Když se otočil zpět, nyní z profilu, s obrysem plasticky vykresleným lampou, kterou měl za sebou na stěně, uviděl Doyle v jeho ruce injekční stříkačku."
"thought","think","pomyslel","pomyslet","pf"," Good God, thought Doyle, he means to kill me by way of lethal injection."," Dobrý Bože, pomyslel si Doyle, hodlá mě zabít smrtící injekcí."
"thought","think","hodlá","hodlat","impf"," Good God, thought Doyle, he means to kill me by way of lethal injection."," Dobrý Bože, pomyslel si Doyle, hodlá mě zabít smrtící injekcí."
"means","mean","hodlá","hodlat","impf"," Good God, thought Doyle, he means to kill me by way of lethal injection."," Dobrý Bože, pomyslel si Doyle, hodlá mě zabít smrtící injekcí."
"kill","kill","zabít","zabít","pf"," Good God, thought Doyle, he means to kill me by way of lethal injection."," Dobrý Bože, pomyslel si Doyle, hodlá mě zabít smrtící injekcí."
"moved","move","Nepohnul","pohnout","pf"," Never moved a muscle."," Nepohnul ani svalem."
"kept","keep","měl","mít","impf"," But even though that skin was gray and cold as fish on a plate, something in my little brain kept telling me the man was not dead, not in the way of my understanding."," Ale i když měl kůži šedivou a studenou jako ryba na talíři, něco v mým mozku mi furt říkalo, že ten člověk není mrtvej, aspoň ne tak, jak si to já představuju."
"telling","tell","říkalo","říkat","impf"," But even though that skin was gray and cold as fish on a plate, something in my little brain kept telling me the man was not dead, not in the way of my understanding."," Ale i když měl kůži šedivou a studenou jako ryba na talíři, něco v mým mozku mi furt říkalo, že ten člověk není mrtvej, aspoň ne tak, jak si to já představuju."
"seemed","seem","zdálo","zdát","impf"," Whatever manner of ordeal they had embarked upon seemed infinitely more manageable out here, in an open boat, dwarfed by the ocean 's immensity, a sight Doyle had oftentimes found comforting in far rougher waters than these."," Ať už se vystavili zkoušce jakýmkoli ohněm, vzdorovat jí se zdálo nekonečně snazší tady na otevřeném člunu, umenšeném nezměrností oceánu, při pohledu, který Doyla již nejendou posílil i v mnohem bouřlivějších vodách."
"flowed","flow","plynula","plynout","impf"," Blavatsky ’ s round, diminutive figure assumed protean dimensions, while her heavily accented English, broken and tentative to start with, flowed in a grammatically impeccable silver stream."," Její drobná kulatá postavička nabyla proměnlivých rozměrů a její angličtina se silným přízvukem, zpočátku lámaná a nejistá, plynula v gramaticky bezchybném stříbrném proudu."
"said","say","řekl","říci","pf"," "" So there 's a way out then, up above, "" said Doyle, encouraged."," "" Takže existuje cesta ven : rovnou nahoru, "" řekl Doyle, kterému to dodalo odvahy."
"find","find","najít","najít","pf"," "" We 'll have to find a door first. """," "" Nejdříve budeme muset najít dveře. """
"set","set","dali","dát","pf"," Larry roused himself to his feet, and they set off trailing after Sparks."," Larry se zdvihl na nohy a dali se na cestu ve Sparksových stopách."
"use","use","použít","použít","pf"," "" I was going to use that scarf to get us off the roof. """," "" Chtěl jsem použít ten šál ke spuštění ze střechy. """
"using","use","používají","používat","impf"," "" South American, actually, although they 've been using a variation in the Punjab for centuries. """," "" Je vlastně z Jižní Ameriky, i když jistou její variantu již po staletí používají v Pandžábu. """
"get","get","dostaneme","dostat","pf"," "" If you do n't mind my asking, how will we get down, Jack? """," "" Smím - li se zeptat, Jacku - - - jak se tedy dostaneme dolů? """
"heard","hear","zaslechl","zaslechnout","pf"," Doyle thought he heard a carriage approaching below."," Zdola Doyle zaslechl přibližující se povoz."
"jump","jump","skočit","skočit","pf"," "" We 'll have to jump, wo n't we? """," "" Budeme muset skočit, jak jinak? """
"looking","look","hleděl","hledět","impf"," Jack was looking intently down at the street and a now-visible approaching carriage."," Jack pozorně hleděl na ulici a na kočár, který teď již bylo vidět."
"asked","ask","zeptal","zeptat","pf"," "" If this lines-of-force business is true, if this road truly is sacred, how do you account for the fact that it 's fallen into such utter disrepair? "" asked Doyle, self-satisfied with the sharpness of his rebuttal."," "" Jestli je tvrzení o liniích síly pravdivé, jestliže tahle cesta je opravdu posvátná, jak vysvětlíte, proč se ocitla v tak bídném stavu? "" zeptal se Doyle, uspokojen přiléhavostí svého argumentu."
"express","express","vyjádřil","vyjádřit","pf"," "" In that single observation, Doyle, you express with epigrammatic precision the fundamental tragedy of modern man."," "" V tomto jediném postřehu, Doyle, jste s epigramatickou přesností vyjádřil základní tragédii moderního člověka."
"fallen","fall","upadli","upadnout","pf"," We have fallen from grace, our ancient, instinctual link to the natural world forgotten."," Morálně jsme upadli, naše staré, instinktivní spojení s přirozeným světem je zapomenuto."
"forgotten","forget","zapomenuto","zapomenout","pf"," We have fallen from grace, our ancient, instinctual link to the natural world forgotten."," Morálně jsme upadli, naše staré, instinktivní spojení s přirozeným světem je zapomenuto."
"said","say","řekl","říci","pf"," "" He is an arhanta, "" said Joey."," "" Toto je arhanta, "" řekl."
"watching","watch","pozoroval","pozorovat","impf"," Sparks was watching the boy raptly, a dark edge of dread shading his lowered eyes."," Sparks chlapce zaujatě pozoroval a do jeho sklopených očí padl jako stín temný přídech hrůzy."
"turned","turn","obrátil","obrátit","pf"," There was a shaxp barking sound, and Doyle turned back to Joey."," Ozval se temný štěkavý zvuk, a Doyle se obrátil zpět k Joeymu."
"hanged","hang","pověsili","pověsit","pf"," After he was hanged. """," Po tom, co ho pověsili. """
"said","say","řekl","říci","pf"," "" Excellent, "" said Sparks as they exited the hotel."," "" Výborně, "" řekl Sparks, když vycházeli z hotelu."
"go","go","jděte","jít","impf"," "" Doyle, go with Barry."," "" Doyle, jděte s Barrym."
"meet","meet","Potkáme","potkat","pf"," We 'll meet at noon, Hatchard 's Bookshop, Picadilly."," Potkáme se v poledne, v Hatchardově knihkupectví na Picadilly."
"jumped","jump","naskočil","naskočit","pf"," Sparks jumped aboard a small hansom with Larry at the reins, gave a single sharp wave, a salute really, and they pulled away."," Sparks naskočil do malé drožky s Larrym u opratí, jednou krátce mávnul rukou, jako by salutoval, a odjeli."
"pronounced","pronounce","pronesl","pronést","pf"," "" Delicious! "" pronounced the Bishop."," "" Výtečné! "" pronesl biskup."
"whispered","whisper","šeptal","šeptat","impf"," The Bishop whispered in his ear and ran his stubby fingers possessively through the boy 's locks."," Biskup mu něco šeptal do ucha a vlastnicky projížděl chlapcovy lokny špalíčkovitými prsty."
"carry","carry","nést","nést","impf"," "" ' Although it seems clear that we must face all the difficult trials of our lives alone, just to know that you are alive, my brother, gives me the secret strength I have always sought to carry on."," "" ' Ačkoliv je zřejmé, že těžké břímě svého osudu musíme nést každý sám, už jen vědomí, že žiješ, můj bratře, mi dává vnitřní sílu jít dál, sílu, po níž jsem vždy toužil. ' """
"gives","give","dává","dávat","impf"," "" ' Although it seems clear that we must face all the difficult trials of our lives alone, just to know that you are alive, my brother, gives me the secret strength I have always sought to carry on."," "" ' Ačkoliv je zřejmé, že těžké břímě svého osudu musíme nést každý sám, už jen vědomí, že žiješ, můj bratře, mi dává vnitřní sílu jít dál, sílu, po níž jsem vždy toužil. ' """
"leave","leave","vynechat","vynechat","pf"," "" We can safely leave out the medical details, Larry, "" said Sparks."," "" Podrobnou lékařskou zprávu můžeš vynechat, Larry, "" podotkl Sparks."
"seen","see","viděl","vidět","impf"," The murders of Petrovitch and Bodger Nuggins, the visions of Spivey Quince and the doomed boy in blue, and the evidence he had seen all too clearly with his own eyes -- and felt on his skin; he could still see the vivid welts on his wrist where the ghoul had grabbed him -- in the basement of the British Museum."," Vražda Petrovičové a Bodgera Nugginse, vidění Spiveyho Quince a záhuba chlapce v modrém, a také důkazy, které viděl na vlastní oči - - - a pocítil na vlastní kůži : na jeho zápěstí bylo stále zřetelně vidět podlitiny v místě, kde ho ghúl uchopil - - - v podzemí Britského muzea."
