"describe","describe","popíše","popsat","pf"," Six decades later she would describe how at the age of thirteen she had written her way through a whole history of literature, beginning with stories derived from the European tradition of folk tales, through drama with simple moral intent, to arrive at an impartial psychological realism which she had discovered for herself, one special morning during a heat wave in 1935."," O šest desetiletí později popíše, jak se ve věku třinácti let propsala celou historií literatury, počínaje povídkami odvozenými z evropské tradice lidových vyprávění, přes drama s jednoduchým morálním podtextem, až dospěla k nezaujatému psychologickému realismu, který sama objevila, jednoho zvláštního dopoledne za vlny veder v roce 1935."
"turned","turn","Otočila","otočit","pf"," At a sound she had turned."," Otočila se."
"came","come","šla","jít","impf"," Then came Briony with an arm round her cousin ’ s shoulders."," Pak šla Briony a objímala sestřenici kolem ramen."
"fell","fall","padala","padat","impf"," The muscular figure, squatting so comfortably on his shell, could blow through his conch a jet only two inches high, the pressure was so feeble, and water fell back over his head, down his stone locks and along the groove of his powerful spine, leaving a glistening dark green stain."," Svalnatá postava Tritona, poklidně přidřeplá ve své mušli, dokázala ze své lastury vyfouknout pramínek jen pět centimetrů vysoký, tak nízký tu byl tlak, a voda mu padala zpátky na hlavu, stékala po kamenných kučerách a žlábkem mocné páteře a zanechávala za sebou tmavou zelenou stopu."
"sat","sit","seděl","sedět","impf"," In an alien northern climate he was a long way from home, but he was beautiful in morning sunlight, and so were the four dolphins that supported the wavy-edged shell on which he sat."," V cizím severském podnebí byl daleko od domova, ale v dopoledním slunci se jevil krásný, a stejně tak čtyři delfíni, kteří podpírali vlnitý okraj mušle, na níž seděl."
"stirring","stir","pohnula","pohnout","pf"," That afternoon, without stirring from her daybed, Emily had guessed that Lola was undermining Briony ’ s play, a suspicion confirmed by the diagonally ripped poster on the easel."," Odpoledne, aniž by se pohnula z postele, se Emily domyslela, že Lola naleptává Brioninu hru, a to podezření potvrdil napříč přetržený plakát na malířském stojanu."
"confirmed","confirm","potvrdil","potvrdit","pf"," That afternoon, without stirring from her daybed, Emily had guessed that Lola was undermining Briony ’ s play, a suspicion confirmed by the diagonally ripped poster on the easel."," Odpoledne, aniž by se pohnula z postele, se Emily domyslela, že Lola naleptává Brioninu hru, a to podezření potvrdil napříč přetržený plakát na malířském stojanu."
"predicted","predict","předpovídala","předpovídat","impf"," And just as she predicted, Briony had been outside somewhere, sulking and impossible to find."," Přesně, jak předpovídala, toulala se rozmrzelá Briony někde venku a nebyla k nalezení."
"putting","put","dala","dát","pf"," He was putting distance between himself and the family that had been completely open to him and given him everything."," Udržoval si odstup od rodiny, která k němu byla beze zbytku otevřená a dala mu všechno."
"given","give","dala","dát","pf"," He was putting distance between himself and the family that had been completely open to him and given him everything."," Udržoval si odstup od rodiny, která k němu byla beze zbytku otevřená a dala mu všechno."
"invited","invite","nepozvala","pozvat","pf"," For this reason alone – expectation of his refusal, and her own displeasure in advance – she had not invited him to dinner that night."," Jedině z tohoto důvodu - už napřed očekávala, že odmítne, a kvůli vlastní nespokojenosti - ho nepozvala v ten den na večeři."
"wanted","want","chce","chtít","impf"," If he wanted distance, then let him have it."," Jestli si chce udržovat odstup, tak ať si ho má."
"raised","raise","zvedla","zvednout","pf"," She stopped and experimentally raised her hands to the side of her head and gripped her hair in bunches."," Zastavila se a zkusmo si zvedla ruce k hlavě a popadla vlasy do hrsti."
"gripped","grip","popadla","popadnout","pf"," She stopped and experimentally raised her hands to the side of her head and gripped her hair in bunches."," Zastavila se a zkusmo si zvedla ruce k hlavě a popadla vlasy do hrsti."
"descend","descend","schází","scházet","impf"," This same mirror must have seen her descend the stairs like this on dozens of occasions, on her way to one more friend ’ s afternoon birthday bash."," Tohle zrcadlo ji muselo vídat, jak schází takhle ze schodů při spoustě příležitostí, cestou na další zábavnou narozeninovou oslavu u kamarádky."
"go","go","jít","jít","impf"," It would not help her state of mind, to go down looking like, or believing she looked like, Shirley Temple."," Zrovna jí nezvedlo náladu, že má jít dolů a vypadat, nebo aspoň být přesvědčená, že vypadá, jako Shirley Templeová."
"returned","return","vrátila","vrátit","pf"," More in resignation than irritation or panic, she returned to her room."," Spíš odevzdaně, než podrážděně nebo v panice, se vrátila do svého pokoje."
"welcomed","welcome","přivítat","přivítat","pf"," She could easily have welcomed Leon with another of her stories, but it was the news that her cousins from the north were coming to stay that had prompted this leap into a new form."," Mohla Leona docela snadno přivítat nějakou další povídkou, ale novina, že ze severu přijíždějí na návštěvu sestřenice a bratranci, ji přiměla k tomu, že se vrhla do nové literární formy."
"coming","come","přijíždějí","přijíždět","impf"," She could easily have welcomed Leon with another of her stories, but it was the news that her cousins from the north were coming to stay that had prompted this leap into a new form."," Mohla Leona docela snadno přivítat nějakou další povídkou, ale novina, že ze severu přijíždějí na návštěvu sestřenice a bratranci, ji přiměla k tomu, že se vrhla do nové literární formy."
"expected","expect","očekávala","očekávat","impf"," She had hardly expected to be forgiven."," Sotva očekávala, že jí bude odpuštěno."
"felt","feel","Pociťovala","pociťovat","impf"," What she felt was more like homesickness, though there was no source for it, no home."," Pociťovala spíš touhu po domově, přestože neexistoval žádný zdroj té touhy, neexistoval domov."
"leave","leave","opouští","opouštět","impf"," But she was sad to leave her sister."," Bylo jí však smutno, že opouští sestru."
"missed","miss","chyběla","chybět","impf"," It was her sister she missed – or more precisely, it was her sister with Robbie."," To její sestra jí chyběla - či přesněji řečeno její sestra s Robbiem."
"destroyed","destroy","nezničily","zničit","pf"," Neither Briony nor the war had destroyed it."," Ani ona, ani válka ji nezničily."
"soothed","soothe","utěšovalo","utěšovat","impf"," This was what soothed her as she sank deeper under the city."," Tohle ji utěšovalo, když klesala hlouběji pod město."
"sank","sink","klesala","klesat","impf"," This was what soothed her as she sank deeper under the city."," Tohle ji utěšovalo, když klesala hlouběji pod město."
"drawn","draw","přitahovala","přitahovat","impf"," How Cecilia had drawn him to her with her eyes."," Jak ho Cecilia k sobě přitahovala očima."
"forgotten","forget","zapomněla","zapomenout","pf"," There were parts of herself she had completely forgotten."," Na některé stránky své osobnosti úplně zapomněla."
"pinched","pinch","tlačily","tlačit","impf"," She was late and she had every reason to run, despite the shoes that pinched her toes."," Opozdila se a měla dobrý důvod, aby se rozběhla, přestože ji tlačily boty."
"run","run","běžela","běžet","impf"," No haemorrhages or fires, but it was a surprising physical pleasure, a brief taste of freedom, to run as best she could in her starched apron to the hospital entrance."," Nikdo nekrvácel ani nehořelo, ale bylo to překvapivé fyzické potěšení, chvilková příchuť volnosti, když ve své naškrobené uniformě běžela, jak nejrychleji dokázala, ke vchodu do nemocnice."
"remained","remain","Zůstali","zůstat","pf"," Only the jaundiced seamen remained."," Zůstali pouze námořníci se žloutenkou."
"graduated","graduate","vystudoval","vystudovat","pf"," He himself graduated in law from Leicester University, and now he was going to the LSE to write a doctoral thesis on law and poverty in the third world."," On sám vystudoval práva na Leicester University a teď se chystal na ekonomickou školu v Londýně, kde bude psát doktorskou práci o právu a chudobě ve třetím světě."
"write","write","psát","psát","impf"," He himself graduated in law from Leicester University, and now he was going to the LSE to write a doctoral thesis on law and poverty in the third world."," On sám vystudoval práva na Leicester University a teď se chystal na ekonomickou školu v Londýně, kde bude psát doktorskou práci o právu a chudobě ve třetím světě."
"said","say","mluví","mluvit","impf"," ‘ There ’ s a lawyer talking, ’ I said."," "" Takhle mluví právník, "" podotkla jsem."
"laughed","laugh","zasmál","zasmát","pf"," He laughed politely, though he must have thought me profoundly stupid."," Zdvořile se zasmál, přestože mě musel považovat za značně hloupou."
"thought","think","považovat","považovat","impf"," He laughed politely, though he must have thought me profoundly stupid."," Zdvořile se zasmál, přestože mě musel považovat za značně hloupou."
"turned","turn","otočil","otočit","pf"," The registrar turned away to the light to study the notes scribbled on the label he had pulled away from the man ’ s shirt."," Lékař se otočil ke světlu, aby si pročetl záznamy naškrábané na pásce, kterou stáhl muži z košile."
"felt","feel","pocítila","pocítit","pf"," She came away humiliated, and felt a hollow sensation spreading in her stomach."," Pokořeně odešla a pocítila, jak se jí v břiše vzmáhá podivný pocit."
"touched","touch","dotkla","dotknout","pf"," The moment the war touched her life, at the first moment of pressure, she had failed."," Ve chvíli, kdy se válka dotkla jejího života, při první zátěži, selhala."
"failed","fail","selhala","selhat","pf"," The moment the war touched her life, at the first moment of pressure, she had failed."," Ve chvíli, kdy se válka dotkla jejího života, při první zátěži, selhala."
"disappearing","disappear","zmizela","zmizet","pf"," This ghost had been summoned not by Lola imitating Hermione, or the inscrutable twins disappearing into the night."," Tohohle ducha nevyvolala Lola napodobující Hermione, ani nevyzpytatelná dvojčata, která zmizela do noci."
"signalled","signal","signalizovalo","signalizovat","impf"," It was the slow retraction, the retreat into autonomy which signalled the approaching end of Briony ’ s childhood."," Byla to pomalá cesta zpátky, únik do vlastního nezávislého světa, což signalizovalo blížící se konec Brionina dětství."
"haunting","haunt","pronásledovat","pronásledovat","impf"," It was haunting Emily once more."," Znovu to Emily začalo pronásledovat."
"contemplated","contemplate","přemítala","přemítat","impf"," She knew it was self-pity, this mellow expansiveness as she contemplated what looked like her own ruin :"," Věděla, že je to sebelítost, tahle rozpínavá rozněžnělost, když přemítala o tom, co se jí jevilo jako troska její vlastní osoby :"
"betray","betray","zradit","zradit","pf"," However, she could not betray herself completely;"," Nicméně nedokázala samu sebe beze zbytku zradit."
"occurred","occur","nastat","nastat","pf"," there could be no doubt that some kind of revelation occurred."," Nesměly nastat pochybnosti, jestli k některému druhu odhalení došlo."
"occurred","occur","došlo","dojít","pf"," there could be no doubt that some kind of revelation occurred."," Nesměly nastat pochybnosti, jestli k některému druhu odhalení došlo."
"survived","survive","přežilo","přežít","pf"," Now there was nothing left of the dumb show by the fountain beyond what survived in memory, in three separate and overlapping memories."," Nyní z té němé scény u fontány nezůstalo nic, jenom co přežilo v paměti, ve třech samostatných vzpomínkách, které se překrývaly."
"sent","send","poslali","poslat","pf"," Nurse Langland was sent back to her own ward in disgrace."," Sestru Langlandovou poslali s ostudou zpátky na její oddělení."
"take","take","vzít","vzít","pf"," The others were made to gather round and take careful note."," Ostatní se musely dostavit a vzít si z toho náležité ponaučení."
"killed","kill","zabila","zabít","pf"," If poor Susan Langland had carelessly or cruelly killed two dozen patients, it could not have been worse for her."," Kdyby chudák Susan Langlandová z neopatrnosti nebo krutosti zabila dva tucty pacientů, nemohlo by to pro ni být horší."
"running","run","běžela","běžet","impf"," There was the sound of a commotion directly below Briony ’ s window, and of Emily Tallis ’ s voice calling sharply, and suddenly a figure was running towards the car as fast as was possible in a tight dress."," Vtom nastal přímo pod Brioniným oknem rozruch, Emily Tallisová se ostře rozkřikla a najednou k vozu běžela nějaká postava tak rychle, jak jí to těsné šaty dovolovaly."
"grew","grow","vyrostl","vyrůst","pf"," Robbie grew up with the run of the nursery and those other parts of the house the children were permitted, as well as the grounds."," Robbie vyrostl v dětském pokoji a v ostatních prostorách domu, kam směly děti, a rovněž na okolních pozemcích."
"held","hold","držela","držet","impf"," His tree-climbing pal was Leon, Cecilia was the little sister who trustingly held his hand and made him feel immensely wise."," Jeho kumpánem pro lezení na stromech byl Leon, Cecilia byla mladší sestra, která se ho důvěřivě držela za ruku a vzbuzovala v něm pocit, že je nesmírně moudrý."
"won","win","získal","získat","pf"," A few years later, when Robbie won his scholarship to the local grammar, Jack Tallis took the first step in an enduring patronage by paying for the uniform and textbooks."," Když o pár let později získal Robbie stipendium místního gymnázia, Jack Tallis učinil první krok a jako Robbieho ochránce zaplatil za školní uniformu a učebnice."
"took","take","získal","získat","pf"," A few years later, when Robbie won his scholarship to the local grammar, Jack Tallis took the first step in an enduring patronage by paying for the uniform and textbooks."," Když o pár let později získal Robbie stipendium místního gymnázia, Jack Tallis učinil první krok a jako Robbieho ochránce zaplatil za školní uniformu a učebnice."
"paying","pay","zaplatil","zaplatit","pf"," A few years later, when Robbie won his scholarship to the local grammar, Jack Tallis took the first step in an enduring patronage by paying for the uniform and textbooks."," Když o pár let později získal Robbie stipendium místního gymnázia, Jack Tallis učinil první krok a jako Robbieho ochránce zaplatil za školní uniformu a učebnice."
"felt","feel","pociťoval","pociťovat","impf"," Now he was used to such things, a roadside commonplace, but back then, before the coarsening and general numbness, when it was a novelty and when everything was new, he felt it sharply."," Teď byl na takové věci zvyklý, běžný jev na každém kroku, ale tehdy, předtím než zhrubnul a povšechně otupěl, kdy to bylo něco nového, kdy všechno bylo nové, tehdy to pociťoval ostře."
"cared","care","Záleželo","záležet","impf"," He cared when she ran out across the gravel and spoke to him by the open police car door."," Záleželo mu na tom, když přiběhla přes štěrk a mluvila s ním u otevřených dvířek policejního vozu."
"spoke","speak","mluvila","mluvit","impf"," He cared when she ran out across the gravel and spoke to him by the open police car door."," Záleželo mu na tom, když přiběhla přes štěrk a mluvila s ním u otevřených dvířek policejního vozu."
"came","come","přijelo","přijet","pf"," The Rolls must have turned my head, because the car when it came – fifteen minutes late – was a disappointment."," Ten rolls mi musel vězet v hlavě, protože když auto přijelo - o čtvrt hodiny později - byla jsem zklamaná."
"made","make","přinutil","přinutit","pf"," The cool porcelain was under the tip of his forefinger, and before the arguments could start around again, he made himself press it."," Na špičce ukazováčku ho chladil porcelán zvonku a dřív než ho stačily přepadnout další důvody proti, přinutil se jej stisknout."
"press","press","stisknout","stisknout","pf"," The cool porcelain was under the tip of his forefinger, and before the arguments could start around again, he made himself press it."," Na špičce ukazováčku ho chladil porcelán zvonku a dřív než ho stačily přepadnout další důvody proti, přinutil se jej stisknout."
"swallowed","swallow","spolkl","spolknout","pf"," He stood back from the door feeling like a man who had just swallowed a suicide pill – nothing to do but wait."," Poodstoupil od dveří s pocitem člověka, který právě spolkl pilulku, jež mu přinese smrt - nemohl nic dělat, jen čekat."
"do","do","dělat","dělat","impf"," He stood back from the door feeling like a man who had just swallowed a suicide pill – nothing to do but wait."," Poodstoupil od dveří s pocitem člověka, který právě spolkl pilulku, jež mu přinese smrt - nemohl nic dělat, jen čekat."
"wait","wait","čekat","čekat","impf"," He stood back from the door feeling like a man who had just swallowed a suicide pill – nothing to do but wait."," Poodstoupil od dveří s pocitem člověka, který právě spolkl pilulku, jež mu přinese smrt - nemohl nic dělat, jen čekat."
"heard","hear","zaslechl","zaslechnout","pf"," From inside he heard steps, staccato female steps across the hall."," Zevnitř zaslechl kroky, rychlý klapot ženských kroků v hale."
"opened","open","otevřela","otevřít","pf"," When she opened the door he saw the folded note in her hand."," Když otevřela, uviděl v její ruce složený ten dopis."
"saw","see","uviděl","uvidět","pf"," When she opened the door he saw the folded note in her hand."," Když otevřela, uviděl v její ruce složený ten dopis."
"seen","see","Četla","číst","impf"," But she had seen Robbie ’ s letter, she had cast herself as her sister ’ s protector, and she had been instructed by her cousin : what she saw must have been shaped in part by what she already knew, or believed she knew."," Četla však Robbieho dopis, převzala roli ochránkyně své sestry a sestřenice jí pověděla, co a jak : to, co uviděla, muselo zčásti utvářet to, co už věděla, nebo o čem byla přesvědčená, že to ví."
"saw","see","Četla","číst","impf"," But she had seen Robbie ’ s letter, she had cast herself as her sister ’ s protector, and she had been instructed by her cousin : what she saw must have been shaped in part by what she already knew, or believed she knew."," Četla však Robbieho dopis, převzala roli ochránkyně své sestry a sestřenice jí pověděla, co a jak : to, co uviděla, muselo zčásti utvářet to, co už věděla, nebo o čem byla přesvědčená, že to ví."
"seen","see","uviděla","uvidět","pf"," But she had seen Robbie ’ s letter, she had cast herself as her sister ’ s protector, and she had been instructed by her cousin : what she saw must have been shaped in part by what she already knew, or believed she knew."," Četla však Robbieho dopis, převzala roli ochránkyně své sestry a sestřenice jí pověděla, co a jak : to, co uviděla, muselo zčásti utvářet to, co už věděla, nebo o čem byla přesvědčená, že to ví."
"saw","see","uviděla","uvidět","pf"," But she had seen Robbie ’ s letter, she had cast herself as her sister ’ s protector, and she had been instructed by her cousin : what she saw must have been shaped in part by what she already knew, or believed she knew."," Četla však Robbieho dopis, převzala roli ochránkyně své sestry a sestřenice jí pověděla, co a jak : to, co uviděla, muselo zčásti utvářet to, co už věděla, nebo o čem byla přesvědčená, že to ví."
"shaped","shape","utvářet","utvářet","impf"," But she had seen Robbie ’ s letter, she had cast herself as her sister ’ s protector, and she had been instructed by her cousin : what she saw must have been shaped in part by what she already knew, or believed she knew."," Četla však Robbieho dopis, převzala roli ochránkyně své sestry a sestřenice jí pověděla, co a jak : to, co uviděla, muselo zčásti utvářet to, co už věděla, nebo o čem byla přesvědčená, že to ví."
"saw","see","neviděla","vidět","impf"," At first, when she pushed open the door and stepped in, she saw nothing at all."," Když otevřela dveře a vešla, tak zpočátku neviděla nic."
"illuminated","illuminate","osvětlovala","osvětlovat","impf"," The only light was from a single green-glass desk lamp which illuminated little more than the tooled leather surface on which it stood."," Jediné světlo skýtala stolní lampa se zeleným stínítkem, která osvětlovala jen o něco málo víc než ornamentem zdobený kožený povrch stolu, na němž stála."
"made","make","vařila","vařit","impf"," She emptied and sluiced the bedpans, swept and polished floors, made cocoa and Bovril, fetched and carried – and was delivered from introspection."," Vyprazdňovala a vytírala mísy, zametala a leštila podlahy, vařila kakao a polévku z masové kostky, přinášela a odnášela, co bylo třeba - a byla oproštěna od sebezpytování."
"fetched","fetch","přinášela","přinášet","impf"," She emptied and sluiced the bedpans, swept and polished floors, made cocoa and Bovril, fetched and carried – and was delivered from introspection."," Vyprazdňovala a vytírala mísy, zametala a leštila podlahy, vařila kakao a polévku z masové kostky, přinášela a odnášela, co bylo třeba - a byla oproštěna od sebezpytování."
"dispel","dispel","rozptýlí","rozptýlit","pf"," Daylight, and the banality of family small-talk, would dispel whatever impact she had made as a ghostly illuminated apparition."," Denní světlo a banalita povrchního rodinného hovoru rozptýlí jakýkoli dojem, který učinila jakožto přízračně osvětlené zjevení."
"made","make","učinila","učinit","pf"," Daylight, and the banality of family small-talk, would dispel whatever impact she had made as a ghostly illuminated apparition."," Denní světlo a banalita povrchního rodinného hovoru rozptýlí jakýkoli dojem, který učinila jakožto přízračně osvětlené zjevení."
"lacked","lack","chyběla","chybět","impf"," She also lacked courage for a confrontation."," Ke konfrontaci jí rovněž chyběla odvaha."
"explain","explain","vysvětlila","vysvětlit","pf"," And how would she explain herself, the uninvited guest, to her uncle and aunt?"," A jak by svému strýci a tetě vysvětlila, že tam bez pozvání přišla?"
"offended","offend","urazit","urazit","pf"," They might be offended, or worse, they might not be, and want to take her off to some excruciating breakfast in a hotel, with Mr and Mrs Paul Marshall oily with hatred, and Hermione failing to conceal her contempt for Cecil."," Mohli by se urazit, nebo co horšího, vůbec by se neurazili a mohli by ji chtít odtáhnout na nějakou mučivou snídani v hotelu s panem Marshallem a úlisně nenávistnou paní Paul Marshallovou a Hermione, která nedokáže skrýt, jak pohrdá Cecilem."
"offended","offend","neurazili","urazit","pf"," They might be offended, or worse, they might not be, and want to take her off to some excruciating breakfast in a hotel, with Mr and Mrs Paul Marshall oily with hatred, and Hermione failing to conceal her contempt for Cecil."," Mohli by se urazit, nebo co horšího, vůbec by se neurazili a mohli by ji chtít odtáhnout na nějakou mučivou snídani v hotelu s panem Marshallem a úlisně nenávistnou paní Paul Marshallovou a Hermione, která nedokáže skrýt, jak pohrdá Cecilem."
"want","want","chtít","chtít","impf"," They might be offended, or worse, they might not be, and want to take her off to some excruciating breakfast in a hotel, with Mr and Mrs Paul Marshall oily with hatred, and Hermione failing to conceal her contempt for Cecil."," Mohli by se urazit, nebo co horšího, vůbec by se neurazili a mohli by ji chtít odtáhnout na nějakou mučivou snídani v hotelu s panem Marshallem a úlisně nenávistnou paní Paul Marshallovou a Hermione, která nedokáže skrýt, jak pohrdá Cecilem."
"conceal","conceal","skrýt","skrýt","pf"," They might be offended, or worse, they might not be, and want to take her off to some excruciating breakfast in a hotel, with Mr and Mrs Paul Marshall oily with hatred, and Hermione failing to conceal her contempt for Cecil."," Mohli by se urazit, nebo co horšího, vůbec by se neurazili a mohli by ji chtít odtáhnout na nějakou mučivou snídani v hotelu s panem Marshallem a úlisně nenávistnou paní Paul Marshallovou a Hermione, která nedokáže skrýt, jak pohrdá Cecilem."
"agreed","agree","souhlasila","souhlasit","impf"," ‘ The most important thing you ’ ve already agreed to."," "" To nejdůležitější, s čím jsi už souhlasila."
"go","go","půjde","jít","impf"," You ’ re to go to your parents as soon as you can and tell them everything they need to know to be convinced that your evidence was false."," Jakmile to půjde, zajedeš za rodiči a řekneš jim všechno, co potřebují vědět, aby je to přesvědčilo, že jsi svědčila křivě."
"tell","tell","řekneš","říci","pf"," You ’ re to go to your parents as soon as you can and tell them everything they need to know to be convinced that your evidence was false."," Jakmile to půjde, zajedeš za rodiči a řekneš jim všechno, co potřebují vědět, aby je to přesvědčilo, že jsi svědčila křivě."
"need","need","potřebují","potřebovat","impf"," You ’ re to go to your parents as soon as you can and tell them everything they need to know to be convinced that your evidence was false."," Jakmile to půjde, zajedeš za rodiči a řekneš jim všechno, co potřebují vědět, aby je to přesvědčilo, že jsi svědčila křivě."
"convinced","convince","přesvědčilo","přesvědčit","pf"," You ’ re to go to your parents as soon as you can and tell them everything they need to know to be convinced that your evidence was false."," Jakmile to půjde, zajedeš za rodiči a řekneš jim všechno, co potřebují vědět, aby je to přesvědčilo, že jsi svědčila křivě."
"do","do","Udělejte","udělat","pf"," ‘ You ’ ll do as you ’ re told. ’"," "" Udělejte, co jsem vám řekla. """
"told","tell","řekla","říci","pf"," ‘ You ’ ll do as you ’ re told. ’"," "" Udělejte, co jsem vám řekla. """
"sitting","sit","Seděl","sedět","impf"," He was sitting, propped by several pillows, watching the commotion around him with a kind of abstracted childlike wonder."," Seděl, podepřený několika polštáři, a sledoval dění kolem sebe s tak trochu roztržitým, dětským údivem."
"watching","watch","sledoval","sledovat","impf"," He was sitting, propped by several pillows, watching the commotion around him with a kind of abstracted childlike wonder."," Seděl, podepřený několika polštáři, a sledoval dění kolem sebe s tak trochu roztržitým, dětským údivem."
"think","think","myslet","myslet","impf"," It was hard to think of him as a soldier."," Bylo těžké myslet na něho jako na vojáka."
"countermanding","countermand","zrušila","zrušit","pf"," The countermanding of Lola ’ s casting decision, and the laughter in the boys it provoked, made for a shift in the balance of power."," Tím že zrušila Lolino rozhodnutí ohledně obsazení a smích, který to u chlapců vyvolalo, znamenaly posun v rovnováze moci."
"provoked","provoke","vyvolalo","vyvolat","pf"," The countermanding of Lola ’ s casting decision, and the laughter in the boys it provoked, made for a shift in the balance of power."," Tím že zrušila Lolino rozhodnutí ohledně obsazení a smích, který to u chlapců vyvolalo, znamenaly posun v rovnováze moci."
"made","make","vyvolalo","vyvolat","pf"," The countermanding of Lola ’ s casting decision, and the laughter in the boys it provoked, made for a shift in the balance of power."," Tím že zrušila Lolino rozhodnutí ohledně obsazení a smích, který to u chlapců vyvolalo, znamenaly posun v rovnováze moci."
"went","go","šla","jít","impf"," Lola made an exaggerated shrug of her bony shoulders and went to stare out of the window."," Lola přehnaně pokrčila kostnatými rameny, šla si stoupnout k oknu a civěla ven."
"struggling","struggle","bojovala","bojovat","impf"," Perhaps she herself was struggling with the temptation to flounce from the room."," Možná i ona bojovala s pokušením odejít z místnosti s nosem nahoru."
"took","take","vzala","vzít","pf"," the leaves became nutty brown, the branches glimpsed among the foliage oily black, and the desiccated grasses took on the colours of the sky."," listy nabyly ořechově hnědé barvy, mezi listovím olejnatě černě vykukovaly větve a zprahlá tráva na sebe vzala barvu nebe."
"began","begin","začaly","začít","pf"," A Fauvist dedicated to improbable colour might have imagined a landscape this way, especially once sky and ground took on a reddish bloom and the swollen trunks of elderly oaks became so black they began to look blue."," Nějaký fauvista, vyznavač nepravděpodobných barev, by si mohl takhle krajinu vymyslet, zvláště když nebe a země nabyly narezlého odstínu a mohutné kmeny věkovitých dubů tak zčernaly, až se začaly zdát modré."
"sagged","sag","poklesla","poklesnout","pf"," Her shoulders sagged, and she turned her head back, as though recoiling from an insult."," Ramena jí poklesla a otočila hlavu, jako by uhýbala před urážkou."
"turned","turn","otočila","otočit","pf"," Her shoulders sagged, and she turned her head back, as though recoiling from an insult."," Ramena jí poklesla a otočila hlavu, jako by uhýbala před urážkou."
"saved","save","zachovala","zachovat","pf"," He was conscious of the oversized suit his mother had saved for."," Uvědomoval si příliš velký oblek, který mu matka zachovala."
"sat","sit","Posadili","posadit","pf"," They sat down, looked at each other, smiled and looked away."," Posadili se, zadívali se na sebe, usmáli se a odvrátili pohled."
"smiled","smile","usmáli","usmát","pf"," They sat down, looked at each other, smiled and looked away."," Posadili se, zadívali se na sebe, usmáli se a odvrátili pohled."
"waiting","wait","čekala","čekat","impf"," As she stood in the nursery waiting for her cousins ’ return she sensed she could write a scene like the one by the fountain and she could include a hidden observer like herself."," Jak tak stála v dětském pokoji a čekala na sestřenici a bratrance, nabyla dojmu, že by dokázala napsat takový výjev, jaký se odehrál u fontány, a že by mohla přidat pozorovatele, skrytého jako ona."
"write","write","napsat","napsat","pf"," As she stood in the nursery waiting for her cousins ’ return she sensed she could write a scene like the one by the fountain and she could include a hidden observer like herself."," Jak tak stála v dětském pokoji a čekala na sestřenici a bratrance, nabyla dojmu, že by dokázala napsat takový výjev, jaký se odehrál u fontány, a že by mohla přidat pozorovatele, skrytého jako ona."
"imposing","impose","vnucovat","vnucovat","impf"," It is hard to slash at nettles for long without a story imposing itself, and Briony was soon absorbed and grimly content, even though she appeared to the world like a girl in the grip of a terrible mood."," Je těžké dlouho švihat do kopřiv, aniž by se nezačal vnucovat příběh, a Briony byla brzy ponořená v myšlenkách a chmurně spokojená, i když se ostatnímu světu jevila jako dívka stižená příšernou náladou."
"found","find","Našla","najít","pf"," She had found a slender hazel branch and stripped it clean."," Našla si tenkou lískovou haluz a oloupala ji."
"protect","protect","chránit","chránit","impf"," And Cecilia, whom she ought to protect, she dared not go near."," A k Cecilii, kterou měla chránit, se neodváží přiblížit."
"avoid","avoid","vyhýbat","vyhýbat","impf"," Robbie, obviously, she should avoid for safety ’ s sake."," Robbiemu by se měla kvůli bezpečnosti vyhýbat, to je jasné."
"think","think","přemýšlet","přemýšlet","impf"," It would be impossible to think straight in her presence."," V její přítomnosti by se nedalo pořádně přemýšlet."
"stay","stay","Zůstane","zůstat","pf"," She would stay close and look after them."," Zůstane jim nablízku a bude na ně dohlížet."
"look","look","dohlížet","dohlížet","impf"," She would stay close and look after them."," Zůstane jim nablízku a bude na ně dohlížet."
"started","start","začínaly","začínat","impf"," These summer dinners always started so late – it was past ten o ’ clock – and the boys would be tired."," Tyhle letní večeře vždycky začínaly tak pozdě - bylo po desáté - a kluci budou unavení."
"dreamed","dream","Snil","snít","impf"," He dreamed of it in the way other soldiers dreamed of their hearths or allotments or old civilian jobs."," Snil o tom, tak jako ostatní vojáci snili o svých domácích krbech, nebo pozemcích nebo civilních zaměstnáních."
"dreamed","dream","Snil","snít","impf"," He dreamed of it in the way other soldiers dreamed of their hearths or allotments or old civilian jobs."," Snil o tom, tak jako ostatní vojáci snili o svých domácích krbech, nebo pozemcích nebo civilních zaměstnáních."
"dreamed","dream","snili","snít","impf"," He dreamed of it in the way other soldiers dreamed of their hearths or allotments or old civilian jobs."," Snil o tom, tak jako ostatní vojáci snili o svých domácích krbech, nebo pozemcích nebo civilních zaměstnáních."
"dreamed","dream","snili","snít","impf"," He dreamed of it in the way other soldiers dreamed of their hearths or allotments or old civilian jobs."," Snil o tom, tak jako ostatní vojáci snili o svých domácích krbech, nebo pozemcích nebo civilních zaměstnáních."
"cleared","clear","očištěno","očistit","pf"," Let his name be cleared, then let everyone else adjust their thinking."," Nechť je jeho jméno očištěno a pak ať se s tím všichni v myšlenkách vypořádají."
"do","do","udělat","udělat","pf"," He had put in time, now they must do the work."," On do toho vložil čas, práci musejí udělat oni."
"Find","find","Vyhledat","vyhledat","pf"," Find Cecilia and love her, marry her, and live without shame."," Vyhledat Cecilii, milovat ji, oženit se s ní a žít beze studu."
