"glanced","glance","pohlédl","pohlédnout","pf"," Harry glanced at Hermione, who looked very frightened but nodded."," Harry pohlédl na Hermionu, která se tvářila vylekaně, přesto však přikývla."
"paid","pay","zaplatil","zaplatit","pf"," After a while, Stan remembered that Harry had paid for hot chocolate, but poured it all over Harry 's pillow when the bus moved abruptly from Anglesea to Aberdeen."," Po chvíli si Stan vzpomněl, že si Harry zaplatil horkou čokoládu, většinu mu jí však vybryndal na polštář, když autobus nečekaně poskočil z Anglesea do Aberdeenu."
"reading","read","četl","číst","impf"," Stan had unfurled a copy of the Daily Prophet and was now reading with his tongue between his teeth."," Stan si rozložil Denního věštce a četl si v něm s jazykem vystrčeným mezi zuby."
"forgetting","forget","zapomněl","zapomenout","pf"," "" That man! "" Harry said, forgetting his troubles for a moment."," "" Ten chlap! "" vyhrkl Harry a na okamžik zapomněl na vlastní potíže."
"nodding","nod","přikývl","přikývnout","pf"," "" Sirius Black, "" he said, nodding."," "" Sirius Black, "" přikývl."
"said","say","nepovídej","povídat","impf"," "" Imagine that, "" said Professor McGonagall dryly."," "" Ale nepovídej, "" utrousila suše profesorka McGonagallová."
"doubt","doubt","Pochybuji","pochybovat","impf"," "" I doubt, "" said Dumbledore, in a cheerful but slightly raised voice, which put an end to Professor McGonagall and Professor Trelawney 's conversation, "" that Professor Lupin is in any immediate danger."," "" Pochybuji, "" ozval se Brumbál společenským, avšak lehce zvýšeným hlasem, čímž účinně ukončil slovní přestřelku mezi oběma profesorkami, "" že by profesoru Lupinovi hrozilo nějaké bezprostřední nebezpečí."
"done","do","udělal","udělat","pf"," "" He 's done more'n enough fer me already, "" groaned Hagrid."," "" Ten už toho pro mě udělal víc než dost, "" zamumlal Hagrid."
"add","add","dodat","dodat","pf"," I might add that werewolves are so mistrusted by most of our kind that his support will count for very little -- and the fact that he and Sirius are old friends -- """," A chtěl bych ještě dodat, že pro většinu z nás jsou vlkodlaci tvorové natolik nedůvěryhodní, že by Lupinovo svědectví stejně nic neznamenalo - a krom toho skutečnost, že on a Sirius jsou staří kamarádi ... """
"count","count","neznamenalo","znamenat","impf"," I might add that werewolves are so mistrusted by most of our kind that his support will count for very little -- and the fact that he and Sirius are old friends -- """," A chtěl bych ještě dodat, že pro většinu z nás jsou vlkodlaci tvorové natolik nedůvěryhodní, že by Lupinovo svědectví stejně nic neznamenalo - a krom toho skutečnost, že on a Sirius jsou staří kamarádi ... """
"wanted","want","přál","přát","impf"," For the first time in his life, he wanted his wand back in his hand, not to defend himself, but to attack ... to kill."," Poprvé v životě se mu stalo, že si přál mít v ruce svou hůlku ne proto, aby se mohl bránit, ale proto, aby mohl zaútočit ... aby mohl zabít."
"defend","defend","bránit","bránit","impf"," For the first time in his life, he wanted his wand back in his hand, not to defend himself, but to attack ... to kill."," Poprvé v životě se mu stalo, že si přál mít v ruce svou hůlku ne proto, aby se mohl bránit, ale proto, aby mohl zaútočit ... aby mohl zabít."
"attack","attack","zaútočit","zaútočit","pf"," For the first time in his life, he wanted his wand back in his hand, not to defend himself, but to attack ... to kill."," Poprvé v životě se mu stalo, že si přál mít v ruce svou hůlku ne proto, aby se mohl bránit, ale proto, aby mohl zaútočit ... aby mohl zabít."
"kill","kill","zabít","zabít","pf"," For the first time in his life, he wanted his wand back in his hand, not to defend himself, but to attack ... to kill."," Poprvé v životě se mu stalo, že si přál mít v ruce svou hůlku ne proto, aby se mohl bránit, ale proto, aby mohl zaútočit ... aby mohl zabít."
"doing","do","dělá","dělat","impf"," Without knowing what he was doing, he started forward, but there was a sudden movement on either side of him and two pairs of hands grabbed him and held him back ..."," Aniž by si uvědomoval, co dělá, pokročil kupředu, vtom však zaznamenal pohyb z obou stran a dva páry rukou ho popadly a zadržely."
"grabbed","grab","popadly","popadnout","pf"," Without knowing what he was doing, he started forward, but there was a sudden movement on either side of him and two pairs of hands grabbed him and held him back ..."," Aniž by si uvědomoval, co dělá, pokročil kupředu, vtom však zaznamenal pohyb z obou stran a dva páry rukou ho popadly a zadržely."
"held","hold","zadržely","zadržet","pf"," Without knowing what he was doing, he started forward, but there was a sudden movement on either side of him and two pairs of hands grabbed him and held him back ..."," Aniž by si uvědomoval, co dělá, pokročil kupředu, vtom však zaznamenal pohyb z obou stran a dva páry rukou ho popadly a zadržely."
"remained","remain","Zůstávalo","zůstávat","impf"," The fact remained, however, that it had now appeared twice, and both appearances had been followed by near-fatal accidents;"," Zůstávalo však holým faktem, že se mu Smrtonoš zjevil už dvakrát a že pokaždé následovala téměř smrtelná nehoda."
"followed","follow","následovala","následovat","impf"," The fact remained, however, that it had now appeared twice, and both appearances had been followed by near-fatal accidents;"," Zůstávalo však holým faktem, že se mu Smrtonoš zjevil už dvakrát a že pokaždé následovala téměř smrtelná nehoda."
"haunt","haunt","strašit","strašit","impf"," Was the Grim going to haunt him until he actually died?"," Bude ho snad Smrtonoš strašit tak dlouho, dokud doopravdy nezemře?"
"going","go","nezemře","zemřít","pf"," Was the Grim going to haunt him until he actually died?"," Bude ho snad Smrtonoš strašit tak dlouho, dokud doopravdy nezemře?"
"died","die","nezemře","zemřít","pf"," Was the Grim going to haunt him until he actually died?"," Bude ho snad Smrtonoš strašit tak dlouho, dokud doopravdy nezemře?"
"spend","spend","Stráví","strávit","pf"," Was he going to spend the rest of his life looking over his shoulder for the beast?"," Stráví zbytek života tím, že se bude neustále ohlížet přes rameno, jestli tu obludu někde nezahlédne?"
"thought","think","pomyslel","pomyslet","pf"," Harry felt sick and humiliated every time he thought of them."," Pokaždé, když na ně Harry pomyslel, zdvihl se mu žaludek hanbou."
"leapt","leap","vyskočil","vyskočit","pf"," Black leapt to his feet."," Black vyskočil na nohy."
"received","receive","dostal","dostat","pf"," Harry felt as though he 'd received a huge electric shock."," Harry sebou trhl, jako by dostal silný elektrický šok."
"found","find","našel","najít","pf"," "" I found this at the base of the Whomping Willow, "" said Snape, throwing the cloak aside, careful to keep this wand pointing directly at Lupin 's chest."," "" Tohle jsem našel u kmene Vrby mlátičky, "" oznámil Snape, odhodil plášť stranou a byl na pozoru, aby svou hůlkou nepřestal mířit Lupinovi na hruď."
"pointing","point","mířit","mířit","impf"," "" I found this at the base of the Whomping Willow, "" said Snape, throwing the cloak aside, careful to keep this wand pointing directly at Lupin 's chest."," "" Tohle jsem našel u kmene Vrby mlátičky, "" oznámil Snape, odhodil plášť stranou a byl na pozoru, aby svou hůlkou nepřestal mířit Lupinovi na hruď."
"found","find","ocitli","ocitnout","pf"," However, Hagrid strolled off around the edge of the trees, and five minutes later, they found themselves outside a kind of paddock."," Hagrid však pomalu prošel podél jakéhosi stromořadí a o pět minut později se ocitli v něčem, co na první pohled vypadalo jako výběh pro koně."
"called","call","zavolal","zavolat","pf"," "" Everyone gather ' round the fence here! "" he called."," "" A teď se hezky rozestavte kolem toho hrazení! "" zavolal Hagrid."
"stop","stop","přestali","přestat","pf"," Harry, Ron, and Hermione were the last to stop clapping, and as Professor Dumbledore started speaking again, they saw that Hagrid was wiping his eyes on the tablecloth."," Harry, Ron a Hermiona přestali tleskat jako poslední, a když se profesor Brumbál znovu ujal slova, viděli, že si Hagrid otírá oči do ubrusu."
"clapping","clap","tleskat","tleskat","impf"," Harry, Ron, and Hermione were the last to stop clapping, and as Professor Dumbledore started speaking again, they saw that Hagrid was wiping his eyes on the tablecloth."," Harry, Ron a Hermiona přestali tleskat jako poslední, a když se profesor Brumbál znovu ujal slova, viděli, že si Hagrid otírá oči do ubrusu."
"saw","see","viděli","vidět","impf"," Harry, Ron, and Hermione were the last to stop clapping, and as Professor Dumbledore started speaking again, they saw that Hagrid was wiping his eyes on the tablecloth."," Harry, Ron a Hermiona přestali tleskat jako poslední, a když se profesor Brumbál znovu ujal slova, viděli, že si Hagrid otírá oči do ubrusu."
"wiping","wipe","otírá","otírat","impf"," Harry, Ron, and Hermione were the last to stop clapping, and as Professor Dumbledore started speaking again, they saw that Hagrid was wiping his eyes on the tablecloth."," Harry, Ron a Hermiona přestali tleskat jako poslední, a když se profesor Brumbál znovu ujal slova, viděli, že si Hagrid otírá oči do ubrusu."
"think","think","myslím","myslet","impf"," "" Well, I think that 's everything of importance, "" said Dumbledore."," "" No, myslím, že jsem na nic důležitého nezapomněl, "" končil Brumbál."
"begin","begin","začít","začít","pf"," "" Let the feast begin! """," "" Hostina může začít. """
"filled","fill","zaplnily","zaplnit","pf"," The golden plates and goblets before them filled suddenly with food and drink."," Zlaté talíře a poháry před nimi se náhle zaplnily jídlem a pitím."
"reach","reach","dosáhl","dosáhnout","pf"," Harry, suddenly ravenous, helped himself to everything he could reach and began to eat."," Harry, který si najednou uvědomil, že má hlad jako vlk, si naložil ode všeho, na co dosáhl, a pustil se do jídla."
"shut","shut","zavřela","zavřít","pf"," Madam Pomfrey shut the door behind them, looking disapproving."," Madame Pomfreyová za nimi s nesouhlasným pohledem zavřela dveře."
"seen","see","neviděla","vidět","impf"," "" I 've never seen him like that before."," "" Ještě nikdy jsem ho neviděla takhle zuřit."
"fell","fall","padal","padat","impf"," He ran onto the field as you fell, waved his wand, and you sort of slowed down before you hit the ground."," Když jsi padal dolů, vyběhl na hřiště, zamával hůlkou a ty jako bys najednou zpomalil, než jsi dopadl na zem."
"waved","wave","zamával","zamávat","pf"," He ran onto the field as you fell, waved his wand, and you sort of slowed down before you hit the ground."," Když jsi padal dolů, vyběhl na hřiště, zamával hůlkou a ty jako bys najednou zpomalil, než jsi dopadl na zem."
"slowed","slow","zpomalil","zpomalit","pf"," He ran onto the field as you fell, waved his wand, and you sort of slowed down before you hit the ground."," Když jsi padal dolů, vyběhl na hřiště, zamával hůlkou a ty jako bys najednou zpomalil, než jsi dopadl na zem."
"fell","fall","dopadl","dopadnout","pf"," He ran onto the field as you fell, waved his wand, and you sort of slowed down before you hit the ground."," Když jsi padal dolů, vyběhl na hřiště, zamával hůlkou a ty jako bys najednou zpomalil, než jsi dopadl na zem."
"Shot","shoot","Vystřelila","vystřelit","pf"," Shot silver stuff at them."," Vystřelila z ní proti nim nějaká stříbrná mlha."
"left","leave","opustili","opustit","pf"," They left the stadium right away ..."," Okamžitě opustili stadion ..."
"want","want","chci","chtít","impf"," "" There 's no need to look so worried -- I just want a word in my office, "" she told them."," "" Nemusíte se tvářit tak ustaraně, chci jen, abyste zašli na pár slov do mé pracovny, "" uklidňovala je."
"sit","sit","posadili","posadit","pf"," Once they were in her office, a small room with a large, welcoming fire, Professor McGonagall motioned Harry and Hermione to sit down."," Když dorazili do její pracovny, malé místnůstky, v níž plál velký přívětivý oheň, pokynula profesorka McGonagallová Harrymu a Hermioně, aby se posadili."
"tell","tell","Povíme","povědět","pf"," "" We 'll tell them what really happened -- """," "" Povíme jim, jak to doopravdy bylo ... """
"kill","kill","zabít","zabít","pf"," "" They ca n't kill him -- """," "" Nesmějí ho přece zabít ... """
"watched","watch","sledoval","sledovat","impf"," Harry watched the Hermione in the pumpkin patch throw the Invisibility Cloak over him and Ron."," Harry sledoval, jak Hermiona přes něj a přes Rona přehazuje neviditelný plášť u záhonu s dýněmi."
"arrived","arrive","dorazila","dorazit","pf"," The execution party had arrived."," Popravčí četa dorazila."
"shows","show","ukazuje","ukazovat","impf"," Your father is alive in you, Harry, and shows himself most plainly when you have need of him."," Tvůj otec žije v tobě, Harry, a nejzřetelněji se ti ukazuje pokaždé, když ho potřebuješ."
"took","take","trvalo","trvat","impf"," It took a moment for Harry to realize what Dumblefore had said."," Chvíli trvalo, než Harrymu došlo, co mu Brumbál říká."
"said","say","říká","říkat","impf"," It took a moment for Harry to realize what Dumblefore had said."," Chvíli trvalo, než Harrymu došlo, co mu Brumbál říká."
"told","tell","vyprávěl","vyprávět","impf"," Last night Sirius told me all about how they became Animagi, "" said Dumbledore, smiling."," "" Sirius mi včera večer podrobně vyprávěl, jak se z nich ze všech stali zvěromágové, "" pokračoval s úsměvem Brumbál."
"yelled","yell","vykřikl","vykřiknout","pf"," "" Expelliarmus! "" Harry yelled, pointing his own wand at Pettigrew;"," "" Expelliarmus! "" vykřikl Harry a namířil na Pettigrewa svou hůlkou."
"pointing","point","namířil","namířit","pf"," "" Expelliarmus! "" Harry yelled, pointing his own wand at Pettigrew;"," "" Expelliarmus! "" vykřikl Harry a namířil na Pettigrewa svou hůlkou."
"Stay","stay","Zůstaň","zůstat","pf"," "" Stay where you are! "" Harry shouted, running forward."," "" Zůstaň, kde jsi! "" zařval Harry a rozběhl se kupředu."
"transformed","transform","proměnil","proměnit","pf"," Pettigrew had transformed."," Pettigrew už se proměnil."
"saw","see","viděl","vidět","impf"," Harry saw his bald tail whip through the manacle on Ron 's outstretched arm and heard a scurrying through the grass."," Harry viděl, jak se holý krysí ocas prosmekl poutem na Ronově natažené paži, a slyšel Prašivku kvapně odšustit trávou."
"heard","hear","slyšel","slyšet","impf"," Harry saw his bald tail whip through the manacle on Ron 's outstretched arm and heard a scurrying through the grass."," Harry viděl, jak se holý krysí ocas prosmekl poutem na Ronově natažené paži, a slyšel Prašivku kvapně odšustit trávou."
"helping","help","pomáhat","pomáhat","impf"," I shall move among you, helping and instructing."," Já budu procházet mezi vámi, pomáhat vám a radit."
"come","come","půjdu","jít","impf"," "" I 'll come with you! "" said Neville brightly."," "" Tak to já půjdu s tebou! "" zaradoval se Neville."
"need","need","musíte","muset","impf"," "" You need to sign too. """," "" Vy to také musíte podepsat. """
"sign","sign","podepsat","podepsat","pf"," "" You need to sign too. """," "" Vy to také musíte podepsat. """
"let","let","nechal","nechat","pf"," Harry let the Snitch go again, gave it a minute 's head start, then tore after it, weaving in and out of the others;"," Harry nechal Zlatonku letět, poskytl jí asi minutový náskok, než za ní znovu bleskově vystartoval a proplétal se sem a tam mezi ostatními."
"gave","give","poskytl","poskytnout","pf"," Harry let the Snitch go again, gave it a minute 's head start, then tore after it, weaving in and out of the others;"," Harry nechal Zlatonku letět, poskytl jí asi minutový náskok, než za ní znovu bleskově vystartoval a proplétal se sem a tam mezi ostatními."
"spotted","spot","Zpozoroval","zpozorovat","pf"," he spotted it lurking near Katie Bell 's knee, looped her easily, and caught it again."," Zpozoroval, že se schovává nedaleko kolena Katie Bellové, lehce opsal ladnou smyčku a opět ji chytil."
"caught","catch","chytil","chytit","pf"," he spotted it lurking near Katie Bell 's knee, looped her easily, and caught it again."," Zpozoroval, že se schovává nedaleko kolena Katie Bellové, lehce opsal ladnou smyčku a opět ji chytil."
"read","read","četla","číst","impf"," Hermione seemed to read his mind."," Hermiona jako by mu četla myšlenky."
"go","go","jet","jet","impf"," "" Harry, I 'm sure you 'll be able to go next time, "" she said."," "" No tak, Harry, příště určitě budeš smět jet taky, "" konejšila ho."
"lying","lie","Ležel","ležet","impf"," He was lying flat on his back on the floor."," Ležel na podlaze na zádech."
"ask","ask","ptát","ptát","impf"," He did n't have to ask what had happened."," Ani se nepotřeboval ptát, co se stalo."
"sitting","sit","posadil","posadit","pf"," "" Sorry, "" he muttered, sitting up and feeling cold sweat trickling down behind his glasses."," "" Omlouvám se, "" zahuhlal, posadil se a cítil, jak mu zpod brýlí stéká po tvářích chladný pot."
"feeling","feel","cítil","cítit","impf"," "" Sorry, "" he muttered, sitting up and feeling cold sweat trickling down behind his glasses."," "" Omlouvám se, "" zahuhlal, posadil se a cítil, jak mu zpod brýlí stéká po tvářích chladný pot."
"trickling","trickle","stéká","stékat","impf"," "" Sorry, "" he muttered, sitting up and feeling cold sweat trickling down behind his glasses."," "" Omlouvám se, "" zahuhlal, posadil se a cítil, jak mu zpod brýlí stéká po tvářích chladný pot."
"pulled","pull","vytáhl","vytáhnout","pf"," Harry pulled himself up on one of the desks and leaned against it."," Harry se chytil lavice, vytáhl se na nohy a opřel se o ni."
"leaned","lean","opřel","opřít","pf"," Harry pulled himself up on one of the desks and leaned against it."," Harry se chytil lavice, vytáhl se na nohy a opřel se o ni."
"glared","glare","zíral","zírat","impf"," Harry glared at Snape;"," Harry na Snapea zlostně zíral."
"doing","do","dělal","dělat","impf"," it was bad enough that he bullied Neville in his own classes, let alone doing it in front of other teachers."," Už tak bylo dost podlé, když Nevilla sekýroval ve svých hodinách, natož pak když to dělal před ostatními učiteli."
"raised","raise","zdvihl","zdvihnout","pf"," Professor Lupin had raised his eyebrows."," Profesor Lupin zdvihl obočí."
"hoping","hope","Doufal","doufat","impf"," "" I was hoping that Neville would assist me with the first stage of the operation, "" he said, "" and I am sure he will perform it admirably. """," "" Doufal jsem, že právě Neville bude mým asistentem v první fázi našeho cvičení, "" prohlásil, "" a jsem přesvědčen, že to zvládne naprosto dokonale. """
"said","say","prohlásil","prohlásit","pf"," "" I was hoping that Neville would assist me with the first stage of the operation, "" he said, "" and I am sure he will perform it admirably. """," "" Doufal jsem, že právě Neville bude mým asistentem v první fázi našeho cvičení, "" prohlásil, "" a jsem přesvědčen, že to zvládne naprosto dokonale. """
"recognized","recognize","poznal","poznat","pf"," Harry recognized the unconscious owl at once -- his name was Errol, and he belonged to the Weasley family."," Harry bezvědomou sovu ihned poznal - jmenovala se Errol a patřila rodině Weasleyových."
"Fell","fall","Upadl","upadnout","pf"," "" Fell over, "" said Harry."," "" Upadl jsem, "" vysvětloval Harry."
"met","meet","potkali","potkat","pf"," Draco Malfoy and Harry had been enemies ever since they had met on their very first train journey to Hogwarts."," Draco Malfoy a Harry se nesnášeli od té doby, kdy se potkali při své úplně první cestě vlakem do Bradavic."
"played","play","hrál","hrát","impf"," he played Seeker on the Slytherin Quidditch team, the same position that Harry played on the Gryffindor team."," Ve zmijozelském famfrpálovém mužstvu hrál na postu chytače, tedy na stejném, na jakém hrál Harry v mužstvu Nebelvíru."
"played","play","hrál","hrát","impf"," he played Seeker on the Slytherin Quidditch team, the same position that Harry played on the Gryffindor team."," Ve zmijozelském famfrpálovém mužstvu hrál na postu chytače, tedy na stejném, na jakém hrál Harry v mužstvu Nebelvíru."
"played","play","hrál","hrát","impf"," he played Seeker on the Slytherin Quidditch team, the same position that Harry played on the Gryffindor team."," Ve zmijozelském famfrpálovém mužstvu hrál na postu chytače, tedy na stejném, na jakém hrál Harry v mužstvu Nebelvíru."
"played","play","hrál","hrát","impf"," he played Seeker on the Slytherin Quidditch team, the same position that Harry played on the Gryffindor team."," Ve zmijozelském famfrpálovém mužstvu hrál na postu chytače, tedy na stejném, na jakém hrál Harry v mužstvu Nebelvíru."
"do","do","dělat","dělat","impf"," Crabbe and Goyle seemed to exist to do Malfoy 's bidding."," Jediným důvodem Crabbeho a Goylovy existence bylo zřejmě dělat Malfoyovi poskoky."
"hear","hear","slyšeli","slyšet","impf"," he was definitely alive, they could hear him breathing, but he did n't seem to recognize them."," Nepochybně byl naživu, protože ho slyšeli dýchat, zdálo se však, že je nepoznává."
"seem","seem","zdálo","zdát","impf"," he was definitely alive, they could hear him breathing, but he did n't seem to recognize them."," Nepochybně byl naživu, protože ho slyšeli dýchat, zdálo se však, že je nepoznává."
"get","get","dopravíme","dopravit","pf"," "" We 'd better get them up to the castle and tell someone, "" said Harry, pushing his hair out of his eyes, trying to think straight."," "" Asi uděláme nejlíp, když je dopravíme do hradu a někomu o tom všem povíme, "" usoudil Harry, odhrnul si vlasy z očí a pokoušel se normálně uvažovat."
"tell","tell","povíme","povědět","pf"," "" We 'd better get them up to the castle and tell someone, "" said Harry, pushing his hair out of his eyes, trying to think straight."," "" Asi uděláme nejlíp, když je dopravíme do hradu a někomu o tom všem povíme, "" usoudil Harry, odhrnul si vlasy z očí a pokoušel se normálně uvažovat."
"said","say","povíme","povědět","pf"," "" We 'd better get them up to the castle and tell someone, "" said Harry, pushing his hair out of his eyes, trying to think straight."," "" Asi uděláme nejlíp, když je dopravíme do hradu a někomu o tom všem povíme, "" usoudil Harry, odhrnul si vlasy z očí a pokoušel se normálně uvažovat."
"trying","try","pokoušel","pokoušet","impf"," "" We 'd better get them up to the castle and tell someone, "" said Harry, pushing his hair out of his eyes, trying to think straight."," "" Asi uděláme nejlíp, když je dopravíme do hradu a někomu o tom všem povíme, "" usoudil Harry, odhrnul si vlasy z očí a pokoušel se normálně uvažovat."
"think","think","uvažovat","uvažovat","impf"," "" We 'd better get them up to the castle and tell someone, "" said Harry, pushing his hair out of his eyes, trying to think straight."," "" Asi uděláme nejlíp, když je dopravíme do hradu a někomu o tom všem povíme, "" usoudil Harry, odhrnul si vlasy z očí a pokoušel se normálně uvažovat."
"Come","come","Pojď","jít","impf"," "" Come -- """," "" Pojď ... """
"examined","examine","prohlédla","prohlédnout","pf"," She examined it carefully from handle to twig-ends."," Pozorně si koště prohlédla od násady až po konečky posledních proutků."
"said","say","odpověděl","odpovědět","pf"," "" No, "" said Harry blankly."," "" Ne, "" odpověděl dutě Harry."
"telling","tell","říkám","říkat","impf"," And I am telling you all to turn to page 394. """," A říkám vám všem, abyste si nalistovali stranu tři sta devadesát čtyři. """
"opened","open","otevřeli","otevřít","pf"," With many bitter sidelong looks and some sullen muttering, the class opened their books."," Nebelvírští si otevřeli učebnice s mnoha zahořklými kradmými pohledy stranou a s tichým vzdorovitým mumláním."
"tell","tell","povědět","povědět","pf"," "" Which of you can tell me how we distinguish between the werewolf and the true wolf? "" said Snape."," "" Kdo z vás mi dokáže povědět, jak odlišíme vlkodlaka od pravého vlka? "" otázal se Snape."
"said","say","povědět","povědět","pf"," "" Which of you can tell me how we distinguish between the werewolf and the true wolf? "" said Snape."," "" Kdo z vás mi dokáže povědět, jak odlišíme vlkodlaka od pravého vlka? "" otázal se Snape."
"distinguish","distinguish","odlišíme","odlišit","pf"," "" Which of you can tell me how we distinguish between the werewolf and the true wolf? "" said Snape."," "" Kdo z vás mi dokáže povědět, jak odlišíme vlkodlaka od pravého vlka? "" otázal se Snape."
"stopped","stop","ustal","ustat","pf"," The screaming had stopped, the cold was ebbing away ..."," Nářek ustal a chlad se stahoval zpět ..."
"circling","circle","Kroužilo","kroužit","impf"," It was circling around him and Black and Hermione ..."," Kroužilo to kolem něj, Siriuse a Hermiony.."
"leaving","leave","odcházeli","odcházet","impf"," They were leaving ..."," Chrčivé a mlaskavé zvuky pomalu utichaly, mozkomorové odcházeli ..."
"raised","raise","zvedl","zvednout","pf"," With every ounce of strength he could muster, Harry raised his head a few inches and saw an animal amid the light, galloping away across the lake ..."," Z posledních sil, jež v sobě zburcoval, zvedl Harry malinko hlavu nad zem a uprostřed světla spatřil jakési zvíře, jež od něj cválalo po hladině jezera pryč."
"saw","see","spatřil","spatřit","pf"," With every ounce of strength he could muster, Harry raised his head a few inches and saw an animal amid the light, galloping away across the lake ..."," Z posledních sil, jež v sobě zburcoval, zvedl Harry malinko hlavu nad zem a uprostřed světla spatřil jakési zvíře, jež od něj cválalo po hladině jezera pryč."
"sat","sit","posadil","posadit","pf"," Harry sat down between Dudley and Uncle Vernon, a large, beefy man with very little neck and a lot of mustache."," Harry se posadil mezi Dudleyho a strýce Vernona, tělnatého hromotluka téměř bez krku a s mohutným knírem."
"lifted","lift","zdvihl","zdvihnout","pf"," Hermione ran to hold open the gate as Hagrid lifted Malfoy easily."," Hermiona se vyřítila otevřít branku, zatímco Hagrid si lehce zdvihl Malfoye do náruče."
"followed","follow","následovala","následovat","impf"," Very shaken, the Care of Magical Creatures class followed at a walk."," Pomalou chůzí je z hodiny péče o kouzelné tvory následovala celá otřesená třída."
"said","say","prohlásila","prohlásit","pf"," "" They should fire him straight away! "" said Pansy Parkinson, who was in tears."," "" Měl by okamžitě dostat padáka! "" prohlásila Pansy Parkinsonová s obličejem plným slz."
"turned","turn","obrátil","obrátit","pf"," Lupin let go of Black and turned to her."," Lupin pustil Blacka a obrátil se k ní."
"raised","raise","Zvedla","zvednout","pf"," She had raised herself off the floor and was pointing at Lupin, wild-eyed."," Zvedla se právě z podlahy a s vykulenýma očima na něho ukazovala prstem."
"pointing","point","ukazovala","ukazovat","impf"," She had raised herself off the floor and was pointing at Lupin, wild-eyed."," Zvedla se právě z podlahy a s vykulenýma očima na něho ukazovala prstem."
"felt","feel","nepocítil","pocítit","pf"," Rage such as he had not felt since his last night in Privet Drive was coursing through him."," Lomcoval s ním tak silný vztek, jaký nepocítil od svého posledního večera v Zobí ulici."
"say","say","řekl","říci","pf"," "" What did you say to me, Potter? """," "" Co jsi to řekl, Pottere? """
"told","tell","Říkal","říkat","impf"," "" I told you to shut up about my dad! "" Harry yelled."," "" Říkal jsem, abyste si nebral do huby mého tátu! "" zařval Harry."
"saved","save","Zachránil","zachránit","pf"," He saved your life!"," Zachránil vám život!"
"told","tell","pověděl","povědět","pf"," Dumbledore told me!"," Brumbál mi to pověděl!"
"want","want","nechci","chtít","impf"," "" But -- I do n't want the boggart to turn into her either. """," "" Ale - aby se bubák proměnil v ni, to taky nechci. """
"smiling","smile","usmíval","usmívat","impf"," "" No, no, you misunderstand me, "" said Professor Lupin, now smiling."," "" Ne, ne, ty mi nerozumíš, "" uklidňoval ho profesor Lupin, který se teď už nepokrytě usmíval."
"wears","wear","nosí","nosit","impf"," "" I wonder, could you tell us what sort of clothes your grandmother usually wears? """," "" Jen bych rád věděl, jestli bys nám dokázal popsat, jaké šaty tvoje babička obvykle nosí. """
"smiling","smile","usmíval","usmívat","impf"," Uncle Vernon now came in, smiling jovially as he shut the door."," V tom okamžiku vešel dovnitř i strýc Vernon a žoviálně se usmíval, když za sebou zavíral dveře."
"shut","shut","zavíral","zavírat","impf"," Uncle Vernon now came in, smiling jovially as he shut the door."," V tom okamžiku vešel dovnitř i strýc Vernon a žoviálně se usmíval, když za sebou zavíral dveře."
"said","say","prohlásila","prohlásit","pf"," "" Ripper can have some tea out of my saucer, "" said Aunt Marge as they all proceeded into the kitchen, leaving Harry alone in the hall with the suitcase."," "" Raťafákovi bude stačit trocha čaje z mého podšálku, "" prohlásila teta Marge, když se všichni nahrnuli do kuchyně a Harryho nechali v předsíni s jejím kufrem."
"leaving","leave","nechali","nechat","pf"," "" Ripper can have some tea out of my saucer, "" said Aunt Marge as they all proceeded into the kitchen, leaving Harry alone in the hall with the suitcase."," "" Raťafákovi bude stačit trocha čaje z mého podšálku, "" prohlásila teta Marge, když se všichni nahrnuli do kuchyně a Harryho nechali v předsíni s jejím kufrem."
"complaining","complain","nestěžoval","stěžovat","impf"," But Harry was n't complaining;"," Harry si ale nestěžoval;"
"waved","wave","Zamávali","zamávat","pf"," They waved at him, but had no chance to speak to him because the mass of people around them was shunting them away along the platform."," Zamávali mu, neměli však šanci s ním promluvit, protože je ta spousta dětí namačkaných kolem unášela po nástupišti opačným směrem."
"speak","speak","promluvit","promluvit","pf"," They waved at him, but had no chance to speak to him because the mass of people around them was shunting them away along the platform."," Zamávali mu, neměli však šanci s ním promluvit, protože je ta spousta dětí namačkaných kolem unášela po nástupišti opačným směrem."
"do","do","neprovedl","provést","pf"," "" You do n't think Malfoy did something to her? "" Ron said anxiously as they hurried upstairs toward Gryffindor Tower."," "" Snad jí Malfoy něco neprovedl, co myslíš? "" zeptal se ustaraně Ron, když vybíhali po schodech k nebelvírské věži."
"did","do","neprovedl","provést","pf"," "" You do n't think Malfoy did something to her? "" Ron said anxiously as they hurried upstairs toward Gryffindor Tower."," "" Snad jí Malfoy něco neprovedl, co myslíš? "" zeptal se ustaraně Ron, když vybíhali po schodech k nebelvírské věži."
"think","think","myslíš","myslet","impf"," "" You do n't think Malfoy did something to her? "" Ron said anxiously as they hurried upstairs toward Gryffindor Tower."," "" Snad jí Malfoy něco neprovedl, co myslíš? "" zeptal se ustaraně Ron, když vybíhali po schodech k nebelvírské věži."
"passed","pass","Prošli","projít","pf"," They passed the security trolls, gave the Fat Lady the password ( "" Flibbertigibbet "" ), and scrambled through the portrait hole into the common room."," Prošli kolem bezpečnostních trollů, ohlásili se Buclaté dámě heslem Fimfárum a prolezli otvorem v podobizně do společenské místnosti."
