"offer","offer","nepodal","podat","pf"," LAM DIDN'T SAY HELLO or offer to shake hands."," Lam nepozdravil ani nám nepodal ruku."
"wants","want","chce","chtít","impf"," Wants everything settled, and if a case ca n't be settled, then he wants the trial as soon as possible."," Chce, aby se všechno řešilo dohodou, a když to nejde, chce, aby bylo přelíčení co nejdřív."
"pushed","push","stiskl","stisknout","pf"," He walked to the gates, pushed a button on a pole, and the door to the office shed opened."," Policista došel k bráně, stiskl tlačítko na sloupu a dveře vedoucí do kanceláře v budce se otevřely."
"opened","open","otevřely","otevřít","pf"," He walked to the gates, pushed a button on a pole, and the door to the office shed opened."," Policista došel k bráně, stiskl tlačítko na sloupu a dveře vedoucí do kanceláře v budce se otevřely."
"returned","return","vrátil","vrátit","pf"," Peeler returned to the car, slamming the door and shaking the water off his shoulders."," Peeler se vrátil do auta, zabouchl za sebou dveře, smetl si z ramen vodu a prohodil :"
"waiting","wait","Čeká","čekat","impf"," "" He 's waiting for you, "" he said."," "" Čeká na vás. """
"imagine","imagine","představovat","představovat","impf"," A helicopter hovered nearby, and I could only imagine what they were planning in the parking lot."," Někde poblíž hučel vrtulník a já si mohl jen představovat, co tak asi v tuhle chvíli na parkovišti vymýšlejí."
"negotiate","negotiate","vyjednávat","vyjednávat","impf"," He had no desire to talk to or negotiate with anyone."," Neměl touhu si s nikým povídat a nestál o to, s někým vyjednávat."
"makes","make","vydělává","vydělávat","impf"," "" Which of these guys makes the most money? "" he asked me."," "" Který z těch chlápků vydělává největší balík? "" zeptal se mě přímo."
"asked","ask","zeptal","zeptat","pf"," "" Which of these guys makes the most money? "" he asked me."," "" Který z těch chlápků vydělává největší balík? "" zeptal se mě přímo."
"found","find","našel","najít","pf"," Malamud was the only partner, and I shuffled the papers until I found his."," Malamud byl jediný společník firmy v místnosti, tak jsem se začal probírat papíry, až jsem našel jeho přiznání."
"persecute","persecute","pronásledovat","pronásledovat","impf"," The big cities have passed all sorts of laws designed to persecute those who live on the streets."," Velká města přijímají nařízení, jejichž smyslem je pronásledovat lidi, kteří žijí na ulici."
"sleep","sleep","spát","spát","impf"," Ca n't beg, ca n't sleep on a bench, ca n't camp under a bridge, ca n't store personal items in a public park, ca n't sit on a sidewalk, ca n't eat in public."," Nesmí se žebrat, nesmí se spát na lavičkách, nesmí se tábořit pod mostem, nesmějí se skladovat osobní předměty na veřejném prostranství, nesmí se sedět na chodníku, nesmí se jíst na veřejnosti."
"sit","sit","sedět","sedět","impf"," Ca n't beg, ca n't sleep on a bench, ca n't camp under a bridge, ca n't store personal items in a public park, ca n't sit on a sidewalk, ca n't eat in public."," Nesmí se žebrat, nesmí se spát na lavičkách, nesmí se tábořit pod mostem, nesmějí se skladovat osobní předměty na veřejném prostranství, nesmí se sedět na chodníku, nesmí se jíst na veřejnosti."
"eat","eat","jíst","jíst","impf"," Ca n't beg, ca n't sleep on a bench, ca n't camp under a bridge, ca n't store personal items in a public park, ca n't sit on a sidewalk, ca n't eat in public."," Nesmí se žebrat, nesmí se spát na lavičkách, nesmí se tábořit pod mostem, nesmějí se skladovat osobní předměty na veřejném prostranství, nesmí se sedět na chodníku, nesmí se jíst na veřejnosti."
"filled","fill","zaplnila","zaplnit","pf"," The hallway was suddenly filled with SWAT guys, all clad in fierce-looking helmets and thick vests, dozens of them crouching and reaching."," Chodba se náhle zaplnila chlapíky z přepadového oddílu, všichni měli na sobě výhružně vypadající přilby a silné vesty a pobíhalo jich sem a tam několik desítek."
"hurt","hurt","raněn","ranit","pf"," "" Are you hurt? "" they asked me."," "" Jste raněn? "" zeptali se mě."
"asked","ask","zeptali","zeptat","pf"," "" Are you hurt? "" they asked me."," "" Jste raněn? "" zeptali se mě."
"described","describe","označil","označit","pf"," There was blood on my face and shirt, and a sticky liquid that a doctor later described as cerebrospinal fluid."," Na obličeji i na košili jsem měl krev a nějakou lepkavou tekutinu, kterou lékař později označil za mozkomíšní mok."
"made","make","udělal","udělat","pf"," Mister made another trip to the window when we heard the helicopter again."," Opět se ozval vrtulník a Pán si udělal další vycházku k oknu."
"planning","plan","chystat","chystat","impf"," What type of invasion could they possibly be planning that would involve a helicopter?"," Jaký asi tak můžou chystat průlom, když k tomu potřebují helikoptéru?"
"stand","stand","vydržet","vydržet","pf"," He finally could n't stand it any longer."," Pak přišla chvíle, kdy už to skutečně nemohl dál vydržet."
"sit","sit","sedět","sedět","impf"," It was the middle of March, still cold, and we could sit by the fire and read books."," Byla polovina března, pořád ještě byla pěkná zima, a tak můžeme sedět u krbu a číst si."
"read","read","číst","číst","impf"," It was the middle of March, still cold, and we could sit by the fire and read books."," Byla polovina března, pořád ještě byla pěkná zima, a tak můžeme sedět u krbu a číst si."
"stressed","stress","zdůraznila","zdůraznit","pf"," She slightly stressed the part about three bedrooms, so there would be plenty of space for each of us to have privacy, without matters getting complicated."," Megan nepatrně zdůraznila skutečnost, že jsou tam tři ložnice, aby dala najevo, že je tam dost místa a každý bude mít svoje soukromí a všechno může probíhat hladce."
"scared","scare","vyděsil","vyděsit","pf"," A loud bang at the door scared the hell out of me."," Hlasitý úder na dveře mě k smrti vyděsil."
"coming","come","šli","jít","impf"," Were the street punks coming after me?"," Že by po mně šli pobudové z ulice?"
"see","see","uviděl","uvidět","pf"," Another knock as I moved toward the front, and I could see a figure trying to look through the bars and thick glass of the front door."," Ozvalo se další zabouchání, a tak jsem pokročil o pár kroků blíž ke vchodu a uviděl postavu, která se snažila podívat dovnitř přes mříže a tlusté sklo ve vstupních dveřích."
"trying","try","snažila","snažit","impf"," Another knock as I moved toward the front, and I could see a figure trying to look through the bars and thick glass of the front door."," Ozvalo se další zabouchání, a tak jsem pokročil o pár kroků blíž ke vchodu a uviděl postavu, která se snažila podívat dovnitř přes mříže a tlusté sklo ve vstupních dveřích."
"see","see","podívat","podívat","pf"," Another knock as I moved toward the front, and I could see a figure trying to look through the bars and thick glass of the front door."," Ozvalo se další zabouchání, a tak jsem pokročil o pár kroků blíž ke vchodu a uviděl postavu, která se snažila podívat dovnitř přes mříže a tlusté sklo ve vstupních dveřích."
"look","look","podívat","podívat","pf"," Another knock as I moved toward the front, and I could see a figure trying to look through the bars and thick glass of the front door."," Ozvalo se další zabouchání, a tak jsem pokročil o pár kroků blíž ke vchodu a uviděl postavu, která se snažila podívat dovnitř přes mříže a tlusté sklo ve vstupních dveřích."
"get","get","dostat","dostat","pf"," It was Barry Nuzzo, shivering and anxious to get to safety."," Byl to Barry Nuzzo, klepal se a toužil se dostat do bezpečí."
"lived","live","bydleli","bydlet","impf"," My parents lived on a golf course, in a new glass house designed so that every window overlooked a fairway."," Rodiče bydleli u golfového hřiště v proskleném domě navrženém tak, aby ze všech oken bylo vidět na trávník."
"called","call","zavolal","zavolat","pf"," I had called from the airport, so Mother was waiting with great anticipation when I arrived."," Z letiště jsem jim zavolal, takže když jsem přijel, matka mě s velikými nadějemi očekávala."
"arrived","arrive","přijel","přijet","pf"," I had called from the airport, so Mother was waiting with great anticipation when I arrived."," Z letiště jsem jim zavolal, takže když jsem přijel, matka mě s velikými nadějemi očekávala."
"waiting","wait","očekávala","očekávat","impf"," I had called from the airport, so Mother was waiting with great anticipation when I arrived."," Z letiště jsem jim zavolal, takže když jsem přijel, matka mě s velikými nadějemi očekávala."
"said","say","odpověděl","odpovědět","pf"," "" Yeah, "" he said, wiping his mouth."," "" Jo, "" odpověděl a utřel si ústa."
"wiping","wipe","utřel","utřít","pf"," "" Yeah, "" he said, wiping his mouth."," "" Jo, "" odpověděl a utřel si ústa."
"found","find","Našel","najít","pf"," He found the key in a locked drawer, and grabbed the money."," Našel v zásuvce se zámkem klíč a shrábl peníze."
"assume","assume","Předpokládám","předpokládat","impf"," "" I assume this is agreeable with you, Mr. Brock "" DeOrio said."," "" Předpokládám, že je to pro vás přijatelné, pane Brocku? "" obrátil se DeOrio na mě."
"filed","file","podala","podat","pf"," The next item is the matter of the ethics complaint filed by Drake & Sweeney against Michael Brock."," Dalším bodem je stížnost, kterou firma Drake & Sweeney podala na pana Brocka kvůli jeho neetickému jednání."
"call","call","Zavolám","zavolat","pf"," I 'll call you tomorrow. """," Zavolám ti zítra. """
"hung","hang","zavěsil","zavěsit","pf"," I hung up on her."," A zavěsil jsem."
"seen","see","viděl","vidět","impf"," The apartment was a place I had rarely seen in the light of day, and I could n't stand the thought of sitting by the fire and watching it snow."," Byt bylo místo, které jsem jen vzácně viděl za denního světla, a představa, že sedím u krbu a dívám se, jak padá sníh, pro mě byla nesnesitelná."
"sitting","sit","sedím","sedět","impf"," The apartment was a place I had rarely seen in the light of day, and I could n't stand the thought of sitting by the fire and watching it snow."," Byt bylo místo, které jsem jen vzácně viděl za denního světla, a představa, že sedím u krbu a dívám se, jak padá sníh, pro mě byla nesnesitelná."
"missed","miss","Chybělo","chybět","impf"," I missed my chair, my leather executive swivel that rocked and reclined and rolled at my command."," Chybělo mi mé křeslo, moje kožená, ředitelská houpačka, která se na můj povel točila, houpala a kývala."
"rocked","rock","houpala","houpat","impf"," I missed my chair, my leather executive swivel that rocked and reclined and rolled at my command."," Chybělo mi mé křeslo, moje kožená, ředitelská houpačka, která se na můj povel točila, houpala a kývala."
"rent","rent","pronajmout","pronajmout","pf"," My new one was a small step above a folding job you 'd rent for a wedding."," Moje nové křeslo bylo jen o krůček vyspělejší než skládací židle, kterou si člověk může pronajmout na svatbě."
"remembered","remember","vzpomněla","vzpomenout","pf"," A former prostitute remembered the beatings."," Jakási bývalá prostitutka si vzpomněla na dávný výprask, který od něj dostala."
"owned","own","vlastnil","vlastnit","impf"," He operated behind two corporations-TAG and Gantry Group - and through them he owned three used-car lots, two small shopping centers, an apartment building where two people had been shot to death, six rental duplexes, a bar where a woman had been raped, a video store, and numerous vacant lots he 'd purchased for almost nothing from the city."," Gantry stál za dvěma společnostmi - TAG a Gantry Group - a jejich prostřednictvím vlastnil tři autobazary, dvě menší nákupní střediska, činžovní dům, kde byli dva lidé zastřeleni, šest dvoupodlažních bytů k pronájmutí, bar, kde znásilnili nějakou ženu, videopůjčovnu a celou řadu prázdných pozemků, které získal od města prakticky zadarmo."
"shot","shoot","zastřeleni","zastřelit","pf"," He operated behind two corporations-TAG and Gantry Group - and through them he owned three used-car lots, two small shopping centers, an apartment building where two people had been shot to death, six rental duplexes, a bar where a woman had been raped, a video store, and numerous vacant lots he 'd purchased for almost nothing from the city."," Gantry stál za dvěma společnostmi - TAG a Gantry Group - a jejich prostřednictvím vlastnil tři autobazary, dvě menší nákupní střediska, činžovní dům, kde byli dva lidé zastřeleni, šest dvoupodlažních bytů k pronájmutí, bar, kde znásilnili nějakou ženu, videopůjčovnu a celou řadu prázdných pozemků, které získal od města prakticky zadarmo."
"raped","rape","znásilnili","znásilnit","pf"," He operated behind two corporations-TAG and Gantry Group - and through them he owned three used-car lots, two small shopping centers, an apartment building where two people had been shot to death, six rental duplexes, a bar where a woman had been raped, a video store, and numerous vacant lots he 'd purchased for almost nothing from the city."," Gantry stál za dvěma společnostmi - TAG a Gantry Group - a jejich prostřednictvím vlastnil tři autobazary, dvě menší nákupní střediska, činžovní dům, kde byli dva lidé zastřeleni, šest dvoupodlažních bytů k pronájmutí, bar, kde znásilnili nějakou ženu, videopůjčovnu a celou řadu prázdných pozemků, které získal od města prakticky zadarmo."
"purchased","purchase","získal","získat","pf"," He operated behind two corporations-TAG and Gantry Group - and through them he owned three used-car lots, two small shopping centers, an apartment building where two people had been shot to death, six rental duplexes, a bar where a woman had been raped, a video store, and numerous vacant lots he 'd purchased for almost nothing from the city."," Gantry stál za dvěma společnostmi - TAG a Gantry Group - a jejich prostřednictvím vlastnil tři autobazary, dvě menší nákupní střediska, činžovní dům, kde byli dva lidé zastřeleni, šest dvoupodlažních bytů k pronájmutí, bar, kde znásilnili nějakou ženu, videopůjčovnu a celou řadu prázdných pozemků, které získal od města prakticky zadarmo."
"talk","talk","mluvit","mluvit","impf"," Of the three defendants, Gantry was the only one willing to talk."," Z trojice obžalovaných byl Gantry jediný, kdo byl ochoten mluvit."
"sent","send","Poslali","poslat","pf"," "" They sent you, did n't they? """," "" Poslali tě, viď? """
"work","work","fungovat","fungovat","impf"," "" It wo n't work, Barry. """," "" Nebude to fungovat, Barry. """
"making","make","Dělat","dělat","impf"," "" There 's more to being a lawyer than billing hours and making money."," "" Dělat právníka znamená mnohem víc, než jen účtovat hodiny a vydělávat peníze."
"making","make","vydělávat","vydělávat","impf"," "" There 's more to being a lawyer than billing hours and making money."," "" Dělat právníka znamená mnohem víc, než jen účtovat hodiny a vydělávat peníze."
"passed","pass","ubíhal","ubíhat","impf"," Time passed and I began to panic."," Čas ubíhal a mě se začínala zmocňovat panika."
"began","begin","začínala","začínat","impf"," Time passed and I began to panic."," Čas ubíhal a mě se začínala zmocňovat panika."
"work","work","dělal","dělat","impf"," I have an offer to work for a public interest firm. """," Nabídli mi, abych dělal v jedné poradně poskytující služby ve veřejném zájmu. """
"want","want","chci","chtít","impf"," And I want out of here with as little trouble as possible. """," A chci odtud vypadnout s co nejmenšími obtížemi. """
"found","find","Našel","najít","pf"," "" I 've found a better deal than that. """," "" Našel jsem si lepší cíl. """
"saw","see","Uviděl","uvidět","pf"," I saw bars ahead; bars over windows and busy guards with guns."," Uviděl jsem před sebou mříže : mříže na oknech a pod nimi ostražité bachaře s puškami."
"think","think","Mám","mít","impf"," "" I think your lawyer 's working on it, "" Gasko said."," "" Mám pocit, že váš právník na tom zrovna dělá, "" odpověděl Gasko."
"working","work","dělá","dělat","impf"," "" I think your lawyer 's working on it, "" Gasko said."," "" Mám pocit, že váš právník na tom zrovna dělá, "" odpověděl Gasko."
"said","say","odpověděl","odpovědět","pf"," "" I think your lawyer 's working on it, "" Gasko said."," "" Mám pocit, že váš právník na tom zrovna dělá, "" odpověděl Gasko."
"gave","give","Předal","předat","pf"," He gave me to Sergeant Coffey, who pushed me against a wall, kicked my legs apart, and frisked me as if searching for a dime."," Předal mě seržantu Coffeymu, který mě přistrčil čelem ke zdi, kopnutím mi roztáhl nohy a důkladně mě prohmatal, jako by u mě hledal deseťák."
"searching","search","hledal","hledat","impf"," He gave me to Sergeant Coffey, who pushed me against a wall, kicked my legs apart, and frisked me as if searching for a dime."," Předal mě seržantu Coffeymu, který mě přistrčil čelem ke zdi, kopnutím mi roztáhl nohy a důkladně mě prohmatal, jako by u mě hledal deseťák."
"Finding","find","nenašel","najít","pf"," Finding none, he pointed and grunted at a metal detector, which I walked through, without offense."," Nic nenašel, tak jen zavrčel a ukázal na detektor kovů, kterým jsem prošel a nic se nestalo."
"pointed","point","ukázal","ukázat","pf"," Finding none, he pointed and grunted at a metal detector, which I walked through, without offense."," Nic nenašel, tak jen zavrčel a ukázal na detektor kovů, kterým jsem prošel a nic se nestalo."
"build","build","vytvořím","vytvořit","pf"," I would build a fired-raising machine so that we could lawyer on the same field as anyone."," Já vytvořím mechanismus na sbírání peněz, abychom mohli mít specializované právníky na různé oblasti jako kdokoliv jiný."
"fill","fill","zaplníme","zaplnit","pf"," We would expand, even knock the boards off the windows upstairs and fill the place with talented advocates."," Budeme se zvětšovat, nakonec jednou strháme prkna z oken nahoře a zaplníme budovu schopnými právníky."
"protected","protect","chránili","chránit","impf"," The rights of the homeless would be protected, as long as they could find us."," Dokud tu jsme, je třeba, abychom chránili práva bezdomovců."
"heard","hear","slyšet","slyšet","impf"," And their voices would be heard through ours."," A jejich hlas bude slyšet jedině naším prostřednictvím."
"find","find","našel","najít","pf"," "" How did you find the place? """," "" Jak jste to místo našel? """
"said","say","řek","říci","pf"," Somebody said they were renting litde apartments in the warehouse."," Někdo mi řek o skladišti, kde pronajímaj malý byty."
"want","want","Nechtěl","chtít","impf"," I did n't want Polly to hear it secondhand, so I went to my office and called her."," Nechtěl jsem, aby se to Polly dověděla z druhé ruky, a tak jsem zašel do kanceláře a zavolal jí."
"called","call","zavolal","zavolat","pf"," I did n't want Polly to hear it secondhand, so I went to my office and called her."," Nechtěl jsem, aby se to Polly dověděla z druhé ruky, a tak jsem zašel do kanceláře a zavolal jí."
"ruined","ruin","Zkazil","zkazit","pf"," It ruined her week."," Zkazil jsme jí tím celý týden."
"began","begin","začal","začít","pf"," I chilled some wine, fixed the table, and began rehearsing my lines."," Dal jsem chladit víno, prostřel stůl a začal si nacvičovat výstup."
"suspected","suspect","tušila","tušit","impf"," IF CLAIRE suspected an ambush, it was n't evident."," Pokud Claire tušila nějakou léčku, nedala to na sobě znát."
"ignoring","ignore","ignorujeme","ignorovat","impf"," Over the years we had developed the habit of simply ignoring each other, as opposed to fighting."," Za ta léta jsme se propracovali k tomu, že se prostě navzájem ignorujeme, abychom se vyhnuli hádce."
"survive","survive","nepřežiju","přežít","pf"," I was sure my Lexus was gone, certain I could not survive five minutes outside the building."," Byl jsem si jist, že můj Lexus je dávno pryč a že venku na ulici nepřežiju ani pět minut."
"decided","decide","Rozhodl","rozhodnout","pf"," I vowed to stick to Mordecai, whenever and however he decided to leave."," Rozhodl jsem se, že se budu držet Mordecaie, ať se rozhodne odejít kdykoliv a jakkoliv."
"stick","stick","držet","držet","impf"," I vowed to stick to Mordecai, whenever and however he decided to leave."," Rozhodl jsem se, že se budu držet Mordecaie, ať se rozhodne odejít kdykoliv a jakkoliv."
"decided","decide","rozhodne","rozhodnout","pf"," I vowed to stick to Mordecai, whenever and however he decided to leave."," Rozhodl jsem se, že se budu držet Mordecaie, ať se rozhodne odejít kdykoliv a jakkoliv."
"leave","leave","odejít","odejít","pf"," I vowed to stick to Mordecai, whenever and however he decided to leave."," Rozhodl jsem se, že se budu držet Mordecaie, ať se rozhodne odejít kdykoliv a jakkoliv."
"pronounced","pronounce","prohlásil","prohlásit","pf"," "" This is good soup, "" he pronounced."," "" Ta polívka se povedla, "" prohlásil uznale."
"explained","explain","vysvětloval","vysvětlovat","impf"," "" It varies, "" he explained."," "" Pokaždý je jiná, "" vysvětloval."
"Depends","depend","Záleží","záležet","impf"," "" Depends on what 's available."," "" Záleží na tom, co máme k dispozici."
"frighten","frighten","vyděsit","vyděsit","pf"," His photo would frighten any law-abiding citizen."," Jeho fotografie by dokázala vyděsit každého občana dodržujícího zákony."
"Remember","remember","Pamatuj","pamatovat","impf"," "" Remember, Michael, everybody has to be somewhere."," "" Pamatuj si, Michaeli, že každý musí někam patřit."
"find","find","najde","najít","pf"," If you 're tired, then you sleep wherever you can find a spot."," Když je unavený, tak si lehne tam, kde zrovna najde volné místo."
"arrest","arrest","zatýkají","zatýkat","impf"," "" Do they arrest them? """," "" To je taky zatýkají? """
"expect","expect","nečekali","čekat","impf"," She had no idea where Ruby lived, and we did n't really expect to find her."," Neměla tušení, kde se Ruby pohybuje, a tak jsme ani vlastně nečekali, že bychom ji mohli najít."
"find","find","najít","najít","pf"," She had no idea where Ruby lived, and we did n't really expect to find her."," Neměla tušení, kde se Ruby pohybuje, a tak jsme ani vlastně nečekali, že bychom ji mohli najít."
"spend","spend","strávit","strávit","pf"," It was, however, a good reason to spend a few minutes together."," Ale byl to dobrý důvod strávit pár minut pohromadě."
"reassure","reassure","uklidnit","uklidnit","pf"," "" This is not unusual, "" she said, trying to reassure me."," "" To není nic nezvyklého, "" vysvětlovala ve snaze nějak mě uklidnit."
"stunned","stun","zaskočilo","zaskočit","pf"," For a second, I was too stunned to speak."," Na vleřinku mě to zaskočilo do té míry, že jsem nedokázal promluvit."
"speak","speak","promluvit","promluvit","pf"," For a second, I was too stunned to speak."," Na vleřinku mě to zaskočilo do té míry, že jsem nedokázal promluvit."
"calling","call","volá","volat","impf"," "" Who 's calling? "" he asked, gruffly."," "" Kdo volá? "" zeptal se rozmrzele."
"asked","ask","zeptal","zeptat","pf"," "" Who 's calling? "" he asked, gruffly."," "" Kdo volá? "" zeptal se rozmrzele."
"chosen","choose","vybrala","vybrat","pf"," On January 6, the Postal Service informed RiverOaks by registered mail that the company had been chosen to be the contractor/ owner/ landlord of the new bulk facility."," Dne 6. ledna informovala pošta doporučeným dopisem firmu RiverOaks, že si ji vybrala jako společnost, která bude smluvním držitelem / majitelem / správcem nové třídírny."
"said","say","prohlásil","prohlásit","pf"," Now we 're down to two, "" he said."," Dnes jsme tu dva, "" prohlásil Green."
"mention","mention","nezmínil","zmínit","pf"," Not surprisingly, the Journal did n't mention the story."," Nepřekvapilo mě, že Journal se o příhodě ani nezmínil."
"killed","kill","zabit","zabít","pf"," Had any of the nine corporate lawyers in the nation 's fifth-largest silk-stocking firm been killed or even slightly wounded, it would 've been on the front page."," Kdyby byl ovšem jeden jediný z oněch devíti právníků pracujících pro pátou největší přepychovou firmu v zemi zabit či alespoň lehce raněn, měli by to na titulní straně."
"wounded","wound","raněn","ranit","pf"," Had any of the nine corporate lawyers in the nation 's fifth-largest silk-stocking firm been killed or even slightly wounded, it would 've been on the front page."," Kdyby byl ovšem jeden jediný z oněch devíti právníků pracujících pro pátou největší přepychovou firmu v zemi zabit či alespoň lehce raněn, měli by to na titulní straně."
"making","make","vyděláváte","vydělávat","impf"," Right in this city, with all you people making millions, we got little babies starving at night, crying ' cause they 're hungry."," Protože tady, přímo v tomhle městě, kde si všichni vyděláváte miliony, máme malý děti, co každej večer hladoví a brečí, protože mají hlad."
"looking","look","Díval","dívat","impf"," He was looking at me."," Díval se na mě."
"lie","lie","lhát","lhát","impf"," I could n't lie."," Nemohl jsem lhát."
"give","give","dali","dát","pf"," How much money did you folks give to the soup kitchens?"," Tak kolik jste, pánové, dali na vývařovny?"
"thought","think","nepřemýšlel","přemýšlet","impf"," "" Truthfully, I have n't thought about it."," "" Abych ti pravdu řek, ještě jsem o tom nepřemýšlel."
"found","find","nenašel","najít","pf"," Perhaps it was an issue requiring consideration, but I had not found the time for it."," Asi to bylo téma, které stálo za zamyšlení, ale já si na to ještě nenašel čas."
"inquired","inquire","vyptali","vyptat","pf"," We politely inquired about each other 's family, and I remembered to ask about her brother James and his Hodgkin 's disease."," Zdvořile jsme se navzájem vyptali na rodiče a já se nezapomněl zeptal na bratra Jamese a jeho Hodgkinovu chorobu."
"inquired","inquire","zeptal","zeptat","pf"," We politely inquired about each other 's family, and I remembered to ask about her brother James and his Hodgkin 's disease."," Zdvořile jsme se navzájem vyptali na rodiče a já se nezapomněl zeptal na bratra Jamese a jeho Hodgkinovu chorobu."
"ask","ask","zeptal","zeptat","pf"," We politely inquired about each other 's family, and I remembered to ask about her brother James and his Hodgkin 's disease."," Zdvořile jsme se navzájem vyptali na rodiče a já se nezapomněl zeptal na bratra Jamese a jeho Hodgkinovu chorobu."
"eating","eat","jedli","jíst","impf"," Some were eating at long tables and others in their folding chairs."," Někteří jedli u dlouhého stolu, jiní na svých skládacích stoličkách."
"sitting","sit","seděli","sedět","impf"," Every square inch along the walls was covered with people sitting with their backs to the cinder blocks."," Každý čtvereční centimetr podél zdi byl obležen lidmi, kteří tam seděli a zády se opírali o škvárové tvárnice."
"cried","cry","plakaly","plakat","impf"," Small children cried and played as their mothers tried to keep them close."," Malé děti plakaly a hrály si, zatímco se jejich matky snažily udržet je v dosahu."
"played","play","hrály","hrát","impf"," Small children cried and played as their mothers tried to keep them close."," Malé děti plakaly a hrály si, zatímco se jejich matky snažily udržet je v dosahu."
"tried","try","snažily","snažit","impf"," Small children cried and played as their mothers tried to keep them close."," Malé děti plakaly a hrály si, zatímco se jejich matky snažily udržet je v dosahu."
"keep","keep","udržet","udržet","pf"," Small children cried and played as their mothers tried to keep them close."," Malé děti plakaly a hrály si, zatímco se jejich matky snažily udržet je v dosahu."
"lay","lie","leželi","ležet","impf"," %5nos lay rigid, snoring through it all."," Ožralové leželi naprosto ztuhlí na zemi, ponoření pouze do svého chrápání."
"walked","walk","procházeli","procházet","impf"," Volunteers passed out blankets and walked among the throng, handing out apples."," Dobrovolníci rozdávali deky, procházeli davem a nabízeli jablka."
"bothered","bother","neobtěžovala","obtěžovat","impf"," For six hours I was held at gunpoint, life hanging by a thread, and she could n't be bothered to come wait with the rest of the families."," Šest hodin jsem stál před namířenou puškou, život mi visel na vlásku a ona se ani neobtěžovala, aby přišla jako ostatní členové rodin."
"come","come","přišla","přijít","pf"," For six hours I was held at gunpoint, life hanging by a thread, and she could n't be bothered to come wait with the rest of the families."," Šest hodin jsem stál před namířenou puškou, život mi visel na vlásku a ona se ani neobtěžovala, aby přišla jako ostatní členové rodin."
"washed","wash","umyl","umýt","pf"," I washed my hair three times with heavy shampoo, then I stood and dripped for an eternity."," Třikrát jsem si umyl vlasy, vyplácal na sebe spoustu šamponu, pak jsem stál a donekonečna se drhnul ručníkem."
"mattered","matter","nezáleželo","záležet","impf"," Nothing mattered."," Na ničem nezáleželo."
"breathing","breathe","dýchal","dýchat","impf"," I was alive, breathing and steaming."," Byl jsem naživu, dýchal jsem a bylo mi horko."
"read","read","přečetl","přečíst","pf"," I went to my desk and read the Post."," Zašel jsem k sobě a přečetl si Post."
"think","think","máme","mít","impf"," There was also an editorial, a well-written challenge to all of us with food and roofs to stop and think about the Lontae Burtons of our city."," Byl tam taky úvodník - dobře napsaná výzva pro nás, kteří máme co jíst a střechu nad hlavou, abychom se zastavili a zamysleli se nad všemi Lontae Burtonovými v našem městě."
"look","look","podívejte","podívat","pf"," Now, look me in the eyes, and tell me if you 're clean. """," Tak se mi podívejte do očí a řekněle mi, jestli jste čistá. """
"Thank","thank","Děkuju","děkovat","impf"," "" Thank you."," "" Děkuju."
"said","say","říká","říkat","impf"," "" The director said you did. """," "" Ředitelka říká, že ano. """
"thought","think","Myslela","myslet","impf"," "" I thought they was through. """," "" Myslela jsem, že už to skončilo. """
"win","win","vyhrát","vyhrát","pf"," I was not going to be sucked into an argument I could n't win."," Nechtěl jsem se nechat vtáhnout do sporu, který jsem nemohl vyhrát, a tak jsem se zeptal :"
"predicting","predict","Předpovídají","předpovídat","impf"," "" They 're predicting a ton of snow, "" Green said to him."," "" Předpovídají tuny sněhu, "" oznámil Abrahamovi."
"found","find","Našli","najít","pf"," Witnesses were being found who could testify to the same matters protected in the file."," Našli se svědci, kteří mohou dosvědčit totéž, co odhaluje spis."
"keep","keep","nechat","nechat","pf"," With four hundred aggressive lawyers unwilling to keep thee opinions to themselves, the firm was on the verge of an insurrection."," Jak jsou někde čtyři stovky právníků, kteří nejsou ochotni nechat si svoje názory pro sebe, musí tam být situace na pokraji vzbouření."
"tried","try","snažil","snažit","impf"," I cut rope and tied knots and tried my best not to look at the faces of my colleagues as I hastened their deaths."," Odřezával jsem provaz a utahoval uzly a ze všech sil se snažil nedívat se svým kolegům do očí - vždyť bych tím jen přivolával okamžik jejich smrti."
"look","look","nedívat","dívat","impf"," I cut rope and tied knots and tried my best not to look at the faces of my colleagues as I hastened their deaths."," Odřezával jsem provaz a utahoval uzly a ze všech sil se snažil nedívat se svým kolegům do očí - vždyť bych tím jen přivolával okamžik jejich smrti."
"feel","feel","cítil","cítit","impf"," I could feel the gun at my back."," V zádech jsem cítil, jak na mě Pán míří."
"wanted","want","Chtěl","chtít","impf"," He wanted them bound tightly, and I made a show of practically drawing blood while leaving as much slack as possible."," Chtěl, abych provaz utáhl co nejpevněji, a tak jsem předváděl, jak se nylon zařezává téměř až do krve, a přitom jsem se snažil, aby byla pouta co nejvolnější."
"admit","admit","nepřiznala","přiznat","pf"," She would not admit to being frightened, would not dare seem the least bit vulnerable, and she certainly was n't about to give the impression that she needed me in any way."," V životě by nepřiznala, že ji to vyděsilo, neodvážila by se dát najevo byť jen sebemenší náznak zranitelnosli a zcela jislě se bude snažit nedat najevo, že by mě jakýmkoliv způsobem mohla potřebovat."
