"want","want","Chci","chtít","impf"," "" I want him to take me seriously."," "" Chci, aby mě bral vážně."
"want","want","nechceš","chtít","impf"," "" When do you want to talk about last night? "" he asked without any inflection."," "" Proč si nechceš popovídat o včerejší noci? "" zeptal se takřka konverzačním tónem."
"asked","ask","zeptal","zeptat","pf"," "" When do you want to talk about last night? "" he asked without any inflection."," "" Proč si nechceš popovídat o včerejší noci? "" zeptal se takřka konverzačním tónem."
"making","make","dělala","dělat","impf"," She was making notes on teaching the importance of identifying and focusing on one 's personal strong points and wondering how she could possibly connect that to creative dreaming when the light shifted in a subtle fashion."," Svědomitě si dělala poznámky o tom, že je důležité rozpoznat u každého studenta jeho silné stránky a zaměřit se na ně, a usilovně přemýšlela, jak by mohla tuto zásadu spojit s tvůrčím sněním, když se náhle intenzita světla nepatrně změnila."
"identifying","identify","rozpoznat","rozpoznat","pf"," She was making notes on teaching the importance of identifying and focusing on one 's personal strong points and wondering how she could possibly connect that to creative dreaming when the light shifted in a subtle fashion."," Svědomitě si dělala poznámky o tom, že je důležité rozpoznat u každého studenta jeho silné stránky a zaměřit se na ně, a usilovně přemýšlela, jak by mohla tuto zásadu spojit s tvůrčím sněním, když se náhle intenzita světla nepatrně změnila."
"wondering","wonder","přemýšlela","přemýšlet","impf"," She was making notes on teaching the importance of identifying and focusing on one 's personal strong points and wondering how she could possibly connect that to creative dreaming when the light shifted in a subtle fashion."," Svědomitě si dělala poznámky o tom, že je důležité rozpoznat u každého studenta jeho silné stránky a zaměřit se na ně, a usilovně přemýšlela, jak by mohla tuto zásadu spojit s tvůrčím sněním, když se náhle intenzita světla nepatrně změnila."
"connect","connect","spojit","spojit","pf"," She was making notes on teaching the importance of identifying and focusing on one 's personal strong points and wondering how she could possibly connect that to creative dreaming when the light shifted in a subtle fashion."," Svědomitě si dělala poznámky o tom, že je důležité rozpoznat u každého studenta jeho silné stránky a zaměřit se na ně, a usilovně přemýšlela, jak by mohla tuto zásadu spojit s tvůrčím sněním, když se náhle intenzita světla nepatrně změnila."
"shifted","shift","změnila","změnit","pf"," She was making notes on teaching the importance of identifying and focusing on one 's personal strong points and wondering how she could possibly connect that to creative dreaming when the light shifted in a subtle fashion."," Svědomitě si dělala poznámky o tom, že je důležité rozpoznat u každého studenta jeho silné stránky a zaměřit se na ně, a usilovně přemýšlela, jak by mohla tuto zásadu spojit s tvůrčím sněním, když se náhle intenzita světla nepatrně změnila."
"saw","see","uviděla","uvidět","pf"," She looked up and saw Ellis coming toward her across the terrace carrying paper cups emblazoned with the cafe 's logo."," Zvedla hlavu a uviděla, že se k ní přes terasu blíží Ellis s papírovými kelímky s logem kavárny."
"wore","wear","měl","mít","impf"," He wore black trousers and a khaki shirt. A narrow leather belt rode low on his waist."," Na sobě měl khaki košili a černé kalhoty, kožený pásek mu seděl pod pasem."
"concealed","conceal","zakrývaly","zakrývat","impf"," As usual, his eyes were concealed behind a pair of sunglasses."," Jako obvykle mu oči zakrývaly tmavé brýle."
"sent","send","posílal","posílat","impf"," Evidently he religiously sent copies of his work on extreme dreams to his lawyer to hold for publication after his death."," Zjevně svědomitě posílal kopie svých prací o lucidním snění právníkovi, aby je uschoval a po doktorově smrti publikoval."
"did","do","udělal","udělat","pf"," Kind of ironic, actually, because the first thing his son, Randolph, did after he took over the center was destroy all of his father 's research."," Tak trochu ironie osudu, protože první věc, kterou jeho syn Randolph po převzetí ústavu udělal, bylo zničení výsledků otcovy práce."
"took","take","udělal","udělat","pf"," Kind of ironic, actually, because the first thing his son, Randolph, did after he took over the center was destroy all of his father 's research."," Tak trochu ironie osudu, protože první věc, kterou jeho syn Randolph po převzetí ústavu udělal, bylo zničení výsledků otcovy práce."
"opened","open","otevřel","otevřít","pf"," Sphinx, ensconced in the center of the bed, opened his eyes at the sound of his name. He showed no interest in the dress."," Kocour, uvelebený uprostřed postele, otevřel při zaslechnutí svého jména oči, ale o šaty neprojevil zájem."
"opened","open","neprojevil","projevit","pf"," Sphinx, ensconced in the center of the bed, opened his eyes at the sound of his name. He showed no interest in the dress."," Kocour, uvelebený uprostřed postele, otevřel při zaslechnutí svého jména oči, ale o šaty neprojevil zájem."
"showed","show","neprojevil","projevit","pf"," Sphinx, ensconced in the center of the bed, opened his eyes at the sound of his name. He showed no interest in the dress."," Kocour, uvelebený uprostřed postele, otevřel při zaslechnutí svého jména oči, ale o šaty neprojevil zájem."
"take","take","Beru","brát","impf"," I 'll take that as unqualified approval. """," Beru to jako pochvalu od neodborníka. """
"reached","reach","Sáhla","sáhnout","pf"," She reached for a pair of gold earrings, threaded them through the tiny holes in her earlobes and then took another look at herself in the mirror."," Sáhla po zlatých náušnicích, protáhla je dírkami v lalůčcích a znovu se podívala do zrcadla."
"think","think","mít","mít","impf"," the one you 're afraid to have because you think you might pass along whatever it is that is killing the men in your family. """," Syn, kterého se bojíš mít, protože bys mu mohl předat to, co zabíjí muže ve vaší rodině, ať už je to cokoliv. """
"pass","pass","předat","předat","pf"," the one you 're afraid to have because you think you might pass along whatever it is that is killing the men in your family. """," Syn, kterého se bojíš mít, protože bys mu mohl předat to, co zabíjí muže ve vaší rodině, ať už je to cokoliv. """
"killing","kill","zabíjí","zabíjet","impf"," the one you 're afraid to have because you think you might pass along whatever it is that is killing the men in your family. """," Syn, kterého se bojíš mít, protože bys mu mohl předat to, co zabíjí muže ve vaší rodině, ať už je to cokoliv. """
"act","act","jednat","jednat","impf"," I know it. I 've got to act."," Já vím, že musím začít jednat."
"starting","start","začíná","začínat","impf"," Susan is starting to get restless."," Susan začíná být znepokojená."
"feel","feel","Cítím","cítit","impf"," I can feel it."," Cítím to."
"asked","ask","zeptala","zeptat","pf"," Last night she asked me if there was something I was n't telling her. """," Včera v noci se mě zeptala, jestli před ní něco netajím. """
"tries","try","snaží","snažit","impf"," The brain is designed to organize whatever data it receives so, even in sleep, it tries to connect what are essentially dots of meaningless static into coherent images, no matter how strange or bizarre. """," Úkolem mozku je organizovat veškeré podněty, dokonce i ve spánku, a tak se snaží spojit podstatné body nesmyslných signálů do souvislých, byť i podivných nebo bizarních obrazů. """
"connect","connect","spojit","spojit","pf"," The brain is designed to organize whatever data it receives so, even in sleep, it tries to connect what are essentially dots of meaningless static into coherent images, no matter how strange or bizarre. """," Úkolem mozku je organizovat veškeré podněty, dokonce i ve spánku, a tak se snaží spojit podstatné body nesmyslných signálů do souvislých, byť i podivných nebo bizarních obrazů. """
"dream","dream","zdají","zdát","impf"," "" So, bottom line here is that we still do n't know if animals dream. """," "" Sečteno a podtrženo, pořád nevíme, jestli se zvířatům sny zdají, nebo nezdají. """
"dream","dream","nezdají","zdát","impf"," "" So, bottom line here is that we still do n't know if animals dream. """," "" Sečteno a podtrženo, pořád nevíme, jestli se zvířatům sny zdají, nebo nezdají. """
"works","work","pracuje","pracovat","impf"," "" The third person took a new identity and now works at the Belvedere Center for Sleep Research. """," "" Třetí osoba si změnila identitu a pracuje v Belvederově ústavu. """
"assume","assume","Předpokládám","předpokládat","impf"," "" I assume that was not just a lucky guess? """," "" Předpokládám, že nestřílíte jen tak od boku? """
"Took","take","Trvalo","trvat","impf"," Took me this long to see it because I was a little obsessed, just like Lawson said."," Trvalo dlouho, než se mi rozbřesklo, protože jsem byl posedlý Scargillem, jak mi vyčítal Lawson."
"tried","try","snažila","snažit","impf"," Excitement swept through her. She tried not to let it show."," Zmocnilo se jí vzrušení, ale snažila se ho skrýt."
"Working","work","pracovat","pracovat","impf"," "" Working for you? """," "" Měla bych pracovat pro vás? """
"see","see","Chápu","chápat","impf"," "" I see. """," "" Chápu. """
"coming","come","pochází","pocházet","impf"," "" Over sixty percent of the center 's funding is coming from two unknown sources."," "" Přes šedesát procent příjmů ústavu pochází ze dvou neznámých zdrojů."
"providing","provide","poskytoval","poskytovat","impf"," What services was my father providing to them? """," Jaké služby jim otec poskytoval? """
"working","work","pracuju","pracovat","impf"," "" I 'm still working on that."," "" Na tomto bodu ještě pracuju."
"goes","go","jde","jít","impf"," But as far as this past year goes, I did discover that the bulk of the billing for both accounts appears to have been connected to one particular department here at the center. """," Ale pokud jde o poslední rok, zjistil jsem, že takřka celý objem fakturace pro oba účty souvisí s jedním konkrétním oddělením ústavu. """
"did","do","jde","jít","impf"," But as far as this past year goes, I did discover that the bulk of the billing for both accounts appears to have been connected to one particular department here at the center. """," Ale pokud jde o poslední rok, zjistil jsem, že takřka celý objem fakturace pro oba účty souvisí s jedním konkrétním oddělením ústavu. """
"discover","discover","zjistil","zjistit","pf"," But as far as this past year goes, I did discover that the bulk of the billing for both accounts appears to have been connected to one particular department here at the center. """," Ale pokud jde o poslední rok, zjistil jsem, že takřka celý objem fakturace pro oba účty souvisí s jedním konkrétním oddělením ústavu. """
"see","see","nepřijali","přijmout","pf"," Turned out he called it every few months just to see if, by chance, they had accidentally managed to hire a Level Five. Naturally I thought he was just another kook at first."," Později vyšlo najevo, že tam volával každých pár měsíců, aby zjistil, jestli náhodou nepřijali nějakého oneironauta, pokud možno pátého stupně."
"offered","offer","nabídl","nabídnout","pf"," He tested me and then offered me a position at the center. I grabbed the opportunity. """," Sešli jsme se, otestoval si mě, nabídl mi místo a já po takové příležitosti skočila. """
"analyzed","analyze","analyzovala","analyzovat","impf"," It did n't feel right though, she thought. She reminded herself that, while she had analyzed a lot of crime scene dreams, tonight was the first time she had engineered one for herself."," Vysvětlení ji zcela neuspokojovalo, ale nezapomínala, že už sice analyzovala řadu snů z míst zločinu, ale poprvé si sama nějaký navodila."
"lacked","lack","Scházely","scházet","impf"," She lacked experience in this end of the business."," Scházely jí zkušenosti."
"do","do","dělat","dělat","impf"," She shook off the uncertainties because there was nothing she could do about them now."," Rozehnala pochybnosti, protože nic jiného momentálně dělat nemohla."
"survive","survive","přežít","přežít","pf"," How can you survive without the basic nutrients in good barbeque? """," Jak můžeš přežít bez základních živin obsažených v pořádném steaku? """
"needing","need","potřeboval","potřebovat","impf"," "" I do n't know yet, but it 's a connection and I 've been needing one of those real bad. """," "" Zatím nevím, ale ukazuje to na souvislost, jakou jsem zoufale potřeboval. """
"started","start","začal","začít","pf"," He slid onto the chair and started hitting the keys."," Svezl se na židli a začal bušit do kláves."
"went","go","nechodil","chodit","impf"," "" Doc hardly ever went home."," "" On skoro nikdy nechodil domů."
"thought","think","Měl","mít","impf"," He should have brought along some bags of green tea, he thought."," Měl jsem si přinést sáček zeleného čaje, litoval."
"brought","bring","přinést","přinést","pf"," He should have brought along some bags of green tea, he thought."," Měl jsem si přinést sáček zeleného čaje, litoval."
"trying","try","Nesnažím","snažit","impf"," "" I 'm not trying to impress him with my cooking, "" she assured the cat, pulling the bottle of hideously expensive California cabernet out of the sack."," "" Nesnažím se na něho zapůsobit svým kuchařským uměním, "" ujišťovala Isabel kocoura, zatímco tahala z jiné tašky láhev hříšně drahého kalifornského kabernetu."
"impress","impress","zapůsobit","zapůsobit","pf"," "" I 'm not trying to impress him with my cooking, "" she assured the cat, pulling the bottle of hideously expensive California cabernet out of the sack."," "" Nesnažím se na něho zapůsobit svým kuchařským uměním, "" ujišťovala Isabel kocoura, zatímco tahala z jiné tašky láhev hříšně drahého kalifornského kabernetu."
"pulling","pull","tahala","tahat","impf"," "" I 'm not trying to impress him with my cooking, "" she assured the cat, pulling the bottle of hideously expensive California cabernet out of the sack."," "" Nesnažím se na něho zapůsobit svým kuchařským uměním, "" ujišťovala Isabel kocoura, zatímco tahala z jiné tašky láhev hříšně drahého kalifornského kabernetu."
"made","make","udělala","udělat","pf"," I would have made a tomato-and-goat-cheese tart and fixed a lovely spinach salad tonight regardless of whether or not I was expecting a man for dinner. """," Slaný koláč s rajčaty a kozím sýrem doplněný špenátovým salátem bych si dnes k večeři udělala, i kdybych nečekala mužskou návštěvu. """
"expecting","expect","nečekala","čekat","impf"," I would have made a tomato-and-goat-cheese tart and fixed a lovely spinach salad tonight regardless of whether or not I was expecting a man for dinner. """," Slaný koláč s rajčaty a kozím sýrem doplněný špenátovým salátem bych si dnes k večeři udělala, i kdybych nečekala mužskou návštěvu. """
"try","try","pokusíme","pokusit","pf"," Leila and I will try to help her out with paying off the furniture that got destroyed, but frankly, we do n't have much spare cash ourselves at the moment."," S Leilou se sice pokusíme splatit nábytek, který jí shořel, ale sami momentálně nemáme na rozhazování."
"need","need","Nepotřebuje","potřebovat","impf"," "" She wo n't need any financial assistance from her family."," "" Nepotřebuje finanční podporu od rodiny."
"asked","ask","zeptala","zeptat","pf"," "" What do we do next? "" she asked with the boundless enthusiasm of the amateur sleuth."," "" Kde začneme? "" zeptala se s bezbřehým zápalem detektiva amatéra."
"stifled","stifle","Potlačil","potlačit","pf"," He stifled a groan."," Potlačil zasténání."
"keep","keep","udržet","udržet","pf"," Priority One here was to keep his daring little Tango Dancer safe."," Prioritou číslo jedna bude udržet jeho kurážnou Tanečnici tanga v bezpečí."
"looking","look","hledat","hledat","impf"," "" I 'm thinking that there are a couple of places to start looking for answers, "" he said cautiously."," "" Napadá mě několik míst, kde bychom mohli hledat odpovědi, "" spustil opatrně."
"start","start","spustil","spustit","pf"," "" I 'm thinking that there are a couple of places to start looking for answers, "" he said cautiously."," "" Napadá mě několik míst, kde bychom mohli hledat odpovědi, "" spustil opatrně."
"went","go","jel","jet","impf"," "" Apparently he was so happy about getting out of jail that he went straight home and shot himself full of some extra strong junk. """," "" Nejspíš byl štěstím bez sebe, že ho pustili, a tak jel domů a stříkl si extra silnou dávku. """
"finds","find","Najde","najít","pf"," He finds real losers, manipulates them into doing his dirty work and then he gets rid of them. """," Najde zkrachovalé existence, zmanipuluje je, aby za něho odvedli špinavou práci, a pak se jich zbaví. """
"heard","hear","slyšel","slyšet","impf"," "" Trust me, the day Beth confronted Lawson with the affair, I heard the explosion all the way out here in California. """," "" Věř mi, toho dne, kdy Beth vyčetla Lawsonovi jeho nevěru, jsem slyšel explozi až v Kalifornii. """
"pay","pay","věnovat","věnovat","impf"," She knows that she should pay attention to the warning."," Uvědomuje si, že by měla varování věnovat pozornost."
"comes","come","jde","jít","impf"," Dream Man comes closer."," Muž jde blíž a blíž."
"starting","start","začíná","začínat","impf"," There is a strange inevitability about this whole thing that is really starting to worry her."," Situace, která má v sobě cosi neodvratného, ji začíná vážně znepokojovat."
"worry","worry","znepokojovat","znepokojovat","impf"," There is a strange inevitability about this whole thing that is really starting to worry her."," Situace, která má v sobě cosi neodvratného, ji začíná vážně znepokojovat."
"end","end","ukončit","ukončit","pf"," Maybe she should end the performance now."," Možná by měla představení ukončit."
"tries","try","Pokouší","pokoušet","impf"," She tries to rise from the sofa but she cannot move."," Pokouší se vstát z pohovky, ale nemůže se pohnout."
"rise","rise","vstát","vstát","pf"," She tries to rise from the sofa but she cannot move."," Pokouší se vstát z pohovky, ale nemůže se pohnout."
"move","move","pohnout","pohnout","pf"," She tries to rise from the sofa but she cannot move."," Pokouší se vstát z pohovky, ale nemůže se pohnout."
"kissed","kiss","políbila","políbit","pf"," Isabel put her arms around Ellis and kissed him."," Isabel vzala Ellise kolem pasu a políbila ho."
"winked","wink","mrkla","mrknout","pf"," She looked at Farrell and winked."," Když se od sebe odtrhli, mrkla Isabel spiklenecky na Farrella."
"led","lead","vedl","vést","impf"," Two months later, Ellis led Isabel out onto the floor of the Kyler Method, Inc., reception room and took her into his arms for the first dance of their married life."," O dva měsíce později si Ellis vedl Isabel na parket slavnostního sálu Kylerova vzdělávacího střediska k prvnímu manželskému tanci."
"took","take","vedl","vést","impf"," Two months later, Ellis led Isabel out onto the floor of the Kyler Method, Inc., reception room and took her into his arms for the first dance of their married life."," O dva měsíce později si Ellis vedl Isabel na parket slavnostního sálu Kylerova vzdělávacího střediska k prvnímu manželskému tanci."
"take","take","vzal","vzít","pf"," Dave reached out automatically to take the cup, but his hand was shaking so badly he nearly spilled the contents."," Automaticky si od ní vzal hrnek, ale ruka se mu tak třásla, že se málem polil."
"shaking","shake","třásla","třást","impf"," Dave reached out automatically to take the cup, but his hand was shaking so badly he nearly spilled the contents."," Automaticky si od ní vzal hrnek, ale ruka se mu tak třásla, že se málem polil."
"spilled","spill","polil","polít","pf"," Dave reached out automatically to take the cup, but his hand was shaking so badly he nearly spilled the contents."," Automaticky si od ní vzal hrnek, ale ruka se mu tak třásla, že se málem polil."
"found","find","zjistit","zjistit","pf"," "" I think maybe he killed her because she found out that he was stealing Frey-Salter secrets and selling them."," "" Mohla zjistit, že vynáší z Frey - Salteru tajné informace a prodává je."
"selling","sell","prodává","prodávat","impf"," "" I think maybe he killed her because she found out that he was stealing Frey-Salter secrets and selling them."," "" Mohla zjistit, že vynáší z Frey - Salteru tajné informace a prodává je."
"killed","kill","zabil","zabít","pf"," Maybe he 's the one who killed her lover, too. """," Možná zabil i jejího milence. """
"talk","talk","hovořit","hovořit","impf"," She could n't talk about any of those things out loud."," Nedokázala by o žádné scéně hovořit nahlas."
"touch","touch","Dotýkal","dotýkat","impf"," "" Do I touch you like this? """," "" Dotýkal jsem se tě takhle? """
"found","find","nezjistili","zjistit","pf"," "" Let 's just hope that the two anonymous clients have n't found out that she 's gone. ” Webber muttered darkly."," "" Snad její anonymní klienti zatím nezjistili, že odešla, "" zamumlal škarohlídsky Webber."
"gone","go","odešla","odejít","pf"," "" Let 's just hope that the two anonymous clients have n't found out that she 's gone. ” Webber muttered darkly."," "" Snad její anonymní klienti zatím nezjistili, že odešla, "" zamumlal škarohlídsky Webber."
"muttered","mutter","zamumlal","zamumlat","pf"," "" Let 's just hope that the two anonymous clients have n't found out that she 's gone. ” Webber muttered darkly."," "" Snad její anonymní klienti zatím nezjistili, že odešla, "" zamumlal škarohlídsky Webber."
"working","work","nepracuje","pracovat","impf"," I explained that Isabel was no longer working here. """," Oznámila jsem jí, že tady Isabel už nepracuje. """
"exchanged","exchange","vyměnili","vyměnit","pf"," Webber and Amelia exchanged worried glances."," Webber s Amelií si vyměnili znepokojený pohled."
"keep","keep","měl","mít","impf"," "" Where I can keep an eye on her “ Lawson amended."," "" Kde bych ji měl na očích, "" vyjádřil totéž jinými slovy Lawson."
"opened","open","otevřel","otevřít","pf"," Ellis opened the door of the Maserati and got behind the wheel."," Ellis otevřel dvířka a vklouzl za volant."
"thinking","think","měl","mít","impf"," "" I 've been thinking that I need to broaden my perspective and maybe take a more positive approach to life, "" he said."," "" Napadlo mě, že bych si měl trochu rozšířit obzor a získat pozitivnější přístup k životu, "" vysvětloval."
"broaden","broaden","rozšířit","rozšířit","pf"," "" I 've been thinking that I need to broaden my perspective and maybe take a more positive approach to life, "" he said."," "" Napadlo mě, že bych si měl trochu rozšířit obzor a získat pozitivnější přístup k životu, "" vysvětloval."
"take","take","získat","získat","pf"," "" I 've been thinking that I need to broaden my perspective and maybe take a more positive approach to life, "" he said."," "" Napadlo mě, že bych si měl trochu rozšířit obzor a získat pozitivnější přístup k životu, "" vysvětloval."
"Excuse","excuse","Promiňte","prominout","pf"," "" Excuse me. """," "" Promiňte. """
"gathered","gather","sbírala","sbírat","impf"," She crouched and frantically gathered up the cards."," Shýbala se a překotně papírky sbírala."
"put","put","položila","položit","pf"," She staggered erect and put the cards back on top of the podium. Gripping the edges of the stand she looked out at her audience, half of which was now engaged in low-voiced conversations."," Narovnala se a položila lístky na řečnický pultík, opřela se o něj a rozhlédla se po posluchačstvu, z něhož se teď bavila dobrá polovina."
"rang","ring","Zazvonil","zazvonit","pf"," Someone 's cell phone rang. Just to make matters worse, the person took the call."," Zazvonil mobil a jeho majitel, snad aby všechno ještě zhoršil, se volajícímu ohlásil."
"change","change","změnit","změnit","pf"," "" Anyone who could change computerized hospital morgue records could probably change a prison record without too much trouble. """," "" Jestliže někdo dokázal změnit nemocniční záznamy o úmrtí, poradil by si snadno i s údaji o trestech. """
"change","change","změnit","změnit","pf"," "" Anyone who could change computerized hospital morgue records could probably change a prison record without too much trouble. """," "" Jestliže někdo dokázal změnit nemocniční záznamy o úmrtí, poradil by si snadno i s údaji o trestech. """
"conceded","concede","uznala","uznat","pf"," "" Good point, "" she conceded."," "" Dobrý postřeh, "" uznala."
"murdered","murder","zavraždil","zavraždit","pf"," "" Well, the upshot is that it looks like Dr. B. was probably murdered by a member of the center 's staff, one who was in the building that night. """," "" Výsledkem je, že starého pána pravděpodobně zavraždil zaměstnanec ústavu, který byl onu noc v budově. """
"Stop","stop","Přestaň","přestat","pf"," "" Stop it."," "" Přestaň, Isabel, "" domlouval jí."
"wake","wake","probudíte","probudit","pf"," Whenever you wake up in the middle of the night, write down whatever you can recall of your dreams."," Kdykoliv se uprostřed noci probudíte, napište všechno, co si ze svých snů pamatujete."
"write","write","napište","napsat","pf"," Whenever you wake up in the middle of the night, write down whatever you can recall of your dreams."," Kdykoliv se uprostřed noci probudíte, napište všechno, co si ze svých snů pamatujete."
"recall","recall","pamatujete","pamatovat","impf"," Whenever you wake up in the middle of the night, write down whatever you can recall of your dreams."," Kdykoliv se uprostřed noci probudíte, napište všechno, co si ze svých snů pamatujete."
"create","create","vytvořit","vytvořit","pf"," Your goal is to create a dream log. """," Cílem je vytvořit jakýsi registr snů. """
"stared","stare","zírali","zírat","impf"," For a moment everyone in the room, including her, stared at the fallen note cards."," Všichni, včetně Isabel, zírali na rozházené lístečky."
"learn","learn","naučím","naučit","pf"," One of these days he would learn, he thought."," Jednou se to naučím, chlácholil se."
"helped","help","pomohla","pomoci","pf"," The visits to the acupuncturist had helped, much to his surprise."," Akupunktura k jeho velkému překvapení opravdu pomohla."
"locate","locate","najít","najít","pf"," I ca n't locate any billing information."," Nemůžu najít žádné účetní podklady."
"find","find","zjistil","zjistit","pf"," I ca n't even contact them to find out what the hell is going on because there are no phone numbers or e-mail addresses in the files for them. """," Dokonce je nemám jak kontaktovat, abych zjistil, co se děje, protože v jejich složkách není ani telefonní číslo ani e - mailová adresa. """
"seized","seize","chytila","chytit","pf"," She seized on that last statement."," Isabel se chytila poslední věty."
"mentioned","mention","zmínil","zmínit","pf"," Dr. Belvedere mentioned on several occasions that he corresponded with both clients that way. """," Doktor Belvedere se při několika příležitostech zmínil o tom, že s klienty udržuje styk právě touto cestou. """
"wanted","want","nepřála","přát","impf"," I was never in any real danger of falling in love. And deep down that 's just the way I wanted it. """," Nikdy mi nehrozilo, že bych se mohla skutečně zamilovat, protože jsem si to podvědomě nepřála. """
"say","say","říct","říci","pf"," "" I know what you 're about to say. """," "" Tuším, co chceš říct. """
"stop","stop","přerušila","přerušit","pf"," She held the pickle straight up to stop him."," Zvedla okurku, aby ho přerušila."
"ask","ask","zeptat","zeptat","pf"," "" You 're going to ask me why I wanted to play it safe."," "" Chystáš se mě zeptat, proč se mi líbilo hrát při zdi."
"play","play","hrát","hrát","impf"," "" You 're going to ask me why I wanted to play it safe."," "" Chystáš se mě zeptat, proč se mi líbilo hrát při zdi."
"thought","think","domníval","domnívat","impf"," If the waiter thought green tea was a wimpy drink for a man, he was too smart to reveal it."," Pokud se číšník domníval, že zelený čaj není pití pro chlapy, byl natolik profesionál, aby na sobě nedal nic znát."
"feel","feel","cítila","cítit","impf"," She could feel the intensity of his gaze right through the heat shield of his midnight dark glasses."," I přes černý štít brýlí na sobě cítila jeho pronikavý pohled."
"going","go","jezdit","jezdit","impf"," Do n't even think of going there, Isabel."," "" A ať tě ani nenapadne sem jezdit."
"looked","look","Podíval","podívat","pf"," He looked at the notes he had made."," Podíval se do svých poznámek."
"got","get","získali","získat","pf"," "" At least I 've got a list of suspects."," "" Když nic jiného, získali jsme seznam podezřelých."
"realized","realize","uvědomila","uvědomit","pf"," "" I just realized that, technically speaking, I 'm on that list. """," "" Právě jsem si uvědomila, že jsem, čistě technicky vzato, taky na seznamu. """
"suspended","suspend","zvedl","zvednout","pf"," Lawson picked up a tiny hammer and struck the first of several small, gleaming, stainless steel balls suspended in a row on his desk toy."," Lawson zvedl maličké kladívko a klepl jím do první z lesklých ocelových kuliček zavěšených v řadě na rámu."
"struck","strike","Udeřila","udeřit","pf"," The first ball struck the next one in line, which clanged into a third."," Udeřila do druhé a ta zase do třetí."
"ordered","order","Poručil","poručit","pf"," "" I ordered him to talk to one of the shrinks here at Frey-Salter. """," "" Poručil jsem mu, aby si zašel k nějakému místnímu cvokaři. """
"thought","think","máš","mít","impf"," I ca n't imagine why he thought you would be able to influence me. """," Není mi jasné, jak přišel na nápad, že na mě máš takový vliv, abys mě přivedl zpátky. """
"gave","give","Věnoval","věnovat","impf"," He gave her a derisive look."," Věnoval jí posměšný pohled."
"sent","send","poslal","poslat","pf"," "" You know why he sent me after you."," "" Moc dobře víš, proč poslal právě mě."
"dated","date","chodili","chodit","impf"," Obviously someone told him that we dated for a while and that we 're still good friends."," Zřejmě mu někdo donesl, že jsme spolu jistou dobu chodili a že jsme stále přátelé."
"hoping","hope","Doufal","doufat","impf"," He 's hoping you 'll listen to me. """," Doufal, že na mě dáš. """
"do","do","dělají","dělat","impf"," After all, cats pretty much do what they want to do."," Koneckonců, kočky si dělají, co chtějí."
"do","do","dělají","dělat","impf"," After all, cats pretty much do what they want to do."," Koneckonců, kočky si dělají, co chtějí."
"want","want","chtějí","chtít","impf"," After all, cats pretty much do what they want to do."," Koneckonců, kočky si dělají, co chtějí."
"do","do","jednají","jednat","impf"," "" They do seem to act on their Inner Cat urges whenever they feel like it, do n't they? """," "" Prostě jednají na základě svých vnitřních kočičích pohnutek, "" doplnil ji Ellis."
"act","act","jednají","jednat","impf"," "" They do seem to act on their Inner Cat urges whenever they feel like it, do n't they? """," "" Prostě jednají na základě svých vnitřních kočičích pohnutek, "" doplnil ji Ellis."
"do","do","jednají","jednat","impf"," "" They do seem to act on their Inner Cat urges whenever they feel like it, do n't they? """," "" Prostě jednají na základě svých vnitřních kočičích pohnutek, "" doplnil ji Ellis."
"nodded","nod","Přikývla","přikývnout","pf"," She nodded, looking down at Sphinx."," Přikývla."
"pick","pick","vybrat","vybrat","pf"," A number of betting pools had been formed to pick the name of the lucky man she would deign to date first but Isabel had a feeling that Amelia would keep everyone guessing for a while."," Uzavíraly se sázky na jméno šťastlivce, kterého se jí uráčí vybrat za svého prvního milence, ale Isabel tušila, že Amelia nechá všechny ještě chvíli hádat."
"guessing","guess","tušila","tušit","impf"," A number of betting pools had been formed to pick the name of the lucky man she would deign to date first but Isabel had a feeling that Amelia would keep everyone guessing for a while."," Uzavíraly se sázky na jméno šťastlivce, kterého se jí uráčí vybrat za svého prvního milence, ale Isabel tušila, že Amelia nechá všechny ještě chvíli hádat."
"keep","keep","nechá","nechat","pf"," A number of betting pools had been formed to pick the name of the lucky man she would deign to date first but Isabel had a feeling that Amelia would keep everyone guessing for a while."," Uzavíraly se sázky na jméno šťastlivce, kterého se jí uráčí vybrat za svého prvního milence, ale Isabel tušila, že Amelia nechá všechny ještě chvíli hádat."
"guessing","guess","hádat","hádat","impf"," A number of betting pools had been formed to pick the name of the lucky man she would deign to date first but Isabel had a feeling that Amelia would keep everyone guessing for a while."," Uzavíraly se sázky na jméno šťastlivce, kterého se jí uráčí vybrat za svého prvního milence, ale Isabel tušila, že Amelia nechá všechny ještě chvíli hádat."
"decided","decide","usoudila","usoudit","pf"," Amelia had not been intentionally rude, Isabel decided."," Amelia nechtěla být hrubá úmyslně, usoudila Isabel."
"guarantee","guarantee","zaručím","zaručit","pf"," Naturally I will guarantee client confidentiality. But I will also demand more context and feedback on each case. """," Přirozeně svým zákazníkům zaručím naprostou diskrétnost a mlčenlivost, ale budu požadovat víc informací o každém případě, včetně výsledku vyšetřování. """
"demand","demand","požadovat","požadovat","impf"," Naturally I will guarantee client confidentiality. But I will also demand more context and feedback on each case. """," Přirozeně svým zákazníkům zaručím naprostou diskrétnost a mlčenlivost, ale budu požadovat víc informací o každém případě, včetně výsledku vyšetřování. """
