"meet","meet","nesetkáme","setkat","pf"," "" And I will let you go at that - and may we never meet again! """," "" Především skoncuju s vámi - a kéž se už nikdy nesetkáme! """
"trying","try","pokusit","pokusit","pf"," He managed to keep his head above the water, but he was shivering with the cold, and he wondered if he would die of it before the luck turned, and how much longer he would be able to hang on, and whether he should risk the chance of letting go and trying to swim to the bank."," Podařilo se mu udržet hlavu nad vodou, ale třásl se zimou a napadlo ho, jestli z toho nebude mít smrt, dřív než se na něj usměje štěstí, a jestli by neměl riskovat, pustit se sudu a pokusit se doplavat k břehu."
"started","start","vyrazili","vyrazit","pf"," The sun had only just turned west when they started, and till evening it lay golden on the land about them."," Když vyrazili, slunce se právě obracelo k západu a ozlacovalo až do večera krajinu kolem nich."
"turned","turn","obracelo","obracet","impf"," The sun had only just turned west when they started, and till evening it lay golden on the land about them."," Když vyrazili, slunce se právě obracelo k západu a ozlacovalo až do večera krajinu kolem nich."
"pursuing","pursue","pronásledují","pronásledovat","impf"," It was difficult to think of pursuing goblins behind, and when they had put many miles between them and Beorn 's house they began to talk and to sing again and to forget the dark forest-path that lay in front."," Bylo těžké představit si, že je zezadu pronásledují skřetové, a když se od Meddědova domu vzdálili na mnoho mil, dali se opět do řeči a do zpěvu a zapomněli na temnou stezku hvozdem, která ležela před nimi."
"put","put","dali","dát","pf"," It was difficult to think of pursuing goblins behind, and when they had put many miles between them and Beorn 's house they began to talk and to sing again and to forget the dark forest-path that lay in front."," Bylo těžké představit si, že je zezadu pronásledují skřetové, a když se od Meddědova domu vzdálili na mnoho mil, dali se opět do řeči a do zpěvu a zapomněli na temnou stezku hvozdem, která ležela před nimi."
"forget","forget","zapomněli","zapomenout","pf"," It was difficult to think of pursuing goblins behind, and when they had put many miles between them and Beorn 's house they began to talk and to sing again and to forget the dark forest-path that lay in front."," Bylo těžké představit si, že je zezadu pronásledují skřetové, a když se od Meddědova domu vzdálili na mnoho mil, dali se opět do řeči a do zpěvu a zapomněli na temnou stezku hvozdem, která ležela před nimi."
"lay","lie","ležela","ležet","impf"," It was difficult to think of pursuing goblins behind, and when they had put many miles between them and Beorn 's house they began to talk and to sing again and to forget the dark forest-path that lay in front."," Bylo těžké představit si, že je zezadu pronásledují skřetové, a když se od Meddědova domu vzdálili na mnoho mil, dali se opět do řeči a do zpěvu a zapomněli na temnou stezku hvozdem, která ležela před nimi."
"said","say","řekl","říci","pf"," We ai n't got no water, and it 's a long way to the well and all, "" said a voice."," Nemáme vodu, k pramenu je daleko a vůbec! "" řekl nějaký hlas."
"thought","think","mysleli","myslet","impf"," Bert and William thought it was Tom 's."," Berta i Vilda mysleli, že to promluvil Tom."
"thought","think","myslel","myslet","impf"," "" Shut up yerself! "" said Tom, who thought it was William 's voice."," "" Vy držte hubu! "" vrátil jim to Tom, který si myslel, že se prve ozval Vilda."
"arguing","argue","hádá","hádat","impf"," "" Who 's arguing but you, I 'd like to know. """," "" Kdo jinej se tady hádá než vy? """
"got","get","přinesli","přinést","pf"," Quickly they got out boards and trestles from the side walls and set them up near the fire."," Rychle přinesli od postranních zdí podstavce i tabule a složili z nich velký stůl poblíž krbu."
"bore","bear","nesly","nést","impf"," others bore on their broad backs trays with bowls and platters and knives and wooden spoons, which the dogs took and quickly laid on the trestle tables."," jiné nesly na širokých hřbetech podnosy s mísami a noži a dřevěnými lžícemi, které psi rychle rozložili na stole."
"took","take","nesly","nést","impf"," others bore on their broad backs trays with bowls and platters and knives and wooden spoons, which the dogs took and quickly laid on the trestle tables."," jiné nesly na širokých hřbetech podnosy s mísami a noži a dřevěnými lžícemi, které psi rychle rozložili na stole."
"sit","sit","sedělo","sedět","impf"," These were very low, low enough even for Bilbo to sit at comfortably."," Stůl byl velmi nízký, dost nízký i pro Bilba, aby se mu za ním sedělo pohodlně."
"ventured","venture","Netroufl","troufnout","pf"," I have n't ventured to introduce them before, but here they are. """," Netroufl jsem si uvést je dřív, ale tady jsou. """
"introduce","introduce","uvést","uvést","pf"," I have n't ventured to introduce them before, but here they are. """," Netroufl jsem si uvést je dřív, ale tady jsou. """
"left","leave","nechali","nechat","pf"," He was fat, and also angry at being left till last."," Byl tlustý a měl vztek, že ho nechali jako posledního."
"refused","refuse","Odmítl","odmítnout","pf"," He refused to wait five minutes, and followed immediately after the other two."," Odmítl čekat pět minut a přisupěl v patách těm dvěma."
"wait","wait","čekat","čekat","impf"," He refused to wait five minutes, and followed immediately after the other two."," Odmítl čekat pět minut a přisupěl v patách těm dvěma."
"lost","lose","ztratili","ztratit","pf"," Their ponies were lost or killed, and they would have to wait some time before Smaug relaxed his watch sufficiently for them to dare the long way on foot."," Jejich poníci se ztratili nebo byli pobiti, takže museli počkat, až Šmak povolí natolik v bdělosti, aby se mohli odvážit dlouhé cesty pěšky."
"wait","wait","počkat","počkat","pf"," Their ponies were lost or killed, and they would have to wait some time before Smaug relaxed his watch sufficiently for them to dare the long way on foot."," Jejich poníci se ztratili nebo byli pobiti, takže museli počkat, až Šmak povolí natolik v bdělosti, aby se mohli odvážit dlouhé cesty pěšky."
"relaxed","relax","povolí","povolit","pf"," Their ponies were lost or killed, and they would have to wait some time before Smaug relaxed his watch sufficiently for them to dare the long way on foot."," Jejich poníci se ztratili nebo byli pobiti, takže museli počkat, až Šmak povolí natolik v bdělosti, aby se mohli odvážit dlouhé cesty pěšky."
"saved","save","zachránili","zachránit","pf"," Luckily they had saved enough of their stores to last them still for some time."," Naštěstí zachránili ze svých zásob dost, aby jim to nějaký čas vydrželo."
"last","last","vydrželo","vydržet","pf"," Luckily they had saved enough of their stores to last them still for some time."," Naštěstí zachránili ze svých zásob dost, aby jim to nějaký čas vydrželo."
"think","think","mají","mít","impf"," They debated long on what was to be done, but they could think of no way of getting rid of Smaug - which had always been a weak point in their plans, as Bilbo felt inclined to point out."," Dlouho debatovali, co mají podniknout, ale nemohli přijít na žádný způsob, jak se zbavit Šmaka - což byla od začátku slabina jejich plánu, jak měl tisíc chutí poznamenat Bilbo."
"getting","get","přijít","přijít","pf"," They debated long on what was to be done, but they could think of no way of getting rid of Smaug - which had always been a weak point in their plans, as Bilbo felt inclined to point out."," Dlouho debatovali, co mají podniknout, ale nemohli přijít na žádný způsob, jak se zbavit Šmaka - což byla od začátku slabina jejich plánu, jak měl tisíc chutí poznamenat Bilbo."
"think","think","měl","mít","impf"," They debated long on what was to be done, but they could think of no way of getting rid of Smaug - which had always been a weak point in their plans, as Bilbo felt inclined to point out."," Dlouho debatovali, co mají podniknout, ale nemohli přijít na žádný způsob, jak se zbavit Šmaka - což byla od začátku slabina jejich plánu, jak měl tisíc chutí poznamenat Bilbo."
"pursue","pursue","pronásledovaly","pronásledovat","impf"," Luckily the whole head and jaws could not squeeze in, but the nostrils sent forth fire and vapour to pursue him, and he was nearly overcome, and stumbled blindly on in great pain and fear."," Celá hlava s tlamou se jím naštěstí neprotáhla, ale z nozder sálal oheň a výpary, které uprchlíka pronásledovaly a téměř ho udolaly, takže slepě vrávoral ve velkých bolestech a strachu."
"said","say","řekl","říci","pf"," "" Never laugh at live dragons, Bilbo you fool! "" he said to himself, and it became a favourite saying of his later, and passed into a proverb."," "" Nikdy se neposmívej živým drakům, Bilbo, ty blázne! "" řekl si a později se to stalo jeho oblíbeným úslovím, které přešlo v přísloví."
"saying","say","řekl","říci","pf"," "" Never laugh at live dragons, Bilbo you fool! "" he said to himself, and it became a favourite saying of his later, and passed into a proverb."," "" Nikdy se neposmívej živým drakům, Bilbo, ty blázne! "" řekl si a později se to stalo jeho oblíbeným úslovím, které přešlo v přísloví."
"passed","pass","přešlo","přejít","pf"," "" Never laugh at live dragons, Bilbo you fool! "" he said to himself, and it became a favourite saying of his later, and passed into a proverb."," "" Nikdy se neposmívej živým drakům, Bilbo, ty blázne! "" řekl si a později se to stalo jeho oblíbeným úslovím, které přešlo v přísloví."
"cried","cry","zvolal","zvolat","pf"," "" Mr. Baggins! "" he cried."," "" Pane Pytlíku! "" zvolal."
"turned","turn","otočil","otočit","pf"," The dragon swooped and turned to pursue them, and was gone."," Drak se střemhlav otočil, aby se pustil za nimi, a byl pryč."
"sees","see","uvidí","uvidět","pf"," "" Nothing can escape Smaug once he sees it."," "" Jakmile Šmak jednou něco uvidí, už mu to neunikne."
"escape","escape","neunikne","uniknout","pf"," "" Nothing can escape Smaug once he sees it."," "" Jakmile Šmak jednou něco uvidí, už mu to neunikne."
"stay","stay","zůstat","zůstat","pf"," Here we are and here we shall have to stay, unless any one fancies tramping the long open miles back to the river with Smaug on the watch! """," A my tady budeme muset zůstat, jestli si snad někdo nepředstavuje, že bychom se měli trmácet spoustu mil otevřenou krajinou zpátky k řece, se Šmakem na číhané. """
"risen","rise","nevyšel","vyjít","pf"," There were moths fluttering about, and the light became very dim, for the moon had not risen."," Kolem se třepetaly můry a silně se zešeřilo, poněvadž nevyšel měsíc."
"began","begin","začal","začít","pf"," Bilbo 's pony began to stumble over roots and stones."," Bilbův poník začal brkat přes kořeny a přes kamení."
"came","come","dorazili","dorazit","pf"," They came to the edge of a steep fall in the ground so suddenly that Gandalf 's horse nearly slipped down the slope."," Pak dorazili ke strmé proláklině v zemi, tak náhle, že Gandalfův kůň málem uklouzl a sjel po srázu."
"called","call","zvolal","zvolat","pf"," "" Here it is at last! "" he called, and the others gathered round him and looked over the edge."," "" Konečně jsme tady! "" zvolal čaroděj a ostatní se nahrnuli kolem něho a nakukovali přes okraj."
"saw","see","viděli","vidět","impf"," They saw a valley far below."," Daleko pod sebou viděli údolí."
"hear","hear","Slyšeli","slyšet","impf"," They could hear the voice of hurrying water in rocky bed at the bottom;"," Slyšeli hukot vody uhánějící skalnatým korytem na dně;"
"Think","think","Myslete","myslet","impf"," Think of the treasure at the end, and forget the forest and the dragon, at any rate until tomorrow morning! """," Myslete na poklad, který vás čeká na jejím konci, a zapomeňte na hvozd a na draka, aspoň do zítřejšího rána! """
"forget","forget","zapomeňte","zapomenout","pf"," Think of the treasure at the end, and forget the forest and the dragon, at any rate until tomorrow morning! """," Myslete na poklad, který vás čeká na jejím konci, a zapomeňte na hvozd a na draka, aspoň do zítřejšího rána! """
"fill","fill","naplnit","naplnit","pf"," So now there was nothing left to do but to fill their water-skins at a clear spring they found close to the forest-gate, and unpack the ponies."," Teď už jim tedy nezbývalo nic jiného než naplnit si měchy vodou z čistého pramene, který našli poblíž vchodu do lesa, a složit náklad z poníků."
"found","find","našli","najít","pf"," So now there was nothing left to do but to fill their water-skins at a clear spring they found close to the forest-gate, and unpack the ponies."," Teď už jim tedy nezbývalo nic jiného než naplnit si měchy vodou z čistého pramene, který našli poblíž vchodu do lesa, a složit náklad z poníků."
"guard","guard","střežil","střežit","impf"," Not only to guard you and guide you, but to keep an eye on the ponies too."," Nejen proto, aby vás střežil a chránil, ale taky proto, aby si hlídal svoje poníky."
"keep","keep","střežil","střežit","impf"," Not only to guard you and guide you, but to keep an eye on the ponies too."," Nejen proto, aby vás střežil a chránil, ale taky proto, aby si hlídal svoje poníky."
"guard","guard","chránil","chránit","impf"," Not only to guard you and guide you, but to keep an eye on the ponies too."," Nejen proto, aby vás střežil a chránil, ale taky proto, aby si hlídal svoje poníky."
"keep","keep","chránil","chránit","impf"," Not only to guard you and guide you, but to keep an eye on the ponies too."," Nejen proto, aby vás střežil a chránil, ale taky proto, aby si hlídal svoje poníky."
"guard","guard","hlídal","hlídat","impf"," Not only to guard you and guide you, but to keep an eye on the ponies too."," Nejen proto, aby vás střežil a chránil, ale taky proto, aby si hlídal svoje poníky."
"keep","keep","hlídal","hlídat","impf"," Not only to guard you and guide you, but to keep an eye on the ponies too."," Nejen proto, aby vás střežil a chránil, ale taky proto, aby si hlídal svoje poníky."
"loves","love","miluje","milovat","impf"," Beorn may be your friend, but he loves his animals as his children."," Medděd je třeba váš přítel, ale svoje zvířata miluje jako své vlastní děti."
"shown","show","prokázal","prokázat","pf"," You do not guess what kindness he has shown you in letting dwarves ride them so far and so fast, nor what would happen to you, if you tried to take them into the forest. """," Nemáte ani zdání, jakou vám prokázal laskavost, když na nich nechal jet trpaslíky tak daleko a tak rychle, ani si nedovedete představit, co by vás potkalo, kdybyste se pokusili vzít si je do lesa. """
"letting","let","nechal","nechat","pf"," You do not guess what kindness he has shown you in letting dwarves ride them so far and so fast, nor what would happen to you, if you tried to take them into the forest. """," Nemáte ani zdání, jakou vám prokázal laskavost, když na nich nechal jet trpaslíky tak daleko a tak rychle, ani si nedovedete představit, co by vás potkalo, kdybyste se pokusili vzít si je do lesa. """
"ride","ride","jet","jet","impf"," You do not guess what kindness he has shown you in letting dwarves ride them so far and so fast, nor what would happen to you, if you tried to take them into the forest. """," Nemáte ani zdání, jakou vám prokázal laskavost, když na nich nechal jet trpaslíky tak daleko a tak rychle, ani si nedovedete představit, co by vás potkalo, kdybyste se pokusili vzít si je do lesa. """
"tried","try","pokusili","pokusit","pf"," You do not guess what kindness he has shown you in letting dwarves ride them so far and so fast, nor what would happen to you, if you tried to take them into the forest. """," Nemáte ani zdání, jakou vám prokázal laskavost, když na nich nechal jet trpaslíky tak daleko a tak rychle, ani si nedovedete představit, co by vás potkalo, kdybyste se pokusili vzít si je do lesa. """
"do","do","vzít","vzít","pf"," You do not guess what kindness he has shown you in letting dwarves ride them so far and so fast, nor what would happen to you, if you tried to take them into the forest. """," Nemáte ani zdání, jakou vám prokázal laskavost, když na nich nechal jet trpaslíky tak daleko a tak rychle, ani si nedovedete představit, co by vás potkalo, kdybyste se pokusili vzít si je do lesa. """
"take","take","vzít","vzít","pf"," You do not guess what kindness he has shown you in letting dwarves ride them so far and so fast, nor what would happen to you, if you tried to take them into the forest. """," Nemáte ani zdání, jakou vám prokázal laskavost, když na nich nechal jet trpaslíky tak daleko a tak rychle, ani si nedovedete představit, co by vás potkalo, kdybyste se pokusili vzít si je do lesa. """
"sending","send","pošlete","poslat","pf"," "" You do n't mention sending that back. """," "" O něm nemluvíte, že ho pošlete zpátky. """
"fear","fear","bojím","bát","impf"," But this will not help us much, I fear, for it passes our skill in these days to guess when such a time will come again. """," Ale bojím se, že to nám moc nepomůže, protože dneska se vymyká našim vědomostem určit, kdy takový čas zase nastane. """
"help","help","nepomůže","pomoci","pf"," But this will not help us much, I fear, for it passes our skill in these days to guess when such a time will come again. """," Ale bojím se, že to nám moc nepomůže, protože dneska se vymyká našim vědomostem určit, kdy takový čas zase nastane. """
"passes","pass","nastane","nastat","pf"," But this will not help us much, I fear, for it passes our skill in these days to guess when such a time will come again. """," Ale bojím se, že to nám moc nepomůže, protože dneska se vymyká našim vědomostem určit, kdy takový čas zase nastane. """
"come","come","nastane","nastat","pf"," But this will not help us much, I fear, for it passes our skill in these days to guess when such a time will come again. """," Ale bojím se, že to nám moc nepomůže, protože dneska se vymyká našim vědomostem určit, kdy takový čas zase nastane. """
"seen","see","uvidíme","uvidět","pf"," "" That remains to be seen, "" said Gandalf."," "" To ještě uvidíme, "" podotkl Gandalf."
"catch","catch","chytit","chytit","pf"," Give me a light, and then eat me if you can catch me! """," Posviť mi, a pak si mě třeba sežer, jestli mě dokážeš chytit! """
"found","find","shledal","shledat","pf"," Bilbo got up, and found that he did not know in what direction to turn."," Bilbo vstal a shledal, že neví, kterým směrem se má obrátit."
"turn","turn","obrátit","obrátit","pf"," Bilbo got up, and found that he did not know in what direction to turn."," Bilbo vstal a shledal, že neví, kterým směrem se má obrátit."
"playing","play","hraje","hrát","impf"," "" Now I wonder what on earth Smaug is playing at, "" he said."," "" Teď bych rád věděl, na co si ten Šmak u všech všudy hraje, "" řekl si."
"said","say","řekl","říci","pf"," "" Now I wonder what on earth Smaug is playing at, "" he said."," "" Teď bych rád věděl, na co si ten Šmak u všech všudy hraje, "" řekl si."
"thought","think","pomyslel","pomyslet","pf"," "" Old Smaug is weary and asleep, "" he thought."," "" Starý Šmak je unavený a spí, "" pomyslel si."
"see","see","vidět","vidět","impf"," "" He ca n't, see me and he wo n't hear me."," "" Nemůže mě vidět a neuslyší mě."
"hear","hear","neuslyší","uslyšet","pf"," "" He ca n't, see me and he wo n't hear me."," "" Nemůže mě vidět a neuslyší mě."
"forgotten","forget","zapomněl","zapomenout","pf"," He had forgotten or had never heard about dragons ' sense of smell."," Buďto zapomněl, nebo nikdy neslyšel o dračím čichu."
"heard","hear","neslyšel","slyšet","impf"," He had forgotten or had never heard about dragons ' sense of smell."," Buďto zapomněl, nebo nikdy neslyšel o dračím čichu."
"discovered","discover","zjistili","zjistit","pf"," When the goblins discovered that, they put out their torches and they slipped on soft shoes, and they chose out their very quickest runners with the sharpest ears and eyes."," Když to skřetové zjistili, uhasili pochodně, obuli si plstěné bačkory a vybrali mezi sebou nejrychlejší běžce s nejbystřejšíma ušima a očima."
"chose","choose","vybrali","vybrat","pf"," When the goblins discovered that, they put out their torches and they slipped on soft shoes, and they chose out their very quickest runners with the sharpest ears and eyes."," Když to skřetové zjistili, uhasili pochodně, obuli si plstěné bačkory a vybrali mezi sebou nejrychlejší běžce s nejbystřejšíma ušima a očima."
"heard","hear","neslyšeli","slyšet","impf"," That is why neither Bilbo, nor the dwarves, nor even Gandalf heard them coming."," Proto je ani Bilbo, ani trpaslíci, ba ani Gandalf vůbec neslyšeli blížit se."
"see","see","neviděli","vidět","impf"," Nor did they see them."," Právě tak je neviděli."
"leading","lead","Vedlo","vést","impf"," A pale light was leading them on."," Vedlo je nějaké bledé světýlko."
"went","go","šlo","jít","impf"," He made the hobbit scramble on his shoulders as best he could with his tied hands, and then off they all went at a run, with a clink-clink of chains, and many a stumble, since they had no hands to steady themselves with."," Pomohl hobitovi, aby si mu vylezl na ramena, jak to jenom šlo se spoutanýma rukama, a pak se všichni dali na úprk s cinkáním řetězů a s častým klopýtáním, protože neměli volné ruce, aby jimi udržovali rovnováhu."
"crossed","cross","přešli","přejít","pf"," Soon they crossed the ford ( carrying the hobbit ), and then began to march through the long green grass and down the lines of the wide-armed oaks and the tall elms."," Zanedlouho přešli přes brod ( hobita přenesli ) a pak se vydali na pochod dlouhou zelenou trávou a podél řad rozložitých dubů a vysokých jilmů."
"called","call","říká","říkat","impf"," "" And why is it called the Carrock? "" asked Bilbo as he went along at the wizard 's side."," "" Ale proč tomu skalisku říká Skalbal? "" zeptal se Bilbo, který šel po boku čaroděje."
"asked","ask","zeptal","zeptat","pf"," "" And why is it called the Carrock? "" asked Bilbo as he went along at the wizard 's side."," "" Ale proč tomu skalisku říká Skalbal? "" zeptal se Bilbo, který šel po boku čaroděje."
"went","go","šel","jít","impf"," "" And why is it called the Carrock? "" asked Bilbo as he went along at the wizard 's side."," "" Ale proč tomu skalisku říká Skalbal? "" zeptal se Bilbo, který šel po boku čaroděje."
"called","call","Říká","říkat","impf"," "" He called it the Carrock, because carrock is his word for it."," "" Říká mu Skalbal, protože to pro ně je to pravé slovo."
"bade","bid","vyzval","vyzvat","pf"," and now Thorin spoke of the Arkenstone of Thrain, and bade them eagerly to look for it in every corner."," a teď jim Thorin pověděl o Thrainově Arcikamu a vyzval je, aby po něm horlivě pátrali v každém koutě."
"said","say","řekl","říci","pf"," "" For the Arkenstone of my father, "" he said, "" is worth more than a river of gold in itself, and to me it is beyond price."," "" Arcikam mého otce, "" řekl, "" má totiž sám o sobě větší cenu než řeka plná zlata a pro mne je naprosto nedocenitelný."
"woke","wake","probudil","probudit","pf"," The next morning Bilbo woke up with the early sun in his eyes."," Druhý den ráno se Bilbo probudil s časným jitřním sluncem před očima."
"look","look","podíval","podívat","pf"," He jumped up to look at the time and to go and put his kettle on - and found he was not home at all."," Vyskočil, aby se podíval na hodiny a postavil si vodu na čaj - ale zjistil, že vůbec není doma."
"put","put","postavil","postavit","pf"," He jumped up to look at the time and to go and put his kettle on - and found he was not home at all."," Vyskočil, aby se podíval na hodiny a postavil si vodu na čaj - ale zjistil, že vůbec není doma."
"found","find","zjistil","zjistit","pf"," He jumped up to look at the time and to go and put his kettle on - and found he was not home at all."," Vyskočil, aby se podíval na hodiny a postavil si vodu na čaj - ale zjistil, že vůbec není doma."
"sat","sit","posadil","posadit","pf"," So he sat down and wished in vain for a wash and a brush."," Tak se tedy posadil a nadarmo zatoužil po umytí a po kartáči."
"get","get","Nedostal","dostat","pf"," He did not get either, nor tea nor toast nor bacon for his breakfast, only cold mutton and rabbit."," Nedostal ani jedno z toho, ani čaj, ani topinky, ani slaninu k snídani, jenom studené skopové a králíka."
"do","do","provést","provést","pf"," The dwarves cannot press us, unless we will, or do anything that we cannot mark."," Trpaslíci nás nemohou obejít, ledaže bychom jim to dovolili, ale nemohou provést nic, co bychom nepozorovali."
"hope","hope","Doufejme","doufat","impf"," Let us hope still for something that will bring reconciliation."," Doufejme, že ještě dojde k něčemu, co nám pomůže k smíru."
"come","come","dojít","dojít","pf"," Our advantage in numbers will be enough, if in the end it must come to unhappy blows. """," Naše početní převaha nám postačí, jestli nakonec bude přece jen muset dojít k nešťastnému boji. """
"reckoned","reckon","počítal","počítat","impf"," But he reckoned without the dwarves."," Jenomže počítal bez trpaslíků."
"thought","think","Myslel","myslet","impf"," He thought of all the things he kept in his own pockets : fishbones, goblins ' teeth, wet shells, a bit of bat-wing, a sharp stone to sharpen his fangs on, and other nasty things."," Myslel na všechny věci, co nosil po kapsách sám : rybí kosti, skřetí zuby, vlhké škeble, kus netopýřího křídla, ostrý kámen, na kterém si brousil tesáky, a jiné ohavnosti."
"tried","try","Snažil","snažit","impf"," He tried to think what other people kept in their pockets."," Snažil se představit si, co nosí v kapsách jiné bytosti."
"lost","lose","ztratil","ztratit","pf"," "" Wrong! "" said Bilbo, who had lost his some time ago."," "" Špatně! "" zajásal Bilbo, který svůj nůž před časem ztratil."
"jumped","jump","vyskočila","vyskočit","pf"," But when he put his long webby foot in the water, a fish jumped out in a fright and fell on Bilbo 's toes."," Ale když stoupl dlouhou nohou s plovací blánou do vody, vyskočila z vody leknutím ryba a pleskla sebou na nohu Bilbovi."
"cried","cry","vykřikl","vykřiknout","pf"," Fish! "" he cried."," Ryba! "" vykřikl."
"disgusted","disgust","znechutí","znechutit","pf"," He had precious little time, he knew, before the spiders were disgusted and came back to their trees where the dwarves were hung."," Měl zoufale málo času, to věděl, než honba pavouky znechutí a než se netvoři vrátí ke svým stromům, kde viseli trpaslíci."
"hung","hang","viseli","viset","impf"," He had precious little time, he knew, before the spiders were disgusted and came back to their trees where the dwarves were hung."," Měl zoufale málo času, to věděl, než honba pavouky znechutí a než se netvoři vrátí ke svým stromům, kde viseli trpaslíci."
"rescue","rescue","zachránit","zachránit","pf"," In the meanwhile he had to rescue them."," Za tu chvíli musel své druhy zachránit."
"getting","get","dostat","dostat","pf"," The worst part of the job was getting up on to the long branch where the bundles were dangling."," Nejtěžší ze všeho bylo dostat se nahoru na vysokou větev, na které se rance pohupovaly."
"managed","manage","podařilo","podařit","pf"," I do n't suppose he would have managed it, if a spider had not luckily left a rope hanging down;"," Nezdá se mi, že by se mu to bylo podařilo, kdyby jeden pavouk naštěstí nenechal viset dolů pavučinové lano;"
"left","leave","nenechal","nechat","pf"," I do n't suppose he would have managed it, if a spider had not luckily left a rope hanging down;"," Nezdá se mi, že by se mu to bylo podařilo, kdyby jeden pavouk naštěstí nenechal viset dolů pavučinové lano;"
"hanging","hang","viset","viset","impf"," I do n't suppose he would have managed it, if a spider had not luckily left a rope hanging down;"," Nezdá se mi, že by se mu to bylo podařilo, kdyby jeden pavouk naštěstí nenechal viset dolů pavučinové lano;"
"escape","escape","unikli","uniknout","pf"," Already many of the goblins were flying back down the river to escape from the trap : and many of their own wolves were turning upon them and rending the dead and the wounded."," Mnozí skřetové už prchali dolů podél řeky, aby unikli z pasti, a mnozí jejich vlastní vlci se obraceli proti nim a trhali mrtvé a raněné."
"turning","turn","obraceli","obracet","impf"," Already many of the goblins were flying back down the river to escape from the trap : and many of their own wolves were turning upon them and rending the dead and the wounded."," Mnozí skřetové už prchali dolů podél řeky, aby unikli z pasti, a mnozí jejich vlastní vlci se obraceli proti nim a trhali mrtvé a raněné."
"seemed","seem","zdálo","zdát","impf"," Victory seemed at hand, when a cry rang out on the heights above."," Vítězství se už zdálo na dosah ruky, když se náhle ozval pokřik z hořejších výšin."
"fell","fall","napadli","napadnout","pf"," Goblins had scaled the Mountain from the other side and already many were on the slopes above the Gate, and others were streaming down recklessly, heedless of those that fell screaming from cliff and precipice, to attack the spurs from above."," Skřeti vylezli na Horu z druhé strany, spousta jich už byla na svazích nad bránou a ostatní bezohledně proudili dolů ( nedbajíce těch, kdo se s jekotem zřítili z útesů do propasti ), aby napadli ostrohy shora."
"attack","attack","napadli","napadnout","pf"," Goblins had scaled the Mountain from the other side and already many were on the slopes above the Gate, and others were streaming down recklessly, heedless of those that fell screaming from cliff and precipice, to attack the spurs from above."," Skřeti vylezli na Horu z druhé strany, spousta jich už byla na svazích nad bránou a ostatní bezohledně proudili dolů ( nedbajíce těch, kdo se s jekotem zřítili z útesů do propasti ), aby napadli ostrohy shora."
"remember","remember","Vzpomínáte","vzpomínat","impf"," You remember Bilbo falling like a log into sleep, as he stepped into a circle of light?"," Vzpomínáte si, jak Bilbo usnul jako pařez, sotva vstoupil do okruhu světel?"
"falling","fall","usnul","usnout","pf"," You remember Bilbo falling like a log into sleep, as he stepped into a circle of light?"," Vzpomínáte si, jak Bilbo usnul jako pařez, sotva vstoupil do okruhu světel?"
"fell","fall","padl","padnout","pf"," The next time it had been Thorin who stepped forward, and as the lights went out he fell like a stone enchanted."," Podruhé vykročil vpřed Thorin, a jakmile světla pohasla, padl jako kámen, omámený divným kouzlem."
"bound","bound","svázali","svázat","pf"," All the noise of the dwarves lost in the night, their cries as the spiders caught them and bound them, and all the sounds of the battle next day, had passed over him unheard."," Všechen povyk, který tropili trpaslíci bloudící ve tmě, jejich pokřik, když je polapili a svázali pavouci, celou bitevní vřavu příštího dne, nic z toho neslyšel."
"come","come","přišli","přijít","pf"," Then the Wood-elves had come to him, and bound him, and carried him away."," Pak k němu přišli lesní elfové, spoutali ho a odvedli pryč."
"aided","aid","Pomohli","pomoci","pf"," They aided you in your distress, and in recompense you have thus far brought ruin only, though doubtless undesigned. """," Pomohli vám ve vaší tísni a vy jste jim to až doposud oplatil jenom tím, že jste na ně přivolal zkázu, třebaže bezpochyby neúmyslně. """
"thought","think","myslel","myslet","impf"," and Bilbo thought that Thorin would at once admit what justice was in them."," a Bilbo si myslel, že Thorin okamžitě uzná jejich oprávněnost."
"admit","admit","uzná","uznat","pf"," and Bilbo thought that Thorin would at once admit what justice was in them."," a Bilbo si myslel, že Thorin okamžitě uzná jejich oprávněnost."
"remember","remember","vzpomene","vzpomenout","pf"," He did not, of course, expect that any one would remember that it was he who discovered all by himself the dragon 's weak spot;"," Nečekal ovšem, že si někdo vzpomene, že právě on, Bilbo, objevil docela sám drakovu slabinu;"
"discovered","discover","objevil","objevit","pf"," He did not, of course, expect that any one would remember that it was he who discovered all by himself the dragon 's weak spot;"," Nečekal ovšem, že si někdo vzpomene, že právě on, Bilbo, objevil docela sám drakovu slabinu;"
"seemed","seem","zdálo","zdát","impf"," Now it seemed that a great goblin-raid had been planned for that very night."," A teď se zdálo, že se taková velká skřetí loupežná výprava chystá na tuhle noc."
"planned","plan","chystá","chystat","impf"," Now it seemed that a great goblin-raid had been planned for that very night."," A teď se zdálo, že se taková velká skřetí loupežná výprava chystá na tuhle noc."
"come","come","přišli","přijít","pf"," The Wargs had come to meet the goblins and the goblins were late."," Vrrci přišli na schůzku se skřety, jenže skřetové se opozdili."
"caused","cause","zavinila","zavinit","pf"," The reason, no doubt, was the death of the Great Goblin, and all the excitement caused by the dwarves and Bilbo and the wizard, for whom they were probably still hunting."," Bezpochyby to zavinila smrt Velkého skřeta a všechno to vzrušení kolem Bilba a čaroděje a trpaslíků, po kterých se pravděpodobně dosud pídili."
