"wants","want","chtělo","chtít","impf"," You think I 'm stubborn? Amanda wants to shout."," A to tvrdíte, že já jsem tvrdohlavá? chtělo se vykřiknout Amandě."
"feels","feel","cítila","cítit","impf"," Amanda feels her whole body flush hot with rage."," Amanda cítila, jak se jí tělo rozpaluje palčivým vztekem."
"Trust","trust","Věř","věřit","impf"," "" Trust me."," "" Věř mi."
"trying","try","pokoušíš","pokoušet","impf"," "" You 're seriously trying to tell me that yesterday afternoon my mother shot and killed someone in the lobby of the Four Seasons hotel? """," "" Vážně se mi pokoušíš říct, že moje matka včera ve čtyři odpoledne někoho zastřelila v hale Four Seasons? """
"tell","tell","říct","říci","pf"," "" You 're seriously trying to tell me that yesterday afternoon my mother shot and killed someone in the lobby of the Four Seasons hotel? """," "" Vážně se mi pokoušíš říct, že moje matka včera ve čtyři odpoledne někoho zastřelila v hale Four Seasons? """
"killed","kill","zastřelila","zastřelit","pf"," "" You 're seriously trying to tell me that yesterday afternoon my mother shot and killed someone in the lobby of the Four Seasons hotel? """," "" Vážně se mi pokoušíš říct, že moje matka včera ve čtyři odpoledne někoho zastřelila v hale Four Seasons? """
"given","give","dala","dát","pf"," Not big. Just enough to let the jury know what she thinks of the testimony being given."," Ne moc, jen tak, aby dala porotcům najevo, co si myslí o svědecké výpovědi, kterou právě vyslechla."
"believe","believe","nevěřili","věřit","impf"," Which she would like them to believe is not much."," Ráda by je přiměla, aby tomu moc nevěřili."
"pounding","pound","bušit","bušit","impf"," Amanda sits up in bed, the pounding in her head echoing the pounding on the door. She checks the clock on the nightstand, wondering who the hell could be knocking on her door at two in the morning?"," Amanda se vztyčila na posteli a z bušení v její hlavě se stalo zabušení na dveře. zadívala se na hodiny na nočním stolku a užasla nad tím, kdo to kčertu může bušit na její dveře ve dvě hodiny ráno."
"pounding","pound","bušit","bušit","impf"," Amanda sits up in bed, the pounding in her head echoing the pounding on the door. She checks the clock on the nightstand, wondering who the hell could be knocking on her door at two in the morning?"," Amanda se vztyčila na posteli a z bušení v její hlavě se stalo zabušení na dveře. zadívala se na hodiny na nočním stolku a užasla nad tím, kdo to kčertu může bušit na její dveře ve dvě hodiny ráno."
"knocking","knock","bušit","bušit","impf"," Amanda sits up in bed, the pounding in her head echoing the pounding on the door. She checks the clock on the nightstand, wondering who the hell could be knocking on her door at two in the morning?"," Amanda se vztyčila na posteli a z bušení v její hlavě se stalo zabušení na dveře. zadívala se na hodiny na nočním stolku a užasla nad tím, kdo to kčertu může bušit na její dveře ve dvě hodiny ráno."
"offers","offer","nabídl","nabídnout","pf"," Ben offers his arm to help her navigate a patch of sidewalk that has n't been shoveled. Amanda does n't move."," Ben jí nabídl rámě, aby ji provedl cestičkou, která nebyla proházená, ale Amanda se ani nepohnula."
"help","help","provedl","provést","pf"," Ben offers his arm to help her navigate a patch of sidewalk that has n't been shoveled. Amanda does n't move."," Ben jí nabídl rámě, aby ji provedl cestičkou, která nebyla proházená, ale Amanda se ani nepohnula."
"does","do","provedl","provést","pf"," Ben offers his arm to help her navigate a patch of sidewalk that has n't been shoveled. Amanda does n't move."," Ben jí nabídl rámě, aby ji provedl cestičkou, která nebyla proházená, ale Amanda se ani nepohnula."
"move","move","nepohnula","pohnout","pf"," Ben offers his arm to help her navigate a patch of sidewalk that has n't been shoveled. Amanda does n't move."," Ben jí nabídl rámě, aby ji provedl cestičkou, která nebyla proházená, ale Amanda se ani nepohnula."
"think","think","Myslím","myslet","impf"," "" I think she 'd stand a better chance if you were around to vouch for her. """," "" Myslím, že by měla větší šanci, kdybys tu zůstala a zaručila se za ni. """
"think","think","měla","mít","impf"," "" I think she 'd stand a better chance if you were around to vouch for her. """," "" Myslím, že by měla větší šanci, kdybys tu zůstala a zaručila se za ni. """
"stand","stand","měla","mít","impf"," "" I think she 'd stand a better chance if you were around to vouch for her. """," "" Myslím, že by měla větší šanci, kdybys tu zůstala a zaručila se za ni. """
"vouch","vouch","zaručila","zaručit","pf"," "" I think she 'd stand a better chance if you were around to vouch for her. """," "" Myslím, že by měla větší šanci, kdybys tu zůstala a zaručila se za ni. """
"asking","ask","žádá","žádat","impf"," Is he really asking her to speak on her mother 's behalf?"," Opravdu ji žádá o to, aby vystoupila a mluvila v matčin prospěch?"
"speak","speak","mluvila","mluvit","impf"," Is he really asking her to speak on her mother 's behalf?"," Opravdu ji žádá o to, aby vystoupila a mluvila v matčin prospěch?"
"think","think","nemyslím","myslet","impf"," "" I hardly think that will be necessary. """," "" Opravdu nemyslím, že by to bylo nutné. """
"reminds","remind","připomněl","připomenout","pf"," "" She 's your mother, Amanda, "" he reminds her again."," "" Je to tvá matka, Amando, "" připomněl jí znovu."
"discovered","discover","zjistila","zjistit","pf"," She discovered the last time she was here that the library keeps actual copies of the Toronto dailies for the previous three months."," Amanda při své poslední návštěvě zjistila, že v archivu mají fyzicky výtisky všech torontských deníků za poslední tři měsíce."
"keeps","keep","mají","mít","impf"," She discovered the last time she was here that the library keeps actual copies of the Toronto dailies for the previous three months."," Amanda při své poslední návštěvě zjistila, že v archivu mají fyzicky výtisky všech torontských deníků za poslední tři měsíce."
"looking","look","hledat","hledat","impf"," This morning she 'll be looking for Turlingtons, Turecks, Turgovs, or Turofskys."," Dnes bude hledat Turlingtonovou, Tureckovou, Turgovovou nebo Turkofskou."
"finds","find","nacházela","nacházet","impf"," Amanda skims the various articles for any pertinent information, but finds only details she already knows."," Amanda prolistovala několik dalších článků a hledala v nich nějaké věcné informace, ale nacházela jen detaily, které už sama znala."
"sees","see","Vidí","vidět","impf"," She watches the child Amanda lift the strange object into her hands, sees her turn it over, then lift it to her nose to inhale its cold, metallic scent."," Vidí Amandu - dítě, jak zvedá podivný předmět v ruce, otáčí ho a čichá k němu, vdechuje jeho podivně chladný, kovový pach."
"lift","lift","zvedá","zvedat","impf"," She watches the child Amanda lift the strange object into her hands, sees her turn it over, then lift it to her nose to inhale its cold, metallic scent."," Vidí Amandu - dítě, jak zvedá podivný předmět v ruce, otáčí ho a čichá k němu, vdechuje jeho podivně chladný, kovový pach."
"lift","lift","zvedá","zvedat","impf"," She watches the child Amanda lift the strange object into her hands, sees her turn it over, then lift it to her nose to inhale its cold, metallic scent."," Vidí Amandu - dítě, jak zvedá podivný předmět v ruce, otáčí ho a čichá k němu, vdechuje jeho podivně chladný, kovový pach."
"turn","turn","otáčí","otáčet","impf"," She watches the child Amanda lift the strange object into her hands, sees her turn it over, then lift it to her nose to inhale its cold, metallic scent."," Vidí Amandu - dítě, jak zvedá podivný předmět v ruce, otáčí ho a čichá k němu, vdechuje jeho podivně chladný, kovový pach."
"crying","cry","křičí","křičet","impf"," And suddenly her mother is in the doorway, crying and yelling and waving her arms like a deranged puppet, wresting the gun from Amanda 's fingers."," A najednou je ve dveřích její matka, křičí a nadává a mává rukama jako nepříčetná loutka, vytrhuje zbraň z Amandiných rukou."
"yelling","yell","křičí","křičet","impf"," And suddenly her mother is in the doorway, crying and yelling and waving her arms like a deranged puppet, wresting the gun from Amanda 's fingers."," A najednou je ve dveřích její matka, křičí a nadává a mává rukama jako nepříčetná loutka, vytrhuje zbraň z Amandiných rukou."
"waving","wave","mává","mávat","impf"," And suddenly her mother is in the doorway, crying and yelling and waving her arms like a deranged puppet, wresting the gun from Amanda 's fingers."," A najednou je ve dveřích její matka, křičí a nadává a mává rukama jako nepříčetná loutka, vytrhuje zbraň z Amandiných rukou."
"flees","flee","prchá","prchat","impf"," The child flees the room in terror."," Dítě v hrůze prchá z místnosti."
"approach","approach","blížili","blížit","impf"," The phone is ringing as they approach the door to her apartment."," Když se blížili ke dveřím bytu, slyšeli zevnitř drnčení telefonu."
"Do","do","Neber","brát","impf"," "" Do n't answer it, "" Carter says as they step inside."," "" Neber ho, "" vyzval ji Carter, když vstoupili dovnitř."
"kisses","kiss","líbat","líbat","impf"," He kisses her neck, his tongue playing with the folds of her ear."," Začal ji líbat, jazykem obkroužil záhyby v jejím uchu."
"says","say","odpověděla","odpovědět","pf"," "" Forty-one next month, "" Hayley says, her voice a monotone."," "" Bude mi čtyřicet jedna, "" odpověděla monotónním hlasem Hayley."
"born","bear","mít","mít","impf"," My parents were only married a few years before I was born, so obviously we ca n't have the same father. """," Moji rodiče se vzali rok předtím, než jsem se narodila, takže nemůžeme mít stejného otce. """
"trying","try","pokouší","pokoušet","impf"," What is she trying to tell her?"," Co se jí pokouší vysvětlit?"
"believe","believe","věříte","věřit","impf"," "" If you really believe John Mallins is not only an imposter, but a murderer, why have n't you gone to the police? """," "" Pokud opravdu věříte, že John Mallins nebyl jen podvodník, ale i vrah, proč jste s tím nešla na policii? """
"gone","go","nešla","jít","impf"," "" If you really believe John Mallins is not only an imposter, but a murderer, why have n't you gone to the police? """," "" Pokud opravdu věříte, že John Mallins nebyl jen podvodník, ale i vrah, proč jste s tím nešla na policii? """
"tell","tell","říct","říci","pf"," "" And tell them what exactly? """," "" A co přesně bych jim měla říct? """
"told","tell","říkáte","říkat","impf"," "" Exactly what you 've told me. """," "" Přesně to, co teď říkáte mně. """
"went","go","šla","jít","impf"," Hell, I went to the bastards twenty-five years ago, right after Johnny disappeared."," Heleďte, šla jsem k těm zmetkům před pětadvaceti lety, když Johnny zmizel."
"disappeared","disappear","zmizel","zmizet","pf"," Hell, I went to the bastards twenty-five years ago, right after Johnny disappeared."," Heleďte, šla jsem k těm zmetkům před pětadvaceti lety, když Johnny zmizel."
"warned","warn","varoval","varovat","impf"," He warned me."," On mě varoval."
"said","say","Řekl","říci","pf"," He said if I did n't give him back the money I stole from him, he 'd get even."," Řekl mi, že když mu nevrátím ty peníze, co jsem mu ukradla, ukradne něco on mně."
"stole","steal","ukradla","ukrást","pf"," He said if I did n't give him back the money I stole from him, he 'd get even."," Řekl mi, že když mu nevrátím ty peníze, co jsem mu ukradla, ukradne něco on mně."
"stole","steal","ukradne","ukrást","pf"," He said if I did n't give him back the money I stole from him, he 'd get even."," Řekl mi, že když mu nevrátím ty peníze, co jsem mu ukradla, ukradne něco on mně."
"told","tell","Řekl","říci","pf"," He told me, but I did n't listen."," Řekl mi to, a já mu nevěřila."
"ask","ask","zeptat","zeptat","pf"," "" May I ask why? """," "" Můžu se zeptat proč? """
"told","tell","Řekla","říci","pf"," "" She told me her husband 's mother passed away recently, and that her husband was here to settle her estate, so .... """," "" Řekla mi, že nedávno zemřela matka jejího manžela, a že její muž sem přijel vyřídit pozůstalost, takže ... """
"passed","pass","zemřela","zemřít","pf"," "" She told me her husband 's mother passed away recently, and that her husband was here to settle her estate, so .... """," "" Řekla mi, že nedávno zemřela matka jejího manžela, a že její muž sem přijel vyřídit pozůstalost, takže ... """
"close","close","zavírat","zavírat","impf"," "" It 's just that we 're trying to close up. """," "" To jenom, že už budeme zavírat. """
"taken","take","vzít","vzít","pf"," Although she might have taken them out for dinner and a much needed change of scenery."," I když, mohla by vzít děti někam na večeři, aby trochu změnili prostředí."
"decides","decide","usoudila","usoudit","pf"," "" Doubtful, "" Amanda decides, knocking on the door to suite 2412."," "" Ale pochybuju, "" usoudila Amanda a zaklepala na dveře s číslem 2412."
"knocking","knock","zaklepala","zaklepat","pf"," "" Doubtful, "" Amanda decides, knocking on the door to suite 2412."," "" Ale pochybuju, "" usoudila Amanda a zaklepala na dveře s číslem 2412."
"answers","answer","odpověděla","odpovědět","pf"," "" Amanda Travis, "" Amanda answers truthfully, not sure how else to respond."," "" Amanda Travisová, "" odpověděla popravdě, protože si nebyla jistá, co jiného by měla říci."
"respond","respond","odpověděla","odpovědět","pf"," "" Amanda Travis, "" Amanda answers truthfully, not sure how else to respond."," "" Amanda Travisová, "" odpověděla popravdě, protože si nebyla jistá, co jiného by měla říci."
"Think","think","Mysli","myslet","impf"," "" Think. """," "" Mysli! """
"saw","see","Viděl","vidět","impf"," You saw her face when I mentioned the name, ' Turk. '"," Viděl jsi přece její tvář, když jsem se zmínila o tom Turkovi."
"mentioned","mention","zmínila","zmínit","pf"," You saw her face when I mentioned the name, ' Turk. '"," Viděl jsi přece její tvář, když jsem se zmínila o tom Turkovi."
"means","mean","znamená","znamenat","impf"," That name means something to her, Ben. """," To jméno pro ni něco znamená, Bene. """
"stops","stop","zarazil","zarazit","pf"," Ben stops before they reach the side exit."," Ben se zarazil před bočním východem."
"wants","want","chtít","chtít","impf"," Just as she 's entitled to sleep with whomever she wants."," Má taky právo vyspat se, s kým bude chtít."
"want","want","chtít","chtít","impf"," Even if she does n't really want to."," Dokonce i když to ve skutečnosti zase tak moc chtít nebude."
"riding","ride","jede","jet","impf"," Why 'd you have to come over last night, like some white knight riding to the rescue on his antique steed? Who said I need rescuing anyway?"," Co se to vůbec opovažuješ, přitáhnout takhle uprostřed noci jako rytíř, co jede ji zachránit na svém bazarovém oři?"
"rescuing","rescue","zachránit","zachránit","pf"," Why 'd you have to come over last night, like some white knight riding to the rescue on his antique steed? Who said I need rescuing anyway?"," Co se to vůbec opovažuješ, přitáhnout takhle uprostřed noci jako rytíř, co jede ji zachránit na svém bazarovém oři?"
"admits","admit","připustila","připustit","pf"," Although that 's not exactly true, she admits silently, covering her eyes with her right forearm, trying to block out the image of him standing in the airport, her first sight of him in over eight years."," Jenomže to vlastně nebyla tak úplně pravda, připustila si tiše a zakryla si oči pravým předloktím, jako by si chtěla zakrýt jeho obraz, jak stál na letišti, při jejich prvním setkání po osmi letech."
"covering","cover","zakryla","zakrýt","pf"," Although that 's not exactly true, she admits silently, covering her eyes with her right forearm, trying to block out the image of him standing in the airport, her first sight of him in over eight years."," Jenomže to vlastně nebyla tak úplně pravda, připustila si tiše a zakryla si oči pravým předloktím, jako by si chtěla zakrýt jeho obraz, jak stál na letišti, při jejich prvním setkání po osmi letech."
"covering","cover","zakrýt","zakrýt","pf"," Although that 's not exactly true, she admits silently, covering her eyes with her right forearm, trying to block out the image of him standing in the airport, her first sight of him in over eight years."," Jenomže to vlastně nebyla tak úplně pravda, připustila si tiše a zakryla si oči pravým předloktím, jako by si chtěla zakrýt jeho obraz, jak stál na letišti, při jejich prvním setkání po osmi letech."
"told","tell","oznámila","oznámit","pf"," And there he was, looking as good as he had on the day she told him she was leaving."," Ale byl tam a vypadal stejně dobře jako před osmi lety, když mu oznámila, že ho opouští."
"leaving","leave","opouští","opouštět","impf"," And there he was, looking as good as he had on the day she told him she was leaving."," Ale byl tam a vypadal stejně dobře jako před osmi lety, když mu oznámila, že ho opouští."
"understand","understand","Nechápu","chápat","impf"," "" I do n't understand why you 're doing this, "" he 'd said simply."," "" Nechápu, proč to děláš, "" řekl prostě, a pak, ještě prostěji :"
"do","do","děláš","dělat","impf"," "" I do n't understand why you 're doing this, "" he 'd said simply."," "" Nechápu, proč to děláš, "" řekl prostě, a pak, ještě prostěji :"
"doing","do","děláš","dělat","impf"," "" I do n't understand why you 're doing this, "" he 'd said simply."," "" Nechápu, proč to děláš, "" řekl prostě, a pak, ještě prostěji :"
"said","say","řekl","říci","pf"," "" I do n't understand why you 're doing this, "" he 'd said simply."," "" Nechápu, proč to děláš, "" řekl prostě, a pak, ještě prostěji :"
"sits","sit","posadila","posadit","pf"," Amanda sits up abruptly."," Amanda se prudce posadila."
"begins","begin","začal","začít","pf"," "" This is my assistant, "" Ben begins as Amanda finishes removing her boots and lifts her head."," "" A tohle je moje asistentka, "" začal Ben, když si Amanda konečně stáhla kozačky a zvedla hlavu."
"lifts","lift","zvedla","zvednout","pf"," "" This is my assistant, "" Ben begins as Amanda finishes removing her boots and lifts her head."," "" A tohle je moje asistentka, "" začal Ben, když si Amanda konečně stáhla kozačky a zvedla hlavu."
"exclaims","exclaim","vykřikla","vykřiknout","pf"," "" Oh, my God, "" Corinne Nash exclaims."," "" Bože můj! "" vykřikla Corinne Nashová."
"finds","find","zjistila","zjistit","pf"," Amanda finds herself backing against the door as the woman walks toward her, one hand extended."," Amanda zjistila, že couvá ke dveřím, když k ní žena vykročila s nataženou rukou."
"see","see","viděla","vidět","impf"," "" It 's nice to see you again, Mrs. MacGiver, but I think Sally 's right."," "" Moc ráda jsem vás zase viděla, paní MacGiverová, ale myslím, že Sally má pravdu."
"think","think","myslím","myslet","impf"," "" It 's nice to see you again, Mrs. MacGiver, but I think Sally 's right."," "" Moc ráda jsem vás zase viděla, paní MacGiverová, ale myslím, že Sally má pravdu."
"think","think","má","mít","impf"," "" It 's nice to see you again, Mrs. MacGiver, but I think Sally 's right."," "" Moc ráda jsem vás zase viděla, paní MacGiverová, ale myslím, že Sally má pravdu."
"feels","feel","ucítila","ucítit","pf"," Amanda takes a sharp breath, feels the air freeze in her lungs as Mrs. McGiver 's fingers brush across her face."," Amanda se krátce nadechla a ucítila, jak ji mrazivý vzduch zastudil v plicích, když jí stará paní přejela vrásčitou rukou po tváři."
"pay","pay","platit","platit","impf"," How would you like to pay for these things? """," Jak budete platit? """
"pulls","pull","vytáhla","vytáhnout","pf"," Amanda pulls out her credit card, hands it to Monica."," Amanda vytáhla z kabelky kreditní kartu a podala ji Monice."
"hands","hand","podala","podat","pf"," Amanda pulls out her credit card, hands it to Monica."," Amanda vytáhla z kabelky kreditní kartu a podala ji Monice."
"apologize","apologize","omluvila","omluvit","pf"," Amanda races back into her bedroom, grabs her cellphone from her purse, about to call Ben and share with him her latest discovery, and apologize profusely for having failed to check the medicine cabinet the last time they were here."," Amanda se vrátila do ložnice, vyndala z kabelky mobilní telefon a málem už vytočila Benovo číslo, aby se s ním podělila o svůj poslední objev a omluvila se mu za to, že ji nenapadlo prohlédnout toaletku v koupelně už tenkrát, když sem přišli spolu."
"call","call","přišli","přijít","pf"," Amanda races back into her bedroom, grabs her cellphone from her purse, about to call Ben and share with him her latest discovery, and apologize profusely for having failed to check the medicine cabinet the last time they were here."," Amanda se vrátila do ložnice, vyndala z kabelky mobilní telefon a málem už vytočila Benovo číslo, aby se s ním podělila o svůj poslední objev a omluvila se mu za to, že ji nenapadlo prohlédnout toaletku v koupelně už tenkrát, když sem přišli spolu."
"says","say","prohlásila","prohlásit","pf"," "" Well, that was rather rude, "" she says as she replaces the receiver."," "" No, to bylo pěkně hrubé, "" prohlásila a položila sluchátko."
"shouts","shout","vykřikla","vykřiknout","pf"," Give Jennifer my love, "" she shouts in the direction of the phone, hearing the muffled sound of water from the bathroom."," Vyřiď Jennifer, že ji pozdravuju! "" vykřikla směrem k telefonu a uslyšela zvuk vody, která v koupelně nebezpečně zabublala."
"hearing","hear","uslyšela","uslyšet","pf"," Give Jennifer my love, "" she shouts in the direction of the phone, hearing the muffled sound of water from the bathroom."," Vyřiď Jennifer, že ji pozdravuju! "" vykřikla směrem k telefonu a uslyšela zvuk vody, která v koupelně nebezpečně zabublala."
"remains","remain","zůstala","zůstat","pf"," Amanda remains on her mother 's bed for several minutes cradling the receiver, now damp with her tears."," Amanda zůstala několik minut ležet na matčině posteli a držela sluchátko, teď celé mokré od jejích slz."
"asks","ask","zeptala","zeptat","pf"," Where 've you been? the girl puppet asks politely."," Kde jsi byla? zeptala se loutka dívky zdvořile."
"move","move","Pohybovaly","pohybovat","impf"," They move together easily, sailing gracefully through the air, the girl ’ s head resting on the boy ’ s shoulder, the boy ’ s arm draped protectively across the girl ’ s shoulder, their limbs gradually overlapping, their strings becoming entwined, wrapping around one another like vines around the trunk of a tree, until the two puppets become one, impossible to separate without causing irreparable damage."," Pohybovaly se lehce, plachtily ladně vzduchem, dívčina hlava spočívala na chlapcově rameni, chlapcovy ruce ochranitelsky objímaly dívčina ramena, končetiny měli propletené, jejich nitky se začínaly proplétat a omotávat se kolem nich, až se ze dvou loutek stávala jediná, až se už nemohli rozdělit, aniž by se došlo k nezvratnému poškození."
"resting","rest","spočívala","spočívat","impf"," They move together easily, sailing gracefully through the air, the girl ’ s head resting on the boy ’ s shoulder, the boy ’ s arm draped protectively across the girl ’ s shoulder, their limbs gradually overlapping, their strings becoming entwined, wrapping around one another like vines around the trunk of a tree, until the two puppets become one, impossible to separate without causing irreparable damage."," Pohybovaly se lehce, plachtily ladně vzduchem, dívčina hlava spočívala na chlapcově rameni, chlapcovy ruce ochranitelsky objímaly dívčina ramena, končetiny měli propletené, jejich nitky se začínaly proplétat a omotávat se kolem nich, až se ze dvou loutek stávala jediná, až se už nemohli rozdělit, aniž by se došlo k nezvratnému poškození."
"separate","separate","rozdělit","rozdělit","pf"," They move together easily, sailing gracefully through the air, the girl ’ s head resting on the boy ’ s shoulder, the boy ’ s arm draped protectively across the girl ’ s shoulder, their limbs gradually overlapping, their strings becoming entwined, wrapping around one another like vines around the trunk of a tree, until the two puppets become one, impossible to separate without causing irreparable damage."," Pohybovaly se lehce, plachtily ladně vzduchem, dívčina hlava spočívala na chlapcově rameni, chlapcovy ruce ochranitelsky objímaly dívčina ramena, končetiny měli propletené, jejich nitky se začínaly proplétat a omotávat se kolem nich, až se ze dvou loutek stávala jediná, až se už nemohli rozdělit, aniž by se došlo k nezvratnému poškození."
"begins","begin","začala","začít","pf"," The water level begins receding immediately."," Hladina vody začala okamžitě klesat."
"nods","nod","přikývla","přikývnout","pf"," Amanda nods."," Amanda přikývla."
"say","say","říct","říci","pf"," Ca n't say we did n't try. """," Aspoň nemůžeme říct, že bychom to nezkusili. """
"try","try","nezkusili","zkusit","pf"," Ca n't say we did n't try. """," Aspoň nemůžeme říct, že bychom to nezkusili. """
"call","call","Zavolám","zavolat","pf"," "" I 'll call you in the morning. """," "" Zavolám ti ráno. """
"want","want","nechci","chtít","impf"," "" What if I do n't want to do it? """," "" Ale co když to nechci zvládat? """
"do","do","dělat","dělat","impf"," "" Sometimes we have to do things we 'd rather not. """," "" Někdy musíme dělat věci, které bychom raději nedělali. """
"do","do","nedělali","dělat","impf"," "" Sometimes we have to do things we 'd rather not. """," "" Někdy musíme dělat věci, které bychom raději nedělali. """
"left","leave","opustila","opustit","pf"," Since you left, she hears him say, although he says nothing."," Od té doby, co jsi mě opustila, uslyšela ho říkat, i když ve skutečnosti neřekl nic."
"hears","hear","uslyšela","uslyšet","pf"," Since you left, she hears him say, although he says nothing."," Od té doby, co jsi mě opustila, uslyšela ho říkat, i když ve skutečnosti neřekl nic."
"say","say","říkat","říkat","impf"," Since you left, she hears him say, although he says nothing."," Od té doby, co jsi mě opustila, uslyšela ho říkat, i když ve skutečnosti neřekl nic."
"says","say","říkat","říkat","impf"," Since you left, she hears him say, although he says nothing."," Od té doby, co jsi mě opustila, uslyšela ho říkat, i když ve skutečnosti neřekl nic."
"say","say","neřekl","říci","pf"," Since you left, she hears him say, although he says nothing."," Od té doby, co jsi mě opustila, uslyšela ho říkat, i když ve skutečnosti neřekl nic."
"says","say","neřekl","říci","pf"," Since you left, she hears him say, although he says nothing."," Od té doby, co jsi mě opustila, uslyšela ho říkat, i když ve skutečnosti neřekl nic."
"feels","feel","ucítila","ucítit","pf"," She watches his boots as he approaches, feels the warmth of his breath as he moves closer, his slight hesitation before taking her in his arms, hugging her close."," Viděla jeho boty, jak se k ní přibližoval, ucítila horkost jeho dechu, vnímala jeho krátké zaváhání, než ji chytil za paži a přitáhl si ji blíž."
"feels","feel","vnímala","vnímat","impf"," She watches his boots as he approaches, feels the warmth of his breath as he moves closer, his slight hesitation before taking her in his arms, hugging her close."," Viděla jeho boty, jak se k ní přibližoval, ucítila horkost jeho dechu, vnímala jeho krátké zaváhání, než ji chytil za paži a přitáhl si ji blíž."
"taking","take","chytil","chytit","pf"," She watches his boots as he approaches, feels the warmth of his breath as he moves closer, his slight hesitation before taking her in his arms, hugging her close."," Viděla jeho boty, jak se k ní přibližoval, ucítila horkost jeho dechu, vnímala jeho krátké zaváhání, než ji chytil za paži a přitáhl si ji blíž."
"doing","do","děláš","dělat","impf"," What are you doing here? his eyes say."," Co tady děláš? ptal se jí jeho pohled."
"tell","tell","říct","říci","pf"," I have something to tell you, Amanda answers silently, but Ben has already turned his attention back to the front of the courtroom where the prosecutor has risen to argue a point of law."," Musím ti něco říct, odpovídala Amanda tiše, ale Ben už obrátil svou pozornost zpátky k dění v soudní síni, kde zástupkyně prokurátora začala zpochybňovat jakési právní hledisko."
"turned","turn","obrátil","obrátit","pf"," I have something to tell you, Amanda answers silently, but Ben has already turned his attention back to the front of the courtroom where the prosecutor has risen to argue a point of law."," Musím ti něco říct, odpovídala Amanda tiše, ale Ben už obrátil svou pozornost zpátky k dění v soudní síni, kde zástupkyně prokurátora začala zpochybňovat jakési právní hledisko."
"contained","contain","Měla","mít","impf"," Her voice is nasal and unpleasant, and every time she glances at the pretty young woman who is the defendant, her eyes narrow with barely contained fury."," Měla nosový a nepříjemný hlas, a pokaždé, když se zadívala na hezkou mladou dívku na lavici obhájců, oči se jí zúžily stěží utajovaným vztekem."
"Thank","thank","Děkuji","děkovat","impf"," "" Thank you, your honor. """," "" Děkuji vám, Vaše ctihodnosti. """
"smiles","smile","usmála","usmát","pf"," Gwen Price smiles as the officer approaches to lead her from the courtroom."," Gwen Priceová se usmála, když k ní vykročil zřízenec, aby ji odvedl ze soudní síně."
"says","say","odpověděla","odpovědět","pf"," "" Not necessary, "" Gwen says over her shoulder."," "" To není nutné, "" odpověděla přes rameno Gwen."
"see","see","viděla","vidět","impf"," "" Nice to see you again, Amanda."," "" Ráda jsem tě zase viděla, Amando."
"do","do","dělat","dělat","impf"," Might as well do something useful with my time. """," Radši bych měla začít se svým životem dělat něco užitečného. """
"wearing","wear","nosí","nosit","impf"," Stepping off the escalator, she walks right into the path of an icily attractive blonde wearing the flowing black robes that lawyers in Canada wear when arguing a case in court."," Když vystoupila z výtahu, zkřížila cestu atraktivní blondýnce v plandavém černém taláru, který v Kanadě nosí právníci, když mají soudní jednání."
"wear","wear","nosí","nosit","impf"," Stepping off the escalator, she walks right into the path of an icily attractive blonde wearing the flowing black robes that lawyers in Canada wear when arguing a case in court."," Když vystoupila z výtahu, zkřížila cestu atraktivní blondýnce v plandavém černém taláru, který v Kanadě nosí právníci, když mají soudní jednání."
"wearing","wear","mají","mít","impf"," Stepping off the escalator, she walks right into the path of an icily attractive blonde wearing the flowing black robes that lawyers in Canada wear when arguing a case in court."," Když vystoupila z výtahu, zkřížila cestu atraktivní blondýnce v plandavém černém taláru, který v Kanadě nosí právníci, když mají soudní jednání."
"wear","wear","mají","mít","impf"," Stepping off the escalator, she walks right into the path of an icily attractive blonde wearing the flowing black robes that lawyers in Canada wear when arguing a case in court."," Když vystoupila z výtahu, zkřížila cestu atraktivní blondýnce v plandavém černém taláru, který v Kanadě nosí právníci, když mají soudní jednání."
"feel","feel","cítit","cítit","impf"," At least that way I would n't feel so damn guilty about Jerrod Sugar."," Tak bych se aspoň nemusela cítit tolik provinile, že jsem se vyspala s Jerrodem Sugarem."
"open","open","nevotevřu","otevřít","pf"," "" Well, I realized that if I did n't open the door, he was just gonna break it down, so I told him I 'd open the door, but only if he promised to calm down first."," "" Nó, mně došlo, že dyž mu nevotevřu dvéře, tak je vyrazí, a tak sem mu řekla, že teda jako votevřu, ale jenom dyž mi slíbí, že se nejdřív uklidní."
"open","open","nevotevřu","otevřít","pf"," "" Well, I realized that if I did n't open the door, he was just gonna break it down, so I told him I 'd open the door, but only if he promised to calm down first."," "" Nó, mně došlo, že dyž mu nevotevřu dvéře, tak je vyrazí, a tak sem mu řekla, že teda jako votevřu, ale jenom dyž mi slíbí, že se nejdřív uklidní."
"told","tell","řekla","říci","pf"," "" Well, I realized that if I did n't open the door, he was just gonna break it down, so I told him I 'd open the door, but only if he promised to calm down first."," "" Nó, mně došlo, že dyž mu nevotevřu dvéře, tak je vyrazí, a tak sem mu řekla, že teda jako votevřu, ale jenom dyž mi slíbí, že se nejdřív uklidní."
