"complement","complement","doplňují","doplňovat","impf"," They usually complement the common repertoire of sayings with their own self-made pearls of wisdom and often interrupt their own speeches with the remark"," Ti je obyčejně doplňují výroky vlastními a občas mezi řečí prohodí :"
"said","say","řekl","říci","pf"," I was beginning to shiver from the cold and I was relieved when he shoved the ashtray back into his pocket and said :"," Začínala mnou třást zima a byl jsem rád, když strčil popelníček zase do kapsy a řekl :"
"said","say","řekla","říci","pf"," Miss Barbara threw me a glance with little green sparkles playing in her eyes and said that I should pick the mushrooms myself."," Slečna Barbora se na mne chvíli dívala a v očích měla takové zelené jiskřičky, a pak řekla, abych si ty hříbky posbíral sám."
"announced","announce","prohlásila","prohlásit","pf"," We rounded up so many for the basket that Miss Barbara announced we could now take a proper break in the clearing, [ ]without my having to pretend that my leg was in pain."," V košíku nám toho tolik přibylo, že slečna Barbora prohlásila, že si teď můžeme na té mýtince opravdu odpočinout, aniž musím předstírat, že mne bolí noha."
"pretend","pretend","předstírat","předstírat","impf"," We rounded up so many for the basket that Miss Barbara announced we could now take a proper break in the clearing, [ ]without my having to pretend that my leg was in pain."," V košíku nám toho tolik přibylo, že slečna Barbora prohlásila, že si teď můžeme na té mýtince opravdu odpočinout, aniž musím předstírat, že mne bolí noha."
"growing","grow","Rostla","růst","impf"," The short grass typical of mountain clearings was growing around us under a warm sun."," Rostla tam nízká tráva, jaká bývá na horských loukách, a hřálo tam slunce."
"took","take","Trvalo","trvat","impf"," It was a very long time before I managed to find out what took place inside the cabin on that occasion."," Trvalo to velmi dlouho, nežli jsem se dověděl, co se vlastně v té kabině tenkrát událo."
"said","say","říkal","říkat","impf"," Saturnin said that it was not worth mentioning and that for aesthetic reasons he didn ’ t like to talk about it."," Saturnin říkal, že to ani nestojí za řeč a že o tom nerad mluví z estetických důvodů."
"said","say","mluví","mluvit","impf"," Saturnin said that it was not worth mentioning and that for aesthetic reasons he didn ’ t like to talk about it."," Saturnin říkal, že to ani nestojí za řeč a že o tom nerad mluví z estetických důvodů."
"talk","talk","mluví","mluvit","impf"," Saturnin said that it was not worth mentioning and that for aesthetic reasons he didn ’ t like to talk about it."," Saturnin říkal, že to ani nestojí za řeč a že o tom nerad mluví z estetických důvodů."
"mention","mention","zmíním","zmínit","pf"," It was indeed a drastic measure that he took and I will mention it only briefly."," Bylo to opravdu trochu drastické a zmíním se o tom jen stručně."
"announced","announce","oznámil","oznámit","pf"," Saturnin announced to Aunt Catherine and Bertie that he had bought them masks and recommended that they cover their faces with them during the night."," Saturnin oznámil tetě Kateřině a Miloušovi, že jim koupil škrabošky, a doporučil jim, aby si je na noc nasadili na obličej."
"bought","buy","koupil","koupit","pf"," Saturnin announced to Aunt Catherine and Bertie that he had bought them masks and recommended that they cover their faces with them during the night."," Saturnin oznámil tetě Kateřině a Miloušovi, že jim koupil škrabošky, a doporučil jim, aby si je na noc nasadili na obličej."
"recommended","recommend","doporučil","doporučit","pf"," Saturnin announced to Aunt Catherine and Bertie that he had bought them masks and recommended that they cover their faces with them during the night."," Saturnin oznámil tetě Kateřině a Miloušovi, že jim koupil škrabošky, a doporučil jim, aby si je na noc nasadili na obličej."
"thought","think","myslili","myslit","impf"," Naturally they thought that Saturnin had gone mad."," Přirozeně že si myslili, že se Saturnin zbláznil."
"annoyed","annoy","zlobilo","zlobit","impf"," My own view was that he should have had treatment straight away. It annoyed me that Dr. Witherspoon did not take the necessary steps to this end."," Myslel jsem si, že by mělo být neprodleně přikročeno k léčení, a zlobilo mne, že doktor Vlach nepodnikl potřebné kroky."
"take","take","nepodnikl","podniknout","pf"," My own view was that he should have had treatment straight away. It annoyed me that Dr. Witherspoon did not take the necessary steps to this end."," Myslel jsem si, že by mělo být neprodleně přikročeno k léčení, a zlobilo mne, že doktor Vlach nepodnikl potřebné kroky."
"note","note","Všimněte","všimnout","pf"," Kindly note that the scene in the novel between the manufacturer and the bookkeeper is portrayed in such a way that from a moral point of view Ernest Shaw overwhelms his employer. Reality, on the other hand, presents the bookkeeper[ ]as a doubtful hero, a fellow who ’ s not all there - one might even say he ’ s slightly round the bend."," Všimněte si laskavě, že v románu je výstup mezi továrníkem a účetním popsán tak, jako by byl Ivan Sláma svého šéfa morálně zdeptal, zatímco skutečnost nám představuje pana účetního jako hrdinu velmi pochybného, člověka potrhlého, ba možno říci, mírně praštěného."
"say","say","říci","říci","pf"," Kindly note that the scene in the novel between the manufacturer and the bookkeeper is portrayed in such a way that from a moral point of view Ernest Shaw overwhelms his employer. Reality, on the other hand, presents the bookkeeper[ ]as a doubtful hero, a fellow who ’ s not all there - one might even say he ’ s slightly round the bend."," Všimněte si laskavě, že v románu je výstup mezi továrníkem a účetním popsán tak, jako by byl Ivan Sláma svého šéfa morálně zdeptal, zatímco skutečnost nám představuje pana účetního jako hrdinu velmi pochybného, člověka potrhlého, ba možno říci, mírně praštěného."
"oppose","oppose","odporovat","odporovat","impf"," My aunt has some kind of sixth sense enabling her to divine when it is not advisable to oppose Grandpa, but with which[ ]she can also unfailingly ascertain when he is not spoiling for a fight but just wants peace and quiet, and when whatever happens it ’ s all the same to him."," Teta má jakýsi šestý smysl, kterým uhodne, kdy není radno dědečkovi odporovat, ale kterým také naprosto bezpečně vycítí, když dědeček chce mít klid, nemá chuť se přít a je mu celkem všechno jedno."
"wants","want","chce","chtít","impf"," My aunt has some kind of sixth sense enabling her to divine when it is not advisable to oppose Grandpa, but with which[ ]she can also unfailingly ascertain when he is not spoiling for a fight but just wants peace and quiet, and when whatever happens it ’ s all the same to him."," Teta má jakýsi šestý smysl, kterým uhodne, kdy není radno dědečkovi odporovat, ale kterým také naprosto bezpečně vycítí, když dědeček chce mít klid, nemá chuť se přít a je mu celkem všechno jedno."
"lost","lose","ztrácí","ztrácet","impf"," She is clever enough not to go too far, but the inches of ground which her methods deliver into her hands are lost to Grandpa forever."," Je dost chytrá, aby nezašla příliš daleko, ale ty kousíčky půdy, které takto dobývá, ztrácí dědeček navždycky."
"agreed","agree","souhlasil","souhlasit","impf"," The owner agreed to all this on condition that we gave the boat a name like Lily, Fifi or something - I have already forgotten what the name was, save that it was something awful - and that when we come upon some hitherto undiscovered land we name it after him."," Majitel s tím vším souhlasil s podmínkou, že dáme lodi jméno Lili, Fifi, nebo tak nějak, já už si to nepamatuju, ale bylo to hrozné, a když nějakou objevenou zemi nazveme jeho jménem."
"gave","give","dáme","dát","pf"," The owner agreed to all this on condition that we gave the boat a name like Lily, Fifi or something - I have already forgotten what the name was, save that it was something awful - and that when we come upon some hitherto undiscovered land we name it after him."," Majitel s tím vším souhlasil s podmínkou, že dáme lodi jméno Lili, Fifi, nebo tak nějak, já už si to nepamatuju, ale bylo to hrozné, a když nějakou objevenou zemi nazveme jeho jménem."
"name","name","nazveme","nazvat","pf"," The owner agreed to all this on condition that we gave the boat a name like Lily, Fifi or something - I have already forgotten what the name was, save that it was something awful - and that when we come upon some hitherto undiscovered land we name it after him."," Majitel s tím vším souhlasil s podmínkou, že dáme lodi jméno Lili, Fifi, nebo tak nějak, já už si to nepamatuju, ale bylo to hrozné, a když nějakou objevenou zemi nazveme jeho jménem."
"promised","promise","slíbil","slíbit","pf"," Saturnin promised to do so, but forgot to ask the man his name."," Saturnin mu to slíbil, ale zapomněl se ho zeptat, jak se jmenuje."
"forgot","forget","zapomněl","zapomenout","pf"," Saturnin promised to do so, but forgot to ask the man his name."," Saturnin mu to slíbil, ale zapomněl se ho zeptat, jak se jmenuje."
"ask","ask","zeptat","zeptat","pf"," Saturnin promised to do so, but forgot to ask the man his name."," Saturnin mu to slíbil, ale zapomněl se ho zeptat, jak se jmenuje."
"remained","remain","zůstal","zůstat","pf"," Thanks to this strict ordering of his life and methodical breathing exercises he remained admirably hale and hearty right up to the day of his death, as is well attested by the fact that he died between two press-ups, the demanding ones where the hands must lie flat on the ground, at the ripe old age of 48."," Díky této přísné životosprávě a soustavným dechovým cvičením zůstal až do své smrti podivuhodně svěží, o čemž svědčí skutečnost, že zemřel mezi dvěma kliky, provedenými z podporu ležmo za rukama, dosáhnuv stáří 48 let."
"attested","attest","svědčí","svědčit","impf"," Thanks to this strict ordering of his life and methodical breathing exercises he remained admirably hale and hearty right up to the day of his death, as is well attested by the fact that he died between two press-ups, the demanding ones where the hands must lie flat on the ground, at the ripe old age of 48."," Díky této přísné životosprávě a soustavným dechovým cvičením zůstal až do své smrti podivuhodně svěží, o čemž svědčí skutečnost, že zemřel mezi dvěma kliky, provedenými z podporu ležmo za rukama, dosáhnuv stáří 48 let."
"died","die","zemřel","zemřít","pf"," Thanks to this strict ordering of his life and methodical breathing exercises he remained admirably hale and hearty right up to the day of his death, as is well attested by the fact that he died between two press-ups, the demanding ones where the hands must lie flat on the ground, at the ripe old age of 48."," Díky této přísné životosprávě a soustavným dechovým cvičením zůstal až do své smrti podivuhodně svěží, o čemž svědčí skutečnost, že zemřel mezi dvěma kliky, provedenými z podporu ležmo za rukama, dosáhnuv stáří 48 let."
"filled","fill","naplnili","naplnit","pf"," The chalet had already filled up with the other members of our party. They had opened the windows and shutters, and proceeded to welcome the two of us by asking us where we ’ d got to, even though they could plainly see us standing right in front of them."," Ostatní členové naší společnosti už naplnili srub, zotvírali okenice a okna a přivítali nás otázkou, kde jsme, ačkoliv viděli, že stojíme před nimi."
"welcome","welcome","přivítali","přivítat","pf"," The chalet had already filled up with the other members of our party. They had opened the windows and shutters, and proceeded to welcome the two of us by asking us where we ’ d got to, even though they could plainly see us standing right in front of them."," Ostatní členové naší společnosti už naplnili srub, zotvírali okenice a okna a přivítali nás otázkou, kde jsme, ačkoliv viděli, že stojíme před nimi."
"see","see","viděli","vidět","impf"," The chalet had already filled up with the other members of our party. They had opened the windows and shutters, and proceeded to welcome the two of us by asking us where we ’ d got to, even though they could plainly see us standing right in front of them."," Ostatní členové naší společnosti už naplnili srub, zotvírali okenice a okna a přivítali nás otázkou, kde jsme, ačkoliv viděli, že stojíme před nimi."
"done","do","dělat","dělat","impf"," Courage is a wonderful quality, but everything must be done within reason."," Odvaha je krásná věc, ale všechno se musí dělat s rozumem."
"think","think","Myslím","myslet","impf"," In any case, I don ’ t think that I could get leave of absence for such a long period."," Myslím ostatně, že bych nedostal tak dlouhou dovolenou."
"get","get","nedostal","dostat","pf"," In any case, I don ’ t think that I could get leave of absence for such a long period."," Myslím ostatně, že bych nedostal tak dlouhou dovolenou."
"expected","expect","očekává","očekávat","impf"," Because the water level in the river was now much lower, Grandpa expected to see Mr. O ’ Reilly ’ s work force appearing on the opposite bank and getting down to work at any moment."," Protože voda v řece podstatně opadla, očekává dědeček, že každou hodinou se mohou na protějším břehu objevit dělníci pana Novotného a započít s prací."
"appearing","appear","objevit","objevit","pf"," Because the water level in the river was now much lower, Grandpa expected to see Mr. O ’ Reilly ’ s work force appearing on the opposite bank and getting down to work at any moment."," Protože voda v řece podstatně opadla, očekává dědeček, že každou hodinou se mohou na protějším břehu objevit dělníci pana Novotného a započít s prací."
"offered","offer","nabízel","nabízet","impf"," On that occasion he ’ d offered Mr. O ’ Reilly a light-hearted wager on whether it would ever be used or would rot in store before the occasion arose."," Tenkrát nabízel panu Novotnému žertovnou sázku, bude - li toho dřeva vůbec použito, nebo jestli ztrouchniví v ohradě."
"used","use","použito","použít","pf"," On that occasion he ’ d offered Mr. O ’ Reilly a light-hearted wager on whether it would ever be used or would rot in store before the occasion arose."," Tenkrát nabízel panu Novotnému žertovnou sázku, bude - li toho dřeva vůbec použito, nebo jestli ztrouchniví v ohradě."
"annoyed","annoy","zlobila","zlobit","impf"," She was most annoyed, but this was as nothing compared to Bertie."," Velmi se zlobila, ale to nebylo ještě nic proti Miloušovi."
"offered","offer","nabídl","nabídnout","pf"," It is true that Mr. Gustin offered me a better-paid position than the one I enjoyed in your service, but what I had to go through in his employment was something for which no amount of money can provide adequate recompense."," Je pravda, že pan Gustin mi nabídl místo lépe placené, nežli jsem měl u Vás, ale to, co jsem v jeho službách prožil, není vůbec možno zaplatit."
"remained","remain","zůstal","zůstat","pf"," Perhaps it might all have turned out differently if Mr. Gustin had remained in Prague and had held on to his position for longer, [ ]or if he had not inherited enough money from his uncle to be completely independent where material circumstances were concerned."," Snad by se bylo všechno vyvíjelo jinak, kdyby byl pan Gustin zůstal v Praze a zastával dále svůj úřad, neboli kdyby nebyl zdědil po svém strýci tolik peněz, že se stal hmotně naprosto nezávislým."
"inherited","inherit","zdědil","zdědit","pf"," Perhaps it might all have turned out differently if Mr. Gustin had remained in Prague and had held on to his position for longer, [ ]or if he had not inherited enough money from his uncle to be completely independent where material circumstances were concerned."," Snad by se bylo všechno vyvíjelo jinak, kdyby byl pan Gustin zůstal v Praze a zastával dále svůj úřad, neboli kdyby nebyl zdědil po svém strýci tolik peněz, že se stal hmotně naprosto nezávislým."
"closed","close","Zavřel","zavřít","pf"," I closed my eyes once again and saw our boat pitching and tossing on the waters, rearing up in protest at the tight leash of its mooring, while its tubby little owner howled on the embankment."," Zavřel jsem oči znovu a na houpajících se vodních spoustách jsem viděl naši obývací loď, jak se vzpíná na příliš krátkém zakotvení, zatímco na nábřeží povykoval její malý tlustý majitel."
"saw","see","viděl","vidět","impf"," I closed my eyes once again and saw our boat pitching and tossing on the waters, rearing up in protest at the tight leash of its mooring, while its tubby little owner howled on the embankment."," Zavřel jsem oči znovu a na houpajících se vodních spoustách jsem viděl naši obývací loď, jak se vzpíná na příliš krátkém zakotvení, zatímco na nábřeží povykoval její malý tlustý majitel."
"interrupted","interrupt","přerušeny","přerušit","pf"," My sombre imaginings were interrupted by the arrival of the nurse, who informed us that the consultant had not yet turned up."," Mé chmurné představy byly přerušeny příchodem ošetřovatelky, která nám oznámila, že pan primář zde ještě není."
"informed","inform","oznámila","oznámit","pf"," My sombre imaginings were interrupted by the arrival of the nurse, who informed us that the consultant had not yet turned up."," Mé chmurné představy byly přerušeny příchodem ošetřovatelky, která nám oznámila, že pan primář zde ještě není."
"went","go","odešla","odejít","pf"," She removed several thermometers from the cabinet and went out again."," Vzala ze skřínky několik teploměrů a zase odešla."
"arrange","arrange","zařídím","zařídit","pf"," Alternatively, I would so arrange it that my aunt had to visit the town some day with Bertie."," Nebo to zařídím tak, aby teta i s Miloušem musila některý den odejít do města."
"start","start","spustíme","spustit","pf"," In her absence we would start the engine and take the boat several kilometres upstream."," V její nepřítomnosti spustíme motor a odjedeme s lodí několik kilometrů proti proudu."
"return","return","vrátíme","vrátit","pf"," We would then return and wait for her on the embankment with a few suitably drenched personal effects. We would explain to her that the boat went down after a collision with a steamer."," Potom se vrátíme a budeme ji očekávat na nábřeží s několika řádně promočenými svršky a řekneme jí, že se naše loď potopila po srážce s parníkem."
"wait","wait","očekávat","očekávat","impf"," We would then return and wait for her on the embankment with a few suitably drenched personal effects. We would explain to her that the boat went down after a collision with a steamer."," Potom se vrátíme a budeme ji očekávat na nábřeží s několika řádně promočenými svršky a řekneme jí, že se naše loď potopila po srážce s parníkem."
"came","come","přiběhl","přiběhnout","pf"," Saturnin came running up and conveyed me back to my armchair."," Saturnin přiběhl a dopravil mne zpět do křesla."
"conveyed","convey","dopravil","dopravit","pf"," Saturnin came running up and conveyed me back to my armchair."," Saturnin přiběhl a dopravil mne zpět do křesla."
"understand","understand","nechápe","chápat","impf"," It was evident that he didn ’ t understand how I had come to find myself on the carpet and why Bertie himself hadn ’ t helped me, but he was too practised a butler to ask any questions."," Bylo zřejmo, že nechápe, jak jsem se octl na koberci a proč mi Milouš nepomohl sám, ale byl příliš distingovaným sluhou, než aby se vyptával."
"find","find","octl","octnout","pf"," It was evident that he didn ’ t understand how I had come to find myself on the carpet and why Bertie himself hadn ’ t helped me, but he was too practised a butler to ask any questions."," Bylo zřejmo, že nechápe, jak jsem se octl na koberci a proč mi Milouš nepomohl sám, ale byl příliš distingovaným sluhou, než aby se vyptával."
"helped","help","nepomohl","pomoci","pf"," It was evident that he didn ’ t understand how I had come to find myself on the carpet and why Bertie himself hadn ’ t helped me, but he was too practised a butler to ask any questions."," Bylo zřejmo, že nechápe, jak jsem se octl na koberci a proč mi Milouš nepomohl sám, ale byl příliš distingovaným sluhou, než aby se vyptával."
"imagine","imagine","představovat","představovat","impf"," Nor can you imagine a fox boasting about its own tail."," Také si nesmíte představovat, že každá liška chválí svůj ocas."
"sells","sell","prodává","prodávat","impf"," He insisted that the furrier was the one who boasts about the tail when he sells you the fox."," Ten ocas chválí kožešník, který vám tu lišku prodává."
"recognise","recognise","poznával","poznávat","impf"," Dr. Witherspoon was of the opinion that she was offering Baa Baa Black Sheep had a Little Lamb, whereas Saturnin was sure that he could recognise the words of some 13th century canticle in which John the Baptist splashes about in cold river water."," Doktor byl toho názoru, že to byla píseň Na Poříčí dítě křičí, ženská drhne schody, kdežto Saturnin v tom určitě poznával jakýsi žalm ze 13. století o tom, jak se Jan Křtitel poléval studenou vodou v řece."
"consider","consider","považuji","považovat","impf"," Speaking for myself I consider Saturnin ’ s explanation the more probable one, because it was more in tune with the rhythm of my aunt ’ s ritual ablutions than a sheep in labour."," Osobně považuji Saturninův výklad za pravděpodobnější, protože lépe vystihoval ráz tetina obřadného omývání nežli píseň o tom, že ženská drhne schody."
"destroyed","destroy","Rozbil","rozbít","pf"," He had destroyed Grandpa ’ s old car, damaging a tobacconist ’ s in the process. He had taught Grandpa ju-jitsu.[ ]He was responsible for my injury, without which Miss Barbara ’ s daredevil drive across the waterlogged bridge would never have taken place."," Rozbil starý dědečkův automobil, poškodil při tom prodejnu tabáku, naučil dědečka džiu - džitsu, zavinil mé poranění, bez kterého by nebylo došlo k dobrodružné jízdě slečny Barbory přes zaplavený most."
"damaging","damage","poškodil","poškodit","pf"," He had destroyed Grandpa ’ s old car, damaging a tobacconist ’ s in the process. He had taught Grandpa ju-jitsu.[ ]He was responsible for my injury, without which Miss Barbara ’ s daredevil drive across the waterlogged bridge would never have taken place."," Rozbil starý dědečkův automobil, poškodil při tom prodejnu tabáku, naučil dědečka džiu - džitsu, zavinil mé poranění, bez kterého by nebylo došlo k dobrodružné jízdě slečny Barbory přes zaplavený most."
"taught","teach","naučil","naučit","pf"," He had destroyed Grandpa ’ s old car, damaging a tobacconist ’ s in the process. He had taught Grandpa ju-jitsu.[ ]He was responsible for my injury, without which Miss Barbara ’ s daredevil drive across the waterlogged bridge would never have taken place."," Rozbil starý dědečkův automobil, poškodil při tom prodejnu tabáku, naučil dědečka džiu - džitsu, zavinil mé poranění, bez kterého by nebylo došlo k dobrodružné jízdě slečny Barbory přes zaplavený most."
"thinks","think","myslí","myslet","impf"," Our holiday comes to an end Miss Barbara thinks for herself Recalling a man who didn ’ t know how to tell a story Tomorrow at the National Theatre"," Konec dovolené Slečna Barbora myslí samostatně Vzpomínka na muže, který nedovedl vyprávět Zítra u Národního divadla"
"tell","tell","vyprávět","vyprávět","impf"," Our holiday comes to an end Miss Barbara thinks for herself Recalling a man who didn ’ t know how to tell a story Tomorrow at the National Theatre"," Konec dovolené Slečna Barbora myslí samostatně Vzpomínka na muže, který nedovedl vyprávět Zítra u Národního divadla"
"drove","drive","řídila","řídit","impf"," Small villages with red-tiled rooves looked like beads on the white-grey string of the highway, along which Miss Barbara drove her Rapide with the control and assurance of a professional chauffeur."," Vesničky s červenými taškovými střechami vypadaly jako korály navlečené na bělošedé stužce silnice, po níž slečna Barbora řídila svůj rapid jistě a bezpečně jako šofér z povolání."
"disappeared","disappear","zmizela","zmizet","pf"," A large billboard promoting some make of tyres struck us in the eye with its slogan and then disappeared behind us."," Veliká reklamní tabule s obrazem pneumatiky vrhla nám do očí svůj nápis a zmizela za námi."
"laughed","laugh","Smála","smát","impf"," She laughed and denied that he was skulking."," Smála se a říkala, že pan doktor Zajíček není ukryt."
"wanted","want","chtěl","chtít","impf"," Saturnin wanted to know whether the doctor would come to see what was happening if someone opened fire in the Outpatients Department."," Saturnin chtěl vědět, zda by se pan doktor přišel podívat, co se to děje, kdyby někdo začal na ošetřovně střílet."
"come","come","přišel","přijít","pf"," Saturnin wanted to know whether the doctor would come to see what was happening if someone opened fire in the Outpatients Department."," Saturnin chtěl vědět, zda by se pan doktor přišel podívat, co se to děje, kdyby někdo začal na ošetřovně střílet."
"see","see","přišel","přijít","pf"," Saturnin wanted to know whether the doctor would come to see what was happening if someone opened fire in the Outpatients Department."," Saturnin chtěl vědět, zda by se pan doktor přišel podívat, co se to děje, kdyby někdo začal na ošetřovně střílet."
"happening","happen","přišel","přijít","pf"," Saturnin wanted to know whether the doctor would come to see what was happening if someone opened fire in the Outpatients Department."," Saturnin chtěl vědět, zda by se pan doktor přišel podívat, co se to děje, kdyby někdo začal na ošetřovně střílet."
"see","see","podívat","podívat","pf"," Saturnin wanted to know whether the doctor would come to see what was happening if someone opened fire in the Outpatients Department."," Saturnin chtěl vědět, zda by se pan doktor přišel podívat, co se to děje, kdyby někdo začal na ošetřovně střílet."
"opened","open","začal","začít","pf"," Saturnin wanted to know whether the doctor would come to see what was happening if someone opened fire in the Outpatients Department."," Saturnin chtěl vědět, zda by se pan doktor přišel podívat, co se to děje, kdyby někdo začal na ošetřovně střílet."
"said","say","řekla","říci","pf"," My aunt said that that was just the point - the key had vanished."," Teta řekla, že to je právě to, klíč je pryč."
"recollected","recollect","vzpomněl","vzpomenout","pf"," Grandpa recollected some nursery-rhyme from his childhood which ran that the fish was in the stream, the key was in its mouth, when a woman came on the scene, the fish had headed south."," Dědeček si vzpomněl na jakousi dětskou říkanku a povídal, že byla ryba u potoka, měla v hubě klíč, než tam přišla panímáma, byla ryba pryč."
"came","come","přišla","přijít","pf"," Grandpa recollected some nursery-rhyme from his childhood which ran that the fish was in the stream, the key was in its mouth, when a woman came on the scene, the fish had headed south."," Dědeček si vzpomněl na jakousi dětskou říkanku a povídal, že byla ryba u potoka, měla v hubě klíč, než tam přišla panímáma, byla ryba pryč."
"said","say","řekl","říci","pf"," Then he said that as soon as the water had receded and a new bridge had been built we would be able to send for a locksmith."," Pak řekl, že jakmile opadne voda a bude zbudován nový most, můžeme poslat pro zámečníka."
"send","send","poslat","poslat","pf"," Then he said that as soon as the water had receded and a new bridge had been built we would be able to send for a locksmith."," Pak řekl, že jakmile opadne voda a bude zbudován nový most, můžeme poslat pro zámečníka."
"hold","hold","vydržet","vydržet","pf"," Bertie would have to hold out until then."," Do té doby že to Milouš musí nějak vydržet."
"forced","force","nucen","nutit","impf"," But in spite of that, from the moment he became my employee I have not been able to predict when I will be forced to deal with a wholly unexpected situation. Something unbelievable could happen at any hour of any day, and despite its sensational character, the event would in all likelihood afford me very little pleasure."," Ale přesto od doby, kdy se stal mým sluhou, nevěděl jsem dne ani hodiny, kdy budu nucen řešit situaci naprosto nevídanou, senzační a obyčejně velmi málo příjemnou."
"split","split","rozdělí","rozdělit","pf"," Then the group would split up. Those who were able to would carry on into town and hire a cab, sending it to fetch Grandpa and the rest of our party."," Pak se společnost rozdělí, ti, kdož budou moci, půjdou do městečka a najmou tam drožku a pošlou ji pro dědečka a zbytek naší karavany."
"hire","hire","najmou","najmout","pf"," Then the group would split up. Those who were able to would carry on into town and hire a cab, sending it to fetch Grandpa and the rest of our party."," Pak se společnost rozdělí, ti, kdož budou moci, půjdou do městečka a najmou tam drožku a pošlou ji pro dědečka a zbytek naší karavany."
"sending","send","pošlou","poslat","pf"," Then the group would split up. Those who were able to would carry on into town and hire a cab, sending it to fetch Grandpa and the rest of our party."," Pak se společnost rozdělí, ti, kdož budou moci, půjdou do městečka a najmou tam drožku a pošlou ji pro dědečka a zbytek naší karavany."
"continued","continue","pokračovali","pokračovat","impf"," Grandpa agreed to this plan. With effort we struggled to our feet again and continued our trek on sore legs."," Dědeček byl srozuměn, a tak jsme se zase namáhavě zvedli a na bolavých nohou jsme pokračovali v pochodu."
"spotted","spot","spatřili","spatřit","pf"," At around six o ’ clock we spotted Grandpa ’ s abandoned house on the far bank of the river. Shortly after wards a terrible oath issued forth from Dr. Witherspoon."," Kolem šesté hodiny jsme spatřili na druhé straně řeky dědečkův opuštěný dům a krátce nato doktor Vlach strašlivě zaklel."
"told","tell","řekl","říci","pf"," Grandpa told us that he would ask Mr. Saturnin as soon as he got back. Aunt Catherine suggested that it would be better if we didn ’ t involve the servants in such unsavoury matters."," Dědeček řekl, že se pana Saturnina zeptá, jakmile se vrátí, a teta Kateřina pravila, že by snad bylo lépe, kdybychom služebnictvo do té nechutné věci nezatahovali."
"ask","ask","zeptá","zeptat","pf"," Grandpa told us that he would ask Mr. Saturnin as soon as he got back. Aunt Catherine suggested that it would be better if we didn ’ t involve the servants in such unsavoury matters."," Dědeček řekl, že se pana Saturnina zeptá, jakmile se vrátí, a teta Kateřina pravila, že by snad bylo lépe, kdybychom služebnictvo do té nechutné věci nezatahovali."
"protested","protest","protestoval","protestovat","impf"," I protested against this."," Proti tomu jsem protestoval."
"used","use","užilo","užít","pf"," Nor can I associate myself with the crude terms apparently used by the exasperated spectre in order to describe my employer and I present them only for reasons of completeness."," Také se nemohu ztotožňovat s obhroublými výrazy, kterých prý strašidlo v bezmocném vzteku užilo k označení mého pána, a uvádím je zde jenom pro úplnost."
"present","present","uvádím","uvádět","impf"," Nor can I associate myself with the crude terms apparently used by the exasperated spectre in order to describe my employer and I present them only for reasons of completeness."," Také se nemohu ztotožňovat s obhroublými výrazy, kterých prý strašidlo v bezmocném vzteku užilo k označení mého pána, a uvádím je zde jenom pro úplnost."
"insulted","insult","urazili","urazit","pf"," At the same time there were people among us who were mentally ill and yet would be insulted if someone told them that they required treatment."," Přitom mezi námi pobíhají lidé, kteří jsou duševně nemocní a kteří by se urazili, kdyby jim někdo řekl, že se mají léčit."
"told","tell","řekl","říci","pf"," At the same time there were people among us who were mentally ill and yet would be insulted if someone told them that they required treatment."," Přitom mezi námi pobíhají lidé, kteří jsou duševně nemocní a kteří by se urazili, kdyby jim někdo řekl, že se mají léčit."
"offended","offend","neurazil","urazit","pf"," No one would be offended if they were told, for example, that they were suffering from poor blood circulation and that they must regulate their behaviour by doing this and not doing that."," Nikdo by se neurazil, kdyby mu bylo řečeno, že trpí třeba špatným krevním oběhem a že je nutno, aby dělal to a nedělal ono."
"told","tell","řečeno","říci","pf"," No one would be offended if they were told, for example, that they were suffering from poor blood circulation and that they must regulate their behaviour by doing this and not doing that."," Nikdo by se neurazil, kdyby mu bylo řečeno, že trpí třeba špatným krevním oběhem a že je nutno, aby dělal to a nedělal ono."
"suffering","suffer","trpí","trpět","impf"," No one would be offended if they were told, for example, that they were suffering from poor blood circulation and that they must regulate their behaviour by doing this and not doing that."," Nikdo by se neurazil, kdyby mu bylo řečeno, že trpí třeba špatným krevním oběhem a že je nutno, aby dělal to a nedělal ono."
"doing","do","dělal","dělat","impf"," No one would be offended if they were told, for example, that they were suffering from poor blood circulation and that they must regulate their behaviour by doing this and not doing that."," Nikdo by se neurazil, kdyby mu bylo řečeno, že trpí třeba špatným krevním oběhem a že je nutno, aby dělal to a nedělal ono."
"doing","do","dělal","dělat","impf"," No one would be offended if they were told, for example, that they were suffering from poor blood circulation and that they must regulate their behaviour by doing this and not doing that."," Nikdo by se neurazil, kdyby mu bylo řečeno, že trpí třeba špatným krevním oběhem a že je nutno, aby dělal to a nedělal ono."
"doing","do","nedělal","dělat","impf"," No one would be offended if they were told, for example, that they were suffering from poor blood circulation and that they must regulate their behaviour by doing this and not doing that."," Nikdo by se neurazil, kdyby mu bylo řečeno, že trpí třeba špatným krevním oběhem a že je nutno, aby dělal to a nedělal ono."
"doing","do","nedělal","dělat","impf"," No one would be offended if they were told, for example, that they were suffering from poor blood circulation and that they must regulate their behaviour by doing this and not doing that."," Nikdo by se neurazil, kdyby mu bylo řečeno, že trpí třeba špatným krevním oběhem a že je nutno, aby dělal to a nedělal ono."
