"striding","stride","Kráčel","kráčet","impf"," He was striding through the cars with the air of a person of authority, who is awaited, expected, and now comes."," Kráčel mezi vozy jako člověk, který má moc, je dychtivě očekáván, a teď přichází."
"said","say","řekla","říci","pf"," A hundred miles away, Mrs. Swithin said;"," Sto mil, řekla paní Swithinová;"
"continued","continue","pokračovala","pokračovat","impf"," "" But they do say, "" she continued, "" one can hear the waves on a still night."," "" Ale za klidných nocí, "" pokračovala, "" je prý slyšet vlny."
"hear","hear","slyšet","slyšet","impf"," "" But they do say, "" she continued, "" one can hear the waves on a still night."," "" Ale za klidných nocí, "" pokračovala, "" je prý slyšet vlny."
"raised","raise","Zvedly","zvednout","pf"," Hands were raised."," Zvedly se ruce."
"opened","open","rozevřel","rozevřít","pf"," Here and there a parasol opened."," Tu a tam se rozevřel slunečník."
"stopped","stop","ustal","ustat","pf"," Then it stopped."," A najednou ustal."
"making","make","udělaly","udělat","pf"," The cows, making a step forward, then standing still, were saying the same thing to perfection."," Totéž vyprávěly krávy, jak udělaly krok a zůstaly stát."
"hung","hang","visí","viset","impf"," while on what seemed to be a wall, was hung a great clock face;"," a jak na jakési stěně visí velký ciferník;"
"pointing","point","ukazuje","ukazovat","impf"," the hands pointing to three minutes to the hour; which was seven."," jak ručička ukazuje za tři minuty celou hodinu, a to sedm."
"binds","bind","víže","vázat","impf"," "" There to lose what binds us here, "" she murmured."," "" Toho, co nás tady víže, tam se zbýti, "" šeptala si."
"murmured","murmur","šeptala","šeptat","impf"," "" There to lose what binds us here, "" she murmured."," "" Toho, co nás tady víže, tam se zbýti, "" šeptala si."
"said","say","řekla","říci","pf"," In time for lunch please, "" she said aloud."," Aby tu byly včas k obědu, prosím, "" řekla nahlas."
"forgotten","forget","Zapomněla","zapomenout","pf"," She had forgotten his name."," Zapomněla, jak se jmenuje."
"singled","single","vybrala","vybrat","pf"," Yet she had singled him out."," Ale přece si ho vybrala."
"built","build","postavili","postavit","pf"," "" My brother says, they built the house north for shelter, not south for sun."," "" Bratr tvrdí, že postavili dům na sever, aby byl chráněný, ne na jih, aby měl slunce."
"catching","catch","chytat","chytat","impf"," Butterfly catching, for generation after generation, began there;"," Jedna generace po druhé se tam učila chytat motýly;"
"came","come","vstoupil","vstoupit","pf"," And he came into the dining-room looking like a cricketer, in flannels, wearing a blue coat with brass buttons;"," A do jídelny vstoupil jako kriketový hráč, ve flanelových kalhotech a modrém kabátku s mosaznými knoflíky;"
"keep","keep","udrží","udržet","pf"," Giles would keep his orbit so long as she weighted him to the earth."," Giles se udrží na své dráze, dokud ho ona potáhne k zemi."
"finished","finish","dokončili","dokončit","pf"," While they looked apprehensively and some finished their sentences, a small girl, like a rosebud in pink, advanced;"," Všichni se zatvářili starostlivě, někteří ještě dokončili větu, a už tu byla holčička v růžovém jako poupátko;"
"see","see","uvidíte","uvidět","pf"," This is a pageant, all may see Drawn"," Jak uvidíte, je to hra"
"whispered","whisper","šeptali","šeptat","impf"," "" She 's England, "" they whispered."," "" Je to Anglie, "" šeptali si."
"recognize","recognize","nepoznali","poznat","pf"," but so disguised that even cronies who drank with him nightly failed to recognize him;"," ale tak maskovaný, že ho nepoznali ani kumpáni, co u něj každý večer popíjeli."
"wore","wear","měl","mít","impf"," He wore a long black many-caped cloak;"," Na sobě měl dlouhý plášť s několikerou kápí;"
"saluted","salute","Přivítal","přivítat","pf"," The acrid smell of stale beer saluted her; and voices talking."," Přivítal ji nakyslý pach zvětralého piva;"
"talking","talk","mluvili","mluvit","impf"," They had been talking about Bossy as they called her- it did n't matter."," Zřejmě mluvili o šéfce, jak jí říkali - co na tom?"
"called","call","říkali","říkat","impf"," They had been talking about Bossy as they called her- it did n't matter."," Zřejmě mluvili o šéfce, jak jí říkali - co na tom?"
"looked","look","hleděla","hledět","impf"," She took her chair and looked through the smoke at a crude glass painting of a cow in a stable;"," Posadila se a přes kouř hleděla na neumělou malbu na skle, krávu v chlívě;"
"raised","raise","Zvedla","zvednout","pf"," She raised her glass to her lips."," Zvedla sklenici ke rtům."
"listened","listen","poslouchala","poslouchat","impf"," And listened."," A poslouchala."
"speak","speak","vyslovit","vyslovit","pf"," not a man to have straightforward love for a woman-his head was close to Isa 's head-but simply a-At this word, which he could not speak in public, he pursed his lips;"," chlapsky milovat ženu nedovede - právě měl hlavu těsně u Isiny hlavy - je to zkrátka - To slovo nemohl vyslovit veřejně, jen sevřel rty;"
"cried","cry","zvolala","zvolat","pf"," "" Oh what fun! "" cried Mrs. Manresa in her fluty voice."," "" To se pobavíme! "" zvolala flétnovým hlasem paní Manresová."
"acted","act","zahrají","zahrát","pf"," then a play acted by the villagers themselves."," vesničani zahrají divadlo."
"given","give","dala","dát","pf"," But what had she given?"," Ale co jim vlastně dala?"
"meant","mean","neznamená","znamenat","impf"," Her gift meant nothing."," Její dar nic neznamená."
"understood","understand","pochopili","pochopit","pf"," If they had understood her meaning;"," Kdyby pochopili, oč jí jde;"
"act","act","hrát","hrát","impf"," Were they about to act a play in the presence of Queen Elizabeth?"," To budou hrát před královnou Alžbětou divadlo?"
"asked","ask","zeptala","zeptat","pf"," “ Mrs. Herbert Winthrop asked, raising her lorgnettes."," "" Co stojí na programu? "" zeptala se paní Winthropová a nasadila si lorňon."
"said","say","řekla","říci","pf"," "" The sandwiches ... "" said Mrs. Swithin, coming into the kitchen."," "" Sendviče ... "" řekla paní Swithinová, jak vstoupila do kuchyně."
"coming","come","vstoupila","vstoupit","pf"," "" The sandwiches ... "" said Mrs. Swithin, coming into the kitchen."," "" Sendviče ... "" řekla paní Swithinová, jak vstoupila do kuchyně."
"slay","slay","zabít","zabít","pf"," "" Tee hee, tee hee! "" I could not slay him!",", Híhí, híhí! ´ zabít jsem je nedokázala."
"Go","go","jdi","jít","impf"," Go to Church on Sunday;"," V neděli jdi do kostela."
"held","hold","Držel","držet","impf"," He held the rein in his hand."," Držel uzdu v ruce."
"said","say","řekl","říci","pf"," He had said to the painter :"," Malíři řekl :"
"want","want","chcete","chtít","impf"," "" It you want my likeness, dang it sir, take it when the leaves are on the trees. """," "" Jestli mě chcete vymalovat, u čerta, pane, dělejte, dokud je na stromech listí. """
"take","take","dělejte","dělat","impf"," "" It you want my likeness, dang it sir, take it when the leaves are on the trees. """," "" Jestli mě chcete vymalovat, u čerta, pane, dělejte, dokud je na stromech listí. """
"moved","move","posunuli","posunout","pf"," A great box, draped in red baize festooned with heavy gold tassels had been moved into the middle of the stage."," Doprostřed jeviště posunuli velkou bednu, potaženou červeným suknem a ozdobenou těžkými zlatými střapci."
"said","say","řekla","říci","pf"," how when she rang I said : how it was a sweet costume with blouse to match; "" and that was leading to something about a feller as they walked up and down the terrace rolling sweets, trundling the perambulator."," jak jsem jí řekla, když zazvonila : to je hezký kostýmek, a ta blůzka akorát k němu; "" až se dostaly na to s tím mládencem, jak tak chodily sem tam po terase, převalovaly cukrátka a tlačily kočárek."
"rang","ring","zazvonila","zazvonit","pf"," how when she rang I said : how it was a sweet costume with blouse to match; "" and that was leading to something about a feller as they walked up and down the terrace rolling sweets, trundling the perambulator."," jak jsem jí řekla, když zazvonila : to je hezký kostýmek, a ta blůzka akorát k němu; "" až se dostaly na to s tím mládencem, jak tak chodily sem tam po terase, převalovaly cukrátka a tlačily kočárek."
"walked","walk","chodily","chodit","impf"," how when she rang I said : how it was a sweet costume with blouse to match; "" and that was leading to something about a feller as they walked up and down the terrace rolling sweets, trundling the perambulator."," jak jsem jí řekla, když zazvonila : to je hezký kostýmek, a ta blůzka akorát k němu; "" až se dostaly na to s tím mládencem, jak tak chodily sem tam po terase, převalovaly cukrátka a tlačily kočárek."
"trundling","trundle","tlačily","tlačit","impf"," how when she rang I said : how it was a sweet costume with blouse to match; "" and that was leading to something about a feller as they walked up and down the terrace rolling sweets, trundling the perambulator."," jak jsem jí řekla, když zazvonila : to je hezký kostýmek, a ta blůzka akorát k němu; "" až se dostaly na to s tím mládencem, jak tak chodily sem tam po terase, převalovaly cukrátka a tlačily kočárek."
"saw","see","neviděla","vidět","impf"," Through the smoke Isa saw not the play but the audience dispersing."," Skrz kouř neviděla už Isa hru, ale rozcházející se obecenstvo."
"murmured","murmur","šeptala","šeptat","impf"," "" The looking-glasses and the voices in the bushes, "" she murmured."," "" Ta zrcadla a hlasy v křoví, "" šeptala Isa."
"said","say","řečeno","říci","pf"," The tune said, more or less, how Eve, gathering her robes about her, stands reluctant still to let her dewy mantle fall."," Zhruba řečeno vyzpěvoval o tom, jak se Noc zahaluje úže a váhá, než spustí rosný plášť."
"lifted","lift","zdvihla","zdvihnout","pf"," and lifted the heavily embossed silver brush that had been a wedding present and had its uses in impressing chambermaids in hotels."," potom zdvihla stříbrem bohatě zdobený kartáč, svatební dar, dělala s ním náležitý dojem na pokojské v hotelech."
"lifted","lift","Zdvihla","zdvihnout","pf"," She lifted it and stood in front of the three-folded mirror, so that she could see three separate versions of her rather heavy, yet handsome, face;"," Zdvihla ho a postavila se před trojdílné zrcadlo, takže viděla svůj obtloustlý, ale hezký obličej v trojí podobě;"
"stood","stand","postavila","postavit","pf"," She lifted it and stood in front of the three-folded mirror, so that she could see three separate versions of her rather heavy, yet handsome, face;"," Zdvihla ho a postavila se před trojdílné zrcadlo, takže viděla svůj obtloustlý, ale hezký obličej v trojí podobě;"
"see","see","viděla","vidět","impf"," She lifted it and stood in front of the three-folded mirror, so that she could see three separate versions of her rather heavy, yet handsome, face;"," Zdvihla ho a postavila se před trojdílné zrcadlo, takže viděla svůj obtloustlý, ale hezký obličej v trojí podobě;"
"connecting","connect","spojují","spojovat","impf"," Over the tops of the bushes came stray voices, voices without bodies, symbolical voices they seemed to her, half hearing, seeing nothing, but still, over the bushes, feeling invisible threads connecting the bodiless voices."," Přes vršky keřů k ní doléhaly hlasy, beztělé hlasy, symbolické hlasy, jak jí, nic nevidoucí a jen zpola slyšící připadalo, ale i přes křoví vyciťovala, jak ty beztělé hlasy spojují neviditelná vlákna."
"wants","want","nechce","chtít","impf"," "" No one wants it-save those damned Germans. """," "" Nikdo to nechce - jen ti zatracení Němci. """
"called","call","vyvolával","vyvolávat","impf"," True, there were absentees when Mr. Streatfield called his roll call in the church."," Pravda, když vyvolával přítomné pan Streatfield v kostele, někteří chyběli."
"called","call","vyvolával","vyvolávat","impf"," The motor bike, the motor bus, and the movies-when Mr. Streatfield called his roll call, he laid the blame on them."," Motocykl, autobus, film - na ty to pan Streatfield svaloval, když vyvolával přítomné."
"drawn","draw","Vytáhli","vytáhnout","pf"," Rows of chairs, deck chairs, gilt chairs, hired cane chairs, and indigenous garden seats had been drawn up on the terrace."," Vytáhli na terasu řadu židlí, lehátek, pozlacených židliček, vypůjčených proutěných židlí a prostých zahradních sedátek."
"read","read","přečtla","přečíst","pf"," Lucy read a criss-cross from an old friend at Scarborough."," Lucy si přečtla čmáranici od staré přítelkyně ze Scarborough."
"Sitting","sit","Seděla","sedět","impf"," Sitting in the shell of the room she watched the pageant fade."," Seděla v mušli pokoje a dívala se, jak hra bledne."
"watched","watch","Pozorovala","pozorovat","impf"," She watched them flash."," Pozorovala je, jak září."
"held","hold","přidržela","přidržet","pf"," Mrs. Sands held them to her nose."," Paní Sandsová si je přidržela u nosu."
"rubbed","rub","třela","třít","impf"," The cat rubbed itself this way, that way against the table legs, against her legs."," Kočka se třela o nohy u stolu, o její nohy."
"talking","talk","hovořili","hovořit","impf"," It was a summer 's night and they were talking, in the big room with the windows open to the garden, about the cesspool."," Byl letní večer, seděli v salóně s okny otevřenými do zahrady a hovořili o žumpě."
"promised","promise","slíbila","slíbit","pf"," The county council had promised to bring water to the village, but they had n't."," Krajská rada prý slíbila, že zavede do vesnice vodu, a neudělala to."
"Doing","do","činí","činit","impf"," "" Doing all the work!"," "" Takhle se činí!"
"Like","like","Nechcete","chtít","impf"," "" Like to see the greenhouse? "" said Isa suddenly, turning to William Dodge."," "" Nechcete se podívat do skleníku? "" obrátila se najednou Isa na Williama Dodge."
"see","see","podívat","podívat","pf"," "" Like to see the greenhouse? "" said Isa suddenly, turning to William Dodge."," "" Nechcete se podívat do skleníku? "" obrátila se najednou Isa na Williama Dodge."
"turning","turn","obrátila","obrátit","pf"," "" Like to see the greenhouse? "" said Isa suddenly, turning to William Dodge."," "" Nechcete se podívat do skleníku? "" obrátila se najednou Isa na Williama Dodge."
"cried","cry","vykřikl","vykřiknout","pf"," O not now, he could have cried."," Teď ne, málem vykřikl."
"welcome","welcome","přivítat","přivítat","pf"," But had to follow, leaving Giles to welcome the approaching Manresa, who had him in thrall."," Ale jít musí, aby mohl Giles přivítat blížící se Manresovou, která si ho osedlala."
"went","go","šla","jít","impf"," Isa went ahead."," Isa šla napřed."
"walk","walk","procházet","procházet","impf"," There you could walk up and down, up and down, under the shade of the trees."," Lze se tam procházet stále ve stínu stromů sem tam, sem tam."
"grew","grow","rostou","růst","impf"," Two or three grew close together;"," Dva tři rostou hned vedle sebe;"
"grew","grow","rostou","růst","impf"," Their roots broke the turf, and among those bones were green waterfalls and cushions of grass in which violets grew in spring or in summer the wild purple orchis."," Kořeny prorážejí pažit a mezi jejich žebrovím jsou zelené vodopády a travnaté chomáčky, kde rostou na jaře fialky a v létě plané nachové orchideje."
"turned","turn","otočila","otočit","pf"," Amy was saying something about a feller when Mabel, with her hand on the pram, turned sharply, her sweet swallowed."," Anny vykládala o nějakém mládenci a vtom Mabel docucala cukrátko, a ruku na kočárku, rázně se otočila."
"Leave","leave","Nech","nechat","pf"," "" Leave off grubbing, "" she said sharply."," "" Nech toho kopání, "" křikla ostře."
"came","come","Chodím","chodit","impf"," Methought, as I came along the Mall the air was something brighter than usual."," Chodím po Pall Mallu a najednou se mi zdá, že se nějak rozjasnilo."
"wake","wake","probudíme","probudit","pf"," “ When we wake "" ( some were thinking ) "" the day breaks us with its hard mallet blows. "" "" The office "" ( some were thinking ) "" compels disparity."," "" Sotva se probudíme, "" ( myslili si někteří ), "" den nás drtí svou tvrdou palicí. "" - "" Úřad "" ( myslili si jiní ) "" vede nutně k nerovnostem."
"thinking","think","myslili","myslit","impf"," “ When we wake "" ( some were thinking ) "" the day breaks us with its hard mallet blows. "" "" The office "" ( some were thinking ) "" compels disparity."," "" Sotva se probudíme, "" ( myslili si někteří ), "" den nás drtí svou tvrdou palicí. "" - "" Úřad "" ( myslili si jiní ) "" vede nutně k nerovnostem."
"thinking","think","myslili","myslit","impf"," “ When we wake "" ( some were thinking ) "" the day breaks us with its hard mallet blows. "" "" The office "" ( some were thinking ) "" compels disparity."," "" Sotva se probudíme, "" ( myslili si někteří ), "" den nás drtí svou tvrdou palicí. "" - "" Úřad "" ( myslili si jiní ) "" vede nutně k nerovnostem."
"thinking","think","myslili","myslit","impf"," “ When we wake "" ( some were thinking ) "" the day breaks us with its hard mallet blows. "" "" The office "" ( some were thinking ) "" compels disparity."," "" Sotva se probudíme, "" ( myslili si někteří ), "" den nás drtí svou tvrdou palicí. "" - "" Úřad "" ( myslili si jiní ) "" vede nutně k nerovnostem."
"thinking","think","myslili","myslit","impf"," “ When we wake "" ( some were thinking ) "" the day breaks us with its hard mallet blows. "" "" The office "" ( some were thinking ) "" compels disparity."," "" Sotva se probudíme, "" ( myslili si někteří ), "" den nás drtí svou tvrdou palicí. "" - "" Úřad "" ( myslili si jiní ) "" vede nutně k nerovnostem."
"obey","obey","posloucháme","poslouchat","impf"," And obey."," A posloucháme."
"asked","ask","zeptal","zeptat","pf"," "" Is n't that enough? "" William asked himself."," "" Není to dost? "" zeptal se v duchu William."
"say","say","říkala","říkat","impf"," "" No, not for us, who 've the future, "" she seemed to say."," "" Kdepak, ne pro nás, kteří máme před sebou budoucnost, "" jako by říkala."
"looking","look","hledá","hledat","impf"," Who was she looking for?"," Koho hledá?"
"Hide","hide","schovejte","schovat","pf"," SIR S. L .... Hide your chalk stones in a woollen mit!"," Sir S. L. ... Br, schovejte si ty revmatické prsty do vlněných palčáků!"
"carrying","carry","nesla","nést","impf"," The old woman looked down at the dead flowers she was carrying and cut her."," Stařena klopila oči na zvadlé květiny, které nesla v ruce, a dělala, že ji nevidí."
"did","do","dělají","dělat","impf"," The women in the cottages with the red geraniums always did that."," Tak to dělají všechny ženské z chalup s červenými muškáty."
"walked","walk","kráčela","kráčet","impf"," She thrust her suit case in at the scullery window and walked on, till at the corner she saw the red curtain at the bar window."," Okénkem kuchyňky hodila kufřík dovnitř a kráčela dál, až na rohu v okně výčepu zahlédla červenou záclonu."
"saw","see","zahlédla","zahlédnout","pf"," She thrust her suit case in at the scullery window and walked on, till at the corner she saw the red curtain at the bar window."," Okénkem kuchyňky hodila kufřík dovnitř a kráčela dál, až na rohu v okně výčepu zahlédla červenou záclonu."
"confess","confess","přiznám","přiznat","pf"," He continued : "" Speaking merely as one of the audience, I confess I was puzzled."," "" Jako pouhý divák byl jsem, přiznám se, na rozpacích."
"came","come","Půjde","jít","impf"," He must, rather laboriously, tell them the story of the pictures at which the unknown guest had been looking when Giles came in."," Půjde mu to těžko, ale musí jim povědět historii těch obrazů, které si cizí host zrovna prohlížel, když vstoupil Giles."
"tell","tell","povědět","povědět","pf"," He must, rather laboriously, tell them the story of the pictures at which the unknown guest had been looking when Giles came in."," Půjde mu to těžko, ale musí jim povědět historii těch obrazů, které si cizí host zrovna prohlížel, když vstoupil Giles."
"came","come","vstoupil","vstoupit","pf"," He must, rather laboriously, tell them the story of the pictures at which the unknown guest had been looking when Giles came in."," Půjde mu to těžko, ale musí jim povědět historii těch obrazů, které si cizí host zrovna prohlížel, když vstoupil Giles."
"indicated","indicate","ukázal","ukázat","pf"," "" That, "" he indicated the man with a horse, "" was my ancestor."," "" Tohle, "" ukázal na muže s koněm, "" je můj předek."
"left","leave","zanechal","zanechat","pf"," He left it on record that he wished his dog to be buried with him. """," Můj předek zanechal písemné přání, aby psa pochovali s ním. """
"buried","bury","pochovali","pochovat","pf"," He left it on record that he wished his dog to be buried with him. """," Můj předek zanechal písemné přání, aby psa pochovali s ním. """
"looked","look","Pohlédli","pohlédnout","pf"," They looked at the picture."," Pohlédli na obraz."
"seeing","see","pozoroval","pozorovat","impf"," drowsily, seeing as in a glass, its lustre spotted, himself, a young man helmeted;"," v zamlženém zrcadle rozespale pozoroval sám sebe, mladíka s přílbou na hlavě;"
"built","build","postavili","postavit","pf"," For by some lucky chance a wall had been built continuing the house, it might be with the intention of adding another wing, on the raised ground in the sun."," Naštěstí postavili na slunné vyvýšenině v prodloužené čáře domu zeď, možná že chtěli zbudovat další křídlo."
"raised","raise","postavili","postavit","pf"," For by some lucky chance a wall had been built continuing the house, it might be with the intention of adding another wing, on the raised ground in the sun."," Naštěstí postavili na slunné vyvýšenině v prodloužené čáře domu zeď, možná že chtěli zbudovat další křídlo."
"see","see","uvidí","uvidět","pf"," Ca n't see a candle gutter but its her heart that 's melting, or snuff a wick without reciting all the names in Cupid 's Calendar ..."," Jak uvidí kapat svíci, hned se jí roztéká srdce, a jak čichne ke knotu, hned vzývá všechna jména z Amorova kalendáře ..."
"come","come","pojďte","jít","impf"," But come."," Jen pojďte."
"Sit","sit","Posaďte","posadit","pf"," Sit down ...."," Posaďte se ..."
"strikes","strike","Uhodí","uhodit","pf"," ( He strikes his breast, )"," ( Uhodí se do prsou. )"
"passed","pass","poslala","poslat","pf"," Again, the children passed, and she tapped on the window and blew them a kiss."," Už zas šly okolo děti a ona zaťukala na okno a poslala jim hubičku."
"turning","turn","obrátila","obrátit","pf"," "" Are we really, "" she said, turning round, "" a hundred miles from the sea? “"," "" Opravdu jsme sto mil od moře? "" obrátila se."
"said","say","řekl","říci","pf"," "" Thirty-five only, "" her father-in-law said, as if he had whipped a tape measure from his pocket and measured it exactly."," "" Jen pětatřicet, "" řekl tchán, jako by právě vytáhl metr z kapsy a přeměřil to."
"Going","go","Nepůjdete","jít","impf"," "" Going? "" said Bartholomew."," "" Nepůjdete? "" řekl Bartholomew."
"said","say","řekl","říci","pf"," "" Going? "" said Bartholomew."," "" Nepůjdete? "" řekl Bartholomew."
"heaved","heave","zdvihl","zdvihnout","pf"," And he heaved himself up from his chair."," Těžce se zdvihl z křesla."
"sat","sit","Seděli","sedět","impf"," There they sat, facing the empty stage, the cows, the meadows and the view, while the machine ticked in the bushes."," Seděli a hleděli na prázdné jeviště, na krávy, louky, krajinu, a motor v křoví pořád tikal."
"facing","face","hleděli","hledět","impf"," There they sat, facing the empty stage, the cows, the meadows and the view, while the machine ticked in the bushes."," Seděli a hleděli na prázdné jeviště, na krávy, louky, krajinu, a motor v křoví pořád tikal."
"read","read","přečetla","přečíst","pf"," "" The profits, "" Isa read out from her blurred carbon copy, "" are to go to a fund for installing electric light in the Church. """," "" Výtěžek, "" přečetla mu Isa ze svého rozmazaného programu, "" připadne fondu na zavedení elektrického světla do kostela. """
"said","say","říkal","říkat","impf"," "" Did you feel, "" she asked "" what he said : we act different parts but are the same? """," "" Měla jsi taky dojem, že, jak říkal, hrajeme různé role, ale jsme přitom stejní? """
"act","act","hrajeme","hrát","impf"," "" Did you feel, "" she asked "" what he said : we act different parts but are the same? """," "" Měla jsi taky dojem, že, jak říkal, hrajeme různé role, ale jsme přitom stejní? """
"answered","answer","odpověděla","odpovědět","pf"," "" Yes, "" Isa answered."," "" Ano, "" odpověděla Isa."
"appeared","appear","objevila","objevit","pf"," The old boot appeared on the shingle."," Na písku se objevila stará bota."
"united","unite","spojili","spojit","pf"," Like quicksilver sliding, filings magnetized, the distracted united."," Roztěkaní se spojili jako unikavá rtuť, jako zmagnetizované piliny."
"asked","ask","zeptala","zeptat","pf"," "" Will it be fine? "" asked Mrs. Swithin, her knife suspended."," "" Bude hezky? "" zeptala se paní Swithinová a zůstala s nožem stát."
"said","say","řekla","říci","pf"," "" Seems like it, "" said Mrs. Sands, giving her sharp look-out of the kitchen window."," "" Snad ano, "" řekla paní Sandsová a jako vždy bystře vykoukla z kuchyňského okna."
"said","say","řekla","říci","pf"," "" It was n't last year, "" said Mrs. Swithin."," "" Loni nebylo, "" řekla paní Swithinová."
"remember","remember","Pamatujete","pamatovat","impf"," "" D'you remember what a rush we had- when the rain came-getting in the chairs?"," "" Pamatujete se na ten kalup - když začalo pršet - dostat židle pod střechu? """
"asked","ask","zeptala","zeptat","pf"," Then she asked about Billy, Mrs. Sands 's nephew, apprenticed to the butcher."," Pak se zeptala na Billyho, synovce paní Sandsové, byl v učení u řezníka."
"embrace","embrace","Obejmou","obejmout","pf"," ( They embrace )"," ( Obejmou se )"
"strikes","strike","bijí","bít","impf"," The clock strikes nine."," Hodiny bijí devět."
"exclaimed","exclaim","zvolal","zvolat","pf"," "" All that fuss about nothing! "" a voice exclaimed."," "" Tolik povyku pro nic za nic! "" zvolal někdo."
"laughed","laugh","zasmáli","zasmát","pf"," People laughed."," Lidi se zasmáli."
"heard","hear","uslyšel","uslyšet","pf"," the voice had heard."," ten hlas uslyšel."
"thinking","think","myslí","myslet","impf"," Of whom was he thinking as he stood with his face turned?"," Na koho Giles myslí, jak tam stojí s tváří odvrácenou?"
"rid","rid","zbavit","zbavit","pf"," How can I rid myself, she asked, of Mrs. Parker?"," Jak se zbavit, přemítala, paní Parkerové?"
"bored","bore","nudí","nudit","impf"," If they were of her own class, how they bored her- her own sex!"," Tolik ji nudí ženy - když jsou z její třídy!"
"bored","bore","nudí","nudit","impf"," it was the women of her own class that bored her."," nudí ji ženy vlastní třídy."
"ended","end","skončil","skončit","pf"," The scene ended."," Výstup skončil."
"descended","descend","sestoupila","sestoupit","pf"," Reason descended from her plinth."," Moudrost sestoupila s podstavce."
"call","call","říkáme","říkat","impf"," and ask how 's this wall, the great wall, which we call, perhaps miscall, civilization, to be built by ( here the mirrors flicked and flashed ) orts, scraps and fragments like ourselves?"," a zeptejte se, jak je možno tuto zeď, tuto velikou zeď, které snad neprávem říkáme civilizace, jak je ji možno postavit ( tu zrcadla zazářila a zablýskala ) z takových cucků, drobtů a zlomků, jako jsme my?"
"built","build","postavit","postavit","pf"," and ask how 's this wall, the great wall, which we call, perhaps miscall, civilization, to be built by ( here the mirrors flicked and flashed ) orts, scraps and fragments like ourselves?"," a zeptejte se, jak je možno tuto zeď, tuto velikou zeď, které snad neprávem říkáme civilizace, jak je ji možno postavit ( tu zrcadla zazářila a zablýskala ) z takových cucků, drobtů a zlomků, jako jsme my?"
"note","note","všimněte","všimnout","pf"," note too in to-day 's paper "" Dearly loved by his wife "";"," všimněte si také noticky v dnešních novinách!"
"passed","pass","přešla","přejít","pf"," Now she passed."," Už přešla."
"crossed","cross","Přešla","přejít","pf"," She crossed the terrace and stopped by the tree where the starlings had gathered."," Přešla terasu a zastavila se u stromu, kam se předtím slítli špačci."
"lifted","lift","zdvihla","zdvihnout","pf"," In the very nick of time she lifted her great moon-eyed head and bellowed."," V pravý okamžik zdvihla mohutnou hlavu s náměsíčnýma očima a zabučela."
"leave","leave","odchází","odcházet","impf"," She liked to leave a theatre knowing exactly what was meant."," Když odchází z divadla, chce mít o smyslu hry naprosté jasno."
"liked","like","chce","chtít","impf"," She liked to leave a theatre knowing exactly what was meant."," Když odchází z divadla, chce mít o smyslu hry naprosté jasno."
"meant","mean","chce","chtít","impf"," She liked to leave a theatre knowing exactly what was meant."," Když odchází z divadla, chce mít o smyslu hry naprosté jasno."
"read","read","přečtla","přečíst","pf"," She read out from her programme :"," Nahlas si přečtla program :"
"stopped","stop","Přestala","přestat","pf"," She stopped."," Přestala číst."
"represented","represent","představují","představovat","impf"," Roughly painted ripples represented water."," Zběžně namalované vlnky představují vodu."
"left","leave","odešel","odejít","pf"," So, with one last look, he left the dining-room."," Tak, ještě jeden pohled, a odešel z jídelny."
"hung","hang","visely","viset","impf"," Two pictures hung opposite the window."," Proti oknu visely dva obrazy."
"met","meet","nesetkali","setkat","pf"," In real life they had never met, the long lady and the man holding his horse by the rein."," V životě se ti dva nikdy nesetkali, vysoká dáma a muž držící za uzdu koně."
"bought","buy","koupil","koupit","pf"," The lady was a picture, bought by Oliver because he liked the picture;"," Dáma byla nějaká podobizna, Oliver ji koupil, protože se mu líbila;"
"liked","like","líbila","líbit","impf"," The lady was a picture, bought by Oliver because he liked the picture;"," Dáma byla nějaká podobizna, Oliver ji koupil, protože se mu líbila;"
"waited","wait","čekali","čekat","impf"," she said to Bartholomew, while they waited."," zatímco čekali."
"talk","talk","mluvit","mluvit","impf"," Could they talk?"," Smí se mluvit?"
"move","move","chodit","chodit","impf"," Could they move?"," Smí se chodit?"
"moved","move","hýbají","hýbat","impf"," only the cows moved in the meadows;"," jen krávy na louce se hýbají;"
"remember","remember","Pamatuješ","pamatovat","impf"," D'you remember?"," Pamatuješ?"
"remember","remember","Pamatuješ","pamatovat","impf"," “ "" D'you remember?"," "" Pamatuješ?"
"call","call","Říkalo","říkat","impf"," Garotters, did they call them?"," Říkalo se jim škrtiči."
"whispered","whisper","zašeptala","zašeptat","pf"," "" The first scene, "" Mrs. Elmhurst whispered into her husband 's ear, "" is Lady Harraden 's dressing-room ...."," "" První výstup, "" zašeptala paní Elmhurstová svému muži do ucha, "" je oblékárna lady Harradenové ..."
"pointed","point","Ukázala","ukázat","pf"," She pointed."," Ukázala na ni prstem."
"think","think","Myslím","myslet","impf"," "" Mrs. Otter, I think, from the End House;"," "" Myslím, že je to paní Otterová z End House."
"hear","hear","slyším","slyšet","impf"," Always I hear corrupt murmurs;"," Stále slyším zkažené šepoty;"
"Hear","hear","Neposlouchej","poslouchat","impf"," Hear not the frantic cries of the leaders who in that they seek to lead desert us."," Neposlouchej zuřivé hulákání vůdců, kteří nás svým vůdcovským úsilím zrazují."
"Hear","hear","Poslouchej","poslouchat","impf"," Hear rather the shepherd, coughing by the farmyard wall;"," Poslouchej raděj pastýře, pokašlávajícího u dvorské zdi;"
