"sign","sign","nepodepíšu","podepsat","pf"," As you 're obviously aware, I 'm not going to sign that statement."," Jak jste zřejmě pochopili, ten papír vám nepodepíšu."
"taking","take","studoval","studovat","impf"," I often say to myself how wonderful it was when nobody was interested in me - when nobody expected anything from me and nobody was urging me to do things - I used to browse around the second-hand bookshops - studying modern philosophers at my leisure spending the nights making notes from their works - taking walks in the parks and meditating."," Častokrát si říkám, jak to bylo krásné, když jsem nikoho nezajímal - nikdo ode mne nic neočekával a k ničemu mě nenabádal - já prolézal antikvariáty a hledal chytré knížky - v klidu si studoval moderní filozofy - dělal si z nich po nocích výpisky - procházel se po městských parcích a přemýšlel o jejich myšlenkách."
"do","do","dělal","dělat","impf"," I often say to myself how wonderful it was when nobody was interested in me - when nobody expected anything from me and nobody was urging me to do things - I used to browse around the second-hand bookshops - studying modern philosophers at my leisure spending the nights making notes from their works - taking walks in the parks and meditating."," Častokrát si říkám, jak to bylo krásné, když jsem nikoho nezajímal - nikdo ode mne nic neočekával a k ničemu mě nenabádal - já prolézal antikvariáty a hledal chytré knížky - v klidu si studoval moderní filozofy - dělal si z nich po nocích výpisky - procházel se po městských parcích a přemýšlel o jejich myšlenkách."
"making","make","dělal","dělat","impf"," I often say to myself how wonderful it was when nobody was interested in me - when nobody expected anything from me and nobody was urging me to do things - I used to browse around the second-hand bookshops - studying modern philosophers at my leisure spending the nights making notes from their works - taking walks in the parks and meditating."," Častokrát si říkám, jak to bylo krásné, když jsem nikoho nezajímal - nikdo ode mne nic neočekával a k ničemu mě nenabádal - já prolézal antikvariáty a hledal chytré knížky - v klidu si studoval moderní filozofy - dělal si z nich po nocích výpisky - procházel se po městských parcích a přemýšlel o jejich myšlenkách."
"taking","take","dělal","dělat","impf"," I often say to myself how wonderful it was when nobody was interested in me - when nobody expected anything from me and nobody was urging me to do things - I used to browse around the second-hand bookshops - studying modern philosophers at my leisure spending the nights making notes from their works - taking walks in the parks and meditating."," Častokrát si říkám, jak to bylo krásné, když jsem nikoho nezajímal - nikdo ode mne nic neočekával a k ničemu mě nenabádal - já prolézal antikvariáty a hledal chytré knížky - v klidu si studoval moderní filozofy - dělal si z nich po nocích výpisky - procházel se po městských parcích a přemýšlel o jejich myšlenkách."
"browse","browse","procházel","procházet","impf"," I often say to myself how wonderful it was when nobody was interested in me - when nobody expected anything from me and nobody was urging me to do things - I used to browse around the second-hand bookshops - studying modern philosophers at my leisure spending the nights making notes from their works - taking walks in the parks and meditating."," Častokrát si říkám, jak to bylo krásné, když jsem nikoho nezajímal - nikdo ode mne nic neočekával a k ničemu mě nenabádal - já prolézal antikvariáty a hledal chytré knížky - v klidu si studoval moderní filozofy - dělal si z nich po nocích výpisky - procházel se po městských parcích a přemýšlel o jejich myšlenkách."
"studying","study","přemýšlel","přemýšlet","impf"," I often say to myself how wonderful it was when nobody was interested in me - when nobody expected anything from me and nobody was urging me to do things - I used to browse around the second-hand bookshops - studying modern philosophers at my leisure spending the nights making notes from their works - taking walks in the parks and meditating."," Častokrát si říkám, jak to bylo krásné, když jsem nikoho nezajímal - nikdo ode mne nic neočekával a k ničemu mě nenabádal - já prolézal antikvariáty a hledal chytré knížky - v klidu si studoval moderní filozofy - dělal si z nich po nocích výpisky - procházel se po městských parcích a přemýšlel o jejich myšlenkách."
"meditating","meditate","přemýšlel","přemýšlet","impf"," I often say to myself how wonderful it was when nobody was interested in me - when nobody expected anything from me and nobody was urging me to do things - I used to browse around the second-hand bookshops - studying modern philosophers at my leisure spending the nights making notes from their works - taking walks in the parks and meditating."," Častokrát si říkám, jak to bylo krásné, když jsem nikoho nezajímal - nikdo ode mne nic neočekával a k ničemu mě nenabádal - já prolézal antikvariáty a hledal chytré knížky - v klidu si studoval moderní filozofy - dělal si z nich po nocích výpisky - procházel se po městských parcích a přemýšlel o jejich myšlenkách."
"told","tell","Říkali","říkat","impf"," We 've already told you that we 're your fans - and not just us."," Říkali jsme vám přece, že vám fandíme - a nejen my."
"Thank","thank","Děkuji","děkovat","impf"," Thank you."," Děkuji."
"expecting","expect","Nečekal","čekat","impf"," I was n't expecting you so soon."," Nečekal jsem vás tak brzy."
"Reaching","reach","dojde","dojít","pf"," Reaching the front door for the third time he stops, considers a moment, looks through the peep-hole, steps quickly to the place where his medicines are hidden, takes out his box, takes out one bottle of medicine, empties it into his mouth and runs into the bathroom leaving the door open."," Když znovu dojde k hlavním dveřím, zarazí se, okamžik přemítá, pak nahlédne špehýrkou ven, načež rychle přistoupí k místu, kde má ukryty léky, vytáhne opět svou krabici, vyndá z ní nějaký prášek, vhodí si ho do úst a odběhne do koupelny, dveře nechá otevřené."
"stops","stop","zarazí","zarazit","pf"," Reaching the front door for the third time he stops, considers a moment, looks through the peep-hole, steps quickly to the place where his medicines are hidden, takes out his box, takes out one bottle of medicine, empties it into his mouth and runs into the bathroom leaving the door open."," Když znovu dojde k hlavním dveřím, zarazí se, okamžik přemítá, pak nahlédne špehýrkou ven, načež rychle přistoupí k místu, kde má ukryty léky, vytáhne opět svou krabici, vyndá z ní nějaký prášek, vhodí si ho do úst a odběhne do koupelny, dveře nechá otevřené."
"looks","look","nahlédne","nahlédnout","pf"," Reaching the front door for the third time he stops, considers a moment, looks through the peep-hole, steps quickly to the place where his medicines are hidden, takes out his box, takes out one bottle of medicine, empties it into his mouth and runs into the bathroom leaving the door open."," Když znovu dojde k hlavním dveřím, zarazí se, okamžik přemítá, pak nahlédne špehýrkou ven, načež rychle přistoupí k místu, kde má ukryty léky, vytáhne opět svou krabici, vyndá z ní nějaký prášek, vhodí si ho do úst a odběhne do koupelny, dveře nechá otevřené."
"hidden","hide","ukryty","ukrýt","pf"," Reaching the front door for the third time he stops, considers a moment, looks through the peep-hole, steps quickly to the place where his medicines are hidden, takes out his box, takes out one bottle of medicine, empties it into his mouth and runs into the bathroom leaving the door open."," Když znovu dojde k hlavním dveřím, zarazí se, okamžik přemítá, pak nahlédne špehýrkou ven, načež rychle přistoupí k místu, kde má ukryty léky, vytáhne opět svou krabici, vyndá z ní nějaký prášek, vhodí si ho do úst a odběhne do koupelny, dveře nechá otevřené."
"takes","take","vyndá","vyndat","pf"," Reaching the front door for the third time he stops, considers a moment, looks through the peep-hole, steps quickly to the place where his medicines are hidden, takes out his box, takes out one bottle of medicine, empties it into his mouth and runs into the bathroom leaving the door open."," Když znovu dojde k hlavním dveřím, zarazí se, okamžik přemítá, pak nahlédne špehýrkou ven, načež rychle přistoupí k místu, kde má ukryty léky, vytáhne opět svou krabici, vyndá z ní nějaký prášek, vhodí si ho do úst a odběhne do koupelny, dveře nechá otevřené."
"takes","take","vyndá","vyndat","pf"," Reaching the front door for the third time he stops, considers a moment, looks through the peep-hole, steps quickly to the place where his medicines are hidden, takes out his box, takes out one bottle of medicine, empties it into his mouth and runs into the bathroom leaving the door open."," Když znovu dojde k hlavním dveřím, zarazí se, okamžik přemítá, pak nahlédne špehýrkou ven, načež rychle přistoupí k místu, kde má ukryty léky, vytáhne opět svou krabici, vyndá z ní nějaký prášek, vhodí si ho do úst a odběhne do koupelny, dveře nechá otevřené."
"leaving","leave","nechá","nechat","pf"," Reaching the front door for the third time he stops, considers a moment, looks through the peep-hole, steps quickly to the place where his medicines are hidden, takes out his box, takes out one bottle of medicine, empties it into his mouth and runs into the bathroom leaving the door open."," Když znovu dojde k hlavním dveřím, zarazí se, okamžik přemítá, pak nahlédne špehýrkou ven, načež rychle přistoupí k místu, kde má ukryty léky, vytáhne opět svou krabici, vyndá z ní nějaký prášek, vhodí si ho do úst a odběhne do koupelny, dveře nechá otevřené."
"closes","close","zavře","zavřít","pf"," LEOPOLD re-enters after a moment, closes the bathroom door and goes quickly to the front door."," Za okamžik se Leopold vrátí na scénu, zavře dveře do koupelny a rychle přejde k hlavním dveřím."
"hurt","hurt","zranil","zranit","pf"," I do n't want to be hard on you or hurt you in any way."," Nerad bych byl tvrdý a jakkoli tě zranil, na druhé straně bych ale nebyl dobrý přítel a pramálo bych ti posloužil, kdybych ti něco skrýval nebo zamlčoval."
"speaking","speak","Neříkám","říkat","impf"," I 'm not just speaking for myself."," Neříkám ti to jen za sebe, přicházím tak trochu jménem všech."
"keeping","keep","nechat","nechat","pf"," If you insist on keeping your name for sentimental reasons then by all means keep it."," Když budete na svém jménu z nějakých sentimentálních důvodů lpět, můžete si ho přece klidně nechat."
"keep","keep","nechat","nechat","pf"," If you insist on keeping your name for sentimental reasons then by all means keep it."," Když budete na svém jménu z nějakých sentimentálních důvodů lpět, můžete si ho přece klidně nechat."
"decide","decide","rozhodl","rozhodnout","pf"," Though there 's no denying that it would be neater if you were to decide otherwise."," I když by, nač to zapírat, čistší bylo, kdybyste se rozhodl jinak."
"avoid","avoid","vyhýbám","vyhýbat","impf"," As you know, I avoid off-the-peg expressions."," Víš přece, že se vyhýbám tak expresívním formulacím."
"taught","teach","naučila","naučit","pf"," Phenomenology has taught me always to beware of the propositional statement that lies outside demonstrable experience."," Fenomenologie mě naučila trvalé péči o to, abych svými tvrzeními nepřekračoval rámec vykazatelné zkušenosti."
"say","say","vyjádřím","vyjádřit","pf"," I prefer to say less than I feel rather than to risk saying more."," Raději vyjádřím méně, než cítím, než bych riskoval manifestaci něčeho, co necítím."
"saying","say","vyjádřím","vyjádřit","pf"," I prefer to say less than I feel rather than to risk saying more."," Raději vyjádřím méně, než cítím, než bych riskoval manifestaci něčeho, co necítím."
"feel","feel","cítím","cítit","impf"," I prefer to say less than I feel rather than to risk saying more."," Raději vyjádřím méně, než cítím, než bych riskoval manifestaci něčeho, co necítím."
"feel","feel","necítím","cítit","impf"," I prefer to say less than I feel rather than to risk saying more."," Raději vyjádřím méně, než cítím, než bych riskoval manifestaci něčeho, co necítím."
"think","think","nepovažuješ","považovat","impf"," You think loving me is not a demonstrable experience?"," Ty svou lásku ke mně tedy nepovažuješ za vykazatelnou zkušenost?"
"raise","raise","nevyvolával","vyvolávat","impf"," But I would n't like to raise your hopes unduly, because the fact that I 'm meditating on this subject does n't automatically mean that I am myself capable of creating such a space."," Abych ve vás ale nevyvolával zase nepřiměřené naděje : že tuto věc reflektuji, neznamená ještě automaticky, že jsem sám schopen onen prostor vytvořit!"
"mean","mean","neznamená","znamenat","impf"," But I would n't like to raise your hopes unduly, because the fact that I 'm meditating on this subject does n't automatically mean that I am myself capable of creating such a space."," Abych ve vás ale nevyvolával zase nepřiměřené naděje : že tuto věc reflektuji, neznamená ještě automaticky, že jsem sám schopen onen prostor vytvořit!"
"creating","create","vytvořit","vytvořit","pf"," But I would n't like to raise your hopes unduly, because the fact that I 'm meditating on this subject does n't automatically mean that I am myself capable of creating such a space."," Abych ve vás ale nevyvolával zase nepřiměřené naděje : že tuto věc reflektuji, neznamená ještě automaticky, že jsem sám schopen onen prostor vytvořit!"
"creating","create","vytváříte","vytvářet","impf"," But you 've been creating it for ages - by talking to me at all - by understanding me - forgive me, I 'm probably already a bit tipsy."," Vždyť už ho dávno vytváříte - tím, že se se mnou vůbec bavíte - že mě chápete - promiňte, už asi mluvím trochu z cesty."
"understanding","understand","chápete","chápat","impf"," But you 've been creating it for ages - by talking to me at all - by understanding me - forgive me, I 'm probably already a bit tipsy."," Vždyť už ho dávno vytváříte - tím, že se se mnou vůbec bavíte - že mě chápete - promiňte, už asi mluvím trochu z cesty."
"forgive","forgive","promiňte","prominout","pf"," But you 've been creating it for ages - by talking to me at all - by understanding me - forgive me, I 'm probably already a bit tipsy."," Vždyť už ho dávno vytváříte - tím, že se se mnou vůbec bavíte - že mě chápete - promiňte, už asi mluvím trochu z cesty."
"talking","talk","mluvím","mluvit","impf"," But you 've been creating it for ages - by talking to me at all - by understanding me - forgive me, I 'm probably already a bit tipsy."," Vždyť už ho dávno vytváříte - tím, že se se mnou vůbec bavíte - že mě chápete - promiňte, už asi mluvím trochu z cesty."
"Drink","drink","napijte","napít","pf"," Drink up."," Klidně se ještě napijte."
"goes","go","odejde","odejít","pf"," ( LEOPOLD goes quickly into the bathroom and comes back in a moment wearing a dressing gown under which he is naked."," ( Leopold odejde kvapně do koupelny, za okamžik se vrátí v županu, pod nímž nic nemá."
"wearing","wear","nemá","mít","impf"," ( LEOPOLD goes quickly into the bathroom and comes back in a moment wearing a dressing gown under which he is naked."," ( Leopold odejde kvapně do koupelny, za okamžik se vrátí v županu, pod nímž nic nemá."
"sits","sit","Usedne","usednout","pf"," He sits down on the sofa next to MARGUERITE and smiles at her."," Usedne na pohovku vedle Markéty a usměje se na ni."
"smiles","smile","usměje","usmát","pf"," He sits down on the sofa next to MARGUERITE and smiles at her."," Usedne na pohovku vedle Markéty a usměje se na ni."
"read","read","přečetla","přečíst","pf"," You 've read all those?"," To jste všechno přečetla?"
"pass","pass","předat","předat","pf"," All we can do is pass on your request for time to consider."," Můžeme pouze předat vaši žádost o poskytnutí určitého času na rozmyšlenou."
"turns","turn","obrátí","obrátit","pf"," ( LEOPOLD, irritated, gets up, ambles round the room and then turns to the TWO SIDNEYS. )"," ( Leopold podrážděně vstane, projde se místností, načež se obrátí k Prvnímu a Druhému Láďovi. )"
"comes","come","přichází","přicházet","impf"," ( SUZANA, followed by EDWARD, comes out of the kitchen."," ( Z kuchyně přichází Zuzana a za ní Olda."
"looks","look","pohlédne","pohlédnout","pf"," LEOPOLD looks at them in surprise. )"," Leopold na ně překvapeně pohlédne."
"sits","sit","usedne","usednout","pf"," ( MARGUERITE sits down shyly on the edge of the sofa. )"," ( Markéta usedne plaše na okraj pohovky. )"
"thank","thank","děkuji","děkovat","impf"," No - thank you - I 'm not used to rum."," Ne - děkuji - nejsem na rum zvyklá."
"pours","pour","naleje","nalít","pf"," ( LEOPOLD pours some rum into the glass which has remained on the table. )"," ( Leopold naleje rum do sklenky, která zbyla na stole. )"
"remained","remain","zbyla","zbýt","pf"," ( LEOPOLD pours some rum into the glass which has remained on the table. )"," ( Leopold naleje rum do sklenky, která zbyla na stole. )"
"thank","thank","děkuji","děkovat","impf"," Well, thank you."," Tak děkuji."
"rubbing","rub","tře","třít","impf"," LEOPOLD is trembling with cold and is rubbing his arms. )"," Leopold se chvěje zimou a tře si paže. )"
"understand","understand","Chápu","chápat","impf"," I do understand."," Chápu to."
"carrying","carry","nese","nést","impf"," Then LEOPOLD, grey faced, emerges from the bedroom wearing a suit and an overcoat and carrying a small military valise."," Pak vyjde z koupelny vážným krokem Leopold v obleku a ve svrchníku, v ruce nese malý vojenský kufřík."
"enter","enter","Vstoupí","vstoupit","pf"," FIRST CHAP and SECOND CHAP enter."," Vstoupí První a Druhý chlapík."
"closes","close","zavře","zavřít","pf"," LEOPOLD closes the door behind them. )"," Leopold za nimi zavře. )"
"doubt","doubt","nepochybuješ","pochybovat","impf"," You do n't doubt, do you, that we all like you?"," Jistě nepochybuješ, že tě máme všichni rádi."
"rubbing","rub","tře","třít","impf"," LEOPOLD is trembling with cold and rubbing his arms. )"," Leopold se chvěje zimou a tře si paže. )"
"asking","ask","Ptám","ptát","impf"," I 'm asking as a friend."," Ptám se tě jako tvůj přítel."
"mean","mean","Znamená","znamenat","impf"," Do you mean that I have to change my name?"," Znamená to tedy, že se mám přejmenovat?"
"like","like","chcete","chtít","impf"," You can have whatever name you like, that 's entirely up to you nobody - at least in this instance - could care less."," Jmenujte se, jak chcete, to je přece vaše věc, to - aspoň v této souvislosti - nikoho nezajímá."
"wrote","write","napsal","napsat","pf"," The only thing which is important here is whether you are or are not the Nettles who wrote that paper."," Zde je důležité pouze to, jestli jste či nejste ten Kopřiva, co to napsal."
"lose","lose","neztrácíš","ztrácet","impf"," It 's a touching and beautiful thing that you do n't lose hope of making me into someone better than I am but - do n't be angry - it 's an illusion."," Je to dojemné a krásné, jak neztrácíš naději, že ze mne uděláš někoho lepšího, než jsem, ale je to, nezlob se, iluze."
"do","do","uděláš","udělat","pf"," It 's a touching and beautiful thing that you do n't lose hope of making me into someone better than I am but - do n't be angry - it 's an illusion."," Je to dojemné a krásné, jak neztrácíš naději, že ze mne uděláš někoho lepšího, než jsem, ale je to, nezlob se, iluze."
"making","make","uděláš","udělat","pf"," It 's a touching and beautiful thing that you do n't lose hope of making me into someone better than I am but - do n't be angry - it 's an illusion."," Je to dojemné a krásné, jak neztrácíš naději, že ze mne uděláš někoho lepšího, než jsem, ale je to, nezlob se, iluze."
"do","do","uděláš","udělat","pf"," It 's a touching and beautiful thing that you do n't lose hope of making me into someone better than I am but - do n't be angry - it 's an illusion."," Je to dojemné a krásné, jak neztrácíš naději, že ze mne uděláš někoho lepšího, než jsem, ale je to, nezlob se, iluze."
"came","come","přišli","přijít","pf"," I 've fallen apart; I 'm paralysed, I wo n't change and it would be best if they came for me and took me where I would no longer be the cause of unhappiness and disillusion."," Jsem rozložený, ochromený člověk, nebudu už jiný, a nejlepší by bylo, kdyby konečně pro mne přišli a já odešel tam, kde už nebudu roznášet další neštěstí a vyvolávat další zklamání."
"seen","see","vidět","vidět","impf"," During the rest of the scene both of then can be seen through the glass-panelled kitchen door taking out various foodstuffs from the shopping bag, putting them where they belong, ands during all this time either discussing something in a lively way or perhaps quarrelling."," Po celou následující scénu jsou oba vidět prosklenými dveřmi do kuchyně, jak vybalují z tašky různé potraviny, ukládají je na jejich místo a přitom se o čemsi živě dohadují, možná se dokonce i hádají."
"putting","put","ukládají","ukládat","impf"," During the rest of the scene both of then can be seen through the glass-panelled kitchen door taking out various foodstuffs from the shopping bag, putting them where they belong, ands during all this time either discussing something in a lively way or perhaps quarrelling."," Po celou následující scénu jsou oba vidět prosklenými dveřmi do kuchyně, jak vybalují z tašky různé potraviny, ukládají je na jejich místo a přitom se o čemsi živě dohadují, možná se dokonce i hádají."
"quarrelling","quarrel","hádají","hádat","impf"," During the rest of the scene both of then can be seen through the glass-panelled kitchen door taking out various foodstuffs from the shopping bag, putting them where they belong, ands during all this time either discussing something in a lively way or perhaps quarrelling."," Po celou následující scénu jsou oba vidět prosklenými dveřmi do kuchyně, jak vybalují z tašky různé potraviny, ukládají je na jejich místo a přitom se o čemsi živě dohadují, možná se dokonce i hádají."
"notices","notice","všimne","všimnout","pf"," LEOPOLD notices that FIRST SIDNEY 's glass is empty and fills it up again for him. )"," Leopold si všimne, že První Láďa dopil svou sklenku, a znovu mu naleje. )"
"fills","fill","naleje","nalít","pf"," LEOPOLD notices that FIRST SIDNEY 's glass is empty and fills it up again for him. )"," Leopold si všimne, že První Láďa dopil svou sklenku, a znovu mu naleje. )"
"bring","bring","přinesem","přinést","pf"," And we 'll bring you that writing paper."," A přinesem vám ty papíry na psaní."
"Thank","thank","Děkuji","děkovat","impf"," Thank you."," Děkuji."
"expecting","expect","čekáte","čekat","impf"," When are you expecting them?"," Kdy je čekáte?"
"wrote","write","napsal","napsat","pf"," In other words, it is not so much a question of whether you are Nettles or Nichols but rather whether you are the Nettles who wrote the paper."," Čili nejde ani tak o to, jestli jste Kopřiva nebo Urbánek, jako o to, že nejste ten Kopřiva, co to napsal."
"admit","admit","Uznáte","uznat","pf"," You have to admit it 's a good offer."," Uznáte jistě, že to je velkorysý návrh."
"understand","understand","Nechápu","chápat","impf"," I do n't understand what you 'll achieve by it - or why, in that case, you 're proposing it - as far as I know you never do anything without a reason."," Nechápu, čeho tím dosáhnete - a proč to tedy navrhujete - pokud vím, nikdy neděláte nic bezdůvodně."
"achieve","achieve","dosáhnete","dosáhnout","pf"," I do n't understand what you 'll achieve by it - or why, in that case, you 're proposing it - as far as I know you never do anything without a reason."," Nechápu, čeho tím dosáhnete - a proč to tedy navrhujete - pokud vím, nikdy neděláte nic bezdůvodně."
"proposing","propose","navrhujete","navrhovat","impf"," I do n't understand what you 'll achieve by it - or why, in that case, you 're proposing it - as far as I know you never do anything without a reason."," Nechápu, čeho tím dosáhnete - a proč to tedy navrhujete - pokud vím, nikdy neděláte nic bezdůvodně."
"do","do","neděláte","dělat","impf"," I do n't understand what you 'll achieve by it - or why, in that case, you 're proposing it - as far as I know you never do anything without a reason."," Nechápu, čeho tím dosáhnete - a proč to tedy navrhujete - pokud vím, nikdy neděláte nic bezdůvodně."
"do","do","neděláte","dělat","impf"," I do n't understand what you 'll achieve by it - or why, in that case, you 're proposing it - as far as I know you never do anything without a reason."," Nechápu, čeho tím dosáhnete - a proč to tedy navrhujete - pokud vím, nikdy neděláte nic bezdůvodně."
"think","think","Myslím","myslet","impf"," I think iťll make very nice reading for you."," Myslím, že to pro vás bude pěkné počteníčko."
"Use","use","Použijte","použít","pf"," Use it as you see fit."," Použijte to, jak uznáte za vhodné."
"Thank","thank","děkuji","děkovat","impf"," Thank you so."," Tak tedy děkuji."
"takes","take","vyndá","vyndat","pf"," ( FIRST SIDNEY takes a sheaf of papers out of one of the suitcases and looks around. )"," ( První Láďa vyndá z jednoho kufru stoh papírů a rozhlíží se. )"
"taking","take","nosí","nosit","impf"," FIRST SIDNEY and SECOND SIDNEY start taking papers from the two suitcases and carrying them to the corner where they place them on the floor."," První a Druhý Láďa vyndávají postupně stohy papírů z obou kufrů a nosí je do popředí, kde je skládají na zem."
"carrying","carry","nosí","nosit","impf"," FIRST SIDNEY and SECOND SIDNEY start taking papers from the two suitcases and carrying them to the corner where they place them on the floor."," První a Druhý Láďa vyndávají postupně stohy papírů z obou kufrů a nosí je do popředí, kde je skládají na zem."
"taking","take","skládají","skládat","impf"," FIRST SIDNEY and SECOND SIDNEY start taking papers from the two suitcases and carrying them to the corner where they place them on the floor."," První a Druhý Láďa vyndávají postupně stohy papírů z obou kufrů a nosí je do popředí, kde je skládají na zem."
"joined","join","přidá","přidat","pf"," After a while they are joined first by LEOPOLD and then by EDWARD."," Po chvilce se k nim přidá Leopold a po něm i Olda."
"closes","close","zavře","zavřít","pf"," When the contents of both suitcases are in the corner, SECOND SIDNEY closes both of the now empty cases and caries them to the front door."," Když je obsah obou kufrů odnošen na své místo, Druhý Láďa oba vyprázdněné kufry zavře a odnese k hlavním dveřím."
"sit","sit","usednou","usednout","pf"," Then FIRST and SECOND SIDNEY sit down at the table."," Potom První a Druhý Láďa usednou ke stolu."
"sits","sit","usedne","usednout","pf"," LEOPOLD sits down on the sofa."," Leopold usedne na pohovku;"
"rubbing","rub","tře","třít","impf"," LEOPOLD is trembling with cold and is rubbing his arms. )"," Leopold se chvěje zimou a tře si paže. )"
"understand","understand","Chápu","chápat","impf"," I do understand."," Chápu to."
"speaking","speak","Neříkám","říkat","impf"," I 'm not just speaking for myself - I 'm really here on behalf of everyone."," Neříkám ti to jen za sebe, přicházím vlastně tak trochu jménem všech."
"take","take","vzít","vzít","pf"," Perhaps you should take some pills."," Možná by sis měl vzít nějaký prášek."
"got","get","zůstala","zůstat","pf"," You sang a different tune the first time you got me to stay here with you."," Když jsi mě poprvé přemlouval, abych tu s tebou zůstala, mluvil jsi úplně jinak."
"stay","stay","zůstala","zůstat","pf"," You sang a different tune the first time you got me to stay here with you."," Když jsi mě poprvé přemlouval, abych tu s tebou zůstala, mluvil jsi úplně jinak."
"waiting","wait","očekává","očekávat","impf"," This could be what people are waiting for."," Řekl bych, že se to od vás přímo očekává."
"find","find","najdete","najít","pf"," You 'll find a way."," Formu už najdete sám."
"rang","ring","Zvoním","zvonit","impf"," I rang three times."," Zvoním už potřetí."
"opens","open","otvírá","otvírat","impf"," ( EDWARD opens the balcony door wide."," ( Olda otvírá dokořán dveře na balkón;"
"sits","sit","sedne","sednout","pf"," EDWARD sits down on a chair. )"," Olda si sedne na židli."
"puts","put","uloží","uložit","pf"," He puts the box back, then continues pacing and when he gets to the bathroom door he pauses, goes quickly to the front door, looks through the peephole and then runs into the bathroom leaving the door open."," Krabici uloží na její místo, pokračuje v chůzi a když dojde ke dveřím do koupelny, zarazí se, přejde rychle k hlavním dveřím, podívá se špehýrkou ven, načež odběhne do koupelny, dveře nechá otevřené."
"continues","continue","pokračuje","pokračovat","impf"," He puts the box back, then continues pacing and when he gets to the bathroom door he pauses, goes quickly to the front door, looks through the peephole and then runs into the bathroom leaving the door open."," Krabici uloží na její místo, pokračuje v chůzi a když dojde ke dveřím do koupelny, zarazí se, přejde rychle k hlavním dveřím, podívá se špehýrkou ven, načež odběhne do koupelny, dveře nechá otevřené."
"goes","go","pokračuje","pokračovat","impf"," He puts the box back, then continues pacing and when he gets to the bathroom door he pauses, goes quickly to the front door, looks through the peephole and then runs into the bathroom leaving the door open."," Krabici uloží na její místo, pokračuje v chůzi a když dojde ke dveřím do koupelny, zarazí se, přejde rychle k hlavním dveřím, podívá se špehýrkou ven, načež odběhne do koupelny, dveře nechá otevřené."
"looks","look","podívá","podívat","pf"," He puts the box back, then continues pacing and when he gets to the bathroom door he pauses, goes quickly to the front door, looks through the peephole and then runs into the bathroom leaving the door open."," Krabici uloží na její místo, pokračuje v chůzi a když dojde ke dveřím do koupelny, zarazí se, přejde rychle k hlavním dveřím, podívá se špehýrkou ven, načež odběhne do koupelny, dveře nechá otevřené."
"leaving","leave","nechá","nechat","pf"," He puts the box back, then continues pacing and when he gets to the bathroom door he pauses, goes quickly to the front door, looks through the peephole and then runs into the bathroom leaving the door open."," Krabici uloží na její místo, pokračuje v chůzi a když dojde ke dveřím do koupelny, zarazí se, přejde rychle k hlavním dveřím, podívá se špehýrkou ven, načež odběhne do koupelny, dveře nechá otevřené."
"running","run","teče","téci","impf"," Water is still running, LEOPOLD is gasping and obviously does not hear the bell."," Voda stále teče a Leopold heká, zřejmě zvonek neslyší."
"hear","hear","neslyší","slyšet","impf"," Water is still running, LEOPOLD is gasping and obviously does not hear the bell."," Voda stále teče a Leopold heká, zřejmě zvonek neslyší."
"wrapped","wrap","zabalen","zabalit","pf"," LEOPOLD gets up and approaches her slowly, still wrapped up in a blanket. )"," Pak Leopold vstane a pomalu zamíří - zabalen stále do pokrývky - k balkónu. )"
"crying","cry","pláčeš","plakat","impf"," Are you crying, Lucy?"," Ty pláčeš, Lucy?"
"crying","cry","pláčeš","plakat","impf"," Why are you crying?"," Proč pláčeš?"
"cry","cry","Neplač","plakat","impf"," Do n't cry!"," Neplač!"
"approached","approach","přiblížil","přiblížit","pf"," ( He has approached LUCY and touched her carefully on the shoulder."," ( Leopold se přiblížil až k Lucy, opatrně jí sahá na rameno."
"touched","touch","sahá","sahat","impf"," ( He has approached LUCY and touched her carefully on the shoulder."," ( Leopold se přiblížil až k Lucy, opatrně jí sahá na rameno."
"turns","turn","otočí","otočit","pf"," LUCY with a tear-stained face turns suddenly to him and cries out. )"," Lucy, celá uplakaná, se náhle otočí k Leopoldovi a zvolá. )"
"cries","cry","zvolá","zvolat","pf"," LUCY with a tear-stained face turns suddenly to him and cries out. )"," Lucy, celá uplakaná, se náhle otočí k Leopoldovi a zvolá. )"
"touch","touch","Nedotýkej","dotýkat","impf"," Do n't touch me!"," Nedotýkej se mě!"
"reaches","reach","dojde","dojít","pf"," When he reaches the front door for the second time, he pauses, considers a moment, and then goes to the bookcase where his medicines are hidden and once more takes out his box."," Když znovu dojde k hlavním dveřím, zarazí se, okamžik přemítá, pak přistoupí k místu, kde má ukryty léky, a vytáhne opět svou krabici."
"hidden","hide","ukryty","ukrýt","pf"," When he reaches the front door for the second time, he pauses, considers a moment, and then goes to the bookcase where his medicines are hidden and once more takes out his box."," Když znovu dojde k hlavním dveřím, zarazí se, okamžik přemítá, pak přistoupí k místu, kde má ukryty léky, a vytáhne opět svou krabici."
"sits","sit","usedne","usednout","pf"," He takes it to the table, sits down on a chair and opens the box."," Jde s ní ke stolu, usedne na židli a krabici otevře."
"opens","open","otevře","otevřít","pf"," He takes it to the table, sits down on a chair and opens the box."," Jde s ní ke stolu, usedne na židli a krabici otevře."
