"mentioned","mention","zmínil","zmínit","pf"," He mentioned the vicinity to the realtor as an area where he was interested in buying a lot on which to build a beach house for his wife and four children."," O okolí domu se před agentkou zmínil jako o místu, o jehož koupi se velice zajímá, aby tam mohl postavit plážový dům pro svoji ženu a čtyři děti."
"turning","turn","otočila","otočit","pf"," She held his stare for ten seconds before turning away and rushing toward the elevator that had been sent back down for her."," Deset vteřin mu upřeně hleděla do očí, pak se otočila a spěchala k výtahu, který jí poslali."
"rushing","rush","spěchala","spěchat","impf"," She held his stare for ten seconds before turning away and rushing toward the elevator that had been sent back down for her."," Deset vteřin mu upřeně hleděla do očí, pak se otočila a spěchala k výtahu, který jí poslali."
"sent","send","poslali","poslat","pf"," She held his stare for ten seconds before turning away and rushing toward the elevator that had been sent back down for her."," Deset vteřin mu upřeně hleděla do očí, pak se otočila a spěchala k výtahu, který jí poslali."
"called","call","Volala","volat","impf"," I called the house. They 're fine. """," Volala jsem domů, jsou v pohodě. """
"took","take","Uchopil","uchopit","pf"," He took Grace 's hand and rubbed the back of it."," Uchopil Grace za ruku a pohladil ji."
"sent","send","poslal","poslat","pf"," "" The policewoman you sent over was cooking breakfast for them."," "" Policistka, kterou jsi poslal, jim právě připravovala snídani."
"cooking","cook","připravovala","připravovat","impf"," "" The policewoman you sent over was cooking breakfast for them."," "" Policistka, kterou jsi poslal, jim právě připravovala snídani."
"turned","turn","změnit","změnit","pf"," It was about an airborne virus that within hours of being inhaled turned the internal organs of human beings into a black, oily goo."," Byl o viru přenášeném vzduchem, který po vdechnutí dokázal během několika hodin změnit lidské vnitřní orgány v černou, olejovitou břečku."
"start","start","nezačneš","začít","pf"," Until you start picking at it, it 's not even noticeable. """," Dokud si to nezačneš mačkat, nikdo si toho skoro ani nevšimne. """
"believe","believe","nevěřil","věřit","impf"," Besides, you would n't believe the crap they try to pass off as food. """," Kromě toho bys nevěřil, jaký blafy tady vydávají za jídlo. """
"see","see","viděl","vidět","impf"," His cheek was still the color of an eggplant going bad, but the swelling had gone down enough for him to see out of both eyes."," Tvář měl pořád ještě zabarvenou jako kazící se baklažán, ale otok splaskl natolik, že viděl na obě oči."
"see","see","viděl","vidět","impf"," For instance, he could see that Oren 's eyebrow was in its critical-arch position."," Příkladně viděl, jak Oren pochybovačně krčí obočí."
"asked","ask","zeptal","zeptat","pf"," "" What? "" he asked grouchily."," "" Co je? "" zeptal se mrzutě."
"caused","cause","způsobilo","způsobit","pf"," He was interested to know what had caused such a dramatic transformation."," Zajímalo ho, co takovou dramatickou proměnu způsobilo."
"wanted","want","chtěl","chtít","impf"," Rennie was a puzzle he wanted to solve whether or not she was Lozada 's client."," Rennie byla záhada, kterou chtěl rozlousknout, ať už je Lozadovou klientkou nebo ne."
"do","do","dělat","dělat","impf"," "" I have things to do. """," "" Mám co dělat. """
"said","say","řekla","říci","pf"," That was what she said. What her expression telegraphed was None of your damn business."," Takhle to řekla, tvářila se ovšem tak, že mu sdělovala Nic vám po tom není."
"Protect","protect","Ochráním","ochránit","pf"," Protect him from something like this. """," Ochráním ho před něčím takovým. """
"Do","do","nedělej","dělat","impf"," Do n't do this to yourself."," Tohle si nedělej."
"do","do","nedělej","dělat","impf"," Do n't do this to yourself."," Tohle si nedělej."
"insult","insult","Neurážej","urážet","impf"," "" Do n't insult me. """," "" Neurážej mě. """
"stewed","stew","dusil","dusit","impf"," Wick stewed under his accusatory glare."," Wick se dusil ve vlastní šťávě pod jeho upřeným, obviňujícím pohledem."
"doing","do","nedělal","dělat","impf"," I 've been sitting around for a week doing absolutely nothing."," Dřepěl jsem tam týden a nedělal absolutně nic."
"sat","sit","Seděl","sedět","impf"," I 've sat so long my ass is growing as wide as Thigpen 's."," Seděl jsem tam tak dlouho, že se mi začala dělat taková macatá zadnice, jako má Thigpen."
"heard","hear","Slyšel","slyšet","impf"," "" I heard you both did. """," "" Slyšel jsem, že obě jste si vedly dobře. """
"saw","see","viděl","vidět","impf"," "" I do n't know if Lozada saw it or not. """," "" Nevím, jestli to Lozada viděl, nebo ne. """
"played","play","zahrát","zahrát","pf"," "" I do n't know either, but every scene had to be staged and played out as though it were real."," "" Taky nevím, ale všechno se muselo zahrát, jako by to byla skutečnost."
"watching","watch","pozoroval","pozorovat","impf"," If Lozada had been watching the hospital and Grace had n't rushed to Oren 's bedside, he would have smelled a rat. """," Kdyby Lozada pozoroval nemocnici a Grace nespěchala za Orenem, ucítil by podraz. """
"rushed","rush","nespěchala","spěchat","impf"," If Lozada had been watching the hospital and Grace had n't rushed to Oren 's bedside, he would have smelled a rat. """," Kdyby Lozada pozoroval nemocnici a Grace nespěchala za Orenem, ucítil by podraz. """
"smelled","smell","ucítil","ucítit","pf"," If Lozada had been watching the hospital and Grace had n't rushed to Oren 's bedside, he would have smelled a rat. """," Kdyby Lozada pozoroval nemocnici a Grace nespěchala za Orenem, ucítil by podraz. """
"cover","cover","Skryl","skrýt","pf"," He took cover behind the patio chair in which he 'd sat earlier."," Skryl se za křeslo v patiu, v němž předtím seděl."
"sat","sit","seděl","sedět","impf"," He took cover behind the patio chair in which he 'd sat earlier."," Skryl se za křeslo v patiu, v němž předtím seděl."
"waited","wait","Vyčkával","vyčkávat","impf"," He waited and listened."," Vyčkával a natahoval uši."
"validating","validate","potvrdit","potvrdit","pf"," As though validating his paranoia and self-consciousness, it seemed that everyone on the entire third floor, upon hearing his and Oren 's raised voices, had stopped what they were doing and were watching with frank interest to see how this scene between the former partners was going to play out."," Jako by si chtěli potvrdit, že to s Wickem není v pořádku, všichni na druhém patře, když uslyšeli jeho a Orenův zvýšený hlas, nechali všeho, co právě dělali a s nepokrytým zájmem sledovali, jak tahle scéna mezi bývalými partnery dopadne."
"hearing","hear","uslyšeli","uslyšet","pf"," As though validating his paranoia and self-consciousness, it seemed that everyone on the entire third floor, upon hearing his and Oren 's raised voices, had stopped what they were doing and were watching with frank interest to see how this scene between the former partners was going to play out."," Jako by si chtěli potvrdit, že to s Wickem není v pořádku, všichni na druhém patře, když uslyšeli jeho a Orenův zvýšený hlas, nechali všeho, co právě dělali a s nepokrytým zájmem sledovali, jak tahle scéna mezi bývalými partnery dopadne."
"doing","do","dělali","dělat","impf"," As though validating his paranoia and self-consciousness, it seemed that everyone on the entire third floor, upon hearing his and Oren 's raised voices, had stopped what they were doing and were watching with frank interest to see how this scene between the former partners was going to play out."," Jako by si chtěli potvrdit, že to s Wickem není v pořádku, všichni na druhém patře, když uslyšeli jeho a Orenův zvýšený hlas, nechali všeho, co právě dělali a s nepokrytým zájmem sledovali, jak tahle scéna mezi bývalými partnery dopadne."
"going","go","dělali","dělat","impf"," As though validating his paranoia and self-consciousness, it seemed that everyone on the entire third floor, upon hearing his and Oren 's raised voices, had stopped what they were doing and were watching with frank interest to see how this scene between the former partners was going to play out."," Jako by si chtěli potvrdit, že to s Wickem není v pořádku, všichni na druhém patře, když uslyšeli jeho a Orenův zvýšený hlas, nechali všeho, co právě dělali a s nepokrytým zájmem sledovali, jak tahle scéna mezi bývalými partnery dopadne."
"watching","watch","sledovali","sledovat","impf"," As though validating his paranoia and self-consciousness, it seemed that everyone on the entire third floor, upon hearing his and Oren 's raised voices, had stopped what they were doing and were watching with frank interest to see how this scene between the former partners was going to play out."," Jako by si chtěli potvrdit, že to s Wickem není v pořádku, všichni na druhém patře, když uslyšeli jeho a Orenův zvýšený hlas, nechali všeho, co právě dělali a s nepokrytým zájmem sledovali, jak tahle scéna mezi bývalými partnery dopadne."
"see","see","sledovali","sledovat","impf"," As though validating his paranoia and self-consciousness, it seemed that everyone on the entire third floor, upon hearing his and Oren 's raised voices, had stopped what they were doing and were watching with frank interest to see how this scene between the former partners was going to play out."," Jako by si chtěli potvrdit, že to s Wickem není v pořádku, všichni na druhém patře, když uslyšeli jeho a Orenův zvýšený hlas, nechali všeho, co právě dělali a s nepokrytým zájmem sledovali, jak tahle scéna mezi bývalými partnery dopadne."
"watched","watch","sleduje","sledovat","impf"," Unless she 's an exhibitionist and knew she was being watched. """," Pokud to není exhibicionistka, která ví, že ji někdo sleduje. """
"surrendered","surrender","odevzdal","odevzdat","pf"," When Wick had surrendered his badge a little more than a year earlier, he had turned his back not only on his police career, but on the whole criminal justice system."," Když Wick před více než rokem odevzdal odznak, otočil se zády nejenom ke své policejní kariéře, ale k celému systému kriminální justice."
"turned","turn","otočil","otočit","pf"," When Wick had surrendered his badge a little more than a year earlier, he had turned his back not only on his police career, but on the whole criminal justice system."," Když Wick před více než rokem odevzdal odznak, otočil se zády nejenom ke své policejní kariéře, ale k celému systému kriminální justice."
"leaned","lean","opřel","opřít","pf"," At her door, he leaned heavily on the bell, and, when that got no response, he banged the brass knocker."," U dveří se ztěžka opřel o zvonek, a když se nic nedělo, zabouchal mosazným klepadlem."
"waited","wait","Počkal","počkat","pf"," He waited thirty seconds before pressing his ear to the door and listening through the wood."," Počkal třicet vteřin, pak přitiskl ucho na dveře a přes dřevo naslouchal."
"pressing","press","přitiskl","přitisknout","pf"," He waited thirty seconds before pressing his ear to the door and listening through the wood."," Počkal třicet vteřin, pak přitiskl ucho na dveře a přes dřevo naslouchal."
"listening","listen","naslouchal","naslouchat","impf"," He waited thirty seconds before pressing his ear to the door and listening through the wood."," Počkal třicet vteřin, pak přitiskl ucho na dveře a přes dřevo naslouchal."
"moved","move","Přesunul","přesunout","pf"," He moved toward the garage and studied the horizontally sectioned door."," Přesunul se ke garáži a obzíral horizontálně členěná vrata."
"followed","follow","doprovázel","doprovázet","impf"," Having followed Rennie home last Sunday, he knew she had an automatic opener."," Minulou neděli ji doprovázel domů, a tak věděl, že je otevírá ovladačem."
"practicing","practice","Cvičila","cvičit","impf"," I 've been practicing in front of a mirror."," Cvičila jsem si to před zrcadlem."
"say","say","říkám","říkat","impf"," I 'm good, even if I do say so myself. """," Jsem dobrá, i když to říkám sama. """
"hurt","hurt","ublížit","ublížit","pf"," "" I 'm sorry I had to hurt you, but goddammit, you just never learn, do you? """," "" Mrzí mě, že jsem ti musel ublížit, ty se ale hergot nikdy nepoučíš, viď? """
"explain","explain","vysvětlovalo","vysvětlovat","impf"," Which would explain why she had an unopened box of stationery, Wick thought."," Což by vysvětlovalo tu neotevřenou krabici dopisních papírů, pomyslel si Wick."
"thought","think","pomyslel","pomyslet","pf"," Which would explain why she had an unopened box of stationery, Wick thought."," Což by vysvětlovalo tu neotevřenou krabici dopisních papírů, pomyslel si Wick."
"write","write","psala","psát","impf"," Who would she write to?"," Komu by psala?"
"find","find","Našels","najít","pf"," "" Did you find anything to indicate- """," "" Našels něco, co by naznačovalo - """
"report","report","ohlásit","ohlásit","pf"," "" Shut up, all of you, unless you 've got something to report. """," "" Buďte všichni zticha, pokud nechcete něco ohlásit. """
"kept","keep","Nechal","nechat","pf"," He kept the earpiece in so he could hear their warnings, but he turned off the mike."," Nechal si naslouchadlo v uchu, aby slyšel jejich upozornění, ale mikrofon vypnul."
"hear","hear","slyšel","slyšet","impf"," He kept the earpiece in so he could hear their warnings, but he turned off the mike."," Nechal si naslouchadlo v uchu, aby slyšel jejich upozornění, ale mikrofon vypnul."
"saw","see","uviděla","uvidět","pf"," When she saw him, she pulled up short."," Když ho uviděla, zůstala stát jako přibitá."
"going","go","šli","jít","impf"," "" Then I guess going for coffee is out of the question. """," "" Potom asi nepadá v úvahu, že bychom šli na kávu. """
"Stop","stop","Přestaňte","přestat","pf"," "" Stop flirting with me. """," "" Přestaňte se mnou flirtovat. """
"apologized","apologize","omluvila","omluvit","pf"," "" You 've been flirting since I apologized for bumping into you."," "" Flirtujete se mnou od chvíle, kdy jsem se omluvila, že jsem do vás vrazila."
"bumping","bump","vrazila","vrazit","pf"," "" You 've been flirting since I apologized for bumping into you."," "" Flirtujete se mnou od chvíle, kdy jsem se omluvila, že jsem do vás vrazila."
"expected","expect","čekal","čekat","impf"," If you expected anything to come of it, you 've wasted your time. """," Jestli jste čekal, že z toho něco bude, potom jste ztrácel čas. """
"surprised","surprise","Překvapil","překvapit","pf"," He surprised her by reaching across the seats and stroking her cheek with the backs of his fingers."," Překvapil ji, natáhl ruku a hřbetem prstů ji pohladil po tváři."
"stroking","stroke","pohladil","pohladit","pf"," He surprised her by reaching across the seats and stroking her cheek with the backs of his fingers."," Překvapil ji, natáhl ruku a hřbetem prstů ji pohladil po tváři."
"protest","protest","nenamítala","namítat","impf"," That was an unnerving possibility, so she did n't protest when Wick threw an arm across her shoulders and stayed close as they walked from the parking lot into the store where he played the role of attentive and affectionate lover."," Byla to zneklidňující možnost, takže nenamítala, když ji cestou z parkoviště do obchodu vzal kolem ramen a přitáhl si ji blíž a v supermarketu hrál roli pozorného a láskyplného milence."
"did","do","vzal","vzít","pf"," That was an unnerving possibility, so she did n't protest when Wick threw an arm across her shoulders and stayed close as they walked from the parking lot into the store where he played the role of attentive and affectionate lover."," Byla to zneklidňující možnost, takže nenamítala, když ji cestou z parkoviště do obchodu vzal kolem ramen a přitáhl si ji blíž a v supermarketu hrál roli pozorného a láskyplného milence."
"played","play","hrál","hrát","impf"," That was an unnerving possibility, so she did n't protest when Wick threw an arm across her shoulders and stayed close as they walked from the parking lot into the store where he played the role of attentive and affectionate lover."," Byla to zneklidňující možnost, takže nenamítala, když ji cestou z parkoviště do obchodu vzal kolem ramen a přitáhl si ji blíž a v supermarketu hrál roli pozorného a láskyplného milence."
"explains","explain","vysvětluje","vysvětlovat","impf"," "" That explains how you got the photos."," "" Čímž se vysvětluje, jak jsi přišel k těm fotkám."
"got","get","přišel","přijít","pf"," "" That explains how you got the photos."," "" Čímž se vysvětluje, jak jsi přišel k těm fotkám."
"going","go","půjde","jít","impf"," How 'd you know she was going to the wedding? """," Jak ses dověděl, že půjde na tu svatbu? """
"reached","reach","dorazila","dorazit","pf"," By the time she reached the reception we had this guy in place."," Když dorazila na svatební hostinu, měli už jsme na místě toho kluka. """
"tell","tell","neřekl","říci","pf"," "" Why did n't you tell me all this? """," "" Proč jsi mi tohle všechno neřekl? """
"tried","try","pokoušel","pokoušet","impf"," "" Well, now, see, I tried."," "" No víš, pokoušel jsem se."
"turned","turn","otočil","otočit","pf"," They were quiet for a time, then he turned his head and looked across at her."," Na chvíli se odmlčeli, pak k ní otočil hlavu a pohlédl na ni."
"looked","look","pohlédl","pohlédnout","pf"," They were quiet for a time, then he turned his head and looked across at her."," Na chvíli se odmlčeli, pak k ní otočil hlavu a pohlédl na ni."
"see","see","podíval","podívat","pf"," "" He tore my shirt open to see if I was wearing a wire."," "" Rozepnul mi halenu, aby se podíval, jestli nemám odposlech."
"wearing","wear","nemám","mít","impf"," "" He tore my shirt open to see if I was wearing a wire."," "" Rozepnul mi halenu, aby se podíval, jestli nemám odposlech."
"saw","see","uviděl","uvidět","pf"," "" Last night when I walked you to your car I saw a saddle in the back. """," "" Když jsem vás včera večer doprovázel k vašemu vozu, uviděl jsem vzadu sedlo. """
"think","think","nemyslel","myslet","impf"," "" You could 've been a Canadian Mountie, too, but I did n't think so. """," "" Mohla jste být členkou Kanadské jízdní policie, ale já si to nemyslel. """
"think","think","myslím","myslet","impf"," But probably not as clever as I think I am. """," Ale pravděpodobně ne tak chytrý, jak si myslím. """
"transformed","transform","proměňovaly","proměňovat","impf"," Her smiles transformed her face."," Úsměvy jí proměňovaly obličej."
"smile","smile","neusmívala","usmívat","impf"," Unfortunately, she did n't smile very often."," Bohužel se neusmívala moc často."
"touching","touch","nedotýkal","dotýkat","impf"," So he inched even closer, close enough to make his presence impossible to ignore without actually touching her."," Přisunul se k ní tedy blíž, natolik blízko, aby se jí nedotýkal, avšak aby nemohla jeho přítomnost ignorovat."
"ignore","ignore","ignorovat","ignorovat","impf"," So he inched even closer, close enough to make his presence impossible to ignore without actually touching her."," Přisunul se k ní tedy blíž, natolik blízko, aby se jí nedotýkal, avšak aby nemohla jeho přítomnost ignorovat."
"form","form","utvořilo","utvořit","pf"," After the bouquet toss, the groom went down on bended knee to slide a frilly garter off his bride 's extended leg while several young men reluctantly shuffled forward to form a tight group, hands in pockets, shoulders hunched."," Po házení kytice poklekl ženich na koleno, aby z nevěstiny natažené nohy stáhl ozdobný podvazek, zatímco se několik mladých mužů neochotně, s rukama v kapsách a nahrbenými rameny, přišouralo a utvořilo semknutou skupinku."
"Do","do","Nedělej","dělat","impf"," "" Do n't worry about it, "" he said."," "" Nedělej si s tím těžkou hlavu, "" řekl."
"said","say","řekl","říci","pf"," "" Do n't worry about it, "" he said."," "" Nedělej si s tím těžkou hlavu, "" řekl."
"choose","choose","Nevyberou","vybrat","pf"," "" They wo n't choose you. """," "" Nevyberou tě. """
"surprise","surprise","Nepřekvapilo","překvapit","pf"," "" Would n't surprise me if they did, "" another male colleague had chimed in."," "" Nepřekvapilo by mě, kdyby jo, "" vložil se do toho další kolega."
"Says","say","říká","říkat","impf"," "" My brother 's a trial lawyer. Says he always tries to seat at least one good-looking woman on every jury. """," "" Můj bratr je přísedící a říká, že se snaží do každé poroty najmenovat alespoň jednu hezkou ženu. """
"tries","try","snaží","snažit","impf"," "" My brother 's a trial lawyer. Says he always tries to seat at least one good-looking woman on every jury. """," "" Můj bratr je přísedící a říká, že se snaží do každé poroty najmenovat alespoň jednu hezkou ženu. """
"received","receive","dostala","dostat","pf"," It was unsigned, unaddressed, and undated, making it impossible to know if Rennie Newton had received it or if she had considered sending it before changing her mind."," Nebyl tam podpis, adresa, datum, takže se nedalo poznat, jestli ji Rennie Newtonová dostala, nebo se ji chystala poslat a rozmyslela si to."
"sending","send","poslat","poslat","pf"," It was unsigned, unaddressed, and undated, making it impossible to know if Rennie Newton had received it or if she had considered sending it before changing her mind."," Nebyl tam podpis, adresa, datum, takže se nedalo poznat, jestli ji Rennie Newtonová dostala, nebo se ji chystala poslat a rozmyslela si to."
"received","receive","dostala","dostat","pf"," Had it accompanied a gift she 'd received recently, or was it a keepsake from a high school beau, a former lover, last Saturday 's one-night stand?"," Byla u dárku, který dostala nedávno, je to památka na kluka ze střední školy, bývalého milence, známost na jednu noc z minulé soboty?"
"held","hold","neměla","mít","impf"," It obviously held some significance for her or it would n't be in her nightstand drawer along with her mother 's obituary."," Zřejmě pro ni něco znamenala, jinak by ji neměla v zásuvce nočního stolku spolu s nekrologem své matky."
"thought","think","Mysleli","myslet","impf"," They thought you were in Galveston. """," Mysleli si, že jsi v Galvestonu. """
"shot","shoot","zastřelil","zastřelit","pf"," "" Then he got word that her horses had been shot."," "" Pak se dověděl, že jí někdo zastřelil koně."
"forgot","forget","zapomněl","zapomenout","pf"," Anyhow, Wesley slapped me in a holding cell and sorta forgot about me, I guess."," V každém případě mě Wesley strčil do cely předběžného zadržení a asi na mě tak nějak zapomněl."
"let","let","Nechal","nechat","pf"," He let me shower."," Nechal mě osprchovat se."
"Put","put","Posadil","posadit","pf"," Put me in this room and told me to wait."," Posadil mě do té místnosti a nechal mě čekat."
"wait","wait","čekat","čekat","impf"," Put me in this room and told me to wait."," Posadil mě do té místnosti a nechal mě čekat."
"propped","prop","opřel","opřít","pf"," Scooting his empty dish aside, he propped his arms on the table."," Odsunul prázdný pohár a opřel si paže o stůl."
"left","leave","odcházela","odcházet","impf"," "" You seemed sad when you left today."," "" Připadala jste mi smutná, když jste odcházela z ranče."
"see","see","viděl","vidět","impf"," From what he could see, he could understand why."," Z toho, co viděl, chápal proč."
"see","see","chápal","chápat","impf"," From what he could see, he could understand why."," Z toho, co viděl, chápal proč."
"understand","understand","chápal","chápat","impf"," From what he could see, he could understand why."," Z toho, co viděl, chápal proč."
"see","see","Viděl","vidět","impf"," "" Did you see on the news where that guy just beat a murder rap? """," "" Viděl jste ve zprávách, jak se ten chlápek vykroutil ze stíhání za vraždu? """
"moved","move","pohnul","pohnout","pf"," Lozada 's hand barely moved, but Weenie felt a slight tug at his crotch and a sudden draft."," Lozada sotva pohnul rukou, ale Weenie pocítil mírný tah v rozkroku a náhlý chlad."
"felt","feel","pocítil","pocítit","pf"," Lozada 's hand barely moved, but Weenie felt a slight tug at his crotch and a sudden draft."," Lozada sotva pohnul rukou, ale Weenie pocítil mírný tah v rozkroku a náhlý chlad."
"saw","see","uviděl","uvidět","pf"," When he looked down he saw that his pants had been split open from in-seam to waistband."," Když sklopil pohled, uviděl, že má kalhoty rozříznuté až k pasu."
"gleamed","gleam","lesklo","lesknout","impf"," The blade gleamed wickedly."," Ostří se zlověstně lesklo."
"need","need","Potřebuješ","potřebovat","impf"," You need to be reminded what that mistake cost you."," Potřebuješ připomenout, co tě ta chyba stála."
"reminded","remind","připomenout","připomenout","pf"," You need to be reminded what that mistake cost you."," Potřebuješ připomenout, co tě ta chyba stála."
"think","think","Myslíš","myslet","impf"," You think I do n't know what that rubber band around your wrist is for? """," Myslíš, že nevím, k čemu slouží ta gumová páska, co máš na zápěstí? """
"think","think","máš","mít","impf"," You think I do n't know what that rubber band around your wrist is for? """," Myslíš, že nevím, k čemu slouží ta gumová páska, co máš na zápěstí? """
"watch","watch","dívat","dívat","impf"," "" For those of us who care about you-God knows why-it hurt to watch the disintegration you went through after what happened."," "" Ty z nás, kterým na tobě bůhví proč záleží, dost bralo dívat se, jak se po tom, co se stalo, rozpadáš."
"doing","do","nedělá","dělat","impf"," "" This time he is n't doing it for the money."," "" Tentokrát to nedělá pro peníze."
"looked","look","pohlédla","pohlédnout","pf"," Grace stuck her head through the door and looked at him inquisitively."," Grace vstrčila hlavu do dveří a tázavě na Orena pohlédla."
"sat","sit","Posadila","posadit","pf"," She sat near him on the sofa and laid her head on his shoulder."," Posadila se vedle něho na pohovku a položila si mu hlavu na rameno."
"laid","lay","položila","položit","pf"," She sat near him on the sofa and laid her head on his shoulder."," Posadila se vedle něho na pohovku a položila si mu hlavu na rameno."
"lifted","lift","Zvedl","zvednout","pf"," He lifted her hand to his lips and kissed it."," Zvedl si její ruku ke rtům a políbil ji."
"kissed","kiss","políbil","políbit","pf"," He lifted her hand to his lips and kissed it."," Zvedl si její ruku ke rtům a políbil ji."
"thought","think","pomyslel","pomyslet","pf"," He died a little every time he thought of what Lozada could have done to her had he chosen to."," Vždycky když si pomyslel, co jí Lozada mohl udělat, kdyby se pro to rozhodl, něco v něm umřelo."
"done","do","udělat","udělat","pf"," He died a little every time he thought of what Lozada could have done to her had he chosen to."," Vždycky když si pomyslel, co jí Lozada mohl udělat, kdyby se pro to rozhodl, něco v něm umřelo."
"chosen","choose","rozhodl","rozhodnout","pf"," He died a little every time he thought of what Lozada could have done to her had he chosen to."," Vždycky když si pomyslel, co jí Lozada mohl udělat, kdyby se pro to rozhodl, něco v něm umřelo."
"died","die","umřelo","umřít","pf"," He died a little every time he thought of what Lozada could have done to her had he chosen to."," Vždycky když si pomyslel, co jí Lozada mohl udělat, kdyby se pro to rozhodl, něco v něm umřelo."
"started","start","Začal","začít","pf"," He started coming around a lot, spending time with us."," Začal k nám hodně chodit, trávil s námi čas."
"coming","come","chodit","chodit","impf"," He started coming around a lot, spending time with us."," Začal k nám hodně chodit, trávil s námi čas."
"touch","touch","dotknout","dotknout","pf"," Under the guise of an affectionate older man, he seized every opportunity to touch me."," Tvářil se jako láskyplný starší pán a využíval každé příležitosti, aby se mě mohl dotknout."
"laughed","laugh","smála","smát","impf"," I encouraged it and laughed about it later."," Hecovala jsem ho a potom jsem se tomu smála."
"arrived","arrive","Přijel","přijet","pf"," He had arrived dressed for business."," Přijel v pracovním."
"recognized","recognize","postřehl","postřehnout","pf"," Even as they shook hands Wick had recognized his friend 's game face and knew with certainty and disappointment that this was not a social visit."," Už když si tiskli ruce, postřehl Wick, jak bojovně se jeho přítel tváří, a s jistotou a rozčarováním poznal, že se nebude jednat o společenskou návštěvu."
"recognized","recognize","poznal","poznat","pf"," Even as they shook hands Wick had recognized his friend 's game face and knew with certainty and disappointment that this was not a social visit."," Už když si tiskli ruce, postřehl Wick, jak bojovně se jeho přítel tváří, a s jistotou a rozčarováním poznal, že se nebude jednat o společenskou návštěvu."
"come","come","přijel","přijet","pf"," He was equally certain that whatever it was that Oren had come to say, he did n't want to hear it."," Stejně tak měl jistotu, že ať už mu Oren přijel povědět cokoliv, nebude to chtít slyšet."
"say","say","povědět","povědět","pf"," He was equally certain that whatever it was that Oren had come to say, he did n't want to hear it."," Stejně tak měl jistotu, že ať už mu Oren přijel povědět cokoliv, nebude to chtít slyšet."
"want","want","chtít","chtít","impf"," He was equally certain that whatever it was that Oren had come to say, he did n't want to hear it."," Stejně tak měl jistotu, že ať už mu Oren přijel povědět cokoliv, nebude to chtít slyšet."
"hear","hear","slyšet","slyšet","impf"," He was equally certain that whatever it was that Oren had come to say, he did n't want to hear it."," Stejně tak měl jistotu, že ať už mu Oren přijel povědět cokoliv, nebude to chtít slyšet."
"turned","turn","otočil","otočit","pf"," He closed the door soundly, then turned and walked away."," Hlasitě přibouchl dvířka, otočil se a kráčel pryč."
"walked","walk","kráčel","kráčet","impf"," He closed the door soundly, then turned and walked away."," Hlasitě přibouchl dvířka, otočil se a kráčel pryč."
"saw","see","uviděl","uvidět","pf"," From the vantage point of his car, which was parked half a block down and across the street from the country club, Lozada saw Rennie emerge from the wide double-door entry of the club."," Z výhodného místa ve voze zaparkovaném o půl bloku dál na ulici naproti country klubu uviděl Lozada Rennii, jak vychází ze širokých dvoukřídlových dveří klubu."
"wearing","wear","Měla","mít","impf"," She was wearing a dress of some lightweight summer fabric that clung to her figure, stirring his desire."," Měla na sobě šaty z nějaké tenké letní látky, které jí obepínaly postavu a rozpalovaly ho."
"go","go","půjdu","jít","impf"," "" I 'll go now. But when Wick wakes up please tell him that I was here. """," "" Už půjdu, ale až se Wick probudí, řekněte mu, prosím, že jsem tady byla. """
"wakes","wake","probudí","probudit","pf"," "" I 'll go now. But when Wick wakes up please tell him that I was here. """," "" Už půjdu, ale až se Wick probudí, řekněte mu, prosím, že jsem tady byla. """
"tell","tell","řekněte","říci","pf"," "" I 'll go now. But when Wick wakes up please tell him that I was here. """," "" Už půjdu, ale až se Wick probudí, řekněte mu, prosím, že jsem tady byla. """
"going","go","půjdu","jít","impf"," "" I 'll be going soon too, but I 'll leave word with the nurses to be sure and tell him. """," "" Také už brzy půjdu, ale řeknu sestrám, aby mu to určitě vyřídily. """
"tell","tell","řeknu","říci","pf"," "" I 'll be going soon too, but I 'll leave word with the nurses to be sure and tell him. """," "" Také už brzy půjdu, ale řeknu sestrám, aby mu to určitě vyřídily. """
"watching","watch","hlídám","hlídat","impf"," I 'm watching him closely for any sign of infection. """," Bedlivě hlídám nejmenší známky infekce. """
"tell","tell","říct","říci","pf"," "" What can I tell my girls? """," "" Co bych mohla říct našim děvčatům? """
"left","leave","zanechalo","zanechat","pf"," Telling Rennie about his fuckup had left him with a mixed bag of feelings."," Vyprávění v něm zanechalo protichůdnou směsici pocitů."
"talk","talk","mluvit","mluvit","impf"," On the one hand, it had been cathartic to talk about it. She was a damn good listener. On the other, talking about it had reminded him that he was the idiot who had secured Lozada 's freedom."," Na jednu stranu to bylo očistné o tom mluvit, vždyť uměla tak dobře poslouchat, na druhou mu to připomnělo, že je hlupák, který zajistil Lozadovi svobodu."
"talking","talk","mluvit","mluvit","impf"," On the one hand, it had been cathartic to talk about it. She was a damn good listener. On the other, talking about it had reminded him that he was the idiot who had secured Lozada 's freedom."," Na jednu stranu to bylo očistné o tom mluvit, vždyť uměla tak dobře poslouchat, na druhou mu to připomnělo, že je hlupák, který zajistil Lozadovi svobodu."
"reminded","remind","připomnělo","připomenout","pf"," On the one hand, it had been cathartic to talk about it. She was a damn good listener. On the other, talking about it had reminded him that he was the idiot who had secured Lozada 's freedom."," Na jednu stranu to bylo očistné o tom mluvit, vždyť uměla tak dobře poslouchat, na druhou mu to připomnělo, že je hlupák, který zajistil Lozadovi svobodu."
