"killing","kill","zabíjel","zabíjet","impf"," Martin Vanger had been killing women since the ' 60s, during the past fifteen years one or two victims per year."," Martin Vanger zabíjel ženy od šedesátých let, posledních patnáct let s pravidelností jedné nebo dvou obětí za rok."
"smiled","smile","usmál","usmát","pf"," Then he smiled and wrapped the blanket tighter around him."," Poté se usmál a přitáhl si deku těsněji k tělu."
"try","try","vyzkoušet","vyzkoušet","pf"," You should try it yourself. """," Měla bys to vyzkoušet sama. """
"brushed","brush","vyčistil","vyčistit","pf"," "" I just brushed my teeth with ice water."," "" Právě jsem si vyčistil zuby v ledové vodě."
"read","read","přečíst","přečíst","pf"," The P.G.P. encryption programme ( rattle, rattle ), was a joke for anyone who was already inside his computer and could read the message in plain text :"," Šifrovací program pgp, pěkná ubohost, vlastně je to až trapné pro někoho, kdo už je v jeho počítači a může si zprávu přečíst jako normální text :"
"assured","assure","ujistil","ujistit","pf"," Your source at the editorial offices assured us that they were on the brink of ruin, but it sounds as if they just hired a new person."," Váš zdroj v redakci nás ujistil, že to s nimi jde s kopce, ale vypadá to, že právě zaměstnala nového člověka."
"hired","hire","zaměstnala","zaměstnat","pf"," Your source at the editorial offices assured us that they were on the brink of ruin, but it sounds as if they just hired a new person."," Váš zdroj v redakci nás ujistil, že to s nimi jde s kopce, ale vypadá to, že právě zaměstnala nového člověka."
"Find","find","Zjistěte","zjistit","pf"," Find out what 's happening."," Zjistěte, co se děje."
"offered","offer","nabídla","nabídnout","pf"," she offered him a modest salary and a commission."," nabídla mu malý, ale pevný plat a procenta ze zisků z inzerce."
"walked","walk","chodila","chodit","impf"," She walked to his side of the desk and sat on his lap, straddling him, and put her arms round his neck."," Erika chodila kolem psacího stolu, pak se Mikaelovi posadila roznožmo na klín a objala ho pažemi kolem krku."
"sat","sit","posadila","posadit","pf"," She walked to his side of the desk and sat on his lap, straddling him, and put her arms round his neck."," Erika chodila kolem psacího stolu, pak se Mikaelovi posadila roznožmo na klín a objala ho pažemi kolem krku."
"put","put","posadila","posadit","pf"," She walked to his side of the desk and sat on his lap, straddling him, and put her arms round his neck."," Erika chodila kolem psacího stolu, pak se Mikaelovi posadila roznožmo na klín a objala ho pažemi kolem krku."
"listen","listen","poslouchej","poslouchat","impf"," "" Mikael, listen to me."," "" Mikaeli, teď mě poslouchej."
"chatted","chat","hovořili","hovořit","impf"," They chatted politely, but there was also a great deal that had gone unsaid between them, and Blomkvist felt uncomfortable."," Muži si potřásli rukou a zdvořile spolu hovořili, stále však mezi nimi leželo mnoho nevyřčeného, což bylo Mikaelovi nepříjemné."
"prepared","prepare","připraveno","připravit","pf"," Everything had been prepared, and the business with Frode took only a few minutes."," Vše bylo připraveno a obchodní transakce u Dircha Frodeho trvala pouze několik minut."
"took","take","trvala","trvat","impf"," Everything had been prepared, and the business with Frode took only a few minutes."," Vše bylo připraveno a obchodní transakce u Dircha Frodeho trvala pouze několik minut."
"said","say","řekl","říci","pf"," "" Wise cat, "" he said."," "" Chápu tě, "" řekl Mikael."
"poured","pour","nalil","nalít","pf"," Mikael poured some milk into a dish, and his guest lapped it up."," Mikael jí nalil na talířek trochu mléka a host ho vylízal."
"arranged","arrange","srovnal","srovnat","pf"," It was after 10.00 before Blomkvist had the scope of the material clear in his mind and had arranged it on the shelves."," Až po desáté hodině večer se Mikael v materiálu jakž takž vyznal a v logickém pořadí ho srovnal na polici."
"found","find","objevil","objevit","pf"," Two of them he found himself."," Dva z nich objevil sám."
"sitting","sit","seděl","sedět","impf"," After Berger 's visit in May, he had studied the album again, sitting for three hours, looking at one photograph after another, as he tried to rediscover what it was that he had reacted to."," Po Eričině návštěvě otevřel fotografické album a několik hodin seděl, prohlížel si jeden snímek po druhém a pokoušel se přijít na to, nač onehdy zareagoval."
"tried","try","pokoušel","pokoušet","impf"," After Berger 's visit in May, he had studied the album again, sitting for three hours, looking at one photograph after another, as he tried to rediscover what it was that he had reacted to."," Po Eričině návštěvě otevřel fotografické album a několik hodin seděl, prohlížel si jeden snímek po druhém a pokoušel se přijít na to, nač onehdy zareagoval."
"opened","open","otevřel","otevřít","pf"," He opened it and found a C.D., THE BEST OF THE EURYTHMICS."," Mikael ho otevřel a našel cédéčko s nejlepšími skladbami Eurythmics."
"found","find","našel","najít","pf"," He opened it and found a C.D., THE BEST OF THE EURYTHMICS."," Mikael ho otevřel a našel cédéčko s nejlepšími skladbami Eurythmics."
"released","release","propuštěn","propustit","pf"," Mikael Blomkvist was released from Rullåker Prison on Friday, 16 May, two months after he was admitted."," Mikael Blomkvist byl z rullåkerské věznice propuštěn po dvouměsíčním pobytu v pátek 16. května."
"submitted","submit","podal","podat","pf"," The same day he entered the facility, he had submitted an application for parole, with no great optimism."," Stejného dne, kdy se ocitl za mřížemi, si bez velkých nadějí podal žádost o zkrácení trestu."
"investigating","investigate","Vyšetřuju","vyšetřovat","impf"," I 'm investigating a crime that occurred in Hedestad in 1966, and I think there 's a possibility, although a very small one, that the people in the photographs might have seen what happened."," Vyšetřuju zločin, k němuž došlo v Hedestadu v roce 1966 a existuje možnost, byť jen mikroskopická, že tihle lidé na obrázku viděli, co se tehdy stalo."
"occurred","occur","došlo","dojít","pf"," I 'm investigating a crime that occurred in Hedestad in 1966, and I think there 's a possibility, although a very small one, that the people in the photographs might have seen what happened."," Vyšetřuju zločin, k němuž došlo v Hedestadu v roce 1966 a existuje možnost, byť jen mikroskopická, že tihle lidé na obrázku viděli, co se tehdy stalo."
"occurred","occur","existuje","existovat","impf"," I 'm investigating a crime that occurred in Hedestad in 1966, and I think there 's a possibility, although a very small one, that the people in the photographs might have seen what happened."," Vyšetřuju zločin, k němuž došlo v Hedestadu v roce 1966 a existuje možnost, byť jen mikroskopická, že tihle lidé na obrázku viděli, co se tehdy stalo."
"seen","see","viděli","vidět","impf"," I 'm investigating a crime that occurred in Hedestad in 1966, and I think there 's a possibility, although a very small one, that the people in the photographs might have seen what happened."," Vyšetřuju zločin, k němuž došlo v Hedestadu v roce 1966 a existuje možnost, byť jen mikroskopická, že tihle lidé na obrázku viděli, co se tehdy stalo."
"think","think","mají","mít","impf"," They 're not in any way under suspicion, and I do n't think they 're even aware that they might have information that could solve the crime. """," V žádném případě nejsou podezřelí a navíc podle mě ani netuší, že možná mají informaci, která by tento zločin mohla odhalit. """
"tell","tell","povědět","povědět","pf"," "" I 'm sorry, but I ca n't tell you any more than that."," "" Je mi líto, ale více vám povědět nemůžu."
"told","tell","neřekl","říci","pf"," The rest of the story – what I have n't told you – you can write about, but you 'll have to treat me as an anonymous source. """," Zbytek téhle historky - který jsem ti neřekl - můžeš klidně rozmáznout taky, ale musíš mě brát jako anonymní zdroj. """
"means","mean","znamená","znamenat","impf"," "" O.K., but ' off the record ' in current terminology means that I 've been told something in confidence and ca n't write about it. """," "" Aha, ale podle běžné terminologie off the record znamená, že jsem se dozvěděl něco důvěrného, ale nesmím to zveřejnit. """
"Write","write","Napiš","napsat","pf"," Write whatever the hell you want, but I 'm your anonymous source."," Napiš si sakra, co chceš, ale já jsem tvůj anonymní zdroj."
"want","want","chceš","chtít","impf"," Write whatever the hell you want, but I 'm your anonymous source."," Napiš si sakra, co chceš, ale já jsem tvůj anonymní zdroj."
"agreed","agree","Domluveno","domluvit","pf"," Are we agreed? """," Domluveno? """
"turn","turn","obrátí","obrátit","pf"," "" Things will turn around. """," "" To se obrátí. """
"laughed","laugh","zasmála","zasmát","pf"," She laughed wearily on the other end of the line."," Erika se na druhém konci drátu unaveně zasmála."
"called","call","zavolala","zavolat","pf"," She called for an ambulance and accompanied him to Söder Hospital with a growing feeling of panic in her stomach."," Lisbeth zavolala sanitku a jela s ním do nemocnice na Söderu s rostoucím pocitem paniky v žaludku."
"left","leave","opustila","opustit","pf"," For three days she hardly left the corridor outside the intensive care unit."," Tři dny sotva opustila chodbu před oddělením intenzivní péče."
"wandered","wander","bloudila","bloudit","impf"," She wandered up and down the corridor like a lost soul, fixing her eyes on every doctor who came near."," Jako nepokojný duch bloudila sem tam po chodbě a soustředěně upírala pohled na každého, kdo se ocitl v její blízkosti."
"seen","see","zahlédla","zahlédnout","pf"," She had said that she might possibly have seen Harriet early that morning, but that she had not spoken to her."," Tvrdila, že Harriet možná zahlédla brzy ráno, ale nemluvily spolu."
"said","say","nemluvily","mluvit","impf"," She had said that she might possibly have seen Harriet early that morning, but that she had not spoken to her."," Tvrdila, že Harriet možná zahlédla brzy ráno, ale nemluvily spolu."
"spoken","speak","nemluvily","mluvit","impf"," She had said that she might possibly have seen Harriet early that morning, but that she had not spoken to her."," Tvrdila, že Harriet možná zahlédla brzy ráno, ale nemluvily spolu."
"driven","drive","jela","jet","impf"," She had driven into Hedestad on some errand."," V sobotu si jela zařídit pár věcí do Hedestadu."
"seen","see","neviděla","vidět","impf"," She had not seen Harriet there, and she came back to Hedeby Island around 1.00, about the time Nylund was taking his pictures on Järnvägsgatan."," Harriet neviděla a vrátila se na ostrov asi v jednu, a přibližně ve stejné chvíli začal Kurt Nylund pořizovat sérii snímků v Nádražní ulici."
"helped","help","pomáhala","pomáhat","impf"," She changed and at about 2.00 helped to set the table for the banquet that evening."," Cecílie se převlékla a kolem druhé hodiny pomáhala s přípravou slavnostní tabule."
"thought","think","přemýšlel","přemýšlet","impf"," He thought for a moment, then told Salander to sit down and wait for him."," Chvíli přemýšlel a řekl Lisbeth, aby se posadila a počkala na něj."
"told","tell","řekl","říci","pf"," He thought for a moment, then told Salander to sit down and wait for him."," Chvíli přemýšlel a řekl Lisbeth, aby se posadila a počkala na něj."
"sit","sit","posadila","posadit","pf"," He thought for a moment, then told Salander to sit down and wait for him."," Chvíli přemýšlel a řekl Lisbeth, aby se posadila a počkala na něj."
"wait","wait","počkala","počkat","pf"," He thought for a moment, then told Salander to sit down and wait for him."," Chvíli přemýšlel a řekl Lisbeth, aby se posadila a počkala na něj."
"knocked","knock","zaklepal","zaklepat","pf"," He walked over to see Anna Nygren and knocked."," Zašel naproti přes most k Anně Nygrenové a zaklepal na dveře."
"explained","explain","Vysvětlil","vysvětlit","pf"," He explained that he wanted to have a closer look at the family crypt, and he wondered where Henrik might keep the key."," Vysvětlil hospodyni, že se potřebuje podrobněji seznámit s hrobkou rodiny Vangerových a zeptal se, jestli má Henrik klíče."
"wanted","want","potřebuje","potřebovat","impf"," He explained that he wanted to have a closer look at the family crypt, and he wondered where Henrik might keep the key."," Vysvětlil hospodyni, že se potřebuje podrobněji seznámit s hrobkou rodiny Vangerových a zeptal se, jestli má Henrik klíče."
"keep","keep","má","mít","impf"," He explained that he wanted to have a closer look at the family crypt, and he wondered where Henrik might keep the key."," Vysvětlil hospodyni, že se potřebuje podrobněji seznámit s hrobkou rodiny Vangerových a zeptal se, jestli má Henrik klíče."
"opened","open","otevřeli","otevřít","pf"," As soon as they opened the door, they knew that they had been right."," Ihned poté, co Mikael a Lisbeth otevřeli bránu do hrobky, věděli, že měli pravdu."
"understand","understand","nepochopil","pochopit","pf"," And he would never understand."," A nikdy by ji nepochopil."
"thought","think","Myslela","myslet","impf"," She thought about the lawyer, Bjurman, who was still her guardian and who, at least for the time being, had been neutralised and was doing as he was told."," Myslela na advokáta Nilse Zasraného Bjurmana, svého poručníka, který byl alespoň pro tento okamžik zneškodněný a dělal to, co mu řekla."
"doing","do","dělal","dělat","impf"," She thought about the lawyer, Bjurman, who was still her guardian and who, at least for the time being, had been neutralised and was doing as he was told."," Myslela na advokáta Nilse Zasraného Bjurmana, svého poručníka, který byl alespoň pro tento okamžik zneškodněný a dělal to, co mu řekla."
"told","tell","řekla","říci","pf"," She thought about the lawyer, Bjurman, who was still her guardian and who, at least for the time being, had been neutralised and was doing as he was told."," Myslela na advokáta Nilse Zasraného Bjurmana, svého poručníka, který byl alespoň pro tento okamžik zneškodněný a dělal to, co mu řekla."
"felt","feel","Pocítila","pocítit","pf"," She felt an implacable hatred and clenched her teeth."," Pocítila nesmiřitelnou zášť a zatnula zuby."
"thought","think","myslela","myslet","impf"," And she thought about Mikael Blomkvist and wondered what he would say when he found out that she was a ward of the court and that her entire life was a fucking rats ' nest."," A myslela na Mikaela Blomkvista a ptala se, co by asi říkal, kdyby zjistil, že byla svěřena do poručnictví a že celý její život je jedna velká série sraček."
"say","say","říkal","říkat","impf"," And she thought about Mikael Blomkvist and wondered what he would say when he found out that she was a ward of the court and that her entire life was a fucking rats ' nest."," A myslela na Mikaela Blomkvista a ptala se, co by asi říkal, kdyby zjistil, že byla svěřena do poručnictví a že celý její život je jedna velká série sraček."
"found","find","zjistil","zjistit","pf"," And she thought about Mikael Blomkvist and wondered what he would say when he found out that she was a ward of the court and that her entire life was a fucking rats ' nest."," A myslela na Mikaela Blomkvista a ptala se, co by asi říkal, kdyby zjistil, že byla svěřena do poručnictví a že celý její život je jedna velká série sraček."
"made","make","dělal","dělat","impf"," Salander had made it plain that she did not want Armansky to act as some sort of worried stepfather, and since their agreement he had been careful never to behave like one, but in reality he would never stop worrying about her."," Salanderová dala zřetelně najevo, že nestojí o to, aby jí Armanskij dělal něco jako nevlastního tátu, a po jejich dohodě si dával pozor, aby se tak nechoval, ale uvnitř se o ni nikdy nepřestal strachovat."
"did","do","dělal","dělat","impf"," Salander had made it plain that she did not want Armansky to act as some sort of worried stepfather, and since their agreement he had been careful never to behave like one, but in reality he would never stop worrying about her."," Salanderová dala zřetelně najevo, že nestojí o to, aby jí Armanskij dělal něco jako nevlastního tátu, a po jejich dohodě si dával pozor, aby se tak nechoval, ale uvnitř se o ni nikdy nepřestal strachovat."
"act","act","dělal","dělat","impf"," Salander had made it plain that she did not want Armansky to act as some sort of worried stepfather, and since their agreement he had been careful never to behave like one, but in reality he would never stop worrying about her."," Salanderová dala zřetelně najevo, že nestojí o to, aby jí Armanskij dělal něco jako nevlastního tátu, a po jejich dohodě si dával pozor, aby se tak nechoval, ale uvnitř se o ni nikdy nepřestal strachovat."
"behave","behave","nechoval","chovat","impf"," Salander had made it plain that she did not want Armansky to act as some sort of worried stepfather, and since their agreement he had been careful never to behave like one, but in reality he would never stop worrying about her."," Salanderová dala zřetelně najevo, že nestojí o to, aby jí Armanskij dělal něco jako nevlastního tátu, a po jejich dohodě si dával pozor, aby se tak nechoval, ale uvnitř se o ni nikdy nepřestal strachovat."
"stop","stop","nepřestal","přestat","pf"," Salander had made it plain that she did not want Armansky to act as some sort of worried stepfather, and since their agreement he had been careful never to behave like one, but in reality he would never stop worrying about her."," Salanderová dala zřetelně najevo, že nestojí o to, aby jí Armanskij dělal něco jako nevlastního tátu, a po jejich dohodě si dával pozor, aby se tak nechoval, ale uvnitř se o ni nikdy nepřestal strachovat."
"caught","catch","přistihl","přistihnout","pf"," He sometimes caught himself comparing Salander to his daughters."," Občas přistihl sám sebe při tom, že Salanderovou srovnává s vlastními dcerami."
"comparing","compare","srovnává","srovnávat","impf"," He sometimes caught himself comparing Salander to his daughters."," Občas přistihl sám sebe při tom, že Salanderovou srovnává s vlastními dcerami."
"stated","state","udal","udat","pf"," Greger Vanger, brother of Henrik and Harald, stated that he had seen the missing sixteen-year-old in Henrik Vanger 's study, asking to speak with Henrik after her visit to Hedestad earlier in the day."," Greger Vanger, bratr Henrika a Haralda, udal, že pohřešovanou šestnáctiletou dívku viděl onoho dne již dříve, když po návratu z Hedestadu navštívila Henrika Vangera v jeho pracovně a žádala ho o rozhovor."
"seen","see","viděl","vidět","impf"," Greger Vanger, brother of Henrik and Harald, stated that he had seen the missing sixteen-year-old in Henrik Vanger 's study, asking to speak with Henrik after her visit to Hedestad earlier in the day."," Greger Vanger, bratr Henrika a Haralda, udal, že pohřešovanou šestnáctiletou dívku viděl onoho dne již dříve, když po návratu z Hedestadu navštívila Henrika Vangera v jeho pracovně a žádala ho o rozhovor."
"seen","see","navštívila","navštívit","pf"," Greger Vanger, brother of Henrik and Harald, stated that he had seen the missing sixteen-year-old in Henrik Vanger 's study, asking to speak with Henrik after her visit to Hedestad earlier in the day."," Greger Vanger, bratr Henrika a Haralda, udal, že pohřešovanou šestnáctiletou dívku viděl onoho dne již dříve, když po návratu z Hedestadu navštívila Henrika Vangera v jeho pracovně a žádala ho o rozhovor."
"asking","ask","žádala","žádat","impf"," Greger Vanger, brother of Henrik and Harald, stated that he had seen the missing sixteen-year-old in Henrik Vanger 's study, asking to speak with Henrik after her visit to Hedestad earlier in the day."," Greger Vanger, bratr Henrika a Haralda, udal, že pohřešovanou šestnáctiletou dívku viděl onoho dne již dříve, když po návratu z Hedestadu navštívila Henrika Vangera v jeho pracovně a žádala ho o rozhovor."
"stated","state","uvedl","uvést","pf"," Greger Vanger stated that he had not spoken with her himself, merely given her a greeting."," Greger Vanger uvedl, že on sám s ní nemluvil, jen se krátce pozdravili."
"given","give","uvedl","uvést","pf"," Greger Vanger stated that he had not spoken with her himself, merely given her a greeting."," Greger Vanger uvedl, že on sám s ní nemluvil, jen se krátce pozdravili."
"spoken","speak","nemluvil","mluvit","impf"," Greger Vanger stated that he had not spoken with her himself, merely given her a greeting."," Greger Vanger uvedl, že on sám s ní nemluvil, jen se krátce pozdravili."
"expressed","express","vyjádřil","vyjádřit","pf"," He had no idea where she might be found, but he expressed the view that she had probably, thoughtlessly, gone to visit some friend without telling anyone and would reappear soon."," Nevěděl, kde by mohla být, ale vyjádřil názor, že zřejmě jen tak bezmyšlenkovitě odjela s nějakým kamarádem, aniž by o tom někomu řekla, a že se jistě zase brzy objeví."
"gone","go","odjela","odjet","pf"," He had no idea where she might be found, but he expressed the view that she had probably, thoughtlessly, gone to visit some friend without telling anyone and would reappear soon."," Nevěděl, kde by mohla být, ale vyjádřil názor, že zřejmě jen tak bezmyšlenkovitě odjela s nějakým kamarádem, aniž by o tom někomu řekla, a že se jistě zase brzy objeví."
"telling","tell","řekla","říci","pf"," He had no idea where she might be found, but he expressed the view that she had probably, thoughtlessly, gone to visit some friend without telling anyone and would reappear soon."," Nevěděl, kde by mohla být, ale vyjádřil názor, že zřejmě jen tak bezmyšlenkovitě odjela s nějakým kamarádem, aniž by o tom někomu řekla, a že se jistě zase brzy objeví."
"found","find","objeví","objevit","pf"," He had no idea where she might be found, but he expressed the view that she had probably, thoughtlessly, gone to visit some friend without telling anyone and would reappear soon."," Nevěděl, kde by mohla být, ale vyjádřil názor, že zřejmě jen tak bezmyšlenkovitě odjela s nějakým kamarádem, aniž by o tom někomu řekla, a že se jistě zase brzy objeví."
"disappear","disappear","zmizela","zmizet","pf"," "" But Harriet really did disappear. """," Harriet opravdu zmizela. """
"go","go","jít","jít","impf"," "" I have to go."," "" Musím jít."
"thinks","think","myslí","myslet","impf"," Martin thinks so too, but his judgment is n't always reliable."," Martin si to taky myslí, ale jeho úsudek není vždycky nejlepší."
"locked","lock","zamkl","zamknout","pf"," He stocked up on food, locked the door, opened his iBook, and started writing."," Udělal si zásoby jídla, zamkl se, otevřel svůj iBook a pustil se do psaní."
"opened","open","otevřel","otevřít","pf"," He stocked up on food, locked the door, opened his iBook, and started writing."," Udělal si zásoby jídla, zamkl se, otevřel svůj iBook a pustil se do psaní."
"started","start","otevřel","otevřít","pf"," He stocked up on food, locked the door, opened his iBook, and started writing."," Udělal si zásoby jídla, zamkl se, otevřel svůj iBook a pustil se do psaní."
"took","take","udělal","udělat","pf"," Each day he took a short walk, bought the newspapers, and shopped for groceries."," Každý den si udělal krátkou vycházku, kdy si zašel pro noviny a na nákup."
"borrowed","borrow","vypůjčila","vypůjčit","pf"," The guest marina was still filled with yachts, and young people who had borrowed their father 's boat were usually sitting in the Divers ' Bar, drinking themselves silly."," V přístavu byla stále spousta plachetnic a mládeže, která si vypůjčila tátovu loď, jako obvykle vysedávala v baru a zpíjela se do bezvědomí."
"moved","move","přemístěna","přemístit","pf"," She left middle school and moved to another, without having a single friend to say goodbye to."," Tak skončila její docházka na základní školu a Lisbeth byla přemístěna jinam aniž se s ní rozloučil jediný spolužák."
"want","want","nechtěla","chtít","impf"," Then, as she was on the threshold of her teenage years, All The Evil happened, which she did not want to think about."," Pak se stalo Všechno To Špatné, na co nechtěla myslet, právě tehdy, když stála na prahu puberty."
"think","think","myslet","myslet","impf"," Then, as she was on the threshold of her teenage years, All The Evil happened, which she did not want to think about."," Pak se stalo Všechno To Špatné, na co nechtěla myslet, právě tehdy, když stála na prahu puberty."
"set","set","stanovil","stanovit","pf"," The last outburst, which set the pattern and prompted a review of the casebook entries from elementary school."," Lisbethin poslední výbuch stanovil vzorec jejího chování a zavdal příčinu k tomu, že byly vyhledány její záznamy ze základní školy."
"considered","consider","považována","považovat","impf"," After that she was considered to be legally ... well, crazy."," Od té chvíle byla z právního hlediska považována za ... no, blbečka."
"tried","try","pokusil","pokusit","pf"," He tried again to call Berger and got her voicemail, asking him to leave his name and a message."," Mikael se znovu pokusil zavolat Erice, ale byl přepojen na záznamník a požádán, aby nechal vzkaz."
"call","call","zavolat","zavolat","pf"," He tried again to call Berger and got her voicemail, asking him to leave his name and a message."," Mikael se znovu pokusil zavolat Erice, ale byl přepojen na záznamník a požádán, aby nechal vzkaz."
"asking","ask","požádán","požádat","pf"," He tried again to call Berger and got her voicemail, asking him to leave his name and a message."," Mikael se znovu pokusil zavolat Erice, ale byl přepojen na záznamník a požádán, aby nechal vzkaz."
"leave","leave","nechal","nechat","pf"," He tried again to call Berger and got her voicemail, asking him to leave his name and a message."," Mikael se znovu pokusil zavolat Erice, ale byl přepojen na záznamník a požádán, aby nechal vzkaz."
"did","do","Učinil","učinit","pf"," He did so and then turned off the light and went to bed."," Učinil tak, zhasl lampu a šel si lehnout."
"turned","turn","Učinil","učinit","pf"," He did so and then turned off the light and went to bed."," Učinil tak, zhasl lampu a šel si lehnout."
"did","do","šel","jít","impf"," He did so and then turned off the light and went to bed."," Učinil tak, zhasl lampu a šel si lehnout."
"went","go","šel","jít","impf"," He did so and then turned off the light and went to bed."," Učinil tak, zhasl lampu a šel si lehnout."
"shaken","shake","otřásla","otřást","pf"," This totally unlooked-for visit had shaken her in a way that she had never experienced in connection with her work."," Blomkvistova naprosto nečekaná návštěva jí otřásla způsobem který nikdy předtím v souvislosti se svou prací nezažila."
"experienced","experience","nezažila","zažít","pf"," This totally unlooked-for visit had shaken her in a way that she had never experienced in connection with her work."," Blomkvistova naprosto nečekaná návštěva jí otřásla způsobem který nikdy předtím v souvislosti se svou prací nezažila."
"think","think","Myslím","myslet","impf"," "" I think you should stay away from that room today, "" Salander said sharply."," "" Myslím, že byste se dnes měl od toho pokoje držet co nejdále, "" pronesla Lisbeth ostře."
"think","think","měl","mít","impf"," "" I think you should stay away from that room today, "" Salander said sharply."," "" Myslím, že byste se dnes měl od toho pokoje držet co nejdále, "" pronesla Lisbeth ostře."
"said","say","pronesla","pronést","pf"," "" I think you should stay away from that room today, "" Salander said sharply."," "" Myslím, že byste se dnes měl od toho pokoje držet co nejdále, "" pronesla Lisbeth ostře."
"call","call","svolat","svolat","pf"," You have to go and tell Henrik, and you have to call a special meeting of the board and do all those things you chaps do when your C.E.O. dies. """," Musíte informovat Henrika, je třeba svolat mimořádnou schůzi představenstva a udělat to, co byste dělal v případě úmrtí generálního ředitele za normálních okolností. """
"do","do","udělat","udělat","pf"," You have to go and tell Henrik, and you have to call a special meeting of the board and do all those things you chaps do when your C.E.O. dies. """," Musíte informovat Henrika, je třeba svolat mimořádnou schůzi představenstva a udělat to, co byste dělal v případě úmrtí generálního ředitele za normálních okolností. """
"do","do","udělat","udělat","pf"," You have to go and tell Henrik, and you have to call a special meeting of the board and do all those things you chaps do when your C.E.O. dies. """," Musíte informovat Henrika, je třeba svolat mimořádnou schůzi představenstva a udělat to, co byste dělal v případě úmrtí generálního ředitele za normálních okolností. """
"go","go","dělal","dělat","impf"," You have to go and tell Henrik, and you have to call a special meeting of the board and do all those things you chaps do when your C.E.O. dies. """," Musíte informovat Henrika, je třeba svolat mimořádnou schůzi představenstva a udělat to, co byste dělal v případě úmrtí generálního ředitele za normálních okolností. """
"do","do","dělal","dělat","impf"," You have to go and tell Henrik, and you have to call a special meeting of the board and do all those things you chaps do when your C.E.O. dies. """," Musíte informovat Henrika, je třeba svolat mimořádnou schůzi představenstva a udělat to, co byste dělal v případě úmrtí generálního ředitele za normálních okolností. """
"do","do","dělal","dělat","impf"," You have to go and tell Henrik, and you have to call a special meeting of the board and do all those things you chaps do when your C.E.O. dies. """," Musíte informovat Henrika, je třeba svolat mimořádnou schůzi představenstva a udělat to, co byste dělal v případě úmrtí generálního ředitele za normálních okolností. """
"comes","come","dojde","dojít","pf"," We 'll have to solve that problem when it comes up."," Ale počkáme, až k ní dojde."
"request","request","požádat","požádat","pf"," You can always request a postponement. """," Můžete požádat o odklad výkonu trestu. """
"work","work","fungovat","fungovat","impf"," "" If it 's permitted and I have enough material, I might be able to work on your book in prison."," "" Pokud bude vše fungovat a budu mít dostatek materiálu, můžu na knize o vaší rodině pracovat ve vězení."
"work","work","pracovat","pracovat","impf"," "" If it 's permitted and I have enough material, I might be able to work on your book in prison."," "" Pokud bude vše fungovat a budu mít dostatek materiálu, můžu na knize o vaší rodině pracovat ve vězení."
"leads","lead","vedla","vést","impf"," Every question remains unanswered, every clue leads to a dead end. """," Všechny otázky byly zodpovězeny a každá stopa vedla do slepé uličky. """
"living","live","bydlela","bydlet","impf"," I was living in Stockholm at the time, studying."," Vlastně jsem bydlela a studovala ve Stockholmu."
"studying","study","studovala","studovat","impf"," I was living in Stockholm at the time, studying."," Vlastně jsem bydlela a studovala ve Stockholmu."
"stayed","stay","zůstal","zůstat","pf"," I wish I had stayed at home that weekend. """," Kéž bych ten víkend zůstal doma. """
"find","find","našel","najít","pf"," Then he realised where he 'd be able to find a Bible."," Pak mu došlo, kde by našel bibli."
"took","take","Popadl","popadnout","pf"," He took the note with him, searched for the keys, which he had left in a bowl on the window sill, and jogged the whole way to Gottfried 's cabin."," Popadl lístek, vzal klíče, které nechal ve džbánku na okně, a běžel do Gottfriedovy chaty."
"took","take","vzal","vzít","pf"," He took the note with him, searched for the keys, which he had left in a bowl on the window sill, and jogged the whole way to Gottfried 's cabin."," Popadl lístek, vzal klíče, které nechal ve džbánku na okně, a běžel do Gottfriedovy chaty."
"left","leave","nechal","nechat","pf"," He took the note with him, searched for the keys, which he had left in a bowl on the window sill, and jogged the whole way to Gottfried 's cabin."," Popadl lístek, vzal klíče, které nechal ve džbánku na okně, a běžel do Gottfriedovy chaty."
"died","die","zemřel","zemřít","pf"," When my father died, Martin was ready to take over his role."," A když táta zemřel, byl Martin připraven jeho roli převzít."
"take","take","převzít","převzít","pf"," When my father died, Martin was ready to take over his role."," A když táta zemřel, byl Martin připraven jeho roli převzít."
"expected","expect","Očekával","očekávat","impf"," He expected me to become his lover and he thought it was perfectly natural for me to submit to him."," Očekával, že budu jeho milenkou, a považoval za zcela přirozené, že se mu podrobím."
"thought","think","považoval","považovat","impf"," He expected me to become his lover and he thought it was perfectly natural for me to submit to him."," Očekával, že budu jeho milenkou, a považoval za zcela přirozené, že se mu podrobím."
"submit","submit","podrobím","podrobit","pf"," He expected me to become his lover and he thought it was perfectly natural for me to submit to him."," Očekával, že budu jeho milenkou, a považoval za zcela přirozené, že se mu podrobím."
"rid","rid","Zbavila","zbavit","pf"," I was rid of one tormentor only to land in the clutches of another, and the only thing I could do was to make sure there was never an occasion when I was alone with him ... """," Zbavila jsem se jednoho tyrana jen proto, abych skončila v drápech jiného, a jediné, co jsem mohla dělat, bylo nezůstat s ním nikdy o samotě. """
"do","do","dělat","dělat","impf"," I was rid of one tormentor only to land in the clutches of another, and the only thing I could do was to make sure there was never an occasion when I was alone with him ... """," Zbavila jsem se jednoho tyrana jen proto, abych skončila v drápech jiného, a jediné, co jsem mohla dělat, bylo nezůstat s ním nikdy o samotě. """
