"go","go","chodit","chodit","impf"," Let 's go to the movies instead."," Budem radši chodit do biografu."
"get","get","poslala","poslat","pf"," I was frightened but I was so weak I could n't even get out of bed but I sent Franta to Uncle Venhoda to find out and Franta kept saying I 'll turn myself in!"," Tak sem dostala strach ale byla sem tak slabá že sem z postele stát nemohla ale poslala sem Frantu k strejcoj Venhodovýmu aby se šel přeptat a Franta poudal Já se pudu udat!"
"sent","send","poslala","poslat","pf"," I was frightened but I was so weak I could n't even get out of bed but I sent Franta to Uncle Venhoda to find out and Franta kept saying I 'll turn myself in!"," Tak sem dostala strach ale byla sem tak slabá že sem z postele stát nemohla ale poslala sem Frantu k strejcoj Venhodovýmu aby se šel přeptat a Franta poudal Já se pudu udat!"
"bringing","bring","nesla","nést","impf"," It was Dana, bringing me the box of cigars which I had dangerously left behind."," Byla to Dana a nesla mi krabičku s doutníky, které jsem tam nebezpečně zapomněl."
"left","leave","zapomněl","zapomenout","pf"," It was Dana, bringing me the box of cigars which I had dangerously left behind."," Byla to Dana a nesla mi krabičku s doutníky, které jsem tam nebezpečně zapomněl."
"tell","tell","nepovim","povědět","pf"," "" I wo n't tell you, "" I said."," "" To ti nepovim, "" řekl jsem."
"said","say","nepovim","povědět","pf"," "" I wo n't tell you, "" I said."," "" To ti nepovim, "" řekl jsem."
"tell","tell","řekl","říci","pf"," "" I wo n't tell you, "" I said."," "" To ti nepovim, "" řekl jsem."
"said","say","řekl","říci","pf"," "" I wo n't tell you, "" I said."," "" To ti nepovim, "" řekl jsem."
"turned","turn","Otočil","otočit","pf"," And I turned to leave."," Otočil jsem se k odchodu."
"writing","write","psát","psát","impf"," Under such circumstances, therefore, a writer is left with that holy trinity of possibilities : making a living at something else and writing for his desk drawer; writing for children; or writing rubbish."," Za této situace zbývá spisovateli pouze svatá trojice možností : živit se něčím jiným a psát do šuplete - psát pro děti - psát škvár."
"writing","write","psát","psát","impf"," Under such circumstances, therefore, a writer is left with that holy trinity of possibilities : making a living at something else and writing for his desk drawer; writing for children; or writing rubbish."," Za této situace zbývá spisovateli pouze svatá trojice možností : živit se něčím jiným a psát do šuplete - psát pro děti - psát škvár."
"writing","write","psát","psát","impf"," Under such circumstances, therefore, a writer is left with that holy trinity of possibilities : making a living at something else and writing for his desk drawer; writing for children; or writing rubbish."," Za této situace zbývá spisovateli pouze svatá trojice možností : živit se něčím jiným a psát do šuplete - psát pro děti - psát škvár."
"writing","write","psát","psát","impf"," Under such circumstances, therefore, a writer is left with that holy trinity of possibilities : making a living at something else and writing for his desk drawer; writing for children; or writing rubbish."," Za této situace zbývá spisovateli pouze svatá trojice možností : živit se něčím jiným a psát do šuplete - psát pro děti - psát škvár."
"writing","write","psát","psát","impf"," Under such circumstances, therefore, a writer is left with that holy trinity of possibilities : making a living at something else and writing for his desk drawer; writing for children; or writing rubbish."," Za této situace zbývá spisovateli pouze svatá trojice možností : živit se něčím jiným a psát do šuplete - psát pro děti - psát škvár."
"writing","write","psát","psát","impf"," Under such circumstances, therefore, a writer is left with that holy trinity of possibilities : making a living at something else and writing for his desk drawer; writing for children; or writing rubbish."," Za této situace zbývá spisovateli pouze svatá trojice možností : živit se něčím jiným a psát do šuplete - psát pro děti - psát škvár."
"writing","write","psát","psát","impf"," Under such circumstances, therefore, a writer is left with that holy trinity of possibilities : making a living at something else and writing for his desk drawer; writing for children; or writing rubbish."," Za této situace zbývá spisovateli pouze svatá trojice možností : živit se něčím jiným a psát do šuplete - psát pro děti - psát škvár."
"writing","write","psát","psát","impf"," Under such circumstances, therefore, a writer is left with that holy trinity of possibilities : making a living at something else and writing for his desk drawer; writing for children; or writing rubbish."," Za této situace zbývá spisovateli pouze svatá trojice možností : živit se něčím jiným a psát do šuplete - psát pro děti - psát škvár."
"writing","write","psát","psát","impf"," Under such circumstances, therefore, a writer is left with that holy trinity of possibilities : making a living at something else and writing for his desk drawer; writing for children; or writing rubbish."," Za této situace zbývá spisovateli pouze svatá trojice možností : živit se něčím jiným a psát do šuplete - psát pro děti - psát škvár."
"Writing","write","Psát","psát","impf"," Writing serious work ( and under these circumstances it can only mean writing rubbish ) is the only betrayal of his country ( and his art ) that a writer can commit."," Psát vážně ( a za té situace to znamená : tak zvaně vážně ) je jediná zrada vlasti ( a umění ), jíž se spisovatel může dopustit."
"writing","write","Psát","psát","impf"," Writing serious work ( and under these circumstances it can only mean writing rubbish ) is the only betrayal of his country ( and his art ) that a writer can commit."," Psát vážně ( a za té situace to znamená : tak zvaně vážně ) je jediná zrada vlasti ( a umění ), jíž se spisovatel může dopustit."
"mean","mean","znamená","znamenat","impf"," Writing serious work ( and under these circumstances it can only mean writing rubbish ) is the only betrayal of his country ( and his art ) that a writer can commit."," Psát vážně ( a za té situace to znamená : tak zvaně vážně ) je jediná zrada vlasti ( a umění ), jíž se spisovatel může dopustit."
"ending","end","skončila","skončit","pf"," Before this evening 's debate turned to politics, he told us about his two-day odyssey in search of the denim wallpaper, ending with his discovery that it could only be had in a special shop in the Dominion Concourse for three times the price of the most expensive normal pattern."," Než se debata stočila na politiku, vykládal nám o dvoudenní odyseji za jeansovými tapetami, která skončila zjištěním, že je mají pouze v jednom specializovaném obchodě v Dominion Concourse, a to za cenu třikrát dražší než nejdražší běžné vzory."
"bought","buy","koupil","koupit","pf"," So Krupka bought an electronic pocket calculator, in a sale, to bribe the official at the passport office so that he would look kindly on him in the future, and decided to tell his mistress that denim wallpaper was no longer in."," Krupka proto v sejlu koupil elektronkový kapesní počítač pro referenta na pasovce a milé se rozhodl říct, že jeansové tapety mezitím vyšly z módy."
"decided","decide","rozhodl","rozhodnout","pf"," So Krupka bought an electronic pocket calculator, in a sale, to bribe the official at the passport office so that he would look kindly on him in the future, and decided to tell his mistress that denim wallpaper was no longer in."," Krupka proto v sejlu koupil elektronkový kapesní počítač pro referenta na pasovce a milé se rozhodl říct, že jeansové tapety mezitím vyšly z módy."
"tell","tell","říct","říci","pf"," So Krupka bought an electronic pocket calculator, in a sale, to bribe the official at the passport office so that he would look kindly on him in the future, and decided to tell his mistress that denim wallpaper was no longer in."," Krupka proto v sejlu koupil elektronkový kapesní počítač pro referenta na pasovce a milé se rozhodl říct, že jeansové tapety mezitím vyšly z módy."
"did","do","nevzal","vzít","pf"," "" Why did n't you go any higher, you artist? "" said Vrata."," "" Pročs to nevzal vejš, umělče? "" zeptal se Vráťa."
"said","say","řekl","říci","pf"," "" Any higher was her skin, "" I said."," "" Vejš byla sukně, "" řekl jsem."
"examined","examine","zkoumal","zkoumat","impf"," Vrata examined the photograph while Alena and Irena looked at the rest."," Vráťa zkoumal fotografii a Irena s Alenou si prohlížely ostatní."
"examined","examine","prohlížely","prohlížet","impf"," Vrata examined the photograph while Alena and Irena looked at the rest."," Vráťa zkoumal fotografii a Irena s Alenou si prohlížely ostatní."
"fallen","fall","spadne","spadnout","pf"," Not surprisingly, considering that a half-naked man had just fallen into her bathtub."," Aby ne, když na ni ze stropu spadne polonahý chlap."
"heard","hear","neslyšel","slyšet","impf"," I have never before or since heard a woman scream like that."," To jsem nikdy předtím ani potom už žádnou ženskou tak ječet neslyšel."
"forget","forget","Nezapomeň","zapomenout","pf"," "" Do n't forget that the harlequin is a Russian, "" I say."," "" Nezapomeň, že harlekýn je Rus, "" pravím."
"say","say","pravím","pravit","pf"," "" Do n't forget that the harlequin is a Russian, "" I say."," "" Nezapomeň, že harlekýn je Rus, "" pravím."
"Listen","listen","Poslouchejte","poslouchat","impf"," Listen."," Poslouchejte."
"wanted","want","Chtěl","chtít","impf"," He wanted to return the girl 's eyesight to her, set glasses on that charming nose of hers through which she could see his world too, a world, it seemed to him, that she was blind to."," Chtěl dívce vrátit zrak, nasadit jí na půvabný nos brýle, jimiž by uviděla taky jeho svět, k němuž, zdálo se mu, je slepá."
"return","return","vrátit","vrátit","pf"," He wanted to return the girl 's eyesight to her, set glasses on that charming nose of hers through which she could see his world too, a world, it seemed to him, that she was blind to."," Chtěl dívce vrátit zrak, nasadit jí na půvabný nos brýle, jimiž by uviděla taky jeho svět, k němuž, zdálo se mu, je slepá."
"see","see","uviděla","uvidět","pf"," He wanted to return the girl 's eyesight to her, set glasses on that charming nose of hers through which she could see his world too, a world, it seemed to him, that she was blind to."," Chtěl dívce vrátit zrak, nasadit jí na půvabný nos brýle, jimiž by uviděla taky jeho svět, k němuž, zdálo se mu, je slepá."
"seemed","seem","zdálo","zdát","impf"," He wanted to return the girl 's eyesight to her, set glasses on that charming nose of hers through which she could see his world too, a world, it seemed to him, that she was blind to."," Chtěl dívce vrátit zrak, nasadit jí na půvabný nos brýle, jimiž by uviděla taky jeho svět, k němuž, zdálo se mu, je slepá."
"seen","see","uviděl","uvidět","pf"," Even he himself, he realized, had really only seen it for the first time when she appeared in it."," I on, uvědomoval si, jej uviděl teprve poté, co se v něm objevila ona."
"appeared","appear","objevila","objevit","pf"," Even he himself, he realized, had really only seen it for the first time when she appeared in it."," I on, uvědomoval si, jej uviděl teprve poté, co se v něm objevila ona."
"spoke","speak","mluvil","mluvit","impf"," And so he spoke of Indians and then of Eskimos :"," A mluvil tedy o Indiánech, potom o Eskymácích :"
"destroyed","destroy","zničili","zničit","pf"," "" We completely destroyed their natural way of life."," "" Naprosto jsme zničili jejich přirozený způsob života."
"call","call","nazvat","nazvat","pf"," If the relationships of simple people in the twentieth century ( or in any other age ) were genuinely "" simple, "" in order to be scientifically precise we would have to call them "" primitive "" : corresponding to a lower level of the development of intelligence."," Kdyby vztahy prostých lidí ve dvacátém století ( nebo kdy jindy ) byly skutečně "" prosté "", museli bychom je vědecky přesně nazvat "" primitivní "" : odpovídající nižšímu stupni vývoje inteligence."
"do","do","dělají","dělat","impf"," Why do they turn literature into a steeplechase and scorn every horse that does not come from their stable?"," Proč z literatury dělají dostihy a opovrhují každým koněm, který není z jejich stáje?"
"does","do","dělají","dělat","impf"," Why do they turn literature into a steeplechase and scorn every horse that does not come from their stable?"," Proč z literatury dělají dostihy a opovrhují každým koněm, který není z jejich stáje?"
"read","read","Četl","číst","impf"," Have you ever read Vetvicka 's reviews?"," Četl jsi některé Větvičkovy recenze?"
"sent","send","poslala","poslat","pf"," The hostess defends the practice : she has recently sent over some money to allow her cousin 's sick daughter to buy Swiss medicine."," Instituce se zastane hostitelka, která nedávno poslala přes Tuzex peníze na jakýsi švýcarský lék pro nemocnou dceru své sestřenice."
"declares","declare","prohlásí","prohlásit","pf"," The rotund man declares that he would rather let his own mother croak than add a single penny to Bolshevik coffers."," Muž - koule prohlásí, že by raději nechal chcípnout vlastní matku, než by přispěl jediným centem do bolševické pokladny."
"let","let","nechal","nechat","pf"," The rotund man declares that he would rather let his own mother croak than add a single penny to Bolshevik coffers."," Muž - koule prohlásí, že by raději nechal chcípnout vlastní matku, než by přispěl jediným centem do bolševické pokladny."
"swear","swear","Přísahám","přísahat","impf"," I swear. """," Přísahám! """
"wiped","wipe","Utřela","utřít","pf"," She wiped away the tears."," Utřela si slzy."
"talk","talk","nemluvim","mluvit","impf"," "" I never talk about stuff like that, Dan."," "" Já vo těhle věcech nikdá s nikym nemluvim."
"intervene","intervene","zasáhnout","zasáhnout","pf"," In such cases, the great powers who are ideologically closest to them have not only the right but, more important, the responsibility, to intervene and aid that minority, because otherwise social truth would be defeated."," V takovém případě mají ideově zpřízněné mocnosti nejen právo, ale spíš povinnost zasáhnout a pomoci té menšině, protože jinak by společenská pravda byla poražena."
"aid","aid","pomoci","pomoci","pf"," In such cases, the great powers who are ideologically closest to them have not only the right but, more important, the responsibility, to intervene and aid that minority, because otherwise social truth would be defeated."," V takovém případě mají ideově zpřízněné mocnosti nejen právo, ale spíš povinnost zasáhnout a pomoci té menšině, protože jinak by společenská pravda byla poražena."
"defeated","defeat","poražena","porazit","pf"," In such cases, the great powers who are ideologically closest to them have not only the right but, more important, the responsibility, to intervene and aid that minority, because otherwise social truth would be defeated."," V takovém případě mají ideově zpřízněné mocnosti nejen právo, ale spíš povinnost zasáhnout a pomoci té menšině, protože jinak by společenská pravda byla poražena."
"did","do","dělali","dělat","impf"," And in any case, the old imperialist powers did it all the time - """," Ostatně staří imperialisté to dělali pořád - """
"enshrouded","enshroud","zahalil","zahalit","pf"," Vachousek took a long pull on his cigarette and enshrouded himself in smoke."," Mistr Vachoušek nasál z cigarety a zahalil se dýmem."
"soothed","soothe","Uklidnil","uklidnit","pf"," It soothed me."," Uklidnil mě."
"began","begin","začala","začít","pf"," Once she became so absorbed in what she was saying that she began to describe the minutiae of ladies ' undergarments at the time of Louis XVI - all the girls sat mere as red as boiled crabs, but Mrs. Trejtnarova simply did n't notice."," Jednou se zabrala do výkladu tak, že začala líčit dámské spodní prádlo na dvoře Ludvíka XVI. do takových detailů, že všechny holky seděly rudé jako rak, ale paní profesorka si nic neuvědomila."
"sat","sit","seděly","sedět","impf"," Once she became so absorbed in what she was saying that she began to describe the minutiae of ladies ' undergarments at the time of Louis XVI - all the girls sat mere as red as boiled crabs, but Mrs. Trejtnarova simply did n't notice."," Jednou se zabrala do výkladu tak, že začala líčit dámské spodní prádlo na dvoře Ludvíka XVI. do takových detailů, že všechny holky seděly rudé jako rak, ale paní profesorka si nic neuvědomila."
"read","read","četla","číst","impf"," I 've read all the books. """," Všechno je v knihách a já je všechny četla. """
"says","say","říká","říkat","impf"," "" Once, "" he says, "" they rehabilitated someone called Pech."," "" Jednou, "" říká, "" jednoho rehabilitovali, ňákýho Pecha."
"called","call","říká","říkat","impf"," "" Once, "" he says, "" they rehabilitated someone called Pech."," "" Jednou, "" říká, "" jednoho rehabilitovali, ňákýho Pecha."
"read","read","přečíst","přečíst","pf"," Now I can read the answer in those dark eyes."," Už se mi daří přečíst výpověď černých očí."
"lost","lose","ztratil","ztratit","pf"," "" It would be a good idea if you lost your innocence before you come across that black in livery."," "" Bylo by dobře, kdybys svou nevinnost ztratil dřív, než se setkáš s tím nastrojeným černochem."
"lose","lose","Ztratíš","ztratit","pf"," If you lose it before that, what happened to Sutpen wo n't happen to you. """," Ztratíš - li ji dřív, nestane se ti to, co se stalo Sutpenovi. """
"think","think","myslíte","myslet","impf"," "" So you do n't think I can count on the embassy to be of any help? """," "" Vy teda myslíte, že s velvyslanectvím se nedá počítat? """
"count","count","počítat","počítat","impf"," "" So you do n't think I can count on the embassy to be of any help? """," "" Vy teda myslíte, že s velvyslanectvím se nedá počítat? """
"released","release","propuštěn","propustit","pf"," Not long ago he was released from the hospital but immediately afterwards two men from the Royal Canadian Mounted Police found him tied up in a parked car."," Nedávno byl propuštěn z nemocnice, ale vzápětí ho našli dva muži od Královské jízdní policie spoutaného v zaparkovaném autě."
"found","find","našli","najít","pf"," Not long ago he was released from the hospital but immediately afterwards two men from the Royal Canadian Mounted Police found him tied up in a parked car."," Nedávno byl propuštěn z nemocnice, ale vzápětí ho našli dva muži od Královské jízdní policie spoutaného v zaparkovaném autě."
"escaped","escape","unikl","uniknout","pf"," Czech agents were about to do him in when the Mounties interrupted them, so once more, by the grace of God, Maslo escaped with his life intact."," Právě se ho chystali zabít českoslovenští agenti, mounties je však vyrušili, takže díky Bohu opět unikl."
"got","get","získal","získat","pf"," "" Kurtz got the tribe to follow him, did he? "" I suggested."," "" Kurtz si ten kmen získal tak, že šli za ním, že ano? "" ptá se Marlow a harlekýn odpovídá :"
"did","do","šli","jít","impf"," "" Kurtz got the tribe to follow him, did he? "" I suggested."," "" Kurtz si ten kmen získal tak, že šli za ním, že ano? "" ptá se Marlow a harlekýn odpovídá :"
"adored","adore","Zbožňovali","zbožňovat","impf"," "" They adored him, "" the harlequin said. '"," ' Zbožňovali ho. '"
"come","come","přišli","přijít","pf"," There were quite a few people there but that was because they had come for their wages."," Bylo tam poměrně plno, ale to proto, že si všichni přišli pro vejplatu."
"see","see","vidim","vidět","impf"," I can just see him."," Zrovna ho vidim!"
"do","do","udělám","udělat","pf"," "" And you know what I 'm going to do?"," "" A víte, co udělám?"
"realized","realize","uvědomil","uvědomit","pf"," Bitterly I realized that I was trapped again, and that this time there was no Uippelt and no Pejskar 's cottage to fall back on."," Trpce jsem si uvědomil, že už v tom zase lítám, a tentokrát tu nebude žádný Uippelt a Pejskarova chata nebude stačit."
"beginning","begin","začíná","začínat","impf"," Now there was no end in sight; on the contrary, things were just beginning."," Neschyluje se k žádnému konci, spíš to teprv začíná."
"let","let","nechal","nechat","pf"," Unless ... unless I let him spend the night, then next morning went to a certain street and ... ratted on him."," Leda že ... bych ho tu nechal přespat, a ráno bych zašel do takové té ulice a ... prásk!"
"let","let","nechal","nechat","pf"," Then I 'd let him come the next night, but instead of me waiting for him in the elderly writer 's villa, it would be Uher ..."," Pak bych ho nechal přijít na druhý nocleh a ve vile stařičkého spisovatele bych na něho nečekal já, ale Uher -"
"come","come","přijít","přijít","pf"," Then I 'd let him come the next night, but instead of me waiting for him in the elderly writer 's villa, it would be Uher ..."," Pak bych ho nechal přijít na druhý nocleh a ve vile stařičkého spisovatele bych na něho nečekal já, ale Uher -"
"waiting","wait","nečekal","čekat","impf"," Then I 'd let him come the next night, but instead of me waiting for him in the elderly writer 's villa, it would be Uher ..."," Pak bych ho nechal přijít na druhý nocleh a ve vile stařičkého spisovatele bych na něho nečekal já, ale Uher -"
"intervene","intervene","zasáhnout","zasáhnout","pf"," The people who were concerned about the cause had to intervene, that 's all. """," Lidi, kterým šlo o věc, museli zasáhnout. """
"says","say","Neřekne","říci","pf"," He says nothing."," Neřekne nic."
"say","say","mluvit","mluvit","impf"," You chose exile, and we have nothing left to say to each other. """," Rozhod ses pro exil, nemáme spolu co mluvit. """
"smiles","smile","usměje","usmát","pf"," "" I did n't, "" smiles Dr. Toth."," "" To jsem si neskočil, "" usměje se Dr. Tóth."
"managed","manage","zvládl","zvládnout","pf"," "" I scarcely managed to learn the snow-plough."," "" S bídou jsem zvládl základní prvky lyžařského umění."
"asks","ask","ptá","ptát","impf"," "" What mystery? "" asks the hostess."," "" Jakou záhadu? "" ptá se hostitelka."
"caused","cause","způsobil","způsobit","pf"," "" Of that lead article in Rude Pravo, the one that caused all the trouble, "" says Dr. Toth."," "" Úvodníku v Rudém právu, který to všechno způsobil, "" praví Dr. Tóth."
"says","say","praví","pravit","pf"," "" Of that lead article in Rude Pravo, the one that caused all the trouble, "" says Dr. Toth."," "" Úvodníku v Rudém právu, který to všechno způsobil, "" praví Dr. Tóth."
"sent","send","poslal","poslat","pf"," "" The false report of my defection was sent to Prague by the cultural attaché in our London embassy, a man called Cehyna."," "" Nepravdivou zprávu o mém útěku poslal do Prahy kulturní atašé našeho londýnského velvyslanectví, nějaký Čehyna."
"ask","ask","Zeptáte","zeptat","pf"," You may ask why."," Zeptáte se jistě proč."
"wants","want","Chce","chtít","impf"," He wants to be a doctor and if he keeps on as well as this the kibbutz is going to send him to university."," Chce být doktorem, a jestli se bude pořád takhle učit, tak ho kibbutz pošle na univerzitu."
"send","send","pošle","poslat","pf"," He wants to be a doctor and if he keeps on as well as this the kibbutz is going to send him to university."," Chce být doktorem, a jestli se bude pořád takhle učit, tak ho kibbutz pošle na univerzitu."
"laugh","laugh","smějí","smát","impf"," Her eyes laugh with the innocent malice of youth."," Vyšisované oči se smějí nevinnou zlomyslností mládí."
"get","get","nedostanou","dostat","pf"," "" You ca n't get them as good as this in Toronto."," "" Takhle dobrý se v Torontu nedostanou, "" říká s plnými ústy."
"read","read","číst","číst","impf"," "" Are you going to read any more? "" she asks, clearly bored."," "" Ještě budeš číst? "" táže se zřejmě otrávena."
"asks","ask","táže","tázat","impf"," "" Are you going to read any more? "" she asks, clearly bored."," "" Ještě budeš číst? "" táže se zřejmě otrávena."
"bored","bore","otrávena","otrávit","pf"," "" Are you going to read any more? "" she asks, clearly bored."," "" Ještě budeš číst? "" táže se zřejmě otrávena."
"say","say","pravím","pravit","pf"," "" Just one more passage, "" I say."," "" Už jen kousek, "" pravím."
"going","go","dělat","dělat","impf"," "" What are you going to do? """," "" Co budeš dělat? """
"do","do","dělat","dělat","impf"," "" What are you going to do? """," "" Co budeš dělat? """
"Die","die","umřu","umřít","pf"," "" Die, of course."," "" No umřu, přeci."
"do","do","dělal","dělat","impf"," What would you do anywhere else? """," Co bys kde dělal? """
"do","do","dělal","dělat","impf"," "" What would I do back home? """," "" Co bych tam dělal? """
"hurt","hurt","Bolí","bolet","impf"," "" Does your tummy hurt? """," "" Bolí tě břich? """
"gulping","gulp","polyká","polykat","impf"," Mrs. Santner, the publisher, is gulping down cigarettes, but she has a new wig, ginger, somewhat Afro in style, and there is a magnificent pendant around her neck - a piece of Czech folk-art, she claims, and undoubtedly smuggled duty-free into exile."," Nakladatelka Santnerová polyká cigarety, ale je tu v nové paruce, zrzavé, trochu v Afro stylu a kolem krku má nádherný stříbrný šperk, prý lidový, a do exilu nepochybně propašovaný bez zaplacení cel."
"wear","wear","nosí","nosit","impf"," The curtain is a monstrous homemade affair of beer-bottle caps and tin buttons with imbecilic slogans on them, the kind the local kids wear on their jackets."," Závěs je příšernost, podomácku vyrobená z pivních kloboučků a plechových butónů s imbecilními nápisy, jaké nosí místní puberťáci v klopě."
"arrived","arrive","přišli","přijít","pf"," When we arrived, Jirina announced proudly that her handy husband had made the curtain, the bookshelves and the table all by himself."," Když jsme přišli, Jiřina nám s pýchou zdůraznila, že závěs, knihovnu a stůl vyrobil velice šikovný manžel."
"made","make","vyrobil","vyrobit","pf"," When we arrived, Jirina announced proudly that her handy husband had made the curtain, the bookshelves and the table all by himself."," Když jsme přišli, Jiřina nám s pýchou zdůraznila, že závěs, knihovnu a stůl vyrobil velice šikovný manžel."
"says","say","praví","pravit","pf"," "" Brrr! "" says Irene."," "" Brr! "" praví Nicole."
"going","go","nepojedeme","jet","impf"," "" There is no way we 're going there!"," "" Tam tedy určitě nepojedeme!"
"going","go","Pojedeme","jet","impf"," "" We are going there, "" I say gloomily."," "" Pojedeme, "" pravím ponuře."
"say","say","pravím","pravit","pf"," "" We are going there, "" I say gloomily."," "" Pojedeme, "" pravím ponuře."
"asked","ask","otázal","otázat","pf"," "" What happened to the cannibal? "" asked the lad from the paint-shop."," "" Co se stalo s tim kanibalem? "" otázal se hoch z lakovny."
"said","say","pravil","pravit","pf"," "" You doughnut, "" said Malina, his zoological vocabulary utterly exhausted."," "" Šlejško, "" pravil už zcela vyčerpaný Malina."
"forgotten","forget","zapomněl","zapomenout","pf"," And I had forgotten the story I had made up about Rebecca."," A úplně jsem taky zapomněl, co jsem jí nalhal o Rébince."
"said","say","řekl","říci","pf"," "" Rebecca will come back, "" I said."," "" Rebka se vrátí, "" řekl jsem."
"mean","mean","chtít","chtít","impf"," "" Well, I "" - the question made me feel like a fraud - "" I mean who knows whether she 'll even want me?"," "" No - "" otázka mě málem knockoutovala a připadal jsem si jako podvodník "" - kdoví, jestli mě bude eště chtít."
"want","want","chtít","chtít","impf"," "" Well, I "" - the question made me feel like a fraud - "" I mean who knows whether she 'll even want me?"," "" No - "" otázka mě málem knockoutovala a připadal jsem si jako podvodník "" - kdoví, jestli mě bude eště chtít."
"went","go","chodili","chodit","impf"," "" But you went together, did n't you? """," "" Přeci ste spolu chodili? """
"said","say","říkám","říkat","impf"," For the first time in my life I 've said to myself what the women in Auschwitz would say when their husbands, their children, their families, everyone was killed :"," Poprvé v životě si říkám, co si říkaly ženské v Aušvicu, kterým zabili muže, děti, rodiče, všechny :"
"say","say","říkám","říkat","impf"," For the first time in my life I 've said to myself what the women in Auschwitz would say when their husbands, their children, their families, everyone was killed :"," Poprvé v životě si říkám, co si říkaly ženské v Aušvicu, kterým zabili muže, děti, rodiče, všechny :"
"said","say","říkaly","říkat","impf"," For the first time in my life I 've said to myself what the women in Auschwitz would say when their husbands, their children, their families, everyone was killed :"," Poprvé v životě si říkám, co si říkaly ženské v Aušvicu, kterým zabili muže, děti, rodiče, všechny :"
"say","say","říkaly","říkat","impf"," For the first time in my life I 've said to myself what the women in Auschwitz would say when their husbands, their children, their families, everyone was killed :"," Poprvé v životě si říkám, co si říkaly ženské v Aušvicu, kterým zabili muže, děti, rodiče, všechny :"
"killed","kill","zabili","zabít","pf"," For the first time in my life I 've said to myself what the women in Auschwitz would say when their husbands, their children, their families, everyone was killed :"," Poprvé v životě si říkám, co si říkaly ženské v Aušvicu, kterým zabili muže, děti, rodiče, všechny :"
"stop","stop","přestala","přestat","pf"," I 'm trying to be cynical to stop the crying."," Jsem cynická, abych přestala brečet."
"Write","write","Napiš","napsat","pf"," Write me, Danny, so I 'll have something to read."," Napiš mi, Danny, abych měla co číst."
"read","read","číst","číst","impf"," Write me, Danny, so I 'll have something to read."," Napiš mi, Danny, abych měla co číst."
"seen","see","viděl","vidět","impf"," The trouble is that I have seen, with my own eyes, in my own country, T-54 tanks representing the aspirations of a certain building remarkable for the number of corridors in it."," Jenže já taky na vlastní oči viděl tanky T - 54 ve své vlastní zemi, kde reprezentovaly aspirace jakési budovy, vyznačující se množstvím chodeb."
"representing","represent","reprezentovaly","reprezentovat","impf"," The trouble is that I have seen, with my own eyes, in my own country, T-54 tanks representing the aspirations of a certain building remarkable for the number of corridors in it."," Jenže já taky na vlastní oči viděl tanky T - 54 ve své vlastní zemi, kde reprezentovaly aspirace jakési budovy, vyznačující se množstvím chodeb."
"told","tell","řekla","říci","pf"," She told me herself. """," Sama mi to řekla! """
"said","say","pravila","pravit","pf"," Oh well, let 's stick with the horse, "" she said."," No tak zůstanem u toho tradičního koně, "" pravila."
"go","go","jít","jít","impf"," I have to go. """," Já už musím jít. """
"offered","offer","Podala","podat","pf"," She offered me a small hand, and looked into my eyes."," Podala mi drobnou ruku, podívala se mi do očí."
"looked","look","podívala","podívat","pf"," She offered me a small hand, and looked into my eyes."," Podala mi drobnou ruku, podívala se mi do očí."
"saw","see","viděl","vidět","impf"," All at once I saw again - heard again?"," Najednou jsem zase viděl - slyšel?"
"heard","hear","slyšel","slyšet","impf"," All at once I saw again - heard again?"," Najednou jsem zase viděl - slyšel?"
"described","describe","Vylíčil","vylíčit","pf"," I also described my conspirational errand in Prague and quite logically Pytlik asked how I 'd got together with Uippelt."," Vylíčil jsem mu též svou konspirační pochůzku v Praze, a on se mě logicky zeptal, jak jsem se vlastně dal s Uippeltem dohromady."
"asked","ask","zeptal","zeptat","pf"," I also described my conspirational errand in Prague and quite logically Pytlik asked how I 'd got together with Uippelt."," Vylíčil jsem mu též svou konspirační pochůzku v Praze, a on se mě logicky zeptal, jak jsem se vlastně dal s Uippeltem dohromady."
"tell","tell","vyprávět","vyprávět","impf"," So there was a lot to tell."," Takže bylo co vyprávět."
"asked","ask","otázal","otázat","pf"," "" Who else was working with him? "" asked Mr. Pytlik sternly, as though he were interrogating me."," "" Kdo na něj byl eště napojenej? "" otázal se pan Pytlík přísně, jako kdybych byl u výslechu."
"looked","look","Podíval","podívat","pf"," I looked at the red star."," Podíval jsem se na rudou hvězdu."
"wore","wear","Nosili","nosit","impf"," The Red Army wore it on their caps, but Pytlik had stuck it in his lapel."," Nosili je rudoarmějci na čepicích, ale on ji měl v klopě."
"wore","wear","měl","mít","impf"," The Red Army wore it on their caps, but Pytlik had stuck it in his lapel."," Nosili je rudoarmějci na čepicích, ale on ji měl v klopě."
"looked","look","Pohlédl","pohlédnout","pf"," He looked at her out of the corner of his eye and was flooded once more with a feeling he believed to be love."," Pohlédl na ni koutkem oka a zaplavil ho opět cit, o němž věřil, že je to láska."
"flooded","flood","zaplavil","zaplavit","pf"," He looked at her out of the corner of his eye and was flooded once more with a feeling he believed to be love."," Pohlédl na ni koutkem oka a zaplavil ho opět cit, o němž věřil, že je to láska."
"believed","believe","věřil","věřit","impf"," He looked at her out of the corner of his eye and was flooded once more with a feeling he believed to be love."," Pohlédl na ni koutkem oka a zaplavil ho opět cit, o němž věřil, že je to láska."
