"asked","ask","zeptal","zeptat","pf"," "" Well? "" asked Ippolit Matveyevich more severely."," "" No? "" zeptal se Vrabčinský přísněji."
"dreamed","dream","snil","snít","impf"," Treukhov dreamed of great things."," Tříuchý snil o velkém díle."
"working","work","pracovat","pracovat","impf"," He was sick and tired of working in the town-improvement department of the Stargorod communal services, tired of mending the kerbs, and tired of estimating the cost of hoardings."," Nebavilo ho pracovat v městských komunálních podnicích, opravovat rantly chodníků a sestavovat rozpočty na postavení plakátovacích kiosků."
"mending","mend","opravovat","opravovat","impf"," He was sick and tired of working in the town-improvement department of the Stargorod communal services, tired of mending the kerbs, and tired of estimating the cost of hoardings."," Nebavilo ho pracovat v městských komunálních podnicích, opravovat rantly chodníků a sestavovat rozpočty na postavení plakátovacích kiosků."
"slowed","slow","zpomalovali","zpomalovat","impf"," This was the hour when pedestrians slowed down their pace, though not because Tverskaya Street was becoming crowded."," Chodci v tuto hodinu zpomalovali krok, a nejenom proto, že Tverská už byla těsná."
"thinking","think","neměl","mít","impf"," So when he had nothing left except debts and was thinking about suicide, a shady character gave him a wonderful piece of advice for fifty roubles."," A když už neměl dočista nic než dluhy a pomýšlel na sebevraždu, dal mu jeden šejdíř za padesát rublů báječnou radu."
"gave","give","dal","dát","pf"," So when he had nothing left except debts and was thinking about suicide, a shady character gave him a wonderful piece of advice for fifty roubles."," A když už neměl dočista nic než dluhy a pomýšlel na sebevraždu, dal mu jeden šejdíř za padesát rublů báječnou radu."
"went","go","odjel","odjet","pf"," The count went away and came back a year later with a three-year-old Orloff trotter."," Hrabě odjel a za rok se vrátil s orelským tříročkem."
"won","win","vyhrál","vyhrát","pf"," From that moment on the count not only made up all his losses, but won three hundred thousand on top."," Nejenže dostal všecky peníze nazpátek, ale ještě vyhrál na tři sta tisíc."
"gone","go","odešel","odejít","pf"," As soon as the placid Ivanopulo had gone out, Bender would try to drum into his partner 's head the surest way to get the treasure."," Jakmile tichý Ivanopulo odešel, vtloukal Bender svému společníkovi do hlavy nejkratší cesty k vypátrání pokladu."
"Act","act","Jednat","jednat","impf"," "" Act boldly."," "" Jednat směle."
"engage","engage","zapojil","zapojit","pf"," He felt that his firm was too solvent to engage in such a risky business."," Pokládal svou firmu za příliš soliďní, než aby se zapojil ďo tak riskantní záležitosti."
"hesitated","hesitate","zaváhal","zaváhat","pf"," But taking a look at Ostap 's athletic figure, he hesitated and began thinking :"," Kďyž si však prohlédl Ostapovu mrštnou postavu, zaváhal, neboť si řekl :"
"depends","depend","záleží","záležet","impf"," Anyway, it all depends on what kind of sauce this thing will be served with. """," Všechno ostatně záleží na tom, pod jakou zástěrkou se to bude dělat!"
"kept","keep","střežili","střežit","impf"," Those initiated religiously kept the secret and chatted about the town."," Zasvěcení posvátně střežili tajemství a hovořili o městských novinkách."
"chatted","chat","hovořili","hovořit","impf"," Those initiated religiously kept the secret and chatted about the town."," Zasvěcení posvátně střežili tajemství a hovořili o městských novinkách."
"Give","give","Dej","dát","pf"," "" Give me money!"," "" Dej peníze!"
"Give","give","Dej","dát","pf"," Give money, "" he shouted angrily."," Dej! "" vykřikl zlostně."
"shouted","shout","vykřikl","vykřiknout","pf"," Give money, "" he shouted angrily."," Dej! "" vykřikl zlostně."
"said","say","pravil","pravit","pf"," "" Incompetent fool, "" said Simbievich-Sindievich as the partners walked down on to the pier."," "" Takový mizera! "" pravil Simbijevič - Sindijevič, když společníci vystupovali z parníku."
"looked","look","pohlédli","pohlédnout","pf"," On the quayside the concessionaires stopped and looked up."," V přístavu se koncesionáři zastavili a pohlédli vzhůru."
"shone","shine","svítil","svítit","impf"," The transparent shone bright against the dark sky."," Na černých nebesích svítil transparent."
"passed","pass","míjely","míjet","impf"," The days passed, and the friends were slowly reaching the end of their tether, spending their nights ' at the site of Lermontov 's duel and subsisting by carrying the baggage of peasant tourists."," Dny míjely a přátelé se vydávali z posledních sil : spali nedaleko místa Lermontovova souboje a živili se přenášením zavazadel průměrných turistů."
"spending","spend","vydávali","vydávat","impf"," The days passed, and the friends were slowly reaching the end of their tether, spending their nights ' at the site of Lermontov 's duel and subsisting by carrying the baggage of peasant tourists."," Dny míjely a přátelé se vydávali z posledních sil : spali nedaleko místa Lermontovova souboje a živili se přenášením zavazadel průměrných turistů."
"managed","manage","podařilo","podařit","pf"," On the sixth day Ostap managed to strike up an acquaintance with Mechnikov, the fitter in charge of the hydraulic press."," Šestého dne se Ostapoví podařilo navázat známost s montérem Mečíkem, správcem hydraulického lisu."
"jumped","jump","vyskočil","vyskočit","pf"," The engineer lay down on the desk and immediately jumped up again."," Inženýr si lehl na psací stůl, ale v mžiku vyskočil."
"go","go","Půjdu","jít","impf"," "" I 'll go and have a wash, "" he decided."," Půjdu se vykoupat, řekl si."
"undressed","undress","Svlékl","svléknout","pf"," He undressed, felt cooler, inspected himself in the mirror, and went into the bathroom."," Svlékl se, vychladl, podíval se do zrcadla a šel do koupelny."
"went","go","šel","jít","impf"," He undressed, felt cooler, inspected himself in the mirror, and went into the bathroom."," Svlékl se, vychladl, podíval se do zrcadla a šel do koupelny."
"doused","douse","polil","polít","pf"," He climbed into the bath, doused himself with water from a blue enamel mug, and soaped himself generously."," Vlezl do vany, polil se vodou z bledě modrého plecháčku a pořádně se namydlil."
"cried","cry","zvolal","zvolat","pf"," "" Here they are! "" cried the ruddy-faced old man, enjoying the effect."," "" No tady přece! "" zvolal brunátný hlídač a radoval se z efektu, který vyvolal."
"built","build","postavili","postavit","pf"," The club was built with them, soldier boy."," Klub za ně postavili, vojáčku!"
"disconcerted","disconcert","znepokojilo","znepokojit","pf"," This greatly disconcerted Ostap."," To Ostapa velmi znepokojilo."
"Rewarding","reward","odměnil","odměnit","pf"," Rewarding the waifs royally, one rouble each ( except for the herald from Varsonofefsky Street, who had forgotten the number and was told to come back the next day ), the technical adviser went back inside and, ignoring the many questions put to him by the disgraced chairman of the board, began to scheme."," Královsky kluky odměnil - rubl na hlavu, nepočítaje v to zpravodaje z Varsonofjevské uličky, který zapomněl číslo domu ( měl přijít nazítří ráno ), a vrátil se domů : neodpovídal na otázky potupeného předsedy správy podniku a nahlas rozvažoval :"
"forgotten","forget","zapomněl","zapomenout","pf"," Rewarding the waifs royally, one rouble each ( except for the herald from Varsonofefsky Street, who had forgotten the number and was told to come back the next day ), the technical adviser went back inside and, ignoring the many questions put to him by the disgraced chairman of the board, began to scheme."," Královsky kluky odměnil - rubl na hlavu, nepočítaje v to zpravodaje z Varsonofjevské uličky, který zapomněl číslo domu ( měl přijít nazítří ráno ), a vrátil se domů : neodpovídal na otázky potupeného předsedy správy podniku a nahlas rozvažoval :"
"come","come","přijít","přijít","pf"," Rewarding the waifs royally, one rouble each ( except for the herald from Varsonofefsky Street, who had forgotten the number and was told to come back the next day ), the technical adviser went back inside and, ignoring the many questions put to him by the disgraced chairman of the board, began to scheme."," Královsky kluky odměnil - rubl na hlavu, nepočítaje v to zpravodaje z Varsonofjevské uličky, který zapomněl číslo domu ( měl přijít nazítří ráno ), a vrátil se domů : neodpovídal na otázky potupeného předsedy správy podniku a nahlas rozvažoval :"
"began","begin","přijít","přijít","pf"," Rewarding the waifs royally, one rouble each ( except for the herald from Varsonofefsky Street, who had forgotten the number and was told to come back the next day ), the technical adviser went back inside and, ignoring the many questions put to him by the disgraced chairman of the board, began to scheme."," Královsky kluky odměnil - rubl na hlavu, nepočítaje v to zpravodaje z Varsonofjevské uličky, který zapomněl číslo domu ( měl přijít nazítří ráno ), a vrátil se domů : neodpovídal na otázky potupeného předsedy správy podniku a nahlas rozvažoval :"
"lost","lose","ztraceno","ztratit","pf"," "" Nothing 's lost yet."," "" Zatím není nic ztraceno."
"said","say","řekla","říci","pf"," "" When will all this end! "" said Elena Stanislavovna."," "" Kdy to už veme konec! "" řekla Helena Baurová."
"saw","see","viděl","vidět","impf"," Do you know who I saw today?"," Víte, koho jsem dneska viděl?"
"leaned","lean","opřela","opřít","pf"," In her amazement Elena Stanislavovna leaned against the wall, continuing to hold the full pail of water in mid-air."," Helena Baurová se opřela o studnu a v údivu zapomněla postavit na zem plné vědro."
"reminded","remind","připomněl","připomenout","pf"," Putting the money away in his green field jacket, the Grossmeister reminded the gathered citizens of his lecture and simultaneous match on one hundred and sixty boards, and, taking leave of them until evening, made his way to the Cardboard-worker Club to find Ippolit Matveyevich."," Velmistr schoval peníze do zeleného cestovního saka, připomněl přítomným svou přednášku a seanci šachové hry současně na 160 šachovnicích, řekl "" na shledanou večer "" a odebral se do klubu Kartonážník za Hypolitem Vrabčinským."
"Putting","put","řekl","říci","pf"," Putting the money away in his green field jacket, the Grossmeister reminded the gathered citizens of his lecture and simultaneous match on one hundred and sixty boards, and, taking leave of them until evening, made his way to the Cardboard-worker Club to find Ippolit Matveyevich."," Velmistr schoval peníze do zeleného cestovního saka, připomněl přítomným svou přednášku a seanci šachové hry současně na 160 šachovnicích, řekl "" na shledanou večer "" a odebral se do klubu Kartonážník za Hypolitem Vrabčinským."
"taking","take","odebral","odebrat","pf"," Putting the money away in his green field jacket, the Grossmeister reminded the gathered citizens of his lecture and simultaneous match on one hundred and sixty boards, and, taking leave of them until evening, made his way to the Cardboard-worker Club to find Ippolit Matveyevich."," Velmistr schoval peníze do zeleného cestovního saka, připomněl přítomným svou přednášku a seanci šachové hry současně na 160 šachovnicích, řekl "" na shledanou večer "" a odebral se do klubu Kartonážník za Hypolitem Vrabčinským."
"said","say","pravil","pravit","pf"," "" I 'm starving, "" said Vorobyaninov in a tremulous voice."," "" Hladovím, "" pravil Vrabčinský nabubřele."
"listening","listen","poslouchal","poslouchat","impf"," Something was going on in the hall which interested him so much that he opened the glass door slightly and began listening."," V dražební síni se událo něco, co ho zaujalo tak mocně, že pootevřel dveře a poslouchal."
"muttered","mutter","zamumlal","zamumlat","pf"," "" That 's done it, "" he muttered."," "" Všechno je v pekle! "" zamumlal."
"asked","ask","zeptal","zeptat","pf"," "" What has? "" asked Vorobyaninov obsequiously."," "" Co je v pekle? "" úslužně se zeptal Vrabčinský."
"like","like","Nechcete","chtít","impf"," Maybe you 'd like to buy one?"," Nechcete si jedno zakoupit?"
"buy","buy","zakoupit","zakoupit","pf"," Maybe you 'd like to buy one?"," Nechcete si jedno zakoupit?"
"doubt","doubt","pochybuju","pochybovat","impf"," I doubt, though whether they 'll let you in."," Ale pochybuju, že vás tam pustí."
"asked","ask","poprosil","poprosit","pf"," I doubt whether the masters of chess would ever visit fools like you, even if I asked them to."," Nemyslím, že by šachoví mistři přijeli k takovým hlupákům, jako jste vy, i kdybych je o to poprosil."
"left","leave","opustil","opustit","pf"," With an indignant "" Fooh! "" Ippolit Matveyevich left the clearing and, brushing his sleeve as he went, made for home."," Vrabčinský s pobouřeným "" fuj "" opustil bojiště a zamířil domů : cestou si oprašoval rukávy pláště."
"scanned","scan","zkoumali","zkoumat","impf"," While the passengers scanned the horizon with the air of experts and told each other about the history of Moscow, muddling up what they vaguely remembered about the battle of Kalka, Ippolit Matveyevich was trying to picture the furniture museum."," Zatímco cestující zkoumali znaleckým okem obzor, překrucovali zbytky vědomostí o bitvě u Kalky a vyprávěli si o minulosti i přítomnosti Moskvy, Vrabčinský se úporně snažil představit si nábytkové muzeum."
"told","tell","vyprávěli","vyprávět","impf"," While the passengers scanned the horizon with the air of experts and told each other about the history of Moscow, muddling up what they vaguely remembered about the battle of Kalka, Ippolit Matveyevich was trying to picture the furniture museum."," Zatímco cestující zkoumali znaleckým okem obzor, překrucovali zbytky vědomostí o bitvě u Kalky a vyprávěli si o minulosti i přítomnosti Moskvy, Vrabčinský se úporně snažil představit si nábytkové muzeum."
"trying","try","snažil","snažit","impf"," While the passengers scanned the horizon with the air of experts and told each other about the history of Moscow, muddling up what they vaguely remembered about the battle of Kalka, Ippolit Matveyevich was trying to picture the furniture museum."," Zatímco cestující zkoumali znaleckým okem obzor, překrucovali zbytky vědomostí o bitvě u Kalky a vyprávěli si o minulosti i přítomnosti Moskvy, Vrabčinský se úporně snažil představit si nábytkové muzeum."
"walking","walk","prochází","procházet","impf"," He saw himself walking rapidly along between them."," A on mezi nimi rychle prochází."
"sold","sell","Neprodal","prodat","pf"," "" I have n't sold a single ticket, "" Ippolit Matveyevich informed him."," "" Neprodal jsem ani jeden lístek, "" oznámil Vrabčinský."
"informed","inform","oznámil","oznámit","pf"," "" I have n't sold a single ticket, "" Ippolit Matveyevich informed him."," "" Neprodal jsem ani jeden lístek, "" oznámil Vrabčinský."
"whispered","whisper","zašeptal","zašeptat","pf"," "" Then why bother about the simultaneous match? "" whispered his manager."," "" Tak nač ještě simultánku? "" zašeptal Vrabčinský."
"writing","write","Píšu","psát","impf"," I am writing to you from the Good-Value Furnished Rooms, having finished all my business."," Píšu Ti z ubytovacího hostince Hodnota po tom, co jsem vyřídil všecky záležitosti."
"extracted","extract","Těží","těžit","impf"," They say kerosene is extracted here, but you still have to go by electric train and I have n't any money."," Těží se tu prý petrolej, ale tam se musí jet elektrickým vlakem a já nemám peníze."
"go","go","jet","jet","impf"," They say kerosene is extracted here, but you still have to go by electric train and I have n't any money."," Těží se tu prý petrolej, ale tam se musí jet elektrickým vlakem a já nemám peníze."
"washed","wash","omýváno","omývat","impf"," This picturesque city is washed by the Caspian."," Malebné město je omýváno Kaspickým mořem."
"carry","carry","nosím","nosit","impf"," I carry my coat in one hand and my jacket in the other, and it 's still too hot."," Přes jednu ruku nosím plášť, přes druhou kabát - a stejně je mi horko."
"bring","bring","vynesla","vynést","pf"," If it worked, this possibility could bring in four hundred or so roubles."," Kdyby se to povedlo, vynesla by mu tato varianta na čtyři sta rublů."
"continued","continue","pokračovali","pokračovat","impf"," Standing by the well, the fortune-teller and the mechanic-enthusiast continued their conversation."," Věštkyně a nadšenec zámečník pokračovali v rozhovoru u studny."
"hailed","hail","zavolal","zavolat","pf"," If Ippolit Matveyevich had known that this was none other than Count Alexei Bulanov, the famous hermit hussar, he would probably have hailed the old man and chatted with him about the good old days."," Kdyby Hypolit Vrabčinský věděl, že kočí není nikdo jiný než hrabě Alexej Žemlak, slavný husar asketa, jistě by na starce zavolal, aby si s ním pohovořil o starých zlatých časech."
"suffered","suffer","neutrpěl","utrpět","pf"," He had not suffered such a blow for a long time."," Takovou ránu už dávno neutrpěl."
"asked","ask","prosím","prosit","impf"," "" You 're asked to leave. """," "" R - račte, prosím! """
"left","leave","odcházel","odcházet","impf"," Few people have ever left an auction room with more bitterness."," Málokdo odcházel z dražební síně s takovým pocitem trpkosti."
"went","go","šel","jít","impf"," Vorobyaninov went first."," První šel Vrabčinský."
"watched","watch","hleděl","hledět","impf"," The lottery ship was watched malevolently from the bank by the smooth operator."," Ze břehu zlostně hleděl na slosovací parník velký kombinátor."
"increased","increase","zvětšily","zvětšit","pf"," The chances of finding the treasure had increased infinitely."," Vyhlídky na získání pokladu se neskonale zvětšily."
"need","need","Potřebujeme","potřebovat","impf"," "" We need money to get to Vladikavkaz, "" said Ostap."," "" Potřebujeme peníze na cestu do Vladikavkazu, "" řekl."
"said","say","řekl","říci","pf"," "" We need money to get to Vladikavkaz, "" said Ostap."," "" Potřebujeme peníze na cestu do Vladikavkazu, "" řekl."
"drive","drive","pojedeme","jet","impf"," "" From there we 'll drive by car to Tiflis along the Georgian Military Highway."," "" Odtud pojedeme do Tbilisi autem po Gruzínské vojenské silnici."
"continuing","continue","pokračovat","pokračovat","impf"," There is some point in continuing the hearing. """," Má smysl pokračovat v zasedání. """
"speak","speak","promluvila","promluvit","pf"," Liza was the first to speak."," První promluvila Líza :"
"thought","think","myslel","myslet","impf"," "" Never mind, "" he thought, "" I 'll drink some vodka and loosen up a bit."," To nic, myslel si, jen co se napiju vodky, hned se rozparádím."
"drink","drink","napiju","napít","pf"," "" Never mind, "" he thought, "" I 'll drink some vodka and loosen up a bit."," To nic, myslel si, jen co se napiju vodky, hned se rozparádím."
"drunk","drink","napil","napít","pf"," But when he had drunk the vodka and accompanied it with a gherkin, he did not loosen up, but rather became more gloomy."," Když se však napil vodky a snědl okurku, nejenže se nerozparádil, ale ještě víc se zakabonil."
"drink","drink","nepila","pít","impf"," Liza did not drink anything."," Líza nepila vůbec."
"laughed","laugh","smál","smát","impf"," Ostap laughed heartily and rubbed his cheek against his partner 's wet sleeve."," Ostap se srdečně smál a tulil se tváří k mokrému rukávu svého obchodního přítele."
"buy","buy","koupíte","koupit","pf"," "" Well, what would you buy, Pussy?"," "" No, co si koupíte, Milouši?"
"need","need","nepotřebujete","potřebovat","impf"," You do n't need any money at all."," Vy přece vůbec nepotřebujete peníze ..."
"give","give","nedával","dávat","impf"," You know, Pussy, I do n't think I 'll give you anything."," Víte, Milouši, snad abych vám nedával vůbec nic."
"take","take","vemu","vzít","pf"," I 'll take you on as a secretary, Pussy my lad."," Ale vemu si vás za sekretáře."
"said","say","řekl","říci","pf"," "" Mother! "" said Father Theodore with feeling."," "" Matičko! "" procítěně řekl otec Fjodor."
"observed","observe","poznamenala","poznamenat","pf"," "" I know, I know, "" observed the Tsaritsa, "" but merely at the wishes of your wife who sent you. """," "" Vím, vím, "" poznamenala královna, "" toliko z vůle ženy. """
"play","play","Zahrajem","zahrát","pf"," We 'll play sixty-six."," Zahrajem si dardu!"
"working","work","Pracoval","pracovat","impf"," He was working at the windowsill, since there still was no table in the room."," Pracoval na okně, protože stůl tu doposud nebyl."
"Tell","tell","Řekněte","říci","pf"," Tell him I want to see him."," Řekněte mu, že ho chci vidět."
"want","want","chci","chtít","impf"," Tell him I want to see him."," Řekněte mu, že ho chci vidět."
"see","see","vidět","vidět","impf"," Tell him I want to see him."," Řekněte mu, že ho chci vidět."
"hear","hear","Slyšíte","slyšet","impf"," Do you hear? """," Slyšíte? """
"said","say","řekl","říci","pf"," "" Elena Stanislavovna, "" said the mechanic, half-rising and pressing his hands to his chest, "" I will contact him. """," "" Heleno Stanislavovno, "" řekl zámečník a mechanik, vstal a ruku tiskl na srdce, "" najdu ho a navážu s ním spojení. """
"pressing","press","tiskl","tisknout","impf"," "" Elena Stanislavovna, "" said the mechanic, half-rising and pressing his hands to his chest, "" I will contact him. """," "" Heleno Stanislavovno, "" řekl zámečník a mechanik, vstal a ruku tiskl na srdce, "" najdu ho a navážu s ním spojení. """
"like","like","Nechtěl","chtít","impf"," "" Would you like some more stewed fruit? "" asked the fortune-teller, deeply touched."," "" Nechtěl byste ještě trochu kompotu? "" zeptala se dojatá věštkyně."
"asked","ask","zeptala","zeptat","pf"," "" Would you like some more stewed fruit? "" asked the fortune-teller, deeply touched."," "" Nechtěl byste ještě trochu kompotu? "" zeptala se dojatá věštkyně."
"leaving","leave","zanechali","zanechat","pf"," The partners ran off, leaving the astonished Liza in the room so abundantly furnished with Hambs chairs."," Společníci zanechali udivenou Lízu v pokoji plném Gambsova nábytku a zmizeli."
"said","say","povídal","povídat","impf"," "" If it were n't for me, "" said Ostap as they went downstairs, "" not a damn thing would get done."," "" Nebýt mě, "" povídal Ostap, když sestupovali po schodech, "" mohl byste to sbalit."
"Listen","listen","Poslouchejte","poslouchat","impf"," Listen!"," Poslouchejte!"
"said","say","pravil","pravit","pf"," "" One moment, "" said Ostap with a charming smile, "" there 's been a slight hitch. """," "" Okamžik, "" pravil Ostap s okouzlujícím úsměvem, "" maličká překážka. """
"warned","warn","upozornit","upozornit","pf"," You should have warned us."," Měli jste nás upozornit."
"refuse","refuse","Odmítám","odmítat","impf"," I refuse to pay the thirty roubles. """," Odmítám zaplatit těch třicet rublů. """
"pay","pay","zaplatit","zaplatit","pf"," I refuse to pay the thirty roubles. """," Odmítám zaplatit těch třicet rublů. """
"begins","begin","Začíná","začínat","impf"," Youth begins to bloom."," Začíná rozkvět mládí."
"collected","collect","sebere","sebrat","pf"," Having collected his tax like a bumblebee gathering spring honey, the tax collector flies away with a joyful hum to his district hive."," Když výběrčí daní sebere daň, jako sbírá včela jarní úplatek, s radostným bzukotem letí do svého obvodního úlu."
"collected","collect","sbírá","sbírat","impf"," Having collected his tax like a bumblebee gathering spring honey, the tax collector flies away with a joyful hum to his district hive."," Když výběrčí daní sebere daň, jako sbírá včela jarní úplatek, s radostným bzukotem letí do svého obvodního úlu."
"flies","fly","letí","letět","impf"," Having collected his tax like a bumblebee gathering spring honey, the tax collector flies away with a joyful hum to his district hive."," Když výběrčí daní sebere daň, jako sbírá včela jarní úplatek, s radostným bzukotem letí do svého obvodního úlu."
"demands","demand","žádá","žádat","impf"," It demands sacrifices."," Matrace si žádá obětí."
"needs","need","potřebuje","potřebovat","impf"," It needs a bookcase."," Matrace potřebuje poličku."
"arrived","arrive","Přijel","přijet","pf"," He finally arrived in the evening and found Vorobyaninov completely distraught."," Přijel až večer a našel maršálka bez sebe rozčilením."
"found","find","našel","najít","pf"," He finally arrived in the evening and found Vorobyaninov completely distraught."," Přijel až večer a našel maršálka bez sebe rozčilením."
"saw","see","viděl","vidět","impf"," I went to the bazaar and saw many Turkish clothes and shawls."," Byl jsem tu taky na trhu a viděl hodně tureckých šátků a jiných věcí."
"wanted","want","Chtěl","chtít","impf"," I wanted to buy you a present of a Mohammedan blanket, but I did n't have any money."," Chtěl jsem ti koupit moslimský závoj, jenomže jsem neměl za co."
"buy","buy","koupit","koupit","pf"," I wanted to buy you a present of a Mohammedan blanket, but I did n't have any money."," Chtěl jsem ti koupit moslimský závoj, jenomže jsem neměl za co."
"buy","buy","koupit","koupit","pf"," Then I thought that when we are rich ( it 's only a matter of days ) we 'll be able to buy the Mohammedan blanket."," Ale pak jsem si řekl, že ti přece můžu ten závoj koupit, až zbohatneme, a od toho nás dělí jen pár dní."
"forgot","forget","zapomněl","zapomenout","pf"," Oh, I forgot to tell you about two frightful things that happened to me here in Baku :"," Běda, maminko, zapomněl jsem ti napsat o dvou hrozných příhodách, které mě potkaly v Baku :"
"say","say","říkám","říkat","impf"," That 's why I say you should organize an international chess tournament in Vasyuki. """," Proto vám říkám : ve Vasjukách musíte uspořádat mezinárodní šachový turnaj. """
"organize","organize","uspořádat","uspořádat","pf"," That 's why I say you should organize an international chess tournament in Vasyuki. """," Proto vám říkám : ve Vasjukách musíte uspořádat mezinárodní šachový turnaj. """
"cried","cry","vykřikli","vykřiknout","pf"," "" How? "" they all cried."," "" Jakže? "" vykřikli všichni."
"deserted","desert","neopouštěla","opouštět","impf"," Hope never deserted him for a moment."," Naděje ho neopouštěla ani na chvíli."
"shouted","shout","vykřikl","vykřiknout","pf"," "" Ippolit Matveyevich! "" he shouted."," "" Hypolite Matějoviči! "" vykřikl."
"remained","remain","zůstal","zůstat","pf"," Ippolit Matveyevich remained at the Sorbonne Hotel and paced up and down the narrow gap between the two beds in agitation."," Vrabčinský zůstal v Sorbonně a v rozčilení přecházel mezi postelemi."
"paced","pace","přecházel","přecházet","impf"," Ippolit Matveyevich remained at the Sorbonne Hotel and paced up and down the narrow gap between the two beds in agitation."," Vrabčinský zůstal v Sorbonně a v rozčilení přecházel mezi postelemi."
"repeated","repeat","opakoval","opakovat","impf"," "" I ca n't do that, "" repeated Vorobyaninov, lowering his head."," "" Nemůžu, "" opakoval Vrabčinský se sklopenou hlavou."
"twirled","twirl","kroutili","kroutit","impf"," The citizens twirled their moustaches disbelievingly and argued with Polesov, quoting the Stargorod Truth."," Občané si nedůvěřivě kroutili kníry, dávali se s Polesným do debaty a odvolávali se na Staroměstskou pravdu."
"showed","show","ukazovaly","ukazovat","impf"," The clock showed five past ten."," Hodiny na něm ukazovaly deset a pět minut."
"Looking","look","podívali","podívat","pf"," Looking up at the Ryazan Station clock, with its zodiac dial, the travellers noted that it was five to ten."," A když se cestovatelé podívali na tmavomodrý ciferník Rjazaňského nádraží, zdobený znameními zvěrokruhu, zjistili, že ukazuje za pět minut deset."
"said","say","řekl","říci","pf"," "" Very convenient for dates, "" said Ostap."," "" Náramně příhodné místo na schůzky! "" řekl Ostap."
"hide","hide","neskrýval","skrývat","impf"," His pince-nez could not hide the sharply outlined bags underneath them."," Skřipec neskrýval ostře vyznačené pytlíky pod nimi."
"left","leave","zanechal","zanechat","pf"," The rapid change from the quiet life of a clerk in a district registry office to the uncomfortable, irksome existence of a diamond hunter and adventurer had left its mark."," Náhlý přechod od poklidného života přednosty újezdního matričního úřadu k nepohodlnému a strastiplnému životu lovce briliantů a dobrodruha zanechal na něm své stopy."
"started","start","začala","začít","pf"," Ippolit Matveyevich had become extremely thin and his liver had started paining him."," Vrabčinský hodně zhubl a začala ho pobolívat játra."
"losing","lose","ztrácel","ztrácet","impf"," Under the strict supervision of Bender he was losing his own personality and rapidly being absorbed by the powerful intellect of the son of a Turkish citizen."," Pod drsným Benderovým dohledem ztrácel svou osobitost a rychle se rozplýval v mohutném intelektu syna tureckého poddaného."
"kill","kill","Zabiju","zabít","pf"," "" I 'll kill you, mattress! """," "" Zabiju tě, matrace! """
"devoted","devote","věnoval","věnovat","impf"," After Chamberlain, to whom Gavrilin devoted half an hour, the international arena was taken by the American Senator Borah;"," Po Chamberlainovi, jemuž Gabriel věnoval půl hodiny, vystoupil na mezinárodní kolbiště americký senátor Borah."
"wrote","write","zapsali","zapsat","pf"," Both correspondents wrote :"," Dopisovatelé si rázem zapsali :"
"say","say","řekl","říci","pf"," It was only towards the end of his speech that he was able to suppress his second international nature and say in a good, businesslike way :"," A teprve ke konci projevu přemohl svou druhou, mezinárodní povahu a řekl prostě a věcně :"
"playing","play","hráli","hrát","impf"," Every hall, every room, and even the lightning-fast lifts were full of people thoughtfully playing chess on malachite encrusted boards."," V každém jeho sále, v každém pokoji a dokonce v každém výtahu, létajícím jako střela, seděli zamyšlení lidé a hráli šachy na šachovnicích vykládaných malachitem ..."
"led","lead","vedlo","vést","impf"," Marble steps led down to the blue Volga."," K modré Volze vedlo mramorové schodiště."
"explaining","explain","vysvětloval","vysvětlovat","impf"," While the interpreter was explaining to the chief editor what Comrade Arnaud wanted to know, Arnaud, in velvet plus fours, and all the other foreigners looked curiously at a red pen with a No. 86 nib which was leaning against the wall in the corner."," Zatímco tlumočník vysvětloval redaktorovi, co by rád věděl soudruh Arno, prohlížel si Arno v sametových cyklistických kalhotách spolu s ostatními cizinci s neobyčejným zájmem rudou násadku s perem čís. 86, která stála v koutě."
"touched","touch","sahalo","sahat","impf"," The nib almost touched the ceiling and the holder was as wide as an average man 's body at the thickest part."," Pero sahalo skoro až ke stropu a násadka docilovala ve své nejtlustší části šíře trupu průměrného člověka."
"write","write","psát","psát","impf"," It was quite possible to write with it;"," Tím perem by se dalo psát;"
"take","take","Nosí","nosit","impf"," She is able to take him things ..."," Nosí mu balíčky ..."
"show","show","ukázat","ukázat","pf"," I can show you my identification papers, if you want. """," Můžu vám konečně ukázat doklady ... """
"see","see","Vidíte","vidět","impf"," Do n't you see that the new chair that I am sitting on has made your acquisition many times more valuable? """," Vidíte, že nové křeslo, na němž sedím, mnohokrát zvýšilo hodnotu vašeho vynálezu. """
"sitting","sit","sedím","sedět","impf"," Do n't you see that the new chair that I am sitting on has made your acquisition many times more valuable? """," Vidíte, že nové křeslo, na němž sedím, mnohokrát zvýšilo hodnotu vašeho vynálezu. """
"leaned","lean","Naklonil","naklonit","pf"," Ostap leaned his head to one side and squinted."," Naklonil hlavu stranou a přimhouřil oči."
"torment","torment","Netrapte","trápit","impf"," "" Do n't torment the child, "" he said at length in his deep voice."," "" Netrapte dítě, "" zahřímal nakonec."
"brought","bring","nepřinesl","přinést","pf"," Why have n't you brought it? """," Proč jste je nepřinesl? """
"concluded","conclude","skončil","skončit","pf"," Vorobyaninov concluded his report to the unanimous laughter of his audience."," Vrabčinský skončil svůj referát za spontánního smíchu publika."
