"očišťovat se","impf","[]"
"očisťovat se","impf","[]"
"očistit se","pf","[cleanse]"
"odbývat","impf","[]"
"odbýt","pf","[brush off, send away, skimp, scant, bang out, scamp, dismiss]"
"odbývat se","impf","[]"
"odbýt se","pf","[]"
"odcestovat","pf","[depart]"
"odcizovat","impf","[]"
"odcizit","pf","[pirate, steal, alienate, abstract, estrange, purloin]"
"odcizovat se","impf","[]"
"odcizit se","pf","[drift apart, disaffect]"
"oddalovat","impf","[move away, move off]"
"oddálit","pf","[put back, zoom out]"
"oddalovat se","impf","[]"
"oddálit se","pf","[]"
"oddávat","impf","[]"
"oddat","pf","[tie, splice, wed, marry]"
"oddávat se","impf","[take on, wallow, revel, indulge]"
"oddat se","pf","[devote oneself to, give oneself up, abandon to]"
"oddechovat","impf","[]"
"oddychovat","impf","[breathe]"
"oddechnout","pf","[]"
"oddychnout","pf","[]"
"oddýchnout","pf","[]"
"oddělovat","impf","[separate, divide]"
"oddělit","pf","[disconnect, cut, separate, part, set off, decouple, lop, secede, isolate, disarticulate, split, sever, explode, separate off, divide, disjoin, set apart, sequester, disaffiliate, dissociate, clave, dissever, abstract, segregate, disassociate, detach, separate out]"
"oddělovat se","impf","[]"
"oddělit se","pf","[spin off, estrange]"
"odebírat","impf","[take, subscribe, sample]"
"odebrat","pf","[disenfranchise, take, detract, pick, take from, remove, take away, withdraw]"
"odebírat se","impf","[]"
"odebrat se","pf","[betake oneself, betake, go to]"
"odečítat","impf","[abate]"
"odčítat","impf","[deduct, subtract]"
"odečíst","pf","[deduct, subtract from sth, subtract]"
"odčíst","pf","[]"
"odehrávat","impf","[]"
"odehrát","pf","[happen]"
"odehrávat se","impf","[]"
"odehrát se","pf","[occur]"
"odcházet","impf","[leave, go, go away, quit, file out, depart]"
"odejít","pf","[come away, get-out, get along, go, be off, push off, depart from, walk away, secede, move off, walk out, exit, come off, retire, leave, go off, go out, go away, quit, stand down, vacate, depart, walk off]"
"odnímat","impf","[]"
"odejmout","pf","[amputate, strip, divest, derogate, bereave, ablate, abstract, deprive, take away, withdraw]"
"odepisovat","impf","[]"
"odpisovat","impf","[amortize, amortise]"
"odepsat","pf","[amortize, sign away, answer, write down, amortise, write off, reply, debit, write back]"
"odpírat","impf","[]"
"odepírat","impf","[]"
"odepřít","pf","[deny, withhold, refuse]"
"odesílat","impf","[]"
"odeslat","pf","[expedite, dispatch, submit, upload, forward, transmit, consign, dismiss, draw out, remit, post, send off, despatch, detach, send]"
"odevzdávat","impf","[deliver, hand in, present, hand over]"
"odevzdat","pf","[give, submit, make over, commit, transmit, deliver, consign, turn over, pay, hand over, refer, impart, hand in, present, render, hand, surrender]"
"odevzdávat se","impf","[]"
"odevzdat se","pf","[]"
"odhadovat","impf","[gauge, appraise, guess, approximate, estimate, calculate, judge, reckon]"
"odhadnout","pf","[gauge, numeralise, figure, size up, outguess, approximate, forecast, numeralize, tax, extrapolate, compute, number, measure, assess, guess, appraise, rate, estimate, survey, judge, calculate, value, evaluate, make]"
"odhalovat","impf","[discover, reveal, unfold]"
"odhalit","pf","[reveal, uncloak, declare, open up, unveil, show, detect, find out, strip, bewray, divulge, bare, exhibit, discover, unlock, break, display, denudate, bring to light, show up, uncover, develop, unbosom, expose, unmask, disclose, denounce, denude, debunk, impart, unearth, unroll, open, unfold]"
"odhazovat","impf","[cast away, throw off]"
"odhodit","pf","[drop, discard, ditch, throw away, dispose, dump, chuck, fling away, fling, toss, cast off]"
"odházet","pf","[]"
"odhlasovat","pf","[pass, carry, take a poll, vote]"
"odhodlávat se","impf","[]"
"odhodlat se","pf","[resolve]"
"odjíždět","impf","[leave, go away, quit, depart, remove]"
"odjet","pf","[move, get along, go, drive away, roar off, remove, exit, drive off, leave, ride away, go away, quit, depart]"
"odejet","pf","[]"
"odkazovat","impf","[link]"
"odkázat","pf","[hand down, will, refer, leave, bequeath, devise]"
"odkazovat se","impf","[reference]"
"odkázat se","pf","[]"
"odkládat","impf","[defer, procrastinate, put aside, hold off, lay aside, hold over, lay away, take off, postpone, put off]"
"odložit","pf","[put away, discard, defer, put back, hold out, lay by, shelve, put off, cast off, remove, lay aside, sidestep, table, suspend, cast aside, adjourn, hold off, takeoff, doff, take off, stay, reprieve, put aside, delay, remit, transfer, abort, lay down, hold over, lay over, postpone, scrapping]"
"odkupovat","impf","[]"
"odkoupit","pf","[buy back, buy, purchase, repurchase]"
"odkrývat","impf","[]"
"odkrýt","pf","[discover, reveal, uncloak, declare, open up, break, detect, uncover, disclose, expose, revelate, impart, divulge, unearth, bare, open]"
"odkrývat se","impf","[]"
"odkrýt se","pf","[]"
"odletovat","impf","[]"
"odletět","pf","[depart, take off, fly away]"
"odlétnout","pf","[]"
"odlišovat","impf","[distinguish, difference]"
"odlišit","pf","[differentiate, distinguish, denature, vary]"
"odlišovat se","impf","[differentiate, be different, vary, differ]"
"odlišit se","pf","[]"
"odměňovat","impf","[reward, renumerate, remunerate, pay, compensate]"
"odměnit","pf","[reward, renumerate, award, remunerate, gratify, pay, recompense, requite, compensate]"
"odměňovat se","impf","[]"
"odměnit se","pf","[reward]"
"odmítat","impf","[deprecate, resent, disclaim, brush aside, renounce, give up, refuse, abandon, reject, decline, scorn, relinquish, disown, turn down]"
"odmítnout","pf","[rebuff, pass up, renege, repulse, baulk, condemn, fob off, negative, dishonor, refuse, reject, repudiate, cashier, decline, snub, deny, disclaim, dismiss, damn, recuse, repel, withhold, waive, dishonour, turn down, spurn]"
"odmlčovat se","impf","[]"
"odmlčet se","pf","[]"
"odnášet","impf","[take away, remove, carry away]"
"odnést","pf","[takeoff, bear away, wash away, carry off, bring from, take away, carry away]"
"odnášet si","impf","[]"
"odnést si","pf","[]"
"odolávat","impf","[bear up, withstand, stick it out, put up with, resist, overcome, endure, sustain, stand firm, hold]"
"odolat","pf","[withstand, repel, resist, stand up to, hold out, weather, overcome]"
"odpadávat","impf","[fall off, fall back]"
"odpadnout","pf","[backslide, apostatize, tergiversate, fall off, drop out, secede]"
"odpočinout si","pf","[relax]"
"odpočívat","impf","[rest, recline, retire, relax, repose, lie, be at rest]"
"odpočinout","pf","[spell, rest, relax]"
"odporovat","impf","[withstand, dispute, contradict, disagree, resist, act as opponent, oppose, contravene, antagonize, counter]"
"odpoutávat","impf","[]"
"odpoutat","pf","[let loose, untie, unbind, unshackle, loose]"
"odpoutávat se","impf","[]"
"odpoutat se","pf","[]"
"odpovídat","impf","[accountable, be, talk back, accord, match, coincide, agree, correspond, fit, answer, live up, conform, reply, respond, quadrate coincide]"
"odpovědět","pf","[come in, answer, rejoin, say, counter, reply, respond, return, correspond, quadrate coincide]"
"odpovídat se","impf","[]"
"odrazovat","impf","[discourage, dissuade]"
"odradit","pf","[deter, daunt, turn off, dishearten, discourage, put off, dissuade]"
"odrážet","impf","[reflect, echo, reverberate]"
"odrazit","pf","[loft, recoil, bounce, repulse, bound, ward off, push off, ward, resile, parry, spring, reflect, carom, rebound, repel, intercept, fend off, ricochet, fend, rebut]"
"odrážet se","impf","[bounce]"
"odrazit se","pf","[bounce]"
"odročovat","impf","[]"
"odročit","pf","[reprieve, adjourn, prorogue, postpone, retard]"
"odřezávat","impf","[crop]"
"odříznout","pf","[cut off, truncate, insulate, sever, dissever, cut away, lop]"
"odřezat","pf","[]"
"odskakovat","impf","[bounce]"
"odskočit","pf","[bounce back, spring, dap, rebound, recoil, bounce, bound, ricochet, resile]"
"odskakovat si","impf","[]"
"odskočit si","pf","[nip off, nip off to the loo]"
"odsuzovat","impf","[deplore, reprehend, deprecate, criticize, criticise, censure, decry, condemn, excoriate, dispraise, denounce, objurgate]"
"odsoudit","pf","[sentence, deplore, doom, condemn, denounce, damn, criticize, criticise, reprobate, decry, adjudge, judge, convict]"
"odsouhlasit","pf","[reconcile, approve, agree]"
"odsunovat","impf","[move away, move off]"
"odsouvat","impf","[]"
"odsunout","pf","[cast aside, push back, defer, displace, hold off, push off, push aside, shelve, relegate, bulldoze, put aside, delay, remit, transfer, evacuate, reserve, postpone, table]"
"odstartovat","pf","[lift off, get started, start, blast off, launch]"
"odstavovat","impf","[]"
"odstavit","pf","[put away, put aside, ablactate, shut down, wean]"
"odstěhovat","pf","[move out]"
"odstěhovat se","pf","[]"
"odstupovat","impf","[abdicate]"
"odstoupit","pf","[back off, demit, concede, renounce, cede, back down, step down, abdicate, vacate, step aside, resign, surrender, assign, withdraw]"
"odstraňovat","impf","[move aside, send away, make leave, eliminate, ablate, push aside, remove, take away, withdraw]"
"odstranit","pf","[put away, abolish, shift, excise, eliminate, banish, takeout, cure, delete, push aside, remove, take out, move aside, rectify, discharge, dissolve, ablate, abrogate, sweep, do away with, clear, get out, abstract, take off, dismantle, obviate, clear away, oust, put aside, retrieve, dispose, take away, withdraw]"
"odstrkovat","impf","[]"
"odstrkávat","impf","[punt]"
"odstrčit","pf","[push back, push away, push aside, push]"
"odtahovat","impf","[abducts]"
"odtáhnout","pf","[draw, pull away, withdraw]"
"odtahovat se","impf","[]"
"odtáhnout se","pf","[]"
"odtrhávat","impf","[]"
"odtrhovat","impf","[]"
"odtrhnout","pf","[tear away, rive, tear-off, tear, sever, rip, detach, tear off, pull away]"
"odtrhávat se","impf","[]"
"odtrhovat se","impf","[]"
"odtrhnout se","pf","[come off, break away]"
"odůvodňovat","impf","[]"
"odůvodnit","pf","[substantiate, justify, warrant]"
"odvádět","impf","[remit, lead away, take away]"
"odvést","pf","[lead off, lead away, divert, bear off, drive, enlist, drain, take away, distract, walk off]"
"odvážet","impf","[drive away, take away, carry away]"
"odvézt","pf","[move, takeoff, bear away, drive away, cart away, take away, carry away]"
"odvětit","pf","[rejoin, reply, respond, return, riposte]"
"odvinovat","impf","[]"
"odvíjet","impf","[wind off, unreel, unwind, reel, reel off]"
"odvinout","pf","[wind off, unreel, uncoil, unroll, unwind, reel off, wind]"
"odvíjet se","impf","[unfold]"
"odvinout se","pf","[unreel, unwind]"
"odvozovat","impf","[infer, deduce, derive]"
"odvodit","pf","[elicit, evolve, induce, extract, infer, educe, deduce, inferred, draw, spin off, derive, drain]"
"odvolávat","impf","[invoke, appeal]"
"odvolat","pf","[cancel, abjure, abolish, revoke, break off, put off, relieve from office, remove, call back, recant, undo, retire, unsay, recall, rescind, repeal, suspend, abrogate, swallow, break, disclaim, appeal, invalidate, reverse, back down, unmake, countermand, call, annul, call off, cry off, retract, take back, withdraw, backtrack]"
"odvolávat se","impf","[refer]"
"odvolat se","pf","[appeal]"
"odvracet","impf","[prevent, stave off, preclude, avert]"
"odvrátit","pf","[parry, deter, stave off, keep off, divert, head off, turn away, ward off, turn, avert, foil, distract]"
"odvracet se","impf","[]"
"odvrátit se","pf","[]"
"odvysílat","pf","[]"
"ohlašovat","impf","[report, herald, announce, usher in]"
"ohlásit","pf","[call, delate, denote, report, herald, bill, announce, notify, understate, register]"
"ohlašovat se","impf","[]"
"ohlásit se","pf","[announce oneself, enroll, register]"
"ohlížet se","impf","[look back]"
"ohlédnout se","pf","[look back]"
"ohodnocovat","impf","[]"
"ohodnotit","pf","[range, mark down, valuate, measure, assess, appreciate, rate, appraise, price, grade, estimate, rank, place, evaluate, qualify, value, order]"
"ohromovat","impf","[]"
"ohromit","pf","[perplex, mystify, stupify, discombobulate, consternate, strike dumb, stagger, stun, asnish, astound, fox, confuse, flummox, get, beat, surprise, dumbfound, fuddle, amaze, enthrall, bewilder, flabbergast, confound, gravel, dismay, throw, transfix, puzzle, bedevil, baffle, astonish, befuddle, nonplus, stupefy]"
"ohrožovat","impf","[imperil, jeopardise, threaten, peril, jeopardize, menace, endanger]"
"ohrozit","pf","[imperil, jeopardise, threaten, commit, jeopard, peril, jeopardize, compromise, endanger, menace]"
"ohřívat se","impf","[]"
"ohřávat se","impf","[]"
"ohřát se","pf","[warm up]"
"ohřívat si","impf","[]"
"ohřávat si","impf","[]"
"ohřát si","pf","[]"
"ohřívat","impf","[warm up]"
"ohřávat","impf","[]"
"ohřát","pf","[heat, warm, warm up, heat up, reheat]"
"ochraňovat","impf","[defend, guard, protect, preserve, safeguard]"
"ochránit","pf","[insulate, forfend, defend, save, protect]"
"ochromovat","impf","[]"
"ochromit","pf","[hog-tie, benumb, numbed, nobble, paralyze, stun, paralyse, wither, cripple, hamstring, numb, lame]"
"ochutnávat","impf","[taste]"
"ochutnat","pf","[taste, savor, enjoy, try, sample, savour]"
"okouzlovat","impf","[charm]"
"okouzlit","pf","[ravish, spell, enrapture, enamour, spellbind, enthrall, transport, enamor, fascinate, beguile, captivate, charm, enchant, mesmerise, witch, bewitch, mesmerize, enthral, delight]"
"okrádat","impf","[prey, rob]"
"okrást","pf","[rob, rip off, rip]"
"oloupávat","impf","[]"
"oloupnout","pf","[]"
"oloupat","pf","[pare, peel, skin, rind, scale, hull, decorticate]"
"oloupávat se","impf","[]"
"oloupnout se","pf","[]"
"oloupat se","pf","[]"
"oloupit","pf","[rob, despoil, rifle]"
"omezovat","impf","[throttle, hold down, stint, bound, inhibit, keep down, confine, restrict, trammel, delimit, skimp, fetter, limit, restrain]"
"omezit","pf","[throttle, localize, cut, abridge, scale down, restrict, confine, curb, trammel, scale back, shorten, abate, constrict, restrain, limit, define, narrow, qualify, reduce, stint, bound, contract, constrain, straiten, diminish, decrease, tie down, cut down, delimit, modify, put down, stop, prune, circumscribe, terminate, curtail, retrench, cut down on]"
"omezovat se","impf","[]"
"omezit se","pf","[]"
"omlouvat","impf","[excuse, beg off, condone, justify, rationalise, apologise, apologize, rationalize]"
"omluvit","pf","[excuse, forgive, justify, pardon, exculpate, warrant, apologize]"
"omývat","impf","[bathe, elutriate, wash]"
"omýt","pf","[wash off, wash]"
"onemocnět","pf","[be taken ill, become ill, sicken, fall ill, take sick, contract, get, fall sick, take ill, come down with, sick, be taken sick]"
"opakovat","impf","[replicate, rehearse, double, echo, retell, replay, duplicate, come again, reproduce, reiterate, take over, restate, loop, re-echo, review, repeat, iterate]"
"opakovat se","impf","[recur]"
"opatřovat","impf","[]"
"opatřit","pf","[obtain, fit out, punctuate, interline, annotate, store, secure, supply, furnish, provide, find, get, purvey, raise, procure]"
"operovat","impf","[operate]"
"opíjet","impf","[]"
"opít","pf","[inebriate, fuddle, intoxicate, get drunk]"
"opíjet se","impf","[get tight, tope, become tipsy, get drunk, drink]"
"opít se","pf","[get drunk]"
"opřít","pf","[rest, lean, prop, support]"
"opřít se","pf","[lean, lean back]"
"oprat","pf","[wash, rinse]"
"oprat se","pf","[]"
"opisovat","impf","[plagiarize, copy down, copy out, lift, copy, describe, plagiarise]"
"opsat","pf","[transcribe, circumscribe, copy, describe]"
"oplývat","impf","[abound, brim over, teem]"
"opomíjet","impf","[leave out, marginalize]"
"opomenout","pf","[fail, pass up, leave out, omit, neglect]"
"opominout","pf","[drop, overlook, overleap, pretermit, omit, miss, neglect]"
"opouštět","impf","[abandon, leave, desert]"
"opustit","pf","[drop, shelve, forsake, exit, abandon, desolate, leave, plant, relinquish, quit, vacate, desert, throw up, walk out on]"
"opravovat","impf","[repair, recover, correct, restore, amend, right, bushel, doctor, reform, fix, revise, adjust, mend]"
"opravit","pf","[repair, correct, careen, update, refit, supply, rectify, make good, fix, repeat, retouch, restore, amend, refresh, remedy, right, bushel, doctor, emend, recondition, redress, renovate, revise, adjust, overhaul, improve, inspect, touch up, retrieve, survey, mend]"
"opravňovat","impf","[entitle, warrant]"
"oprávnit","pf","[entitle, authorise, pass, justify, enable, clear, warrant, authorize, qualify]"
"osazovat","impf","[]"
"osadit","pf","[populate, fix, colonize, plant, settle]"
"oslabovat","impf","[]"
"oslabit","pf","[attenuate, dilute, water down, defuse, rebate, enervate, depress, weaken, whittle away, devitalize, damp, drain, enfeeble, allay, devitalize,, devitalise, disable, debilitate, extenuate, emasculate, impair]"
"oslavovat","impf","[solemnize, exalt, celebrate, commemorate, herald, glorify, rejoice, acclaim, hail, fete]"
"oslavit","pf","[solemnize, celebrate, party]"
"oslovovat","impf","[address, reach out, speak to, title]"
"oslovit","pf","[address, question, accost, apostrophize, speak to]"
"osolit","pf","[salted, salt, salinate]"
"osušovat","impf","[]"
"osoušet","impf","[]"
"osušit","pf","[wipe, dry, wipe dry]"
"ostřelovat","impf","[sharpshoot, shell, strafe, snipe, bombard, blast]"
"osvědčovat","impf","[]"
"osvědčit","pf","[witness, approve, certify, bear witness, attest, validate]"
"osvědčovat se","impf","[]"
"osvědčit se","pf","[prove, rise to the occasion]"
"osvětlovat","impf","[brighten, illumine, light, illume, lighten, light up, elucidate, illuminate]"
"osvětlit","pf","[brighten, clarify, irradiate, illumine, light, illume, lighten, light up, shed light on, elucidate, illuminate, lighten up]"
"osvobozovat","impf","[unloose, emancipate, release, loose, liberate relieve exempt, set free, liberate, free]"
"osvobodit","pf","[release, deliver, set free, liberate, manumit, affranchise, emancipate, discharge, unchain, liberate relieve exempt, free, rescue, acquit, dispense, relieve, exonerate, liberated, unfetter, unloose, cut loose, disengage, unbind, loose, exempt, enfranchise, absolve]"
"osvobozovat se","impf","[]"
"osvobodit se","pf","[free oneself, emancipate, disentangle oneself, disengage oneself]"
"osvojovat","impf","[]"
"osvojit","pf","[adopt, absorb]"
"ošetřovat","impf","[tend, care for, see to, attend, service, foster, nurse, nursed, look after, care, attend to, take care of]"
"ošetřit","pf","[dress, treat]"
"otáčet","impf","[rotate, swivel, spin, pivot, turn, revolve, twist, whirl]"
"otočit","pf","[flip over, rotate, turn around, bend, spin, turn over, turn, slue, revolve, slew]"
"otáčet se","impf","[rotate, gyrate, swivel, spin, pivot, twirl, turn, turn round, revolve, reel, whirl]"
"otočit se","pf","[turn, turn round]"
"otázat se","pf","[enquire, ask]"
"otvírat","impf","[open]"
"otevírat","impf","[open]"
"otevřít","pf","[unlock, open up, unfurl, start, unclose, unbolt, undo, throw, reopen, inaugurate, unseal, begin, open, unbar]"
"otvírat se","impf","[]"
"otevírat se","impf","[]"
"otevřít se","pf","[fly open, open]"
"otírat","impf","[wipe, wipe out]"
"otřít","pf","[wipe, wipe out, rub]"
"otírat se","impf","[nuzzle]"
"otřít se","pf","[]"
"otiskovat","impf","[]"
"otisknout","pf","[impress, print, imprint]"
"otiskovat se","impf","[]"
"otisknout se","pf","[]"
"otravovat","impf","[chevvy, chevy, annoy, chivy, rile, harry, devil, nettle, beleaguer, harass, plague, chivvy, nag, provoke, hassle, irritate, trouble, rag, persecute, contaminate, tire, nark, worry, bother, poison, pester, vex, beset, bore, badger, tease, gravel, molest, bug, discomfort, rub the wrong way, chafe, niggle, spam]"
"otrávit","pf","[worry, taint, bother, poison, sicken, pester, empoison, envenom, disgust, bore, contaminate]"
"otravovat se","impf","[]"
"otrávit se","pf","[]"
"otřásat","impf","[jolt]"
"otřást","pf","[rock, shake, thrill, concuss, shatter, unsettle]"
"otřásat se","impf","[joggle]"
"otřást se","pf","[]"
"ověřovat","impf","[prove, examine, check]"
"ověřit","pf","[authenticate, prove, test, certify, 𐐽𐐯𐐿, verify, check up, check, attest, check out, validate]"
"ovládat","impf","[govern, regulate, possess, rule, control, actuate, handle, run, sway, check, rein, command, dominate, manage, tutor, operate, wield, overmaster, manipulate]"
"ovládnout","pf","[contain, overrun, take into possession, seize, possess, capture, control, master, cope, dominate, engross, take possession, overmaster]"
"ovládat se","impf","[]"
"ovládnout se","pf","[compose oneself]"
"ovlivňovat","impf","[lobby, affect, work, influence]"
"ovlivnit","pf","[rig, impress, get to, impinge, affect, work, bias, sway, influence]"
"ozdobovat","impf","[]"
"ozdobit","pf","[decorate, emblazon, embellish, ornament, trim, bedeck, grace, garnish, apparel, beautify, adorn, festoon]"
"označovat","impf","[denote, distinguish, indicate, mark, designate]"
"označit","pf","[inscribe, denominate, flag, stud, sign, stamp, point, highlight, denote, indicate, term, tag, brand, qualify, designate, pinpoint, hallmark, nail, signify, label, denounce, route, earmark, name, stigmatize, describe, mark]"
"oznamovat","impf","[denote, proclaim, report, announce]"
"oznámit","pf","[delate, inform, communicate, declare, tell, let know, disclose, announce, notify, understate, apprise, denote, advise, proclaim, publish, report, herald, apprize, give out, announcement]"
"ozývat se","impf","[resound, be heard, echo, respond]"
"ozvat se","pf","[resound, be heard, get in touch, speak up, respond]"
"oženit","pf","[wed, marry]"
"oženit se","pf","[get married, wive, wed, marry, espouse, conjoin]"
"ožívat","impf","[]"
"ožít","pf","[]"
"oživovat","impf","[]"
"obživovat","impf","[]"
"oživit","pf","[brisk up, revitalise, animate, resuscitate, revitalize, enliven, raise, perk, revivify, revive, vitalise, liven, vivify, ginger up, quicken, jazz up, recreate, reanimate, liven up, regenerate, invigorate, inspirit, reinvigorate, retrieve, boost, vitalize, upraise, resurrect]"
"obživit","pf","[]"
"padat","impf","[drop, fall over, plummet, descend, precipitate, rain, hang, beat down, sink, fall off, fall, droop, snow, fall asleep]"
"padnout","pf","[drop, fall over, plummet, fall off, fit, come down, lapse, fall down, keel, fall, light, flop, tumble, pitch, collapse, fall asleep, sit]"
"páchat","impf","[perpetrate]"
"páchnout","impf","[reek, smell, have a foul smell, stink]"
"paličkovat","impf","[]"
"pálit","impf","[burn, distill, nettle, tingle, distil, burn out, burn up, smart, blaze, bang, bite, bake, fire, burn down, shoot, scorch, incense]"
"pálit se","impf","[]"
"pamatovat","impf","[remember, recollect, think, recall]"
"pamatovat se","impf","[]"
"panovat","impf","[obtain, govern, reign, rule, prevail, dominate, domineer, sit enthroned]"
"pátrat","impf","[inquire, hunt, cast about, fossick, hunt for, scan, delve, investigate, seek, prospect, search, pry, enquire]"
"péci","impf","[bake, fry, roast]"
"péct","impf","[bake, fry, roast]"
"péci se","impf","[fry]"
"péct se","impf","[]"
"pečovat","impf","[mother, mind, tend, care for, take care, service, keep, foster, nurse, look after, nurture, care]"
"pěstovat","impf","[grow, till, prosecute, produce, nurture, breed, rear, tend, pursue, encourage, culture, plant, foster, raise, nurse, cultivate, farm, train]"
"pět","impf","[5, v, sing, five]"
"píchat","impf","[prick, prickle, stitch, quilt, pique, stab, pick, stick, sting, poke at, pierce, point]"
"píchnout","pf","[stitch, pink, quilt, jab, sting, prick, pique, stab, pick, puncture, bite, stick, inject, pierce]"
"píchat se","impf","[]"
"píchnout se","pf","[]"
"pískat","impf","[hiss, wheeze, whistle, hoot, chirk]"
"písknout","pf","[whistle]"
"pít","impf","[tipple, gulp, quaff, booze, imbibe, fuddle, suck, drink]"
"plakat","impf","[shed tears, greet, bill, cry, poster, handbill, weep, placard]"
"plánovat","impf","[schedule, plot, mean, design, project, plan, map out, contrive]"
"platit","impf","[obtain, hold true, be in force, shell out, defray, count, pay, serve, toll, be valid, hold, be intended, be legal, stand, refund, ante up]"
"plavat","impf","[float, rise, swim, drift]"
"plovat","impf","[]"
"plést","impf","[mix up, twine, mislead, plait, wreathe, confuse, braid, knit, butt, lead astray, twist, deceive, weave]"
"plést se","impf","[err, make mistakes, interfere, be mistaken, meddle, dabble]"
"plnit","impf","[fill up, obey, perform, fill, fulfil, observe]"
"plnit se","impf","[]"
"plout","impf","[navigate, flit, move, sail, cruise, steer, float, be bound, swim]"
"plynout","impf","[result, go by, elapse, lapse, imply, pass, slip, arise, go past, follow, flow]"
"pobavit","pf","[entertain, amuse, divert, tickle, distract, recreate]"
"pobavit se","pf","[have fun, get a kick out of, laugh]"
"pobíhat","impf","[run around]"
"pobírat","impf","[receive, get]"
"pobrat","pf","[]"
"pobuřovat","impf","[incite, agitate]"
"pobouřit","pf","[rouse, roil, irritate, outrage, agitate, work up, incense]"
"pobuřovat se","impf","[]"
"pobouřit se","pf","[]"
"pobývat","impf","[sojourn, stop, dwell, stay]"
"pobýt","pf","[remain, stay]"
"pociťovat","impf","[feel, experience]"
"pocítit","pf","[feel, sense, experience]"
"počínat se","impf","[]"
"počínat si","impf","[behave, act]"
"počínat","impf","[conceive, begin]"
"počít","pf","[gestate, beget, conceive, begin, pregnant]"
"počítat","impf","[cipher, allow, numerate, figure, charge, count, compute, number, envisage, rely, cypher, enumerate, calculate, reckon, tally, account]"
"počkat","pf","[hold on, wait, delay, intermit, break, linger, hang on, wait for, wait a little, pause]"
"podařit se","pf","[prosper, bring off, succeed, manage]"
"podávat","impf","[submit, pass, spin, administer, serve, hand]"
"podat","pf","[submit, prefer, reach, deliver, consign, serve, hand over, offer, file, administer, bear, exhibit, lend, render, put forward, hand, tender, give, move, pass, complain, toss, extend, lodge, hand in, present]"
"podávat si","impf","[work over]"
"podat si","pf","[]"
"podceňovat","impf","[underestimate, minimize, misprize, undervalue, disparage, deprecate, underrate, derogate, denigrate, belittle, downgrade, depreciate]"
"podcenit","pf","[underestimate, undervalue, underprize, underrate, underplay]"
"poděkovat","pf","[thank]"
"poděkovat se","pf","[thank]"
"podělovat se","impf","[]"
"podělit se","pf","[share]"
"podělovat","impf","[]"
"podělit","pf","[share, portion out, allot]"
"podpisovat","impf","[subscribe, sign, underwrite]"
"podepisovat","impf","[sign]"
"podepsat","pf","[confirm, inscribe, ratify, subscribe, ink, sign, undersign, underwrite, endorse]"
"podpisovat se","impf","[]"
"podepisovat se","impf","[]"
"podepsat se","pf","[sign]"
"podezírat","impf","[suspect]"
"podezřívat","impf","[suspect]"
"podílet se","impf","[participate, give a share in, involve]"
"podívat se","pf","[see, view, have a perv, refer, have a look, look at, look, take a look]"
"podivovat se","impf","[wonder]"
"podivit se","pf","[be surprised, be amazed, be dumbfounded, be astonished]"
"podkládat","impf","[]"
"podložit","pf","[pad, bolster, underlay]"
"podléhat","impf","[be subject, succumb]"
"podlehnout","pf","[yield, sag, yield to, succumb, surrender]"
"podmiňovat","impf","[condition]"
"podmínit","pf","[condition, qualify]"
"podněcovat","impf","[fuel, instigate, impel, incentivise, actuate, urge, promote, propel, encourage, incite, provoke, motivate, exhort, press, move, prod, excite, arouse, stir up, stimulate, inspire, foment, goad, whip up, prompt, abet, draw on]"
"podnítit","pf","[ignite, galvanize, excite, titillate, arouse, quicken, stimulate, commove, incite, spur on, provoke, inspire, spark off, raise, kindle, prompt]"
"podnikat","impf","[run a business, transact business]"
"podniknout","pf","[take, undertake]"
"podobat se","impf","[be similar, be like, approximate, resemble, look like]"
"podotýkat","impf","[]"
"podotknout","pf","[point out, remark, comment, observe, notice]"
"podporovat","impf","[patronise, keep up, facilitate, plump, sponsor, maintain, back, indorse, hold up, favour, advance, second, promote, encourage, prop, raise, uphold, put forward, side, subscribe, patronize, undergird, fostered, comfort, endorse, backpack, foster, keep, assist, back up, boost, further, support, abet, sustain, countenance, backpack (business)]"
"podpořit","pf","[boost up, brace up, back, undergird, indorse, comfort, second, endorse, subsidize, strengthen, bolster, boost, support, sustain, succour]"
"podražovat","impf","[]"
"podražit","pf","[]"
"podrobovat","impf","[]"
"podrobit","pf","[reduce, remit, submit, subject, subdue, subjugate, quash, undergo, repress]"
"podrobovat se","impf","[obey]"
"podrobit se","pf","[knock under, obey, submit, yield, knuckle under, knuckle down, eat humble pie, bow, undergo]"
"podržet","pf","[hold]"
"podržet se","pf","[]"
"podržet si","pf","[withhold, retain]"
"podřizovat","impf","[]"
"podřídit","pf","[subordinate, conform, subject, conform to]"
"podřizovat se","impf","[]"
"podřídit se","pf","[subserve, obey, submit, conform, yield, eat humble pie, succumb]"
"podstupovat","impf","[]"
"podstoupit","pf","[take, submit, endure, assume, cede, undergo]"
"podtrhávat","impf","[]"
"podtrhovat","impf","[]"
"podtrhnout","pf","[stress, feature, underline, underscore, punctuate, set off]"
"podtrhat","pf","[]"
"pohádat se","pf","[quarrel]"
"pohánět","impf","[propel, driven, impel, hustle, actuate, drive, push]"
"pohnat","pf","[]"
"pohladit","pf","[pat, caress, stroke]"
"pohlcovat","impf","[occlude, adsorb, imbibe, absorb]"
"pohltit","pf","[swallow, gorge, swallow up, engulf, devour, absorb, gobble]"
"pohlížet","impf","[regard]"
