"postpone","postpone","pf"," At its 23rd session on 1 and 2 February 1960, the Euratom Council proposed unanimously that the Commission postpone not only the levying of the charge ( intended to cover the operating expenditure of the Euratom Supply Agency ) but also the actual introduction of the said charge."
"endow","endowed","impf"," If it is clear that data protection authorities can exercise with regard to the SIS II all the supervisory competences they are endowed with under the Directive, the cooperation of these authorities can cover broad aspects of the supervision of the SIS II, including the tasks of the existing JSA as developed in Article 115 of the Schengen Convention."
"facilitate","facilitate","pf"," It should be added therefore in the Article 12 of the proposals that the Commission should regularly propose the implementation of new technologies which represent the state of the art in this field and which will enhance data protection and security levels, as well as facilitate the tasks of the national authorities which have access to these data."
"locate","located","pf"," One can suppose that the need to "" request "" information was justified by the cases where the data subject cannot be informed because he is not located."
"rob","rob","pf"," They 're all looking to rob me blind 24 hours a day."
"cause","causing","impf"," Revenue from services provided by the Joint Research Centre to other services of the Commission on a competitive basis, causing supplementary appropriations — Assigned revenue | p.m p.m"
"conceive","conceived","pf"," it elaborates ( specifies or adds to ) the lex generalis but is not conceived as an exception from it."
"delete","deleted","pf"," That means that even if Europol or Eurojust have an access to these data, this is not sufficient ground for maintaining them in the system ( for instance, once a wanted person has been extradited, the data should be deleted, even if they could be useful for Europol )."
"reallocate","reallocated","pf"," [ 10 ] In connection with the release of the conditional billion, a balance of EUR 123 million was reallocated to the regional envelope in February 2006 on the basis of corrigendum no 1 ( dated 1 February 2006 ) to ACP-EC Council Decisions Nos 6 and 7 of 22 November 2005."
"switch","switched","pf"," And to play it safe, I switched job titles again ... and made myself Food and Beverage Director."
"head","heading","impf"," We need to ensure rapid technology transfer and we need to make sure that the developing countries also make commitments to check the development for which they are currently heading."
"transform","transformed","pf"," The Schengen provisions elaborated in an intergovernmental framework will be fully transformed in classic European law instruments."
"total","totalled","impf"," The initial allocation for the ( current ) 9th EDF, which originally totalled EUR 10555, 15 million, has since been increased by an amount of EUR 105 million in 2004, which was released by the EIB in accordance with the provisions of Council Decision 2003/ 583/ EC [ 3 ]."
"pursue","pursues","impf"," European Union environment policy pursues the following objectives :"
"advise","advises","impf"," The EDPS advises that decisions with a substantial impact on data protection like for instance access to and introduction of data, exchange of supplementary information, quality of data and compatibility between alerts, technical compliance of national copies, etc."
"design","designed","impf"," 3. specially designed or rated for operating in an electro-magnetic pulse ( EMP ) environment."
"define","defined","pf"," Enrolment is a critical step in the overall process of biometric identification and cannot be only defined by annexes or further sub-group discussions as it will directly condition the end-result of the process i.e."
"bust","busted","pf"," You 're totally gonna get busted."
"make","make","impf"," In order to make these rights effective, the Regulation should provide for a precise moment where the information should be given, depending from the authority who issued the alert."
"fulfil","fulfil","pf"," It is an important provision that should, for instance, not make it impossible for the police to fulfil its legal obligations under national law to disclose information to immigration services or taxation authorities."
"hear","hear","impf"," Karl, do you hear me?"
"determine","determining","pf"," For instance, asylum authorities have access to immigration data "" for the purpose of determining whether an asylum applicant has stayed illegally in another Member State ""."
"accord","according","impf"," There are, according to this structure three different combinations of lex generalis and lex specialis."
"forfeit","forfeited","pf"," Council Regulation ( EEC ) No 352/ 78 of 20 February 1978 on the crediting of securities, deposits and guarantees furnished under the common agricultural policy and subsequently forfeited ( OJ L 50, 22.2.1978, p. 1 )."
"control","controlled","impf"," Its permanency is not absolute and need to be controlled."
"confer","conferred","impf"," Therefore, it must be considered that national data protection authorities can exercise, with regard to the SIS II all the competences conferred to them by Article 28 of the Directive 95/ 46/ EC, including checking the lawfulness of a data processing."
"conduct","conducted","impf"," The JSA Schengen has conducted a comprehensive study [ 10 ] on that matter and came up with recommendations that "" policy makers should consider harmonising the reasons for creating an alert in the different Schengen States ""."
"earmark","earmarked","pf"," EUR 1000000 is earmarked for an SME programme."
"sport","sporting","impf"," But that argument ignores the effect of sporting success on national morale, an intangible factor in a country ’ s success in other, more “ serious, ” spheres of endeavor."
"walk","walk","impf"," I ca n't walk around like this."
"collapse","collapse","pf"," The sky will collapse and there 'll be terrible rain ... and showers of poison light ...."
"depend","depend","impf"," The extent of creditor countries ’ losses would depend on the extent of the depreciation, giving them an interest in keeping the depreciation within bounds."
"vary","vary","pf"," These figures are for indicative purposes only and may vary according to the particular circumstances of the beneficiary State concerned, in particular as regards its requirements and absorption capacity."
"maintain","maintaining","impf"," - The fact that these authorities are granted access to SIS II data can never be a ground for entering or maintaining data in the system if they are not useful for the specific alert they are part of."
"shift","shift","pf"," The main objective of the programme is to help shift an amount of cargo corresponding to the anticipated growth of international road haulage to other modes."
"commit","committed","pf"," The appropriations would be released from the reserve once the Commission committed itself clearly to submitting, at the latest by 31 March 2005, a proposal for a limited revision of the Financial Regulation and its implementing rules in order to remove all obstacles to decision-taking and smooth budget execution."
"marry","marrying","impf"," Then why make Tiger marrying her?"
"paint","painting","impf"," I do n't mind painting your crate!"
"scream","screaming","impf"," You were screaming in your sleep."
"supply","supplied","pf"," - the financial statements and information supplied by the European Investment Bank ( EIB )."
"concern","concerned","impf"," - The application of two different instruments, however necessary because of the framework of European law, should not lead to unjustified discrepancies between the data protection of the individuals concerned according to the type of data processed about them."
"injure","injured","pf"," Today we are commemorating the sixth anniversary of the terrorist attacks on London 's public transport system, in which 52 people died and approximately 800 were injured."
"crash","crash","pf"," In the back there 's a parking - Do n't crash this car."
"cover","covers","impf"," It is worth noting that in most Member State, the national legislation implementing the Directive also covers processing activities carried out in the area of police and justice."
"reflect","reflects","impf"," they are complex, but this reflects the inherent complexity of the system they govern."
"strengthen","strengthened","pf"," Pursuant to Article 185 of the Financial Regulation and the corresponding articles of the framework Regulation for each of the bodies set up by the Communities, the role of the budgetary authority has been strengthened."
"estimate","estimated","impf"," The amount of assigned revenue in accordance with Article 18(1 )( e ) to ( j ) of the Financial Regulation is estimated at EUR 5 000."
"fire","fired","impf"," I was your driver last year until you fired me."
"let","Let","pf"," Let me focus on some specific points :"
"state","stated","pf"," The EDPS already stated in his opinion on the Visa Information System that interoperability is a critical and vital requirement for the efficiency of large scale IT systems as the SIS II."
"shoulder","shoulder","pf"," Mr President, honourable Members, with strength and influence comes an international responsibility that we are still striving to shoulder."
"welcome","welcomes","impf"," Therefore, the EDPS welcomes the recognition by the Commission that Regulation ( EC ) No 45/ 2001 applies to all data processing activities of the Commission in SIS II."
"comprise","comprises","impf"," It comprises the development of the satellites and ground-control stations and the validation of the system "" in orbit ""."
"distinguish","distinguish","impf"," However, it is crucial to distinguish between two levels of interoperability :"
"remain","remaining","impf"," The table below sets out the Facility 's assets and liabilities by relevant maturity groupings based on the remaining period to the contractual maturity date."
"gotta","gotta","impf"," I gotta get ripped, baby."
"want","want","impf"," I want Socialists and GUE to say ' Υπέρ ';"
"forecast","forecasting","impf"," - introducing a Community system for forecasting fruit and vegetable production by means of market monitoring centres at both Community and national level, tasked with anticipating crises in order to speed up response capabilities,"
"uncover","uncovered","pf"," We 've uncovered court papers indicating the porn star is currently married, but estranged from his wi -"
"recognize","recognized","pf"," According to Article 52 of the Charter, it is recognized that these rights may be subjected to limitations, provided that similar conditions are fulfilled as apply under Article 8 ECHR."
"execute","executed","impf"," As from the beginning of financial year 2005, payments to beneficiaries within the Union in euros or in other currencies are executed through SWIFT by the General Budget of the European Commission."
"demand","demands","impf"," Tzimeros demands that the Europeans refuse to give his native land one penny more so long as European inspectors are not permanently in place to ensure that all promises of reform are being kept."
"pack","pack","impf"," - Kaylee, pack your bags."
"accept","accept","pf"," That is something we should acknowledge and accept."
"slow","slowing","impf"," The Maserati is slowing down."
"adopt","adopted","pf"," - A non adopted legislation cannot be considered a valid ground for entering data in the SIS II ( alerts for the purpose of refusing entry )."
"expire","expire","pf"," This appropriation is intended to cover expenditure on studies, meetings of experts, information and publications directly linked to the achievement of the objective of the programme or measures coming under this budget heading, plus any other expenditure on technical and administrative assistance not involving public authority tasks outsourced by the Commission under ad hoc service contracts, as technical assistance offices ' contracts expire during subsequent years."
"infringe","infringe","pf"," In other words, the Directive and the Regulation, in so far as they deal with processing of personal data liable to infringe fundamental freedoms, in particular the right to privacy, must be interpreted in the light of fundamental rights."
"safeguard","safeguard","pf"," Article 13 of Directive 95/ 46/ EC and Article 9 of the Convention 108 provide for the possibility for Member States to take legislative measures to restrict the scope of obligations and rights provided for by them, when such a restriction constitutes a necessary measure to safeguard other important interests ( e.g. national security, defence, public security ) [ 4 ]."
"accuse","accuse","impf"," However, the same people who accuse Europe of poking its nose into everything are the first to speak up when we do not talk about the social dimension."
"examine","examine","impf"," The existing JSA has the competence to examine difficulties of interpretation or application of the Convention, to study problems that may occur with the exercise of independent supervision or of the right of access, and to draw up harmonised proposals for joint solutions to existing problems."
"cooperate","cooperate","impf"," - expenditure relating to conferences, seminars, meetings, training courses and practical in-house training for officials of the Member States who manage or monitor operations financed by the Community funds or operations to collect revenue that constitutes Community own resources or cooperate in the Community statistics system, and expenditure of the same type for officials from the countries of central and eastern Europe managing or monitoring operations financed under Community programmes,"
"guarantee","guarantee","pf"," Moreover, the EDPS would like to be consulted on the technical measures to guarantee this."
"recommend","recommends","pf"," The EDPS therefore recommends that the scope of these articles is extended to monitoring and reporting on the lawfulness of processing."
"believe","believe","impf"," Ca n't believe we have to walk."
"seek","seek","impf"," This is where we must seek the answers where the climate is concerned."
"chase","chased","impf"," Who let himself being chased?"
"long","longed","impf"," They talked of how they longed for the end of the regime, so let us also be clear :"
"remember","remembering","impf"," We are commemorating and remembering what happened in London on 7 July 2005, an event we will never forget."
"promote","promote","pf"," First, annulment of the decision definitively establishing his staff report for the year 2003, of the decision awarding the applicant 's merit points for the year 2003 and of the decision not to promote him in 2004, and also of the decision rejecting his complaint against those decisions and, second, a claim for damages."
"entitle","entitled","impf"," In particular, there should be an up-to-date list of persons entitled to access the SIS II also for Europol and Eurojust."
"excuse","Excuse","pf"," Excuse me."
"distribute","distributed","impf"," The Community contribution will be distributed following negotiations with the IFIs listed above and will not be the subject of an invitation to tender or call for proposals."
"attach","attached","pf"," The relative tables are attached in appendix."
"escape","escape","impf"," They cannot escape through the exit."
"think","thought","impf"," Among others, the impact of the introduction of biometric data should have been better thought through."
"receive","received","pf"," The EDPS recommends amending the present proposal so as to ensure that Articles 13 and 14 apply to the exchange of all personal data, including those not received or made available by another Member State."
"participate","participate","pf"," It is envisaged that developing countries will be significant partners in the implementation of this line of action and, as appropriate, participate directly in specific activities within it, in particular through the clinical trials programme and other international initiatives, in particular those related to HIV/ AIDS, malaria and tuberculosis research."
"consolidate","consolidate","pf"," This appropriation is intended to cover expenditure on European integration programmes in universities, such as the Jean Monnet chairs, which are designed to consolidate the European Union by encouraging universities, both inside and outside the Union, to create and develop courses and modules on European integration and to select them in line with the opinions of experts on the matter, and Jean Monnet centres."
"inhibit","inhibited","impf"," "" propellants "" that can sustain a steady-state linear burning rate of more than 38 mm/ s under standard conditions ( as measured in the form of an inhibited single strand ) of 6, 89 MPa ( 68, 9 bar ) pressure and 294K ( 21 ° C );"
"empower","empowered","pf"," Council Decision 82/ 170/ Euratom of 15 March 1982 amending Decision 77/ 271/ Euratom as regards the total amount of Euratom loans which the Commission is empowered to contract for the purpose of contributing to the financing of nuclear power stations ( OJ L 78, 24.3.1982, p. 21 )."
"launch","launched","pf"," George Steiner welcomes us into his house in Cambridge with a whimsical anecdote delivered over coffee and panettone : when the Eurostar was launched, he offered a shilling to the first child to see a fish in the Channel Tunnel."
"store","stored","pf"," The management of and respect for an optimal security level for the SIS II constitutes a fundamental requirement for ensuring an adequate protection of personal data stored in the database."
"appeal","appeal","impf"," Article 15 ( 3 ) of the Regulation institutes a right to review or appeal before a judicial authority with respect to the decision to issue an alert, when this decision is taken by an administrative authority."
"disclose","disclosed","impf"," - ensure ( by amending Article 20 ( 1 ) in line with other EU data protection instruments ) that information — where data have not been obtained from the data subject or have been obtained from him without his knowledge — shall be provided to him "" no later than the time when data are first disclosed """
"entrust","entrusted","pf"," Council Decision 2003/ 76/ EC of 1 February 2003 establishing the measures necessary for the implementation of the Protocol, annexed to the Treaty establishing the European Community, on the financial consequences of the expiry of the ECSC Treaty and on the Research Fund for Coal and Steel ( OJ L 29, 5.2.2003, p. 22 ) stipulates that the Commission shall be entrusted with winding up the financial operations of the European Coal and Steel Community which are still in progress when the ECSC Treaty expires."
"stay","stayed","pf"," They can have access to immigration data "" for the purpose of determining whether an asylum applicant has stayed illegally in another Member State ""."
"persuade","persuade","pf"," In my judgment, the best course of action is to persuade Germany to choose between either leading the creation of a political union with genuine burden-sharing, or leaving the euro."
"call","called","impf"," The SIS II consists of a central database called the "" Central Schengen Information System "" ( CS-SIS ) for which the Commission will ensure the operational management connected to national access points defined by each Member State ( NI-SIS )."
"confirm","confirming","impf"," Council Decision 92/ 278/ EEC of 18 May 1992 confirming the consolidation of the EC-Japan Centre for Industrial Cooperation ( OJ L 144, 26.5.1992, p. 19 )."
"evolve","evolve","pf"," Biometric data are "" live "" data which evolve with time;"
"appear","appears","impf"," Access by Europol and Eurojust should moreover be restricted to data about individuals whose name already appears in their files."
"calm","calms","pf"," - If she calms down, I will let her in the house ..."
"face","faced","impf"," - the promotion of dialogue with all interested parties in the key industries, particularly by setting up forums for consultation in the sectors faced with structural changes,"
"watch","Watch","impf"," Watch your head."
"ask","asked","impf"," In this context, the EDPS would also like to refer to the Declaration of the Council of 25 March 2004 on Combating Terrorism, in which the Commission is asked to present proposals in order to enhance interoperability and synergies between information systems ( SIS, VIS and Eurodac )."
"assist","assist","pf"," - aids to encourage the establishment and to assist the administrative operation of the recognised banana producers ' organisations."
"quit","quit","pf"," Father, should n't I quit school and take a job?"
"describe","describe","pf"," The proposals describe a role for SIS II National Office ( to ensure competent authorities ' access to the SIS II ) as well as for SIRENE authorities ( to ensure the exchange of all supplementary information )."
"suck","suck","impf"," You suck, Marty."
"open","opened","pf"," For this purpose, a current account has been opened."
"devote","devote","impf"," Although this is also true concerning other alerts, the EDPS will devote a specific chapter to this alert, because it poses specific problems concerning the grounds for inclusion."
"treat","treated","impf"," Individuals whose data are linked to those of criminals or wanted persons are likely to be treated with more suspicion than others."
"declare","declare","pf"," On 28 November 2006, the Commission decided not to oppose the above notified concentration and to declare it compatible with the common market."
"buy","buy","pf"," Go buy some nice clothes."
"express","expresses","pf"," the appellant expresses the view that the Court of First Instance wrongly dismissed, as being inadmissible, its request that that Court reduce the flat-rate correction imposed on the basis of its unlimited jurisdiction."
"run","running","impf"," A total of 52 projects have been cofinanced by the Italian Government in the ACP States since the signing of the above agreement, two of which were still running in 2005."
"incorporate","Incorporates","impf"," c. Incorporates three or more closed or open loop servo-devices which may include stepping motors;"
"secure","secure","pf"," In order to secure the full involvement of all actors concerned, to prepare the public and achieve the greatest impact, certain activities must be set up in 2006, in preparation to the 2007 European Year."
"initiate","initiate","pf"," We will initiate this discussion in the autumn."
"reiterate","reiterate","pf"," The proposals reiterate that the existence of links cannot change the access rights ( indeed, it would otherwise give access to data the processing of which would not be lawful under national legislation, in breach of Article 6 of the Directive )."
"continue","continue","impf"," Integration of the new Member States in EMU will continue in 2006, in the expectation that some of them will participate in the exchange rate mechanism ( ERM II ) and, subsequently, in the euro zone."
"shoot","shooting","pf"," If Duncan does n't approve the new budget, we ca n't start shooting tomorrow."
"ruin","ruined","pf"," You ruined it!"
"realize","realize","impf"," Financial panics subside, and the authorities realize a profit on their intervention."
"worry","worried","impf"," - Alex, I was worried sick about you."
"surprise","surprise","pf"," It really would not surprise me in the least if he had taken a couple whacks at him."
"perish","perish","pf"," You have to stop me or Omei will perish."
"ensure","ensure","pf"," In conclusion, the present opinion will strive to ensure a high level of data protection, consistency and clarity to provide the data subject with the necessary legal certainty."
"unlock","unlocked","pf"," We entered through the kitchen door, it was unlocked just like John said it would be."
"imagine","imagined","impf"," Merah imagined that he was a jihadi."
"last","lasts","pf"," As long as it lasts."
"stipulate","stipulates","pf"," it stipulates that "" every person "" has a right to a judicial remedy, irrespective of his place of residence."
"whack","whacks","pf"," It really would not surprise me in the least if he had taken a couple whacks at him."
"adapt","adapted","pf"," The accounting information provided by the EDF accounting system has been adapted, where necessary, in order to provide figures which comply with accrual accounting principles."
"wash","wash","pf"," He did n't wash his hands"
"please","please","impf"," One moment please."
"develop","developed","impf"," If it is clear that data protection authorities can exercise with regard to the SIS II all the supervisory competences they are endowed with under the Directive, the cooperation of these authorities can cover broad aspects of the supervision of the SIS II, including the tasks of the existing JSA as developed in Article 115 of the Schengen Convention."
"suppose","supposed","impf"," You were supposed to come here at 6.15pm"
"look","Look","impf"," - Look at those machines."
"warn","warning","pf"," ML5 Fire control, and related alerting and warning equipment, and related systems, test and alignment and countermeasure equipment, as follows, specially designed for military use, and specially designed components and accessories therefor :"
"measure","measures","pf"," Therefore, the EDPS urges the Commission to either withdraw this provision, or redraft it in a way, based on existing legislation, that allows the individuals to know which measures exactly the authorities can take regarding him/ her."
"name","named","pf"," The term "" other similar services "" does not refer to a feature common to the activities named in the third indent of Article 9(2 )( e ) of the Sixth VAT Directive."
"sing","sing","pf"," I 'll sing it again in Chinese."
"demonstrate","demonstrate","pf"," For a public sector entity, the objectives are more specifically to provide information useful for decision making, and to demonstrate the accountability of the entity for the resources entrusted to it."
"support","supports","pf"," The EDPS supports the strict requirements of Article 5."
"allow","allows","pf"," The SIS allows competent authorities in Member States to exchange information which is used for performing controls on persons and objects at the external borders or on the territory, as well as for the issuance of visas and residence permits."
"defer","deferred","pf"," Commitment fees are deferred and recognised in income using the effective interest method over the period from disbursement to repayment of the related loan."
"knock","Knock","pf"," Knock knock knock knock."
"submit","submitted","pf"," The EDPS wants to stress again that interoperability of the systems can not be implemented in violation of the purpose limitation principle, and that any proposal in this matter should be submitted to him."
"abolish","abolished","pf"," The obligation to replenish Stabex resources was abolished by the ACP-EDF Council Decision of 19 November 1991."
"attract","attracted","impf"," Both human and financial resources will be attracted to the center, leaving the periphery permanently depressed."
"show","shown","pf"," Although it could be deduced from the present Schengen Convention, the practice has shown that the application of this mechanism also was subject to variation between Member States."
"rule","rule","impf"," I rule the world."
"disappear","disappear","pf"," and, with the ECB under their control, the threat of default would disappear and their borrowing costs would fall to levels comparable to that in the United Kingdom."
"speed","speeding","impf"," - the financing of actions aimed at providing a better service to the public, including measures aimed at identifying migrant workers ' social security problems and measures speeding up and simplifying administrative procedures, including their adaptation to new information processing techniques, in order to improve the system for acquiring rights and the calculation and payment of benefits pursuant to Regulations ( EEC ) No 1408/ 71 and ( EEC ) No 574/ 72 ( including the cost of translating documents ),"
"admit","admit","impf"," I am the first person to say and admit that there is much more we need to do, and I will talk more of that later on this morning."
"impose","imposed","pf"," However, since the procedure for exercising the right of access is defined at national level, one can wonder how the delays imposed in the proposals can interact with the existing procedures, especially if the Member States have shorter deadlines to answer a request for access."
"defend","defend","impf"," Pilot projects intended to develop codes of conduct and social labels in order to guarantee respect for fundamental social and employment rights, with the participation of companies, trade unions and NGOs that defend fundamental social rights will also be eligible."
"arrive","arrives","pf"," Our Ambassador to Iraq arrives today, and she knows the importance that I attach to this issue."
"wonder","wonder","impf"," I wonder what he 's doing now."
"enhance","enhance","pf"," It should be added therefore in the Article 12 of the proposals that the Commission should regularly propose the implementation of new technologies which represent the state of the art in this field and which will enhance data protection and security levels, as well as facilitate the tasks of the national authorities which have access to these data."
"figure","figure","impf"," It is worth noting that the restrictions to the right of access ( "" shall be refused if this is indispensable for the performance of a lawful task in connection with the alert or for the protection of rights and freedoms of third parties "" ) which currently exist in the Schengen Convention do not figure in the proposed Regulation."
"entail","entails","impf"," This is unfortunate, since it entails that quality of personal data, which is essential also for law enforcement purposes, would be fully ensured only when these data are transmitted or made available to other Member States, but not when they are processed within a Member State [ 17 ]."
"race","race","impf"," Do we have to race here?"
"apply","applied","pf"," Strict conditions should be applied when granting access to SIS II data to any authority :"
"introduce","introduce","pf"," This territorial limitation is not justified and could make the right to remedies ineffective, as very often, the complainant is likely to introduce an action precisely because he is not granted access to the Schengen territory."
"teach","teach","pf"," What Immanuel Kant meant, ladies and gentlemen, is that no book can teach you in advance how to govern - or even behave - in freedom."
"start","started","pf"," The promotion of exchanges of information and transfers of good practices between Member States, social partners and relevant stakeholders through a mutual learning programme consisting of thematic review seminars, peer review meetings and national and joint follow-up activities was started in 2004 ( on the theme of adaptability and on active ageing ) to come to its full implementation in 2005."
"transmit","transmit","pf"," The Commission invites the Finnish government to transmit to the Commission all elements which are helpful to establish the market interest rate in the present case."
"commemorate","commemorating","impf"," Today we are commemorating the sixth anniversary of the terrorist attacks on London 's public transport system, in which 52 people died and approximately 800 were injured."
"manage","manage","impf"," - expenditure relating to conferences, seminars, meetings, training courses and practical in-house training for officials of the Member States who manage or monitor operations financed by the Community funds or operations to collect revenue that constitutes Community own resources or cooperate in the Community statistics system, and expenditure of the same type for officials from the countries of central and eastern Europe managing or monitoring operations financed under Community programmes,"
"target","targeted","pf"," Support to actions promoting cooperation and coordination between several countries ( European Union and bordering countries ) is particularly targeted by the multiannual programme."
"refer","referred","pf"," Questions referred"
"fund","funds","impf"," It also funds the former multiannual measures, in particular those approved and implemented under the other abovementioned Regulations, which are not covered by the priority objectives of the Funds."
"succeed","succeeded","pf"," We have genuinely succeeded over this period in reducing the differences in prosperity between the regions of Europe."
"step","stepping","impf"," c. Incorporates three or more closed or open loop servo-devices which may include stepping motors;"
"rise","rise","pf"," – And you know I am slow to rise. – My jaw aches at the memory."
"finance","financed","impf"," ( c ) As to whether the special provisions for staff transfer between the Road Administration and Tieliikelaitos have been financed through State resources,"
"mark","mark","impf"," In mid-January, when the social democratic Danish Prime Minister Premier Helle Thorning-Schmidt, gets to her feet in the European parliament, her presentation of the Danish European Presidency will likely mark the beginning of a difficult six months for her."
"base","based","pf"," This decision is based on Article 6(1 )( b ) of Council Regulation ( EC ) No 139/ 2004."
"stem","stems","impf"," Europe ’ s tragedy is not the result of an evil plot, but stems, rather, from a lack of coherent policies."
"endanger","endangered","pf"," When the bankruptcy of Lehman Brothers endangered the credit of financial institutions, private credit was replaced by the credit of the state, revealing an unrecognized flaw in the euro."
"incur","incurred","pf"," This appropriation is intended to cover other expenditure, particularly that incurred in accordance with Article 20d(3 ) of Council Regulation No 136/ 66/ EEC ( storage contracts ) and Article 6 of Council Regulation ( EC ) No 865/ 2004 ( disturbance of the market )."
"play","plays","impf"," It is laid down in Regulation 45/ 2001/ EC as a compulsory instrument and plays a key role on the level of the European Communities."
"regulate","regulated","pf"," Article 102 of the Schengen Convention provides for a system where the use of the data is strictly regulated and restricted, even in national legislation ( "" Any use of the data which does not comply with paragraphs 1 to 4 shall be considered as misuse under the national law of the Contracting Party "" )."
"reach","reach","pf"," - the replacement of vehicles which, during the year, reach a total mileage such as to justify replacement,"
"decide","decided","pf"," On 28 November 2006, the Commission decided not to oppose the above notified concentration and to declare it compatible with the common market."
"put","put","pf"," The new proposals foresee an automatic deletion ( with possibility to object for the issuing Member State ) after 5 years for immigration data, 10 years for data on arrest, missing persons and persons wanted for judicial procedures, and 3 years for persons to be put under discreet surveillance."
"consist","consisting","impf"," The promotion of exchanges of information and transfers of good practices between Member States, social partners and relevant stakeholders through a mutual learning programme consisting of thematic review seminars, peer review meetings and national and joint follow-up activities was started in 2004 ( on the theme of adaptability and on active ageing ) to come to its full implementation in 2005."
"relate","related","impf"," - a proposed Regulation based on Title IV EC Treaty ( visas, asylum immigration and other policies related to the free movement of persons ) which will govern the first pillar ( immigration ) aspects of the SIS II, hereinafter referred to as "" the proposed Regulation "";"
"crush","crushed","pf"," She 's completely crushed."
"justify","justified","pf"," It has to be underlined as well that from a security point of view, the multiplication of access points increases the risk of misuse and should therefore be precisely justified with more consistent elements."
"enable","enable","pf"," According to Article 1 of the two documents ( "" establishment and general objective of the SIS II "" ), the SIS II is established to "" enable competent authorities of the Member States to exchange information for the purpose of controls on persons and objects "", and shall "" contribute to maintaining a high level of security within an area without internal border controls between Member States ""."
"enter","entered","impf"," - The retention period of the data may not be extended where it is not necessary for the purpose for which the data was entered."
"attain","attained","pf"," If, on expiry of this period, the loans granted by the European Investment Bank have not attained the overall amounts referred to above, the period will be automatically extended by six months."
"catch","caught","impf"," The Eurozone and the Schengen Area, two of the EU ’ s main projects are both caught in the throes of severe crises."
"plan","plan","pf"," If we plan it well."
"guide","guided","impf"," e. submunitions including bomblets, minelets and terminally guided projectiles."
"designate","designated","pf"," This appropriation is intended to cover expenditure on implementation of a programme to promote alternatives to international road haulage, designated "" Marco Polo ""."
"give","given","impf"," - Access to SIS II data cannot be given to new authorities without the strongest justification."
"work","working","impf"," ( 3 ) If a part of a CTV, such as a chassis, has obtained local origin under Article 24 of the Community Customs Code on the basis of a physical processing or working test, is it then still necessary to determine a value for such part in order to apply to the CTV the specific origin rule for CTVs contained in Annex 11 to the Implementing Regulation?"
"double","double","pf"," Council Decision 97/ 135/ EC of 17 February 1997 providing that the European Community should subscribe for extra shares as a result of the decision to double the capital of the European Bank for Reconstruction and Development ( OJ L 52 22.2.1997, p. 15 )."
"arise","arising","pf"," It may also be used to finance innovative measures concerning the prevention and resolution of disputes within multinational undertakings, particularly those arising in connection with group-wide restructuring."
"lose","lost","impf"," I want to make it quite clear that during the discussion about the transitional regions we rather lost sight of the fact that we have so much in common in this area, including shared priorities and very substantial proposals for changes in the future direction of the policy, which will make it even more successful, sustainable and visible and more comprehensible and tangible for the citizens of Europe."
"conclude","concluded","pf"," - no new contract has been concluded"
"constitute","constitutes","pf"," It constitutes, in particular a breach of Art."
"destroy","destroy","pf"," No terrorist or terrorist attack will ever be able to shake or destroy our faith in basic values such as fundamental human rights."
"come","coming","impf"," There are also questions as to the biometric search engine which is to be developed in the coming years, allowing for searches in the system, which exceed the needs of a control system."
"agree","agreed","pf"," This item may contain any outstanding balances resulting from the application of Council Regulation ( EC ) No 2802/ 98 of 17 December 1998 on a programme to supply agricultural products to the Russian Federation ( OJ L 349, 24.12.1998, p. 12 ), financing for which was agreed on 24 November 1998 between the European Parliament, the Council and the Commission."
"interlink","Interlinking","pf"," - Interlinking of alerts may never lead, even indirectly, to a change in access rights."
"exist","existing","impf"," If it is clear that data protection authorities can exercise with regard to the SIS II all the supervisory competences they are endowed with under the Directive, the cooperation of these authorities can cover broad aspects of the supervision of the SIS II, including the tasks of the existing JSA as developed in Article 115 of the Schengen Convention."
"fail","fail","pf"," Feet, do n't fail me now."
"provide","provide","pf"," In order to ensure a strict purpose limitation at national level, the EDPS recommends to introduce in the SIS II proposals ( namely Article 21 of the proposed Regulation and Article 40 of the proposed Decision ) a provision to the same effect as the current Article 102.4 of the Schengen Convention, limiting the possibility for Member States to provide for use of the data not foreseen in the SIS II texts."
"allocate","allocated","pf"," - EUR 18 million was released in accordance with Council Decision 10752/ 05 of 19 July 2005 and allocated to the envelope for long-term development support to cover the financing of the National Indicative Programme of Timor-Leste for the period 2006 and 2007,"
"rely","rely","impf"," As the SIS II will be built on complex systems, amongst which some rely on emerging technologies, the EDPS insists upon reinforcing the responsibility of the Commission in maintaining the systems up-to-date by implementing the Best Available Technologies related to security and data protection."
"force","forced","pf"," We forced him into the marriage."
"suit","suits","impf"," - No, it suits you great."
"care","cares","impf"," Pathetic, who cares?"
"love","love","impf"," You love the Grillfest, right?"
"direct","directed","pf"," Note 2 ML19 includes the following when specially designed for directed energy weapon systems :"
"settle","settled","pf"," This appropriation is intended to cover the financing of commitments remaining to be settled from previous programming periods in respect of former Objectives 1 and 6."
"wear","wear","impf"," “ But I do try to wear rose-colored glasses. ”"
"exercise","exercised","pf"," Since in several Member States, access to law enforcement data is "" indirect "" ( which means exercised via the national data protection authority ), it should be useful to provide for an obligation of data protection authorities to cooperate actively in the exercise of the right of access."
"enjoy","Enjoy","impf"," Enjoy."
"consume","consume","impf"," Who in the end, out of greed, consume themselves."
